chrom,start,end,num,list,ENCFF042WXA_CTCF_sorted.bed,ENCFF090ZJH_CTCF_sorted.bed,ENCFF153CDM_CTCF_sorted.bed,ENCFF179UDP_CTCF_sorted.bed,ENCFF374VTS_CTCF_sorted.bed,ENCFF406IQL_CTCF_sorted.bed,ENCFF447AYX_CTCF_sorted.bed,ENCFF697VGB_CTCF_sorted.bed,ENCFF770ZIZ_CTCF_sorted.bed,ENCFF933UDR_CTCF_sorted.bed,ENCFF942DXM_CTCF_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr17,7394914,7394944,3,"4,10,12",0,0,0,1,0,0,0,0,0,1,0,1
chr17,7394944,7394959,4,"4,5,10,12",0,0,0,1,1,0,0,0,0,1,0,1
chr17,7394959,7394961,5,"1,4,5,10,12",1,0,0,1,1,0,0,0,0,1,0,1
chr17,7394961,7394963,6,"1,4,5,10,11,12",1,0,0,1,1,0,0,0,0,1,1,1
chr17,7394963,7395007,7,"1,4,5,8,10,11,12",1,0,0,1,1,0,0,1,0,1,1,1
chr17,7395007,7395153,9,"1,4,5,7,8,9,10,11,12",1,0,0,1,1,0,1,1,1,1,1,1
chr17,7445281,7445298,2,"11,12",0,0,0,0,0,0,0,0,0,0,1,1
chr17,7445298,7445468,3,"7,11,12",0,0,0,0,0,0,1,0,0,0,1,1
chr17,7445468,7445506,2,"11,12",0,0,0,0,0,0,0,0,0,0,1,1
chr17,7484858,7484868,2,"3,12",0,0,1,0,0,0,0,0,0,0,0,1
chr17,7484868,7485036,3,"3,11,12",0,0,1,0,0,0,0,0,0,0,1,1
chr17,7614870,7614871,2,"4,12",0,0,0,1,0,0,0,0,0,0,0,1
chr17,7614871,7614894,3,"4,5,12",0,0,0,1,1,0,0,0,0,0,0,1
chr17,7614894,7614900,4,"4,5,9,12",0,0,0,1,1,0,0,0,1,0,0,1
chr17,7614900,7614907,5,"1,4,5,9,12",1,0,0,1,1,0,0,0,1,0,0,1
chr17,7614907,7614911,6,"1,3,4,5,9,12",1,0,1,1,1,0,0,0,1,0,0,1
chr17,7614911,7614912,7,"1,3,4,5,9,11,12",1,0,1,1,1,0,0,0,1,0,1,1
chr17,7614912,7614914,8,"1,2,3,4,5,9,11,12",1,1,1,1,1,0,0,0,1,0,1,1
chr17,7614914,7614922,9,"1,2,3,4,5,9,10,11,12",1,1,1,1,1,0,0,0,1,1,1,1
chr17,7614922,7614935,10,"1,2,3,4,5,8,9,10,11,12",1,1,1,1,1,0,0,1,1,1,1,1
chr17,7614935,7614959,11,"1,2,3,4,5,7,8,9,10,11,12",1,1,1,1,1,0,1,1,1,1,1,1
chr17,7614959,7615105,12,"1,2,3,4,5,6,7,8,9,10,11,12",1,1,1,1,1,1,1,1,1,1,1,1
chr17,7615105,7615108,11,"1,2,3,4,5,6,8,9,10,11,12",1,1,1,1,1,1,0,1,1,1,1,1
chr17,7615108,7615117,10,"1,3,4,5,6,8,9,10,11,12",1,0,1,1,1,1,0,1,1,1,1,1
chr17,7615117,7615119,9,"1,3,4,5,6,8,9,10,12",1,0,1,1,1,1,0,1,1,1,0,1
chr17,7615119,7615121,8,"1,3,4,5,6,8,10,12",1,0,1,1,1,1,0,1,0,1,0,1
chr17,7615121,7615122,7,"1,3,4,5,8,10,12",1,0,1,1,1,0,0,1,0,1,0,1
chr17,7615122,7615125,6,"1,3,4,5,10,12",1,0,1,1,1,0,0,0,0,1,0,1
chr17,7615125,7615133,5,"1,4,5,10,12",1,0,0,1,1,0,0,0,0,1,0,1
chr17,7615133,7615150,4,"1,4,10,12",1,0,0,1,0,0,0,0,0,1,0,1
chr17,7615150,7615155,3,"4,10,12",0,0,0,1,0,0,0,0,0,1,0,1
chr17,7615155,7615174,2,"4,12",0,0,0,1,0,0,0,0,0,0,0,1
chr17,7688064,7688080,3,"1,10,12",1,0,0,0,0,0,0,0,0,1,0,1
chr17,7688080,7688091,4,"1,5,10,12",1,0,0,0,1,0,0,0,0,1,0,1
chr17,7688091,7688093,6,"1,3,5,8,10,12",1,0,1,0,1,0,0,1,0,1,0,1
chr17,7688093,7688101,8,"1,3,5,8,9,10,11,12",1,0,1,0,1,0,0,1,1,1,1,1
chr17,7688101,7688104,9,"1,2,3,5,8,9,10,11,12",1,1,1,0,1,0,0,1,1,1,1,1
chr17,7688104,7688118,10,"1,2,3,5,7,8,9,10,11,12",1,1,1,0,1,0,1,1,1,1,1,1
chr17,7688118,7688121,11,"1,2,3,4,5,7,8,9,10,11,12",1,1,1,1,1,0,1,1,1,1,1,1
chr17,7688121,7688262,12,"1,2,3,4,5,6,7,8,9,10,11,12",1,1,1,1,1,1,1,1,1,1,1,1
chr17,7688262,7688274,11,"1,2,3,5,6,7,8,9,10,11,12",1,1,1,0,1,1,1,1,1,1,1,1
chr17,7688274,7688291,10,"1,2,3,5,6,8,9,10,11,12",1,1,1,0,1,1,0,1,1,1,1,1
chr17,7688291,7688297,9,"1,2,3,5,6,9,10,11,12",1,1,1,0,1,1,0,0,1,1,1,1
chr17,7688297,7688301,8,"1,3,5,6,9,10,11,12",1,0,1,0,1,1,0,0,1,1,1,1
chr17,7688301,7688314,7,"3,5,6,9,10,11,12",0,0,1,0,1,1,0,0,1,1,1,1
chr17,7688314,7688317,6,"3,5,6,9,10,12",0,0,1,0,1,1,0,0,1,1,0,1
chr17,7688317,7688323,5,"5,6,9,10,12",0,0,0,0,1,1,0,0,1,1,0,1
chr17,7688323,7688325,4,"5,6,10,12",0,0,0,0,1,1,0,0,0,1,0,1
chr17,7688325,7688336,3,"6,10,12",0,0,0,0,0,1,0,0,0,1,0,1
chr17,7688336,7688369,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr17,7841627,7841635,6,"2,3,8,9,11,12",0,1,1,0,0,0,0,1,1,0,1,1
chr17,7841635,7841676,7,"2,3,7,8,9,11,12",0,1,1,0,0,0,1,1,1,0,1,1
chr17,7841676,7841771,8,"2,3,5,7,8,9,11,12",0,1,1,0,1,0,1,1,1,0,1,1
chr17,7841771,7841805,7,"2,3,7,8,9,11,12",0,1,1,0,0,0,1,1,1,0,1,1
chr17,7841805,7841814,6,"2,3,8,9,11,12",0,1,1,0,0,0,0,1,1,0,1,1
chr17,7841814,7841822,5,"3,8,9,11,12",0,0,1,0,0,0,0,1,1,0,1,1
chr17,7841822,7841837,4,"3,9,11,12",0,0,1,0,0,0,0,0,1,0,1,1
chr17,7841837,7841841,3,"9,11,12",0,0,0,0,0,0,0,0,1,0,1,1
chr17,7841841,7841857,2,"11,12",0,0,0,0,0,0,0,0,0,0,1,1
chr17,7856989,7857005,2,"6,12",0,0,0,0,0,1,0,0,0,0,0,1
chr17,7857005,7857014,4,"4,6,9,12",0,0,0,1,0,1,0,0,1,0,0,1
chr17,7857014,7857024,5,"1,4,6,9,12",1,0,0,1,0,1,0,0,1,0,0,1
chr17,7857024,7857026,6,"1,3,4,6,9,12",1,0,1,1,0,1,0,0,1,0,0,1
chr17,7857026,7857044,7,"1,3,4,6,8,9,12",1,0,1,1,0,1,0,1,1,0,0,1
chr17,7857044,7857059,9,"1,2,3,4,6,8,9,11,12",1,1,1,1,0,1,0,1,1,0,1,1
chr17,7857059,7857070,10,"1,2,3,4,6,7,8,9,11,12",1,1,1,1,0,1,1,1,1,0,1,1
chr17,7857070,7857091,11,"1,2,3,4,6,7,8,9,10,11,12",1,1,1,1,0,1,1,1,1,1,1,1
chr17,7857091,7857210,12,"1,2,3,4,5,6,7,8,9,10,11,12",1,1,1,1,1,1,1,1,1,1,1,1
chr17,7857210,7857226,11,"1,2,3,4,6,7,8,9,10,11,12",1,1,1,1,0,1,1,1,1,1,1,1
chr17,7857226,7857229,10,"1,2,3,4,6,7,9,10,11,12",1,1,1,1,0,1,1,0,1,1,1,1
chr17,7857229,7857240,9,"1,2,3,4,6,9,10,11,12",1,1,1,1,0,1,0,0,1,1,1,1
chr17,7857240,7857245,8,"1,3,4,6,9,10,11,12",1,0,1,1,0,1,0,0,1,1,1,1
chr17,7857245,7857258,7,"1,3,4,6,10,11,12",1,0,1,1,0,1,0,0,0,1,1,1
chr17,7857258,7857264,6,"1,3,4,6,11,12",1,0,1,1,0,1,0,0,0,0,1,1
chr17,7857264,7857274,5,"3,4,6,11,12",0,0,1,1,0,1,0,0,0,0,1,1
chr17,7857274,7857280,4,"4,6,11,12",0,0,0,1,0,1,0,0,0,0,1,1
chr17,7857280,7857309,3,"4,6,12",0,0,0,1,0,1,0,0,0,0,0,1
chr17,7857309,7857313,2,"6,12",0,0,0,0,0,1,0,0,0,0,0,1
chr17,8118840,8118867,9,"2,4,5,6,7,8,10,11,12",0,1,0,1,1,1,1,1,0,1,1,1
chr17,8118867,8118874,10,"2,4,5,6,7,8,9,10,11,12",0,1,0,1,1,1,1,1,1,1,1,1
chr17,8118874,8118882,11,"1,2,4,5,6,7,8,9,10,11,12",1,1,0,1,1,1,1,1,1,1,1,1
chr17,8118882,8118952,12,"1,2,3,4,5,6,7,8,9,10,11,12",1,1,1,1,1,1,1,1,1,1,1,1
chr17,8118952,8118953,11,"1,2,3,4,5,6,7,8,10,11,12",1,1,1,1,1,1,1,1,0,1,1,1
chr17,8118953,8118960,10,"1,2,4,5,6,7,8,10,11,12",1,1,0,1,1,1,1,1,0,1,1,1
chr17,8118960,8118976,9,"1,2,4,5,6,7,8,10,12",1,1,0,1,1,1,1,1,0,1,0,1
chr17,8118976,8118989,8,"2,4,5,6,7,8,10,12",0,1,0,1,1,1,1,1,0,1,0,1
chr17,8118989,8118995,7,"2,4,5,6,7,10,12",0,1,0,1,1,1,1,0,0,1,0,1
chr17,8118995,8118996,6,"2,4,5,6,10,12",0,1,0,1,1,1,0,0,0,1,0,1
chr17,8118996,8119008,5,"2,4,6,10,12",0,1,0,1,0,1,0,0,0,1,0,1
chr17,8119008,8119019,4,"4,6,10,12",0,0,0,1,0,1,0,0,0,1,0,1
chr17,8119128,8119152,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr17,8138588,8138614,3,"4,10,12",0,0,0,1,0,0,0,0,0,1,0,1
chr17,8138614,8138629,4,"1,4,10,12",1,0,0,1,0,0,0,0,0,1,0,1
chr17,8138629,8138630,5,"1,4,9,10,12",1,0,0,1,0,0,0,0,1,1,0,1
chr17,8138630,8138639,6,"1,4,5,9,10,12",1,0,0,1,1,0,0,0,1,1,0,1
chr17,8138639,8138641,7,"1,4,5,6,9,10,12",1,0,0,1,1,1,0,0,1,1,0,1
chr17,8138641,8138651,9,"1,2,4,5,6,9,10,11,12",1,1,0,1,1,1,0,0,1,1,1,1
chr17,8138651,8138659,10,"1,2,4,5,6,8,9,10,11,12",1,1,0,1,1,1,0,1,1,1,1,1
chr17,8138659,8138735,11,"1,2,3,4,5,6,8,9,10,11,12",1,1,1,1,1,1,0,1,1,1,1,1
chr17,8138735,8138785,12,"1,2,3,4,5,6,7,8,9,10,11,12",1,1,1,1,1,1,1,1,1,1,1,1
chr17,8138785,8138825,11,"1,2,3,4,5,6,8,9,10,11,12",1,1,1,1,1,1,0,1,1,1,1,1
chr17,8138825,8138837,10,"1,2,4,5,6,8,9,10,11,12",1,1,0,1,1,1,0,1,1,1,1,1
chr17,8138837,8138844,9,"1,4,5,6,8,9,10,11,12",1,0,0,1,1,1,0,1,1,1,1,1
chr17,8138844,8138847,8,"1,4,5,6,8,9,10,12",1,0,0,1,1,1,0,1,1,1,0,1
chr17,8138847,8138850,7,"1,4,6,8,9,10,12",1,0,0,1,0,1,0,1,1,1,0,1
chr17,8138850,8138851,6,"1,4,6,8,10,12",1,0,0,1,0,1,0,1,0,1,0,1
chr17,8138851,8138861,5,"1,4,6,10,12",1,0,0,1,0,1,0,0,0,1,0,1
chr17,8138861,8138864,4,"1,4,10,12",1,0,0,1,0,0,0,0,0,1,0,1
chr17,8138864,8138875,3,"4,10,12",0,0,0,1,0,0,0,0,0,1,0,1
chr17,8138875,8138908,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr17,8138977,8138988,2,"2,12",0,1,0,0,0,0,0,0,0,0,0,1
chr17,8138988,8138989,3,"2,7,12",0,1,0,0,0,0,1,0,0,0,0,1
chr17,8138989,8139005,4,"2,7,8,12",0,1,0,0,0,0,1,1,0,0,0,1
chr17,8139005,8139158,5,"2,7,8,11,12",0,1,0,0,0,0,1,1,0,0,1,1
chr17,8139158,8139173,4,"2,8,11,12",0,1,0,0,0,0,0,1,0,0,1,1
chr17,8139173,8139189,3,"8,11,12",0,0,0,0,0,0,0,1,0,0,1,1
chr17,8139189,8139212,2,"11,12",0,0,0,0,0,0,0,0,0,0,1,1
chr17,8156621,8156705,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr17,8156705,8156751,3,"6,10,12",0,0,0,0,0,1,0,0,0,1,0,1
chr17,8156751,8156763,4,"3,6,10,12",0,0,1,0,0,1,0,0,0,1,0,1
chr17,8156763,8156765,5,"3,6,10,11,12",0,0,1,0,0,1,0,0,0,1,1,1
chr17,8156765,8156936,6,"1,3,6,10,11,12",1,0,1,0,0,1,0,0,0,1,1,1
chr17,8186714,8186739,7,"1,2,6,8,10,11,12",1,1,0,0,0,1,0,1,0,1,1,1
chr17,8186739,8186888,8,"1,2,6,7,8,10,11,12",1,1,0,0,0,1,1,1,0,1,1,1
chr17,8186888,8186906,7,"1,2,6,7,10,11,12",1,1,0,0,0,1,1,0,0,1,1,1
chr17,8186906,8186909,6,"1,6,7,10,11,12",1,0,0,0,0,1,1,0,0,1,1,1
chr17,8186909,8186928,5,"1,6,10,11,12",1,0,0,0,0,1,0,0,0,1,1,1
chr17,8186928,8186939,4,"6,10,11,12",0,0,0,0,0,1,0,0,0,1,1,1
chr17,8186939,8186966,3,"6,10,12",0,0,0,0,0,1,0,0,0,1,0,1
chr17,8186966,8186995,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr17,8187632,8187802,2,"7,12",0,0,0,0,0,0,1,0,0,0,0,1
chr17,8190118,8190133,2,"3,12",0,0,1,0,0,0,0,0,0,0,0,1
chr17,8226707,8226835,2,"3,12",0,0,1,0,0,0,0,0,0,0,0,1
chr17,8226867,8226957,2,"3,12",0,0,1,0,0,0,0,0,0,0,0,1
chr17,8383142,8383175,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr17,8383175,8383182,3,"9,10,12",0,0,0,0,0,0,0,0,1,1,0,1
chr17,8383182,8383188,4,"4,9,10,12",0,0,0,1,0,0,0,0,1,1,0,1
chr17,8383188,8383227,5,"4,6,9,10,12",0,0,0,1,0,1,0,0,1,1,0,1
chr17,8383227,8383228,6,"4,6,9,10,11,12",0,0,0,1,0,1,0,0,1,1,1,1
chr17,8383228,8383252,7,"3,4,6,9,10,11,12",0,0,1,1,0,1,0,0,1,1,1,1
chr17,8383252,8383264,8,"1,3,4,6,9,10,11,12",1,0,1,1,0,1,0,0,1,1,1,1
chr17,8383264,8383267,9,"1,3,4,6,8,9,10,11,12",1,0,1,1,0,1,0,1,1,1,1,1
chr17,8383267,8383279,10,"1,3,4,6,7,8,9,10,11,12",1,0,1,1,0,1,1,1,1,1,1,1
chr17,8383279,8383335,11,"1,2,3,4,6,7,8,9,10,11,12",1,1,1,1,0,1,1,1,1,1,1,1
chr17,8383335,8383351,10,"1,3,4,6,7,8,9,10,11,12",1,0,1,1,0,1,1,1,1,1,1,1
chr17,8383351,8383353,9,"1,3,4,6,8,9,10,11,12",1,0,1,1,0,1,0,1,1,1,1,1
chr17,8383353,8383388,8,"1,3,4,6,9,10,11,12",1,0,1,1,0,1,0,0,1,1,1,1
chr17,8383388,8383393,7,"1,4,6,9,10,11,12",1,0,0,1,0,1,0,0,1,1,1,1
chr17,8383393,8383396,6,"1,4,6,9,10,12",1,0,0,1,0,1,0,0,1,1,0,1
chr17,8383396,8383413,5,"4,6,9,10,12",0,0,0,1,0,1,0,0,1,1,0,1
chr17,8383413,8383415,4,"4,9,10,12",0,0,0,1,0,0,0,0,1,1,0,1
chr17,8383415,8383486,3,"4,10,12",0,0,0,1,0,0,0,0,0,1,0,1
chr17,8383486,8383490,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr17,8383490,8383508,3,"5,10,12",0,0,0,0,1,0,0,0,0,1,0,1
chr17,8383508,8383521,4,"5,7,10,12",0,0,0,0,1,0,1,0,0,1,0,1
chr17,8383521,8383523,5,"1,5,7,10,12",1,0,0,0,1,0,1,0,0,1,0,1
chr17,8383523,8383554,6,"1,5,7,10,11,12",1,0,0,0,1,0,1,0,0,1,1,1
chr17,8383554,8383611,7,"1,5,7,9,10,11,12",1,0,0,0,1,0,1,0,1,1,1,1
chr17,8383611,8383627,6,"5,7,9,10,11,12",0,0,0,0,1,0,1,0,1,1,1,1
chr17,8383627,8383675,5,"5,7,10,11,12",0,0,0,0,1,0,1,0,0,1,1,1
chr17,8383675,8383678,4,"5,7,10,12",0,0,0,0,1,0,1,0,0,1,0,1
chr17,8383678,8383735,3,"5,10,12",0,0,0,0,1,0,0,0,0,1,0,1
chr17,8383735,8383765,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr17,15260760,15260812,2,"6,12",0,0,0,0,0,1,0,0,0,0,0,1
chr17,15260812,15260823,3,"6,11,12",0,0,0,0,0,1,0,0,0,0,1,1
chr17,15260823,15260828,4,"6,9,11,12",0,0,0,0,0,1,0,0,1,0,1,1
chr17,15260828,15260829,5,"1,6,9,11,12",1,0,0,0,0,1,0,0,1,0,1,1
chr17,15260829,15260831,6,"1,6,8,9,11,12",1,0,0,0,0,1,0,1,1,0,1,1
chr17,15260831,15260838,7,"1,2,6,8,9,11,12",1,1,0,0,0,1,0,1,1,0,1,1
chr17,15260838,15260843,8,"1,2,5,6,8,9,11,12",1,1,0,0,1,1,0,1,1,0,1,1
chr17,15260843,15260880,9,"1,2,5,6,7,8,9,11,12",1,1,0,0,1,1,1,1,1,0,1,1
chr17,15260880,15260980,10,"1,2,3,5,6,7,8,9,11,12",1,1,1,0,1,1,1,1,1,0,1,1
chr17,15260980,15261013,9,"1,2,5,6,7,8,9,11,12",1,1,0,0,1,1,1,1,1,0,1,1
chr17,15261013,15261020,8,"1,2,5,6,8,9,11,12",1,1,0,0,1,1,0,1,1,0,1,1
chr17,15261020,15261027,7,"1,2,6,8,9,11,12",1,1,0,0,0,1,0,1,1,0,1,1
chr17,15261027,15261029,6,"1,6,8,9,11,12",1,0,0,0,0,1,0,1,1,0,1,1
chr17,15261029,15261037,5,"1,6,9,11,12",1,0,0,0,0,1,0,0,1,0,1,1
chr17,15651649,15651699,2,"11,12",0,0,0,0,0,0,0,0,0,0,1,1
chr17,15651699,15651885,3,"3,11,12",0,0,1,0,0,0,0,0,0,0,1,1
chr17,15651885,15651949,2,"3,12",0,0,1,0,0,0,0,0,0,0,0,1
chr17,15999580,15999816,2,"11,12",0,0,0,0,0,0,0,0,0,0,1,1
chr17,16215505,16215506,2,"5,12",0,0,0,0,1,0,0,0,0,0,0,1
chr17,16215506,16215507,3,"5,9,12",0,0,0,0,1,0,0,0,1,0,0,1
chr17,16215507,16215525,4,"3,5,9,12",0,0,1,0,1,0,0,0,1,0,0,1
chr17,16215525,16215746,5,"3,5,9,11,12",0,0,1,0,1,0,0,0,1,0,1,1
chr17,16215746,16215749,4,"3,5,11,12",0,0,1,0,1,0,0,0,0,0,1,1
chr17,16215749,16215757,3,"3,11,12",0,0,1,0,0,0,0,0,0,0,1,1
chr17,16215757,16215761,2,"11,12",0,0,0,0,0,0,0,0,0,0,1,1
chr17,16285872,16285878,4,"1,3,4,12",1,0,1,1,0,0,0,0,0,0,0,1
chr17,16285878,16285898,5,"1,3,4,10,12",1,0,1,1,0,0,0,0,0,1,0,1
chr17,16285898,16285902,6,"1,3,4,6,10,12",1,0,1,1,0,1,0,0,0,1,0,1
chr17,16285902,16285926,7,"1,3,4,6,7,10,12",1,0,1,1,0,1,1,0,0,1,0,1
chr17,16285926,16285937,8,"1,3,4,6,7,10,11,12",1,0,1,1,0,1,1,0,0,1,1,1
chr17,16285937,16285945,9,"1,3,4,5,6,7,10,11,12",1,0,1,1,1,1,1,0,0,1,1,1
chr17,16285945,16285949,10,"1,2,3,4,5,6,7,10,11,12",1,1,1,1,1,1,1,0,0,1,1,1
chr17,16285949,16285964,11,"1,2,3,4,5,6,7,8,10,11,12",1,1,1,1,1,1,1,1,0,1,1,1
chr17,16285964,16286001,12,"1,2,3,4,5,6,7,8,9,10,11,12",1,1,1,1,1,1,1,1,1,1,1,1
chr17,16286001,16286002,11,"1,3,4,5,6,7,8,9,10,11,12",1,0,1,1,1,1,1,1,1,1,1,1
chr17,16286002,16286030,10,"1,3,4,5,6,7,9,10,11,12",1,0,1,1,1,1,1,0,1,1,1,1
chr17,16286030,16286050,9,"1,3,4,5,6,7,10,11,12",1,0,1,1,1,1,1,0,0,1,1,1
chr17,16286050,16286060,8,"1,3,4,5,6,7,10,12",1,0,1,1,1,1,1,0,0,1,0,1
chr17,16286060,16286072,7,"1,3,4,6,7,10,12",1,0,1,1,0,1,1,0,0,1,0,1
chr17,16286072,16286092,6,"1,3,4,6,10,12",1,0,1,1,0,1,0,0,0,1,0,1
chr17,16286092,16286101,5,"1,3,4,10,12",1,0,1,1,0,0,0,0,0,1,0,1
chr17,16286101,16286105,4,"3,4,10,12",0,0,1,1,0,0,0,0,0,1,0,1
chr17,16286105,16286117,3,"3,4,12",0,0,1,1,0,0,0,0,0,0,0,1
chr17,16286117,16286127,2,"4,12",0,0,0,1,0,0,0,0,0,0,0,1
chr17,16380826,16380850,2,"11,12",0,0,0,0,0,0,0,0,0,0,1,1
chr17,16381004,16381062,2,"11,12",0,0,0,0,0,0,0,0,0,0,1,1
chr17,16381205,16381229,2,"1,12",1,0,0,0,0,0,0,0,0,0,0,1
chr17,16381229,16381233,3,"1,5,12",1,0,0,0,1,0,0,0,0,0,0,1
chr17,16381233,16381282,4,"1,3,5,12",1,0,1,0,1,0,0,0,0,0,0,1
chr17,16381282,16381424,5,"1,3,5,7,12",1,0,1,0,1,0,1,0,0,0,0,1
chr17,17681194,17681198,8,"1,3,5,6,8,9,11,12",1,0,1,0,1,1,0,1,1,0,1,1
chr17,17681198,17681255,9,"1,3,5,6,7,8,9,11,12",1,0,1,0,1,1,1,1,1,0,1,1
chr17,17681255,17681336,10,"1,2,3,5,6,7,8,9,11,12",1,1,1,0,1,1,1,1,1,0,1,1
chr17,17681336,17681368,9,"1,3,5,6,7,8,9,11,12",1,0,1,0,1,1,1,1,1,0,1,1
chr17,17681368,17681375,8,"1,3,5,6,8,9,11,12",1,0,1,0,1,1,0,1,1,0,1,1
chr17,17681375,17681394,7,"1,3,5,6,9,11,12",1,0,1,0,1,1,0,0,1,0,1,1
chr17,17681394,17681404,6,"1,3,6,9,11,12",1,0,1,0,0,1,0,0,1,0,1,1
chr17,17681404,17681414,5,"1,3,6,11,12",1,0,1,0,0,1,0,0,0,0,1,1
chr17,17681414,17681419,4,"1,3,6,12",1,0,1,0,0,1,0,0,0,0,0,1
chr17,17681419,17681425,3,"3,6,12",0,0,1,0,0,1,0,0,0,0,0,1
chr17,17681425,17681428,2,"6,12",0,0,0,0,0,1,0,0,0,0,0,1
chr17,17752113,17752137,8,"1,3,5,8,9,10,11,12",1,0,1,0,1,0,0,1,1,1,1,1
chr17,17752137,17752306,9,"1,2,3,5,8,9,10,11,12",1,1,1,0,1,0,0,1,1,1,1,1
chr17,17752306,17752321,8,"1,2,3,5,9,10,11,12",1,1,1,0,1,0,0,0,1,1,1,1
chr17,17752321,17752326,7,"1,2,3,5,9,10,12",1,1,1,0,1,0,0,0,1,1,0,1
chr17,17752326,17752327,6,"1,2,3,5,10,12",1,1,1,0,1,0,0,0,0,1,0,1
chr17,17752327,17752333,5,"1,2,3,10,12",1,1,1,0,0,0,0,0,0,1,0,1
chr17,17752333,17752336,4,"1,3,10,12",1,0,1,0,0,0,0,0,0,1,0,1
chr17,17752336,17752347,3,"3,10,12",0,0,1,0,0,0,0,0,0,1,0,1
chr17,17752347,17752365,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr17,17972517,17972566,2,"11,12",0,0,0,0,0,0,0,0,0,0,1,1
chr17,17972566,17972753,3,"3,11,12",0,0,1,0,0,0,0,0,0,0,1,1
chr17,17972753,17972816,2,"3,12",0,0,1,0,0,0,0,0,0,0,0,1
chr17,18087817,18087832,2,"8,12",0,0,0,0,0,0,0,1,0,0,0,1
chr17,18087832,18087838,3,"3,8,12",0,0,1,0,0,0,0,1,0,0,0,1
chr17,18087838,18088017,4,"3,5,8,12",0,0,1,0,1,0,0,1,0,0,0,1
chr17,18088017,18088021,3,"3,5,12",0,0,1,0,1,0,0,0,0,0,0,1
chr17,18183480,18183481,2,"11,12",0,0,0,0,0,0,0,0,0,0,1,1
chr17,18183481,18183485,3,"9,11,12",0,0,0,0,0,0,0,0,1,0,1,1
chr17,18183485,18183486,4,"3,9,11,12",0,0,1,0,0,0,0,0,1,0,1,1
chr17,18183486,18183498,5,"3,5,9,11,12",0,0,1,0,1,0,0,0,1,0,1,1
chr17,18183498,18183668,6,"3,5,7,9,11,12",0,0,1,0,1,0,1,0,1,0,1,1
chr17,18183668,18183716,5,"3,5,9,11,12",0,0,1,0,1,0,0,0,1,0,1,1
chr17,18183716,18183721,4,"3,5,9,12",0,0,1,0,1,0,0,0,1,0,0,1
chr17,18183721,18183730,3,"3,5,12",0,0,1,0,1,0,0,0,0,0,0,1
chr17,18183730,18183735,2,"3,12",0,0,1,0,0,0,0,0,0,0,0,1
chr17,20009110,20009147,2,"6,12",0,0,0,0,0,1,0,0,0,0,0,1
chr17,20009147,20009178,3,"6,10,12",0,0,0,0,0,1,0,0,0,1,0,1
chr17,20009178,20009192,4,"1,6,10,12",1,0,0,0,0,1,0,0,0,1,0,1
chr17,20009192,20009196,5,"1,5,6,10,12",1,0,0,0,1,1,0,0,0,1,0,1
chr17,20009196,20009203,6,"1,5,6,9,10,12",1,0,0,0,1,1,0,0,1,1,0,1
chr17,20009203,20009216,7,"1,2,5,6,9,10,12",1,1,0,0,1,1,0,0,1,1,0,1
chr17,20009216,20009228,8,"1,2,5,6,9,10,11,12",1,1,0,0,1,1,0,0,1,1,1,1
chr17,20009228,20009234,9,"1,2,3,5,6,9,10,11,12",1,1,1,0,1,1,0,0,1,1,1,1
chr17,20009234,20009250,10,"1,2,3,5,6,7,9,10,11,12",1,1,1,0,1,1,1,0,1,1,1,1
chr17,20009250,20009345,11,"1,2,3,5,6,7,8,9,10,11,12",1,1,1,0,1,1,1,1,1,1,1,1
chr17,20009345,20009397,10,"1,2,3,5,6,7,9,10,11,12",1,1,1,0,1,1,1,0,1,1,1,1
chr17,20009397,20009399,9,"1,2,3,5,6,7,9,10,12",1,1,1,0,1,1,1,0,1,1,0,1
chr17,20009399,20009403,8,"1,3,5,6,7,9,10,12",1,0,1,0,1,1,1,0,1,1,0,1
chr17,20009403,20009404,7,"1,5,6,7,9,10,12",1,0,0,0,1,1,1,0,1,1,0,1
chr17,20009404,20009428,6,"1,5,6,9,10,12",1,0,0,0,1,1,0,0,1,1,0,1
chr17,20009428,20009436,5,"5,6,9,10,12",0,0,0,0,1,1,0,0,1,1,0,1
chr17,20009436,20009470,4,"5,6,10,12",0,0,0,0,1,1,0,0,0,1,0,1
chr17,20009470,20009541,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr17,21127236,21127486,2,"3,12",0,0,1,0,0,0,0,0,0,0,0,1
chr17,21214456,21214692,2,"11,12",0,0,0,0,0,0,0,0,0,0,1,1
chr17,27332857,27332905,2,"10,12",0,0,0,0,0,0,0,0,0,1,0,1
chr17,27332905,27332922,3,"5,10,12",0,0,0,0,1,0,0,0,0,1,0,1
