chrom,start,end,num,list,ENCFF046UEE_RFX5_sorted.bed,ENCFF404XDD_RFX5_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr15,100349961,100350554,2,"2,3",0,1,1
chr15,100602203,100602567,2,"1,3",1,0,1
chr15,101277298,101277349,2,"1,3",1,0,1
chr15,101277349,101277662,3,"1,2,3",1,1,1
chr15,101277662,101277713,2,"2,3",0,1,1
chr16,53544,53908,2,"1,3",1,0,1
chr16,181327,181691,2,"2,3",0,1,1
chr16,589618,589982,2,"1,3",1,0,1
chr16,649200,649226,2,"1,3",1,0,1
chr16,649226,649478,3,"1,2,3",1,1,1
chr16,667851,668052,2,"2,3",0,1,1
chr16,1611903,1611955,2,"2,3",0,1,1
chr16,1611955,1612212,3,"1,2,3",1,1,1
chr16,1612212,1612319,2,"1,3",1,0,1
chr16,1705874,1706238,2,"2,3",0,1,1
chr16,1782585,1782949,2,"2,3",0,1,1
chr16,1826840,1826856,2,"2,3",0,1,1
chr16,1826856,1826962,3,"1,2,3",1,1,1
chr16,1826962,1827300,2,"2,3",0,1,1
chr16,1964808,1965163,2,"1,3",1,0,1
chr16,2155274,2155638,2,"1,3",1,0,1
chr16,2205415,2205779,2,"2,3",0,1,1
chr16,2214936,2214996,2,"1,3",1,0,1
chr16,2214996,2215300,3,"1,2,3",1,1,1
chr16,2215300,2215360,2,"2,3",0,1,1
chr16,2267922,2268286,2,"2,3",0,1,1
chr16,2752267,2752835,2,"1,3",1,0,1
chr16,2882587,2882682,2,"2,3",0,1,1
chr16,2882682,2883046,3,"1,2,3",1,1,1
chr16,2883046,2883155,2,"2,3",0,1,1
chr16,2905850,2905897,2,"1,3",1,0,1
chr16,2905897,2906164,3,"1,2,3",1,1,1
chr16,2911736,2912100,2,"1,3",1,0,1
chr16,2980559,2980923,2,"2,3",0,1,1
chr16,3003833,3004195,2,"1,3",1,0,1
chr16,3235017,3235052,2,"1,3",1,0,1
chr16,3235052,3235381,3,"1,2,3",1,1,1
chr16,3235381,3235416,2,"2,3",0,1,1
chr16,3283137,3283501,2,"2,3",0,1,1
chr16,3457714,3458078,2,"1,3",1,0,1
chr16,3717494,3717858,2,"2,3",0,1,1
chr16,4538709,4538992,2,"1,3",1,0,1
chr16,4734233,4734597,2,"1,3",1,0,1
chr16,4847212,4847260,2,"2,3",0,1,1
chr16,4847260,4847576,3,"1,2,3",1,1,1
chr16,4847576,4847624,2,"1,3",1,0,1
chr16,8797842,8798132,2,"2,3",0,1,1
chr16,11797190,11797193,2,"1,3",1,0,1
chr16,11797193,11797554,3,"1,2,3",1,1,1
chr16,11797554,11797761,2,"2,3",0,1,1
chr16,18801534,18802054,2,"2,3",0,1,1
chr16,19067411,19067413,2,"1,3",1,0,1
chr16,19067413,19067777,3,"1,2,3",1,1,1
chr16,19067777,19067975,2,"1,3",1,0,1
chr16,20806371,20806735,2,"1,3",1,0,1
chr16,20900421,20900438,2,"1,3",1,0,1
chr16,20900438,20900785,3,"1,2,3",1,1,1
chr16,20900785,20900802,2,"2,3",0,1,1
chr16,21599300,21599664,2,"1,3",1,0,1
chr16,22297054,22297302,2,"1,3",1,0,1
chr16,23557128,23557260,2,"2,3",0,1,1
chr16,23557260,23557492,3,"1,2,3",1,1,1
chr16,23557492,23557624,2,"1,3",1,0,1
chr16,24539102,24539105,2,"2,3",0,1,1
chr16,24539105,24539254,3,"1,2,3",1,1,1
chr16,24539254,24539469,2,"1,3",1,0,1
chr16,25111480,25111844,2,"1,3",1,0,1
chr16,27268616,27268955,2,"2,3",0,1,1
chr16,27549911,27550275,2,"1,3",1,0,1
chr16,28846243,28846607,2,"1,3",1,0,1
chr16,29790466,29790469,2,"1,3",1,0,1
chr16,29790469,29790830,3,"1,2,3",1,1,1
chr16,29790830,29790833,2,"2,3",0,1,1
chr16,29863352,29863368,2,"1,3",1,0,1
chr16,29863459,29863716,2,"1,3",1,0,1
chr16,29973434,29973810,3,"1,2,3",1,1,1
chr16,29973810,29973811,2,"2,3",0,1,1
chr16,30065372,30065965,2,"1,3",1,0,1
chr16,30370562,30370660,2,"2,3",0,1,1
chr16,30370660,30370926,3,"1,2,3",1,1,1
chr16,30370926,30371024,2,"1,3",1,0,1
chr16,30429944,30430029,2,"2,3",0,1,1
chr16,30430029,30430393,3,"1,2,3",1,1,1
chr16,30430393,30430509,2,"2,3",0,1,1
chr16,30657977,30658341,2,"1,3",1,0,1
chr16,30698131,30698495,2,"1,3",1,0,1
chr16,30747991,30748554,2,"1,3",1,0,1
chr16,30761750,30761903,2,"2,3",0,1,1
chr16,30761903,30762114,3,"1,2,3",1,1,1
chr16,30762114,30762267,2,"1,3",1,0,1
chr16,30814275,30814419,2,"1,3",1,0,1
chr16,30814419,30814639,3,"1,2,3",1,1,1
chr16,30814639,30814783,2,"2,3",0,1,1
chr16,30875253,30875617,2,"2,3",0,1,1
chr16,30948192,30948463,2,"1,3",1,0,1
chr16,31033160,31033568,2,"2,3",0,1,1
chr16,31074274,31074638,2,"1,3",1,0,1
chr16,31094500,31094864,2,"1,3",1,0,1
chr16,46689442,46689806,2,"2,3",0,1,1
chr16,48444679,48444917,2,"1,3",1,0,1
chr16,50741668,50742235,2,"1,3",1,0,1
chr16,56608225,56608290,2,"1,3",1,0,1
chr16,57185948,57186307,2,"1,3",1,0,1
chr16,57735457,57735821,2,"1,3",1,0,1
chr16,58129357,58129371,2,"1,3",1,0,1
chr16,58129371,58129721,3,"1,2,3",1,1,1
chr16,58129721,58129735,2,"2,3",0,1,1
chr16,66751537,66751901,2,"1,3",1,0,1
chr16,67160918,67161181,2,"1,3",1,0,1
chr16,67183792,67184156,2,"1,3",1,0,1
chr16,67806876,67807240,2,"1,3",1,0,1
chr16,69726425,69726789,2,"1,3",1,0,1
chr16,70381317,70381681,2,"1,3",1,0,1
chr16,70523762,70524126,2,"1,3",1,0,1
chr16,72008512,72008555,2,"2,3",0,1,1
chr16,72008555,72008876,3,"1,2,3",1,1,1
chr16,72008876,72008919,2,"1,3",1,0,1
chr16,72664835,72665199,2,"1,3",1,0,1
chr16,75250827,75251191,2,"1,3",1,0,1
chr16,75464557,75464921,2,"1,3",1,0,1
chr16,75556183,75556210,2,"2,3",0,1,1
chr16,75556210,75556399,3,"1,2,3",1,1,1
chr16,75556399,75556406,2,"2,3",0,1,1
chr16,77190722,77191086,2,"1,3",1,0,1
chr16,77212964,77213328,2,"2,3",0,1,1
chr16,78099292,78099416,2,"1,3",1,0,1
chr16,78099416,78099780,3,"1,2,3",1,1,1
chr16,78099780,78099861,2,"1,3",1,0,1
chr16,79600598,79600624,2,"1,3",1,0,1
chr16,81007258,81007622,2,"1,3",1,0,1
chr16,81730390,81730397,2,"2,3",0,1,1
chr16,81730397,81730754,3,"1,2,3",1,1,1
chr16,81730754,81730761,2,"1,3",1,0,1
chr16,87317211,87317575,2,"1,3",1,0,1
chr16,87388303,87388659,2,"1,3",1,0,1
chr16,87492898,87493288,2,"1,3",1,0,1
chr16,87777775,87778139,2,"1,3",1,0,1
chr16,87950818,87951182,2,"2,3",0,1,1
chr16,88663046,88663203,2,"1,3",1,0,1
chr16,88663203,88663297,3,"1,2,3",1,1,1
chr16,88663297,88663410,2,"1,3",1,0,1
chr16,89301998,89302300,2,"1,3",1,0,1
chr16,89490463,89490804,2,"2,3",0,1,1
chr16,89560378,89560452,2,"2,3",0,1,1
chr16,89560452,89560742,3,"1,2,3",1,1,1
chr16,89560742,89560816,2,"1,3",1,0,1
chr16,89657446,89657810,2,"2,3",0,1,1
chr16,89700139,89700503,2,"2,3",0,1,1
chr16,89972767,89973004,2,"2,3",0,1,1
chr17,352860,352862,2,"2,3",0,1,1
chr17,352862,353224,3,"1,2,3",1,1,1
chr17,353224,353226,2,"1,3",1,0,1
chr17,781995,782359,2,"1,3",1,0,1
chr17,1562727,1563091,2,"1,3",1,0,1
chr17,1628710,1628859,2,"2,3",0,1,1
chr17,1628859,1629010,3,"1,2,3",1,1,1
chr17,1629010,1629074,2,"2,3",0,1,1
chr17,1716230,1716237,2,"1,3",1,0,1
chr17,1716237,1716594,3,"1,2,3",1,1,1
chr17,1716594,1716601,2,"2,3",0,1,1
chr17,1717131,1717191,2,"1,3",1,0,1
chr17,1717191,1717371,3,"1,2,3",1,1,1
chr17,1717494,1717734,3,"1,2,3",1,1,1
chr17,2041665,2042029,2,"1,3",1,0,1
chr17,2336410,2336774,2,"2,3",0,1,1
chr17,2401499,2401579,2,"1,3",1,0,1
chr17,2401579,2401863,3,"1,2,3",1,1,1
chr17,2401863,2401882,2,"2,3",0,1,1
chr17,2593154,2593743,2,"1,3",1,0,1
chr17,2960262,2960826,2,"1,3",1,0,1
chr17,4833098,4833104,3,"1,2,3",1,1,1
chr17,4833104,4833232,2,"2,3",0,1,1
chr17,4967190,4967268,2,"2,3",0,1,1
chr17,4967268,4967554,3,"1,2,3",1,1,1
chr17,4967554,4967632,2,"1,3",1,0,1
chr17,5191855,5192172,2,"2,3",0,1,1
chr17,5419503,5419556,2,"2,3",0,1,1
chr17,5419556,5419867,3,"1,2,3",1,1,1
chr17,5419867,5419920,2,"1,3",1,0,1
chr17,5438936,5439093,2,"2,3",0,1,1
chr17,5439093,5439457,3,"1,2,3",1,1,1
chr17,5439457,5439506,2,"2,3",0,1,1
chr17,5486434,5486989,2,"2,3",0,1,1
chr17,6640563,6640630,2,"2,3",0,1,1
chr17,6640630,6640994,3,"1,2,3",1,1,1
chr17,6640994,6641114,2,"2,3",0,1,1
chr17,6651327,6651340,2,"2,3",0,1,1
chr17,6651340,6651691,3,"1,2,3",1,1,1
chr17,6651691,6651704,2,"1,3",1,0,1
chr17,7021949,7022263,2,"2,3",0,1,1
chr17,7035631,7035995,2,"2,3",0,1,1
chr17,7214439,7214466,2,"1,3",1,0,1
chr17,7214466,7214939,3,"1,2,3",1,1,1
chr17,7214939,7214942,2,"2,3",0,1,1
chr17,7252002,7252003,2,"1,3",1,0,1
chr17,7252003,7252366,3,"1,2,3",1,1,1
chr17,7252366,7252367,2,"2,3",0,1,1
chr17,7403966,7404330,2,"1,3",1,0,1
chr17,7572649,7573013,2,"1,3",1,0,1
chr17,7614918,7614978,2,"2,3",0,1,1
chr17,7614978,7615282,3,"1,2,3",1,1,1
chr17,7615282,7615342,2,"1,3",1,0,1
chr17,7717220,7717238,2,"2,3",0,1,1
chr17,7717238,7717584,3,"1,2,3",1,1,1
chr17,7717584,7717602,2,"1,3",1,0,1
chr17,7835394,7835411,2,"1,3",1,0,1
chr17,7835411,7835758,3,"1,2,3",1,1,1
chr17,7835758,7835775,2,"2,3",0,1,1
chr17,7844775,7844786,2,"1,3",1,0,1
chr17,7844786,7844990,3,"1,2,3",1,1,1
chr17,7844990,7845012,2,"1,3",1,0,1
chr17,7931835,7932199,2,"2,3",0,1,1
chr17,8118825,8118996,2,"1,3",1,0,1
chr17,8139010,8139374,2,"2,3",0,1,1
chr17,8156337,8156400,2,"2,3",0,1,1
chr17,8156400,8156701,3,"1,2,3",1,1,1
chr17,8156701,8156764,2,"1,3",1,0,1
chr17,8173179,8173660,2,"1,3",1,0,1
chr17,8173737,8173759,2,"1,3",1,0,1
chr17,8187370,8187540,2,"2,3",0,1,1
chr17,8187625,8187734,2,"2,3",0,1,1
chr17,8190146,8190434,2,"1,3",1,0,1
chr17,8192203,8192468,2,"2,3",0,1,1
chr17,8222950,8223251,2,"2,3",0,1,1
chr17,8295266,8295268,2,"2,3",0,1,1
chr17,8295268,8295632,3,"1,2,3",1,1,1
chr17,8295632,8295830,2,"2,3",0,1,1
chr17,8382973,8383067,2,"2,3",0,1,1
chr17,10697326,10697690,2,"1,3",1,0,1
chr17,15260658,15261051,2,"2,3",0,1,1
chr17,15261135,15261221,2,"2,3",0,1,1
chr17,15278992,15279356,2,"1,3",1,0,1
chr17,15999545,16000186,2,"2,3",0,1,1
chr17,16217042,16217391,2,"2,3",0,1,1
chr17,16380592,16380859,3,"1,2,3",1,1,1
chr17,16381004,16381123,3,"1,2,3",1,1,1
chr17,16381123,16381149,2,"1,3",1,0,1
chr17,17591585,17591599,2,"2,3",0,1,1
chr17,17591599,17591949,3,"1,2,3",1,1,1
chr17,17591949,17591963,2,"1,3",1,0,1
chr17,17836260,17836824,2,"2,3",0,1,1
chr17,17840058,17840422,2,"2,3",0,1,1
chr17,17972258,17972461,2,"2,3",0,1,1
chr17,17972461,17972825,3,"1,2,3",1,1,1
chr17,17972825,17973029,2,"1,3",1,0,1
chr17,18183297,18183661,2,"1,3",1,0,1
chr17,18314541,18314905,2,"2,3",0,1,1
chr17,18856024,18856034,2,"2,3",0,1,1
chr17,18856034,18856388,3,"1,2,3",1,1,1
chr17,18856388,18856398,2,"1,3",1,0,1
chr17,19010991,19011343,2,"1,3",1,0,1
chr17,19377776,19378140,2,"1,3",1,0,1
chr17,19648794,19649158,2,"2,3",0,1,1
chr17,19753873,19754148,2,"1,3",1,0,1
chr17,19866996,19867360,2,"2,3",0,1,1
chr17,20009102,20009665,2,"1,3",1,0,1
chr17,21126721,21127241,2,"1,3",1,0,1
chr17,21284477,21284820,2,"2,3",0,1,1
chr17,27293871,27293879,2,"2,3",0,1,1
chr17,27293879,27294243,3,"1,2,3",1,1,1
chr17,27294243,27294451,2,"2,3",0,1,1
chr17,27332736,27332928,2,"1,3",1,0,1
chr17,27332928,27333100,3,"1,2,3",1,1,1
chr17,27333100,27333292,2,"2,3",0,1,1
chr17,27353650,27353820,2,"1,3",1,0,1
chr17,27353820,27354014,3,"1,2,3",1,1,1
chr17,27354014,27354184,2,"2,3",0,1,1
chr17,28318884,28318923,2,"2,3",0,1,1
chr17,28318923,28319287,3,"1,2,3",1,1,1
chr17,28319287,28319459,2,"2,3",0,1,1
chr17,28335278,28335300,2,"2,3",0,1,1
chr17,28335300,28335642,3,"1,2,3",1,1,1
chr17,28335642,28335664,2,"1,3",1,0,1
chr17,28357451,28357467,2,"2,3",0,1,1
chr17,28357467,28357815,3,"1,2,3",1,1,1
chr17,28357815,28357831,2,"1,3",1,0,1
chr17,28571329,28571693,2,"2,3",0,1,1
chr17,28661986,28662350,2,"1,3",1,0,1
chr17,28711051,28711620,2,"2,3",0,1,1
chr17,28743216,28743381,2,"1,3",1,0,1
chr17,28743381,28743580,3,"1,2,3",1,1,1
chr17,28743580,28743948,2,"2,3",0,1,1
chr17,28854542,28855114,2,"2,3",0,1,1
chr17,28902821,28903054,2,"1,3",1,0,1
chr17,28903054,28903185,3,"1,2,3",1,1,1
chr17,28903185,28903418,2,"2,3",0,1,1
chr17,28952010,28952122,2,"2,3",0,1,1
chr17,28952122,28952126,3,"1,2,3",1,1,1
chr17,28952249,28952374,3,"1,2,3",1,1,1
chr17,28952374,28952486,2,"1,3",1,0,1
chr17,29007946,29008274,2,"1,3",1,0,1
chr17,29293975,29294490,2,"1,3",1,0,1
chr17,29389942,29390306,2,"1,3",1,0,1
chr17,29567837,29568201,2,"2,3",0,1,1
chr17,29589745,29589847,2,"2,3",0,1,1
chr17,30116685,30117049,2,"1,3",1,0,1
chr17,30291867,30292231,2,"2,3",0,1,1
chr17,30378708,30379040,3,"1,2,3",1,1,1
chr17,30379040,30379059,2,"1,3",1,0,1
chr17,30708635,30708637,2,"1,3",1,0,1
chr17,30708637,30709001,3,"1,2,3",1,1,1
chr17,30709001,30709131,2,"1,3",1,0,1
chr17,34961238,34961289,2,"1,3",1,0,1
chr17,34961289,34961819,3,"1,2,3",1,1,1
chr17,34961819,34961839,2,"2,3",0,1,1
chr17,35088388,35088752,2,"1,3",1,0,1
chr17,35567891,35568255,2,"1,3",1,0,1
chr17,35587121,35587316,3,"1,2,3",1,1,1
chr17,35587316,35587648,2,"2,3",0,1,1
chr17,36486430,36486750,3,"1,2,3",1,1,1
chr17,36486750,36486756,2,"1,3",1,0,1
chr17,36545498,36546014,2,"2,3",0,1,1
chr17,36948776,36949140,2,"2,3",0,1,1
chr17,38351569,38351570,2,"2,3",0,1,1
chr17,38351570,38351933,3,"1,2,3",1,1,1
chr17,38351933,38351934,2,"1,3",1,0,1
chr17,38598636,38598983,2,"2,3",0,1,1
chr17,38799875,38800239,2,"2,3",0,1,1
chr17,38825166,38825530,2,"2,3",0,1,1
chr17,38869306,38869713,2,"1,3",1,0,1
chr17,39461249,39461750,2,"1,3",1,0,1
chr17,39621974,39622314,2,"1,3",1,0,1
chr17,39637191,39637417,2,"1,3",1,0,1
chr17,39730331,39730695,2,"2,3",0,1,1
chr17,39753861,39754129,2,"2,3",0,1,1
chr17,39754129,39754166,3,"1,2,3",1,1,1
chr17,39754166,39754493,2,"1,3",1,0,1
chr17,39958976,39959013,2,"1,3",1,0,1
chr17,39959013,39959256,3,"1,2,3",1,1,1
chr17,39979928,39979950,2,"1,3",1,0,1
chr17,39979950,39980876,3,"1,2,3",1,1,1
chr17,39980876,39980887,2,"1,3",1,0,1
chr17,40099154,40099518,2,"1,3",1,0,1
chr17,40219104,40219234,2,"1,3",1,0,1
chr17,40287687,40288051,2,"2,3",0,1,1
chr17,40648151,40648515,2,"2,3",0,1,1
chr17,40818722,40818908,2,"2,3",0,1,1
chr17,41689224,41689588,2,"2,3",0,1,1
chr17,41793173,41793537,2,"1,3",1,0,1
chr17,41811816,41812180,2,"2,3",0,1,1
chr17,41865442,41865779,2,"2,3",0,1,1
chr17,41930419,41930783,2,"1,3",1,0,1
chr17,42288194,42288285,3,"1,2,3",1,1,1
chr17,42288285,42288584,2,"2,3",0,1,1
chr17,42535862,42535871,2,"2,3",0,1,1
chr17,42536099,42536346,2,"1,3",1,0,1
chr17,42677074,42677129,2,"1,3",1,0,1
chr17,42677129,42677383,3,"1,2,3",1,1,1
chr17,42678494,42678747,2,"2,3",0,1,1
chr17,42833155,42833519,2,"2,3",0,1,1
chr17,42998103,42998467,2,"1,3",1,0,1
chr17,43125266,43125398,2,"1,3",1,0,1
chr17,43125398,43125713,3,"1,2,3",1,1,1
chr17,43170120,43170484,2,"1,3",1,0,1
chr17,43360373,43360713,2,"1,3",1,0,1
chr17,43361076,43361418,2,"1,3",1,0,1
chr17,43367919,43368132,2,"1,3",1,0,1
chr17,43368248,43368283,2,"1,3",1,0,1
chr17,43388728,43389092,2,"1,3",1,0,1
chr17,43398829,43399013,3,"1,2,3",1,1,1
chr17,43399013,43399107,2,"2,3",0,1,1
chr17,43483658,43484022,2,"2,3",0,1,1
chr17,43778250,43778570,3,"1,2,3",1,1,1
chr17,43778570,43778589,2,"2,3",0,1,1
chr17,44014918,44014921,2,"1,3",1,0,1
chr17,44014921,44015282,3,"1,2,3",1,1,1
chr17,44015282,44015319,2,"2,3",0,1,1
chr17,44070341,44070911,2,"1,3",1,0,1
chr17,44141929,44142228,2,"2,3",0,1,1
chr17,44186483,44187109,2,"1,3",1,0,1
chr17,44344957,44345190,2,"2,3",0,1,1
chr17,44655977,44655993,2,"1,3",1,0,1
chr17,44655993,44656283,3,"1,2,3",1,1,1
chr17,44656283,44656357,2,"2,3",0,1,1
chr17,44689502,44689688,2,"2,3",0,1,1
chr17,44689688,44690052,3,"1,2,3",1,1,1
chr17,44690052,44690067,2,"2,3",0,1,1
chr17,45061131,45061221,2,"1,3",1,0,1
chr17,45061221,45061495,3,"1,2,3",1,1,1
chr17,45061495,45061585,2,"2,3",0,1,1
chr17,45135406,45135410,2,"2,3",0,1,1
chr17,45135410,45135770,3,"1,2,3",1,1,1
chr17,45135770,45135774,2,"1,3",1,0,1
chr17,45148128,45148422,3,"1,2,3",1,1,1
chr17,45148422,45148476,2,"2,3",0,1,1
chr17,45161330,45161893,2,"1,3",1,0,1
chr17,45247477,45247841,2,"1,3",1,0,1
chr17,45371667,45372031,2,"1,3",1,0,1
chr17,45425567,45425931,2,"1,3",1,0,1
chr17,47649487,47649648,2,"1,3",1,0,1
chr17,47649648,47649932,3,"1,2,3",1,1,1
chr17,47649932,47649934,2,"2,3",0,1,1
chr17,47650748,47650960,2,"2,3",0,1,1
chr17,47895567,47896142,2,"1,3",1,0,1
chr17,47941261,47941280,2,"1,3",1,0,1
chr17,47941280,47941625,3,"1,2,3",1,1,1
chr17,47941625,47941644,2,"2,3",0,1,1
chr17,47970798,47970987,2,"1,3",1,0,1
chr17,47970987,47971162,3,"1,2,3",1,1,1
chr17,47971162,47971351,2,"2,3",0,1,1
chr17,48047897,48047970,2,"2,3",0,1,1
chr17,48047970,48048261,3,"1,2,3",1,1,1
chr17,48048261,48048535,2,"1,3",1,0,1
chr17,48101310,48101674,2,"1,3",1,0,1
chr17,48107238,48107865,2,"1,3",1,0,1
chr17,48892434,48892556,2,"2,3",0,1,1
chr17,48892556,48892647,3,"1,2,3",1,1,1
chr17,48892647,48893000,2,"2,3",0,1,1
chr17,48907813,48908093,3,"1,2,3",1,1,1
chr17,48908093,48908110,2,"1,3",1,0,1
chr17,48944828,48945192,2,"2,3",0,1,1
chr17,48995880,48996138,2,"1,3",1,0,1
chr17,49192791,49193122,3,"1,2,3",1,1,1
chr17,49193122,49193155,2,"1,3",1,0,1
chr17,49570126,49570490,2,"2,3",0,1,1
chr17,49708014,49708049,2,"1,3",1,0,1
chr17,49708049,49708413,3,"1,2,3",1,1,1
chr17,49708413,49708532,2,"1,3",1,0,1
chr17,49789010,49789061,2,"2,3",0,1,1
chr17,49789061,49789374,3,"1,2,3",1,1,1
chr17,49789374,49789415,2,"1,3",1,0,1
chr17,50055754,50056118,2,"1,3",1,0,1
chr17,50095084,50095106,2,"1,3",1,0,1
chr17,50095106,50095448,3,"1,2,3",1,1,1
chr17,50095448,50095470,2,"2,3",0,1,1
chr17,50178595,50178820,2,"1,3",1,0,1
chr17,50373004,50373368,2,"1,3",1,0,1
chr17,50478493,50478857,2,"1,3",1,0,1
chr17,50719505,50719869,2,"1,3",1,0,1
chr17,50867324,50867380,2,"1,3",1,0,1
chr17,50867380,50867767,3,"1,2,3",1,1,1
chr17,50867767,50867912,2,"2,3",0,1,1
chr17,50933579,50933822,2,"1,3",1,0,1
chr17,50950321,50950685,2,"2,3",0,1,1
chr17,51153352,51153716,2,"1,3",1,0,1
chr17,56915784,56916148,2,"1,3",1,0,1
chr17,57860816,57861198,3,"1,2,3",1,1,1
chr17,57861198,57861241,2,"1,3",1,0,1
chr17,58200095,58200344,2,"2,3",0,1,1
chr17,58219077,58219441,2,"2,3",0,1,1
chr17,58517901,58517941,2,"2,3",0,1,1
chr17,58517941,58518305,3,"1,2,3",1,1,1
chr17,58518305,58518465,2,"2,3",0,1,1
chr17,58692476,58692840,2,"2,3",0,1,1
chr17,58755507,58755519,2,"2,3",0,1,1
chr17,58755519,58755871,3,"1,2,3",1,1,1
chr17,58755871,58755883,2,"1,3",1,0,1
chr17,59155168,59155213,2,"1,3",1,0,1
chr17,59155213,59155577,3,"1,2,3",1,1,1
chr17,59155577,59155651,2,"1,3",1,0,1
chr17,59331500,59331511,2,"1,3",1,0,1
chr17,59331511,59331779,3,"1,2,3",1,1,1
chr17,59331779,59331786,2,"1,3",1,0,1
chr17,59565474,59565838,2,"2,3",0,1,1
chr17,59619490,59619854,2,"1,3",1,0,1
chr17,59786370,59786407,2,"2,3",0,1,1
chr17,59786407,59786705,3,"1,2,3",1,1,1
chr17,59786705,59786713,2,"2,3",0,1,1
chr17,59845670,59846034,2,"2,3",0,1,1
chr17,59853264,59853441,2,"2,3",0,1,1
chr17,60392196,60392248,2,"1,3",1,0,1
chr17,60392248,60392560,3,"1,2,3",1,1,1
chr17,60392560,60392612,2,"2,3",0,1,1
chr17,60599918,60599985,2,"1,3",1,0,1
chr17,60599985,60600282,3,"1,2,3",1,1,1
chr17,60600282,60600349,2,"2,3",0,1,1
chr17,61863449,61863524,2,"2,3",0,1,1
chr17,61863524,61863790,3,"1,2,3",1,1,1
chr17,62626800,62627164,2,"2,3",0,1,1
chr17,63550094,63550659,2,"2,3",0,1,1
chr17,63600734,63600750,2,"1,3",1,0,1
chr17,63600750,63601098,3,"1,2,3",1,1,1
chr17,63601098,63601114,2,"2,3",0,1,1
chr17,63621893,63621951,2,"1,3",1,0,1
chr17,63621951,63622257,3,"1,2,3",1,1,1
chr17,63622257,63622315,2,"2,3",0,1,1
chr17,63773651,63773781,2,"2,3",0,1,1
chr17,63773781,63774015,3,"1,2,3",1,1,1
chr17,63774015,63774145,2,"1,3",1,0,1
chr17,63842577,63842628,2,"2,3",0,1,1
chr17,63842628,63842941,3,"1,2,3",1,1,1
chr17,63842941,63842977,2,"1,3",1,0,1
chr17,63848809,63849036,3,"1,2,3",1,1,1
chr17,63849084,63849424,3,"1,2,3",1,1,1
chr17,64506621,64507189,2,"2,3",0,1,1
chr17,66192094,66192100,2,"1,3",1,0,1
chr17,66192100,66192458,3,"1,2,3",1,1,1
chr17,66192458,66192578,2,"2,3",0,1,1
chr17,68035615,68036184,2,"2,3",0,1,1
chr17,68248008,68248372,2,"1,3",1,0,1
chr17,68512232,68512281,2,"2,3",0,1,1
chr17,68512281,68512596,3,"1,2,3",1,1,1
chr17,68512596,68512645,2,"1,3",1,0,1
chr17,72120896,72121469,2,"1,3",1,0,1
chr17,72421209,72421573,2,"1,3",1,0,1
chr17,73340145,73340474,2,"1,3",1,0,1
chr17,73642910,73643211,2,"2,3",0,1,1
chr17,74873155,74873156,2,"2,3",0,1,1
chr17,74873156,74873519,3,"1,2,3",1,1,1
chr17,74873519,74873520,2,"1,3",1,0,1
chr17,75034043,75034407,2,"1,3",1,0,1
chr17,75035120,75035134,2,"1,3",1,0,1
chr17,75035134,75035498,3,"1,2,3",1,1,1
chr17,75035498,75035510,2,"1,3",1,0,1
chr17,75124269,75124327,2,"2,3",0,1,1
chr17,75124327,75124633,3,"1,2,3",1,1,1
chr17,75124633,75124691,2,"1,3",1,0,1
chr17,75154257,75154621,2,"2,3",0,1,1
chr17,75261677,75262041,2,"1,3",1,0,1
chr17,75645997,75646083,2,"1,3",1,0,1
chr17,75646083,75646361,3,"1,2,3",1,1,1
chr17,75646361,75646447,2,"2,3",0,1,1
chr17,75667131,75667495,2,"2,3",0,1,1
chr17,75779675,75779708,2,"2,3",0,1,1
chr17,75779708,75780027,3,"1,2,3",1,1,1
chr17,75780027,75780072,2,"1,3",1,0,1
chr17,75855361,75855378,2,"2,3",0,1,1
chr17,75855378,75855699,3,"1,2,3",1,1,1
chr17,75905110,75905330,2,"2,3",0,1,1
chr17,76264906,76264909,2,"2,3",0,1,1
chr17,76264909,76265270,3,"1,2,3",1,1,1
chr17,76265270,76265402,2,"1,3",1,0,1
chr17,76265954,76266093,3,"1,2,3",1,1,1
chr17,76266093,76266141,2,"1,3",1,0,1
chr17,76453003,76453367,2,"1,3",1,0,1
chr17,76540871,76541160,2,"2,3",0,1,1
chr17,76557525,76557889,2,"1,3",1,0,1
chr17,76737151,76737281,2,"2,3",0,1,1
chr17,76737281,76737515,3,"1,2,3",1,1,1
chr17,76737515,76737645,2,"1,3",1,0,1
chr17,77088472,77088836,2,"2,3",0,1,1
chr17,78186964,78187328,2,"1,3",1,0,1
chr17,78313981,78314257,2,"2,3",0,1,1
chr17,78378362,78378726,2,"1,3",1,0,1
chr17,78840864,78841228,2,"2,3",0,1,1
chr17,78862362,78862683,2,"1,3",1,0,1
chr17,80036397,80036454,2,"2,3",0,1,1
chr17,80036454,80036818,3,"1,2,3",1,1,1
chr17,80036818,80036968,2,"2,3",0,1,1
chr17,80414982,80415346,2,"2,3",0,1,1
chr17,80426965,80427205,2,"1,3",1,0,1
chr17,80454681,80455253,2,"1,3",1,0,1
chr17,81119586,81119647,2,"1,3",1,0,1
chr17,81119647,81119950,3,"1,2,3",1,1,1
chr17,81119950,81120011,2,"2,3",0,1,1
chr17,81222757,81222779,2,"2,3",0,1,1
chr17,81222779,81223121,3,"1,2,3",1,1,1
