chrom,start,end,num,list,ENCFF359DIP_MAX_sorted.bed,ENCFF545CNM_MAX_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr2,74198485,74198503,2,"2,3",0,1,1
chr2,74198503,74198675,3,"1,2,3",1,1,1
chr2,74198675,74198685,2,"2,3",0,1,1
chr2,74198991,74199381,2,"2,3",0,1,1
chr2,74206363,74206733,2,"2,3",0,1,1
chr2,74391741,74392165,2,"1,3",1,0,1
chr2,74421360,74421403,2,"1,3",1,0,1
chr2,74421403,74421784,3,"1,2,3",1,1,1
chr2,74421784,74421793,2,"2,3",0,1,1
chr2,74454869,74455192,2,"2,3",0,1,1
chr2,74472423,74472536,2,"1,3",1,0,1
chr2,74472536,74472926,3,"1,2,3",1,1,1
chr2,74472926,74473073,2,"1,3",1,0,1
chr2,74482677,74483067,2,"2,3",0,1,1
chr2,74507176,74507530,2,"2,3",0,1,1
chr2,74529548,74529673,2,"1,3",1,0,1
chr2,74529673,74529972,3,"1,2,3",1,1,1
chr2,74529972,74530063,2,"2,3",0,1,1
chr2,74530627,74531139,2,"2,3",0,1,1
chr2,74548858,74549173,2,"1,3",1,0,1
chr2,74654214,74654701,2,"1,3",1,0,1
chr2,74833645,74833925,2,"1,3",1,0,1
chr2,74833925,74834315,3,"1,2,3",1,1,1
chr2,74834315,74834322,2,"1,3",1,0,1
chr2,74834774,74834942,2,"1,3",1,0,1
chr2,74834942,74835398,3,"1,2,3",1,1,1
chr2,74958264,74959075,3,"1,2,3",1,1,1
chr2,74959075,74959089,2,"2,3",0,1,1
chr2,75646958,75647382,2,"1,3",1,0,1
chr2,75710441,75710499,2,"2,3",0,1,1
chr2,75710499,75710831,3,"1,2,3",1,1,1
chr2,75710831,75710923,2,"1,3",1,0,1
chr2,84906067,84906457,2,"2,3",0,1,1
chr2,84919451,84919708,2,"2,3",0,1,1
chr2,84925779,84925868,2,"1,3",1,0,1
chr2,85327838,85328020,2,"2,3",0,1,1
chr2,85418338,85418619,2,"2,3",0,1,1
chr2,85538388,85538393,2,"2,3",0,1,1
chr2,85538474,85538487,2,"1,3",1,0,1
chr2,85538487,85538877,3,"1,2,3",1,1,1
chr2,85538877,85538898,2,"1,3",1,0,1
chr2,85539041,85539431,2,"2,3",0,1,1
chr2,85539712,85539852,2,"2,3",0,1,1
chr2,85577866,85578256,2,"2,3",0,1,1
chr2,85595470,85595694,2,"2,3",0,1,1
chr2,85595694,85595860,3,"1,2,3",1,1,1
chr2,85595860,85596118,2,"1,3",1,0,1
chr2,85602688,85603296,2,"2,3",0,1,1
chr2,85611784,85612208,2,"1,3",1,0,1
chr2,85615940,85616330,2,"2,3",0,1,1
chr2,85887667,85887945,2,"2,3",0,1,1
chr2,85888033,85888057,2,"2,3",0,1,1
chr2,85888911,85888927,2,"1,3",1,0,1
chr2,85888927,85889317,3,"1,2,3",1,1,1
chr2,85889317,85889515,2,"1,3",1,0,1
chr2,86106016,86106037,2,"1,3",1,0,1
chr2,86106037,86106427,3,"1,2,3",1,1,1
chr2,86106427,86106555,2,"1,3",1,0,1
chr2,86194878,86195240,2,"1,3",1,0,1
chr2,86195240,86195302,3,"1,2,3",1,1,1
chr2,86195302,86195630,2,"2,3",0,1,1
chr2,86440640,86441140,3,"1,2,3",1,1,1
chr2,86441140,86441145,2,"1,3",1,0,1
chr2,86563365,86563668,2,"2,3",0,1,1
chr2,86808338,86808687,2,"1,3",1,0,1
chr2,88055441,88055865,2,"1,3",1,0,1
chr2,88627183,88627607,2,"1,3",1,0,1
chr2,88627973,88628300,2,"2,3",0,1,1
chr2,88691603,88691777,2,"2,3",0,1,1
chr2,88691777,88691993,3,"1,2,3",1,1,1
chr2,88691993,88692125,2,"1,3",1,0,1
chr2,95159725,95160031,2,"2,3",0,1,1
chr2,95165441,95165457,2,"1,3",1,0,1
chr2,95165457,95165847,3,"1,2,3",1,1,1
chr2,95165847,95165865,2,"1,3",1,0,1
chr2,95526528,95526952,2,"1,3",1,0,1
chr2,96116754,96117178,2,"1,3",1,0,1
chr2,96145128,96145470,2,"2,3",0,1,1
chr2,96146020,96146137,2,"1,3",1,0,1
chr2,96146137,96146527,3,"1,2,3",1,1,1
chr2,96146527,96146674,2,"1,3",1,0,1
chr2,96146739,96146857,2,"1,3",1,0,1
chr2,96148586,96148851,2,"2,3",0,1,1
chr2,96208603,96208749,2,"1,3",1,0,1
chr2,96208749,96209027,3,"1,2,3",1,1,1
chr2,96209027,96209139,2,"2,3",0,1,1
chr2,96305298,96305437,2,"1,3",1,0,1
chr2,96305437,96305827,3,"1,2,3",1,1,1
chr2,96305827,96305947,2,"1,3",1,0,1
chr2,96321222,96321646,2,"1,3",1,0,1
chr2,96321915,96321918,2,"2,3",0,1,1
chr2,96321918,96322250,3,"1,2,3",1,1,1
chr2,96325199,96325589,2,"2,3",0,1,1
chr2,96335735,96336159,2,"1,3",1,0,1
chr2,96527197,96527273,3,"1,2,3",1,1,1
chr2,96527273,96527533,2,"1,3",1,0,1
chr2,96537111,96537223,2,"1,3",1,0,1
chr2,96537223,96537473,3,"1,2,3",1,1,1
chr2,96638181,96638196,2,"1,3",1,0,1
chr2,96638196,96638586,3,"1,2,3",1,1,1
chr2,96638586,96638605,2,"1,3",1,0,1
chr2,96760511,96760789,2,"1,3",1,0,1
chr2,96816048,96816317,2,"2,3",0,1,1
chr2,96816317,96816438,3,"1,2,3",1,1,1
chr2,96816438,96816741,2,"1,3",1,0,1
chr2,96839360,96839784,2,"1,3",1,0,1
chr2,97645580,97645970,2,"2,3",0,1,1
chr2,97663427,97663970,2,"1,3",1,0,1
chr2,97663982,97664372,2,"2,3",0,1,1
chr2,98081887,98082216,2,"2,3",0,1,1
chr2,99141082,99141671,2,"2,3",0,1,1
chr2,99154812,99154857,2,"2,3",0,1,1
chr2,99154857,99155202,3,"1,2,3",1,1,1
chr2,99155202,99155281,2,"1,3",1,0,1
chr2,99180959,99181349,2,"2,3",0,1,1
chr2,99336265,99336655,2,"2,3",0,1,1
chr2,99337120,99337125,2,"2,3",0,1,1
chr2,99337125,99337549,3,"1,2,3",1,1,1
chr2,99337549,99337713,2,"2,3",0,1,1
chr2,100395409,100395455,2,"1,3",1,0,1
chr2,100395455,100395624,3,"1,2,3",1,1,1
chr2,100562745,100562831,2,"2,3",0,1,1
chr2,100562831,100563135,3,"1,2,3",1,1,1
chr2,100563135,100563458,2,"1,3",1,0,1
chr2,101001930,101002052,2,"1,3",1,0,1
chr2,101002052,101002225,3,"1,2,3",1,1,1
chr2,101002225,101002587,2,"1,3",1,0,1
chr2,101152781,101153044,2,"2,3",0,1,1
chr2,101252615,101253005,2,"2,3",0,1,1
chr2,101308089,101308419,2,"1,3",1,0,1
chr2,101308419,101308513,3,"1,2,3",1,1,1
chr2,101308513,101308809,2,"2,3",0,1,1
chr2,102057533,102058124,2,"2,3",0,1,1
chr2,102736893,102737283,2,"2,3",0,1,1
chr2,105329764,105330188,2,"1,3",1,0,1
chr2,105369828,105370150,2,"1,3",1,0,1
chr2,105746443,105746730,2,"2,3",0,1,1
chr2,108448964,108449354,2,"2,3",0,1,1
chr2,108533812,108533830,2,"1,3",1,0,1
chr2,108533830,108534220,3,"1,2,3",1,1,1
chr2,108534220,108534461,2,"1,3",1,0,1
chr2,108719268,108719297,2,"2,3",0,1,1
chr2,108719297,108719442,3,"1,2,3",1,1,1
chr2,108719442,108719451,2,"1,3",1,0,1
chr2,108786455,108786542,2,"2,3",0,1,1
chr2,108786542,108786845,3,"1,2,3",1,1,1
chr2,108786845,108786966,2,"1,3",1,0,1
chr2,109128816,109129206,2,"2,3",0,1,1
chr2,109613986,109614376,2,"2,3",0,1,1
chr2,110212303,110212373,2,"1,3",1,0,1
chr2,110212373,110212727,3,"1,2,3",1,1,1
chr2,110212727,110212763,2,"2,3",0,1,1
chr2,111120486,111120536,2,"2,3",0,1,1
chr2,111120536,111120876,3,"1,2,3",1,1,1
chr2,111120876,111121034,2,"1,3",1,0,1
chr2,111122358,111122566,3,"1,2,3",1,1,1
chr2,111122566,111122765,2,"1,3",1,0,1
chr2,111209053,111209443,2,"2,3",0,1,1
chr2,111884078,111884176,2,"2,3",0,1,1
chr2,111884228,111884618,2,"2,3",0,1,1
chr2,112275233,112275362,2,"2,3",0,1,1
chr2,112275362,112275614,3,"1,2,3",1,1,1
chr2,112275614,112275786,2,"1,3",1,0,1
chr2,112542292,112542315,2,"2,3",0,1,1
chr2,112542315,112542739,3,"1,2,3",1,1,1
chr2,112542739,112542883,2,"2,3",0,1,1
chr2,112584124,112584407,2,"2,3",0,1,1
chr2,112584407,112584727,3,"1,2,3",1,1,1
chr2,112584727,112584831,2,"1,3",1,0,1
chr2,112645543,112645550,2,"1,3",1,0,1
chr2,112645550,112645967,3,"1,2,3",1,1,1
chr2,112645967,112646149,2,"2,3",0,1,1
chr2,112725964,112726388,2,"1,3",1,0,1
chr2,112764504,112765050,2,"2,3",0,1,1
chr2,113175163,113175570,2,"1,3",1,0,1
chr2,113203949,113204225,2,"1,3",1,0,1
chr2,113604000,113604004,2,"2,3",0,1,1
chr2,113626910,113627024,2,"2,3",0,1,1
chr2,113627024,113627300,3,"1,2,3",1,1,1
chr2,113627300,113627448,2,"1,3",1,0,1
chr2,113886486,113887119,2,"2,3",0,1,1
chr2,113889804,113890194,2,"2,3",0,1,1
chr2,113890783,113891155,2,"1,3",1,0,1
chr2,117814477,117814499,2,"2,3",0,1,1
chr2,117814499,117814867,3,"1,2,3",1,1,1
chr2,117814867,117814923,2,"1,3",1,0,1
chr2,118003291,118003666,3,"1,2,3",1,1,1
chr2,118003666,118003674,2,"1,3",1,0,1
chr2,119223865,119224255,2,"2,3",0,1,1
chr2,119366636,119366639,2,"1,3",1,0,1
chr2,119366639,119367029,3,"1,2,3",1,1,1
chr2,119367029,119367050,2,"1,3",1,0,1
chr2,119367444,119367773,2,"1,3",1,0,1
chr2,119678993,119679383,2,"2,3",0,1,1
chr2,120012729,120012779,2,"1,3",1,0,1
chr2,120012779,120013128,3,"1,2,3",1,1,1
chr2,120013128,120013169,2,"2,3",0,1,1
chr2,120177176,120177566,2,"2,3",0,1,1
chr2,120223035,120223048,2,"1,3",1,0,1
chr2,120223048,120223210,3,"1,2,3",1,1,1
chr2,120223210,120223211,2,"2,3",0,1,1
chr2,120223471,120223861,2,"2,3",0,1,1
chr2,121530281,121530671,2,"2,3",0,1,1
chr2,121736663,121736668,2,"1,3",1,0,1
chr2,121736668,121737058,3,"1,2,3",1,1,1
chr2,121737058,121737087,2,"1,3",1,0,1
chr2,121755422,121755434,2,"2,3",0,1,1
chr2,121755434,121755605,3,"1,2,3",1,1,1
chr2,121755605,121755694,2,"1,3",1,0,1
chr2,126657174,126657401,2,"1,3",1,0,1
chr2,127293877,127294301,2,"1,3",1,0,1
chr2,127387210,127387600,2,"2,3",0,1,1
chr2,127387814,127388449,2,"1,3",1,0,1
chr2,127415927,127416205,2,"2,3",0,1,1
chr2,127526411,127526801,2,"2,3",0,1,1
chr2,127700542,127700572,2,"2,3",0,1,1
chr2,127700572,127700932,3,"1,2,3",1,1,1
chr2,127700932,127700996,2,"1,3",1,0,1
chr2,128091003,128091103,2,"2,3",0,1,1
chr2,128091103,128091393,3,"1,2,3",1,1,1
chr2,128091393,128091527,2,"1,3",1,0,1
chr2,130181395,130181819,2,"1,3",1,0,1
chr2,130342721,130342838,2,"1,3",1,0,1
chr2,130342838,130342968,3,"1,2,3",1,1,1
chr2,130342968,130343145,2,"1,3",1,0,1
chr2,131105144,131105153,2,"1,3",1,0,1
chr2,131105153,131105543,3,"1,2,3",1,1,1
chr2,131105543,131105568,2,"1,3",1,0,1
chr2,131106204,131106595,2,"1,3",1,0,1
chr2,131492632,131493226,2,"2,3",0,1,1
chr2,134918097,134918454,2,"2,3",0,1,1
chr2,135052673,135053063,2,"2,3",0,1,1
chr2,135530833,135531223,2,"2,3",0,1,1
chr2,135741557,135741981,2,"1,3",1,0,1
chr2,135984792,135985328,2,"2,3",0,1,1
chr2,135985363,135985422,2,"1,3",1,0,1
chr2,135985422,135985787,3,"1,2,3",1,1,1
chr2,135985787,135986083,2,"2,3",0,1,1
chr2,136117347,136117552,2,"2,3",0,1,1
chr2,136117649,136117737,2,"2,3",0,1,1
chr2,136206538,136206634,2,"1,3",1,0,1
chr2,136206634,136206943,3,"1,2,3",1,1,1
chr2,136206943,136207024,2,"2,3",0,1,1
chr2,136226027,136226417,2,"2,3",0,1,1
chr2,138501445,138501835,2,"2,3",0,1,1
chr2,142877437,142877726,2,"2,3",0,1,1
chr2,148020252,148020569,2,"1,3",1,0,1
chr2,148020569,148020676,3,"1,2,3",1,1,1
chr2,148020676,148020959,2,"2,3",0,1,1
chr2,148644568,148644958,2,"2,3",0,1,1
chr2,149587560,149587950,2,"2,3",0,1,1
chr2,151409673,151409694,2,"1,3",1,0,1
chr2,151409694,151410084,3,"1,2,3",1,1,1
chr2,151410084,151410097,2,"1,3",1,0,1
chr2,151828273,151828663,2,"2,3",0,1,1
chr2,152334899,152335178,2,"2,3",0,1,1
chr2,152336014,152336061,2,"2,3",0,1,1
chr2,152717360,152717750,2,"2,3",0,1,1
chr2,152718324,152718918,2,"1,3",1,0,1
chr2,156332537,156332539,2,"2,3",0,1,1
chr2,156332539,156332927,3,"1,2,3",1,1,1
chr2,156332927,156332961,2,"1,3",1,0,1
chr2,157441012,157441303,2,"2,3",0,1,1
chr2,157443875,157444216,3,"1,2,3",1,1,1
chr2,158456531,158456921,2,"2,3",0,1,1
chr2,160269769,160270193,2,"1,3",1,0,1
chr2,161238633,161238955,2,"2,3",0,1,1
chr2,161308485,161308854,2,"2,3",0,1,1
chr2,162318800,162319190,2,"2,3",0,1,1
chr2,165794560,165794888,2,"2,3",0,1,1
chr2,165953659,165954044,2,"1,3",1,0,1
chr2,165954044,165954358,3,"1,2,3",1,1,1
chr2,168455954,168456097,2,"2,3",0,1,1
chr2,168456097,168456262,3,"1,2,3",1,1,1
chr2,168456262,168456344,2,"2,3",0,1,1
chr2,169479364,169479788,2,"1,3",1,0,1
chr2,169573728,169573739,2,"1,3",1,0,1
chr2,169573739,169574098,3,"1,2,3",1,1,1
chr2,169584426,169584816,2,"2,3",0,1,1
chr2,169694336,169694760,2,"1,3",1,0,1
chr2,169798787,169798821,2,"2,3",0,1,1
chr2,169798821,169799177,3,"1,2,3",1,1,1
chr2,169799177,169799245,2,"1,3",1,0,1
chr2,169824736,169825136,2,"1,3",1,0,1
chr2,170928975,170929049,2,"2,3",0,1,1
chr2,170929049,170929473,3,"1,2,3",1,1,1
chr2,170929473,170929566,2,"2,3",0,1,1
chr2,171433774,171434202,2,"1,3",1,0,1
chr2,171434202,171434592,3,"1,2,3",1,1,1
chr2,171434592,171434864,2,"1,3",1,0,1
chr2,171522897,171523287,2,"2,3",0,1,1
chr2,171922188,171922203,2,"1,3",1,0,1
chr2,171922203,171922593,3,"1,2,3",1,1,1
chr2,171922593,171922612,2,"1,3",1,0,1
chr2,171999850,171999877,2,"1,3",1,0,1
chr2,171999877,172000071,3,"1,2,3",1,1,1
chr2,172000071,172000083,2,"2,3",0,1,1
chr2,172102766,172102794,2,"2,3",0,1,1
chr2,172102794,172103156,3,"1,2,3",1,1,1
chr2,172103156,172103200,2,"1,3",1,0,1
chr2,172556391,172556398,2,"1,3",1,0,1
chr2,172556398,172556726,3,"1,2,3",1,1,1
chr2,173075654,173076045,2,"1,3",1,0,1
chr2,173354433,173354798,2,"2,3",0,1,1
chr2,173355063,173355453,2,"2,3",0,1,1
chr2,173963981,173964371,2,"2,3",0,1,1
chr2,173965202,173965691,2,"2,3",0,1,1
chr2,174248282,174248618,2,"2,3",0,1,1
chr2,174248618,174248996,3,"1,2,3",1,1,1
chr2,174248996,174249042,2,"1,3",1,0,1
chr2,174778540,174778930,2,"2,3",0,1,1
chr2,176140500,176140924,2,"1,3",1,0,1
chr2,176269476,176269900,2,"1,3",1,0,1
chr2,177148716,177149237,2,"2,3",0,1,1
chr2,177212956,177213380,2,"1,3",1,0,1
chr2,177263454,177263820,3,"1,2,3",1,1,1
chr2,177263820,177264029,2,"1,3",1,0,1
chr2,177392482,177392554,2,"2,3",0,1,1
chr2,177392554,177392872,3,"1,2,3",1,1,1
chr2,177392872,177392978,2,"1,3",1,0,1
chr2,178112243,178112248,2,"1,3",1,0,1
chr2,178112248,178112638,3,"1,2,3",1,1,1
chr2,178112638,178112667,2,"1,3",1,0,1
chr2,178413647,178413686,2,"1,3",1,0,1
chr2,178413686,178414071,3,"1,2,3",1,1,1
chr2,178414071,178414076,2,"2,3",0,1,1
chr2,178414631,178415001,3,"1,2,3",1,1,1
chr2,178415001,178415018,2,"1,3",1,0,1
chr2,178450781,178451205,2,"1,3",1,0,1
chr2,178478495,178478756,2,"2,3",0,1,1
chr2,178522966,178523237,2,"2,3",0,1,1
chr2,181312574,181312986,2,"1,3",1,0,1
chr2,181891561,181891815,2,"1,3",1,0,1
chr2,182716098,182716140,2,"2,3",0,1,1
chr2,182716140,182716488,3,"1,2,3",1,1,1
chr2,182716488,182716564,2,"1,3",1,0,1
chr2,183124108,183124532,2,"1,3",1,0,1
chr2,183124691,183125045,2,"2,3",0,1,1
chr2,186485822,186486212,2,"2,3",0,1,1
chr2,186486340,186486730,3,"1,2,3",1,1,1
chr2,186486730,186486764,2,"1,3",1,0,1
chr2,186693833,186694223,2,"2,3",0,1,1
chr2,188978284,188978602,2,"2,3",0,1,1
chr2,188978806,188978846,2,"2,3",0,1,1
chr2,189441438,189441828,2,"2,3",0,1,1
chr2,189661294,189661301,2,"2,3",0,1,1
chr2,189661301,189661725,3,"1,2,3",1,1,1
chr2,189661725,189661908,2,"2,3",0,1,1
chr2,189674427,189674447,2,"2,3",0,1,1
chr2,189674447,189674817,3,"1,2,3",1,1,1
chr2,189674817,189674871,2,"1,3",1,0,1
chr2,189762579,189762627,2,"1,3",1,0,1
chr2,189762627,189762970,3,"1,2,3",1,1,1
chr2,189784425,189784815,2,"2,3",0,1,1
chr2,190343643,190343668,2,"1,3",1,0,1
chr2,190343668,190344058,3,"1,2,3",1,1,1
chr2,190344058,190344272,2,"1,3",1,0,1
chr2,190649165,190649468,2,"1,3",1,0,1
chr2,190649468,190649675,3,"1,2,3",1,1,1
chr2,190880412,190880802,2,"2,3",0,1,1
chr2,190881431,190881839,2,"2,3",0,1,1
chr2,190881839,190882061,3,"1,2,3",1,1,1
chr2,190882061,190882263,2,"1,3",1,0,1
chr2,191014148,191014151,2,"2,3",0,1,1
chr2,191014151,191014538,3,"1,2,3",1,1,1
chr2,191014538,191014575,2,"1,3",1,0,1
chr2,191020275,191020460,3,"1,2,3",1,1,1
chr2,191020460,191020465,2,"2,3",0,1,1
chr2,191677866,191678256,2,"2,3",0,1,1
chr2,191678627,191678635,2,"1,3",1,0,1
chr2,195536223,195536539,2,"2,3",0,1,1
chr2,195559628,195559937,3,"1,2,3",1,1,1
chr2,195561317,195561673,2,"2,3",0,1,1
chr2,196068319,196068743,2,"1,3",1,0,1
chr2,196639495,196639919,2,"1,3",1,0,1
chr2,196799502,196799901,2,"1,3",1,0,1
chr2,197198965,197199355,2,"2,3",0,1,1
chr2,197255494,197255499,2,"2,3",0,1,1
chr2,197255499,197255884,3,"1,2,3",1,1,1
chr2,197255884,197255914,2,"1,3",1,0,1
chr2,197453008,197453060,2,"1,3",1,0,1
chr2,197453060,197453450,3,"1,2,3",1,1,1
chr2,197453450,197453642,2,"1,3",1,0,1
chr2,197500179,197500205,2,"1,3",1,0,1
chr2,197500205,197500595,3,"1,2,3",1,1,1
chr2,197500595,197500603,2,"1,3",1,0,1
chr2,197515639,197515707,2,"2,3",0,1,1
chr2,197515707,197516029,3,"1,2,3",1,1,1
chr2,197516029,197516131,2,"1,3",1,0,1
chr2,197705199,197705320,2,"2,3",0,1,1
chr2,197705320,197705458,3,"1,2,3",1,1,1
chr2,197705458,197705589,2,"2,3",0,1,1
chr2,199911003,199911936,2,"2,3",0,1,1
chr2,199955273,199955279,2,"2,3",0,1,1
chr2,199955279,199955663,3,"1,2,3",1,1,1
chr2,199955663,199955703,2,"1,3",1,0,1
chr2,200509877,200510469,2,"1,3",1,0,1
chr2,200713097,200713103,2,"2,3",0,1,1
chr2,200713103,200713487,3,"1,2,3",1,1,1
chr2,200713487,200713527,2,"1,3",1,0,1
chr2,200811955,200812329,2,"1,3",1,0,1
chr2,200812329,200812379,3,"1,2,3",1,1,1
chr2,200812379,200812719,2,"2,3",0,1,1
chr2,200864518,200864583,2,"1,3",1,0,1
chr2,200864583,200864932,3,"1,2,3",1,1,1
chr2,200889234,200889940,2,"1,3",1,0,1
chr2,200963251,200963641,2,"2,3",0,1,1
chr2,201071454,201072073,2,"2,3",0,1,1
chr2,201116482,201116539,2,"1,3",1,0,1
chr2,201116539,201116929,3,"1,2,3",1,1,1
chr2,201116929,201117000,2,"1,3",1,0,1
chr2,201118413,201118435,2,"2,3",0,1,1
chr2,201118435,201118797,3,"1,2,3",1,1,1
chr2,201123762,201124158,2,"1,3",1,0,1
chr2,201124208,201124471,2,"1,3",1,0,1
chr2,201232253,201232559,2,"1,3",1,0,1
chr2,201233265,201233310,2,"2,3",0,1,1
chr2,201233310,201233655,3,"1,2,3",1,1,1
chr2,201233655,201233734,2,"1,3",1,0,1
chr2,201642560,201642950,2,"2,3",0,1,1
chr2,201780684,201781108,2,"1,3",1,0,1
chr2,202033700,202034090,2,"2,3",0,1,1
chr2,202265684,202265943,2,"1,3",1,0,1
chr2,202265943,202266108,3,"1,2,3",1,1,1
chr2,202266108,202266208,2,"2,3",0,1,1
chr2,202375804,202376194,2,"2,3",0,1,1
chr2,202634535,202634542,2,"1,3",1,0,1
chr2,202634542,202634932,3,"1,2,3",1,1,1
chr2,202634932,202635162,2,"1,3",1,0,1
chr2,202911439,202911590,2,"1,3",1,0,1
chr2,202911590,202911714,3,"1,2,3",1,1,1
chr2,202911714,202911863,2,"1,3",1,0,1
chr2,203238831,203239221,2,"2,3",0,1,1
chr2,203706345,203706751,2,"1,3",1,0,1
chr2,206159888,206160312,2,"1,3",1,0,1
chr2,206765342,206765442,2,"1,3",1,0,1
chr2,206765442,206765766,3,"1,2,3",1,1,1
chr2,206765766,206765832,2,"2,3",0,1,1
chr2,207165992,207166371,2,"1,3",1,0,1
chr2,207529481,207529905,2,"1,3",1,0,1
chr2,207711259,207711421,2,"2,3",0,1,1
chr2,207711421,207711845,3,"1,2,3",1,1,1
chr2,207711845,207711858,2,"2,3",0,1,1
chr2,207769761,207770185,2,"1,3",1,0,1
chr2,208025339,208025763,2,"1,3",1,0,1
chr2,208265821,208266454,2,"1,3",1,0,1
chr2,210002422,210002812,2,"2,3",0,1,1
chr2,210170623,210170633,2,"1,3",1,0,1
chr2,210170633,210171023,3,"1,2,3",1,1,1
chr2,210171023,210171047,2,"1,3",1,0,1
chr2,211367989,211368117,2,"2,3",0,1,1
chr2,213151710,213151742,2,"2,3",0,1,1
chr2,213151742,213152100,3,"1,2,3",1,1,1
chr2,213152100,213152166,2,"1,3",1,0,1
chr2,213766572,213766924,2,"2,3",0,1,1
chr2,214809919,214809943,2,"1,3",1,0,1
chr2,214809943,214810307,3,"1,2,3",1,1,1
chr2,215311974,215311980,2,"2,3",0,1,1
chr2,215311980,215312141,3,"1,2,3",1,1,1
chr2,215312141,215312142,2,"1,3",1,0,1
chr2,215880996,215881337,2,"2,3",0,1,1
chr2,216081357,216081475,2,"1,3",1,0,1
chr2,216081634,216082024,2,"2,3",0,1,1
chr2,216109033,216109311,3,"1,2,3",1,1,1
chr2,216109311,216109323,2,"1,3",1,0,1
chr2,216113568,216113575,2,"2,3",0,1,1
chr2,216113575,216113999,3,"1,2,3",1,1,1
chr2,216113999,216114040,2,"2,3",0,1,1
chr2,216114845,216115059,2,"2,3",0,1,1
chr2,216412257,216412681,2,"1,3",1,0,1
chr2,216498656,216498747,2,"1,3",1,0,1
chr2,216498747,216499080,3,"1,2,3",1,1,1
chr2,216499080,216499137,2,"2,3",0,1,1
chr2,218216896,218217286,2,"2,3",0,1,1
chr2,218270039,218270606,2,"2,3",0,1,1
chr2,218329710,218330449,2,"1,3",1,0,1
chr2,218367658,218368048,2,"2,3",0,1,1
chr2,218396666,218396668,2,"1,3",1,0,1
chr2,218397999,218398270,2,"2,3",0,1,1
chr2,218398339,218398588,2,"2,3",0,1,1
chr2,218399555,218399605,2,"1,3",1,0,1
chr2,218399605,218399947,3,"1,2,3",1,1,1
chr2,218406410,218406834,2,"1,3",1,0,1
chr2,218568190,218568580,2,"2,3",0,1,1
chr2,218659498,218659562,2,"2,3",0,1,1
chr2,218659562,218659888,3,"1,2,3",1,1,1
chr2,218659888,218659986,2,"1,3",1,0,1
chr2,218671863,218672253,2,"2,3",0,1,1
chr2,218710700,218710722,2,"2,3",0,1,1
chr2,218710722,218711090,3,"1,2,3",1,1,1
chr2,218711090,218711348,2,"1,3",1,0,1
chr2,218886058,218886421,3,"1,2,3",1,1,1
chr2,218886421,218886468,2,"1,3",1,0,1
chr2,218886679,218886687,2,"1,3",1,0,1
chr2,218886687,218886910,3,"1,2,3",1,1,1
chr2,218892655,218892841,2,"1,3",1,0,1
chr2,218892841,218893231,3,"1,2,3",1,1,1
chr2,218893231,218893274,2,"1,3",1,0,1
chr2,218896395,218896819,2,"1,3",1,0,1
chr2,218898120,218898534,2,"1,3",1,0,1
chr2,218908766,218908989,2,"1,3",1,0,1
chr2,218908989,218909377,3,"1,2,3",1,1,1
chr2,218909377,218909379,2,"2,3",0,1,1
chr2,219176842,219176857,2,"1,3",1,0,1
chr2,219176857,219177266,3,"1,2,3",1,1,1
chr2,219177266,219177317,2,"2,3",0,1,1
chr2,219177995,219178143,2,"1,3",1,0,1
chr2,219178143,219178241,3,"1,2,3",1,1,1
chr2,219178241,219178419,2,"1,3",1,0,1
chr2,219206314,219206717,2,"1,3",1,0,1
chr2,219218888,219218900,2,"1,3",1,0,1
chr2,219218900,219219225,3,"1,2,3",1,1,1
chr2,219229957,219229986,2,"1,3",1,0,1
chr2,219230289,219230381,2,"1,3",1,0,1
chr2,219249221,219249513,2,"2,3",0,1,1
chr2,219253026,219253163,2,"2,3",0,1,1
chr2,219253163,219253259,3,"1,2,3",1,1,1
chr2,219279144,219279150,2,"1,3",1,0,1
chr2,219279150,219279540,3,"1,2,3",1,1,1
chr2,219279540,219279568,2,"1,3",1,0,1
chr2,219294805,219294827,2,"1,3",1,0,1
chr2,219294827,219295217,3,"1,2,3",1,1,1
chr2,219295217,219295229,2,"1,3",1,0,1
chr2,219387632,219388022,2,"2,3",0,1,1
chr2,219388388,219388741,2,"2,3",0,1,1
chr2,219495515,219495737,2,"2,3",0,1,1
chr2,219498695,219498731,2,"2,3",0,1,1
chr2,219498731,219499067,3,"1,2,3",1,1,1
chr2,219543277,219543667,2,"2,3",0,1,1
chr2,219543819,219544161,2,"2,3",0,1,1
chr2,219597786,219598210,2,"1,3",1,0,1
chr2,219642484,219643133,2,"2,3",0,1,1
chr2,222451270,222451659,2,"2,3",0,1,1
chr2,223957192,223957279,2,"2,3",0,1,1
chr2,223957279,223957582,3,"1,2,3",1,1,1
chr2,223957582,223957703,2,"1,3",1,0,1
chr2,226791226,226791500,3,"1,2,3",1,1,1
chr2,226791500,226791534,2,"1,3",1,0,1
chr2,226835687,226835813,2,"1,3",1,0,1
chr2,226835813,226836036,3,"1,2,3",1,1,1
chr2,226836036,226836111,2,"1,3",1,0,1
chr2,227325058,227325377,2,"2,3",0,1,1
chr2,229922321,229922959,2,"2,3",0,1,1
chr2,230067045,230067658,2,"2,3",0,1,1
chr2,230202849,230203178,2,"2,3",0,1,1
chr2,230203278,230203441,2,"2,3",0,1,1
