chrom,start,end,num,list,ENCFF148BUA_RFX5_sorted.bed,ENCFF752PVS_RFX5_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr19,29841936,29841988,2,"2,3",0,1,1
chr19,32971934,32972238,2,"1,3",1,0,1
chr19,33302729,33303089,2,"2,3",0,1,1
chr19,34134444,34134748,2,"1,3",1,0,1
chr19,34428160,34428510,2,"2,3",0,1,1
chr19,34734298,34734643,2,"2,3",0,1,1
chr19,35545431,35545735,2,"1,3",1,0,1
chr19,35612549,35612893,3,"1,2,3",1,1,1
chr19,35612893,35612942,2,"2,3",0,1,1
chr19,35628820,35628934,2,"2,3",0,1,1
chr19,35628934,35629061,3,"1,2,3",1,1,1
chr19,35629061,35629173,2,"2,3",0,1,1
chr19,35702308,35702815,2,"1,3",1,0,1
chr19,35717040,35717400,2,"2,3",0,1,1
chr19,35740522,35740524,2,"1,3",1,0,1
chr19,35740524,35740826,3,"1,2,3",1,1,1
chr19,35740826,35740884,2,"2,3",0,1,1
chr19,35757918,35758222,2,"1,3",1,0,1
chr19,35931537,35931897,2,"2,3",0,1,1
chr19,36014197,36014557,2,"2,3",0,1,1
chr19,36115226,36115244,2,"1,3",1,0,1
chr19,36115244,36115530,3,"1,2,3",1,1,1
chr19,36115530,36115604,2,"2,3",0,1,1
chr19,36572925,36573227,2,"2,3",0,1,1
chr19,36666661,36666679,2,"2,3",0,1,1
chr19,36666679,36666983,3,"1,2,3",1,1,1
chr19,36666983,36667021,2,"2,3",0,1,1
chr19,37370821,37371330,2,"1,3",1,0,1
chr19,38335578,38335864,2,"1,3",1,0,1
chr19,38374418,38374722,2,"1,3",1,0,1
chr19,38618788,38619092,2,"1,3",1,0,1
chr19,38850284,38850313,2,"2,3",0,1,1
chr19,38850313,38850617,3,"1,2,3",1,1,1
chr19,38850617,38850644,2,"2,3",0,1,1
chr19,38899674,38899845,2,"1,3",1,0,1
chr19,38899845,38899978,3,"1,2,3",1,1,1
chr19,38899978,38900205,2,"2,3",0,1,1
chr19,38930731,38931091,2,"2,3",0,1,1
chr19,39125557,39125816,3,"1,2,3",1,1,1
chr19,39125816,39125845,2,"1,3",1,0,1
chr19,39342107,39342157,2,"1,3",1,0,1
chr19,39342157,39342411,3,"1,2,3",1,1,1
chr19,39342411,39342505,2,"2,3",0,1,1
chr19,39390671,39390895,2,"1,3",1,0,1
chr19,39391117,39391421,2,"1,3",1,0,1
chr19,39397675,39398035,2,"2,3",0,1,1
chr19,39412190,39412494,2,"1,3",1,0,1
chr19,39480602,39480962,2,"2,3",0,1,1
chr19,39970806,39971110,2,"1,3",1,0,1
chr19,40090807,40091173,2,"1,3",1,0,1
chr19,40285351,40285655,2,"1,3",1,0,1
chr19,40348407,40348711,2,"1,3",1,0,1
chr19,40425820,40425832,2,"1,3",1,0,1
chr19,40425832,40426003,3,"1,2,3",1,1,1
chr19,40426003,40426023,2,"2,3",0,1,1
chr19,40750616,40750635,2,"2,3",0,1,1
chr19,40750635,40750939,3,"1,2,3",1,1,1
chr19,40750939,40750947,2,"2,3",0,1,1
chr19,40777412,40777720,3,"1,2,3",1,1,1
chr19,40777857,40778253,3,"1,2,3",1,1,1
chr19,40778253,40778281,2,"2,3",0,1,1
chr19,40798677,40798901,2,"1,3",1,0,1
chr19,40798901,40799031,3,"1,2,3",1,1,1
chr19,40799031,40799261,2,"2,3",0,1,1
chr19,41263863,41264403,2,"1,3",1,0,1
chr19,41363716,41363783,2,"1,3",1,0,1
chr19,41363783,41363934,3,"1,2,3",1,1,1
chr19,41363934,41364143,2,"2,3",0,1,1
chr19,41397191,41397495,2,"1,3",1,0,1
chr19,41439902,41440188,2,"1,3",1,0,1
chr19,42075858,42075947,2,"2,3",0,1,1
chr19,42075947,42076218,3,"1,2,3",1,1,1
chr19,42076218,42076251,2,"1,3",1,0,1
chr19,42217614,42217918,2,"1,3",1,0,1
chr19,42220054,42220081,2,"2,3",0,1,1
chr19,42220081,42220385,3,"1,2,3",1,1,1
chr19,42220385,42220414,2,"2,3",0,1,1
chr19,42243015,42243375,2,"2,3",0,1,1
chr19,42255009,42255364,2,"2,3",0,1,1
chr19,42268178,42268189,2,"2,3",0,1,1
chr19,42268189,42268362,3,"1,2,3",1,1,1
chr19,42268362,42268389,2,"2,3",0,1,1
chr19,42268784,42268809,2,"2,3",0,1,1
chr19,42268809,42269113,3,"1,2,3",1,1,1
chr19,42269113,42269144,2,"2,3",0,1,1
chr19,43575613,43575634,2,"2,3",0,1,1
chr19,43575634,43575901,3,"1,2,3",1,1,1
chr19,43575901,43575905,2,"1,3",1,0,1
chr19,43595998,43596302,2,"1,3",1,0,1
chr19,43619246,43619606,2,"2,3",0,1,1
chr19,44890691,44890995,2,"1,3",1,0,1
chr19,44914965,44915002,2,"2,3",0,1,1
chr19,44915002,44915269,3,"1,2,3",1,1,1
chr19,44924233,44924302,2,"2,3",0,1,1
chr19,44924302,44924593,3,"1,2,3",1,1,1
chr19,44924593,44924606,2,"1,3",1,0,1
chr19,44925430,44925506,2,"2,3",0,1,1
chr19,44925506,44925790,3,"1,2,3",1,1,1
chr19,44925790,44925810,2,"1,3",1,0,1
chr19,44927057,44927086,2,"2,3",0,1,1
chr19,44927086,44927394,3,"1,2,3",1,1,1
chr19,44955153,44955247,2,"2,3",0,1,1
chr19,45001212,45001470,2,"1,3",1,0,1
chr19,45154431,45154489,2,"2,3",0,1,1
chr19,45154489,45154791,3,"1,2,3",1,1,1
chr19,45154791,45154793,2,"1,3",1,0,1
chr19,45178270,45178284,2,"2,3",0,1,1
chr19,45178284,45178796,3,"1,2,3",1,1,1
chr19,45178796,45178799,2,"1,3",1,0,1
chr19,45370575,45370879,2,"1,3",1,0,1
chr19,45443477,45443701,3,"1,2,3",1,1,1
chr19,45443701,45443724,2,"2,3",0,1,1
chr19,45469168,45469190,2,"2,3",0,1,1
chr19,45469190,45469494,3,"1,2,3",1,1,1
chr19,45469494,45469528,2,"2,3",0,1,1
chr19,45506451,45506732,3,"1,2,3",1,1,1
chr19,45506732,45506757,2,"2,3",0,1,1
chr19,45584650,45585010,2,"2,3",0,1,1
chr19,45692425,45692729,2,"1,3",1,0,1
chr19,45717295,45717326,2,"1,3",1,0,1
chr19,45717326,45717599,3,"1,2,3",1,1,1
chr19,45717599,45717686,2,"2,3",0,1,1
chr19,45770602,45770610,2,"2,3",0,1,1
chr19,45770610,45770914,3,"1,2,3",1,1,1
chr19,45770914,45771058,2,"2,3",0,1,1
chr19,45792917,45793221,2,"1,3",1,0,1
chr19,46193208,46193451,3,"1,2,3",1,1,1
chr19,46661218,46661578,2,"2,3",0,1,1
chr19,46764883,46765127,2,"1,3",1,0,1
chr19,46788336,46788696,2,"2,3",0,1,1
chr19,47047826,47048180,2,"2,3",0,1,1
chr19,47058580,47058591,2,"2,3",0,1,1
chr19,47058591,47058819,3,"1,2,3",1,1,1
chr19,47058819,47058826,2,"2,3",0,1,1
chr19,47256387,47256840,2,"1,3",1,0,1
chr19,47515262,47515566,2,"1,3",1,0,1
chr19,47745353,47745588,2,"1,3",1,0,1
chr19,47891967,47892232,2,"1,3",1,0,1
chr19,48354525,48354829,2,"1,3",1,0,1
chr19,48468807,48469002,2,"1,3",1,0,1
chr19,48469002,48469111,3,"1,2,3",1,1,1
chr19,48469111,48469362,2,"2,3",0,1,1
chr19,48619127,48619431,2,"1,3",1,0,1
chr19,48637446,48637806,2,"2,3",0,1,1
chr19,48713865,48714062,2,"2,3",0,1,1
chr19,48714119,48714423,2,"1,3",1,0,1
chr19,48807111,48807415,2,"1,3",1,0,1
chr19,48872195,48872201,2,"1,3",1,0,1
chr19,48872201,48872499,3,"1,2,3",1,1,1
chr19,48872499,48872561,2,"2,3",0,1,1
chr19,48962385,48962689,2,"1,3",1,0,1
chr19,48963888,48964101,2,"1,3",1,0,1
chr19,48993193,48993242,2,"2,3",0,1,1
chr19,48993242,48993546,3,"1,2,3",1,1,1
chr19,48993546,48993553,2,"2,3",0,1,1
chr19,49478784,49479005,3,"1,2,3",1,1,1
chr19,49479005,49479046,2,"2,3",0,1,1
chr19,49487372,49487722,2,"2,3",0,1,1
chr19,49496247,49496542,2,"1,3",1,0,1
chr19,49640264,49640332,2,"1,3",1,0,1
chr19,49640332,49640568,3,"1,2,3",1,1,1
chr19,49640568,49640692,2,"2,3",0,1,1
chr19,49641776,49642063,3,"1,2,3",1,1,1
chr19,49642063,49642301,2,"2,3",0,1,1
chr19,49676691,49676995,2,"1,3",1,0,1
chr19,49766409,49766483,2,"1,3",1,0,1
chr19,49766483,49766713,3,"1,2,3",1,1,1
chr19,49766713,49766843,2,"2,3",0,1,1
chr19,49817419,49817666,3,"1,2,3",1,1,1
chr19,49867275,49867447,2,"2,3",0,1,1
chr19,49867447,49867635,3,"1,2,3",1,1,1
chr19,49867635,49867717,2,"1,3",1,0,1
chr19,49869367,49869372,2,"2,3",0,1,1
chr19,49869372,49869865,3,"1,2,3",1,1,1
chr19,49869865,49869907,2,"2,3",0,1,1
chr19,49876908,49876918,2,"1,3",1,0,1
chr19,50025448,50025562,2,"2,3",0,1,1
chr19,50025562,50025808,3,"1,2,3",1,1,1
chr19,50025808,50025866,2,"1,3",1,0,1
chr19,50431592,50432006,3,"1,2,3",1,1,1
chr19,50432006,50432015,2,"2,3",0,1,1
chr19,51339887,51340304,2,"2,3",0,1,1
chr19,51366277,51366550,2,"2,3",0,1,1
chr19,51366550,51366662,3,"1,2,3",1,1,1
chr19,51366662,51366673,2,"1,3",1,0,1
chr19,52028243,52028748,2,"1,3",1,0,1
chr19,52189563,52189867,2,"1,3",1,0,1
chr19,52269337,52269660,2,"2,3",0,1,1
chr19,53867445,53867514,2,"2,3",0,1,1
chr19,53867514,53867805,3,"1,2,3",1,1,1
chr19,53867805,53867818,2,"1,3",1,0,1
chr19,53879406,53879766,2,"2,3",0,1,1
chr19,54115608,54115880,2,"1,3",1,0,1
chr19,54137422,54137726,2,"1,3",1,0,1
chr19,54159797,54159845,2,"2,3",0,1,1
chr19,54159845,54159957,3,"1,2,3",1,1,1
chr19,54159957,54160157,2,"2,3",0,1,1
chr19,54189814,54189848,2,"2,3",0,1,1
chr19,54189848,54190152,3,"1,2,3",1,1,1
chr19,54190152,54190418,2,"2,3",0,1,1
chr19,54200655,54200959,2,"1,3",1,0,1
chr19,54449009,54449016,2,"2,3",0,1,1
chr19,54449016,54449320,3,"1,2,3",1,1,1
chr19,54449320,54449593,2,"2,3",0,1,1
chr19,55063156,55063430,2,"1,3",1,0,1
chr19,55166601,55166905,2,"1,3",1,0,1
chr19,55206701,55207005,2,"1,3",1,0,1
chr19,55216439,55216709,3,"1,2,3",1,1,1
chr19,55216709,55216739,2,"2,3",0,1,1
chr19,55259146,55259153,2,"2,3",0,1,1
chr19,55259153,55259457,3,"1,2,3",1,1,1
chr19,55259457,55259506,2,"2,3",0,1,1
chr19,55339591,55339643,2,"2,3",0,1,1
chr19,55339643,55339947,3,"1,2,3",1,1,1
chr19,55339947,55339951,2,"2,3",0,1,1
chr19,55407698,55408002,2,"1,3",1,0,1
chr19,55461618,55461629,2,"1,3",1,0,1
chr19,55461629,55461922,3,"1,2,3",1,1,1
chr19,55461922,55461989,2,"2,3",0,1,1
chr19,55587322,55587600,2,"1,3",1,0,1
chr19,55624346,55624833,2,"2,3",0,1,1
chr19,55653735,55654039,2,"1,3",1,0,1
chr19,55674918,55674947,2,"2,3",0,1,1
chr19,55674947,55675251,3,"1,2,3",1,1,1
chr19,55675251,55675278,2,"2,3",0,1,1
chr19,56140949,56141253,2,"1,3",1,0,1
chr19,56170365,56170660,2,"1,3",1,0,1
chr19,56314451,56314470,2,"1,3",1,0,1
chr19,56314509,56314590,2,"1,3",1,0,1
chr19,56314590,56314813,3,"1,2,3",1,1,1
chr19,56314813,56314950,2,"2,3",0,1,1
chr19,56367985,56368548,2,"2,3",0,1,1
chr19,57240352,57240712,2,"2,3",0,1,1
chr19,57280289,57280593,2,"1,3",1,0,1
chr19,57320272,57320309,2,"2,3",0,1,1
chr19,57320309,57320613,3,"1,2,3",1,1,1
chr19,57320613,57320632,2,"2,3",0,1,1
chr19,57351083,57351648,2,"2,3",0,1,1
chr19,57363333,57363637,2,"1,3",1,0,1
chr19,57389783,57390087,2,"1,3",1,0,1
chr19,57435140,57435444,2,"1,3",1,0,1
chr19,57819445,57819749,2,"1,3",1,0,1
chr19,58278661,58278667,2,"2,3",0,1,1
chr19,58278667,58278971,3,"1,2,3",1,1,1
chr19,58278971,58279021,2,"2,3",0,1,1
chr19,58327218,58327522,2,"1,3",1,0,1
chr19,58380888,58380988,2,"2,3",0,1,1
chr19,58380988,58381248,3,"1,2,3",1,1,1
chr19,58381248,58381292,2,"1,3",1,0,1
chr19,58401311,58401338,2,"2,3",0,1,1
chr19,58401338,58401609,3,"1,2,3",1,1,1
chr19,58401609,58401627,2,"2,3",0,1,1
chr19,58451339,58451354,2,"2,3",0,1,1
chr19,58451354,58451699,3,"1,2,3",1,1,1
chr19,58451699,58451870,2,"1,3",1,0,1
chr19,58499344,58499704,2,"2,3",0,1,1
chr19,58513931,58514254,2,"2,3",0,1,1
chr19,58544104,58544619,2,"1,3",1,0,1
chr19,58558657,58559017,2,"2,3",0,1,1
chr19,58573321,58573625,2,"1,3",1,0,1
chr19,58575261,58575926,2,"2,3",0,1,1
chr2,260857,260948,2,"1,3",1,0,1
chr2,260948,261042,3,"1,2,3",1,1,1
chr2,261042,261161,2,"1,3",1,0,1
chr2,264692,264996,2,"1,3",1,0,1
chr2,3377699,3378003,2,"1,3",1,0,1
chr2,3379470,3379661,2,"1,3",1,0,1
chr2,3379661,3379766,3,"1,2,3",1,1,1
chr2,3379766,3380021,2,"2,3",0,1,1
chr2,3380196,3380445,2,"1,3",1,0,1
chr2,3519181,3519541,2,"2,3",0,1,1
chr2,3558227,3558737,2,"1,3",1,0,1
chr2,3652091,3652395,2,"1,3",1,0,1
chr2,8659427,8659731,2,"1,3",1,0,1
chr2,8678744,8678763,2,"2,3",0,1,1
chr2,8678763,8678972,3,"1,2,3",1,1,1
chr2,8678972,8678989,2,"2,3",0,1,1
chr2,8681893,8681945,2,"2,3",0,1,1
chr2,8681945,8682212,3,"1,2,3",1,1,1
chr2,9142734,9143094,2,"2,3",0,1,1
chr2,9555751,9556111,2,"2,3",0,1,1
chr2,9630940,9631010,2,"2,3",0,1,1
chr2,9631010,9631427,3,"1,2,3",1,1,1
chr2,9951463,9951767,2,"1,3",1,0,1
chr2,10120741,10120789,2,"1,3",1,0,1
chr2,10812692,10813052,2,"2,3",0,1,1
chr2,11365271,11365575,2,"1,3",1,0,1
chr2,11829395,11829958,2,"2,3",0,1,1
chr2,15591592,15591952,2,"2,3",0,1,1
chr2,17538657,17538897,2,"1,3",1,0,1
chr2,17538897,17538961,3,"1,2,3",1,1,1
chr2,17538961,17539257,2,"2,3",0,1,1
chr2,17540398,17540758,2,"2,3",0,1,1
chr2,19348274,19348506,2,"1,3",1,0,1
chr2,19989983,19990343,2,"2,3",0,1,1
chr2,20052104,20052254,2,"1,3",1,0,1
chr2,20379066,20379426,2,"2,3",0,1,1
chr2,20446809,20446860,2,"2,3",0,1,1
chr2,20446860,20447164,3,"1,2,3",1,1,1
chr2,20447164,20447169,2,"2,3",0,1,1
chr2,20579307,20579355,2,"1,3",1,0,1
chr2,20579355,20579611,3,"1,2,3",1,1,1
chr2,20579611,20579715,2,"2,3",0,1,1
chr2,20593438,20593510,2,"1,3",1,0,1
chr2,20593510,20593742,3,"1,2,3",1,1,1
chr2,20593742,20593870,2,"2,3",0,1,1
chr2,20597104,20597394,2,"1,3",1,0,1
chr2,24016410,24016670,2,"2,3",0,1,1
chr2,24047223,24047527,2,"1,3",1,0,1
chr2,24083888,24084192,2,"1,3",1,0,1
chr2,24164388,24164657,2,"2,3",0,1,1
chr2,24971828,24971972,2,"2,3",0,1,1
chr2,24971972,24972188,3,"1,2,3",1,1,1
chr2,24972188,24972276,2,"1,3",1,0,1
chr2,25041956,25042260,2,"1,3",1,0,1
chr2,25362029,25362333,2,"1,3",1,0,1
chr2,25879108,25879321,2,"1,3",1,0,1
chr2,26033773,26034407,2,"2,3",0,1,1
chr2,26244940,26245300,2,"2,3",0,1,1
chr2,26562370,26562716,2,"2,3",0,1,1
chr2,26970268,26970312,2,"2,3",0,1,1
chr2,26970312,26970443,3,"1,2,3",1,1,1
chr2,26970443,26970575,2,"2,3",0,1,1
chr2,27134499,27134859,2,"2,3",0,1,1
chr2,27321129,27321433,2,"1,3",1,0,1
chr2,27356652,27356956,2,"1,3",1,0,1
chr2,27370292,27370855,2,"2,3",0,1,1
chr2,27428378,27428682,2,"1,3",1,0,1
chr2,27489757,27490061,2,"1,3",1,0,1
chr2,27496573,27496877,2,"1,3",1,0,1
chr2,28392697,28393001,2,"1,3",1,0,1
chr2,28751471,28751775,2,"1,3",1,0,1
chr2,30146484,30146788,2,"1,3",1,0,1
chr2,30447083,30447387,2,"1,3",1,0,1
chr2,32010836,32010845,2,"2,3",0,1,1
chr2,32010845,32011149,3,"1,2,3",1,1,1
chr2,32011149,32011343,2,"2,3",0,1,1
chr2,32165531,32165594,2,"2,3",0,1,1
chr2,32165594,32165891,3,"1,2,3",1,1,1
chr2,32165891,32165898,2,"1,3",1,0,1
chr2,32356936,32357009,2,"2,3",0,1,1
chr2,32357009,32357296,3,"1,2,3",1,1,1
chr2,32357296,32357313,2,"1,3",1,0,1
chr2,32627900,32628204,2,"1,3",1,0,1
chr2,38602857,38603161,2,"1,3",1,0,1
chr2,41840748,41841108,2,"2,3",0,1,1
chr2,43226073,43226237,2,"1,3",1,0,1
chr2,43226622,43226926,2,"1,3",1,0,1
chr2,43773846,43773882,2,"2,3",0,1,1
chr2,43773882,43774186,3,"1,2,3",1,1,1
chr2,43774186,43774206,2,"2,3",0,1,1
chr2,44168180,44168250,2,"2,3",0,1,1
chr2,44168250,44168540,3,"1,2,3",1,1,1
chr2,44168540,44168554,2,"1,3",1,0,1
chr2,46544073,46544078,2,"2,3",0,1,1
chr2,46544078,46544216,3,"1,2,3",1,1,1
chr2,46544216,46544270,2,"2,3",0,1,1
chr2,46617049,46617353,2,"1,3",1,0,1
chr2,46698829,46698852,2,"1,3",1,0,1
chr2,46698852,46699133,3,"1,2,3",1,1,1
chr2,46699133,46699212,2,"2,3",0,1,1
chr2,46915512,46915816,2,"1,3",1,0,1
chr2,47076872,47077176,2,"1,3",1,0,1
chr2,47344970,47344991,2,"2,3",0,1,1
chr2,47344991,47345295,3,"1,2,3",1,1,1
chr2,47345295,47345329,2,"2,3",0,1,1
chr2,47782880,47783240,2,"2,3",0,1,1
chr2,48314125,48314457,2,"2,3",0,1,1
chr2,48440302,48440606,2,"1,3",1,0,1
chr2,53767680,53767984,2,"1,3",1,0,1
chr2,53786815,53787119,2,"1,3",1,0,1
chr2,54044020,54044324,2,"1,3",1,0,1
chr2,54330147,54330432,2,"1,3",1,0,1
chr2,54330694,54330715,2,"2,3",0,1,1
chr2,54330715,54331019,3,"1,2,3",1,1,1
chr2,54331019,54331054,2,"2,3",0,1,1
chr2,54456191,54456495,2,"1,3",1,0,1
chr2,54579831,54580135,2,"1,3",1,0,1
chr2,54723423,54723432,2,"2,3",0,1,1
chr2,54723432,54723673,3,"1,2,3",1,1,1
chr2,54723673,54723682,2,"2,3",0,1,1
chr2,55232096,55232400,2,"1,3",1,0,1
chr2,55519395,55519423,2,"1,3",1,0,1
chr2,55519423,55519699,3,"1,2,3",1,1,1
chr2,55519699,55519783,2,"2,3",0,1,1
chr2,60881396,60881700,2,"1,3",1,0,1
chr2,61065651,61066011,2,"2,3",0,1,1
chr2,61176897,61176958,2,"2,3",0,1,1
chr2,61176958,61177257,3,"1,2,3",1,1,1
chr2,61177257,61177262,2,"1,3",1,0,1
chr2,61853976,61854280,2,"1,3",1,0,1
chr2,61854509,61854813,2,"1,3",1,0,1
chr2,61888538,61888553,2,"2,3",0,1,1
chr2,61888553,61888857,3,"1,2,3",1,1,1
chr2,61888857,61888898,2,"2,3",0,1,1
chr2,62589748,62590016,2,"1,3",1,0,1
chr2,63050887,63051247,2,"2,3",0,1,1
chr2,63840726,63841086,2,"2,3",0,1,1
chr2,64144523,64144827,2,"1,3",1,0,1
chr2,64607032,64607081,2,"1,3",1,0,1
chr2,64607081,64607336,3,"1,2,3",1,1,1
chr2,64607336,64607344,2,"2,3",0,1,1
chr2,64988929,64989233,2,"1,3",1,0,1
chr2,64989320,64989890,2,"2,3",0,1,1
chr2,65435730,65436015,2,"1,3",1,0,1
chr2,66434932,66435236,2,"1,3",1,0,1
chr2,68251100,68251351,3,"1,2,3",1,1,1
chr2,69829328,69829405,2,"2,3",0,1,1
chr2,69829405,69829709,3,"1,2,3",1,1,1
chr2,69829709,69829893,2,"2,3",0,1,1
chr2,70108685,70109240,2,"2,3",0,1,1
chr2,70142549,70142558,2,"2,3",0,1,1
chr2,70142558,70142862,3,"1,2,3",1,1,1
chr2,70142862,70142909,2,"2,3",0,1,1
chr2,70248088,70248239,2,"1,3",1,0,1
chr2,70248239,70248392,3,"1,2,3",1,1,1
chr2,70248392,70248694,2,"2,3",0,1,1
chr2,70248694,70248802,3,"1,2,3",1,1,1
chr2,70248802,70248998,2,"1,3",1,0,1
chr2,71068609,71068969,2,"2,3",0,1,1
chr2,73071414,73071774,2,"2,3",0,1,1
chr2,73233224,73233528,2,"1,3",1,0,1
chr2,73828841,73829201,2,"2,3",0,1,1
chr2,73926784,73927088,2,"1,3",1,0,1
chr2,74147718,74148078,2,"2,3",0,1,1
chr2,74198299,74198540,3,"1,2,3",1,1,1
chr2,74198540,74198585,2,"2,3",0,1,1
chr2,74421456,74421825,2,"2,3",0,1,1
chr2,74429892,74430252,2,"2,3",0,1,1
chr2,74454807,74455136,2,"2,3",0,1,1
chr2,74458275,74458278,2,"1,3",1,0,1
chr2,74458278,74458411,3,"1,2,3",1,1,1
chr2,74458411,74458421,2,"2,3",0,1,1
chr2,74483022,74483531,2,"1,3",1,0,1
chr2,74529969,74530115,2,"1,3",1,0,1
chr2,74554282,74554376,2,"1,3",1,0,1
chr2,74747724,74748028,2,"1,3",1,0,1
chr2,74958634,74958994,2,"2,3",0,1,1
chr2,75646604,75646908,2,"1,3",1,0,1
chr2,75710867,75711227,2,"2,3",0,1,1
chr2,84516357,84516372,2,"1,3",1,0,1
chr2,84516372,84516501,3,"1,2,3",1,1,1
chr2,84516501,84516505,2,"2,3",0,1,1
chr2,84924824,84925123,2,"1,3",1,0,1
chr2,84925831,84925833,2,"1,3",1,0,1
chr2,84925833,84925868,3,"1,2,3",1,1,1
chr2,85327914,85328020,2,"2,3",0,1,1
chr2,85354593,85354897,2,"1,3",1,0,1
chr2,85539013,85539317,2,"1,3",1,0,1
chr2,85561290,85561391,2,"1,3",1,0,1
chr2,85561391,85561594,3,"1,2,3",1,1,1
chr2,85561594,85561751,2,"2,3",0,1,1
chr2,85585005,85585037,2,"2,3",0,1,1
chr2,85585037,85585341,3,"1,2,3",1,1,1
chr2,85585341,85585365,2,"2,3",0,1,1
chr2,85595509,85595813,2,"1,3",1,0,1
chr2,85602642,85603002,2,"2,3",0,1,1
chr2,85616027,85616387,2,"2,3",0,1,1
chr2,86194872,86194921,2,"2,3",0,1,1
chr2,86194921,86195225,3,"1,2,3",1,1,1
chr2,86195225,86195232,2,"2,3",0,1,1
chr2,86195350,86195654,2,"1,3",1,0,1
chr2,86441067,86441131,2,"2,3",0,1,1
chr2,86441131,86441331,3,"1,2,3",1,1,1
chr2,86441331,86441435,2,"1,3",1,0,1
chr2,86562867,86563227,2,"2,3",0,1,1
chr2,86563356,86563402,2,"2,3",0,1,1
chr2,86563402,86563656,3,"1,2,3",1,1,1
chr2,86719783,86720126,2,"2,3",0,1,1
chr2,88627481,88627522,2,"2,3",0,1,1
chr2,88627522,88627826,3,"1,2,3",1,1,1
chr2,88627826,88627841,2,"2,3",0,1,1
chr2,90069345,90069362,2,"2,3",0,1,1
chr2,90069362,90069666,3,"1,2,3",1,1,1
chr2,90069666,90069678,2,"2,3",0,1,1
chr2,95402517,95402544,2,"2,3",0,1,1
chr2,95402544,95402848,3,"1,2,3",1,1,1
chr2,95402848,95402877,2,"2,3",0,1,1
chr2,96208224,96208528,2,"1,3",1,0,1
chr2,96208593,96208740,2,"2,3",0,1,1
chr2,96208740,96209044,3,"1,2,3",1,1,1
chr2,96209044,96209163,2,"2,3",0,1,1
chr2,96265845,96266205,2,"2,3",0,1,1
chr2,96638209,96638241,2,"2,3",0,1,1
chr2,96638241,96638545,3,"1,2,3",1,1,1
chr2,96638545,96638569,2,"2,3",0,1,1
chr2,96857987,96858347,2,"2,3",0,1,1
chr2,97645777,97646081,2,"1,3",1,0,1
chr2,97664009,97664022,2,"2,3",0,1,1
chr2,97664022,97664319,3,"1,2,3",1,1,1
chr2,97664319,97664328,2,"2,3",0,1,1
chr2,98608321,98608381,2,"2,3",0,1,1
chr2,98608381,98608685,3,"1,2,3",1,1,1
chr2,98608685,98608912,2,"2,3",0,1,1
chr2,99154935,99155295,2,"2,3",0,1,1
chr2,99180908,99181018,2,"1,3",1,0,1
chr2,99181018,99181212,3,"1,2,3",1,1,1
chr2,99181212,99181589,2,"2,3",0,1,1
chr2,99336105,99336315,2,"2,3",0,1,1
chr2,99336315,99336465,3,"1,2,3",1,1,1
chr2,99336465,99336619,2,"1,3",1,0,1
chr2,100825664,100825686,2,"2,3",0,1,1
chr2,100825686,100825990,3,"1,2,3",1,1,1
chr2,100825990,100826024,2,"2,3",0,1,1
chr2,101002103,101002407,2,"1,3",1,0,1
chr2,101308493,101308853,2,"2,3",0,1,1
chr2,101469894,101470254,2,"2,3",0,1,1
chr2,101697106,101697125,2,"2,3",0,1,1
chr2,101697125,101697429,3,"1,2,3",1,1,1
chr2,101697429,101697466,2,"2,3",0,1,1
chr2,102064226,102064530,2,"1,3",1,0,1
chr2,102736907,102737267,2,"2,3",0,1,1
chr2,105037787,105038091,2,"1,3",1,0,1
chr2,105337313,105337345,2,"2,3",0,1,1
chr2,105337345,105337649,3,"1,2,3",1,1,1
chr2,105337649,105337673,2,"2,3",0,1,1
chr2,108377761,108377782,2,"1,3",1,0,1
chr2,108377782,108378065,3,"1,2,3",1,1,1
chr2,108378065,108378142,2,"2,3",0,1,1
chr2,108449024,108449328,2,"1,3",1,0,1
chr2,108719255,108719829,2,"2,3",0,1,1
chr2,110204876,110205180,2,"1,3",1,0,1
chr2,111122412,111122772,2,"2,3",0,1,1
chr2,111123107,111123338,2,"1,3",1,0,1
chr2,111897907,111898267,2,"2,3",0,1,1
chr2,112275322,112275626,2,"1,3",1,0,1
chr2,112275906,112276266,2,"2,3",0,1,1
chr2,112645798,112646158,2,"2,3",0,1,1
chr2,112764528,112764888,2,"2,3",0,1,1
chr2,113167356,113167660,2,"1,3",1,0,1
chr2,113218394,113218698,2,"1,3",1,0,1
chr2,113218854,113219112,2,"2,3",0,1,1
chr2,113603603,113603907,2,"1,3",1,0,1
chr2,113977654,113977915,2,"1,3",1,0,1
chr2,117814436,117814459,2,"1,3",1,0,1
chr2,117814459,117814819,3,"1,2,3",1,1,1
chr2,117814819,117814942,2,"1,3",1,0,1
chr2,118088087,118088391,2,"1,3",1,0,1
chr2,119292329,119292474,3,"1,2,3",1,1,1
chr2,119292474,119292477,2,"2,3",0,1,1
chr2,119366685,119366989,2,"1,3",1,0,1
chr2,119431511,119431555,2,"2,3",0,1,1
chr2,119431555,119431859,3,"1,2,3",1,1,1
chr2,119431859,119431871,2,"2,3",0,1,1
chr2,119438203,119438497,2,"2,3",0,1,1
chr2,119759697,119759730,2,"1,3",1,0,1
chr2,119759730,119759861,3,"1,2,3",1,1,1
