chrom,start,end,num,list,ENCFF110FKC_MAX_sorted.bed,ENCFF204YUM_MAX_sorted.bed,ENCFF608XFL_MAX_sorted.bed,ENCFF770REJ_MAX_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr2,95526540,95526829,4,"1,3,4,5",1,0,1,1,1
chr2,95526829,95526850,3,"1,3,5",1,0,1,0,1
chr2,95526850,95526945,2,"3,5",0,0,1,0,1
chr2,96208202,96208522,2,"2,5",0,1,0,0,1
chr2,96208609,96208688,2,"4,5",0,0,0,1,1
chr2,96208688,96208731,3,"1,4,5",1,0,0,1,1
chr2,96208731,96208789,4,"1,3,4,5",1,0,1,1,1
chr2,96208789,96208994,5,"1,2,3,4,5",1,1,1,1,1
chr2,96208994,96208998,4,"1,2,4,5",1,1,0,1,1
chr2,96208998,96209079,3,"2,4,5",0,1,0,1,1
chr2,96209079,96209109,2,"2,5",0,1,0,0,1
chr2,96265905,96266161,2,"1,5",1,0,0,0,1
chr2,96266161,96266215,3,"1,2,5",1,1,0,0,1
chr2,96266215,96266277,2,"2,5",0,1,0,0,1
chr2,96266277,96266481,3,"2,4,5",0,1,0,1,1
chr2,96266481,96266582,2,"4,5",0,0,0,1,1
chr2,96305376,96305406,2,"4,5",0,0,0,1,1
chr2,96305406,96305440,3,"1,4,5",1,0,0,1,1
chr2,96305440,96305716,4,"1,3,4,5",1,0,1,1,1
chr2,96305716,96305719,3,"3,4,5",0,0,1,1,1
chr2,96305719,96305763,2,"4,5",0,0,0,1,1
chr2,96321182,96321195,2,"4,5",0,0,0,1,1
chr2,96321195,96321520,3,"3,4,5",0,0,1,1,1
chr2,96321520,96321620,2,"3,5",0,0,1,0,1
chr2,96321620,96321930,3,"1,3,5",1,0,1,0,1
chr2,96321930,96322222,2,"3,5",0,0,1,0,1
chr2,96335603,96335677,2,"1,5",1,0,0,0,1
chr2,96335677,96335711,3,"1,4,5",1,0,0,1,1
chr2,96335711,96335861,4,"1,3,4,5",1,0,1,1,1
chr2,96335861,96335913,3,"1,4,5",1,0,0,1,1
chr2,96335913,96335916,2,"4,5",0,0,0,1,1
chr2,96335916,96335977,3,"3,4,5",0,0,1,1,1
chr2,96335977,96335985,2,"3,5",0,0,1,0,1
chr2,96335985,96336208,3,"3,4,5",0,0,1,1,1
chr2,96536957,96536986,2,"4,5",0,0,0,1,1
chr2,96637781,96637959,2,"3,5",0,0,1,0,1
chr2,96638221,96638222,2,"3,5",0,0,1,0,1
chr2,96638222,96638232,3,"1,3,5",1,0,1,0,1
chr2,96638232,96638301,4,"1,3,4,5",1,0,1,1,1
chr2,96638301,96638532,5,"1,2,3,4,5",1,1,1,1,1
chr2,96638532,96638569,4,"2,3,4,5",0,1,1,1,1
chr2,96638569,96638621,3,"2,4,5",0,1,0,1,1
chr2,96638621,96638639,2,"4,5",0,0,0,1,1
chr2,96760432,96760437,2,"2,5",0,1,0,0,1
chr2,96760437,96760450,3,"2,4,5",0,1,0,1,1
chr2,96760450,96760471,4,"1,2,4,5",1,1,0,1,1
chr2,96760471,96760703,5,"1,2,3,4,5",1,1,1,1,1
chr2,96760703,96760739,4,"1,2,4,5",1,1,0,1,1
chr2,96760739,96760752,3,"1,2,5",1,1,0,0,1
chr2,96760752,96760760,2,"1,5",1,0,0,0,1
chr2,96761107,96761333,2,"4,5",0,0,0,1,1
chr2,96800822,96801029,2,"4,5",0,0,0,1,1
chr2,96801029,96801339,3,"1,4,5",1,0,0,1,1
chr2,96801339,96801392,2,"4,5",0,0,0,1,1
chr2,96815801,96815964,4,"1,3,4,5",1,0,1,1,1
chr2,96815964,96816100,3,"3,4,5",0,0,1,1,1
chr2,96816100,96816271,2,"3,5",0,0,1,0,1
chr2,96816274,96816404,2,"4,5",0,0,0,1,1
chr2,96816404,96816844,3,"3,4,5",0,0,1,1,1
chr2,96816844,96816949,2,"3,5",0,0,1,0,1
chr2,96857657,96857690,3,"3,4,5",0,0,1,1,1
chr2,96857690,96857747,2,"3,5",0,0,1,0,1
chr2,96857959,96858065,2,"3,5",0,0,1,0,1
chr2,96858065,96858409,3,"3,4,5",0,0,1,1,1
chr2,96858409,96858454,2,"4,5",0,0,0,1,1
chr2,96868511,96868848,2,"3,5",0,0,1,0,1
chr2,97112990,97113118,2,"3,5",0,0,1,0,1
chr2,97113118,97113322,3,"3,4,5",0,0,1,1,1
chr2,97113322,97113625,2,"4,5",0,0,0,1,1
chr2,97645547,97645636,2,"4,5",0,0,0,1,1
chr2,97645636,97646086,3,"3,4,5",0,0,1,1,1
chr2,97646086,97646117,2,"4,5",0,0,0,1,1
chr2,97663392,97663662,2,"4,5",0,0,0,1,1
chr2,97664173,97664220,2,"4,5",0,0,0,1,1
chr2,97664220,97664337,3,"3,4,5",0,0,1,1,1
chr2,97664337,97664513,2,"4,5",0,0,0,1,1
chr2,98086936,98087436,2,"4,5",0,0,0,1,1
chr2,98444516,98444912,2,"4,5",0,0,0,1,1
chr2,98608484,98608496,2,"4,5",0,0,0,1,1
chr2,98608496,98608635,3,"3,4,5",0,0,1,1,1
chr2,98608635,98608665,2,"4,5",0,0,0,1,1
chr2,99140656,99140668,2,"4,5",0,0,0,1,1
chr2,99140668,99141118,3,"3,4,5",0,0,1,1,1
chr2,99141118,99141257,2,"4,5",0,0,0,1,1
chr2,99141257,99141653,3,"3,4,5",0,0,1,1,1
chr2,99141653,99142009,2,"3,5",0,0,1,0,1
chr2,99154852,99154886,2,"4,5",0,0,0,1,1
chr2,99154886,99154902,3,"1,4,5",1,0,0,1,1
chr2,99154902,99154919,4,"1,3,4,5",1,0,1,1,1
chr2,99154919,99155239,5,"1,2,3,4,5",1,1,1,1,1
chr2,99155239,99155286,4,"1,3,4,5",1,0,1,1,1
chr2,99155286,99155320,3,"1,4,5",1,0,0,1,1
chr2,99155320,99155403,2,"1,5",1,0,0,0,1
chr2,99180936,99180990,2,"2,5",0,1,0,0,1
chr2,99180990,99181070,3,"2,4,5",0,1,0,1,1
chr2,99181070,99181278,4,"2,3,4,5",0,1,1,1,1
chr2,99181278,99181300,3,"2,4,5",0,1,0,1,1
chr2,99181300,99181378,2,"2,5",0,1,0,0,1
chr2,99181378,99181555,3,"2,4,5",0,1,0,1,1
chr2,99181555,99181567,2,"2,5",0,1,0,0,1
chr2,99336411,99336447,2,"4,5",0,0,0,1,1
chr2,99336447,99336607,3,"3,4,5",0,0,1,1,1
chr2,99336607,99336681,2,"4,5",0,0,0,1,1
chr2,99337067,99337090,2,"4,5",0,0,0,1,1
chr2,99337090,99337106,3,"1,4,5",1,0,0,1,1
chr2,99337106,99337143,4,"1,3,4,5",1,0,1,1,1
chr2,99337143,99337400,5,"1,2,3,4,5",1,1,1,1,1
chr2,99337400,99337463,4,"2,3,4,5",0,1,1,1,1
chr2,99337463,99337509,3,"3,4,5",0,0,1,1,1
chr2,99337509,99337542,2,"4,5",0,0,0,1,1
chr2,100417089,100417489,2,"4,5",0,0,0,1,1
chr2,100562786,100562796,2,"3,5",0,0,1,0,1
chr2,100562796,100563021,3,"3,4,5",0,0,1,1,1
chr2,100563021,100563028,4,"1,3,4,5",1,0,1,1,1
chr2,100563028,100563135,5,"1,2,3,4,5",1,1,1,1,1
chr2,100563135,100563331,4,"1,2,3,5",1,1,1,0,1
chr2,100563331,100563348,3,"2,3,5",0,1,1,0,1
chr2,100563348,100563440,2,"3,5",0,0,1,0,1
chr2,100818560,100819518,3,"3,4,5",0,0,1,1,1
chr2,100819518,100819579,2,"4,5",0,0,0,1,1
chr2,101001895,101001945,2,"4,5",0,0,0,1,1
chr2,101001945,101002063,3,"3,4,5",0,0,1,1,1
chr2,101002063,101002104,4,"1,3,4,5",1,0,1,1,1
chr2,101002104,101002182,5,"1,2,3,4,5",1,1,1,1,1
chr2,101002182,101002184,4,"2,3,4,5",0,1,1,1,1
chr2,101002184,101002411,3,"3,4,5",0,0,1,1,1
chr2,101002411,101002602,2,"4,5",0,0,0,1,1
chr2,101151286,101151344,2,"2,5",0,1,0,0,1
chr2,101151344,101151571,3,"2,4,5",0,1,0,1,1
chr2,101151571,101151757,2,"4,5",0,0,0,1,1
chr2,101252462,101252518,2,"4,5",0,0,0,1,1
chr2,101252518,101252608,3,"2,4,5",0,1,0,1,1
chr2,101252608,101252674,4,"2,3,4,5",0,1,1,1,1
chr2,101252674,101252838,3,"2,3,5",0,1,1,0,1
chr2,101252838,101253058,2,"3,5",0,0,1,0,1
chr2,101308046,101308401,3,"3,4,5",0,0,1,1,1
chr2,101308401,101308704,2,"4,5",0,0,0,1,1
chr2,101308704,101309111,3,"3,4,5",0,0,1,1,1
chr2,101309111,101309121,2,"3,5",0,0,1,0,1
chr2,101387361,101387798,2,"3,5",0,0,1,0,1
chr2,101517181,101517398,2,"3,5",0,0,1,0,1
chr2,101517398,101517550,3,"3,4,5",0,0,1,1,1
chr2,101517550,101517788,2,"3,5",0,0,1,0,1
chr2,101697136,101697333,2,"3,5",0,0,1,0,1
chr2,101697333,101697558,3,"3,4,5",0,0,1,1,1
chr2,101697558,101697586,2,"3,5",0,0,1,0,1
chr2,102064292,102064302,2,"1,5",1,0,0,0,1
chr2,102064302,102064319,3,"1,3,5",1,0,1,0,1
chr2,102064319,102064522,4,"1,3,4,5",1,0,1,1,1
chr2,102064522,102064553,3,"1,4,5",1,0,0,1,1
chr2,102065802,102065822,2,"4,5",0,0,0,1,1
chr2,102065822,102065833,3,"3,4,5",0,0,1,1,1
chr2,102065833,102065922,4,"1,3,4,5",1,0,1,1,1
chr2,102065922,102066143,5,"1,2,3,4,5",1,1,1,1,1
chr2,102066143,102066242,4,"2,3,4,5",0,1,1,1,1
chr2,102066242,102066246,3,"3,4,5",0,0,1,1,1
chr2,102070175,102070456,3,"3,4,5",0,0,1,1,1
chr2,102070456,102070685,2,"4,5",0,0,0,1,1
chr2,102619089,102619097,2,"2,5",0,1,0,0,1
chr2,102619097,102619612,3,"2,3,5",0,1,1,0,1
chr2,102619612,102619691,2,"3,5",0,0,1,0,1
chr2,102619691,102619828,3,"3,4,5",0,0,1,1,1
chr2,102619828,102620058,2,"4,5",0,0,0,1,1
chr2,102708903,102709183,2,"4,5",0,0,0,1,1
chr2,102736670,102737361,2,"4,5",0,0,0,1,1
chr2,105037529,105037979,2,"3,5",0,0,1,0,1
chr2,105329067,105329119,2,"4,5",0,0,0,1,1
chr2,105329620,105329930,2,"1,5",1,0,0,0,1
chr2,105330067,105330188,2,"4,5",0,0,0,1,1
chr2,105330188,105330301,3,"3,4,5",0,0,1,1,1
chr2,105330301,105330324,2,"4,5",0,0,0,1,1
chr2,105337423,105337533,4,"2,3,4,5",0,1,1,1,1
chr2,105337533,105337668,3,"3,4,5",0,0,1,1,1
chr2,105337668,105337706,2,"3,5",0,0,1,0,1
chr2,105369836,105370141,3,"3,4,5",0,0,1,1,1
chr2,106511903,106511931,2,"4,5",0,0,0,1,1
chr2,106970783,106971142,3,"3,4,5",0,0,1,1,1
chr2,106971142,106971180,2,"4,5",0,0,0,1,1
chr2,108216015,108216189,2,"4,5",0,0,0,1,1
chr2,108385592,108386005,2,"4,5",0,0,0,1,1
chr2,108448466,108448916,2,"3,5",0,0,1,0,1
chr2,108448925,108449495,2,"4,5",0,0,0,1,1
chr2,108533848,108533856,2,"2,5",0,1,0,0,1
chr2,108533856,108533945,3,"1,2,5",1,1,0,0,1
chr2,108533945,108534011,4,"1,2,4,5",1,1,0,1,1
chr2,108534011,108534126,5,"1,2,3,4,5",1,1,1,1,1
chr2,108534126,108534166,4,"1,2,4,5",1,1,0,1,1
chr2,108534166,108534168,3,"2,4,5",0,1,0,1,1
chr2,108534168,108534184,2,"4,5",0,0,0,1,1
chr2,108719248,108719503,5,"1,2,3,4,5",1,1,1,1,1
chr2,108719503,108719526,4,"1,3,4,5",1,0,1,1,1
chr2,108719526,108719601,3,"3,4,5",0,0,1,1,1
chr2,108719601,108719626,2,"4,5",0,0,0,1,1
chr2,108786469,108786633,2,"4,5",0,0,0,1,1
chr2,108786633,108787039,3,"3,4,5",0,0,1,1,1
chr2,108787039,108787083,2,"3,5",0,0,1,0,1
chr2,109127991,109128440,2,"4,5",0,0,0,1,1
chr2,109128673,109128749,2,"4,5",0,0,0,1,1
chr2,109128749,109129199,3,"3,4,5",0,0,1,1,1
chr2,109129199,109129243,2,"4,5",0,0,0,1,1
chr2,109613977,109613992,2,"4,5",0,0,0,1,1
chr2,109613992,109614004,3,"3,4,5",0,0,1,1,1
chr2,109614004,109614192,4,"1,3,4,5",1,0,1,1,1
chr2,109614192,109614264,3,"1,4,5",1,0,0,1,1
chr2,109614264,109614314,2,"1,5",1,0,0,0,1
chr2,110114247,110114388,4,"1,3,4,5",1,0,1,1,1
chr2,110114388,110114437,3,"1,4,5",1,0,0,1,1
chr2,110114437,110114561,2,"4,5",0,0,0,1,1
chr2,110115607,110115704,2,"3,5",0,0,1,0,1
chr2,110115704,110116057,3,"3,4,5",0,0,1,1,1
chr2,110116057,110116318,2,"4,5",0,0,0,1,1
chr2,110116318,110116387,3,"3,4,5",0,0,1,1,1
chr2,110116387,110116683,2,"3,5",0,0,1,0,1
chr2,110212336,110212368,2,"4,5",0,0,0,1,1
chr2,110212368,110212393,3,"2,4,5",0,1,0,1,1
chr2,110212393,110212396,4,"1,2,4,5",1,1,0,1,1
chr2,110212396,110212688,5,"1,2,3,4,5",1,1,1,1,1
chr2,110212688,110212703,4,"1,3,4,5",1,0,1,1,1
chr2,110212703,110212713,3,"3,4,5",0,0,1,1,1
chr2,110212713,110212765,2,"4,5",0,0,0,1,1
chr2,111120432,111120493,2,"4,5",0,0,0,1,1
chr2,111120493,111120519,3,"3,4,5",0,0,1,1,1
chr2,111120519,111120528,4,"2,3,4,5",0,1,1,1,1
chr2,111120528,111120838,5,"1,2,3,4,5",1,1,1,1,1
chr2,111120838,111120839,4,"2,3,4,5",0,1,1,1,1
chr2,111120839,111120852,3,"3,4,5",0,0,1,1,1
chr2,111120852,111120857,2,"3,5",0,0,1,0,1
chr2,111122363,111122648,3,"3,4,5",0,0,1,1,1
chr2,111122648,111122711,2,"3,5",0,0,1,0,1
chr2,111320954,111321331,2,"3,5",0,0,1,0,1
chr2,111884140,111884290,2,"4,5",0,0,0,1,1
chr2,111884290,111884292,3,"2,4,5",0,1,0,1,1
chr2,111884292,111884331,4,"1,2,4,5",1,1,0,1,1
chr2,111884331,111884528,5,"1,2,3,4,5",1,1,1,1,1
chr2,111884528,111884597,4,"1,2,4,5",1,1,0,1,1
chr2,111884597,111884610,3,"1,2,5",1,1,0,0,1
chr2,111884610,111884761,2,"1,5",1,0,0,0,1
chr2,111897835,111898405,2,"4,5",0,0,0,1,1
chr2,112054784,112054873,2,"3,5",0,0,1,0,1
chr2,112054961,112055228,2,"3,5",0,0,1,0,1
chr2,112055228,112055771,3,"3,4,5",0,0,1,1,1
chr2,112055771,112055798,2,"4,5",0,0,0,1,1
chr2,112275353,112275396,2,"4,5",0,0,0,1,1
chr2,112275396,112275427,3,"3,4,5",0,0,1,1,1
chr2,112275427,112275746,4,"2,3,4,5",0,1,1,1,1
chr2,112275746,112275747,3,"2,3,5",0,1,1,0,1
chr2,112275747,112275921,2,"3,5",0,0,1,0,1
chr2,112275921,112275939,3,"1,3,5",1,0,1,0,1
chr2,112275939,112276011,2,"1,5",1,0,0,0,1
chr2,112276011,112276114,3,"1,4,5",1,0,0,1,1
chr2,112276114,112276231,4,"1,3,4,5",1,0,1,1,1
chr2,112276231,112276351,3,"3,4,5",0,0,1,1,1
chr2,112480904,112480914,2,"1,5",1,0,0,0,1
chr2,112480914,112481214,3,"1,4,5",1,0,0,1,1
chr2,112481214,112481484,2,"4,5",0,0,0,1,1
chr2,112542299,112542320,2,"4,5",0,0,0,1,1
chr2,112542320,112542457,4,"2,3,4,5",0,1,1,1,1
chr2,112542457,112542640,5,"1,2,3,4,5",1,1,1,1,1
chr2,112542640,112542737,4,"1,3,4,5",1,0,1,1,1
chr2,112542737,112542767,3,"1,4,5",1,0,0,1,1
chr2,112542767,112542844,2,"4,5",0,0,0,1,1
chr2,112584177,112584244,2,"4,5",0,0,0,1,1
chr2,112584244,112584981,3,"3,4,5",0,0,1,1,1
chr2,112584981,112584986,2,"4,5",0,0,0,1,1
chr2,112600103,112600105,3,"2,4,5",0,1,0,1,1
chr2,112600105,112600110,4,"1,2,4,5",1,1,0,1,1
chr2,112600110,112600355,5,"1,2,3,4,5",1,1,1,1,1
chr2,112600355,112600366,4,"1,2,4,5",1,1,0,1,1
chr2,112600366,112600371,3,"1,2,5",1,1,0,0,1
chr2,112626594,112626942,3,"3,4,5",0,0,1,1,1
chr2,112626942,112627210,2,"4,5",0,0,0,1,1
chr2,112627257,112627698,2,"4,5",0,0,0,1,1
chr2,112645472,112645580,2,"4,5",0,0,0,1,1
chr2,112645580,112645581,3,"3,4,5",0,0,1,1,1
chr2,112645581,112645623,4,"1,3,4,5",1,0,1,1,1
chr2,112645623,112645822,5,"1,2,3,4,5",1,1,1,1,1
chr2,112645822,112645881,4,"1,2,4,5",1,1,0,1,1
chr2,112645881,112645891,3,"1,2,5",1,1,0,0,1
chr2,112645891,112645943,2,"2,5",0,1,0,0,1
chr2,112646180,112646325,2,"3,5",0,0,1,0,1
chr2,112646325,112646446,3,"3,4,5",0,0,1,1,1
chr2,112726605,112726664,2,"4,5",0,0,0,1,1
chr2,112726664,112727065,3,"3,4,5",0,0,1,1,1
chr2,112764099,112764283,2,"3,5",0,0,1,0,1
chr2,112764339,112764380,2,"3,5",0,0,1,0,1
chr2,112764380,112764892,3,"3,4,5",0,0,1,1,1
chr2,112764892,112765088,2,"4,5",0,0,0,1,1
chr2,113203967,113204126,4,"1,2,3,5",1,1,1,0,1
chr2,113204126,113204233,3,"2,3,5",0,1,1,0,1
chr2,113211219,113211318,2,"4,5",0,0,0,1,1
chr2,113211318,113211638,3,"3,4,5",0,0,1,1,1
chr2,113218447,113218530,2,"4,5",0,0,0,1,1
chr2,113218530,113218800,3,"3,4,5",0,0,1,1,1
chr2,113240159,113240493,2,"3,5",0,0,1,0,1
chr2,113240782,113240819,2,"4,5",0,0,0,1,1
chr2,113240819,113241338,3,"2,4,5",0,1,0,1,1
chr2,113241338,113241348,2,"4,5",0,0,0,1,1
chr2,113627081,113627391,2,"1,5",1,0,0,0,1
chr2,113889787,113889797,2,"2,5",0,1,0,0,1
chr2,113889797,113889801,3,"2,4,5",0,1,0,1,1
chr2,113889801,113890079,4,"2,3,4,5",0,1,1,1,1
chr2,113890079,113890107,3,"2,3,5",0,1,1,0,1
chr2,113890107,113890378,2,"3,5",0,0,1,0,1
chr2,117814412,117814447,2,"4,5",0,0,0,1,1
chr2,117814447,117814511,3,"3,4,5",0,0,1,1,1
chr2,117814511,117814532,4,"2,3,4,5",0,1,1,1,1
chr2,117814532,117814813,5,"1,2,3,4,5",1,1,1,1,1
chr2,117814813,117814831,4,"1,2,4,5",1,1,0,1,1
chr2,117814831,117814842,3,"1,4,5",1,0,0,1,1
chr2,117814842,117814905,2,"4,5",0,0,0,1,1
chr2,117856481,117856605,2,"3,5",0,0,1,0,1
chr2,117856605,117856931,3,"3,4,5",0,0,1,1,1
chr2,117856931,117857108,2,"4,5",0,0,0,1,1
chr2,118003391,118003632,4,"1,2,4,5",1,1,0,1,1
chr2,118003632,118003637,3,"2,4,5",0,1,0,1,1
chr2,118003637,118003654,2,"4,5",0,0,0,1,1
chr2,118013669,118014021,2,"4,5",0,0,0,1,1
chr2,118014021,118014471,3,"3,4,5",0,0,1,1,1
chr2,118014471,118014562,2,"4,5",0,0,0,1,1
chr2,118088009,118088392,3,"3,4,5",0,0,1,1,1
chr2,118088392,118088683,2,"4,5",0,0,0,1,1
chr2,119223838,119223909,2,"4,5",0,0,0,1,1
chr2,119223909,119224090,3,"3,4,5",0,0,1,1,1
chr2,119224090,119224230,2,"4,5",0,0,0,1,1
chr2,119252732,119252782,2,"3,5",0,0,1,0,1
chr2,119252782,119253182,3,"3,4,5",0,0,1,1,1
chr2,119253182,119253328,2,"4,5",0,0,0,1,1
chr2,119366662,119366663,2,"4,5",0,0,0,1,1
chr2,119366663,119366668,3,"1,4,5",1,0,0,1,1
chr2,119366668,119366710,4,"1,2,4,5",1,1,0,1,1
chr2,119366710,119366973,5,"1,2,3,4,5",1,1,1,1,1
chr2,119366973,119366988,4,"2,3,4,5",0,1,1,1,1
chr2,119366988,119367034,3,"3,4,5",0,0,1,1,1
chr2,119367034,119367270,2,"3,5",0,0,1,0,1
chr2,119544066,119544072,2,"4,5",0,0,0,1,1
chr2,119544072,119544522,3,"3,4,5",0,0,1,1,1
chr2,119544522,119544571,2,"4,5",0,0,0,1,1
chr2,119679048,119679105,2,"4,5",0,0,0,1,1
chr2,119679105,119679339,3,"3,4,5",0,0,1,1,1
chr2,119679339,119679447,2,"4,5",0,0,0,1,1
chr2,119759804,119759814,2,"4,5",0,0,0,1,1
chr2,119759814,119759957,3,"3,4,5",0,0,1,1,1
chr2,119759957,119760374,2,"4,5",0,0,0,1,1
chr2,120012761,120012788,2,"2,5",0,1,0,0,1
chr2,120012788,120012797,3,"1,2,5",1,1,0,0,1
chr2,120012797,120013081,4,"1,2,4,5",1,1,0,1,1
chr2,120013081,120013098,3,"1,4,5",1,0,0,1,1
chr2,120013098,120013480,2,"4,5",0,0,0,1,1
chr2,120222925,120222936,2,"4,5",0,0,0,1,1
chr2,120222936,120223080,3,"3,4,5",0,0,1,1,1
chr2,120223080,120223084,4,"1,3,4,5",1,0,1,1,1
chr2,120223084,120223225,5,"1,2,3,4,5",1,1,1,1,1
chr2,120223225,120223226,4,"1,3,4,5",1,0,1,1,1
chr2,120223226,120223341,3,"3,4,5",0,0,1,1,1
chr2,120223341,120223452,2,"4,5",0,0,0,1,1
chr2,120223582,120223892,2,"1,5",1,0,0,0,1
chr2,120238737,120238759,2,"4,5",0,0,0,1,1
chr2,120238759,120239267,3,"3,4,5",0,0,1,1,1
chr2,120313090,120313135,2,"4,5",0,0,0,1,1
chr2,120313135,120313497,3,"3,4,5",0,0,1,1,1
chr2,120343376,120343386,2,"4,5",0,0,0,1,1
chr2,120343386,120343871,3,"3,4,5",0,0,1,1,1
chr2,120343871,120343902,2,"3,5",0,0,1,0,1
chr2,120470144,120470203,2,"4,5",0,0,0,1,1
chr2,120470203,120470349,3,"3,4,5",0,0,1,1,1
chr2,120470349,120470653,4,"2,3,4,5",0,1,1,1,1
chr2,120470653,120470669,3,"2,4,5",0,1,0,1,1
chr2,120470669,120470714,2,"4,5",0,0,0,1,1
chr2,120552854,120552860,2,"4,5",0,0,0,1,1
chr2,120552860,120553310,3,"3,4,5",0,0,1,1,1
chr2,120553310,120553354,2,"4,5",0,0,0,1,1
chr2,120695622,120696062,3,"3,4,5",0,0,1,1,1
chr2,120696062,120696070,2,"4,5",0,0,0,1,1
chr2,120729727,120730015,3,"3,4,5",0,0,1,1,1
chr2,120735726,120736134,2,"4,5",0,0,0,1,1
chr2,120736182,120736424,2,"3,5",0,0,1,0,1
chr2,120736424,120736632,3,"3,4,5",0,0,1,1,1
chr2,120736632,120736983,2,"4,5",0,0,0,1,1
chr2,120867263,120867634,2,"4,5",0,0,0,1,1
chr2,121075121,121075144,2,"4,5",0,0,0,1,1
chr2,121075144,121075368,3,"3,4,5",0,0,1,1,1
chr2,121075368,121075404,2,"4,5",0,0,0,1,1
chr2,121529936,121529990,2,"4,5",0,0,0,1,1
chr2,121529990,121530638,3,"3,4,5",0,0,1,1,1
chr2,121530638,121530639,2,"3,5",0,0,1,0,1
chr2,121530793,121530869,2,"1,5",1,0,0,0,1
chr2,121530869,121530905,3,"1,3,5",1,0,1,0,1
chr2,121530905,121531103,4,"1,3,4,5",1,0,1,1,1
chr2,121531103,121531209,3,"3,4,5",0,0,1,1,1
chr2,121531209,121531319,2,"3,5",0,0,1,0,1
chr2,121649367,121649831,2,"4,5",0,0,0,1,1
chr2,121649831,121649937,3,"3,4,5",0,0,1,1,1
chr2,121649937,121650187,2,"3,5",0,0,1,0,1
chr2,121699916,121699935,2,"3,5",0,0,1,0,1
chr2,121699935,121700255,3,"2,3,5",0,1,1,0,1
chr2,121700255,121700295,2,"3,5",0,0,1,0,1
chr2,121736636,121736724,2,"4,5",0,0,0,1,1
chr2,121736724,121736726,3,"2,4,5",0,1,0,1,1
chr2,121736726,121736740,4,"2,3,4,5",0,1,1,1,1
chr2,121736740,121737006,5,"1,2,3,4,5",1,1,1,1,1
chr2,121737006,121737040,4,"1,2,4,5",1,1,0,1,1
chr2,121737040,121737044,3,"1,2,5",1,1,0,0,1
chr2,121737044,121737050,2,"1,5",1,0,0,0,1
chr2,121755328,121755386,4,"1,3,4,5",1,0,1,1,1
chr2,121755386,121755496,5,"1,2,3,4,5",1,1,1,1,1
chr2,121755496,121755637,4,"1,3,4,5",1,0,1,1,1
chr2,121755637,121755706,3,"3,4,5",0,0,1,1,1
chr2,121755706,121755718,2,"4,5",0,0,0,1,1
chr2,127025428,127025527,2,"4,5",0,0,0,1,1
chr2,127025527,127025606,3,"3,4,5",0,0,1,1,1
chr2,127025606,127025926,4,"2,3,4,5",0,1,1,1,1
chr2,127025926,127025977,3,"3,4,5",0,0,1,1,1
chr2,127025977,127025998,2,"4,5",0,0,0,1,1
chr2,127294119,127294190,2,"4,5",0,0,0,1,1
chr2,127294190,127294269,3,"1,4,5",1,0,0,1,1
chr2,127294269,127294401,2,"1,5",1,0,0,0,1
chr2,127387134,127387135,2,"4,5",0,0,0,1,1
chr2,127387135,127387347,3,"3,4,5",0,0,1,1,1
chr2,127387347,127387585,2,"3,5",0,0,1,0,1
chr2,127387741,127387971,2,"3,5",0,0,1,0,1
chr2,127387971,127388086,3,"3,4,5",0,0,1,1,1
chr2,127388086,127388167,4,"2,3,4,5",0,1,1,1,1
chr2,127388167,127388406,5,"1,2,3,4,5",1,1,1,1,1
chr2,127388406,127388408,4,"1,3,4,5",1,0,1,1,1
chr2,127398075,127398084,2,"4,5",0,0,0,1,1
chr2,127398142,127398579,2,"4,5",0,0,0,1,1
chr2,127408427,127408480,2,"2,5",0,1,0,0,1
chr2,127408480,127408603,3,"2,4,5",0,1,0,1,1
chr2,127408603,127408651,4,"2,3,4,5",0,1,1,1,1
chr2,127408651,127408948,3,"3,4,5",0,0,1,1,1
chr2,127526208,127526286,2,"4,5",0,0,0,1,1
chr2,127526286,127526659,3,"3,4,5",0,0,1,1,1
chr2,127526659,127526695,4,"2,3,4,5",0,1,1,1,1
chr2,127526695,127526967,5,"1,2,3,4,5",1,1,1,1,1
chr2,127526967,127526979,4,"1,2,3,5",1,1,1,0,1
chr2,127526979,127527005,3,"1,3,5",1,0,1,0,1
chr2,127527005,127527064,2,"3,5",0,0,1,0,1
chr2,127649740,127650022,3,"3,4,5",0,0,1,1,1
chr2,127650022,127650044,2,"4,5",0,0,0,1,1
chr2,127695632,127695698,2,"4,5",0,0,0,1,1
chr2,127695698,127695703,3,"1,4,5",1,0,0,1,1
chr2,127695703,127695747,4,"1,2,4,5",1,1,0,1,1
chr2,127695747,127695989,5,"1,2,3,4,5",1,1,1,1,1
chr2,127695989,127695992,4,"1,2,4,5",1,1,0,1,1
chr2,127695992,127696008,3,"1,2,5",1,1,0,0,1
chr2,127696008,127696010,2,"2,5",0,1,0,0,1
chr2,127701227,127701793,2,"4,5",0,0,0,1,1
chr2,127701793,127702028,3,"2,4,5",0,1,0,1,1
chr2,127702028,127702113,2,"2,5",0,1,0,0,1
chr2,127857890,127858074,2,"4,5",0,0,0,1,1
chr2,127858074,127858123,3,"3,4,5",0,0,1,1,1
chr2,127858123,127858480,2,"3,5",0,0,1,0,1
chr2,127886351,127886888,2,"4,5",0,0,0,1,1
