chrom,start,end,num,list,ENCFF684YEX_RFX5_sorted.bed,ENCFF863XXN_RFX5_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr19,17511969,17512586,2,"1,3",1,0,1
chr19,17523222,17523562,2,"1,3",1,0,1
chr19,17555349,17555689,2,"1,3",1,0,1
chr19,17751374,17751804,2,"1,3",1,0,1
chr19,18104369,18104400,2,"1,3",1,0,1
chr19,18104400,18104732,3,"1,2,3",1,1,1
chr19,18104732,18104788,2,"1,3",1,0,1
chr19,18152476,18152816,2,"1,3",1,0,1
chr19,18192789,18192893,2,"1,3",1,0,1
chr19,18192893,18193088,3,"1,2,3",1,1,1
chr19,18193088,18193202,2,"1,3",1,0,1
chr19,18204006,18204547,2,"1,3",1,0,1
chr19,18328434,18328450,2,"2,3",0,1,1
chr19,18328450,18328744,3,"1,2,3",1,1,1
chr19,18328744,18328790,2,"1,3",1,0,1
chr19,18522173,18522513,2,"1,3",1,0,1
chr19,18557664,18557974,2,"2,3",0,1,1
chr19,18571452,18571462,2,"1,3",1,0,1
chr19,18571462,18571772,3,"1,2,3",1,1,1
chr19,18571772,18571792,2,"1,3",1,0,1
chr19,18588779,18589338,2,"1,3",1,0,1
chr19,19063698,19063721,2,"2,3",0,1,1
chr19,19063721,19064008,3,"1,2,3",1,1,1
chr19,19064008,19064061,2,"1,3",1,0,1
chr19,19155489,19155568,2,"1,3",1,0,1
chr19,19385538,19385624,2,"1,3",1,0,1
chr19,19385624,19385934,3,"1,2,3",1,1,1
chr19,19385934,19385953,2,"1,3",1,0,1
chr19,19405397,19405737,2,"1,3",1,0,1
chr19,19618599,19618676,2,"1,3",1,0,1
chr19,19618676,19618939,3,"1,2,3",1,1,1
chr19,19618939,19618986,2,"2,3",0,1,1
chr19,19661908,19662248,2,"1,3",1,0,1
chr19,19865649,19865676,2,"1,3",1,0,1
chr19,19865676,19865986,3,"1,2,3",1,1,1
chr19,19865986,19865989,2,"1,3",1,0,1
chr19,20776049,20776389,2,"1,3",1,0,1
chr19,20923024,20923334,2,"2,3",0,1,1
chr19,21020425,21020765,2,"1,3",1,0,1
chr19,21081991,21082005,2,"1,3",1,0,1
chr19,21082005,21082315,3,"1,2,3",1,1,1
chr19,21082315,21082331,2,"1,3",1,0,1
chr19,21141822,21142162,2,"1,3",1,0,1
chr19,21358750,21358799,2,"1,3",1,0,1
chr19,21358799,21359090,3,"1,2,3",1,1,1
chr19,21359090,21359109,2,"2,3",0,1,1
chr19,21505390,21505407,2,"1,3",1,0,1
chr19,21505407,21505648,3,"1,2,3",1,1,1
chr19,21505648,21505655,2,"1,3",1,0,1
chr19,21767430,21767770,2,"1,3",1,0,1
chr19,29277174,29277446,2,"1,3",1,0,1
chr19,32580912,32581461,2,"1,3",1,0,1
chr19,32971987,32972016,2,"1,3",1,0,1
chr19,32972016,32972326,3,"1,2,3",1,1,1
chr19,32972326,32972327,2,"1,3",1,0,1
chr19,34134434,34134478,2,"1,3",1,0,1
chr19,34134478,34134774,3,"1,2,3",1,1,1
chr19,34134774,34134788,2,"2,3",0,1,1
chr19,34359227,34359567,2,"1,3",1,0,1
chr19,34734308,34734648,2,"1,3",1,0,1
chr19,35247762,35248102,2,"1,3",1,0,1
chr19,35545394,35545734,2,"1,3",1,0,1
chr19,35559213,35559256,2,"1,3",1,0,1
chr19,35559256,35559553,3,"1,2,3",1,1,1
chr19,35559553,35559566,2,"2,3",0,1,1
chr19,35596422,35596762,2,"1,3",1,0,1
chr19,35612520,35612559,2,"1,3",1,0,1
chr19,35612559,35612873,3,"1,2,3",1,1,1
chr19,35612873,35612912,2,"1,3",1,0,1
chr19,35628806,35628823,2,"1,3",1,0,1
chr19,35628823,35629133,3,"1,2,3",1,1,1
chr19,35629133,35629146,2,"1,3",1,0,1
chr19,35702318,35702373,2,"1,3",1,0,1
chr19,35702373,35702658,3,"1,2,3",1,1,1
chr19,35702658,35702683,2,"2,3",0,1,1
chr19,35740518,35740537,2,"1,3",1,0,1
chr19,35740537,35740847,3,"1,2,3",1,1,1
chr19,35740847,35740858,2,"1,3",1,0,1
chr19,35775239,35775244,2,"2,3",0,1,1
chr19,35775244,35775549,3,"1,2,3",1,1,1
chr19,35775549,35775584,2,"1,3",1,0,1
chr19,35931587,35931927,2,"1,3",1,0,1
chr19,36014266,36014606,2,"1,3",1,0,1
chr19,36054676,36055016,2,"1,3",1,0,1
chr19,36115251,36115271,2,"1,3",1,0,1
chr19,36115271,36115581,3,"1,2,3",1,1,1
chr19,36115581,36115591,2,"1,3",1,0,1
chr19,36214483,36215045,2,"1,3",1,0,1
chr19,36489519,36489859,2,"1,3",1,0,1
chr19,36797313,36797361,2,"1,3",1,0,1
chr19,36797361,36797533,3,"1,2,3",1,1,1
chr19,36797533,36797589,2,"1,3",1,0,1
chr19,37078332,37078672,2,"1,3",1,0,1
chr19,37210193,37210352,2,"2,3",0,1,1
chr19,37370912,37371252,2,"1,3",1,0,1
chr19,37467369,37467675,2,"1,3",1,0,1
chr19,38316001,38316341,2,"1,3",1,0,1
chr19,38335669,38336009,2,"1,3",1,0,1
chr19,38374356,38374918,2,"1,3",1,0,1
chr19,38402935,38403275,2,"1,3",1,0,1
chr19,38850294,38850335,2,"1,3",1,0,1
chr19,38850335,38850634,3,"1,2,3",1,1,1
chr19,38850634,38850645,2,"2,3",0,1,1
chr19,38899724,38899732,2,"1,3",1,0,1
chr19,38899732,38900042,3,"1,2,3",1,1,1
chr19,38900042,38900064,2,"1,3",1,0,1
chr19,38930735,38931060,2,"1,3",1,0,1
chr19,39125497,39125544,2,"1,3",1,0,1
chr19,39125544,39125837,3,"1,2,3",1,1,1
chr19,39125837,39125854,2,"2,3",0,1,1
chr19,39342052,39342392,2,"1,3",1,0,1
chr19,39351627,39351657,2,"1,3",1,0,1
chr19,39351657,39351838,3,"1,2,3",1,1,1
chr19,39351838,39351867,2,"1,3",1,0,1
chr19,39391092,39391108,2,"1,3",1,0,1
chr19,39391108,39391418,3,"1,2,3",1,1,1
chr19,39391418,39391432,2,"1,3",1,0,1
chr19,39397716,39398053,2,"1,3",1,0,1
chr19,39412178,39412488,2,"2,3",0,1,1
chr19,39540023,39540363,2,"1,3",1,0,1
chr19,39833515,39833538,2,"1,3",1,0,1
chr19,39833538,39833814,3,"1,2,3",1,1,1
chr19,39833814,39833830,2,"1,3",1,0,1
chr19,40221997,40222026,2,"1,3",1,0,1
chr19,40222026,40222226,3,"1,2,3",1,1,1
chr19,40222226,40222255,2,"1,3",1,0,1
chr19,40284400,40284611,3,"1,2,3",1,1,1
chr19,40284611,40284634,2,"1,3",1,0,1
chr19,40348436,40348776,2,"1,3",1,0,1
chr19,40425770,40425857,2,"2,3",0,1,1
chr19,40425857,40426010,3,"1,2,3",1,1,1
chr19,40426010,40426080,2,"2,3",0,1,1
chr19,40444257,40444567,2,"2,3",0,1,1
chr19,40750615,40750642,2,"1,3",1,0,1
chr19,40750642,40750936,3,"1,2,3",1,1,1
chr19,40750936,40750950,2,"1,3",1,0,1
chr19,40777441,40777462,2,"1,3",1,0,1
chr19,40777462,40777725,3,"1,2,3",1,1,1
chr19,41263892,41264025,2,"2,3",0,1,1
chr19,41264025,41264365,3,"1,2,3",1,1,1
chr19,41264365,41264414,2,"2,3",0,1,1
chr19,41363871,41364181,2,"2,3",0,1,1
chr19,41397327,41397340,2,"1,3",1,0,1
chr19,41397340,41397634,3,"1,2,3",1,1,1
chr19,41877713,41877778,2,"1,3",1,0,1
chr19,41877938,41878262,2,"1,3",1,0,1
chr19,42075861,42075992,2,"1,3",1,0,1
chr19,42075992,42076226,3,"1,2,3",1,1,1
chr19,42076226,42076277,2,"1,3",1,0,1
chr19,42220067,42220407,2,"1,3",1,0,1
chr19,42268172,42268262,2,"2,3",0,1,1
chr19,42268262,42268363,3,"1,2,3",1,1,1
chr19,42268363,42268482,2,"2,3",0,1,1
chr19,42396857,42396943,2,"2,3",0,1,1
chr19,42396943,42397107,3,"1,2,3",1,1,1
chr19,42397107,42397167,2,"2,3",0,1,1
chr19,42423378,42423718,2,"1,3",1,0,1
chr19,43575618,43575645,2,"1,3",1,0,1
chr19,43575645,43575887,3,"1,2,3",1,1,1
chr19,43575887,43575899,2,"1,3",1,0,1
chr19,43596115,43596455,2,"1,3",1,0,1
chr19,44890735,44891075,2,"1,3",1,0,1
chr19,44914999,44915025,2,"1,3",1,0,1
chr19,44915025,44915316,3,"1,2,3",1,1,1
chr19,44915316,44915327,2,"1,3",1,0,1
chr19,44927101,44927115,2,"1,3",1,0,1
chr19,44927115,44927388,3,"1,2,3",1,1,1
chr19,44927388,44927402,2,"1,3",1,0,1
chr19,45178303,45178337,2,"1,3",1,0,1
chr19,45178337,45178713,3,"1,2,3",1,1,1
chr19,45178713,45178772,2,"1,3",1,0,1
chr19,45370559,45370580,2,"1,3",1,0,1
chr19,45370580,45370890,3,"1,2,3",1,1,1
chr19,45370890,45370899,2,"1,3",1,0,1
chr19,45469274,45469300,2,"2,3",0,1,1
chr19,45469300,45469470,3,"1,2,3",1,1,1
chr19,45469470,45469584,2,"2,3",0,1,1
chr19,45506471,45506972,2,"1,3",1,0,1
chr19,45645563,45645586,2,"2,3",0,1,1
chr19,45645586,45645747,3,"1,2,3",1,1,1
chr19,45645747,45645847,2,"2,3",0,1,1
chr19,45646061,45646327,2,"1,3",1,0,1
chr19,45668670,45668896,2,"1,3",1,0,1
chr19,45692210,45692233,2,"1,3",1,0,1
chr19,45692233,45692550,3,"1,2,3",1,1,1
chr19,45692550,45692772,2,"2,3",0,1,1
chr19,45769352,45769375,2,"2,3",0,1,1
chr19,45769375,45769662,3,"1,2,3",1,1,1
chr19,45769662,45769715,2,"1,3",1,0,1
chr19,45770439,45770677,2,"2,3",0,1,1
chr19,45770677,45770749,3,"1,2,3",1,1,1
chr19,45770749,45770955,2,"1,3",1,0,1
chr19,45792904,45793111,2,"2,3",0,1,1
chr19,45903214,45903336,2,"1,3",1,0,1
chr19,46000897,46001012,2,"2,3",0,1,1
chr19,46001012,46001111,3,"1,2,3",1,1,1
chr19,46001111,46001207,2,"2,3",0,1,1
chr19,46346782,46347122,2,"1,3",1,0,1
chr19,46347291,46347598,2,"1,3",1,0,1
chr19,46600814,46601353,2,"1,3",1,0,1
chr19,46661126,46661164,2,"1,3",1,0,1
chr19,46661164,46661466,3,"1,2,3",1,1,1
chr19,46661466,46661681,2,"2,3",0,1,1
chr19,46788517,46788827,2,"2,3",0,1,1
chr19,47035907,47036152,2,"1,3",1,0,1
chr19,47349030,47349370,2,"1,3",1,0,1
chr19,47515134,47515474,2,"1,3",1,0,1
chr19,47600304,47600842,2,"1,3",1,0,1
chr19,47778472,47778812,2,"1,3",1,0,1
chr19,48332881,48332915,2,"1,3",1,0,1
chr19,48332915,48333221,3,"1,2,3",1,1,1
chr19,48333221,48333225,2,"2,3",0,1,1
chr19,48364011,48364351,2,"1,3",1,0,1
chr19,48468910,48469220,2,"2,3",0,1,1
chr19,48624134,48624474,2,"1,3",1,0,1
chr19,48637429,48637769,2,"1,3",1,0,1
chr19,48660838,48660871,2,"1,3",1,0,1
chr19,48660871,48661392,3,"1,2,3",1,1,1
chr19,48714080,48714390,2,"2,3",0,1,1
chr19,48720626,48720966,2,"1,3",1,0,1
chr19,48837062,48837402,2,"1,3",1,0,1
chr19,48872198,48872538,2,"1,3",1,0,1
chr19,48963852,48964031,3,"1,2,3",1,1,1
chr19,48964031,48964077,2,"2,3",0,1,1
chr19,48993205,48993545,2,"1,3",1,0,1
chr19,49085180,49085956,2,"1,3",1,0,1
chr19,49469009,49469349,2,"1,3",1,0,1
chr19,49487322,49487360,2,"2,3",0,1,1
chr19,49487360,49487632,3,"1,2,3",1,1,1
chr19,49487632,49487700,2,"1,3",1,0,1
chr19,49501084,49501372,2,"1,3",1,0,1
chr19,49593375,49593388,2,"2,3",0,1,1
chr19,49593388,49593681,3,"1,2,3",1,1,1
chr19,49640210,49640520,2,"2,3",0,1,1
chr19,49641837,49642177,2,"1,3",1,0,1
chr19,49676634,49676691,2,"2,3",0,1,1
chr19,49676691,49677031,3,"1,2,3",1,1,1
chr19,49677031,49677343,2,"2,3",0,1,1
chr19,49766541,49766670,2,"2,3",0,1,1
chr19,49766670,49767010,3,"1,2,3",1,1,1
chr19,49767010,49767058,2,"2,3",0,1,1
chr19,49817428,49817619,3,"1,2,3",1,1,1
chr19,49817619,49817679,2,"1,3",1,0,1
chr19,49818295,49818634,2,"1,3",1,0,1
chr19,49867369,49867709,2,"1,3",1,0,1
chr19,49869369,49869400,2,"1,3",1,0,1
chr19,49869400,49869831,3,"1,2,3",1,1,1
chr19,49869831,49869883,2,"1,3",1,0,1
chr19,49876525,49876851,2,"1,3",1,0,1
chr19,49877810,49877982,2,"1,3",1,0,1
chr19,49877982,49878150,3,"1,2,3",1,1,1
chr19,49878150,49878195,2,"2,3",0,1,1
chr19,50025464,50025496,2,"1,3",1,0,1
chr19,50025496,50025804,3,"1,2,3",1,1,1
chr19,50025804,50025806,2,"2,3",0,1,1
chr19,50431565,50431605,2,"1,3",1,0,1
chr19,50431605,50431943,3,"1,2,3",1,1,1
chr19,50431943,50431979,2,"1,3",1,0,1
chr19,50432317,50432413,2,"1,3",1,0,1
chr19,50476251,50476445,2,"2,3",0,1,1
chr19,50510903,50510972,2,"1,3",1,0,1
chr19,51394277,51394617,2,"1,3",1,0,1
chr19,51441662,51442002,2,"1,3",1,0,1
chr19,54115548,54115880,2,"1,3",1,0,1
chr19,54137257,54137798,2,"1,3",1,0,1
chr19,54159733,54159789,2,"1,3",1,0,1
chr19,54159789,54160073,3,"1,2,3",1,1,1
chr19,54160073,54160099,2,"2,3",0,1,1
chr19,54189854,54189856,2,"1,3",1,0,1
chr19,54189856,54190166,3,"1,2,3",1,1,1
chr19,54190166,54190194,2,"1,3",1,0,1
chr19,54190536,54190846,2,"2,3",0,1,1
chr19,54449140,54449450,2,"2,3",0,1,1
chr19,55339567,55339907,2,"1,3",1,0,1
chr19,55461590,55461828,2,"2,3",0,1,1
chr19,55461828,55461900,3,"1,2,3",1,1,1
chr19,55461900,55462130,2,"1,3",1,0,1
chr19,55580528,55581294,2,"1,3",1,0,1
chr19,55606181,55606500,2,"1,3",1,0,1
chr19,55631705,55631963,3,"1,2,3",1,1,1
chr19,55631963,55631968,2,"2,3",0,1,1
chr19,55634822,55635269,2,"1,3",1,0,1
chr19,55653675,55653984,2,"1,3",1,0,1
chr19,56367994,56368334,2,"1,3",1,0,1
chr19,57320219,57320305,2,"1,3",1,0,1
chr19,57320305,57320559,3,"1,2,3",1,1,1
chr19,57320559,57320615,2,"2,3",0,1,1
chr19,57351034,57351344,2,"2,3",0,1,1
chr19,57389745,57390085,2,"1,3",1,0,1
chr19,57435081,57435421,2,"1,3",1,0,1
chr19,57769443,57769696,2,"1,3",1,0,1
chr19,58278687,58278744,2,"2,3",0,1,1
chr19,58278744,58278899,3,"1,2,3",1,1,1
chr19,58278899,58278997,2,"2,3",0,1,1
chr19,58401314,58401337,2,"1,3",1,0,1
chr19,58401337,58401604,3,"1,2,3",1,1,1
chr19,58401604,58401629,2,"1,3",1,0,1
chr19,58475778,58476088,2,"2,3",0,1,1
chr19,58559479,58559744,3,"1,2,3",1,1,1
chr19,58559744,58559816,2,"1,3",1,0,1
chr19,58572689,58572999,2,"2,3",0,1,1
chr19,58573300,58573640,2,"1,3",1,0,1
chr2,3558208,3558767,2,"1,3",1,0,1
chr2,8003104,8003349,2,"1,3",1,0,1
chr2,8678724,8678810,2,"2,3",0,1,1
chr2,8678810,8678919,3,"1,2,3",1,1,1
chr2,8678919,8679029,2,"2,3",0,1,1
chr2,9555866,9556369,2,"2,3",0,1,1
chr2,9631060,9631104,2,"1,3",1,0,1
chr2,9631104,9631427,3,"1,2,3",1,1,1
chr2,9631427,9631436,2,"1,3",1,0,1
chr2,10083781,10083782,2,"1,3",1,0,1
chr2,10083782,10084092,3,"1,2,3",1,1,1
chr2,10084092,10084096,2,"1,3",1,0,1
chr2,11744136,11744476,2,"1,3",1,0,1
chr2,11750530,11750790,3,"1,2,3",1,1,1
chr2,11750790,11750806,2,"1,3",1,0,1
chr2,15591698,15592038,2,"1,3",1,0,1
chr2,19989965,19990001,2,"1,3",1,0,1
chr2,19990001,19990305,3,"1,2,3",1,1,1
chr2,19990305,19990311,2,"2,3",0,1,1
chr2,20446825,20446827,2,"1,3",1,0,1
chr2,20446827,20447137,3,"1,2,3",1,1,1
chr2,20447137,20447165,2,"1,3",1,0,1
chr2,20595372,20595682,2,"2,3",0,1,1
chr2,23926928,23927268,2,"1,3",1,0,1
chr2,24076206,24076546,2,"1,3",1,0,1
chr2,24214982,24215010,2,"1,3",1,0,1
chr2,24215010,24215287,3,"1,2,3",1,1,1
chr2,25361949,25362288,2,"1,3",1,0,1
chr2,25376897,25377207,2,"2,3",0,1,1
chr2,26970257,26970323,2,"2,3",0,1,1
chr2,26970323,26970550,3,"1,2,3",1,1,1
chr2,26970550,26970663,2,"1,3",1,0,1
chr2,27086432,27086772,2,"1,3",1,0,1
chr2,27356773,27357113,2,"1,3",1,0,1
chr2,27489682,27490022,2,"1,3",1,0,1
chr2,27628782,27629324,2,"1,3",1,0,1
chr2,27663669,27664009,2,"1,3",1,0,1
chr2,30146449,30146496,2,"1,3",1,0,1
chr2,30146496,30146789,3,"1,2,3",1,1,1
chr2,30146789,30146806,2,"2,3",0,1,1
chr2,30447018,30447358,2,"1,3",1,0,1
chr2,32010838,32011178,2,"1,3",1,0,1
chr2,38751267,38751290,2,"2,3",0,1,1
chr2,38751290,38751577,3,"1,2,3",1,1,1
chr2,38751577,38751630,2,"1,3",1,0,1
chr2,41840784,41841124,2,"1,3",1,0,1
chr2,42722567,42722740,2,"1,3",1,0,1
chr2,42796697,42796970,2,"2,3",0,1,1
chr2,43226576,43226596,2,"2,3",0,1,1
chr2,43226596,43226886,3,"1,2,3",1,1,1
chr2,43226886,43226936,2,"1,3",1,0,1
chr2,44168253,44168593,2,"1,3",1,0,1
chr2,44361742,44362082,2,"1,3",1,0,1
chr2,46544005,46544126,2,"2,3",0,1,1
chr2,46544126,46544239,3,"1,2,3",1,1,1
chr2,46544239,46544312,2,"2,3",0,1,1
chr2,46569320,46569630,2,"2,3",0,1,1
chr2,47402862,47402889,2,"2,3",0,1,1
chr2,47402889,47403172,3,"1,2,3",1,1,1
chr2,47403172,47403229,2,"1,3",1,0,1
chr2,48314124,48314464,2,"1,3",1,0,1
chr2,48332374,48332478,2,"2,3",0,1,1
chr2,48332478,48332583,3,"1,2,3",1,1,1
chr2,48332583,48332618,2,"2,3",0,1,1
chr2,48440190,48440725,2,"1,3",1,0,1
chr2,54330683,54331023,2,"1,3",1,0,1
chr2,54723405,54723428,2,"2,3",0,1,1
chr2,54723428,54723669,3,"1,2,3",1,1,1
chr2,54723669,54723715,2,"2,3",0,1,1
chr2,55010123,55010173,2,"1,3",1,0,1
chr2,55010173,55010463,3,"1,2,3",1,1,1
chr2,55010463,55010483,2,"2,3",0,1,1
chr2,55282074,55282414,2,"1,3",1,0,1
chr2,55519354,55519384,2,"1,3",1,0,1
chr2,55519384,55519694,3,"1,2,3",1,1,1
chr2,61065612,61065952,2,"1,3",1,0,1
chr2,64524024,64524364,2,"1,3",1,0,1
chr2,64607105,64607142,2,"2,3",0,1,1
chr2,64607142,64607243,3,"1,2,3",1,1,1
chr2,64607243,64607349,2,"2,3",0,1,1
chr2,67397261,67397601,2,"1,3",1,0,1
chr2,68251078,68251143,2,"1,3",1,0,1
chr2,68251143,68251362,3,"1,2,3",1,1,1
chr2,68362040,68362361,2,"1,3",1,0,1
chr2,70142618,70142958,2,"1,3",1,0,1
chr2,71068246,71068819,2,"1,3",1,0,1
chr2,73233169,73233229,2,"1,3",1,0,1
chr2,73233229,73233509,3,"1,2,3",1,1,1
chr2,73233509,73233539,2,"2,3",0,1,1
chr2,73780016,73780356,2,"1,3",1,0,1
chr2,74198294,74198566,3,"1,2,3",1,1,1
chr2,74198566,74198590,2,"1,3",1,0,1
chr2,74421488,74421828,2,"1,3",1,0,1
chr2,74454952,74455192,2,"2,3",0,1,1
chr2,74458155,74458191,2,"1,3",1,0,1
chr2,74458191,74458495,3,"1,2,3",1,1,1
chr2,74458495,74458501,2,"2,3",0,1,1
chr2,74654012,74654352,2,"1,3",1,0,1
chr2,75053550,75053822,2,"1,3",1,0,1
chr2,84516252,84516257,2,"2,3",0,1,1
chr2,84516257,84516562,3,"1,2,3",1,1,1
chr2,84516562,84516581,2,"1,3",1,0,1
chr2,84907115,84907375,2,"1,3",1,0,1
chr2,84924776,84925086,2,"2,3",0,1,1
chr2,85354440,85354460,2,"1,3",1,0,1
chr2,85354460,85354770,3,"1,2,3",1,1,1
chr2,85354770,85354780,2,"1,3",1,0,1
chr2,85595508,85595520,2,"2,3",0,1,1
chr2,85595520,85595818,3,"1,2,3",1,1,1
chr2,85595818,85595860,2,"1,3",1,0,1
chr2,85888872,85889212,2,"1,3",1,0,1
chr2,86194902,86195005,2,"2,3",0,1,1
chr2,86195005,86195137,3,"1,2,3",1,1,1
chr2,86195137,86195212,2,"2,3",0,1,1
chr2,86441142,86441482,2,"1,3",1,0,1
chr2,86719783,86720112,2,"1,3",1,0,1
chr2,88627532,88627675,2,"2,3",0,1,1
chr2,88627675,88627761,3,"1,2,3",1,1,1
chr2,88627761,88627842,2,"2,3",0,1,1
chr2,95402525,95402865,2,"1,3",1,0,1
chr2,96145128,96145620,2,"1,3",1,0,1
chr2,96148546,96148851,2,"1,3",1,0,1
chr2,96265909,96265983,2,"1,3",1,0,1
chr2,96265983,96266249,3,"1,2,3",1,1,1
chr2,96266249,96266293,2,"2,3",0,1,1
chr2,96638222,96638259,2,"1,3",1,0,1
chr2,96638259,96638562,3,"1,2,3",1,1,1
chr2,96638562,96638569,2,"2,3",0,1,1
chr2,96857922,96858013,2,"1,3",1,0,1
chr2,96858013,96858262,3,"1,2,3",1,1,1
chr2,96858262,96858323,2,"2,3",0,1,1
chr2,97664042,97664091,2,"1,3",1,0,1
chr2,97664091,97664231,3,"1,2,3",1,1,1
chr2,97664231,97664298,2,"1,3",1,0,1
chr2,99180946,99181286,2,"1,3",1,0,1
chr2,99336159,99336499,2,"1,3",1,0,1
chr2,99337087,99337678,2,"1,3",1,0,1
chr2,101002066,101002607,2,"1,3",1,0,1
chr2,105337351,105337691,2,"1,3",1,0,1
chr2,108449006,108449316,2,"2,3",0,1,1
chr2,108719263,108719558,2,"1,3",1,0,1
chr2,112275296,112275636,2,"1,3",1,0,1
chr2,112645665,112646005,2,"1,3",1,0,1
chr2,112764533,112764540,2,"2,3",0,1,1
chr2,112764540,112764843,3,"1,2,3",1,1,1
chr2,112764843,112764880,2,"1,3",1,0,1
chr2,118088183,118088523,2,"1,3",1,0,1
chr2,119366710,119367050,2,"1,3",1,0,1
chr2,119759605,119759642,2,"1,3",1,0,1
chr2,119759642,119759945,3,"1,2,3",1,1,1
chr2,119759945,119759952,2,"2,3",0,1,1
chr2,120012993,120013606,2,"1,3",1,0,1
chr2,121736980,121737320,2,"1,3",1,0,1
chr2,127294040,127294380,2,"1,3",1,0,1
chr2,127387827,127388137,2,"2,3",0,1,1
chr2,127526408,127526413,2,"1,3",1,0,1
chr2,127526413,127526723,3,"1,2,3",1,1,1
chr2,127526723,127526748,2,"1,3",1,0,1
chr2,127701309,127701619,2,"2,3",0,1,1
chr2,130342075,130342415,2,"1,3",1,0,1
chr2,130342637,130342947,2,"2,3",0,1,1
chr2,134120153,134120260,2,"1,3",1,0,1
chr2,134918449,134919013,2,"1,3",1,0,1
chr2,136326065,136326072,2,"2,3",0,1,1
chr2,136326072,136326264,3,"1,2,3",1,1,1
chr2,151409717,151410027,3,"1,2,3",1,1,1
chr2,151410027,151410057,2,"1,3",1,0,1
chr2,151840163,151840166,2,"1,3",1,0,1
chr2,151840166,151840463,3,"1,2,3",1,1,1
chr2,151840463,151840476,2,"2,3",0,1,1
chr2,152717374,152717714,2,"1,3",1,0,1
chr2,158456656,158456996,2,"1,3",1,0,1
chr2,169694277,169694294,2,"1,3",1,0,1
chr2,169694294,169694604,3,"1,2,3",1,1,1
chr2,169694604,169694617,2,"1,3",1,0,1
chr2,170180144,170180454,2,"2,3",0,1,1
chr2,171521990,171522285,2,"1,3",1,0,1
chr2,175168287,175168303,2,"2,3",0,1,1
chr2,175168303,175168597,3,"1,2,3",1,1,1
chr2,175168597,175168643,2,"1,3",1,0,1
chr2,176140459,176140791,2,"1,3",1,0,1
chr2,176931838,176932148,2,"2,3",0,1,1
chr2,177212309,177212340,2,"1,3",1,0,1
chr2,177212340,177212649,3,"1,2,3",1,1,1
chr2,177212649,177212650,2,"2,3",0,1,1
chr2,177552609,177552949,2,"1,3",1,0,1
chr2,178112289,178112629,2,"1,3",1,0,1
chr2,178414636,178414665,2,"1,3",1,0,1
chr2,178414665,178414975,3,"1,2,3",1,1,1
chr2,178414975,178414976,2,"1,3",1,0,1
chr2,181312547,181312986,2,"1,3",1,0,1
chr2,186485933,186486273,2,"1,3",1,0,1
chr2,189441164,189441768,2,"1,3",1,0,1
chr2,191677360,191677621,3,"1,2,3",1,1,1
chr2,197453154,197453185,2,"2,3",0,1,1
chr2,197453185,197453464,3,"1,2,3",1,1,1
chr2,197453464,197453525,2,"1,3",1,0,1
chr2,197453786,197454060,2,"1,3",1,0,1
chr2,197499834,197500373,2,"1,3",1,0,1
chr2,200713107,200713122,2,"1,3",1,0,1
chr2,200713122,200713432,3,"1,2,3",1,1,1
chr2,200713432,200713447,2,"1,3",1,0,1
chr2,200889097,200889639,2,"1,3",1,0,1
chr2,201071479,201072048,2,"1,3",1,0,1
chr2,201781118,201781458,2,"1,3",1,0,1
chr2,202033430,202033770,2,"1,3",1,0,1
chr2,202278045,202278341,3,"1,2,3",1,1,1
chr2,202278341,202278351,2,"1,3",1,0,1
chr2,202634751,202634774,2,"2,3",0,1,1
chr2,202634774,202635061,3,"1,2,3",1,1,1
chr2,202635061,202635114,2,"1,3",1,0,1
chr2,203014540,203014880,2,"1,3",1,0,1
chr2,206085856,206086196,2,"1,3",1,0,1
chr2,207166093,207166433,2,"1,3",1,0,1
chr2,207769819,207770159,2,"1,3",1,0,1
chr2,208025384,208025724,2,"1,3",1,0,1
chr2,208366745,208366755,2,"1,3",1,0,1
chr2,208366755,208367065,3,"1,2,3",1,1,1
chr2,208367065,208367085,2,"1,3",1,0,1
chr2,213284117,213284179,2,"1,3",1,0,1
chr2,213284179,213284452,3,"1,2,3",1,1,1
chr2,213284452,213284489,2,"2,3",0,1,1
chr2,215880996,215881288,2,"1,3",1,0,1
chr2,216412197,216412737,2,"1,3",1,0,1
chr2,218270098,218270408,3,"1,2,3",1,1,1
chr2,218270408,218270438,2,"1,3",1,0,1
chr2,218286737,218287077,2,"1,3",1,0,1
chr2,218710760,218711100,2,"1,3",1,0,1
chr2,218880378,218880688,2,"2,3",0,1,1
chr2,218886058,218886397,2,"1,3",1,0,1
chr2,219229595,219229638,2,"2,3",0,1,1
chr2,219229638,219229905,3,"1,2,3",1,1,1
chr2,219229905,219229978,2,"1,3",1,0,1
chr2,219279097,219279637,2,"1,3",1,0,1
chr2,219543816,219544156,2,"1,3",1,0,1
chr2,219642471,219642498,2,"1,3",1,0,1
chr2,219642498,219642697,3,"1,2,3",1,1,1
chr2,219642697,219642725,2,"1,3",1,0,1
chr2,222860761,222860833,2,"2,3",0,1,1
chr2,222860833,222861071,3,"1,2,3",1,1,1
chr2,222861071,222861173,2,"1,3",1,0,1
chr2,226835850,226836190,2,"1,3",1,0,1
chr2,230913915,230913935,2,"1,3",1,0,1
chr2,230913935,230914142,3,"1,2,3",1,1,1
