chrom,start,end,num,list,ENCFF093TVZ_CEBPB_sorted.bed,ENCFF623VYN_CEBPB_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr19,46546541,46546767,3,"1,2,3",1,1,1
chr19,46546767,46546792,2,"2,3",0,1,1
chr19,46784722,46784780,2,"2,3",0,1,1
chr19,46784780,46785016,3,"1,2,3",1,1,1
chr19,46785016,46785086,2,"2,3",0,1,1
chr19,46925159,46925223,2,"2,3",0,1,1
chr19,46925223,46925459,3,"1,2,3",1,1,1
chr19,46925459,46925523,2,"2,3",0,1,1
chr19,47227901,47227925,2,"2,3",0,1,1
chr19,47227925,47228076,3,"1,2,3",1,1,1
chr19,47228076,47228209,2,"2,3",0,1,1
chr19,47257064,47257300,2,"1,3",1,0,1
chr19,47336855,47337091,2,"1,3",1,0,1
chr19,47337198,47337341,2,"1,3",1,0,1
chr19,47337341,47337434,3,"1,2,3",1,1,1
chr19,47337434,47337437,2,"2,3",0,1,1
chr19,47663203,47663271,2,"1,3",1,0,1
chr19,47663271,47663439,3,"1,2,3",1,1,1
chr19,47663439,47663511,2,"2,3",0,1,1
chr19,47663511,47663635,3,"1,2,3",1,1,1
chr19,47663635,47663747,2,"1,3",1,0,1
chr19,47664248,47664437,2,"1,3",1,0,1
chr19,47667537,47667550,2,"1,3",1,0,1
chr19,47667550,47667711,3,"1,2,3",1,1,1
chr19,47667711,47667713,2,"2,3",0,1,1
chr19,47743318,47743455,2,"2,3",0,1,1
chr19,47743455,47743569,3,"1,2,3",1,1,1
chr19,47743569,47743682,2,"2,3",0,1,1
chr19,48107402,48107561,2,"2,3",0,1,1
chr19,48107561,48107645,3,"1,2,3",1,1,1
chr19,48107645,48107766,2,"2,3",0,1,1
chr19,48271821,48271954,2,"2,3",0,1,1
chr19,48271954,48272079,3,"1,2,3",1,1,1
chr19,48272079,48272090,2,"2,3",0,1,1
chr19,48330116,48330352,2,"1,3",1,0,1
chr19,48488028,48488264,2,"1,3",1,0,1
chr19,48513832,48514068,2,"1,3",1,0,1
chr19,48553870,48553994,2,"2,3",0,1,1
chr19,48553994,48554096,3,"1,2,3",1,1,1
chr19,48554096,48554234,2,"2,3",0,1,1
chr19,48554678,48554878,2,"1,3",1,0,1
chr19,48637294,48637461,2,"1,3",1,0,1
chr19,48752855,48753091,2,"1,3",1,0,1
chr19,48795175,48795411,2,"1,3",1,0,1
chr19,48819350,48819443,2,"2,3",0,1,1
chr19,48819443,48819615,3,"1,2,3",1,1,1
chr19,48819615,48819714,2,"2,3",0,1,1
chr19,48872326,48872562,2,"1,3",1,0,1
chr19,48899761,48899989,2,"1,3",1,0,1
chr19,48965075,48965244,3,"1,2,3",1,1,1
chr19,48965244,48965303,2,"2,3",0,1,1
chr19,48993464,48993550,2,"2,3",0,1,1
chr19,48993550,48993720,3,"1,2,3",1,1,1
chr19,48993720,48993828,2,"2,3",0,1,1
chr19,49084952,49085188,2,"1,3",1,0,1
chr19,49113928,49114164,2,"1,3",1,0,1
chr19,49487456,49487496,2,"1,3",1,0,1
chr19,49487496,49487611,3,"1,2,3",1,1,1
chr19,49487611,49487627,2,"1,3",1,0,1
chr19,49547062,49547291,2,"1,3",1,0,1
chr19,49641763,49641997,2,"1,3",1,0,1
chr19,49664561,49664797,2,"1,3",1,0,1
chr19,49713548,49713784,2,"1,3",1,0,1
chr19,49766622,49766858,2,"1,3",1,0,1
chr19,49876601,49876704,2,"1,3",1,0,1
chr19,49938198,49938318,2,"1,3",1,0,1
chr19,50376333,50376569,2,"1,3",1,0,1
chr19,50804911,50804996,2,"2,3",0,1,1
chr19,50804996,50805232,3,"1,2,3",1,1,1
chr19,50805232,50805275,2,"2,3",0,1,1
chr19,50932030,50932266,2,"1,3",1,0,1
chr19,51044360,51044513,2,"2,3",0,1,1
chr19,51044513,51044619,3,"1,2,3",1,1,1
chr19,51044619,51044724,2,"2,3",0,1,1
chr19,51408873,51409237,2,"2,3",0,1,1
chr19,51632110,51632254,2,"2,3",0,1,1
chr19,51632254,51632351,3,"1,2,3",1,1,1
chr19,51632351,51632474,2,"2,3",0,1,1
chr19,51702400,51702636,2,"1,3",1,0,1
chr19,51712739,51712784,2,"2,3",0,1,1
chr19,51712784,51713020,3,"1,2,3",1,1,1
chr19,51713020,51713027,2,"2,3",0,1,1
chr19,52139791,52140027,2,"1,3",1,0,1
chr19,52269523,52269546,2,"1,3",1,0,1
chr19,52269546,52269704,3,"1,2,3",1,1,1
chr19,52269704,52269722,2,"1,3",1,0,1
chr19,52962755,52962991,2,"1,3",1,0,1
chr19,53622351,53622458,2,"2,3",0,1,1
chr19,53622458,53622613,3,"1,2,3",1,1,1
chr19,53622613,53622715,2,"2,3",0,1,1
chr19,53793055,53793154,2,"2,3",0,1,1
chr19,53793154,53793317,3,"1,2,3",1,1,1
chr19,53793317,53793383,2,"2,3",0,1,1
chr19,54159466,54159702,2,"1,3",1,0,1
chr19,54209926,54210021,2,"2,3",0,1,1
chr19,54210021,54210175,3,"1,2,3",1,1,1
chr19,54210175,54210290,2,"2,3",0,1,1
chr19,54431552,54431788,2,"1,3",1,0,1
chr19,55075501,55075675,2,"1,3",1,0,1
chr19,55167119,55167244,2,"1,3",1,0,1
chr19,55259182,55259285,2,"2,3",0,1,1
chr19,55259285,55259391,3,"1,2,3",1,1,1
chr19,55259391,55259546,2,"2,3",0,1,1
chr19,55338707,55338836,2,"2,3",0,1,1
chr19,55338836,55338899,3,"1,2,3",1,1,1
chr19,55338899,55338961,2,"2,3",0,1,1
chr19,55675029,55675265,2,"1,3",1,0,1
chr19,56091141,56091505,2,"2,3",0,1,1
chr19,56142228,56142304,2,"2,3",0,1,1
chr19,56142304,56142540,3,"1,2,3",1,1,1
chr19,56142540,56142587,2,"2,3",0,1,1
chr19,56171923,56172159,2,"1,3",1,0,1
chr19,57240442,57240678,2,"1,3",1,0,1
chr19,57279797,57280033,2,"1,3",1,0,1
chr19,57363183,57363419,2,"1,3",1,0,1
chr19,57389729,57389811,2,"1,3",1,0,1
chr19,57435234,57435470,2,"1,3",1,0,1
chr19,58009667,58009903,2,"1,3",1,0,1
chr19,58183230,58183466,2,"1,3",1,0,1
chr19,58348178,58348360,2,"1,3",1,0,1
chr19,58387083,58387319,2,"1,3",1,0,1
chr19,58499463,58499699,2,"1,3",1,0,1
chr19,58504771,58504933,2,"2,3",0,1,1
chr19,58504933,58505027,3,"1,2,3",1,1,1
chr19,58505027,58505035,2,"2,3",0,1,1
chr2,35853,35904,2,"2,3",0,1,1
chr2,35904,36140,3,"1,2,3",1,1,1
chr2,36140,36217,2,"2,3",0,1,1
chr2,260904,261087,2,"1,3",1,0,1
chr2,567888,567943,2,"2,3",0,1,1
chr2,567943,568179,3,"1,2,3",1,1,1
chr2,568179,568204,2,"2,3",0,1,1
chr2,667395,667456,2,"2,3",0,1,1
chr2,667456,667672,3,"1,2,3",1,1,1
chr2,676057,676209,2,"1,3",1,0,1
chr2,726292,726312,2,"2,3",0,1,1
chr2,726312,726548,3,"1,2,3",1,1,1
chr2,726548,726656,2,"2,3",0,1,1
chr2,1625404,1625768,2,"2,3",0,1,1
chr2,1795811,1796047,2,"1,3",1,0,1
chr2,3378175,3378396,2,"1,3",1,0,1
chr2,4139773,4140009,2,"1,3",1,0,1
chr2,6855886,6856009,2,"2,3",0,1,1
chr2,6856009,6856104,3,"1,2,3",1,1,1
chr2,6856104,6856152,2,"2,3",0,1,1
chr2,6922555,6922791,2,"1,3",1,0,1
chr2,8535190,8535222,2,"2,3",0,1,1
chr2,8535222,8535394,3,"1,2,3",1,1,1
chr2,8535394,8535410,2,"2,3",0,1,1
chr2,8539885,8540021,2,"2,3",0,1,1
chr2,8540021,8540143,3,"1,2,3",1,1,1
chr2,8540143,8540249,2,"2,3",0,1,1
chr2,8602974,8603015,2,"1,3",1,0,1
chr2,8603015,8603112,3,"1,2,3",1,1,1
chr2,8603112,8603117,2,"1,3",1,0,1
chr2,10043893,10044129,2,"1,3",1,0,1
chr2,10270799,10271035,2,"1,3",1,0,1
chr2,10452346,10452455,2,"2,3",0,1,1
chr2,10452455,10452577,3,"1,2,3",1,1,1
chr2,10452577,10452699,2,"2,3",0,1,1
chr2,11132735,11132971,2,"1,3",1,0,1
chr2,11398935,11399171,2,"1,3",1,0,1
chr2,11530975,11531211,2,"1,3",1,0,1
chr2,11532371,11532477,2,"2,3",0,1,1
chr2,11532477,11532618,3,"1,2,3",1,1,1
chr2,11532618,11532735,2,"2,3",0,1,1
chr2,11539554,11539790,2,"1,3",1,0,1
chr2,11542395,11542631,2,"1,3",1,0,1
chr2,11656783,11657019,2,"1,3",1,0,1
chr2,11688203,11688439,2,"1,3",1,0,1
chr2,11739017,11739101,2,"2,3",0,1,1
chr2,11739101,11739281,3,"1,2,3",1,1,1
chr2,11739281,11739356,2,"2,3",0,1,1
chr2,11744051,11744216,3,"1,2,3",1,1,1
chr2,11744216,11744272,2,"2,3",0,1,1
chr2,11746530,11746766,2,"1,3",1,0,1
chr2,11764451,11764687,2,"1,3",1,0,1
chr2,11835547,11835637,2,"1,3",1,0,1
chr2,15912392,15912628,2,"1,3",1,0,1
chr2,15955410,15955536,2,"1,3",1,0,1
chr2,15955536,15955646,3,"1,2,3",1,1,1
chr2,15955646,15955900,2,"2,3",0,1,1
chr2,16079533,16079629,2,"2,3",0,1,1
chr2,16079629,16079865,3,"1,2,3",1,1,1
chr2,16079865,16079897,2,"2,3",0,1,1
chr2,17879896,17879942,2,"2,3",0,1,1
chr2,17879942,17880078,3,"1,2,3",1,1,1
chr2,18991525,18991679,3,"1,2,3",1,1,1
chr2,18991679,18991712,2,"1,3",1,0,1
chr2,19348222,19348349,2,"2,3",0,1,1
chr2,19348349,19348450,3,"1,2,3",1,1,1
chr2,19348450,19348506,2,"2,3",0,1,1
chr2,19911824,19911879,2,"2,3",0,1,1
chr2,19911879,19912115,3,"1,2,3",1,1,1
chr2,19912115,19912188,2,"2,3",0,1,1
chr2,20051984,20052220,2,"1,3",1,0,1
chr2,20071863,20071877,2,"2,3",0,1,1
chr2,20071877,20072090,3,"1,2,3",1,1,1
chr2,20179759,20179782,2,"2,3",0,1,1
chr2,20179782,20180018,3,"1,2,3",1,1,1
chr2,20180018,20180080,2,"2,3",0,1,1
chr2,20184133,20184201,2,"2,3",0,1,1
chr2,20184201,20184437,3,"1,2,3",1,1,1
chr2,20184437,20184497,2,"2,3",0,1,1
chr2,20208158,20208167,2,"1,3",1,0,1
chr2,20208167,20208394,3,"1,2,3",1,1,1
chr2,20208394,20208531,2,"2,3",0,1,1
chr2,20232304,20232340,2,"2,3",0,1,1
chr2,20232340,20232576,3,"1,2,3",1,1,1
chr2,20232576,20232668,2,"2,3",0,1,1
chr2,20438516,20438542,2,"2,3",0,1,1
chr2,20438542,20438778,3,"1,2,3",1,1,1
chr2,20438778,20438880,2,"2,3",0,1,1
chr2,20525249,20525272,2,"2,3",0,1,1
chr2,20525272,20525508,3,"1,2,3",1,1,1
chr2,20525508,20525613,2,"2,3",0,1,1
chr2,20676382,20676618,2,"1,3",1,0,1
chr2,23366781,23366866,2,"2,3",0,1,1
chr2,23366866,23367005,3,"1,2,3",1,1,1
chr2,23367005,23367060,2,"2,3",0,1,1
chr2,23902523,23902534,2,"2,3",0,1,1
chr2,23902534,23902692,3,"1,2,3",1,1,1
chr2,23902692,23902705,2,"2,3",0,1,1
chr2,24015572,24015750,2,"2,3",0,1,1
chr2,24015750,24015811,3,"1,2,3",1,1,1
chr2,24015811,24016138,2,"2,3",0,1,1
chr2,25035548,25035691,2,"2,3",0,1,1
chr2,25035691,25035817,3,"1,2,3",1,1,1
chr2,25035817,25035912,2,"2,3",0,1,1
chr2,25851955,25852191,2,"1,3",1,0,1
chr2,25991617,25991710,2,"2,3",0,1,1
chr2,25991710,25991847,3,"1,2,3",1,1,1
chr2,25991847,25991874,2,"2,3",0,1,1
chr2,25997776,25997850,2,"2,3",0,1,1
chr2,25997850,25998086,3,"1,2,3",1,1,1
chr2,25998086,25998140,2,"2,3",0,1,1
chr2,26033331,26033567,2,"1,3",1,0,1
chr2,26671335,26671571,2,"1,3",1,0,1
chr2,26757959,26758048,2,"2,3",0,1,1
chr2,26758048,26758284,3,"1,2,3",1,1,1
chr2,26758284,26758323,2,"2,3",0,1,1
chr2,27123258,27123266,2,"2,3",0,1,1
chr2,27123266,27123502,3,"1,2,3",1,1,1
chr2,27123502,27123767,2,"2,3",0,1,1
chr2,27212581,27212638,2,"2,3",0,1,1
chr2,27212638,27212851,3,"1,2,3",1,1,1
chr2,27323015,27323251,2,"1,3",1,0,1
chr2,27356613,27356691,2,"2,3",0,1,1
chr2,27356691,27356927,3,"1,2,3",1,1,1
chr2,27356927,27356977,2,"2,3",0,1,1
chr2,27370441,27370677,2,"1,3",1,0,1
chr2,27420993,27421089,2,"2,3",0,1,1
chr2,27421089,27421325,3,"1,2,3",1,1,1
chr2,27421325,27421357,2,"2,3",0,1,1
chr2,27771062,27771068,2,"1,3",1,0,1
chr2,28377608,28377672,2,"2,3",0,1,1
chr2,28377672,28377908,3,"1,2,3",1,1,1
chr2,28377908,28377972,2,"2,3",0,1,1
chr2,28378334,28378475,2,"2,3",0,1,1
chr2,28378475,28378562,3,"1,2,3",1,1,1
chr2,28378562,28378698,2,"2,3",0,1,1
chr2,28390203,28390439,2,"1,3",1,0,1
chr2,28709129,28709174,2,"1,3",1,0,1
chr2,28709174,28709312,3,"1,2,3",1,1,1
chr2,28709312,28709365,2,"1,3",1,0,1
chr2,28716642,28716679,2,"2,3",0,1,1
chr2,28716679,28716896,3,"1,2,3",1,1,1
chr2,28716896,28716913,2,"2,3",0,1,1
chr2,30146536,30146647,2,"2,3",0,1,1
chr2,30146647,30146754,3,"1,2,3",1,1,1
chr2,30146754,30146900,2,"2,3",0,1,1
chr2,30217872,30217917,2,"2,3",0,1,1
chr2,30217917,30218153,3,"1,2,3",1,1,1
chr2,30218153,30218236,2,"2,3",0,1,1
chr2,30239329,30239390,2,"2,3",0,1,1
chr2,30239390,30239620,3,"1,2,3",1,1,1
chr2,30447092,30447328,2,"1,3",1,0,1
chr2,30756096,30756332,2,"1,3",1,0,1
chr2,31333604,31333738,2,"2,3",0,1,1
chr2,31333738,31333815,3,"1,2,3",1,1,1
chr2,31333815,31333923,2,"2,3",0,1,1
chr2,32326446,32326494,2,"2,3",0,1,1
chr2,32326494,32326730,3,"1,2,3",1,1,1
chr2,32326730,32326810,2,"2,3",0,1,1
chr2,34012815,34013051,2,"1,3",1,0,1
chr2,37084233,37084286,2,"2,3",0,1,1
chr2,37084286,37084522,3,"1,2,3",1,1,1
chr2,37084522,37084597,2,"2,3",0,1,1
chr2,37168188,37168343,2,"2,3",0,1,1
chr2,37168343,37168456,3,"1,2,3",1,1,1
chr2,37168456,37168552,2,"2,3",0,1,1
chr2,37231510,37231746,2,"1,3",1,0,1
chr2,37925617,37925707,2,"2,3",0,1,1
chr2,37925707,37925877,3,"1,2,3",1,1,1
chr2,39180246,39180302,2,"1,3",1,0,1
chr2,39180302,39180682,3,"1,2,3",1,1,1
chr2,39180682,39180866,2,"2,3",0,1,1
chr2,42342534,42342898,2,"2,3",0,1,1
chr2,42495039,42495275,2,"1,3",1,0,1
chr2,43010677,43010821,2,"2,3",0,1,1
chr2,43010821,43010949,3,"1,2,3",1,1,1
chr2,43010949,43011041,2,"2,3",0,1,1
chr2,43226962,43227198,2,"1,3",1,0,1
chr2,43634764,43634827,2,"2,3",0,1,1
chr2,43634827,43635063,3,"1,2,3",1,1,1
chr2,43635063,43635122,2,"2,3",0,1,1
chr2,43899059,43899207,2,"1,3",1,0,1
chr2,44168791,44168970,2,"1,3",1,0,1
chr2,44361606,44361730,2,"2,3",0,1,1
chr2,44361730,44361883,3,"1,2,3",1,1,1
chr2,44361883,44361970,2,"2,3",0,1,1
chr2,45675425,45675477,2,"2,3",0,1,1
chr2,45675477,45675618,3,"1,2,3",1,1,1
chr2,45675618,45675646,2,"2,3",0,1,1
chr2,46164165,46164401,2,"1,3",1,0,1
chr2,46296931,46297167,2,"1,3",1,0,1
chr2,46542275,46542418,3,"1,2,3",1,1,1
chr2,46542418,46542489,2,"2,3",0,1,1
chr2,46544115,46544173,2,"2,3",0,1,1
chr2,46544173,46544332,3,"1,2,3",1,1,1
chr2,46889275,46889341,2,"2,3",0,1,1
chr2,46889341,46889577,3,"1,2,3",1,1,1
chr2,46889577,46889592,2,"2,3",0,1,1
chr2,47034505,47034556,2,"2,3",0,1,1
chr2,47034556,47034792,3,"1,2,3",1,1,1
chr2,47034792,47034819,2,"2,3",0,1,1
chr2,47076875,47076905,2,"2,3",0,1,1
chr2,47076905,47077141,3,"1,2,3",1,1,1
chr2,47077141,47077239,2,"2,3",0,1,1
chr2,47077487,47077556,2,"1,3",1,0,1
chr2,47193286,47193298,2,"2,3",0,1,1
chr2,47193298,47193487,3,"1,2,3",1,1,1
chr2,47193487,47193503,2,"2,3",0,1,1
chr2,47199133,47199232,2,"2,3",0,1,1
chr2,47199232,47199468,3,"1,2,3",1,1,1
chr2,47199468,47199497,2,"2,3",0,1,1
chr2,47215978,47215988,2,"2,3",0,1,1
chr2,47215988,47216179,3,"1,2,3",1,1,1
chr2,47216179,47216192,2,"2,3",0,1,1
chr2,47340186,47340422,2,"1,3",1,0,1
chr2,47345182,47345272,2,"2,3",0,1,1
chr2,47345272,47345508,3,"1,2,3",1,1,1
chr2,47345508,47345546,2,"2,3",0,1,1
chr2,47403085,47403321,2,"1,3",1,0,1
chr2,47698600,47698684,2,"2,3",0,1,1
chr2,47698684,47698920,3,"1,2,3",1,1,1
chr2,47698920,47698964,2,"2,3",0,1,1
chr2,48221895,48222131,2,"1,3",1,0,1
chr2,54073984,54074220,2,"1,3",1,0,1
chr2,54533109,54533111,2,"2,3",0,1,1
chr2,54533111,54533280,3,"1,2,3",1,1,1
chr2,54533280,54533295,2,"1,3",1,0,1
chr2,54572334,54572348,2,"2,3",0,1,1
chr2,54572348,54572584,3,"1,2,3",1,1,1
chr2,54572584,54572596,2,"2,3",0,1,1
chr2,54574158,54574169,2,"1,3",1,0,1
chr2,54574169,54574394,3,"1,2,3",1,1,1
chr2,54574394,54574533,2,"2,3",0,1,1
chr2,60989271,60989348,2,"2,3",0,1,1
chr2,60989348,60989584,3,"1,2,3",1,1,1
chr2,60989584,60989635,2,"2,3",0,1,1
chr2,61017045,61017281,2,"1,3",1,0,1
chr2,61018101,61018196,2,"2,3",0,1,1
chr2,61018196,61018396,3,"1,2,3",1,1,1
chr2,61244745,61244780,2,"2,3",0,1,1
chr2,61244780,61245016,3,"1,2,3",1,1,1
chr2,61245016,61245055,2,"2,3",0,1,1
chr2,61888739,61888975,2,"1,3",1,0,1
chr2,63588681,63588778,2,"2,3",0,1,1
chr2,63588778,63588966,3,"1,2,3",1,1,1
chr2,63588966,63589045,2,"2,3",0,1,1
chr2,63840722,63840958,2,"1,3",1,0,1
chr2,64453203,64453254,2,"2,3",0,1,1
chr2,64453254,64453413,3,"1,2,3",1,1,1
chr2,64516633,64516672,2,"2,3",0,1,1
chr2,64516672,64516868,3,"1,2,3",1,1,1
chr2,64516868,64516877,2,"2,3",0,1,1
chr2,64784754,64784835,2,"2,3",0,1,1
chr2,64784835,64785071,3,"1,2,3",1,1,1
chr2,64785071,64785118,2,"2,3",0,1,1
chr2,64906880,64907116,2,"1,3",1,0,1
chr2,64989282,64989518,2,"1,3",1,0,1
chr2,65049397,65049633,2,"1,3",1,0,1
chr2,65309822,65309930,2,"2,3",0,1,1
chr2,65309930,65310101,3,"1,2,3",1,1,1
chr2,65310101,65310186,2,"2,3",0,1,1
chr2,65314935,65315171,2,"1,3",1,0,1
chr2,65366615,65366682,2,"2,3",0,1,1
chr2,65366682,65366912,3,"1,2,3",1,1,1
chr2,65377716,65377780,2,"2,3",0,1,1
chr2,65377780,65378016,3,"1,2,3",1,1,1
chr2,65378016,65378080,2,"2,3",0,1,1
chr2,65436472,65436532,2,"2,3",0,1,1
chr2,65436532,65436736,3,"1,2,3",1,1,1
chr2,65436736,65436769,2,"2,3",0,1,1
chr2,65505390,65505440,2,"2,3",0,1,1
chr2,65505440,65505676,3,"1,2,3",1,1,1
chr2,65505676,65505754,2,"2,3",0,1,1
chr2,66433467,66433703,2,"1,3",1,0,1
chr2,66434966,66434971,2,"2,3",0,1,1
chr2,66434971,66435180,3,"1,2,3",1,1,1
chr2,66435180,66435200,2,"2,3",0,1,1
chr2,66577109,66577113,2,"1,3",1,0,1
chr2,66577113,66577312,3,"1,2,3",1,1,1
chr2,66577312,66577322,2,"2,3",0,1,1
chr2,68169375,68169611,2,"1,3",1,0,1
chr2,68441660,68441770,2,"2,3",0,1,1
chr2,68441770,68441924,3,"1,2,3",1,1,1
chr2,68441924,68442024,2,"2,3",0,1,1
chr2,68467360,68467443,2,"2,3",0,1,1
chr2,68467443,68467619,3,"1,2,3",1,1,1
chr2,68467619,68467724,2,"2,3",0,1,1
chr2,69178256,69178387,2,"2,3",0,1,1
chr2,69178387,69178481,3,"1,2,3",1,1,1
chr2,69178481,69178620,2,"2,3",0,1,1
chr2,69695541,69695668,2,"2,3",0,1,1
chr2,69695668,69695904,3,"1,2,3",1,1,1
chr2,69695904,69695905,2,"2,3",0,1,1
chr2,69829546,69829560,2,"2,3",0,1,1
chr2,69829560,69829781,3,"1,2,3",1,1,1
chr2,69829781,69829801,2,"2,3",0,1,1
chr2,70086652,70086666,2,"1,3",1,0,1
chr2,70086666,70086840,3,"1,2,3",1,1,1
chr2,70086840,70086856,2,"1,3",1,0,1
chr2,70087259,70087495,2,"1,3",1,0,1
chr2,70141134,70141204,2,"2,3",0,1,1
chr2,70141204,70141440,3,"1,2,3",1,1,1
chr2,70141440,70141498,2,"2,3",0,1,1
chr2,70142780,70143016,2,"1,3",1,0,1
chr2,70248928,70249141,2,"1,3",1,0,1
chr2,70257560,70258069,2,"2,3",0,1,1
chr2,70616333,70616341,2,"2,3",0,1,1
chr2,70616341,70616572,3,"1,2,3",1,1,1
chr2,70616572,70616584,2,"2,3",0,1,1
chr2,71379262,71379498,2,"1,3",1,0,1
chr2,71452654,71452735,2,"2,3",0,1,1
chr2,71452735,71452917,3,"1,2,3",1,1,1
chr2,73640548,73640594,2,"2,3",0,1,1
chr2,73640594,73640830,3,"1,2,3",1,1,1
chr2,73640830,73640912,2,"2,3",0,1,1
chr2,73700299,73700300,2,"2,3",0,1,1
chr2,73700300,73700408,3,"1,2,3",1,1,1
chr2,73700408,73700437,2,"2,3",0,1,1
chr2,73829317,73829553,2,"1,3",1,0,1
chr2,73926642,73926838,3,"1,2,3",1,1,1
chr2,73926838,73926913,2,"2,3",0,1,1
chr2,73983633,73983827,2,"2,3",0,1,1
chr2,73983827,73983997,3,"1,2,3",1,1,1
chr2,73983997,73984063,2,"1,3",1,0,1
chr2,74199087,74199323,2,"1,3",1,0,1
chr2,74206177,74206352,2,"1,3",1,0,1
chr2,74454946,74455182,2,"1,3",1,0,1
chr2,74472583,74472819,2,"1,3",1,0,1
chr2,74507311,74507547,2,"1,3",1,0,1
chr2,75100426,75100662,2,"1,3",1,0,1
chr2,75153356,75153387,2,"1,3",1,0,1
chr2,75153387,75153557,3,"1,2,3",1,1,1
chr2,75153557,75153564,2,"2,3",0,1,1
chr2,75592209,75592221,2,"1,3",1,0,1
chr2,75592221,75592312,3,"1,2,3",1,1,1
chr2,75592312,75592376,2,"1,3",1,0,1
chr2,76256612,76256771,2,"2,3",0,1,1
chr2,76256771,76256869,3,"1,2,3",1,1,1
chr2,76256869,76256976,2,"2,3",0,1,1
chr2,84919878,84919958,2,"2,3",0,1,1
chr2,84919958,84920194,3,"1,2,3",1,1,1
chr2,84920194,84920242,2,"2,3",0,1,1
chr2,85106820,85106840,2,"2,3",0,1,1
chr2,85106840,85106985,3,"1,2,3",1,1,1
chr2,85106985,85107002,2,"2,3",0,1,1
chr2,85259357,85259399,2,"2,3",0,1,1
chr2,85259399,85259573,3,"1,2,3",1,1,1
chr2,85259573,85259605,2,"2,3",0,1,1
chr2,85300420,85300490,2,"1,3",1,0,1
chr2,85418574,85418703,2,"2,3",0,1,1
chr2,85418703,85418829,3,"1,2,3",1,1,1
chr2,85418829,85418938,2,"2,3",0,1,1
chr2,85421374,85421386,2,"1,3",1,0,1
chr2,85421386,85421577,3,"1,2,3",1,1,1
chr2,85421577,85421585,2,"1,3",1,0,1
chr2,85577853,85578089,2,"1,3",1,0,1
chr2,85585105,85585341,2,"1,3",1,0,1
chr2,86106088,86106324,2,"1,3",1,0,1
chr2,86195034,86195270,2,"1,3",1,0,1
chr2,86440903,86440958,2,"2,3",0,1,1
chr2,86441077,86441211,3,"1,2,3",1,1,1
chr2,86441211,86441267,2,"2,3",0,1,1
chr2,87660277,87660513,2,"1,3",1,0,1
chr2,88627358,88627594,2,"1,3",1,0,1
chr2,88691313,88691381,2,"2,3",0,1,1
chr2,88691381,88691617,3,"1,2,3",1,1,1
chr2,88691617,88691677,2,"2,3",0,1,1
chr2,95034382,95034618,2,"1,3",1,0,1
chr2,95165555,95165791,2,"1,3",1,0,1
chr2,96305763,96305971,2,"1,3",1,0,1
chr2,96638281,96638517,2,"1,3",1,0,1
chr2,96868506,96868707,3,"1,2,3",1,1,1
chr2,96868707,96868768,2,"2,3",0,1,1
chr2,97060284,97060520,2,"1,3",1,0,1
chr2,98086465,98086650,2,"1,3",1,0,1
chr2,98608069,98608118,2,"2,3",0,1,1
chr2,98769919,98770155,2,"1,3",1,0,1
chr2,99141531,99141767,2,"1,3",1,0,1
chr2,99336010,99336066,2,"1,3",1,0,1
chr2,99336066,99336184,3,"1,2,3",1,1,1
chr2,99336184,99336204,2,"2,3",0,1,1
chr2,100417020,100417070,2,"2,3",0,1,1
chr2,100417070,100417306,3,"1,2,3",1,1,1
chr2,100417306,100417384,2,"2,3",0,1,1
chr2,100571761,100571825,2,"2,3",0,1,1
chr2,100571825,100572048,3,"1,2,3",1,1,1
chr2,100594950,100595057,2,"2,3",0,1,1
chr2,100595057,100595188,3,"1,2,3",1,1,1
chr2,100595188,100595263,2,"2,3",0,1,1
chr2,101002191,101002257,2,"1,3",1,0,1
chr2,101244532,101244768,2,"1,3",1,0,1
chr2,101244970,101245206,2,"1,3",1,0,1
chr2,101308814,101308859,2,"1,3",1,0,1
chr2,101308859,101309029,3,"1,2,3",1,1,1
chr2,101309029,101309031,2,"1,3",1,0,1
chr2,101340230,101340466,2,"1,3",1,0,1
chr2,101355522,101355551,2,"1,3",1,0,1
chr2,102064351,102064587,2,"1,3",1,0,1
chr2,102065815,102065863,2,"2,3",0,1,1
chr2,102065863,102066030,3,"1,2,3",1,1,1
chr2,102066030,102066108,2,"2,3",0,1,1
chr2,102240816,102241106,2,"2,3",0,1,1
chr2,102976079,102976315,2,"1,3",1,0,1
chr2,105235408,105235644,2,"1,3",1,0,1
chr2,105369909,105370145,2,"1,3",1,0,1
chr2,105853780,105853936,2,"2,3",0,1,1
chr2,105853936,105854083,3,"1,2,3",1,1,1
chr2,105854083,105854144,2,"2,3",0,1,1
chr2,108295778,108296014,2,"1,3",1,0,1
chr2,109558589,109558638,2,"2,3",0,1,1
chr2,109558638,109558874,3,"1,2,3",1,1,1
chr2,109558874,109558953,2,"2,3",0,1,1
chr2,110204885,110205121,2,"1,3",1,0,1
chr2,110735344,110735430,2,"2,3",0,1,1
chr2,110735430,110735589,3,"1,2,3",1,1,1
chr2,110735589,110735708,2,"2,3",0,1,1
chr2,110741678,110741914,2,"1,3",1,0,1
chr2,111290454,111290690,2,"1,3",1,0,1
chr2,111946665,111946683,2,"2,3",0,1,1
chr2,111946683,111946896,3,"1,2,3",1,1,1
chr2,111946896,111946918,2,"2,3",0,1,1
