chrom,start,end,num,list,ENCFF053XIP_REST_sorted.bed,ENCFF321FXG_REST_sorted.bed,ENCFF377BCP_REST_sorted.bed,ENCFF462FTK_REST_sorted.bed,ENCFF625JMY_REST_sorted.bed,ENCFF681JCX_REST_sorted.bed,ENCFF800ESB_REST_sorted.bed,ENCFF807IYF_REST_sorted.bed,ENCFF873JLN_REST_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr17,19378153,19378208,5,"1,4,7,8,10",1,0,0,1,0,0,1,1,0,1
chr17,19378208,19378238,6,"1,2,4,7,8,10",1,1,0,1,0,0,1,1,0,1
chr17,19378238,19378249,7,"1,2,4,7,8,9,10",1,1,0,1,0,0,1,1,1,1
chr17,19378249,19378252,8,"1,2,4,6,7,8,9,10",1,1,0,1,0,1,1,1,1,1
chr17,19378252,19378386,9,"1,2,4,5,6,7,8,9,10",1,1,0,1,1,1,1,1,1,1
chr17,19378386,19378388,8,"1,2,4,5,7,8,9,10",1,1,0,1,1,0,1,1,1,1
chr17,19378388,19378428,7,"1,4,5,7,8,9,10",1,0,0,1,1,0,1,1,1,1
chr17,19378428,19378443,6,"1,4,7,8,9,10",1,0,0,1,0,0,1,1,1,1
chr17,19378443,19378526,5,"1,4,7,8,10",1,0,0,1,0,0,1,1,0,1
chr17,19378526,19378533,4,"1,4,8,10",1,0,0,1,0,0,0,1,0,1
chr17,19378533,19378546,3,"1,4,10",1,0,0,1,0,0,0,0,0,1
chr17,20009122,20009541,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,21127196,21127517,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,21214079,21214093,3,"1,3,10",1,0,1,0,0,0,0,0,0,1
chr17,21214093,21214357,4,"1,2,3,10",1,1,1,0,0,0,0,0,0,1
chr17,21214357,21214375,3,"1,2,10",1,1,0,0,0,0,0,0,0,1
chr17,21214375,21214671,2,"1,10",1,0,0,0,0,0,0,0,0,1
chr17,21275747,21275791,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr17,21275791,21275919,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,21275919,21276023,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr17,27089035,27089237,3,"2,9,10",0,1,0,0,0,0,0,0,1,1
chr17,27089237,27089377,2,"2,10",0,1,0,0,0,0,0,0,0,1
chr17,27089491,27089735,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr17,27293885,27294062,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,27294062,27294175,4,"4,7,9,10",0,0,0,1,0,0,1,0,1,1
chr17,27294175,27294179,3,"4,9,10",0,0,0,1,0,0,0,0,1,1
chr17,27294179,27294306,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr17,27332733,27332773,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr17,27332773,27332942,3,"4,8,10",0,0,0,1,0,0,0,1,0,1
chr17,27332942,27333112,4,"4,7,8,10",0,0,0,1,0,0,1,1,0,1
chr17,27333112,27333113,3,"4,8,10",0,0,0,1,0,0,0,1,0,1
chr17,27333113,27333125,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,27333125,27333223,3,"4,9,10",0,0,0,1,0,0,0,0,1,1
chr17,27333223,27333369,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr17,27353532,27353650,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr17,27353650,27353668,3,"6,9,10",0,0,0,0,0,1,0,0,1,1
chr17,27353668,27353733,4,"5,6,9,10",0,0,0,0,1,1,0,0,1,1
chr17,27353733,27353737,5,"4,5,6,9,10",0,0,0,1,1,1,0,0,1,1
chr17,27353737,27353859,4,"4,5,9,10",0,0,0,1,1,0,0,0,1,1
chr17,27353859,27353868,5,"4,5,7,9,10",0,0,0,1,1,0,1,0,1,1
chr17,27353868,27353894,4,"4,7,9,10",0,0,0,1,0,0,1,0,1,1
chr17,27353894,27353998,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,27353998,27354102,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,27455895,27456081,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,27456081,27456403,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,27456403,27456427,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,28318766,28318971,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr17,28318971,28319010,3,"8,9,10",0,0,0,0,0,0,0,1,1,1
chr17,28319010,28319216,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr17,28319216,28319351,3,"8,9,10",0,0,0,0,0,0,0,1,1,1
chr17,28319351,28319457,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr17,28335591,28335633,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,28335633,28335957,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,28357180,28357433,3,"6,8,10",0,0,0,0,0,1,0,1,0,1
chr17,28357433,28357557,4,"6,7,8,10",0,0,0,0,0,1,1,1,0,1
chr17,28357557,28357560,5,"4,6,7,8,10",0,0,0,1,0,1,1,1,0,1
chr17,28357560,28357683,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,28357683,28357746,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr17,28552514,28552677,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,28552677,28552713,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,28571560,28571796,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr17,28599160,28599540,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr17,28645171,28645282,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr17,28645282,28645306,3,"6,9,10",0,0,0,0,0,1,0,0,1,1
chr17,28645306,28645526,4,"6,8,9,10",0,0,0,0,0,1,0,1,1,1
chr17,28645526,28645551,3,"6,8,10",0,0,0,0,0,1,0,1,0,1
chr17,28645551,28645602,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr17,28711161,28711165,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,28711165,28711401,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,28711401,28711438,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,28711532,28711762,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr17,28711762,28711836,3,"6,7,10",0,0,0,0,0,1,1,0,0,1
chr17,28711836,28711912,4,"6,7,9,10",0,0,0,0,0,1,1,0,1,1
chr17,28711912,28711915,3,"7,9,10",0,0,0,0,0,0,1,0,1,1
chr17,28719476,28719578,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,28719578,28719681,3,"1,4,10",1,0,0,1,0,0,0,0,0,1
chr17,28719681,28719739,2,"1,10",1,0,0,0,0,0,0,0,0,1
chr17,28719739,28719756,3,"1,3,10",1,0,1,0,0,0,0,0,0,1
chr17,28719756,28720052,4,"1,2,3,10",1,1,1,0,0,0,0,0,0,1
chr17,28720052,28720063,5,"1,2,3,9,10",1,1,1,0,0,0,0,0,1,1
chr17,28720063,28720071,4,"1,2,9,10",1,1,0,0,0,0,0,0,1,1
chr17,28726022,28726054,3,"8,9,10",0,0,0,0,0,0,0,1,1,1
chr17,28726054,28726093,4,"4,8,9,10",0,0,0,1,0,0,0,1,1,1
chr17,28726093,28726135,5,"4,7,8,9,10",0,0,0,1,0,0,1,1,1,1
chr17,28726135,28726194,4,"4,7,9,10",0,0,0,1,0,0,1,0,1,1
chr17,28726194,28726196,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,28726196,28726257,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,28726315,28726641,2,"2,10",0,1,0,0,0,0,0,0,0,1
chr17,28726641,28726663,3,"2,8,10",0,1,0,0,0,0,0,1,0,1
chr17,28726875,28727220,3,"4,8,10",0,0,0,1,0,0,0,1,0,1
chr17,28727220,28727221,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,28727221,28727244,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,28728707,28728841,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr17,28728897,28728951,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr17,28735257,28735648,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,28743440,28743465,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr17,28743667,28743855,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr17,28743855,28743871,3,"4,6,10",0,0,0,1,0,1,0,0,0,1
chr17,28743871,28743940,4,"4,6,7,10",0,0,0,1,0,1,1,0,0,1
chr17,28743940,28744119,5,"4,6,7,9,10",0,0,0,1,0,1,1,0,1,1
chr17,28750085,28750151,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,28750151,28750337,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,28750337,28750412,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,28865282,28865328,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,28865328,28865374,3,"4,6,10",0,0,0,1,0,1,0,0,0,1
chr17,28865374,28865427,4,"4,6,9,10",0,0,0,1,0,1,0,0,1,1
chr17,28865427,28865599,5,"4,5,6,9,10",0,0,0,1,1,1,0,0,1,1
chr17,28865599,28865618,4,"4,6,9,10",0,0,0,1,0,1,0,0,1,1
chr17,28865618,28865686,3,"4,6,10",0,0,0,1,0,1,0,0,0,1
chr17,28865686,28865848,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr17,28902855,28902869,3,"6,8,10",0,0,0,0,0,1,0,1,0,1
chr17,28902869,28902872,4,"4,6,8,10",0,0,0,1,0,1,0,1,0,1
chr17,28902872,28902916,5,"4,6,8,9,10",0,0,0,1,0,1,0,1,1,1
chr17,28902916,28903116,6,"4,6,7,8,9,10",0,0,0,1,0,1,1,1,1,1
chr17,28903116,28903130,5,"4,6,7,8,10",0,0,0,1,0,1,1,1,0,1
chr17,28903130,28903188,4,"4,6,8,10",0,0,0,1,0,1,0,1,0,1
chr17,28903188,28903275,3,"4,8,10",0,0,0,1,0,0,0,1,0,1
chr17,28903275,28903327,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr17,28952263,28952361,3,"1,2,10",1,1,0,0,0,0,0,0,0,1
chr17,28952361,28952458,4,"1,2,3,10",1,1,1,0,0,0,0,0,0,1
chr17,28952458,28952613,3,"1,2,10",1,1,0,0,0,0,0,0,0,1
chr17,28952613,28952690,2,"1,10",1,0,0,0,0,0,0,0,0,1
chr17,29069674,29069915,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr17,29148890,29149017,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,29149017,29149118,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,29149118,29149194,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,29294005,29294165,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr17,29294165,29294450,3,"2,9,10",0,1,0,0,0,0,0,0,1,1
chr17,29294450,29294515,2,"2,10",0,1,0,0,0,0,0,0,0,1
chr17,29390089,29390100,8,"1,2,4,6,7,8,9,10",1,1,0,1,0,1,1,1,1,1
chr17,29390100,29390156,9,"1,2,4,5,6,7,8,9,10",1,1,0,1,1,1,1,1,1,1
chr17,29390156,29390214,10,"1,2,3,4,5,6,7,8,9,10",1,1,1,1,1,1,1,1,1,1
chr17,29390214,29390254,9,"1,2,3,4,6,7,8,9,10",1,1,1,1,0,1,1,1,1,1
chr17,29390254,29390321,8,"1,2,3,4,6,7,8,10",1,1,1,1,0,1,1,1,0,1
chr17,29390321,29390326,7,"1,2,3,4,6,8,10",1,1,1,1,0,1,0,1,0,1
chr17,29390326,29390368,6,"1,2,3,4,6,10",1,1,1,1,0,1,0,0,0,1
chr17,29390368,29390469,5,"1,2,3,6,10",1,1,1,0,0,1,0,0,0,1
chr17,29390469,29390480,4,"2,3,6,10",0,1,1,0,0,1,0,0,0,1
chr17,29390480,29390485,3,"2,6,10",0,1,0,0,0,1,0,0,0,1
chr17,29390485,29390536,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr17,29589688,29589827,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr17,29639489,29639639,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,29639639,29639804,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,29639804,29639806,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,30708724,30708968,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr17,30824556,30824631,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr17,30824631,30824800,3,"4,9,10",0,0,0,1,0,0,0,0,1,1
chr17,30824800,30825004,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,30906196,30906274,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr17,30906274,30906432,3,"5,6,10",0,0,0,0,1,1,0,0,0,1
chr17,31558757,31558978,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,32007215,32007257,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,32007257,32007405,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,32007405,32007461,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,32486658,32486688,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,32486688,32486728,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,32486728,32486795,4,"4,7,8,10",0,0,0,1,0,0,1,1,0,1
chr17,32486795,32486859,5,"4,6,7,8,10",0,0,0,1,0,1,1,1,0,1
chr17,32486859,32486872,6,"4,6,7,8,9,10",0,0,0,1,0,1,1,1,1,1
chr17,32486872,32486908,7,"4,5,6,7,8,9,10",0,0,0,1,1,1,1,1,1,1
chr17,32486908,32487034,6,"4,5,7,8,9,10",0,0,0,1,1,0,1,1,1,1
chr17,32487034,32487042,5,"5,7,8,9,10",0,0,0,0,1,0,1,1,1,1
chr17,32487042,32487085,4,"5,7,9,10",0,0,0,0,1,0,1,0,1,1
chr17,32487085,32487086,3,"5,9,10",0,0,0,0,1,0,0,0,1,1
chr17,32487086,32487090,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr17,32876603,32876641,4,"4,5,7,10",0,0,0,1,1,0,1,0,0,1
chr17,32876641,32876778,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,32876778,32876802,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,32877232,32877265,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,32877265,32877451,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,32877451,32877468,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,32897426,32897568,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,32897568,32897791,3,"4,9,10",0,0,0,1,0,0,0,0,1,1
chr17,32912328,32912645,3,"4,8,10",0,0,0,1,0,0,0,1,0,1
chr17,33871737,33871782,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,33871782,33872055,3,"4,8,10",0,0,0,1,0,0,0,1,0,1
chr17,33872055,33872136,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr17,34980330,34980481,3,"4,9,10",0,0,0,1,0,0,0,0,1,1
chr17,34980481,34980660,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,35088938,35088998,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr17,35088998,35089109,3,"6,9,10",0,0,0,0,0,1,0,0,1,1
chr17,35089109,35089190,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr17,35089190,35089242,3,"7,9,10",0,0,0,0,0,0,1,0,1,1
chr17,35089242,35089344,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr17,35089344,35089570,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,35089570,35089575,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,35119697,35120061,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,35120061,35120077,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,35560836,35560883,2,"5,10",0,0,0,0,1,0,0,0,0,1
chr17,35560883,35560972,3,"5,9,10",0,0,0,0,1,0,0,0,1,1
chr17,35560972,35561036,2,"5,10",0,0,0,0,1,0,0,0,0,1
chr17,35567699,35567875,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr17,35567875,35567886,3,"4,9,10",0,0,0,1,0,0,0,0,1,1
chr17,35567886,35567943,4,"4,7,9,10",0,0,0,1,0,0,1,0,1,1
chr17,35567943,35568180,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,35568180,35568187,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,35578535,35578543,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,35578543,35578802,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,35764088,35764164,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,35764164,35764313,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,35764313,35764474,4,"4,7,8,10",0,0,0,1,0,0,1,1,0,1
chr17,35764474,35764684,3,"7,8,10",0,0,0,0,0,0,1,1,0,1
chr17,35764684,35764693,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr17,35808954,35809249,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,35809430,35809674,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr17,36486460,36486612,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,36486612,36486691,4,"4,7,9,10",0,0,0,1,0,0,1,0,1,1
chr17,36486691,36486752,5,"1,4,7,9,10",1,0,0,1,0,0,1,0,1,1
chr17,36486752,36486760,4,"1,4,9,10",1,0,0,1,0,0,0,0,1,1
chr17,36534787,36535031,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr17,36535327,36535364,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr17,36535364,36535381,3,"2,8,10",0,1,0,0,0,0,0,1,0,1
chr17,36535381,36535582,4,"2,3,8,10",0,1,1,0,0,0,0,1,0,1
chr17,36535582,36535663,3,"2,3,10",0,1,1,0,0,0,0,0,0,1
chr17,36544713,36545002,2,"2,10",0,1,0,0,0,0,0,0,0,1
chr17,36545453,36545469,2,"2,10",0,1,0,0,0,0,0,0,0,1
chr17,36545469,36545612,3,"2,9,10",0,1,0,0,0,0,0,0,1,1
chr17,36545612,36545679,4,"2,8,9,10",0,1,0,0,0,0,0,1,1,1
chr17,36545679,36545713,3,"8,9,10",0,0,0,0,0,0,0,1,1,1
chr17,36545713,36545978,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr17,36948611,36948704,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr17,36948704,36948874,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,36948874,36948991,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr17,36949065,36949110,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr17,37609272,37609302,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr17,37609302,37609325,3,"4,9,10",0,0,0,1,0,0,0,0,1,1
chr17,37609325,37609485,4,"4,7,9,10",0,0,0,1,0,0,1,0,1,1
chr17,37609485,37609689,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,37609689,37609725,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,38351483,38351823,2,"2,10",0,1,0,0,0,0,0,0,0,1
chr17,38729853,38729858,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr17,38729858,38729880,3,"4,6,10",0,0,0,1,0,1,0,0,0,1
chr17,38729880,38729913,4,"4,6,8,10",0,0,0,1,0,1,0,1,0,1
chr17,38729913,38730176,5,"4,6,7,8,10",0,0,0,1,0,1,1,1,0,1
chr17,38730176,38730260,4,"4,7,8,10",0,0,0,1,0,0,1,1,0,1
chr17,38730260,38730262,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,38730262,38730293,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr17,38752408,38752677,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,38799769,38799869,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr17,38799869,38800113,3,"8,9,10",0,0,0,0,0,0,0,1,1,1
chr17,38800113,38800149,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr17,38825206,38825279,2,"2,10",0,1,0,0,0,0,0,0,0,1
chr17,38825279,38825603,3,"2,3,10",0,1,1,0,0,0,0,0,0,1
chr17,38825603,38825604,2,"2,10",0,1,0,0,0,0,0,0,0,1
chr17,38853672,38853675,4,"2,4,9,10",0,1,0,1,0,0,0,0,1,1
chr17,38853675,38853855,5,"2,4,7,9,10",0,1,0,1,0,0,1,0,1,1
chr17,38853855,38853977,4,"2,4,7,10",0,1,0,1,0,0,1,0,0,1
chr17,38853977,38853980,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,38869267,38869639,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,38869899,38870135,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr17,38900997,38901001,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,38901001,38901092,3,"4,9,10",0,0,0,1,0,0,0,0,1,1
chr17,38901092,38901245,4,"2,4,9,10",0,1,0,1,0,0,0,0,1,1
chr17,38901245,38901373,3,"2,4,10",0,1,0,1,0,0,0,0,0,1
chr17,38901373,38901429,2,"2,10",0,1,0,0,0,0,0,0,0,1
chr17,39056715,39057111,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,39154126,39154180,3,"8,9,10",0,0,0,0,0,0,0,1,1,1
chr17,39154180,39154350,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr17,39154350,39154404,3,"4,8,10",0,0,0,1,0,0,0,1,0,1
chr17,39154404,39154618,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,39244787,39245052,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,39401804,39401860,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr17,39451511,39451514,3,"1,2,10",1,1,0,0,0,0,0,0,0,1
chr17,39461247,39461354,4,"1,2,3,10",1,1,1,0,0,0,0,0,0,1
chr17,39461354,39461443,5,"1,2,3,9,10",1,1,1,0,0,0,0,0,1,1
chr17,39461443,39461517,6,"1,2,3,6,9,10",1,1,1,0,0,1,0,0,1,1
chr17,39461517,39461598,5,"1,2,6,9,10",1,1,0,0,0,1,0,0,1,1
chr17,39461598,39461666,4,"1,2,6,10",1,1,0,0,0,1,0,0,0,1
chr17,39461666,39461713,3,"2,6,10",0,1,0,0,0,1,0,0,0,1
chr17,39461713,39461823,2,"6,10",0,0,0,0,0,1,0,0,0,1
chr17,39730357,39730432,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,39730432,39730629,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,39730629,39730718,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,39754161,39754221,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr17,39754221,39754494,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,39754494,39754541,4,"4,7,8,10",0,0,0,1,0,0,1,1,0,1
chr17,39754541,39754558,3,"4,8,10",0,0,0,1,0,0,0,1,0,1
chr17,39754558,39754699,2,"8,10",0,0,0,0,0,0,0,1,0,1
chr17,39927616,39927841,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr17,39980441,39980532,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,39980532,39980743,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,39980743,39980952,4,"4,7,9,10",0,0,0,1,0,0,1,0,1,1
chr17,40013721,40013761,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr17,40013761,40014086,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,40014086,40014100,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr17,40054295,40054315,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr17,40054315,40054466,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,40054466,40054554,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr17,40098962,40098995,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,40098995,40099239,4,"4,7,9,10",0,0,0,1,0,0,1,0,1,1
chr17,40099239,40099302,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,40099302,40099530,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,40100609,40100795,4,"4,6,7,10",0,0,0,1,0,1,1,0,0,1
chr17,40100795,40100881,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,40100881,40100918,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,40113167,40113276,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,40113276,40113440,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,40113440,40113479,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,40140063,40140139,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,40140399,40140643,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr17,40219227,40219528,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,40287791,40287793,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr17,40287793,40287993,3,"5,9,10",0,0,0,0,1,0,0,0,1,1
chr17,40287993,40288022,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr17,40318051,40318058,2,"2,10",0,1,0,0,0,0,0,0,0,1
chr17,40318092,40318093,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,40318093,40318113,3,"4,6,10",0,0,0,1,0,1,0,0,0,1
chr17,40318113,40318324,4,"4,6,7,10",0,0,0,1,0,1,1,0,0,1
chr17,40341157,40341337,4,"4,7,9,10",0,0,0,1,0,0,1,0,1,1
chr17,40341337,40341365,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,40341365,40341426,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr17,40362659,40362673,3,"2,4,10",0,1,0,1,0,0,0,0,0,1
chr17,40362673,40362967,4,"2,4,7,10",0,1,0,1,0,0,1,0,0,1
chr17,40362967,40362994,3,"2,7,10",0,1,0,0,0,0,1,0,0,1
chr17,40819032,40819140,2,"2,10",0,1,0,0,0,0,0,0,0,1
chr17,40819140,40819219,3,"2,4,10",0,1,0,1,0,0,0,0,0,1
chr17,40819219,40819239,4,"2,4,7,10",0,1,0,1,0,0,1,0,0,1
chr17,40827847,40828045,2,"9,10",0,0,0,0,0,0,0,0,1,1
chr17,40828045,40828285,3,"4,9,10",0,0,0,1,0,0,0,0,1,1
chr17,40828285,40828367,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,41496758,41496804,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr17,41496804,41496873,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,41496873,41497027,4,"4,7,9,10",0,0,0,1,0,0,1,0,1,1
chr17,41497027,41497087,3,"7,9,10",0,0,0,0,0,0,1,0,1,1
chr17,41548893,41548931,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,41548931,41549104,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,41549104,41549161,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,41549266,41549547,2,"4,10",0,0,0,1,0,0,0,0,0,1
chr17,41579574,41579624,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr17,41579624,41579880,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,41579880,41579903,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr17,41667030,41667036,2,"7,10",0,0,0,0,0,0,1,0,0,1
chr17,41667036,41667269,3,"4,7,10",0,0,0,1,0,0,1,0,0,1
chr17,41667269,41667313,2,"7,10",0,0,0,0,0,0,1,0,0,1
