chrom,start,end,num,list,ENCFF287HLG_MAZ_sorted.bed,ENCFF494YAO_MAZ_sorted.bed,ENCFF662EQM_MAZ_sorted.bed,ENCFF815AXO_MAZ_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr19,47226086,47226131,3,"1,3,5",1,0,1,0,1
chr19,47226131,47226434,4,"1,3,4,5",1,0,1,1,1
chr19,47227565,47227739,5,"1,2,3,4,5",1,1,1,1,1
chr19,47227739,47227871,4,"1,3,4,5",1,0,1,1,1
chr19,47227871,47228071,3,"3,4,5",0,0,1,1,1
chr19,47228071,47228269,2,"3,5",0,0,1,0,1
chr19,47231143,47231201,2,"1,5",1,0,0,0,1
chr19,47231201,47231226,3,"1,4,5",1,0,0,1,1
chr19,47231226,47231266,4,"1,3,4,5",1,0,1,1,1
chr19,47231266,47231526,5,"1,2,3,4,5",1,1,1,1,1
chr19,47231526,47231696,4,"1,3,4,5",1,0,1,1,1
chr19,47256387,47256789,2,"1,5",1,0,0,0,1
chr19,47257009,47257092,2,"4,5",0,0,0,1,1
chr19,47257092,47257393,3,"3,4,5",0,0,1,1,1
chr19,47257393,47257736,2,"3,5",0,0,1,0,1
chr19,47273230,47273313,2,"3,5",0,0,1,0,1
chr19,47273313,47273402,3,"1,3,5",1,0,1,0,1
chr19,47273402,47273786,4,"1,3,4,5",1,0,1,1,1
chr19,47273786,47273908,3,"1,3,5",1,0,1,0,1
chr19,47274061,47274093,3,"1,3,5",1,0,1,0,1
chr19,47274093,47274256,2,"3,5",0,0,1,0,1
chr19,47348998,47349043,3,"3,4,5",0,0,1,1,1
chr19,47349043,47349303,4,"2,3,4,5",0,1,1,1,1
chr19,47349303,47349360,3,"3,4,5",0,0,1,1,1
chr19,47349360,47349452,2,"3,5",0,0,1,0,1
chr19,47430105,47430501,2,"1,5",1,0,0,0,1
chr19,47436663,47436958,2,"3,5",0,0,1,0,1
chr19,47483791,47483796,4,"1,3,4,5",1,0,1,1,1
chr19,47483796,47484056,5,"1,2,3,4,5",1,1,1,1,1
chr19,47484056,47484113,4,"1,3,4,5",1,0,1,1,1
chr19,47484113,47484267,3,"1,3,5",1,0,1,0,1
chr19,47484267,47484431,2,"1,5",1,0,0,0,1
chr19,47514870,47515089,2,"3,5",0,0,1,0,1
chr19,47515089,47515185,3,"1,3,5",1,0,1,0,1
chr19,47515185,47515569,4,"1,3,4,5",1,0,1,1,1
chr19,47515569,47515665,3,"1,3,5",1,0,1,0,1
chr19,47515665,47515699,2,"3,5",0,0,1,0,1
chr19,47600305,47600359,2,"4,5",0,0,0,1,1
chr19,47600359,47600398,3,"3,4,5",0,0,1,1,1
chr19,47600398,47600404,4,"1,3,4,5",1,0,1,1,1
chr19,47600404,47600664,5,"1,2,3,4,5",1,1,1,1,1
chr19,47600664,47600689,4,"1,3,4,5",1,0,1,1,1
chr19,47600689,47600822,3,"1,3,5",1,0,1,0,1
chr19,47608378,47608436,2,"3,5",0,0,1,0,1
chr19,47608436,47608650,3,"1,3,5",1,0,1,0,1
chr19,47608650,47608704,4,"1,2,3,5",1,1,1,0,1
chr19,47608704,47608866,5,"1,2,3,4,5",1,1,1,1,1
chr19,47745353,47745896,2,"1,5",1,0,0,0,1
chr19,47778221,47778321,2,"3,5",0,0,1,0,1
chr19,47778321,47778705,3,"3,4,5",0,0,1,1,1
chr19,47778705,47778989,2,"3,5",0,0,1,0,1
chr19,47891990,47892726,2,"3,5",0,0,1,0,1
chr19,48169935,48170142,2,"3,5",0,0,1,0,1
chr19,48170142,48170718,3,"1,3,5",1,0,1,0,1
chr19,48170718,48170781,2,"3,5",0,0,1,0,1
chr19,48203941,48203962,2,"4,5",0,0,0,1,1
chr19,48203962,48204222,3,"2,4,5",0,1,0,1,1
chr19,48204222,48204325,2,"4,5",0,0,0,1,1
chr19,48271696,48272089,2,"3,5",0,0,1,0,1
chr19,48320044,48320404,3,"1,4,5",1,0,0,1,1
chr19,48320404,48320509,2,"1,5",1,0,0,0,1
chr19,48363893,48363916,2,"3,5",0,0,1,0,1
chr19,48363916,48364076,3,"1,3,5",1,0,1,0,1
chr19,48364076,48364336,4,"1,2,3,5",1,1,1,0,1
chr19,48364336,48364397,3,"1,3,5",1,0,1,0,1
chr19,48391396,48391751,2,"4,5",0,0,0,1,1
chr19,48445504,48446472,2,"3,5",0,0,1,0,1
chr19,48468806,48468985,2,"1,5",1,0,0,0,1
chr19,48468985,48469121,3,"1,4,5",1,0,0,1,1
chr19,48469121,48469160,2,"4,5",0,0,0,1,1
chr19,48469160,48469369,3,"3,4,5",0,0,1,1,1
chr19,48469369,48469488,2,"3,5",0,0,1,0,1
chr19,48469565,48469804,2,"3,5",0,0,1,0,1
chr19,48558188,48558314,3,"1,3,5",1,0,1,0,1
chr19,48558314,48558367,4,"1,3,4,5",1,0,1,1,1
chr19,48558367,48558627,5,"1,2,3,4,5",1,1,1,1,1
chr19,48558627,48558675,4,"1,3,4,5",1,0,1,1,1
chr19,48618977,48619081,2,"1,5",1,0,0,0,1
chr19,48619081,48619084,3,"1,4,5",1,0,0,1,1
chr19,48619084,48619302,4,"1,3,4,5",1,0,1,1,1
chr19,48619302,48619562,5,"1,2,3,4,5",1,1,1,1,1
chr19,48619562,48619647,4,"1,3,4,5",1,0,1,1,1
chr19,48624215,48624564,2,"4,5",0,0,0,1,1
chr19,48637302,48637325,2,"3,5",0,0,1,0,1
chr19,48637325,48637333,3,"1,3,5",1,0,1,0,1
chr19,48637333,48637866,4,"1,3,4,5",1,0,1,1,1
chr19,48644845,48645061,2,"3,5",0,0,1,0,1
chr19,48646355,48646567,2,"3,5",0,0,1,0,1
chr19,48646567,48646610,3,"2,3,5",0,1,1,0,1
chr19,48646610,48646762,4,"2,3,4,5",0,1,1,1,1
chr19,48646762,48646827,3,"2,3,5",0,1,1,0,1
chr19,48646827,48646853,2,"3,5",0,0,1,0,1
chr19,48714616,48714669,2,"3,5",0,0,1,0,1
chr19,48720767,48721151,2,"4,5",0,0,0,1,1
chr19,48738563,48738609,2,"4,5",0,0,0,1,1
chr19,48738609,48738782,3,"2,4,5",0,1,0,1,1
chr19,48738782,48738869,4,"1,2,4,5",1,1,0,1,1
chr19,48738869,48738947,3,"1,4,5",1,0,0,1,1
chr19,48738947,48738994,2,"1,5",1,0,0,0,1
chr19,48738994,48739172,3,"1,3,5",1,0,1,0,1
chr19,48739172,48739229,2,"1,5",1,0,0,0,1
chr19,48795173,48795580,3,"1,4,5",1,0,0,1,1
chr19,48795580,48795702,2,"4,5",0,0,0,1,1
chr19,48807048,48807124,2,"3,5",0,0,1,0,1
chr19,48807124,48807508,3,"3,4,5",0,0,1,1,1
chr19,48807508,48807651,2,"3,5",0,0,1,0,1
chr19,48872169,48872276,2,"3,5",0,0,1,0,1
chr19,48872276,48872291,3,"1,3,5",1,0,1,0,1
chr19,48872291,48872675,4,"1,3,4,5",1,0,1,1,1
chr19,48872675,48872687,3,"1,3,5",1,0,1,0,1
chr19,48900021,48900452,2,"3,5",0,0,1,0,1
chr19,48907647,48907999,3,"1,4,5",1,0,0,1,1
chr19,48907999,48908166,2,"1,5",1,0,0,0,1
chr19,48954587,48955183,2,"3,5",0,0,1,0,1
chr19,48962138,48962188,2,"1,5",1,0,0,0,1
chr19,48962188,48962324,3,"1,3,5",1,0,1,0,1
chr19,48962324,48962739,4,"1,3,4,5",1,0,1,1,1
chr19,48963362,48963445,3,"1,3,5",1,0,1,0,1
chr19,48963445,48963543,4,"1,3,4,5",1,0,1,1,1
chr19,48963543,48963739,3,"1,3,5",1,0,1,0,1
chr19,48963888,48964012,4,"1,2,3,5",1,1,1,0,1
chr19,48964012,48964142,3,"1,3,5",1,0,1,0,1
chr19,48965099,48965116,3,"1,3,5",1,0,1,0,1
chr19,48965116,48965164,4,"1,3,4,5",1,0,1,1,1
chr19,48965164,48965411,5,"1,2,3,4,5",1,1,1,1,1
chr19,48992946,48993205,3,"1,3,5",1,0,1,0,1
chr19,48993205,48993272,4,"1,2,3,5",1,1,1,0,1
chr19,48993272,48993465,5,"1,2,3,4,5",1,1,1,1,1
chr19,48993465,48993580,4,"1,3,4,5",1,0,1,1,1
chr19,48993580,48993631,3,"1,4,5",1,0,0,1,1
chr19,48993631,48993656,2,"4,5",0,0,0,1,1
chr19,49017871,49018255,2,"4,5",0,0,0,1,1
chr19,49085037,49085081,2,"3,5",0,0,1,0,1
chr19,49085081,49085145,3,"1,3,5",1,0,1,0,1
chr19,49085145,49085164,4,"1,2,3,5",1,1,1,0,1
chr19,49085164,49085405,5,"1,2,3,4,5",1,1,1,1,1
chr19,49085405,49085548,4,"1,3,4,5",1,0,1,1,1
chr19,49085548,49085766,3,"1,3,5",1,0,1,0,1
chr19,49085766,49085857,2,"1,5",1,0,0,0,1
chr19,49114055,49114699,2,"3,5",0,0,1,0,1
chr19,49118641,49118676,2,"4,5",0,0,0,1,1
chr19,49118676,49118839,3,"3,4,5",0,0,1,1,1
chr19,49118839,49119015,4,"2,3,4,5",0,1,1,1,1
chr19,49119015,49119099,3,"2,3,5",0,1,1,0,1
chr19,49119099,49119320,2,"3,5",0,0,1,0,1
chr19,49127860,49128017,3,"1,3,5",1,0,1,0,1
chr19,49128017,49128261,4,"1,3,4,5",1,0,1,1,1
chr19,49128261,49128291,3,"3,4,5",0,0,1,1,1
chr19,49128291,49128401,2,"4,5",0,0,0,1,1
chr19,49150011,49150032,2,"3,5",0,0,1,0,1
chr19,49150032,49150655,3,"1,3,5",1,0,1,0,1
chr19,49150655,49150698,2,"1,5",1,0,0,0,1
chr19,49157547,49158078,2,"3,5",0,0,1,0,1
chr19,49442866,49443250,2,"4,5",0,0,0,1,1
chr19,49443372,49443397,2,"3,5",0,0,1,0,1
chr19,49443397,49443784,3,"1,3,5",1,0,1,0,1
chr19,49443784,49443973,4,"1,2,3,5",1,1,1,0,1
chr19,49443973,49443981,3,"2,3,5",0,1,1,0,1
chr19,49443981,49444027,2,"2,5",0,1,0,0,1
chr19,49451718,49452029,2,"4,5",0,0,0,1,1
chr19,49452994,49453251,3,"1,3,5",1,0,1,0,1
chr19,49453251,49453381,2,"3,5",0,0,1,0,1
chr19,49478784,49479090,4,"1,3,4,5",1,0,1,1,1
chr19,49479090,49479193,3,"1,3,5",1,0,1,0,1
chr19,49487277,49487296,2,"3,5",0,0,1,0,1
chr19,49487296,49487722,3,"1,3,5",1,0,1,0,1
chr19,49495901,49495908,2,"3,5",0,0,1,0,1
chr19,49495908,49496475,3,"1,3,5",1,0,1,0,1
chr19,49496475,49496484,2,"1,5",1,0,0,0,1
chr19,49512956,49512965,2,"2,5",0,1,0,0,1
chr19,49512965,49513216,3,"2,3,5",0,1,1,0,1
chr19,49513216,49513346,2,"3,5",0,0,1,0,1
chr19,49513346,49513606,3,"2,3,5",0,1,1,0,1
chr19,49513606,49513613,2,"3,5",0,0,1,0,1
chr19,49589807,49590011,2,"1,5",1,0,0,0,1
chr19,49590048,49590432,2,"4,5",0,0,0,1,1
chr19,49590589,49590850,2,"3,5",0,0,1,0,1
chr19,49640059,49640411,2,"4,5",0,0,0,1,1
chr19,49640411,49640412,3,"3,4,5",0,0,1,1,1
chr19,49640412,49640496,2,"3,5",0,0,1,0,1
chr19,49640496,49640544,3,"1,3,5",1,0,1,0,1
chr19,49640544,49640903,4,"1,3,4,5",1,0,1,1,1
chr19,49641776,49642293,4,"1,3,4,5",1,0,1,1,1
chr19,49642293,49642301,3,"3,4,5",0,0,1,1,1
chr19,49665360,49665936,2,"1,5",1,0,0,0,1
chr19,49666069,49666289,2,"3,5",0,0,1,0,1
chr19,49672166,49672183,2,"1,5",1,0,0,0,1
chr19,49672183,49672305,3,"1,3,5",1,0,1,0,1
chr19,49672305,49672610,4,"1,3,4,5",1,0,1,1,1
chr19,49676990,49677054,2,"3,5",0,0,1,0,1
chr19,49677054,49677343,3,"1,3,5",1,0,1,0,1
chr19,49766453,49766591,2,"3,5",0,0,1,0,1
chr19,49766591,49766595,3,"3,4,5",0,0,1,1,1
chr19,49766595,49766663,4,"1,3,4,5",1,0,1,1,1
chr19,49766663,49766923,5,"1,2,3,4,5",1,1,1,1,1
chr19,49766923,49766975,4,"1,3,4,5",1,0,1,1,1
chr19,49766975,49767087,3,"1,3,5",1,0,1,0,1
chr19,49771762,49772014,2,"1,5",1,0,0,0,1
chr19,49808936,49809580,2,"3,5",0,0,1,0,1
chr19,49817916,49818450,2,"1,5",1,0,0,0,1
chr19,49850511,49850714,2,"4,5",0,0,0,1,1
chr19,49850714,49850864,3,"1,4,5",1,0,0,1,1
chr19,49850864,49851290,2,"1,5",1,0,0,0,1
chr19,49866955,49867060,2,"3,5",0,0,1,0,1
chr19,49867060,49867440,3,"1,3,5",1,0,1,0,1
chr19,49867440,49867471,4,"1,3,4,5",1,0,1,1,1
chr19,49867471,49867636,5,"1,2,3,4,5",1,1,1,1,1
chr19,49867636,49867717,4,"2,3,4,5",0,1,1,1,1
chr19,49869367,49869581,2,"4,5",0,0,0,1,1
chr19,49869581,49869637,3,"3,4,5",0,0,1,1,1
chr19,49869637,49870117,2,"3,5",0,0,1,0,1
chr19,49876528,49876918,3,"1,3,5",1,0,1,0,1
chr19,49877225,49877806,2,"3,5",0,0,1,0,1
chr19,49877806,49878190,3,"3,4,5",0,0,1,1,1
chr19,49878190,49878196,2,"3,5",0,0,1,0,1
chr19,49928917,49929301,2,"4,5",0,0,0,1,1
chr19,49929553,49929658,2,"3,5",0,0,1,0,1
chr19,49929658,49930042,3,"3,4,5",0,0,1,1,1
chr19,49930042,49930193,2,"3,5",0,0,1,0,1
chr19,50025362,50025413,2,"4,5",0,0,0,1,1
chr19,50025413,50025673,3,"2,4,5",0,1,0,1,1
chr19,50025673,50025736,2,"4,5",0,0,0,1,1
chr19,50025736,50025746,3,"3,4,5",0,0,1,1,1
chr19,50025746,50025772,2,"3,5",0,0,1,0,1
chr19,50025772,50026134,3,"1,3,5",1,0,1,0,1
chr19,50148029,50148456,2,"1,5",1,0,0,0,1
chr19,50325443,50325485,2,"3,5",0,0,1,0,1
chr19,50325485,50325652,3,"1,3,5",1,0,1,0,1
chr19,50325652,50325786,4,"1,3,4,5",1,0,1,1,1
chr19,50329287,50329345,2,"4,5",0,0,0,1,1
chr19,50329345,50329605,3,"2,4,5",0,1,0,1,1
chr19,50329605,50329671,2,"4,5",0,0,0,1,1
chr19,50330724,50331022,2,"4,5",0,0,0,1,1
chr19,50376221,50376543,3,"3,4,5",0,0,1,1,1
chr19,50376543,50376594,2,"3,5",0,0,1,0,1
chr19,50376594,50376674,3,"3,4,5",0,0,1,1,1
chr19,50376674,50376978,2,"4,5",0,0,0,1,1
chr19,50383904,50383970,2,"1,5",1,0,0,0,1
chr19,50383970,50384230,3,"1,2,5",1,1,0,0,1
chr19,50384230,50384582,2,"1,5",1,0,0,0,1
chr19,50431592,50431623,2,"3,5",0,0,1,0,1
chr19,50431623,50431942,3,"3,4,5",0,0,1,1,1
chr19,50431942,50432007,2,"4,5",0,0,0,1,1
chr19,50511320,50511387,2,"4,5",0,0,0,1,1
chr19,50511387,50511550,3,"2,4,5",0,1,0,1,1
chr19,50724410,50724897,2,"1,5",1,0,0,0,1
chr19,50804514,50804526,2,"3,5",0,0,1,0,1
chr19,50804526,50804766,3,"1,3,5",1,0,1,0,1
chr19,50804766,50804775,4,"1,3,4,5",1,0,1,1,1
chr19,50804775,50805035,5,"1,2,3,4,5",1,1,1,1,1
chr19,50805035,50805045,4,"1,3,4,5",1,0,1,1,1
chr19,50805045,50805102,3,"1,4,5",1,0,0,1,1
chr19,50805102,50805150,2,"4,5",0,0,0,1,1
chr19,50835824,50835893,2,"3,5",0,0,1,0,1
chr19,50835893,50836469,3,"1,3,5",1,0,1,0,1
chr19,50836469,50836651,2,"3,5",0,0,1,0,1
chr19,51339807,51340304,2,"3,5",0,0,1,0,1
chr19,51354198,51354565,2,"4,5",0,0,0,1,1
chr19,51362693,51362797,3,"1,3,5",1,0,1,0,1
chr19,51362797,51363014,4,"1,3,4,5",1,0,1,1,1
chr19,51363014,51363234,5,"1,2,3,4,5",1,1,1,1,1
chr19,51363234,51363246,4,"1,2,4,5",1,1,0,1,1
chr19,51365568,51365623,5,"1,2,3,4,5",1,1,1,1,1
chr19,51365623,51365838,4,"1,3,4,5",1,0,1,1,1
chr19,51366277,51366673,3,"1,4,5",1,0,0,1,1
chr19,51367424,51367518,2,"1,5",1,0,0,0,1
chr19,51367518,51367609,3,"1,4,5",1,0,0,1,1
chr19,51367609,51367902,4,"1,3,4,5",1,0,1,1,1
chr19,51367902,51368206,3,"1,3,5",1,0,1,0,1
chr19,51388962,51389127,2,"3,5",0,0,1,0,1
chr19,51389127,51389443,3,"3,4,5",0,0,1,1,1
chr19,51594264,51594826,2,"1,5",1,0,0,0,1
chr19,51703963,51704347,2,"4,5",0,0,0,1,1
chr19,52028042,52028068,2,"3,5",0,0,1,0,1
chr19,52028068,52028913,3,"1,3,5",1,0,1,0,1
chr19,52028913,52028948,2,"3,5",0,0,1,0,1
chr19,52048715,52049359,2,"3,5",0,0,1,0,1
chr19,52139239,52139530,2,"1,5",1,0,0,0,1
chr19,52139819,52139879,3,"3,4,5",0,0,1,1,1
chr19,52139879,52140139,4,"2,3,4,5",0,1,1,1,1
chr19,52140139,52140194,3,"3,4,5",0,0,1,1,1
chr19,52140194,52140217,2,"3,5",0,0,1,0,1
chr19,52189512,52189787,2,"1,5",1,0,0,0,1
chr19,52189787,52189799,3,"1,3,5",1,0,1,0,1
chr19,52189799,52190079,4,"1,3,4,5",1,0,1,1,1
chr19,52190079,52190183,5,"1,2,3,4,5",1,1,1,1,1
chr19,52190183,52190339,4,"1,2,3,5",1,1,1,0,1
chr19,52190339,52190431,3,"1,3,5",1,0,1,0,1
chr19,52190431,52190564,2,"1,5",1,0,0,0,1
chr19,52269337,52270037,2,"3,5",0,0,1,0,1
chr19,52297035,52297720,2,"4,5",0,0,0,1,1
chr19,52527506,52527825,2,"3,5",0,0,1,0,1
chr19,52600987,52601371,2,"4,5",0,0,0,1,1
chr19,52857428,52857862,2,"3,5",0,0,1,0,1
chr19,52942463,52942758,2,"4,5",0,0,0,1,1
chr19,53467494,53467854,2,"3,5",0,0,1,0,1
chr19,53792980,53793345,2,"1,5",1,0,0,0,1
chr19,53864403,53864767,2,"4,5",0,0,0,1,1
chr19,53866009,53866032,2,"2,5",0,1,0,0,1
chr19,53866032,53866102,3,"1,2,5",1,1,0,0,1
chr19,53866102,53866269,4,"1,2,3,5",1,1,1,0,1
chr19,53866269,53866494,3,"1,3,5",1,0,1,0,1
chr19,53867351,53867437,3,"3,4,5",0,0,1,1,1
chr19,53867437,53867565,4,"2,3,4,5",0,1,1,1,1
chr19,53867565,53867618,3,"2,3,5",0,1,1,0,1
chr19,53867618,53867697,4,"2,3,4,5",0,1,1,1,1
chr19,53867697,53867750,3,"3,4,5",0,0,1,1,1
chr19,53867750,53867754,2,"3,5",0,0,1,0,1
chr19,53869122,53869212,2,"2,5",0,1,0,0,1
chr19,53869212,53869268,3,"1,2,5",1,1,0,0,1
chr19,53869268,53869290,2,"1,5",1,0,0,0,1
chr19,53869290,53869674,3,"1,4,5",1,0,0,1,1
chr19,53869674,53869796,2,"1,5",1,0,0,0,1
chr19,53879320,53879340,3,"1,3,5",1,0,1,0,1
chr19,53879340,53879724,4,"1,3,4,5",1,0,1,1,1
chr19,53879724,53879777,3,"1,3,5",1,0,1,0,1
chr19,54102650,54102999,2,"1,5",1,0,0,0,1
chr19,54115194,54115568,2,"1,5",1,0,0,0,1
chr19,54115568,54115770,3,"1,2,5",1,1,0,0,1
chr19,54115770,54115828,2,"2,5",0,1,0,0,1
chr19,54136946,54137297,2,"3,5",0,0,1,0,1
chr19,54137297,54137311,3,"3,4,5",0,0,1,1,1
chr19,54137311,54137425,2,"4,5",0,0,0,1,1
chr19,54137425,54137826,3,"1,4,5",1,0,0,1,1
chr19,54159404,54159850,3,"1,3,5",1,0,1,0,1
chr19,54159850,54159885,2,"3,5",0,0,1,0,1
chr19,54159885,54159898,3,"3,4,5",0,0,1,1,1
chr19,54159898,54160008,4,"2,3,4,5",0,1,1,1,1
chr19,54160008,54160158,3,"2,4,5",0,1,0,1,1
chr19,54160158,54160213,2,"4,5",0,0,0,1,1
chr19,54189223,54189253,3,"3,4,5",0,0,1,1,1
chr19,54189253,54189540,4,"1,3,4,5",1,0,1,1,1
chr19,54189540,54189766,3,"1,3,5",1,0,1,0,1
chr19,54189766,54190048,2,"1,5",1,0,0,0,1
chr19,54190048,54190119,3,"1,2,5",1,1,0,0,1
chr19,54190119,54190147,2,"2,5",0,1,0,0,1
chr19,54190147,54190160,3,"2,3,5",0,1,1,0,1
chr19,54190160,54190269,4,"2,3,4,5",0,1,1,1,1
chr19,54190269,54190308,3,"2,3,5",0,1,1,0,1
chr19,54190308,54190821,2,"3,5",0,0,1,0,1
chr19,54190821,54191031,3,"3,4,5",0,0,1,1,1
chr19,54191111,54191333,3,"3,4,5",0,0,1,1,1
chr19,54200429,54200647,2,"3,5",0,0,1,0,1
chr19,54200647,54200912,3,"3,4,5",0,0,1,1,1
chr19,54200912,54201031,2,"4,5",0,0,0,1,1
chr19,54209721,54210105,2,"4,5",0,0,0,1,1
chr19,54231519,54232053,2,"1,5",1,0,0,0,1
chr19,54420182,54420232,2,"1,5",1,0,0,0,1
chr19,54420232,54420368,3,"1,3,5",1,0,1,0,1
chr19,54420368,54420371,4,"1,3,4,5",1,0,1,1,1
chr19,54420371,54420631,5,"1,2,3,4,5",1,1,1,1,1
chr19,54420631,54420752,4,"1,3,4,5",1,0,1,1,1
chr19,54420752,54420758,3,"1,3,5",1,0,1,0,1
chr19,54420758,54420876,2,"3,5",0,0,1,0,1
chr19,54448981,54449058,2,"3,5",0,0,1,0,1
chr19,54449058,54449634,3,"1,3,5",1,0,1,0,1
chr19,54449634,54449660,2,"3,5",0,0,1,0,1
chr19,54462930,54462962,2,"1,5",1,0,0,0,1
chr19,54462962,54463450,3,"1,3,5",1,0,1,0,1
chr19,54463450,54463834,4,"1,3,4,5",1,0,1,1,1
chr19,54463834,54463873,3,"1,3,5",1,0,1,0,1
chr19,54463873,54463893,4,"1,3,4,5",1,0,1,1,1
chr19,54463893,54463907,3,"1,4,5",1,0,0,1,1
chr19,54463907,54464257,2,"4,5",0,0,0,1,1
chr19,54464309,54464885,2,"1,5",1,0,0,0,1
chr19,55117399,55117485,2,"1,5",1,0,0,0,1
chr19,55117572,55117654,3,"1,4,5",1,0,0,1,1
chr19,55117654,55117903,4,"1,2,4,5",1,1,0,1,1
chr19,55117903,55117914,3,"1,2,5",1,1,0,0,1
chr19,55117914,55118010,2,"1,5",1,0,0,0,1
chr19,55160580,55160594,3,"1,4,5",1,0,0,1,1
chr19,55160594,55160854,4,"1,2,4,5",1,1,0,1,1
chr19,55160854,55160902,3,"1,4,5",1,0,0,1,1
chr19,55160902,55160914,2,"1,5",1,0,0,0,1
chr19,55165978,55166450,2,"3,5",0,0,1,0,1
chr19,55166450,55166572,3,"1,3,5",1,0,1,0,1
chr19,55166572,55166905,4,"1,3,4,5",1,0,1,1,1
chr19,55206927,55207004,2,"3,5",0,0,1,0,1
chr19,55207004,55207081,3,"1,3,5",1,0,1,0,1
chr19,55207081,55207281,4,"1,3,4,5",1,0,1,1,1
chr19,55207281,55207465,5,"1,2,3,4,5",1,1,1,1,1
chr19,55207465,55207479,4,"1,2,3,5",1,1,1,0,1
chr19,55216439,55216751,3,"3,4,5",0,0,1,1,1
chr19,55216751,55216884,2,"3,5",0,0,1,0,1
chr19,55228565,55229141,2,"1,5",1,0,0,0,1
chr19,55258801,55259014,2,"1,5",1,0,0,0,1
chr19,55259014,55259109,3,"1,2,5",1,1,0,0,1
chr19,55259109,55259274,4,"1,2,4,5",1,1,0,1,1
chr19,55259274,55259377,3,"1,4,5",1,0,0,1,1
chr19,55259377,55259493,2,"4,5",0,0,0,1,1
chr19,55279987,55280371,2,"4,5",0,0,0,1,1
chr19,55339138,55339378,4,"1,2,4,5",1,1,0,1,1
chr19,55339378,55339664,3,"1,4,5",1,0,0,1,1
chr19,55339664,55339700,4,"1,2,4,5",1,1,0,1,1
chr19,55339700,55339924,3,"1,2,5",1,1,0,0,1
chr19,55339924,55339956,2,"1,5",1,0,0,0,1
chr19,55385648,55385691,2,"3,5",0,0,1,0,1
chr19,55385691,55386040,3,"1,3,5",1,0,1,0,1
chr19,55407509,55407543,2,"3,5",0,0,1,0,1
chr19,55407543,55408119,3,"1,3,5",1,0,1,0,1
chr19,55408119,55408153,2,"3,5",0,0,1,0,1
chr19,55461002,55461294,2,"3,5",0,0,1,0,1
chr19,55467671,55468078,3,"1,3,5",1,0,1,0,1
chr19,55476087,55476279,2,"3,5",0,0,1,0,1
chr19,55476279,55476459,3,"1,3,5",1,0,1,0,1
chr19,55476459,55476731,4,"1,3,4,5",1,0,1,1,1
chr19,55476731,55476843,3,"1,4,5",1,0,0,1,1
chr19,55476843,55477032,2,"1,5",1,0,0,0,1
chr19,55585653,55586259,2,"3,5",0,0,1,0,1
chr19,55599232,55599467,2,"1,5",1,0,0,0,1
chr19,55599467,55599483,3,"1,2,5",1,1,0,0,1
chr19,55599483,55599671,4,"1,2,4,5",1,1,0,1,1
chr19,55599671,55599727,3,"1,2,5",1,1,0,0,1
chr19,55599727,55599808,2,"1,5",1,0,0,0,1
chr19,55599881,55600034,2,"3,5",0,0,1,0,1
chr19,55600034,55600142,3,"3,4,5",0,0,1,1,1
chr19,55600142,55600392,4,"2,3,4,5",0,1,1,1,1
chr19,55605025,55605092,4,"1,3,4,5",1,0,1,1,1
chr19,55605092,55605418,3,"3,4,5",0,0,1,1,1
chr19,55605418,55605630,2,"3,5",0,0,1,0,1
chr19,55624161,55624210,2,"3,5",0,0,1,0,1
chr19,55624210,55624594,3,"3,4,5",0,0,1,1,1
chr19,55624594,55624805,2,"3,5",0,0,1,0,1
chr19,55640668,55640777,2,"1,5",1,0,0,0,1
chr19,55640777,55641161,3,"1,4,5",1,0,0,1,1
chr19,55641161,55641244,2,"1,5",1,0,0,0,1
chr19,55653665,55653996,3,"3,4,5",0,0,1,1,1
chr19,55653996,55654298,2,"3,5",0,0,1,0,1
chr19,55654931,55655058,2,"4,5",0,0,0,1,1
chr19,55655058,55655071,3,"3,4,5",0,0,1,1,1
chr19,55655071,55655150,4,"1,3,4,5",1,0,1,1,1
chr19,55674841,55674858,2,"3,5",0,0,1,0,1
chr19,55674858,55674994,3,"1,3,5",1,0,1,0,1
chr19,55674994,55675378,4,"1,3,4,5",1,0,1,1,1
chr19,55675378,55675562,3,"1,3,5",1,0,1,0,1
chr19,56120173,56120240,2,"3,5",0,0,1,0,1
chr19,56120240,56120351,3,"1,3,5",1,0,1,0,1
chr19,56120351,56120611,4,"1,2,3,5",1,1,1,0,1
chr19,56120611,56120764,3,"1,3,5",1,0,1,0,1
chr19,56121142,56121193,3,"1,4,5",1,0,0,1,1
chr19,56121193,56121218,2,"1,5",1,0,0,0,1
chr19,56121218,56121255,3,"1,2,5",1,1,0,0,1
chr19,56121255,56121271,4,"1,2,3,5",1,1,1,0,1
chr19,56121271,56121478,5,"1,2,3,4,5",1,1,1,1,1
chr19,56121478,56121548,4,"1,3,4,5",1,0,1,1,1
chr19,56121548,56121651,5,"1,2,3,4,5",1,1,1,1,1
chr19,56121651,56121655,4,"2,3,4,5",0,1,1,1,1
chr19,56121655,56121794,3,"2,3,5",0,1,1,0,1
chr19,56140779,56141070,2,"1,5",1,0,0,0,1
chr19,56141070,56141341,3,"1,4,5",1,0,0,1,1
chr19,56142215,56142279,2,"3,5",0,0,1,0,1
chr19,56170323,56170660,2,"4,5",0,0,0,1,1
