chrom,start,end,num,list,ENCFF324SPP_SIN3A_sorted.bed,ENCFF701HQE_SIN3A_sorted.bed,ENCFF763YLV_SIN3A_sorted.bed,ENCFF873MAF_SIN3A_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr20,35616889,35617077,2,"3,5",0,0,1,0,1
chr20,35664670,35665046,2,"2,5",0,1,0,0,1
chr20,35699070,35699283,2,"4,5",0,0,0,1,1
chr20,35699283,35699573,3,"3,4,5",0,0,1,1,1
chr20,35699573,35699640,2,"4,5",0,0,0,1,1
chr20,35771908,35772198,2,"3,5",0,0,1,0,1
chr20,35954429,35954719,2,"3,5",0,0,1,0,1
chr20,36050474,36050639,2,"3,5",0,0,1,0,1
chr20,36050639,36050751,3,"3,4,5",0,0,1,1,1
chr20,36050751,36050785,2,"4,5",0,0,0,1,1
chr20,36050785,36051075,3,"3,4,5",0,0,1,1,1
chr20,36051075,36051189,2,"4,5",0,0,0,1,1
chr20,36064628,36064878,2,"4,5",0,0,0,1,1
chr20,36064878,36065039,3,"3,4,5",0,0,1,1,1
chr20,36065039,36065148,2,"3,5",0,0,1,0,1
chr20,36573546,36573683,2,"3,5",0,0,1,0,1
chr20,36605857,36606129,2,"3,5",0,0,1,0,1
chr20,36773552,36773649,2,"3,5",0,0,1,0,1
chr20,36773649,36773842,3,"3,4,5",0,0,1,1,1
chr20,36773842,36774133,2,"4,5",0,0,0,1,1
chr20,36774176,36774427,2,"4,5",0,0,0,1,1
chr20,37095890,37095965,2,"3,5",0,0,1,0,1
chr20,37095965,37096180,3,"3,4,5",0,0,1,1,1
chr20,37096180,37096209,2,"4,5",0,0,0,1,1
chr20,37179204,37179420,2,"3,5",0,0,1,0,1
chr20,37289612,37289902,2,"3,5",0,0,1,0,1
chr20,37345917,37346161,2,"3,5",0,0,1,0,1
chr20,37527774,37527968,2,"3,5",0,0,1,0,1
chr20,37693874,37694164,2,"3,5",0,0,1,0,1
chr20,38033347,38033463,2,"3,5",0,0,1,0,1
chr20,38033463,38033478,3,"2,3,5",0,1,1,0,1
chr20,38033478,38033862,2,"2,5",0,1,0,0,1
chr20,38472576,38472771,2,"2,5",0,1,0,0,1
chr20,38472771,38473061,3,"2,3,5",0,1,1,0,1
chr20,38473061,38473147,2,"2,5",0,1,0,0,1
chr20,38748027,38748398,2,"4,5",0,0,0,1,1
chr20,38748398,38748597,3,"3,4,5",0,0,1,1,1
chr20,38748597,38748608,2,"3,5",0,0,1,0,1
chr20,38926283,38926346,2,"3,5",0,0,1,0,1
chr20,38926346,38926355,3,"3,4,5",0,0,1,1,1
chr20,38926355,38926505,4,"1,3,4,5",1,0,1,1,1
chr20,38926505,38926573,3,"3,4,5",0,0,1,1,1
chr20,38926573,38926736,2,"4,5",0,0,0,1,1
chr20,38947918,38948333,2,"4,5",0,0,0,1,1
chr20,41028415,41028549,5,"1,2,3,4,5",1,1,1,1,1
chr20,41028549,41028630,4,"2,3,4,5",0,1,1,1,1
chr20,41028630,41028775,3,"2,4,5",0,1,0,1,1
chr20,41028775,41028935,4,"2,3,4,5",0,1,1,1,1
chr20,41028935,41028969,3,"3,4,5",0,0,1,1,1
chr20,41028969,41029065,2,"3,5",0,0,1,0,1
chr20,41137417,41137628,2,"3,5",0,0,1,0,1
chr20,41340616,41340906,2,"3,5",0,0,1,0,1
chr20,41693486,41693702,2,"4,5",0,0,0,1,1
chr20,43457879,43458016,2,"3,5",0,0,1,0,1
chr20,43458160,43458169,2,"3,5",0,0,1,0,1
chr20,43590686,43590864,2,"4,5",0,0,0,1,1
chr20,43590864,43591052,3,"3,4,5",0,0,1,1,1
chr20,43657358,43657648,2,"3,5",0,0,1,0,1
chr20,43666695,43666851,2,"3,5",0,0,1,0,1
chr20,43666965,43667254,2,"3,5",0,0,1,0,1
chr20,44210387,44210534,2,"3,5",0,0,1,0,1
chr20,44210534,44210728,3,"2,3,5",0,1,1,0,1
chr20,44210728,44210910,4,"2,3,4,5",0,1,1,1,1
chr20,44210910,44211128,3,"3,4,5",0,0,1,1,1
chr20,44211128,44211181,2,"4,5",0,0,0,1,1
chr20,44310969,44311259,2,"3,5",0,0,1,0,1
chr20,44475784,44475992,2,"3,5",0,0,1,0,1
chr20,44521928,44522102,3,"3,4,5",0,0,1,1,1
chr20,44522102,44522155,2,"3,5",0,0,1,0,1
chr20,44885721,44885751,2,"4,5",0,0,0,1,1
chr20,44885751,44885825,3,"3,4,5",0,0,1,1,1
chr20,44885917,44886041,3,"3,4,5",0,0,1,1,1
chr20,44886041,44886214,2,"4,5",0,0,0,1,1
chr20,44960048,44960223,2,"4,5",0,0,0,1,1
chr20,44960223,44960596,3,"3,4,5",0,0,1,1,1
chr20,44960596,44960665,2,"3,5",0,0,1,0,1
chr20,44966321,44966642,2,"4,5",0,0,0,1,1
chr20,45363081,45363363,2,"2,5",0,1,0,0,1
chr20,45363363,45363438,3,"2,4,5",0,1,0,1,1
chr20,45363438,45363442,4,"1,2,4,5",1,1,0,1,1
chr20,45363442,45363457,5,"1,2,3,4,5",1,1,1,1,1
chr20,45363457,45363588,4,"1,3,4,5",1,0,1,1,1
chr20,45363588,45363598,3,"3,4,5",0,0,1,1,1
chr20,45791671,45791744,2,"2,5",0,1,0,0,1
chr20,45791744,45791759,3,"2,3,5",0,1,1,0,1
chr20,45791759,45791842,4,"2,3,4,5",0,1,1,1,1
chr20,45791842,45791992,5,"1,2,3,4,5",1,1,1,1,1
chr20,45791992,45792034,4,"2,3,4,5",0,1,1,1,1
chr20,45792034,45792037,3,"2,4,5",0,1,0,1,1
chr20,45792037,45792047,2,"2,5",0,1,0,0,1
chr20,45857261,45857348,3,"3,4,5",0,0,1,1,1
chr20,45857348,45857506,4,"2,3,4,5",0,1,1,1,1
chr20,45857506,45857724,3,"2,4,5",0,1,0,1,1
chr20,45857724,45857925,2,"4,5",0,0,0,1,1
chr20,45891154,45891177,2,"2,5",0,1,0,0,1
chr20,45891177,45891236,3,"2,4,5",0,1,0,1,1
chr20,45891236,45891237,4,"2,3,4,5",0,1,1,1,1
chr20,45891237,45891387,5,"1,2,3,4,5",1,1,1,1,1
chr20,45891387,45891426,4,"2,3,4,5",0,1,1,1,1
chr20,45891426,45891518,3,"2,4,5",0,1,0,1,1
chr20,45891518,45891527,2,"2,5",0,1,0,0,1
chr20,45934708,45934749,2,"3,5",0,0,1,0,1
chr20,45934749,45934803,3,"2,3,5",0,1,1,0,1
chr20,45934866,45934998,3,"2,3,5",0,1,1,0,1
chr20,45934998,45935125,2,"2,5",0,1,0,0,1
chr20,45971707,45972154,2,"4,5",0,0,0,1,1
chr20,46089518,46089649,2,"3,5",0,0,1,0,1
chr20,46089803,46090163,2,"4,5",0,0,0,1,1
chr20,46363912,46364145,4,"2,3,4,5",0,1,1,1,1
chr20,46364290,46364624,2,"4,5",0,0,0,1,1
chr20,46406207,46406468,2,"3,5",0,0,1,0,1
chr20,46689101,46689275,2,"4,5",0,0,0,1,1
chr20,46689275,46689417,3,"3,4,5",0,0,1,1,1
chr20,46689417,46689565,2,"3,5",0,0,1,0,1
chr20,47356679,47356762,2,"2,5",0,1,0,0,1
chr20,47360855,47361090,2,"4,5",0,0,0,1,1
chr20,47501623,47501878,3,"3,4,5",0,0,1,1,1
chr20,47501878,47501979,2,"4,5",0,0,0,1,1
chr20,47501979,47502123,3,"3,4,5",0,0,1,1,1
chr20,47502123,47502135,2,"3,5",0,0,1,0,1
chr20,48921546,48921600,2,"4,5",0,0,0,1,1
chr20,48921600,48921890,3,"3,4,5",0,0,1,1,1
chr20,48921890,48922162,2,"4,5",0,0,0,1,1
chr20,49046077,49046207,2,"3,5",0,0,1,0,1
chr20,49046207,49046294,3,"2,3,5",0,1,1,0,1
chr20,49046294,49046486,2,"2,5",0,1,0,0,1
chr20,49046717,49046719,2,"3,5",0,0,1,0,1
chr20,49046719,49046943,3,"3,4,5",0,0,1,1,1
chr20,49219179,49219325,2,"4,5",0,0,0,1,1
chr20,49219325,49219502,3,"3,4,5",0,0,1,1,1
chr20,49219502,49219531,4,"2,3,4,5",0,1,1,1,1
chr20,49278055,49278099,2,"3,5",0,0,1,0,1
chr20,49278099,49278133,3,"1,3,5",1,0,1,0,1
chr20,49278133,49278249,4,"1,3,4,5",1,0,1,1,1
chr20,49278249,49278302,3,"3,4,5",0,0,1,1,1
chr20,49278302,49278345,2,"3,5",0,0,1,0,1
chr20,49278363,49278583,2,"2,5",0,1,0,0,1
chr20,49278583,49278603,3,"1,2,5",1,1,0,0,1
chr20,49278603,49278733,4,"1,2,3,5",1,1,1,0,1
chr20,49278733,49278754,3,"2,3,5",0,1,1,0,1
chr20,49812752,49813042,2,"3,5",0,0,1,0,1
chr20,49936287,49936440,2,"3,5",0,0,1,0,1
chr20,49936440,49936451,3,"1,3,5",1,0,1,0,1
chr20,49936451,49936577,4,"1,3,4,5",1,0,1,1,1
chr20,49936577,49936590,3,"1,4,5",1,0,0,1,1
chr20,49936590,49936699,2,"4,5",0,0,0,1,1
chr20,49936699,49936849,3,"3,4,5",0,0,1,1,1
chr20,49982463,49982497,2,"4,5",0,0,0,1,1
chr20,49982497,49982787,3,"3,4,5",0,0,1,1,1
chr20,49982787,49983086,2,"4,5",0,0,0,1,1
chr20,50113068,50113103,2,"2,5",0,1,0,0,1
chr20,50113103,50113320,3,"2,3,5",0,1,1,0,1
chr20,50113320,50113329,2,"3,5",0,0,1,0,1
chr20,50153577,50154040,2,"3,5",0,0,1,0,1
chr20,50165988,50166407,2,"4,5",0,0,0,1,1
chr20,50190648,50190684,2,"4,5",0,0,0,1,1
chr20,50190684,50190814,3,"2,4,5",0,1,0,1,1
chr20,50190814,50191060,4,"2,3,4,5",0,1,1,1,1
chr20,50191060,50191104,3,"3,4,5",0,0,1,1,1
chr20,50191104,50191126,2,"4,5",0,0,0,1,1
chr20,50292543,50292708,2,"4,5",0,0,0,1,1
chr20,50292708,50292821,3,"3,4,5",0,0,1,1,1
chr20,50292821,50292971,4,"1,3,4,5",1,0,1,1,1
chr20,50292971,50292998,3,"3,4,5",0,0,1,1,1
chr20,50292998,50293107,2,"4,5",0,0,0,1,1
chr20,50478319,50478363,2,"3,5",0,0,1,0,1
chr20,50478363,50478513,3,"1,3,5",1,0,1,0,1
chr20,50478513,50478545,2,"3,5",0,0,1,0,1
chr20,50510177,50510293,2,"4,5",0,0,0,1,1
chr20,50510293,50510500,3,"3,4,5",0,0,1,1,1
chr20,50731134,50731309,2,"3,5",0,0,1,0,1
chr20,50731309,50731424,3,"3,4,5",0,0,1,1,1
chr20,50731424,50731743,2,"4,5",0,0,0,1,1
chr20,50929392,50929634,2,"3,5",0,0,1,0,1
chr20,50931548,50931618,2,"4,5",0,0,0,1,1
chr20,50931618,50931686,3,"2,4,5",0,1,0,1,1
chr20,50931686,50931726,4,"2,3,4,5",0,1,1,1,1
chr20,50931726,50931876,5,"1,2,3,4,5",1,1,1,1,1
chr20,50931876,50931960,4,"2,3,4,5",0,1,1,1,1
chr20,50958423,50958452,3,"3,4,5",0,0,1,1,1
chr20,50958452,50958602,4,"1,3,4,5",1,0,1,1,1
chr20,50958602,50958624,3,"3,4,5",0,0,1,1,1
chr20,50958624,50958660,2,"4,5",0,0,0,1,1
chr20,51595041,51595466,2,"4,5",0,0,0,1,1
chr20,53608307,53608364,2,"3,5",0,0,1,0,1
chr20,53608364,53608740,3,"2,3,5",0,1,1,0,1
chr20,53608740,53608746,2,"3,5",0,0,1,0,1
chr20,54207695,54207720,2,"3,5",0,0,1,0,1
chr20,54207720,54207958,3,"3,4,5",0,0,1,1,1
chr20,54207958,54208214,2,"4,5",0,0,0,1,1
chr20,56392171,56392338,3,"3,4,5",0,0,1,1,1
chr20,56392338,56392456,2,"4,5",0,0,0,1,1
chr20,56392507,56392530,2,"3,5",0,0,1,0,1
chr20,56392530,56392680,3,"1,3,5",1,0,1,0,1
chr20,56392680,56392720,2,"3,5",0,0,1,0,1
chr20,56412104,56412209,2,"4,5",0,0,0,1,1
chr20,56412209,56412499,3,"3,4,5",0,0,1,1,1
chr20,56412499,56412526,2,"4,5",0,0,0,1,1
chr20,56468420,56468501,2,"4,5",0,0,0,1,1
chr20,56468501,56468566,3,"3,4,5",0,0,1,1,1
chr20,56468566,56468716,4,"1,3,4,5",1,0,1,1,1
chr20,56468716,56468752,3,"3,4,5",0,0,1,1,1
chr20,56468752,56468763,2,"3,5",0,0,1,0,1
chr20,57351136,57351268,2,"3,5",0,0,1,0,1
chr20,57351268,57351426,3,"3,4,5",0,0,1,1,1
chr20,57351426,57351551,2,"4,5",0,0,0,1,1
chr20,57389236,57389655,2,"4,5",0,0,0,1,1
chr20,57391099,57391333,2,"3,5",0,0,1,0,1
chr20,58309626,58309670,2,"3,5",0,0,1,0,1
chr20,58309670,58309715,3,"2,3,5",0,1,1,0,1
chr20,58309715,58309865,4,"1,2,3,5",1,1,1,0,1
chr20,58309865,58309916,3,"2,3,5",0,1,1,0,1
chr20,58309916,58310107,2,"2,5",0,1,0,0,1
chr20,58310107,58310109,3,"2,3,5",0,1,1,0,1
chr20,58650934,58651006,2,"4,5",0,0,0,1,1
chr20,58651006,58651096,3,"2,4,5",0,1,0,1,1
chr20,58651096,58651345,4,"2,3,4,5",0,1,1,1,1
chr20,58981347,58981524,2,"3,5",0,0,1,0,1
chr20,58981524,58981609,3,"3,4,5",0,0,1,1,1
chr20,59032144,59032434,2,"3,5",0,0,1,0,1
chr20,59032624,59032831,2,"3,5",0,0,1,0,1
chr20,59042214,59042242,3,"3,4,5",0,0,1,1,1
chr20,59042242,59042459,2,"4,5",0,0,0,1,1
chr20,59042459,59042835,3,"2,4,5",0,1,0,1,1
chr20,59042835,59042953,2,"4,5",0,0,0,1,1
chr20,62121709,62122200,2,"4,5",0,0,0,1,1
chr20,62122200,62122248,3,"2,4,5",0,1,0,1,1
chr20,62122248,62122249,4,"2,3,4,5",0,1,1,1,1
chr20,62122249,62122368,5,"1,2,3,4,5",1,1,1,1,1
chr20,62122368,62122399,4,"1,2,4,5",1,1,0,1,1
chr20,62122399,62122450,3,"2,4,5",0,1,0,1,1
chr20,62122450,62122515,2,"4,5",0,0,0,1,1
chr20,62143253,62143333,2,"3,5",0,0,1,0,1
chr20,62182599,62182714,2,"2,5",0,1,0,0,1
chr20,62182714,62183004,3,"2,3,5",0,1,1,0,1
chr20,62183004,62183188,2,"2,5",0,1,0,0,1
chr20,62238090,62238613,2,"4,5",0,0,0,1,1
chr20,62302523,62302660,2,"3,5",0,0,1,0,1
chr20,62302660,62302813,3,"3,4,5",0,0,1,1,1
chr20,62302813,62302861,2,"4,5",0,0,0,1,1
chr20,62302861,62303076,3,"3,4,5",0,0,1,1,1
chr20,62386909,62386969,2,"4,5",0,0,0,1,1
chr20,62386969,62387123,3,"3,4,5",0,0,1,1,1
chr20,62387123,62387201,2,"3,5",0,0,1,0,1
chr20,62523871,62523909,2,"4,5",0,0,0,1,1
chr20,62598817,62598868,2,"3,5",0,0,1,0,1
chr20,62598868,62599060,3,"3,4,5",0,0,1,1,1
chr20,62599060,62599092,2,"3,5",0,0,1,0,1
chr20,62686109,62686197,2,"4,5",0,0,0,1,1
chr20,62686197,62686487,3,"3,4,5",0,0,1,1,1
chr20,62686487,62686490,2,"4,5",0,0,0,1,1
chr20,62794107,62794290,2,"3,5",0,0,1,0,1
chr20,62794459,62794647,2,"3,5",0,0,1,0,1
chr20,62796268,62796558,2,"4,5",0,0,0,1,1
chr20,62862250,62862279,2,"3,5",0,0,1,0,1
chr20,62926197,62926282,2,"3,5",0,0,1,0,1
chr20,62937792,62938024,3,"3,4,5",0,0,1,1,1
chr20,62938024,62938028,2,"4,5",0,0,0,1,1
chr20,62938028,62938168,3,"2,4,5",0,1,0,1,1
chr20,62938168,62938312,2,"2,5",0,1,0,0,1
chr20,62938312,62938572,3,"2,3,5",0,1,1,0,1
chr20,63216161,63216488,2,"4,5",0,0,0,1,1
chr20,63272609,63272815,4,"2,3,4,5",0,1,1,1,1
chr20,63272815,63272874,3,"2,4,5",0,1,0,1,1
chr20,63272874,63272932,2,"4,5",0,0,0,1,1
chr20,63520603,63520873,2,"3,5",0,0,1,0,1
chr20,63521072,63521295,2,"3,5",0,0,1,0,1
chr20,63553552,63554233,2,"4,5",0,0,0,1,1
chr20,63627135,63627425,2,"3,5",0,0,1,0,1
chr20,63641857,63642147,2,"3,5",0,0,1,0,1
chr20,63653192,63653261,2,"4,5",0,0,0,1,1
chr20,63653261,63653270,3,"1,4,5",1,0,0,1,1
chr20,63653270,63653411,4,"1,3,4,5",1,0,1,1,1
chr20,63653411,63653424,3,"3,4,5",0,0,1,1,1
chr20,63653424,63653467,2,"4,5",0,0,0,1,1
chr20,63658145,63658208,2,"4,5",0,0,0,1,1
chr20,63658208,63658233,3,"2,4,5",0,1,0,1,1
chr20,63658233,63658403,4,"2,3,4,5",0,1,1,1,1
chr20,63658466,63658523,4,"2,3,4,5",0,1,1,1,1
chr20,63658523,63658555,3,"2,4,5",0,1,0,1,1
chr20,63658555,63658584,2,"2,5",0,1,0,0,1
chr20,63707674,63707954,2,"4,5",0,0,0,1,1
chr20,63707954,63708215,3,"3,4,5",0,0,1,1,1
chr20,63739440,63739635,2,"3,5",0,0,1,0,1
chr20,63864191,63864413,3,"3,4,5",0,0,1,1,1
chr20,63864413,63864543,2,"4,5",0,0,0,1,1
chr20,63864908,63865073,3,"2,4,5",0,1,0,1,1
chr20,63865073,63865144,2,"2,5",0,1,0,0,1
chr20,63865144,63865323,3,"2,3,5",0,1,1,0,1
chr20,63865323,63865425,2,"3,5",0,0,1,0,1
chr20,63894725,63894827,2,"3,5",0,0,1,0,1
chr20,63894827,63894977,3,"1,3,5",1,0,1,0,1
chr20,63894977,63895015,2,"3,5",0,0,1,0,1
chr20,63956521,63956536,2,"4,5",0,0,0,1,1
chr20,63956536,63956594,3,"1,4,5",1,0,0,1,1
chr20,63956594,63956686,4,"1,3,4,5",1,0,1,1,1
chr20,63956686,63956702,3,"3,4,5",0,0,1,1,1
chr20,63956702,63956706,2,"4,5",0,0,0,1,1
chr20,63969829,63970087,3,"3,4,5",0,0,1,1,1
chr20,63970087,63970144,2,"4,5",0,0,0,1,1
chr20,63980991,63981052,2,"3,5",0,0,1,0,1
chr20,63981052,63981202,3,"1,3,5",1,0,1,0,1
chr20,63981202,63981222,2,"3,5",0,0,1,0,1
chr20,64038566,64038846,2,"3,5",0,0,1,0,1
chr20,64062830,64062953,2,"4,5",0,0,0,1,1
chr20,64062953,64063213,3,"3,4,5",0,0,1,1,1
chr20,64079451,64079500,2,"3,5",0,0,1,0,1
chr20,64255662,64255952,2,"3,5",0,0,1,0,1
chr20,64327509,64327657,2,"4,5",0,0,0,1,1
chr20,64327657,64327947,3,"3,4,5",0,0,1,1,1
chr20,64327947,64328087,2,"4,5",0,0,0,1,1
chr21,10413613,10413830,2,"3,5",0,0,1,0,1
chr21,15729645,15730071,2,"4,5",0,0,0,1,1
chr21,25734791,25735010,4,"2,3,4,5",0,1,1,1,1
chr21,25735010,25735060,3,"2,4,5",0,1,0,1,1
chr21,25735060,25735168,2,"4,5",0,0,0,1,1
chr21,28884955,28885036,2,"2,5",0,1,0,0,1
chr21,28885036,28885326,3,"2,3,5",0,1,1,0,1
chr21,28885326,28885455,2,"2,5",0,1,0,0,1
chr21,28992569,28992596,2,"2,5",0,1,0,0,1
chr21,28992596,28992654,3,"2,4,5",0,1,0,1,1
chr21,28992654,28992944,4,"2,3,4,5",0,1,1,1,1
chr21,28992944,28992945,3,"2,4,5",0,1,0,1,1
chr21,28992945,28992971,2,"4,5",0,0,0,1,1
chr21,29002589,29002733,2,"4,5",0,0,0,1,1
chr21,29002733,29002762,3,"3,4,5",0,0,1,1,1
chr21,29002762,29003023,4,"2,3,4,5",0,1,1,1,1
chr21,29003023,29003063,3,"2,4,5",0,1,0,1,1
chr21,29024916,29024922,2,"3,5",0,0,1,0,1
chr21,29024922,29024943,3,"2,3,5",0,1,1,0,1
chr21,29024943,29024997,4,"2,3,4,5",0,1,1,1,1
chr21,29024997,29025147,5,"1,2,3,4,5",1,1,1,1,1
chr21,29025147,29025184,4,"2,3,4,5",0,1,1,1,1
chr21,29073489,29073577,3,"3,4,5",0,0,1,1,1
chr21,29073577,29073727,4,"1,3,4,5",1,0,1,1,1
chr21,29073727,29073766,3,"3,4,5",0,0,1,1,1
chr21,29073766,29073979,2,"4,5",0,0,0,1,1
chr21,31659264,31659474,2,"4,5",0,0,0,1,1
chr21,31659474,31659764,3,"3,4,5",0,0,1,1,1
chr21,31659764,31659853,2,"4,5",0,0,0,1,1
chr21,31659888,31660086,2,"4,5",0,0,0,1,1
chr21,31731928,31732569,2,"3,5",0,0,1,0,1
chr21,32278652,32278714,2,"2,5",0,1,0,0,1
chr21,32278714,32278792,3,"2,3,5",0,1,1,0,1
chr21,32278792,32278986,4,"2,3,4,5",0,1,1,1,1
chr21,32278986,32279004,3,"3,4,5",0,0,1,1,1
chr21,32279004,32279064,2,"4,5",0,0,0,1,1
chr21,32392729,32392840,2,"4,5",0,0,0,1,1
chr21,32392840,32392885,3,"3,4,5",0,0,1,1,1
chr21,32392885,32392896,4,"2,3,4,5",0,1,1,1,1
chr21,32392896,32393046,5,"1,2,3,4,5",1,1,1,1,1
chr21,32393046,32393075,4,"2,3,4,5",0,1,1,1,1
chr21,32393075,32393157,3,"2,4,5",0,1,0,1,1
chr21,32393157,32393343,2,"2,5",0,1,0,0,1
chr21,32569447,32569720,2,"3,5",0,0,1,0,1
chr21,32727609,32727636,2,"4,5",0,0,0,1,1
chr21,32727636,32727786,3,"1,4,5",1,0,0,1,1
chr21,32727786,32728002,2,"4,5",0,0,0,1,1
chr21,32728253,32728282,2,"2,5",0,1,0,0,1
chr21,32728282,32728354,3,"2,4,5",0,1,0,1,1
chr21,32728354,32728364,4,"2,3,4,5",0,1,1,1,1
chr21,32728364,32728514,5,"1,2,3,4,5",1,1,1,1,1
chr21,32728514,32728545,4,"2,3,4,5",0,1,1,1,1
chr21,32728545,32728566,3,"2,4,5",0,1,0,1,1
chr21,32771314,32771579,2,"3,5",0,0,1,0,1
chr21,32771579,32771604,3,"2,3,5",0,1,1,0,1
chr21,32771604,32771727,2,"2,5",0,1,0,0,1
chr21,32771727,32771867,3,"2,4,5",0,1,0,1,1
chr21,32771867,32771925,4,"2,3,4,5",0,1,1,1,1
chr21,32771925,32772075,5,"1,2,3,4,5",1,1,1,1,1
chr21,32772075,32772157,4,"2,3,4,5",0,1,1,1,1
chr21,32772157,32772177,3,"2,4,5",0,1,0,1,1
chr21,32772177,32772281,2,"4,5",0,0,0,1,1
chr21,33229729,33229956,2,"3,5",0,0,1,0,1
chr21,33266191,33266224,2,"3,5",0,0,1,0,1
chr21,33266224,33266433,3,"2,3,5",0,1,1,0,1
chr21,33266433,33266477,2,"2,5",0,1,0,0,1
chr21,33324490,33324696,2,"4,5",0,0,0,1,1
chr21,33324696,33324986,3,"3,4,5",0,0,1,1,1
chr21,33324986,33325060,2,"4,5",0,0,0,1,1
chr21,33479654,33479896,2,"3,5",0,0,1,0,1
chr21,33480021,33480184,2,"2,5",0,1,0,0,1
chr21,33480184,33480397,3,"2,3,5",0,1,1,0,1
chr21,33480397,33480451,2,"3,5",0,0,1,0,1
chr21,33491409,33491411,2,"3,5",0,0,1,0,1
chr21,33491411,33491480,3,"3,4,5",0,0,1,1,1
chr21,33491480,33491504,4,"1,3,4,5",1,0,1,1,1
chr21,33491504,33491630,5,"1,2,3,4,5",1,1,1,1,1
chr21,33491630,33491693,4,"2,3,4,5",0,1,1,1,1
chr21,33491693,33491699,3,"3,4,5",0,0,1,1,1
chr21,33491699,33491774,2,"4,5",0,0,0,1,1
chr21,33542056,33542134,5,"1,2,3,4,5",1,1,1,1,1
chr21,33542134,33542167,4,"1,2,3,5",1,1,1,0,1
chr21,33542167,33542225,3,"2,3,5",0,1,1,0,1
chr21,33542225,33542349,4,"2,3,4,5",0,1,1,1,1
chr21,33542507,33542703,2,"2,5",0,1,0,0,1
chr21,33542732,33542758,2,"2,5",0,1,0,0,1
chr21,33542884,33543160,2,"4,5",0,0,0,1,1
chr21,33588389,33588405,2,"4,5",0,0,0,1,1
chr21,33588571,33588638,2,"3,5",0,0,1,0,1
chr21,33588638,33589014,3,"2,3,5",0,1,1,0,1
chr21,33589014,33589074,2,"3,5",0,0,1,0,1
chr21,33641652,33641773,3,"3,4,5",0,0,1,1,1
chr21,33641773,33642075,2,"4,5",0,0,0,1,1
chr21,33642350,33642640,2,"3,5",0,0,1,0,1
chr21,34073465,34073474,2,"2,5",0,1,0,0,1
chr21,34073474,34073551,3,"2,3,5",0,1,1,0,1
chr21,34073551,34073764,4,"2,3,4,5",0,1,1,1,1
chr21,34073764,34073821,3,"2,4,5",0,1,0,1,1
chr21,34073821,34074042,2,"2,5",0,1,0,0,1
chr21,36060212,36060283,3,"3,4,5",0,0,1,1,1
chr21,36060283,36060433,4,"1,3,4,5",1,0,1,1,1
chr21,36060433,36060480,3,"3,4,5",0,0,1,1,1
chr21,36060480,36060540,2,"4,5",0,0,0,1,1
chr21,36319848,36320485,2,"4,5",0,0,0,1,1
chr21,36385149,36385260,2,"4,5",0,0,0,1,1
chr21,36385260,36385550,3,"3,4,5",0,0,1,1,1
chr21,36385550,36385719,2,"4,5",0,0,0,1,1
chr21,36430087,36430377,2,"3,5",0,0,1,0,1
chr21,36747717,36748007,2,"3,5",0,0,1,0,1
chr21,36966208,36966491,2,"4,5",0,0,0,1,1
chr21,36966491,36966781,3,"3,4,5",0,0,1,1,1
chr21,36966781,36966883,2,"4,5",0,0,0,1,1
chr21,36989736,36989879,2,"4,5",0,0,0,1,1
chr21,36989879,36990169,3,"3,4,5",0,0,1,1,1
chr21,36990169,36990505,2,"4,5",0,0,0,1,1
chr21,36990541,36990574,2,"4,5",0,0,0,1,1
chr21,37072601,37072805,2,"4,5",0,0,0,1,1
chr21,37073201,37073329,2,"4,5",0,0,0,1,1
chr21,37073329,37073533,3,"3,4,5",0,0,1,1,1
chr21,37267886,37267921,2,"3,5",0,0,1,0,1
chr21,37267921,37268176,3,"2,3,5",0,1,1,0,1
chr21,37268176,37268202,2,"2,5",0,1,0,0,1
chr21,37365907,37366136,2,"3,5",0,0,1,0,1
chr21,37366167,37366457,2,"3,5",0,0,1,0,1
chr21,37366781,37366841,2,"4,5",0,0,0,1,1
chr21,38121150,38121153,3,"3,4,5",0,0,1,1,1
chr21,38121153,38121435,2,"3,5",0,0,1,0,1
chr21,38805494,38805509,3,"3,4,5",0,0,1,1,1
chr21,38805509,38805716,4,"2,3,4,5",0,1,1,1,1
chr21,38805716,38805827,3,"2,4,5",0,1,0,1,1
chr21,38805827,38805885,2,"2,5",0,1,0,0,1
chr21,38805904,38806096,2,"3,5",0,0,1,0,1
chr21,39183288,39183453,2,"3,5",0,0,1,0,1
chr21,39183453,39183578,3,"3,4,5",0,0,1,1,1
chr21,39183578,39183832,2,"4,5",0,0,0,1,1
chr21,39183832,39184023,3,"3,4,5",0,0,1,1,1
chr21,39184023,39184113,2,"3,5",0,0,1,0,1
chr21,39312399,39312692,2,"4,5",0,0,0,1,1
chr21,39313269,39313336,2,"3,5",0,0,1,0,1
chr21,39348660,39348898,2,"2,5",0,1,0,0,1
chr21,39348898,39349036,3,"2,3,5",0,1,1,0,1
chr21,39349036,39349052,2,"3,5",0,0,1,0,1
chr21,39349052,39349188,3,"3,4,5",0,0,1,1,1
chr21,39349188,39349791,2,"4,5",0,0,0,1,1
chr21,39380242,39380532,2,"3,5",0,0,1,0,1
chr21,39388605,39388823,3,"2,3,5",0,1,1,0,1
chr21,39388823,39388901,2,"2,5",0,1,0,0,1
