chrom,start,end,num,list,ENCFF181MKU_RCOR1_sorted.bed,ENCFF204NAG_RCOR1_sorted.bed,ENCFF360FBK_RCOR1_sorted.bed,ENCFF757RIY_RCOR1_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr16,89560436,89560910,2,"3,5",0,0,1,0,1
chr16,89574692,89574948,2,"2,5",0,1,0,0,1
chr16,89657615,89657911,2,"4,5",0,0,0,1,1
chr16,89700138,89700434,2,"4,5",0,0,0,1,1
chr16,89701492,89701743,2,"4,5",0,0,0,1,1
chr16,89720818,89721094,2,"2,5",0,1,0,0,1
chr16,89926348,89926354,2,"4,5",0,0,0,1,1
chr16,89948579,89948869,2,"2,5",0,1,0,0,1
chr17,409891,410071,2,"4,5",0,0,0,1,1
chr17,752191,752473,2,"2,5",0,1,0,0,1
chr17,996486,996507,2,"2,5",0,1,0,0,1
chr17,996507,996771,3,"2,4,5",0,1,0,1,1
chr17,996771,996803,2,"4,5",0,0,0,1,1
chr17,1628749,1629255,2,"2,5",0,1,0,0,1
chr17,1649827,1649855,2,"2,5",0,1,0,0,1
chr17,1649855,1650117,3,"2,4,5",0,1,0,1,1
chr17,1650117,1650151,2,"4,5",0,0,0,1,1
chr17,1716160,1716333,2,"4,5",0,0,0,1,1
chr17,1717053,1717072,3,"3,4,5",0,0,1,1,1
chr17,1717072,1717292,4,"2,3,4,5",0,1,1,1,1
chr17,1717292,1717331,3,"2,3,5",0,1,1,0,1
chr17,1730271,1730561,2,"2,5",0,1,0,0,1
chr17,2401146,2401387,2,"2,5",0,1,0,0,1
chr17,3668423,3668898,2,"4,5",0,0,0,1,1
chr17,3723671,3723686,2,"2,5",0,1,0,0,1
chr17,3723686,3723961,3,"2,4,5",0,1,0,1,1
chr17,3723961,3723982,2,"4,5",0,0,0,1,1
chr17,4555369,4555628,2,"2,5",0,1,0,0,1
chr17,4709978,4710274,2,"4,5",0,0,0,1,1
chr17,4731674,4731966,2,"4,5",0,0,0,1,1
chr17,4789911,4790201,2,"2,5",0,1,0,0,1
chr17,4967928,4968060,2,"4,5",0,0,0,1,1
chr17,4987411,4987701,2,"2,5",0,1,0,0,1
chr17,5468925,5469215,2,"2,5",0,1,0,0,1
chr17,7014620,7014916,2,"4,5",0,0,0,1,1
chr17,7035809,7036099,2,"2,5",0,1,0,0,1
chr17,7214915,7215160,2,"2,5",0,1,0,0,1
chr17,7252388,7252647,2,"2,5",0,1,0,0,1
chr17,7306797,7307049,2,"4,5",0,0,0,1,1
chr17,7445281,7445557,2,"2,5",0,1,0,0,1
chr17,7484696,7484986,2,"2,5",0,1,0,0,1
chr17,7572360,7572595,2,"2,5",0,1,0,0,1
chr17,7583499,7583748,3,"2,4,5",0,1,0,1,1
chr17,7583748,7583759,2,"4,5",0,0,0,1,1
chr17,7627873,7627975,2,"3,5",0,0,1,0,1
chr17,7627975,7627990,3,"2,3,5",0,1,1,0,1
chr17,7627990,7628103,4,"2,3,4,5",0,1,1,1,1
chr17,7650489,7650509,2,"4,5",0,0,0,1,1
chr17,7650509,7650785,3,"2,4,5",0,1,0,1,1
chr17,7650785,7650799,2,"2,5",0,1,0,0,1
chr17,7841627,7841813,2,"2,5",0,1,0,0,1
chr17,7857006,7857296,2,"2,5",0,1,0,0,1
chr17,7887637,7887887,2,"2,5",0,1,0,0,1
chr17,8118840,8119019,2,"4,5",0,0,0,1,1
chr17,8119128,8119214,2,"4,5",0,0,0,1,1
chr17,8138737,8139027,2,"2,5",0,1,0,0,1
chr17,8156294,8156547,2,"2,5",0,1,0,0,1
chr17,8164244,8164278,2,"2,5",0,1,0,0,1
chr17,8164278,8164534,3,"2,4,5",0,1,0,1,1
chr17,8164534,8164574,2,"4,5",0,0,0,1,1
chr17,8187556,8187846,2,"2,5",0,1,0,0,1
chr17,8200216,8200448,2,"4,5",0,0,0,1,1
chr17,8226572,8226835,2,"2,5",0,1,0,0,1
chr17,8295268,8295532,2,"2,5",0,1,0,0,1
chr17,8383129,8383643,2,"2,5",0,1,0,0,1
chr17,8420435,8420450,2,"3,5",0,0,1,0,1
chr17,8420450,8420523,3,"3,4,5",0,0,1,1,1
chr17,8420523,8420623,4,"2,3,4,5",0,1,1,1,1
chr17,8420623,8420724,3,"3,4,5",0,0,1,1,1
chr17,15651603,15651893,3,"2,4,5",0,1,0,1,1
chr17,15651893,15651899,2,"4,5",0,0,0,1,1
chr17,15999603,15999899,2,"4,5",0,0,0,1,1
chr17,16215469,16215759,2,"2,5",0,1,0,0,1
chr17,16285932,16286222,2,"2,5",0,1,0,0,1
chr17,16381004,16381254,2,"4,5",0,0,0,1,1
chr17,17752525,17752610,2,"1,5",1,0,0,0,1
chr17,17840037,17840134,4,"2,3,4,5",0,1,1,1,1
chr17,17840134,17840149,3,"2,4,5",0,1,0,1,1
chr17,17840149,17840176,2,"2,5",0,1,0,0,1
chr17,17972512,17972802,2,"2,5",0,1,0,0,1
chr17,18087648,18088019,2,"1,5",1,0,0,0,1
chr17,18088019,18088021,3,"1,2,5",1,1,0,0,1
chr17,18183139,18183429,2,"2,5",0,1,0,0,1
chr17,20009167,20009188,2,"2,5",0,1,0,0,1
chr17,20009188,20009457,3,"2,4,5",0,1,0,1,1
chr17,20009457,20009484,2,"4,5",0,0,0,1,1
chr17,21126770,21127036,3,"3,4,5",0,0,1,1,1
chr17,21127036,21127042,2,"4,5",0,0,0,1,1
chr17,27089058,27089338,2,"3,5",0,0,1,0,1
chr17,27089338,27089368,3,"2,3,5",0,1,1,0,1
chr17,27089368,27089628,2,"2,5",0,1,0,0,1
chr17,27332837,27333058,2,"3,5",0,0,1,0,1
chr17,27333058,27333147,3,"3,4,5",0,0,1,1,1
chr17,27333147,27333354,2,"4,5",0,0,0,1,1
chr17,27345525,27345784,2,"2,5",0,1,0,0,1
chr17,27353680,27353713,2,"3,5",0,0,1,0,1
chr17,27353713,27354003,3,"2,3,5",0,1,1,0,1
chr17,27354003,27354102,2,"3,5",0,0,1,0,1
chr17,27456297,27456535,2,"2,5",0,1,0,0,1
chr17,28357444,28357734,2,"2,5",0,1,0,0,1
chr17,28571515,28571796,2,"2,5",0,1,0,0,1
chr17,28576900,28577190,2,"2,5",0,1,0,0,1
chr17,28599067,28599357,2,"2,5",0,1,0,0,1
chr17,28645141,28645169,2,"2,5",0,1,0,0,1
chr17,28645169,28645431,3,"2,4,5",0,1,0,1,1
chr17,28645431,28645465,2,"4,5",0,0,0,1,1
chr17,28711344,28711355,2,"3,5",0,0,1,0,1
chr17,28711355,28711645,3,"2,3,5",0,1,1,0,1
chr17,28711645,28711654,2,"3,5",0,0,1,0,1
chr17,28719476,28719492,4,"1,2,4,5",1,1,0,1,1
chr17,28719492,28719493,3,"1,4,5",1,0,0,1,1
chr17,28719493,28719530,2,"1,5",1,0,0,0,1
chr17,28719698,28719988,2,"2,5",0,1,0,0,1
chr17,28726875,28726889,2,"1,5",1,0,0,0,1
chr17,28726889,28726900,3,"1,2,5",1,1,0,0,1
chr17,28726900,28727179,4,"1,2,4,5",1,1,0,1,1
chr17,28727179,28727196,3,"1,4,5",1,0,0,1,1
chr17,28727196,28727208,2,"1,5",1,0,0,0,1
chr17,28735273,28735297,2,"4,5",0,0,0,1,1
chr17,28735297,28735569,3,"2,4,5",0,1,0,1,1
chr17,28735569,28735587,2,"2,5",0,1,0,0,1
chr17,28743440,28743469,2,"2,5",0,1,0,0,1
chr17,28750089,28750110,2,"2,5",0,1,0,0,1
chr17,28750110,28750379,3,"2,4,5",0,1,0,1,1
chr17,28750379,28750406,2,"4,5",0,0,0,1,1
chr17,28865378,28865380,2,"2,5",0,1,0,0,1
chr17,28865380,28865382,3,"2,4,5",0,1,0,1,1
chr17,28865382,28865483,4,"2,3,4,5",0,1,1,1,1
chr17,28865483,28865501,3,"2,3,5",0,1,1,0,1
chr17,28865501,28865574,2,"2,5",0,1,0,0,1
chr17,28902942,28902970,2,"2,5",0,1,0,0,1
chr17,28902970,28902984,3,"2,3,5",0,1,1,0,1
chr17,28902984,28903232,4,"2,3,4,5",0,1,1,1,1
chr17,28903232,28903280,3,"3,4,5",0,0,1,1,1
chr17,29294186,29294476,2,"2,5",0,1,0,0,1
chr17,29390167,29390173,2,"4,5",0,0,0,1,1
chr17,29390173,29390463,3,"2,4,5",0,1,0,1,1
chr17,29589549,29589827,2,"2,5",0,1,0,0,1
chr17,29639262,29639340,2,"1,5",1,0,0,0,1
chr17,29639340,29639386,3,"1,2,5",1,1,0,0,1
chr17,29639386,29639461,4,"1,2,4,5",1,1,0,1,1
chr17,29639461,29639485,3,"1,2,5",1,1,0,0,1
chr17,29639485,29639486,2,"1,5",1,0,0,0,1
chr17,29639486,29639586,3,"1,4,5",1,0,0,1,1
chr17,29639586,29639782,2,"4,5",0,0,0,1,1
chr17,30477219,30477487,2,"2,5",0,1,0,0,1
chr17,30824702,30824998,2,"4,5",0,0,0,1,1
chr17,30906122,30906128,2,"3,5",0,0,1,0,1
chr17,30906128,30906136,3,"2,3,5",0,1,1,0,1
chr17,30906136,30906404,4,"2,3,4,5",0,1,1,1,1
chr17,30906404,30906418,3,"2,4,5",0,1,0,1,1
chr17,30906418,30906432,2,"4,5",0,0,0,1,1
chr17,31549996,31550080,3,"2,3,5",0,1,1,0,1
chr17,31550080,31550251,4,"1,2,3,5",1,1,1,0,1
chr17,31550251,31550281,3,"1,2,5",1,1,0,0,1
chr17,31550281,31550430,2,"1,5",1,0,0,0,1
chr17,31859291,31859298,2,"4,5",0,0,0,1,1
chr17,31859298,31859308,3,"1,4,5",1,0,0,1,1
chr17,31859308,31859545,4,"1,2,4,5",1,1,0,1,1
chr17,32007245,32007535,2,"2,5",0,1,0,0,1
chr17,32876603,32876845,2,"2,5",0,1,0,0,1
chr17,32897499,32897515,2,"2,5",0,1,0,0,1
chr17,32897515,32897789,3,"2,4,5",0,1,0,1,1
chr17,32897789,32897791,2,"4,5",0,0,0,1,1
chr17,32912433,32912645,2,"2,5",0,1,0,0,1
chr17,33871737,33871748,4,"1,3,4,5",1,0,1,1,1
chr17,33871748,33871918,5,"1,2,3,4,5",1,1,1,1,1
chr17,33871918,33871966,4,"1,3,4,5",1,0,1,1,1
chr17,33871966,33872010,3,"1,3,5",1,0,1,0,1
chr17,33872010,33872011,2,"1,5",1,0,0,0,1
chr17,34980330,34980578,3,"2,4,5",0,1,0,1,1
chr17,34980578,34980596,2,"4,5",0,0,0,1,1
chr17,34981062,34981329,2,"2,5",0,1,0,0,1
chr17,35560771,35560805,2,"3,5",0,0,1,0,1
chr17,35560805,35560867,3,"3,4,5",0,0,1,1,1
chr17,35560867,35560999,4,"2,3,4,5",0,1,1,1,1
chr17,35560999,35561066,3,"3,4,5",0,0,1,1,1
chr17,35561066,35561101,2,"4,5",0,0,0,1,1
chr17,35567827,35568123,2,"4,5",0,0,0,1,1
chr17,35764088,35764300,2,"2,5",0,1,0,0,1
chr17,35764300,35764360,3,"2,4,5",0,1,0,1,1
chr17,35764360,35764596,2,"4,5",0,0,0,1,1
chr17,36486460,36486678,3,"2,4,5",0,1,0,1,1
chr17,36486678,36486683,2,"4,5",0,0,0,1,1
chr17,36535620,36535663,2,"2,5",0,1,0,0,1
chr17,36544810,36545100,2,"2,5",0,1,0,0,1
chr17,36545450,36545746,2,"4,5",0,0,0,1,1
chr17,36948747,36949037,2,"2,5",0,1,0,0,1
chr17,37609392,37609429,2,"4,5",0,0,0,1,1
chr17,37609429,37609432,3,"3,4,5",0,0,1,1,1
chr17,37609432,37609688,4,"2,3,4,5",0,1,1,1,1
chr17,37609688,37609722,3,"2,3,5",0,1,1,0,1
chr17,37609722,37609727,2,"3,5",0,0,1,0,1
chr17,38351635,38351735,2,"4,5",0,0,0,1,1
chr17,38351735,38351931,3,"2,4,5",0,1,0,1,1
chr17,38351931,38352025,2,"2,5",0,1,0,0,1
chr17,38598613,38598872,3,"2,4,5",0,1,0,1,1
chr17,38598872,38598883,2,"4,5",0,0,0,1,1
chr17,38729977,38730267,2,"2,5",0,1,0,0,1
chr17,38825234,38825524,2,"2,5",0,1,0,0,1
chr17,38869267,38869530,3,"2,4,5",0,1,0,1,1
chr17,38869530,38869531,2,"4,5",0,0,0,1,1
chr17,38869886,38870135,2,"4,5",0,0,0,1,1
chr17,38901021,38901311,2,"2,5",0,1,0,0,1
chr17,39723580,39723873,2,"4,5",0,0,0,1,1
chr17,39730387,39730677,2,"2,5",0,1,0,0,1
chr17,39953311,39953313,2,"2,5",0,1,0,0,1
chr17,39953313,39953559,3,"2,4,5",0,1,0,1,1
chr17,39980453,39980629,2,"3,5",0,0,1,0,1
chr17,39980629,39980677,3,"2,3,5",0,1,1,0,1
chr17,39980677,39980919,4,"1,2,3,5",1,1,1,0,1
chr17,39980919,39980952,3,"1,3,5",1,0,1,0,1
chr17,40013721,40013768,2,"4,5",0,0,0,1,1
chr17,40013768,40014016,3,"2,4,5",0,1,0,1,1
chr17,40014016,40014058,2,"2,5",0,1,0,0,1
chr17,40054461,40054757,2,"4,5",0,0,0,1,1
chr17,40099024,40099314,2,"2,5",0,1,0,0,1
chr17,40140063,40140118,5,"1,2,3,4,5",1,1,1,1,1
chr17,40140118,40140122,4,"1,3,4,5",1,0,1,1,1
chr17,40140122,40140159,3,"1,3,5",1,0,1,0,1
chr17,40140159,40140337,2,"3,5",0,0,1,0,1
chr17,40219106,40219346,2,"4,5",0,0,0,1,1
chr17,40341208,40341479,2,"2,5",0,1,0,0,1
chr17,40362659,40362926,2,"2,5",0,1,0,0,1
chr17,40827905,40827991,2,"1,5",1,0,0,0,1
chr17,40827991,40828081,3,"1,4,5",1,0,0,1,1
chr17,40828081,40828196,4,"1,2,4,5",1,1,0,1,1
chr17,40828196,40828265,3,"1,4,5",1,0,0,1,1
chr17,40828265,40828287,2,"4,5",0,0,0,1,1
chr17,41496773,41496777,2,"3,5",0,0,1,0,1
chr17,41496777,41497067,3,"2,3,5",0,1,1,0,1
chr17,41497067,41497083,2,"3,5",0,0,1,0,1
chr17,41500072,41500114,2,"3,5",0,0,1,0,1
chr17,41500114,41500118,3,"3,4,5",0,0,1,1,1
chr17,41500118,41500324,4,"2,3,4,5",0,1,1,1,1
chr17,41500324,41500379,3,"2,4,5",0,1,0,1,1
chr17,41548893,41549161,2,"2,5",0,1,0,0,1
chr17,41579582,41579872,2,"2,5",0,1,0,0,1
chr17,41678931,41678939,2,"1,5",1,0,0,0,1
chr17,41679146,41679225,2,"3,5",0,0,1,0,1
chr17,41679225,41679265,3,"3,4,5",0,0,1,1,1
chr17,41679265,41679427,4,"2,3,4,5",0,1,1,1,1
chr17,41679427,41679456,3,"3,4,5",0,0,1,1,1
chr17,41679456,41679507,2,"4,5",0,0,0,1,1
chr17,41689324,41689537,2,"2,5",0,1,0,0,1
chr17,41792811,41792844,2,"1,5",1,0,0,0,1
chr17,41792844,41792870,3,"1,4,5",1,0,0,1,1
chr17,41792870,41793140,4,"1,2,4,5",1,1,0,1,1
chr17,41793140,41793160,3,"1,2,5",1,1,0,0,1
chr17,41793160,41793171,2,"1,5",1,0,0,0,1
chr17,41865331,41865694,2,"3,5",0,0,1,0,1
chr17,41930324,41930620,2,"4,5",0,0,0,1,1
chr17,42019886,42020107,2,"2,5",0,1,0,0,1
chr17,42181306,42181326,2,"2,5",0,1,0,0,1
chr17,42181326,42181561,3,"2,4,5",0,1,0,1,1
chr17,42319938,42319985,2,"4,5",0,0,0,1,1
chr17,42319985,42319988,3,"3,4,5",0,0,1,1,1
chr17,42319988,42320190,4,"2,3,4,5",0,1,1,1,1
chr17,42320190,42320278,3,"2,3,5",0,1,1,0,1
chr17,42320278,42320289,2,"3,5",0,0,1,0,1
chr17,42536052,42536192,3,"2,4,5",0,1,0,1,1
chr17,42536192,42536232,2,"2,5",0,1,0,0,1
chr17,42536586,42536801,2,"2,5",0,1,0,0,1
chr17,42553366,42553389,2,"4,5",0,0,0,1,1
chr17,42553389,42553621,3,"2,4,5",0,1,0,1,1
chr17,42553621,42553663,2,"2,5",0,1,0,0,1
chr17,42554619,42554781,2,"2,5",0,1,0,0,1
chr17,42577626,42577916,2,"2,5",0,1,0,0,1
chr17,42578434,42578724,2,"4,5",0,0,0,1,1
chr17,42609471,42609761,2,"2,5",0,1,0,0,1
chr17,42699087,42699159,2,"1,5",1,0,0,0,1
chr17,42699159,42699160,3,"1,4,5",1,0,0,1,1
chr17,42699160,42699171,4,"1,3,4,5",1,0,1,1,1
chr17,42699171,42699340,5,"1,2,3,4,5",1,1,1,1,1
chr17,42699340,42699348,4,"1,2,3,5",1,1,1,0,1
chr17,42699348,42699385,3,"1,3,5",1,0,1,0,1
chr17,42699385,42699447,2,"1,5",1,0,0,0,1
chr17,42824248,42824526,2,"2,5",0,1,0,0,1
chr17,42833324,42833337,2,"1,5",1,0,0,0,1
chr17,42833337,42833427,3,"1,2,5",1,1,0,0,1
chr17,42833427,42833576,4,"1,2,4,5",1,1,0,1,1
chr17,42998036,42998070,2,"3,5",0,0,1,0,1
chr17,42998070,42998122,3,"1,3,5",1,0,1,0,1
chr17,42998122,42998134,4,"1,3,4,5",1,0,1,1,1
chr17,42998134,42998418,5,"1,2,3,4,5",1,1,1,1,1
chr17,42998418,42998424,4,"1,2,3,5",1,1,1,0,1
chr17,42998424,42998430,3,"1,3,5",1,0,1,0,1
chr17,42998430,42998525,2,"3,5",0,0,1,0,1
chr17,43125326,43125336,2,"2,5",0,1,0,0,1
chr17,43125336,43125616,3,"2,4,5",0,1,0,1,1
chr17,43125616,43125632,2,"4,5",0,0,0,1,1
chr17,43388502,43388722,2,"2,5",0,1,0,0,1
chr17,43483677,43483973,2,"4,5",0,0,0,1,1
chr17,43546026,43546243,2,"3,5",0,0,1,0,1
chr17,43878598,43878882,2,"2,5",0,1,0,0,1
chr17,44007029,44007031,2,"2,5",0,1,0,0,1
chr17,44007031,44007057,3,"2,4,5",0,1,0,1,1
chr17,44007057,44007078,4,"1,2,4,5",1,1,0,1,1
chr17,44007078,44007210,5,"1,2,3,4,5",1,1,1,1,1
chr17,44014842,44014844,3,"1,4,5",1,0,0,1,1
chr17,44014844,44015134,4,"1,2,4,5",1,1,0,1,1
chr17,44015134,44015136,3,"1,4,5",1,0,0,1,1
chr17,44015136,44015176,2,"1,5",1,0,0,0,1
chr17,44070539,44070544,2,"2,5",0,1,0,0,1
chr17,44070544,44070590,3,"2,4,5",0,1,0,1,1
chr17,44070590,44070799,4,"2,3,4,5",0,1,1,1,1
chr17,44070799,44070840,3,"3,4,5",0,0,1,1,1
chr17,44070840,44070900,2,"3,5",0,0,1,0,1
chr17,44111151,44111441,2,"2,5",0,1,0,0,1
chr17,44138102,44138387,2,"2,5",0,1,0,0,1
chr17,44141666,44141697,2,"4,5",0,0,0,1,1
chr17,44141697,44141943,3,"2,4,5",0,1,0,1,1
chr17,44141943,44141987,2,"2,5",0,1,0,0,1
chr17,44210343,44210368,2,"4,5",0,0,0,1,1
chr17,44210368,44210637,3,"2,4,5",0,1,0,1,1
chr17,44210637,44210707,2,"2,5",0,1,0,0,1
chr17,44288355,44288378,2,"3,5",0,0,1,0,1
chr17,44288378,44288379,3,"1,3,5",1,0,1,0,1
chr17,44288379,44288551,4,"1,3,4,5",1,0,1,1,1
chr17,44288551,44288646,5,"1,2,3,4,5",1,1,1,1,1
chr17,44288646,44288675,4,"1,3,4,5",1,0,1,1,1
chr17,44288675,44288738,3,"1,3,5",1,0,1,0,1
chr17,44288738,44288834,2,"3,5",0,0,1,0,1
chr17,44308473,44308729,2,"2,5",0,1,0,0,1
chr17,44324829,44324960,2,"4,5",0,0,0,1,1
chr17,44324960,44325069,3,"3,4,5",0,0,1,1,1
chr17,44325287,44325417,2,"2,5",0,1,0,0,1
chr17,44344957,44344958,2,"2,5",0,1,0,0,1
chr17,44344958,44345246,3,"2,4,5",0,1,0,1,1
chr17,44345246,44345254,2,"4,5",0,0,0,1,1
chr17,44385550,44385792,2,"2,5",0,1,0,0,1
chr17,44557205,44557501,2,"4,5",0,0,0,1,1
chr17,44690290,44690303,2,"3,5",0,0,1,0,1
chr17,44690303,44690349,3,"3,4,5",0,0,1,1,1
chr17,44690349,44690503,4,"2,3,4,5",0,1,1,1,1
chr17,44690503,44690527,3,"3,4,5",0,0,1,1,1
chr17,44899420,44899710,2,"2,5",0,1,0,0,1
chr17,44911173,44911389,2,"2,5",0,1,0,0,1
chr17,44947647,44947934,2,"2,5",0,1,0,0,1
chr17,45060927,45060976,2,"3,5",0,0,1,0,1
chr17,45060976,45061004,3,"2,3,5",0,1,1,0,1
chr17,45061004,45061266,2,"2,5",0,1,0,0,1
chr17,45124007,45124297,2,"2,5",0,1,0,0,1
chr17,45135312,45135316,2,"3,5",0,0,1,0,1
chr17,45135316,45135326,3,"3,4,5",0,0,1,1,1
chr17,45135326,45135612,4,"2,3,4,5",0,1,1,1,1
chr17,45135612,45135616,3,"2,3,5",0,1,1,0,1
chr17,45135616,45135622,2,"3,5",0,0,1,0,1
chr17,45148354,45148438,2,"2,5",0,1,0,0,1
chr17,45148438,45148644,3,"2,3,5",0,1,1,0,1
chr17,45148644,45148714,2,"3,5",0,0,1,0,1
chr17,45161417,45161713,2,"4,5",0,0,0,1,1
chr17,45197852,45197912,2,"4,5",0,0,0,1,1
chr17,45197912,45198148,3,"2,4,5",0,1,0,1,1
chr17,45198148,45198198,2,"2,5",0,1,0,0,1
chr17,45317366,45317437,2,"2,5",0,1,0,0,1
chr17,45332985,45333010,2,"3,5",0,0,1,0,1
chr17,45333010,45333033,3,"2,3,5",0,1,1,0,1
chr17,45333033,45333276,4,"2,3,4,5",0,1,1,1,1
chr17,45333276,45333300,3,"2,4,5",0,1,0,1,1
chr17,45333300,45333329,2,"4,5",0,0,0,1,1
chr17,45385558,45385752,3,"2,4,5",0,1,0,1,1
chr17,45385752,45385827,2,"2,5",0,1,0,0,1
chr17,45425789,45426058,2,"2,5",0,1,0,0,1
chr17,45894279,45894575,2,"4,5",0,0,0,1,1
chr17,46193317,46193613,2,"4,5",0,0,0,1,1
chr17,46193727,46193912,2,"1,5",1,0,0,0,1
chr17,46193912,46193923,3,"1,2,5",1,1,0,0,1
chr17,46193923,46194087,4,"1,2,4,5",1,1,0,1,1
chr17,46194087,46194202,3,"2,4,5",0,1,0,1,1
chr17,46194202,46194219,2,"4,5",0,0,0,1,1
chr17,47288571,47288573,3,"2,3,5",0,1,1,0,1
chr17,47288573,47288846,4,"2,3,4,5",0,1,1,1,1
chr17,47288846,47288852,3,"3,4,5",0,0,1,1,1
chr17,47323791,47324081,2,"2,5",0,1,0,0,1
chr17,47649265,47649290,3,"2,4,5",0,1,0,1,1
chr17,47649290,47649292,2,"4,5",0,0,0,1,1
chr17,47649762,47649784,2,"2,5",0,1,0,0,1
chr17,47649784,47649791,3,"2,4,5",0,1,0,1,1
chr17,47649791,47650052,4,"2,3,4,5",0,1,1,1,1
chr17,47650052,47650070,3,"3,4,5",0,0,1,1,1
chr17,47841221,47841270,2,"2,5",0,1,0,0,1
chr17,47841270,47841505,3,"2,4,5",0,1,0,1,1
chr17,47867006,47867102,2,"4,5",0,0,0,1,1
chr17,47867102,47867292,3,"2,4,5",0,1,0,1,1
chr17,47867292,47867302,2,"4,5",0,0,0,1,1
chr17,47889987,47890223,2,"4,5",0,0,0,1,1
chr17,47896461,47896600,2,"4,5",0,0,0,1,1
chr17,47949328,47949589,2,"2,5",0,1,0,0,1
chr17,47970700,47970744,3,"1,2,5",1,1,0,0,1
chr17,47970744,47970959,4,"1,2,4,5",1,1,0,1,1
chr17,47970959,47971002,3,"1,4,5",1,0,0,1,1
chr17,47971002,47971229,2,"4,5",0,0,0,1,1
chr17,48047725,48047967,2,"4,5",0,0,0,1,1
chr17,48054307,48054387,2,"4,5",0,0,0,1,1
chr17,48054387,48054501,3,"2,4,5",0,1,0,1,1
chr17,48054501,48054560,2,"4,5",0,0,0,1,1
chr17,48101507,48101651,2,"4,5",0,0,0,1,1
chr17,48107323,48107403,3,"2,4,5",0,1,0,1,1
chr17,48107403,48107817,2,"2,5",0,1,0,0,1
chr17,48585399,48585663,3,"2,4,5",0,1,0,1,1
chr17,48626425,48626530,2,"3,5",0,0,1,0,1
chr17,48626530,48626543,3,"2,3,5",0,1,1,0,1
chr17,48626543,48626625,4,"2,3,4,5",0,1,1,1,1
chr17,48626625,48626651,3,"3,4,5",0,0,1,1,1
chr17,48626651,48626735,2,"3,5",0,0,1,0,1
chr17,48636514,48636787,2,"4,5",0,0,0,1,1
chr17,48908205,48908495,2,"2,5",0,1,0,0,1
chr17,49362286,49362576,2,"2,5",0,1,0,0,1
chr17,49556389,49556632,2,"2,5",0,1,0,0,1
chr17,49570029,49570049,2,"1,5",1,0,0,0,1
chr17,49570049,49570339,3,"1,2,5",1,1,0,0,1
chr17,49570339,49570389,2,"1,5",1,0,0,0,1
chr17,49708193,49708224,2,"2,5",0,1,0,0,1
chr17,49708224,49708232,3,"1,2,5",1,1,0,0,1
chr17,49708232,49708233,4,"1,2,4,5",1,1,0,1,1
chr17,49708233,49708483,5,"1,2,3,4,5",1,1,1,1,1
chr17,49708483,49708511,4,"1,3,4,5",1,0,1,1,1
chr17,50139947,50139959,2,"3,5",0,0,1,0,1
chr17,50139959,50140054,3,"3,4,5",0,0,1,1,1
chr17,50140054,50140144,4,"2,3,4,5",0,1,1,1,1
chr17,50140144,50140236,3,"3,4,5",0,0,1,1,1
chr17,50151042,50151270,2,"2,5",0,1,0,0,1
chr17,50161522,50161529,2,"4,5",0,0,0,1,1
chr17,50161529,50161818,3,"2,4,5",0,1,0,1,1
chr17,50161818,50161819,2,"2,5",0,1,0,0,1
chr17,50361846,50361894,2,"3,5",0,0,1,0,1
chr17,50361894,50361999,3,"3,4,5",0,0,1,1,1
chr17,50361999,50362190,4,"2,3,4,5",0,1,1,1,1
chr17,50362190,50362289,3,"2,3,5",0,1,1,0,1
chr17,50362289,50362299,2,"3,5",0,0,1,0,1
chr17,50372843,50373320,2,"2,5",0,1,0,0,1
chr17,50397439,50397722,2,"2,5",0,1,0,0,1
chr17,50478634,50478661,2,"4,5",0,0,0,1,1
chr17,50478661,50478893,3,"2,4,5",0,1,0,1,1
chr17,50478893,50478951,2,"2,5",0,1,0,0,1
chr17,50719387,50719677,2,"2,5",0,1,0,0,1
chr17,50866494,50866752,2,"4,5",0,0,0,1,1
chr17,50944586,50944588,2,"2,5",0,1,0,0,1
chr17,50944588,50944876,3,"2,4,5",0,1,0,1,1
chr17,50944876,50944884,2,"4,5",0,0,0,1,1
chr17,50950404,50950533,2,"2,5",0,1,0,0,1
chr17,50950533,50950658,3,"1,2,5",1,1,0,0,1
chr17,50950691,50950893,3,"1,4,5",1,0,0,1,1
chr17,50950893,50950964,2,"4,5",0,0,0,1,1
chr17,51153241,51153364,2,"2,5",0,1,0,0,1
chr17,51153364,51153409,3,"2,4,5",0,1,0,1,1
chr17,51153409,51153531,4,"1,2,4,5",1,1,0,1,1
chr17,51153531,51153659,3,"1,4,5",1,0,0,1,1
chr17,51260245,51260249,2,"2,5",0,1,0,0,1
chr17,51260288,51260535,3,"2,4,5",0,1,0,1,1
chr17,51260535,51260556,2,"4,5",0,0,0,1,1
chr17,55451275,55451321,2,"3,5",0,0,1,0,1
chr17,55451321,55451335,3,"3,4,5",0,0,1,1,1
chr17,55451335,55451585,4,"2,3,4,5",0,1,1,1,1
chr17,55451585,55451607,3,"2,4,5",0,1,0,1,1
chr17,55750938,55750961,2,"2,5",0,1,0,0,1
chr17,55750961,55751228,3,"2,4,5",0,1,0,1,1
chr17,55751228,55751257,2,"4,5",0,0,0,1,1
chr17,56913954,56913993,2,"2,5",0,1,0,0,1
chr17,56913993,56913996,3,"2,4,5",0,1,0,1,1
