chrom,start,end,num,list,ENCFF089XUG_MAZ_sorted.bed,ENCFF147KVT_MAZ_sorted.bed,ENCFF372CNC_MAZ_sorted.bed,ENCFF547ETZ_MAZ_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr2,138501722,138501907,3,"1,3,5",1,0,1,0,1
chr2,138501907,138502146,2,"3,5",0,0,1,0,1
chr2,148020641,148020690,2,"1,5",1,0,0,0,1
chr2,148020690,148020706,3,"1,3,5",1,0,1,0,1
chr2,148020706,148020799,4,"1,2,3,5",1,1,1,0,1
chr2,148020799,148020976,5,"1,2,3,4,5",1,1,1,1,1
chr2,148020976,148021026,4,"1,2,3,5",1,1,1,0,1
chr2,148021026,148021057,3,"1,3,5",1,0,1,0,1
chr2,148021057,148021114,2,"3,5",0,0,1,0,1
chr2,148021222,148021275,2,"2,5",0,1,0,0,1
chr2,148021275,148021542,3,"1,2,5",1,1,0,0,1
chr2,148021542,148021611,2,"1,5",1,0,0,0,1
chr2,148603528,148603924,2,"4,5",0,0,0,1,1
chr2,148644448,148644484,2,"2,5",0,1,0,0,1
chr2,148644484,148644544,4,"1,2,3,5",1,1,1,0,1
chr2,148644544,148644727,5,"1,2,3,4,5",1,1,1,1,1
chr2,148644727,148644768,4,"2,3,4,5",0,1,1,1,1
chr2,148644768,148644770,3,"3,4,5",0,0,1,1,1
chr2,148644770,148644908,2,"3,5",0,0,1,0,1
chr2,148645004,148645047,2,"3,5",0,0,1,0,1
chr2,148645047,148645054,3,"3,4,5",0,0,1,1,1
chr2,148645054,148645110,4,"2,3,4,5",0,1,1,1,1
chr2,148645110,148645374,5,"1,2,3,4,5",1,1,1,1,1
chr2,148645374,148645428,4,"1,3,4,5",1,0,1,1,1
chr2,148645428,148645443,3,"1,4,5",1,0,0,1,1
chr2,148645443,148645530,2,"1,5",1,0,0,0,1
chr2,148646057,148646137,2,"1,5",1,0,0,0,1
chr2,148874964,148875299,3,"3,4,5",0,0,1,1,1
chr2,148875299,148875329,2,"4,5",0,0,0,1,1
chr2,149038442,149038799,2,"1,5",1,0,0,0,1
chr2,149587642,149588038,2,"4,5",0,0,0,1,1
chr2,151261246,151261389,2,"4,5",0,0,0,1,1
chr2,151261389,151261403,3,"2,4,5",0,1,0,1,1
chr2,151261403,151261539,4,"1,2,4,5",1,1,0,1,1
chr2,151261539,151261709,5,"1,2,3,4,5",1,1,1,1,1
chr2,151261709,151261819,4,"1,3,4,5",1,0,1,1,1
chr2,151261819,151261835,3,"3,4,5",0,0,1,1,1
chr2,151261835,151261963,2,"3,5",0,0,1,0,1
chr2,151409695,151409781,2,"4,5",0,0,0,1,1
chr2,151409781,151410197,3,"1,4,5",1,0,0,1,1
chr2,151410197,151410294,2,"4,5",0,0,0,1,1
chr2,151828235,151828246,2,"1,5",1,0,0,0,1
chr2,151828246,151828286,3,"1,3,5",1,0,1,0,1
chr2,151828286,151828298,4,"1,3,4,5",1,0,1,1,1
chr2,151828298,151828618,5,"1,2,3,4,5",1,1,1,1,1
chr2,151828618,151828651,4,"1,3,4,5",1,0,1,1,1
chr2,151828651,151828670,3,"3,4,5",0,0,1,1,1
chr2,151828670,151828682,2,"4,5",0,0,0,1,1
chr2,152334938,152334977,2,"3,5",0,0,1,0,1
chr2,152334977,152335016,3,"2,3,5",0,1,1,0,1
chr2,152335016,152335026,4,"1,2,3,5",1,1,1,0,1
chr2,152335026,152335204,5,"1,2,3,4,5",1,1,1,1,1
chr2,152335204,152335236,4,"1,2,3,5",1,1,1,0,1
chr2,152335236,152335297,3,"2,3,5",0,1,1,0,1
chr2,152335297,152335362,2,"3,5",0,0,1,0,1
chr2,152335735,152336055,2,"2,5",0,1,0,0,1
chr2,152717512,152717514,2,"4,5",0,0,0,1,1
chr2,152717514,152717579,3,"1,4,5",1,0,0,1,1
chr2,152717579,152717714,4,"1,2,4,5",1,1,0,1,1
chr2,152717714,152717733,3,"1,2,5",1,1,0,0,1
chr2,152717733,152717895,4,"1,2,3,5",1,1,1,0,1
chr2,152717895,152718026,3,"2,3,5",0,1,1,0,1
chr2,152718026,152718042,2,"3,5",0,0,1,0,1
chr2,152718042,152718154,3,"3,4,5",0,0,1,1,1
chr2,152718154,152718201,4,"1,3,4,5",1,0,1,1,1
chr2,152718201,152718363,5,"1,2,3,4,5",1,1,1,1,1
chr2,152718363,152718521,4,"1,2,4,5",1,1,0,1,1
chr2,152718521,152718570,3,"1,4,5",1,0,0,1,1
chr2,152718570,152718736,2,"4,5",0,0,0,1,1
chr2,156334203,156334228,2,"1,5",1,0,0,0,1
chr2,156334228,156334432,3,"1,3,5",1,0,1,0,1
chr2,157439910,157440164,2,"3,5",0,0,1,0,1
chr2,157876049,157876092,2,"2,5",0,1,0,0,1
chr2,157876092,157876278,3,"1,2,5",1,1,0,0,1
chr2,157876278,157876369,4,"1,2,3,5",1,1,1,0,1
chr2,157876369,157876508,3,"1,3,5",1,0,1,0,1
chr2,157876508,157876702,2,"3,5",0,0,1,0,1
chr2,158456513,158456530,2,"3,5",0,0,1,0,1
chr2,158456530,158456547,3,"1,3,5",1,0,1,0,1
chr2,158456547,158456600,4,"1,3,4,5",1,0,1,1,1
chr2,158456600,158456904,5,"1,2,3,4,5",1,1,1,1,1
chr2,158456904,158456920,4,"1,2,4,5",1,1,0,1,1
chr2,158456920,158456943,3,"1,4,5",1,0,0,1,1
chr2,158456943,158456946,2,"1,5",1,0,0,0,1
chr2,159712246,159712265,2,"3,5",0,0,1,0,1
chr2,159712265,159712316,3,"2,3,5",0,1,1,0,1
chr2,159712316,159712347,4,"1,2,3,5",1,1,1,0,1
chr2,159712347,159712568,5,"1,2,3,4,5",1,1,1,1,1
chr2,159712568,159712584,4,"1,2,3,5",1,1,1,0,1
chr2,159712584,159712585,3,"2,3,5",0,1,1,0,1
chr2,159712585,159712670,2,"3,5",0,0,1,0,1
chr2,159797833,159797877,2,"1,5",1,0,0,0,1
chr2,159797877,159798098,3,"1,4,5",1,0,0,1,1
chr2,159798098,159798249,4,"1,3,4,5",1,0,1,1,1
chr2,159798249,159798273,3,"3,4,5",0,0,1,1,1
chr2,159798273,159798390,2,"3,5",0,0,1,0,1
chr2,159922602,159922880,2,"4,5",0,0,0,1,1
chr2,161088560,161089204,2,"1,5",1,0,0,0,1
chr2,161237603,161237999,2,"4,5",0,0,0,1,1
chr2,161244429,161244623,2,"3,5",0,0,1,0,1
chr2,161244623,161244626,3,"1,3,5",1,0,1,0,1
chr2,161244626,161244946,4,"1,2,3,5",1,1,1,0,1
chr2,161244946,161245022,3,"1,3,5",1,0,1,0,1
chr2,161245022,161245230,2,"1,5",1,0,0,0,1
chr2,161308143,161308416,2,"1,5",1,0,0,0,1
chr2,162074041,162074069,2,"1,5",1,0,0,0,1
chr2,162074069,162074389,3,"1,2,5",1,1,0,0,1
chr2,162074389,162074457,2,"1,5",1,0,0,0,1
chr2,162318556,162318583,2,"4,5",0,0,0,1,1
chr2,162318583,162318856,3,"1,4,5",1,0,0,1,1
chr2,162318856,162318952,4,"1,2,4,5",1,1,0,1,1
chr2,162318952,162319176,3,"1,2,5",1,1,0,0,1
chr2,162319176,162319198,2,"1,5",1,0,0,0,1
chr2,165953607,165953620,2,"1,5",1,0,0,0,1
chr2,165953620,165953663,3,"1,4,5",1,0,0,1,1
chr2,165953663,165954016,4,"1,3,4,5",1,0,1,1,1
chr2,165954016,165954023,3,"1,3,5",1,0,1,0,1
chr2,165954023,165954087,2,"3,5",0,0,1,0,1
chr2,167292617,167293033,2,"1,5",1,0,0,0,1
chr2,168455868,168455893,2,"3,5",0,0,1,0,1
chr2,168455893,168455963,3,"3,4,5",0,0,1,1,1
chr2,168455963,168456006,4,"1,3,4,5",1,0,1,1,1
chr2,168456006,168456284,5,"1,2,3,4,5",1,1,1,1,1
chr2,168456284,168456289,4,"1,2,4,5",1,1,0,1,1
chr2,168456289,168456379,3,"1,2,5",1,1,0,0,1
chr2,168456379,168456555,2,"2,5",0,1,0,0,1
chr2,169573698,169573728,2,"4,5",0,0,0,1,1
chr2,169573728,169574094,3,"1,4,5",1,0,0,1,1
chr2,169574094,169574098,2,"1,5",1,0,0,0,1
chr2,169584528,169584546,2,"1,5",1,0,0,0,1
chr2,169584546,169584563,3,"1,3,5",1,0,1,0,1
chr2,169584563,169584883,4,"1,2,3,5",1,1,1,0,1
chr2,169584883,169584944,3,"1,3,5",1,0,1,0,1
chr2,169584944,169584970,2,"3,5",0,0,1,0,1
chr2,169694234,169694304,2,"3,5",0,0,1,0,1
chr2,169694304,169694658,3,"3,4,5",0,0,1,1,1
chr2,169694658,169694700,2,"4,5",0,0,0,1,1
chr2,169798742,169798828,2,"4,5",0,0,0,1,1
chr2,169798828,169799138,3,"1,4,5",1,0,0,1,1
chr2,169799138,169799244,2,"1,5",1,0,0,0,1
chr2,169824734,169824814,2,"4,5",0,0,0,1,1
chr2,169824814,169825130,3,"1,4,5",1,0,0,1,1
chr2,169825130,169825136,2,"1,5",1,0,0,0,1
chr2,169827247,169827252,3,"3,4,5",0,0,1,1,1
chr2,169827252,169827306,4,"1,3,4,5",1,0,1,1,1
chr2,169827306,169827565,5,"1,2,3,4,5",1,1,1,1,1
chr2,169827565,169827617,4,"1,2,4,5",1,1,0,1,1
chr2,169827617,169827626,3,"1,2,5",1,1,0,0,1
chr2,169827626,169827668,2,"1,5",1,0,0,0,1
chr2,170770565,170770591,2,"3,5",0,0,1,0,1
chr2,170770591,170770962,3,"3,4,5",0,0,1,1,1
chr2,170770962,170770987,4,"1,3,4,5",1,0,1,1,1
chr2,170770987,170770989,3,"1,3,5",1,0,1,0,1
chr2,170770989,170771095,2,"1,5",1,0,0,0,1
chr2,170771095,170771415,3,"1,2,5",1,1,0,0,1
chr2,170771415,170771493,2,"1,5",1,0,0,0,1
chr2,170815760,170816016,2,"1,5",1,0,0,0,1
chr2,170928911,170928960,2,"3,5",0,0,1,0,1
chr2,170928960,170928996,3,"2,3,5",0,1,1,0,1
chr2,170928996,170929005,4,"1,2,3,5",1,1,1,0,1
chr2,170929005,170929226,5,"1,2,3,4,5",1,1,1,1,1
chr2,170929226,170929280,4,"1,2,3,5",1,1,1,0,1
chr2,170929280,170929335,3,"1,3,5",1,0,1,0,1
chr2,170929335,170929555,2,"1,5",1,0,0,0,1
chr2,170929670,170929922,2,"4,5",0,0,0,1,1
chr2,171319091,171319196,2,"1,5",1,0,0,0,1
chr2,171433883,171433887,2,"2,5",0,1,0,0,1
chr2,171433887,171433979,3,"1,2,5",1,1,0,0,1
chr2,171433979,171433996,4,"1,2,3,5",1,1,1,0,1
chr2,171433996,171434025,5,"1,2,3,4,5",1,1,1,1,1
chr2,171434025,171434203,4,"2,3,4,5",0,1,1,1,1
chr2,171434203,171434392,3,"3,4,5",0,0,1,1,1
chr2,171434392,171434403,2,"3,5",0,0,1,0,1
chr2,171522072,171522122,2,"3,5",0,0,1,0,1
chr2,171522122,171522150,3,"3,4,5",0,0,1,1,1
chr2,171522150,171522160,4,"1,3,4,5",1,0,1,1,1
chr2,171522160,171522480,5,"1,2,3,4,5",1,1,1,1,1
chr2,171522480,171522518,4,"1,3,4,5",1,0,1,1,1
chr2,171522518,171522566,3,"1,3,5",1,0,1,0,1
chr2,171522566,171522723,2,"3,5",0,0,1,0,1
chr2,171687457,171687499,2,"1,5",1,0,0,0,1
chr2,171687499,171687923,3,"1,3,5",1,0,1,0,1
chr2,171687923,171688079,2,"1,5",1,0,0,0,1
chr2,171922367,171922536,2,"1,5",1,0,0,0,1
chr2,171922536,171922783,3,"1,4,5",1,0,0,1,1
chr2,171922783,171922932,2,"4,5",0,0,0,1,1
chr2,171999713,171999805,2,"3,5",0,0,1,0,1
chr2,171999805,171999848,3,"1,3,5",1,0,1,0,1
chr2,171999848,171999851,4,"1,3,4,5",1,0,1,1,1
chr2,171999851,171999948,5,"1,2,3,4,5",1,1,1,1,1
chr2,171999948,172000016,4,"2,3,4,5",0,1,1,1,1
chr2,172000016,172000137,3,"2,3,5",0,1,1,0,1
chr2,172000137,172000171,2,"2,5",0,1,0,0,1
chr2,172103911,172104144,2,"4,5",0,0,0,1,1
chr2,172555770,172555867,2,"3,5",0,0,1,0,1
chr2,172555867,172555905,3,"2,3,5",0,1,1,0,1
chr2,172555905,172555934,4,"1,2,3,5",1,1,1,0,1
chr2,172555934,172556131,5,"1,2,3,4,5",1,1,1,1,1
chr2,172556131,172556187,4,"1,2,3,5",1,1,1,0,1
chr2,172556187,172556194,3,"1,3,5",1,0,1,0,1
chr2,172556194,172556380,2,"1,5",1,0,0,0,1
chr2,172556380,172556450,3,"1,2,5",1,1,0,0,1
chr2,172556450,172556700,2,"2,5",0,1,0,0,1
chr2,173354433,173354654,2,"3,5",0,0,1,0,1
chr2,173354654,173354857,3,"1,3,5",1,0,1,0,1
chr2,173354857,173355070,2,"1,5",1,0,0,0,1
chr2,173963400,173963409,2,"3,5",0,0,1,0,1
chr2,173963409,173963431,3,"2,3,5",0,1,1,0,1
chr2,173963431,173963582,4,"2,3,4,5",0,1,1,1,1
chr2,173963701,173963729,4,"2,3,4,5",0,1,1,1,1
chr2,173963729,173963797,3,"3,4,5",0,0,1,1,1
chr2,173963797,173963827,2,"4,5",0,0,0,1,1
chr2,173963827,173963940,2,"1,5",1,0,0,0,1
chr2,173963940,173963959,3,"1,2,5",1,1,0,0,1
chr2,173963959,173963993,4,"1,2,3,5",1,1,1,0,1
chr2,173963993,173964260,5,"1,2,3,4,5",1,1,1,1,1
chr2,173964260,173964282,4,"1,3,4,5",1,0,1,1,1
chr2,173964282,173964383,3,"3,4,5",0,0,1,1,1
chr2,173964383,173964389,2,"4,5",0,0,0,1,1
chr2,173964607,173964629,2,"3,5",0,0,1,0,1
chr2,173964629,173964723,3,"1,3,5",1,0,1,0,1
chr2,173964723,173964735,4,"1,2,3,5",1,1,1,0,1
chr2,173964735,173964834,5,"1,2,3,4,5",1,1,1,1,1
chr2,173964834,173964982,4,"1,2,3,5",1,1,1,0,1
chr2,173965253,173965374,2,"3,5",0,0,1,0,1
chr2,173965374,173965398,3,"1,3,5",1,0,1,0,1
chr2,173965398,173965526,4,"1,3,4,5",1,0,1,1,1
chr2,173965526,173965560,3,"1,3,5",1,0,1,0,1
chr2,173965560,173965790,4,"1,2,3,5",1,1,1,0,1
chr2,173965790,173965939,3,"2,3,5",0,1,1,0,1
chr2,173965939,173965982,2,"2,5",0,1,0,0,1
chr2,174039718,174040134,2,"1,5",1,0,0,0,1
chr2,174248453,174248455,2,"1,5",1,0,0,0,1
chr2,174248455,174248465,3,"1,4,5",1,0,0,1,1
chr2,174248465,174248785,4,"1,2,4,5",1,1,0,1,1
chr2,174248785,174248851,3,"1,4,5",1,0,0,1,1
chr2,174248851,174248869,2,"1,5",1,0,0,0,1
chr2,174395514,174395541,2,"4,5",0,0,0,1,1
chr2,174395541,174395910,3,"3,4,5",0,0,1,1,1
chr2,174395910,174395965,2,"3,5",0,0,1,0,1
chr2,174487132,174487207,2,"4,5",0,0,0,1,1
chr2,174487207,174487528,3,"1,4,5",1,0,0,1,1
chr2,174487528,174487623,2,"1,5",1,0,0,0,1
chr2,174493010,174493222,4,"1,2,4,5",1,1,0,1,1
chr2,174493222,174493313,3,"1,4,5",1,0,0,1,1
chr2,174493313,174493390,2,"4,5",0,0,0,1,1
chr2,174752420,174752926,2,"4,5",0,0,0,1,1
chr2,175167947,175168051,2,"1,5",1,0,0,0,1
chr2,175168051,175168166,3,"1,2,5",1,1,0,0,1
chr2,175168166,175168292,4,"1,2,4,5",1,1,0,1,1
chr2,175168292,175168363,3,"1,2,5",1,1,0,0,1
chr2,175168363,175168371,2,"2,5",0,1,0,0,1
chr2,175168481,175168854,2,"1,5",1,0,0,0,1
chr2,175180823,175181168,3,"1,4,5",1,0,0,1,1
chr2,175181168,175181217,2,"1,5",1,0,0,0,1
chr2,175181617,175181657,2,"1,5",1,0,0,0,1
chr2,175181657,175181936,3,"1,2,5",1,1,0,0,1
chr2,176140464,176140479,2,"1,5",1,0,0,0,1
chr2,176140479,176140483,3,"1,3,5",1,0,1,0,1
chr2,176140483,176140527,4,"1,3,4,5",1,0,1,1,1
chr2,176140527,176140847,5,"1,2,3,4,5",1,1,1,1,1
chr2,176140847,176140879,4,"1,3,4,5",1,0,1,1,1
chr2,176140879,176140880,3,"1,3,5",1,0,1,0,1
chr2,176140880,176140903,2,"3,5",0,0,1,0,1
chr2,176269171,176269199,2,"3,5",0,0,1,0,1
chr2,176269199,176269267,3,"3,4,5",0,0,1,1,1
chr2,176269267,176269309,4,"2,3,4,5",0,1,1,1,1
chr2,176269309,176269587,5,"1,2,3,4,5",1,1,1,1,1
chr2,176269587,176269595,4,"1,3,4,5",1,0,1,1,1
chr2,176269595,176269924,2,"1,5",1,0,0,0,1
chr2,177212585,177212657,2,"1,5",1,0,0,0,1
chr2,177212657,177212746,3,"1,2,5",1,1,0,0,1
chr2,177212746,177212823,2,"1,5",1,0,0,0,1
chr2,177212995,177213047,2,"2,5",0,1,0,0,1
chr2,177213047,177213315,3,"1,2,5",1,1,0,0,1
chr2,177213315,177213444,2,"1,5",1,0,0,0,1
chr2,177263454,177263521,3,"3,4,5",0,0,1,1,1
chr2,177263521,177263574,4,"1,3,4,5",1,0,1,1,1
chr2,177263574,177263733,5,"1,2,3,4,5",1,1,1,1,1
chr2,177263733,177263854,4,"1,2,3,5",1,1,1,0,1
chr2,177263854,177263894,3,"1,2,5",1,1,0,0,1
chr2,177263894,177263937,2,"1,5",1,0,0,0,1
chr2,177264582,177264594,2,"1,5",1,0,0,0,1
chr2,177264594,177264662,3,"1,3,5",1,0,1,0,1
chr2,177264662,177264664,4,"1,2,3,5",1,1,1,0,1
chr2,177264664,177264790,5,"1,2,3,4,5",1,1,1,1,1
chr2,177264790,177264929,4,"1,3,4,5",1,0,1,1,1
chr2,177264929,177264952,3,"1,3,5",1,0,1,0,1
chr2,177264952,177265018,2,"3,5",0,0,1,0,1
chr2,177392397,177392480,3,"1,3,5",1,0,1,0,1
chr2,177392480,177392800,4,"1,2,3,5",1,1,1,0,1
chr2,177392800,177392804,3,"1,3,5",1,0,1,0,1
chr2,177392804,177393037,2,"3,5",0,0,1,0,1
chr2,177552589,177553108,2,"2,5",0,1,0,0,1
chr2,177618461,177618526,2,"4,5",0,0,0,1,1
chr2,177618526,177618857,3,"1,4,5",1,0,0,1,1
chr2,177618857,177619141,2,"1,5",1,0,0,0,1
chr2,178112225,178112231,3,"1,4,5",1,0,0,1,1
chr2,178112231,178112584,4,"1,3,4,5",1,0,1,1,1
chr2,178112584,178112655,3,"3,4,5",0,0,1,1,1
chr2,178112655,178112671,2,"4,5",0,0,0,1,1
chr2,178112671,178112768,3,"1,4,5",1,0,0,1,1
chr2,178112768,178113087,2,"1,5",1,0,0,0,1
chr2,178194250,178194274,2,"4,5",0,0,0,1,1
chr2,178194274,178194323,3,"2,4,5",0,1,0,1,1
chr2,178194323,178194530,4,"1,2,4,5",1,1,0,1,1
chr2,178194530,178194594,3,"2,4,5",0,1,0,1,1
chr2,178194594,178194646,2,"4,5",0,0,0,1,1
chr2,178403911,178404337,2,"4,5",0,0,0,1,1
chr2,178413594,178413694,2,"3,5",0,0,1,0,1
chr2,178413694,178414018,3,"3,4,5",0,0,1,1,1
chr2,178414018,178414090,2,"4,5",0,0,0,1,1
chr2,178450665,178450842,2,"4,5",0,0,0,1,1
chr2,178450842,178450948,3,"1,4,5",1,0,0,1,1
chr2,178450948,178450959,4,"1,2,4,5",1,1,0,1,1
chr2,178450959,178451061,5,"1,2,3,4,5",1,1,1,1,1
chr2,178451061,178451064,4,"1,2,3,5",1,1,1,0,1
chr2,178451064,178451268,5,"1,2,3,4,5",1,1,1,1,1
chr2,178451268,178451328,4,"1,3,4,5",1,0,1,1,1
chr2,178451328,178451383,3,"3,4,5",0,0,1,1,1
chr2,178451383,178451476,2,"4,5",0,0,0,1,1
chr2,178478495,178478766,3,"1,4,5",1,0,0,1,1
chr2,178479046,178479311,3,"3,4,5",0,0,1,1,1
chr2,178480114,178480199,2,"3,5",0,0,1,0,1
chr2,178480199,178480279,3,"1,3,5",1,0,1,0,1
chr2,178480279,178480522,4,"1,2,3,5",1,1,1,0,1
chr2,178480522,178480599,3,"1,2,5",1,1,0,0,1
chr2,178480599,178480615,2,"1,5",1,0,0,0,1
chr2,178522966,178522987,2,"3,5",0,0,1,0,1
chr2,178522987,178523005,3,"1,3,5",1,0,1,0,1
chr2,178523005,178523387,4,"1,3,4,5",1,0,1,1,1
chr2,178523387,178523401,3,"1,4,5",1,0,0,1,1
chr2,178523401,178523403,2,"1,5",1,0,0,0,1
chr2,179264576,179264584,2,"2,5",0,1,0,0,1
chr2,179264584,179264980,3,"2,4,5",0,1,0,1,1
chr2,179264980,179265005,2,"2,5",0,1,0,0,1
chr2,180980111,180980194,2,"4,5",0,0,0,1,1
chr2,180980194,180980309,3,"1,4,5",1,0,0,1,1
chr2,180980309,180980401,4,"1,2,4,5",1,1,0,1,1
chr2,180980401,180980610,3,"1,2,5",1,1,0,0,1
chr2,180980610,180980629,2,"2,5",0,1,0,0,1
chr2,181305660,181305980,2,"2,5",0,1,0,0,1
chr2,181312508,181312828,2,"2,5",0,1,0,0,1
chr2,181456664,181457009,2,"1,5",1,0,0,0,1
chr2,181457081,181457505,2,"3,5",0,0,1,0,1
chr2,181891561,181891590,2,"2,5",0,1,0,0,1
chr2,181891590,181891855,3,"2,4,5",0,1,0,1,1
chr2,181891855,181891924,2,"4,5",0,0,0,1,1
chr2,181891924,181891986,3,"2,4,5",0,1,0,1,1
chr2,181891986,181892244,2,"2,5",0,1,0,0,1
chr2,181892416,181892840,2,"3,5",0,0,1,0,1
chr2,182715806,182715898,2,"4,5",0,0,0,1,1
chr2,182715898,182715977,3,"2,4,5",0,1,0,1,1
chr2,182715977,182716218,4,"1,2,4,5",1,1,0,1,1
chr2,182716218,182716393,3,"1,4,5",1,0,0,1,1
chr2,182716393,182716413,2,"4,5",0,0,0,1,1
chr2,183124270,183124290,2,"4,5",0,0,0,1,1
chr2,183124290,183124312,3,"3,4,5",0,0,1,1,1
chr2,183124312,183124714,4,"1,3,4,5",1,0,1,1,1
chr2,183124714,183124728,3,"1,4,5",1,0,0,1,1
chr2,183124728,183124865,2,"4,5",0,0,0,1,1
chr2,186485983,186486038,2,"1,5",1,0,0,0,1
chr2,186486038,186486358,3,"1,2,5",1,1,0,0,1
chr2,186486358,186486399,2,"1,5",1,0,0,0,1
chr2,186589647,186589738,2,"3,5",0,0,1,0,1
chr2,186589738,186589758,3,"3,4,5",0,0,1,1,1
chr2,186589758,186589807,4,"1,3,4,5",1,0,1,1,1
chr2,186589807,186590045,5,"1,2,3,4,5",1,1,1,1,1
chr2,186590045,186590326,4,"1,2,4,5",1,1,0,1,1
chr2,186590326,186590334,3,"1,4,5",1,0,0,1,1
chr2,186590334,186590373,2,"1,5",1,0,0,0,1
chr2,186693850,186693854,2,"2,5",0,1,0,0,1
chr2,186693854,186693868,3,"2,3,5",0,1,1,0,1
chr2,186693868,186693874,4,"2,3,4,5",0,1,1,1,1
chr2,186693874,186694170,5,"1,2,3,4,5",1,1,1,1,1
chr2,186694170,186694264,4,"1,3,4,5",1,0,1,1,1
chr2,186694264,186694278,3,"1,3,5",1,0,1,0,1
chr2,186694278,186694290,2,"1,5",1,0,0,0,1
chr2,188978286,188978602,2,"4,5",0,0,0,1,1
chr2,189440979,189441299,2,"2,5",0,1,0,0,1
chr2,189661113,189661509,2,"4,5",0,0,0,1,1
chr2,189674371,189674413,2,"1,5",1,0,0,0,1
chr2,189674413,189674434,3,"1,4,5",1,0,0,1,1
chr2,189674434,189674754,4,"1,2,4,5",1,1,0,1,1
chr2,189674754,189674787,3,"1,4,5",1,0,0,1,1
chr2,189674787,189675116,2,"4,5",0,0,0,1,1
chr2,189762420,189762467,2,"1,5",1,0,0,0,1
chr2,189762467,189762655,3,"1,2,5",1,1,0,0,1
chr2,189762655,189762787,4,"1,2,3,5",1,1,1,0,1
chr2,189762787,189762836,3,"1,3,5",1,0,1,0,1
chr2,189762836,189762970,2,"3,5",0,0,1,0,1
chr2,189763091,189763361,2,"3,5",0,0,1,0,1
chr2,189783817,189784072,2,"2,5",0,1,0,0,1
chr2,189784072,189784137,3,"1,2,5",1,1,0,0,1
chr2,189784137,189784218,2,"1,5",1,0,0,0,1
chr2,189784218,189784488,3,"1,4,5",1,0,0,1,1
chr2,189784488,189784614,2,"4,5",0,0,0,1,1
chr2,190343654,190344070,2,"1,5",1,0,0,0,1
chr2,190407929,190408077,2,"1,5",1,0,0,0,1
chr2,190408077,190408345,3,"1,4,5",1,0,0,1,1
chr2,190408345,190408473,2,"4,5",0,0,0,1,1
chr2,190408495,190408528,2,"1,5",1,0,0,0,1
chr2,190408528,190408539,3,"1,4,5",1,0,0,1,1
chr2,190408539,190408591,4,"1,3,4,5",1,0,1,1,1
chr2,190408591,190408911,5,"1,2,3,4,5",1,1,1,1,1
chr2,190408911,190408924,4,"1,3,4,5",1,0,1,1,1
chr2,190408924,190408963,3,"1,3,5",1,0,1,0,1
chr2,190408963,190409070,2,"1,5",1,0,0,0,1
chr2,190534235,190534511,2,"4,5",0,0,0,1,1
chr2,190534511,190534692,3,"2,4,5",0,1,0,1,1
chr2,190534692,190534826,4,"1,2,4,5",1,1,0,1,1
chr2,190534826,190534897,3,"2,4,5",0,1,0,1,1
chr2,190534897,190535044,2,"2,5",0,1,0,0,1
chr2,190648579,190648606,2,"3,5",0,0,1,0,1
chr2,190648606,190648663,3,"1,3,5",1,0,1,0,1
chr2,190648663,190648767,4,"1,2,3,5",1,1,1,0,1
chr2,190648767,190648932,5,"1,2,3,4,5",1,1,1,1,1
chr2,190648932,190648968,4,"1,2,4,5",1,1,0,1,1
chr2,190648968,190648983,3,"1,2,5",1,1,0,0,1
chr2,190648983,190649022,2,"1,5",1,0,0,0,1
chr2,190649225,190649318,2,"1,5",1,0,0,0,1
chr2,190649318,190649641,3,"1,4,5",1,0,0,1,1
chr2,190649641,190649675,2,"4,5",0,0,0,1,1
chr2,190680055,190680244,2,"3,5",0,0,1,0,1
chr2,190680344,190680479,2,"3,5",0,0,1,0,1
chr2,190880609,190880632,2,"4,5",0,0,0,1,1
chr2,190880632,190881005,3,"1,4,5",1,0,0,1,1
chr2,190881005,190881048,2,"1,5",1,0,0,0,1
chr2,190881443,190881448,2,"4,5",0,0,0,1,1
chr2,190881448,190881527,3,"3,4,5",0,0,1,1,1
chr2,190881527,190881872,4,"1,3,4,5",1,0,1,1,1
chr2,190881872,190882091,3,"1,4,5",1,0,0,1,1
chr2,190882091,190882143,2,"1,5",1,0,0,0,1
chr2,191014075,191014148,2,"3,5",0,0,1,0,1
chr2,191014148,191014201,3,"1,3,5",1,0,1,0,1
chr2,191014201,191014240,4,"1,3,4,5",1,0,1,1,1
chr2,191014240,191014399,5,"1,2,3,4,5",1,1,1,1,1
chr2,191014399,191014419,4,"1,3,4,5",1,0,1,1,1
chr2,191014419,191014440,3,"1,3,5",1,0,1,0,1
chr2,191014440,191014499,2,"3,5",0,0,1,0,1
chr2,191020182,191020234,2,"4,5",0,0,0,1,1
chr2,191020234,191020293,3,"1,4,5",1,0,0,1,1
chr2,191020293,191020448,4,"1,2,4,5",1,1,0,1,1
chr2,191020448,191020506,3,"1,4,5",1,0,0,1,1
chr2,191020506,191020578,2,"4,5",0,0,0,1,1
chr2,191021098,191021364,2,"2,5",0,1,0,0,1
chr2,191114382,191114591,2,"1,5",1,0,0,0,1
chr2,191114591,191114911,3,"1,2,5",1,1,0,0,1
chr2,191114911,191114954,2,"1,5",1,0,0,0,1
chr2,191677762,191677851,2,"3,5",0,0,1,0,1
