chrom,start,end,num,list,ENCFF081XKA_EP300_sorted.bed,ENCFF264QTE_EP300_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr19,18029815,18029823,2,"2,3",0,1,1
chr19,18029823,18030099,3,"1,2,3",1,1,1
chr19,18030099,18030159,2,"1,3",1,0,1
chr19,18157159,18157424,2,"2,3",0,1,1
chr19,18380208,18380211,2,"2,3",0,1,1
chr19,18380211,18380492,3,"1,2,3",1,1,1
chr19,18380492,18380547,2,"1,3",1,0,1
chr19,18446960,18447244,2,"2,3",0,1,1
chr19,19595446,19595459,2,"1,3",1,0,1
chr19,19595459,19595743,3,"1,2,3",1,1,1
chr19,19595743,19595777,2,"1,3",1,0,1
chr19,28074710,28074994,2,"2,3",0,1,1
chr19,31418152,31418436,2,"2,3",0,1,1
chr19,32373742,32374078,2,"1,3",1,0,1
chr19,32718323,32718659,2,"1,3",1,0,1
chr19,33041515,33041572,3,"1,2,3",1,1,1
chr19,33041572,33041576,2,"1,3",1,0,1
chr19,33047387,33047723,2,"1,3",1,0,1
chr19,33629522,33629555,2,"1,3",1,0,1
chr19,33629555,33629839,3,"1,2,3",1,1,1
chr19,33629839,33629858,2,"1,3",1,0,1
chr19,34085568,34085836,2,"2,3",0,1,1
chr19,35000306,35000578,2,"1,3",1,0,1
chr19,35006447,35006522,2,"1,3",1,0,1
chr19,35006522,35006783,3,"1,2,3",1,1,1
chr19,35006783,35006806,2,"2,3",0,1,1
chr19,35040851,35041187,2,"1,3",1,0,1
chr19,35123527,35123811,2,"2,3",0,1,1
chr19,35248461,35248797,2,"1,3",1,0,1
chr19,35291451,35291735,2,"2,3",0,1,1
chr19,35319080,35319107,2,"1,3",1,0,1
chr19,35319107,35319391,3,"1,2,3",1,1,1
chr19,35319391,35319416,2,"1,3",1,0,1
chr19,35666164,35666500,2,"1,3",1,0,1
chr19,36137074,36137349,2,"2,3",0,1,1
chr19,38058372,38058656,2,"2,3",0,1,1
chr19,38299239,38299280,2,"1,3",1,0,1
chr19,38299280,38299564,3,"1,2,3",1,1,1
chr19,38299564,38299575,2,"1,3",1,0,1
chr19,38300884,38301154,2,"2,3",0,1,1
chr19,38321617,38321748,2,"1,3",1,0,1
chr19,38321748,38321854,3,"1,2,3",1,1,1
chr19,38321854,38321953,2,"1,3",1,0,1
chr19,38683640,38683641,2,"2,3",0,1,1
chr19,38683641,38683924,3,"1,2,3",1,1,1
chr19,38683924,38683977,2,"1,3",1,0,1
chr19,38799635,38800174,2,"1,3",1,0,1
chr19,38831166,38831210,2,"1,3",1,0,1
chr19,38831210,38831494,3,"1,2,3",1,1,1
chr19,38831494,38831502,2,"1,3",1,0,1
chr19,38837708,38837853,2,"2,3",0,1,1
chr19,38837853,38837992,3,"1,2,3",1,1,1
chr19,38837992,38838189,2,"1,3",1,0,1
chr19,38838650,38838934,2,"2,3",0,1,1
chr19,39197830,39198114,2,"2,3",0,1,1
chr19,39403655,39403779,2,"1,3",1,0,1
chr19,39403779,39404063,3,"1,2,3",1,1,1
chr19,39404063,39404134,2,"1,3",1,0,1
chr19,40226813,40227149,2,"1,3",1,0,1
chr19,40443232,40443546,2,"1,3",1,0,1
chr19,40716171,40716455,2,"2,3",0,1,1
chr19,40718906,40719150,2,"2,3",0,1,1
chr19,40831939,40832223,2,"2,3",0,1,1
chr19,40897236,40897520,2,"2,3",0,1,1
chr19,40921146,40921284,2,"2,3",0,1,1
chr19,40921284,40921620,3,"1,2,3",1,1,1
chr19,40921620,40921645,2,"2,3",0,1,1
chr19,41031952,41032236,2,"2,3",0,1,1
chr19,42268253,42268537,2,"2,3",0,1,1
chr19,43465494,43465778,2,"2,3",0,1,1
chr19,43784446,43784745,2,"1,3",1,0,1
chr19,44741987,44742014,2,"2,3",0,1,1
chr19,44742014,44742271,3,"1,2,3",1,1,1
chr19,44742271,44742350,2,"1,3",1,0,1
chr19,44747504,44747788,2,"2,3",0,1,1
chr19,45091684,45092020,2,"1,3",1,0,1
chr19,45123344,45123395,2,"2,3",0,1,1
chr19,45123395,45123628,3,"1,2,3",1,1,1
chr19,45123628,45123932,2,"1,3",1,0,1
chr19,45405640,45405684,2,"1,3",1,0,1
chr19,45405684,45405968,3,"1,2,3",1,1,1
chr19,45405968,45405976,2,"1,3",1,0,1
chr19,45781814,45781851,2,"1,3",1,0,1
chr19,45781851,45782135,3,"1,2,3",1,1,1
chr19,45782135,45782150,2,"1,3",1,0,1
chr19,46193156,46193440,2,"2,3",0,1,1
chr19,46770999,46771283,2,"2,3",0,1,1
chr19,46784698,46784815,2,"1,3",1,0,1
chr19,46784815,46784902,3,"1,2,3",1,1,1
chr19,46784902,46785034,2,"1,3",1,0,1
chr19,46820894,46821178,2,"2,3",0,1,1
chr19,46925274,46925558,2,"2,3",0,1,1
chr19,47336817,47337153,2,"1,3",1,0,1
chr19,47663492,47663776,2,"2,3",0,1,1
chr19,47663840,47664124,2,"2,3",0,1,1
chr19,48488016,48488300,2,"2,3",0,1,1
chr19,48543424,48543708,2,"2,3",0,1,1
chr19,48553847,48553986,2,"1,3",1,0,1
chr19,48553986,48554095,3,"1,2,3",1,1,1
chr19,48554095,48554183,2,"1,3",1,0,1
chr19,48618956,48619488,2,"2,3",0,1,1
chr19,48819483,48819767,2,"2,3",0,1,1
chr19,49640658,49640662,2,"1,3",1,0,1
chr19,49640662,49640946,3,"1,2,3",1,1,1
chr19,49640946,49640966,2,"1,3",1,0,1
chr19,50969318,50969602,3,"1,2,3",1,1,1
chr19,50969602,50969654,2,"1,3",1,0,1
chr19,51044477,51044480,2,"2,3",0,1,1
chr19,51044480,51044650,3,"1,2,3",1,1,1
chr19,51044650,51044662,2,"2,3",0,1,1
chr19,51070982,51071142,2,"1,3",1,0,1
chr19,51071142,51071426,3,"1,2,3",1,1,1
chr19,51071426,51071517,2,"1,3",1,0,1
chr19,51091996,51092280,2,"2,3",0,1,1
chr19,53612722,53613052,2,"1,3",1,0,1
chr19,53622027,53622075,2,"1,3",1,0,1
chr19,53622075,53622359,3,"1,2,3",1,1,1
chr19,53622359,53622363,2,"1,3",1,0,1
chr19,55075716,55075988,2,"2,3",0,1,1
chr19,55207135,55207471,2,"1,3",1,0,1
chr19,58519830,58520114,2,"2,3",0,1,1
chr2,35898,36182,2,"2,3",0,1,1
chr2,260828,261087,3,"1,2,3",1,1,1
chr2,726200,726536,2,"1,3",1,0,1
chr2,1625309,1625340,2,"1,3",1,0,1
chr2,1625340,1625624,3,"1,2,3",1,1,1
chr2,1625624,1625645,2,"1,3",1,0,1
chr2,1631874,1632158,2,"2,3",0,1,1
chr2,8539926,8539945,2,"1,3",1,0,1
chr2,8539945,8540229,3,"1,2,3",1,1,1
chr2,8540229,8540262,2,"1,3",1,0,1
chr2,9102738,9103074,2,"1,3",1,0,1
chr2,9951650,9951986,2,"1,3",1,0,1
chr2,10021758,10022042,2,"2,3",0,1,1
chr2,10460408,10460744,2,"1,3",1,0,1
chr2,11530961,11530999,2,"1,3",1,0,1
chr2,11530999,11531330,3,"1,2,3",1,1,1
chr2,11531330,11531332,2,"1,3",1,0,1
chr2,11532352,11532382,2,"1,3",1,0,1
chr2,11532382,11532717,3,"1,2,3",1,1,1
chr2,11532717,11532723,2,"2,3",0,1,1
chr2,11539511,11539515,2,"1,3",1,0,1
chr2,11539515,11539819,3,"1,2,3",1,1,1
chr2,11539819,11539850,2,"1,3",1,0,1
chr2,11542419,11542703,2,"2,3",0,1,1
chr2,11747130,11747366,2,"1,3",1,0,1
chr2,11764455,11764739,2,"2,3",0,1,1
chr2,13545379,13545389,2,"2,3",0,1,1
chr2,13545389,13545663,3,"1,2,3",1,1,1
chr2,13545663,13545725,2,"1,3",1,0,1
chr2,19911844,19912128,2,"2,3",0,1,1
chr2,20071672,20071706,2,"1,3",1,0,1
chr2,20071706,20071829,3,"1,2,3",1,1,1
chr2,20071829,20071887,2,"1,3",1,0,1
chr2,20071894,20072178,2,"2,3",0,1,1
chr2,20184221,20184557,2,"1,3",1,0,1
chr2,20196605,20196941,2,"1,3",1,0,1
chr2,20208203,20208487,2,"2,3",0,1,1
chr2,20231556,20231672,2,"1,3",1,0,1
chr2,20231672,20231892,3,"1,2,3",1,1,1
chr2,20231892,20231956,2,"2,3",0,1,1
chr2,20378734,20379018,2,"2,3",0,1,1
chr2,20457567,20457703,2,"1,3",1,0,1
chr2,20457703,20457987,3,"1,2,3",1,1,1
chr2,20457987,20458103,2,"1,3",1,0,1
chr2,20496091,20496110,2,"1,3",1,0,1
chr2,20496110,20496394,3,"1,2,3",1,1,1
chr2,20496394,20496427,2,"1,3",1,0,1
chr2,20496546,20496830,2,"2,3",0,1,1
chr2,20577863,20578147,2,"2,3",0,1,1
chr2,20593311,20593526,2,"1,3",1,0,1
chr2,20593526,20593647,3,"1,2,3",1,1,1
chr2,20593647,20593810,2,"2,3",0,1,1
chr2,20661377,20661713,2,"1,3",1,0,1
chr2,24015617,24015901,2,"2,3",0,1,1
chr2,26758009,26758026,2,"1,3",1,0,1
chr2,26758026,26758310,3,"1,2,3",1,1,1
chr2,26758310,26758345,2,"1,3",1,0,1
chr2,26772610,26772946,2,"1,3",1,0,1
chr2,26978053,26978337,2,"2,3",0,1,1
chr2,27153136,27153201,2,"1,3",1,0,1
chr2,27153201,27153472,3,"1,2,3",1,1,1
chr2,27153472,27153473,2,"2,3",0,1,1
chr2,27421054,27421390,2,"1,3",1,0,1
chr2,27421913,27422197,2,"2,3",0,1,1
chr2,27890346,27890630,2,"2,3",0,1,1
chr2,28377220,28377316,2,"1,3",1,0,1
chr2,28377316,28377414,3,"1,2,3",1,1,1
chr2,28377414,28377465,2,"1,3",1,0,1
chr2,30217938,30218004,2,"1,3",1,0,1
chr2,30218004,30218274,3,"1,2,3",1,1,1
chr2,30218274,30218288,2,"2,3",0,1,1
chr2,30234283,30234559,2,"2,3",0,1,1
chr2,30756194,30756444,2,"1,3",1,0,1
chr2,32010903,32011239,2,"1,3",1,0,1
chr2,33291385,33291669,2,"2,3",0,1,1
chr2,36650015,36650143,2,"1,3",1,0,1
chr2,36650143,36650351,3,"1,2,3",1,1,1
chr2,36650351,36650427,2,"2,3",0,1,1
chr2,38751219,38751503,2,"2,3",0,1,1
chr2,39180331,39180381,2,"1,3",1,0,1
chr2,39180381,39180574,3,"1,2,3",1,1,1
chr2,39180574,39180601,2,"1,3",1,0,1
chr2,42010765,42010850,2,"1,3",1,0,1
chr2,42010850,42010991,3,"1,2,3",1,1,1
chr2,42010991,42011101,2,"1,3",1,0,1
chr2,42133238,42133302,2,"2,3",0,1,1
chr2,42342624,42342656,2,"1,3",1,0,1
chr2,42342656,42342747,3,"1,2,3",1,1,1
chr2,42342747,42342764,2,"1,3",1,0,1
chr2,42494918,42495202,2,"2,3",0,1,1
chr2,42787407,42787743,2,"1,3",1,0,1
chr2,43010756,43011040,2,"2,3",0,1,1
chr2,43038433,43038512,2,"2,3",0,1,1
chr2,43038512,43038717,3,"1,2,3",1,1,1
chr2,43038717,43038848,2,"1,3",1,0,1
chr2,45675487,45675771,2,"2,3",0,1,1
chr2,46073562,46073846,2,"2,3",0,1,1
chr2,46164138,46164209,2,"1,3",1,0,1
chr2,46164209,46164474,3,"1,2,3",1,1,1
chr2,46164474,46164493,2,"2,3",0,1,1
chr2,47029052,47029336,2,"2,3",0,1,1
chr2,47193267,47193512,2,"2,3",0,1,1
chr2,47198948,47199448,2,"2,3",0,1,1
chr2,47215914,47216198,2,"2,3",0,1,1
chr2,47340005,47340341,2,"1,3",1,0,1
chr2,48221916,48222200,2,"2,3",0,1,1
chr2,54533021,54533305,2,"2,3",0,1,1
chr2,54572334,54572596,2,"2,3",0,1,1
chr2,54574096,54574371,2,"2,3",0,1,1
chr2,54574437,54574455,2,"1,3",1,0,1
chr2,54574455,54574739,3,"1,2,3",1,1,1
chr2,54574739,54574773,2,"1,3",1,0,1
chr2,54579809,54580145,2,"1,3",1,0,1
chr2,56191798,56192082,2,"2,3",0,1,1
chr2,60989334,60989618,2,"2,3",0,1,1
chr2,61016956,61017240,2,"2,3",0,1,1
chr2,64606509,64606986,2,"1,3",1,0,1
chr2,64906979,64907083,2,"1,3",1,0,1
chr2,64907083,64907315,3,"1,2,3",1,1,1
chr2,64907315,64907367,2,"2,3",0,1,1
chr2,65377530,65377698,2,"2,3",0,1,1
chr2,65377698,65377814,3,"1,2,3",1,1,1
chr2,65377814,65378034,2,"1,3",1,0,1
chr2,66389815,66389887,2,"2,3",0,1,1
chr2,66389887,66390056,3,"1,2,3",1,1,1
chr2,66390056,66390099,2,"2,3",0,1,1
chr2,70141154,70141438,2,"2,3",0,1,1
chr2,70616276,70616315,2,"1,3",1,0,1
chr2,70616315,70616599,3,"1,2,3",1,1,1
chr2,70616599,70616612,2,"1,3",1,0,1
chr2,73983643,73983646,2,"1,3",1,0,1
chr2,73983646,73983930,3,"1,2,3",1,1,1
chr2,73983930,73983979,2,"1,3",1,0,1
chr2,74198752,74199305,2,"1,3",1,0,1
chr2,74205618,74205954,2,"1,3",1,0,1
chr2,74917836,74917837,2,"1,3",1,0,1
chr2,74917837,74918121,3,"1,2,3",1,1,1
chr2,74918121,74918132,2,"1,3",1,0,1
chr2,75153328,75153372,2,"2,3",0,1,1
chr2,75153372,75153612,3,"1,2,3",1,1,1
chr2,75153612,75153708,2,"1,3",1,0,1
chr2,75154077,75154413,2,"1,3",1,0,1
chr2,76256723,76256731,2,"2,3",0,1,1
chr2,76256731,76257007,3,"1,2,3",1,1,1
chr2,76257007,76257067,2,"1,3",1,0,1
chr2,85106853,85107137,2,"2,3",0,1,1
chr2,85259247,85259266,2,"1,3",1,0,1
chr2,85259266,85259550,3,"1,2,3",1,1,1
chr2,85259550,85259583,2,"1,3",1,0,1
chr2,85742507,85742563,2,"1,3",1,0,1
chr2,85742563,85742843,3,"1,2,3",1,1,1
chr2,85742843,85742847,2,"2,3",0,1,1
chr2,87632984,87633268,2,"2,3",0,1,1
chr2,95034333,95034619,2,"1,3",1,0,1
chr2,95042720,95043056,2,"1,3",1,0,1
chr2,96146963,96147078,2,"1,3",1,0,1
chr2,96147078,96147299,3,"1,2,3",1,1,1
chr2,96147299,96147320,2,"2,3",0,1,1
chr2,96714574,96714858,2,"2,3",0,1,1
chr2,96884375,96884659,2,"2,3",0,1,1
chr2,96951912,96952041,2,"1,3",1,0,1
chr2,96952041,96952114,3,"1,2,3",1,1,1
chr2,96952114,96952248,2,"1,3",1,0,1
chr2,96964675,96964681,2,"2,3",0,1,1
chr2,96964681,96964959,3,"1,2,3",1,1,1
chr2,96964959,96965017,2,"1,3",1,0,1
chr2,101244517,101244772,2,"1,3",1,0,1
chr2,101355477,101355551,2,"1,3",1,0,1
chr2,105853736,105854020,2,"2,3",0,1,1
chr2,108719159,108719717,2,"1,3",1,0,1
chr2,111946797,111947081,3,"1,2,3",1,1,1
chr2,111947081,111947133,2,"1,3",1,0,1
chr2,112591478,112591498,2,"1,3",1,0,1
chr2,112591498,112591653,3,"1,2,3",1,1,1
chr2,112591653,112591688,2,"1,3",1,0,1
chr2,112645243,112645579,2,"1,3",1,0,1
chr2,113078238,113078291,2,"1,3",1,0,1
chr2,113078291,113078574,3,"1,2,3",1,1,1
chr2,113078574,113078575,2,"2,3",0,1,1
chr2,113079228,113079564,2,"1,3",1,0,1
chr2,119759448,119759784,2,"1,3",1,0,1
chr2,120237573,120237909,2,"1,3",1,0,1
chr2,120245410,120245450,2,"1,3",1,0,1
chr2,120245450,120245734,3,"1,2,3",1,1,1
chr2,120245734,120245746,2,"1,3",1,0,1
chr2,120470308,120470592,2,"2,3",0,1,1
chr2,120540446,120540730,2,"2,3",0,1,1
chr2,127857888,127858224,2,"1,3",1,0,1
chr2,129945663,129945947,2,"2,3",0,1,1
chr2,130288655,130288991,2,"1,3",1,0,1
chr2,131486592,131486876,2,"2,3",0,1,1
chr2,133331706,133331990,2,"2,3",0,1,1
chr2,134815811,134816095,2,"2,3",0,1,1
chr2,136327303,136327587,2,"2,3",0,1,1
chr2,137508831,137508857,2,"1,3",1,0,1
chr2,137508857,137509141,3,"1,2,3",1,1,1
chr2,137509141,137509167,2,"1,3",1,0,1
chr2,138421387,138421671,2,"2,3",0,1,1
chr2,138493359,138493643,2,"2,3",0,1,1
chr2,138564843,138564980,2,"1,3",1,0,1
chr2,138564980,138565179,3,"1,2,3",1,1,1
chr2,138565179,138565264,2,"2,3",0,1,1
chr2,138893757,138894093,2,"1,3",1,0,1
chr2,142874341,142874385,2,"1,3",1,0,1
chr2,142874385,142874669,3,"1,2,3",1,1,1
chr2,142874669,142874677,2,"1,3",1,0,1
chr2,142944295,142944631,2,"1,3",1,0,1
chr2,147812388,147812411,2,"1,3",1,0,1
chr2,147812411,147812695,3,"1,2,3",1,1,1
chr2,147812695,147812724,2,"1,3",1,0,1
chr2,148594160,148594231,2,"1,3",1,0,1
chr2,148594231,148594496,3,"1,2,3",1,1,1
chr2,148594496,148594515,2,"2,3",0,1,1
chr2,149069378,149069385,2,"1,3",1,0,1
chr2,149069385,149069669,3,"1,2,3",1,1,1
chr2,149069669,149069880,2,"1,3",1,0,1
chr2,149071002,149071338,2,"1,3",1,0,1
chr2,150166258,150166324,2,"1,3",1,0,1
chr2,150166324,150166594,3,"1,2,3",1,1,1
chr2,150166594,150166608,2,"2,3",0,1,1
chr2,151261743,151261761,2,"1,3",1,0,1
chr2,151261761,151262045,3,"1,2,3",1,1,1
chr2,151262045,151262066,2,"1,3",1,0,1
chr2,153166674,153166958,2,"2,3",0,1,1
chr2,157291050,157291334,2,"2,3",0,1,1
chr2,161134855,161135191,2,"1,3",1,0,1
chr2,170123154,170123490,2,"1,3",1,0,1
chr2,173972582,173972591,2,"1,3",1,0,1
chr2,173972591,173972875,3,"1,2,3",1,1,1
chr2,173972875,173972918,2,"1,3",1,0,1
chr2,174585204,174585227,2,"2,3",0,1,1
chr2,176814335,176814345,2,"1,3",1,0,1
chr2,176814345,176814629,3,"1,2,3",1,1,1
chr2,176814629,176814656,2,"1,3",1,0,1
chr2,176845697,176845770,2,"1,3",1,0,1
chr2,176845770,176845974,3,"1,2,3",1,1,1
chr2,176845974,176846033,2,"1,3",1,0,1
chr2,177263449,177263663,2,"2,3",0,1,1
chr2,186486007,186486343,2,"1,3",1,0,1
chr2,186595212,186595506,2,"1,3",1,0,1
chr2,191014138,191014210,2,"2,3",0,1,1
chr2,191014210,191014371,3,"1,2,3",1,1,1
chr2,191014371,191014422,2,"2,3",0,1,1
chr2,191020263,191020314,2,"1,3",1,0,1
chr2,191020314,191020454,3,"1,2,3",1,1,1
chr2,191020454,191020459,2,"2,3",0,1,1
chr2,191169505,191169782,3,"1,2,3",1,1,1
chr2,191169782,191169810,2,"1,3",1,0,1
chr2,191170314,191170404,2,"1,3",1,0,1
chr2,191170404,191170513,3,"1,2,3",1,1,1
chr2,191170513,191170571,2,"1,3",1,0,1
chr2,191219463,191219478,2,"2,3",0,1,1
chr2,191219478,191219747,3,"1,2,3",1,1,1
chr2,191219747,191219814,2,"1,3",1,0,1
chr2,197499851,197500187,2,"1,3",1,0,1
chr2,197515841,197515911,2,"1,3",1,0,1
chr2,197515911,197516003,3,"1,2,3",1,1,1
chr2,197516003,197516078,2,"1,3",1,0,1
chr2,200300651,200300706,2,"2,3",0,1,1
chr2,200300706,200300885,3,"1,2,3",1,1,1
chr2,200300885,200300935,2,"2,3",0,1,1
chr2,200786474,200786532,2,"2,3",0,1,1
chr2,200786532,200786758,3,"1,2,3",1,1,1
chr2,200786758,200787079,2,"1,3",1,0,1
chr2,205754248,205754532,2,"2,3",0,1,1
chr2,207258532,207258868,2,"1,3",1,0,1
chr2,208113000,208113284,2,"2,3",0,1,1
chr2,208929457,208929741,2,"2,3",0,1,1
chr2,212905966,212905990,2,"1,3",1,0,1
chr2,212905990,212906274,3,"1,2,3",1,1,1
chr2,212906274,212906302,2,"1,3",1,0,1
chr2,215619064,215619348,2,"2,3",0,1,1
chr2,215943416,215943700,2,"2,3",0,1,1
chr2,217247556,217247567,2,"2,3",0,1,1
chr2,217247567,217247764,3,"1,2,3",1,1,1
chr2,217247764,217247777,2,"1,3",1,0,1
chr2,217248436,217248720,2,"2,3",0,1,1
chr2,217289885,217289908,2,"1,3",1,0,1
chr2,217289908,217290192,3,"1,2,3",1,1,1
chr2,217290192,217290221,2,"1,3",1,0,1
chr2,217685232,217685251,2,"1,3",1,0,1
chr2,217685251,217685535,3,"1,2,3",1,1,1
chr2,217685535,217685568,2,"1,3",1,0,1
chr2,217988107,217988391,2,"2,3",0,1,1
chr2,218282730,218282741,2,"2,3",0,1,1
chr2,218282741,218283014,3,"1,2,3",1,1,1
chr2,218283014,218283077,2,"1,3",1,0,1
chr2,218444548,218444629,2,"1,3",1,0,1
chr2,218444629,218444884,3,"1,2,3",1,1,1
chr2,218444884,218444913,2,"2,3",0,1,1
chr2,218445653,218445937,2,"2,3",0,1,1
chr2,218834781,218835117,2,"1,3",1,0,1
chr2,219571945,219572229,2,"2,3",0,1,1
chr2,220198993,220199277,2,"2,3",0,1,1
chr2,222202222,222202503,2,"2,3",0,1,1
chr2,227466309,227466339,2,"2,3",0,1,1
chr2,227466339,227466477,3,"1,2,3",1,1,1
chr2,227466477,227466593,2,"2,3",0,1,1
chr2,229922064,229922400,2,"1,3",1,0,1
chr2,231642991,231643199,2,"2,3",0,1,1
chr2,232611491,232611775,2,"2,3",0,1,1
chr2,234463968,234464036,2,"1,3",1,0,1
chr2,234464036,234464304,3,"1,2,3",1,1,1
chr2,234464304,234464320,2,"2,3",0,1,1
chr2,236731903,236732007,2,"2,3",0,1,1
chr2,236732036,236732149,2,"1,3",1,0,1
chr2,236732149,236732280,3,"1,2,3",1,1,1
chr2,236732280,236732372,2,"1,3",1,0,1
chr2,237041334,237041341,2,"1,3",1,0,1
chr2,237041341,237041584,3,"1,2,3",1,1,1
chr2,237041584,237041617,2,"1,3",1,0,1
chr2,237075993,237076025,2,"1,3",1,0,1
chr2,237076025,237076309,3,"1,2,3",1,1,1
chr2,237076309,237076329,2,"1,3",1,0,1
chr2,237483459,237483743,2,"2,3",0,1,1
chr2,237487087,237487423,2,"1,3",1,0,1
chr2,237489410,237489434,2,"2,3",0,1,1
chr2,237489434,237489694,3,"1,2,3",1,1,1
chr2,237489694,237489770,2,"1,3",1,0,1
chr2,237500992,237501035,2,"1,3",1,0,1
chr2,237501035,237501319,3,"1,2,3",1,1,1
chr2,237501319,237501328,2,"1,3",1,0,1
chr2,237502546,237502555,2,"1,3",1,0,1
chr2,237502555,237502776,3,"1,2,3",1,1,1
chr2,237502776,237502788,2,"1,3",1,0,1
chr2,237559008,237559020,2,"1,3",1,0,1
chr2,237559020,237559319,3,"1,2,3",1,1,1
chr2,237559319,237559359,2,"2,3",0,1,1
chr2,240069938,240069955,2,"1,3",1,0,1
chr2,240069955,240070132,3,"1,2,3",1,1,1
chr2,240070132,240070148,2,"1,3",1,0,1
chr2,240251715,240251879,2,"1,3",1,0,1
chr2,240565847,240566183,2,"1,3",1,0,1
chr2,240868475,240868811,2,"1,3",1,0,1
chr2,240893671,240893819,2,"2,3",0,1,1
chr2,240898356,240898357,2,"1,3",1,0,1
chr2,240898357,240898641,3,"1,2,3",1,1,1
chr2,240898641,240898692,2,"1,3",1,0,1
chr2,241773909,241774245,2,"1,3",1,0,1
chr2,241890916,241890943,2,"1,3",1,0,1
chr2,241890943,241891227,3,"1,2,3",1,1,1
chr2,241891227,241891252,2,"1,3",1,0,1
chr2,241892537,241892589,2,"1,3",1,0,1
chr2,241892589,241892873,3,"1,2,3",1,1,1
chr20,829040,829130,2,"1,3",1,0,1
chr20,829130,829248,3,"1,2,3",1,1,1
chr20,829248,829376,2,"1,3",1,0,1
chr20,3811716,3812000,2,"2,3",0,1,1
chr20,7691770,7691895,2,"2,3",0,1,1
chr20,14220149,14220634,2,"2,3",0,1,1
chr20,14764862,14765146,2,"2,3",0,1,1
chr20,14879291,14879419,2,"1,3",1,0,1
chr20,14879419,14879627,3,"1,2,3",1,1,1
chr20,14879627,14879703,2,"2,3",0,1,1
chr20,16551664,16551948,2,"2,3",0,1,1
chr20,17557666,17557950,2,"2,3",0,1,1
chr20,17605229,17605513,2,"2,3",0,1,1
chr20,18057836,18058120,2,"2,3",0,1,1
chr20,18058786,18058797,2,"1,3",1,0,1
chr20,18058797,18059081,3,"1,2,3",1,1,1
chr20,18059081,18059122,2,"1,3",1,0,1
chr20,19130213,19130262,2,"1,3",1,0,1
chr20,19130262,19130481,3,"1,2,3",1,1,1
chr20,19130481,19130549,2,"1,3",1,0,1
chr20,19737099,19737383,2,"2,3",0,1,1
chr20,19767091,19767131,2,"1,3",1,0,1
chr20,19767131,19767415,3,"1,2,3",1,1,1
chr20,19767415,19767427,2,"1,3",1,0,1
chr20,21303167,21303503,2,"1,3",1,0,1
chr20,23920130,23920414,2,"2,3",0,1,1
chr20,24678721,24678748,2,"1,3",1,0,1
chr20,24678748,24679032,3,"1,2,3",1,1,1
chr20,24679032,24679057,2,"1,3",1,0,1
chr20,24930435,24930719,2,"2,3",0,1,1
chr20,25000257,25000541,2,"2,3",0,1,1
chr20,25076631,25076915,2,"2,3",0,1,1
chr20,25233445,25233729,2,"2,3",0,1,1
chr20,25280234,25280518,2,"2,3",0,1,1
chr20,31572933,31573269,2,"1,3",1,0,1
chr20,31604109,31604194,2,"1,3",1,0,1
chr20,31604194,31604445,3,"1,2,3",1,1,1
chr20,31604445,31604478,2,"2,3",0,1,1
chr20,31610693,31610771,2,"1,3",1,0,1
chr20,31610771,31611029,3,"1,2,3",1,1,1
chr20,31611029,31611055,2,"2,3",0,1,1
chr20,31678588,31678602,2,"2,3",0,1,1
chr20,31678602,31678872,3,"1,2,3",1,1,1
chr20,31678872,31678938,2,"1,3",1,0,1
chr20,31968411,31968747,2,"1,3",1,0,1
chr20,32040827,32040838,2,"1,3",1,0,1
chr20,32040838,32040975,3,"1,2,3",1,1,1
chr20,32040975,32040994,2,"1,3",1,0,1
chr20,32976772,32977056,2,"2,3",0,1,1
chr20,33401423,33401722,2,"1,3",1,0,1
chr20,33654154,33654438,2,"2,3",0,1,1
chr20,33732061,33732160,2,"1,3",1,0,1
chr20,33732160,33732285,3,"1,2,3",1,1,1
chr20,33732285,33732400,2,"1,3",1,0,1
chr20,33796590,33796874,2,"2,3",0,1,1
chr20,34350156,34350223,2,"1,3",1,0,1
chr20,34350223,34350492,3,"1,2,3",1,1,1
chr20,34350492,34350507,2,"2,3",0,1,1
chr20,35305663,35305999,2,"1,3",1,0,1
chr20,35607418,35607754,2,"1,3",1,0,1
chr20,36062805,36062817,2,"2,3",0,1,1
chr20,36062817,36063089,3,"1,2,3",1,1,1
chr20,36063089,36063104,2,"1,3",1,0,1
chr20,36064744,36065080,2,"1,3",1,0,1
chr20,36085781,36085838,2,"1,3",1,0,1
chr20,36085838,36086117,3,"1,2,3",1,1,1
chr20,36086117,36086122,2,"2,3",0,1,1
chr20,38599589,38599639,2,"1,3",1,0,1
chr20,38599639,38599923,3,"1,2,3",1,1,1
chr20,38599923,38599925,2,"1,3",1,0,1
chr20,38604894,38605223,2,"1,3",1,0,1
chr20,41028336,41028484,2,"1,3",1,0,1
chr20,41137716,41138052,2,"1,3",1,0,1
chr20,41344609,41344821,2,"1,3",1,0,1
chr20,41392892,41392897,2,"1,3",1,0,1
chr20,41392897,41393181,3,"1,2,3",1,1,1
chr20,41393181,41393183,2,"1,3",1,0,1
chr20,41476215,41476499,2,"2,3",0,1,1
chr20,43590518,43590854,2,"1,3",1,0,1
chr20,43728009,43728082,2,"2,3",0,1,1
chr20,43728082,43728281,3,"1,2,3",1,1,1
chr20,43728281,43728418,2,"1,3",1,0,1
