chrom,start,end,num,list,ENCFF304EAE_SIN3A_sorted.bed,ENCFF544UFD_SIN3A_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr2,10120349,10120661,3,"1,2,3",1,1,1
chr2,10120661,10120799,2,"2,3",0,1,1
chr2,10122459,10122517,2,"2,3",0,1,1
chr2,10122517,10122912,3,"1,2,3",1,1,1
chr2,10122912,10122937,2,"1,3",1,0,1
chr2,10447898,10448348,2,"2,3",0,1,1
chr2,10448485,10448882,2,"1,3",1,0,1
chr2,10689653,10689739,2,"1,3",1,0,1
chr2,10689739,10690157,3,"1,2,3",1,1,1
chr2,10690157,10690189,2,"2,3",0,1,1
chr2,11744059,11744528,2,"1,3",1,0,1
chr2,11746429,11746446,2,"1,3",1,0,1
chr2,11746446,11746896,3,"1,2,3",1,1,1
chr2,11746896,11746933,2,"1,3",1,0,1
chr2,11749863,11750201,3,"1,2,3",1,1,1
chr2,11750530,11750807,2,"2,3",0,1,1
chr2,15591564,15591613,2,"2,3",0,1,1
chr2,15591613,15592117,3,"1,2,3",1,1,1
chr2,15592117,15592221,2,"2,3",0,1,1
chr2,17754030,17754059,2,"2,3",0,1,1
chr2,17754059,17754242,3,"1,2,3",1,1,1
chr2,18559917,18560540,2,"2,3",0,1,1
chr2,19347688,19348370,2,"2,3",0,1,1
chr2,19901745,19902195,2,"2,3",0,1,1
chr2,19989791,19989890,2,"1,3",1,0,1
chr2,19989890,19990340,3,"1,2,3",1,1,1
chr2,19990340,19990477,2,"1,3",1,0,1
chr2,20051890,20052227,2,"2,3",0,1,1
chr2,23926092,23926542,2,"2,3",0,1,1
chr2,23926889,23927339,2,"2,3",0,1,1
chr2,23940210,23940763,2,"2,3",0,1,1
chr2,24047151,24047523,2,"2,3",0,1,1
chr2,24075910,24076162,2,"1,3",1,0,1
chr2,24076162,24076612,3,"1,2,3",1,1,1
chr2,24083931,24084073,2,"2,3",0,1,1
chr2,24084073,24084381,3,"1,2,3",1,1,1
chr2,24084381,24084577,2,"1,3",1,0,1
chr2,24793229,24793303,2,"2,3",0,1,1
chr2,24793303,24793679,3,"1,2,3",1,1,1
chr2,24793679,24793772,2,"1,3",1,0,1
chr2,25877958,25878632,2,"2,3",0,1,1
chr2,26033447,26033719,3,"1,2,3",1,1,1
chr2,26033719,26033739,2,"1,3",1,0,1
chr2,26034054,26034558,2,"1,3",1,0,1
chr2,26244312,26244455,2,"1,3",1,0,1
chr2,26970281,26970731,2,"2,3",0,1,1
chr2,27032756,27033260,2,"1,3",1,0,1
chr2,27050910,27051221,2,"1,3",1,0,1
chr2,27051221,27051618,3,"1,2,3",1,1,1
chr2,27051618,27051898,2,"2,3",0,1,1
chr2,27071666,27072116,2,"2,3",0,1,1
chr2,27086373,27086823,2,"2,3",0,1,1
chr2,27211580,27212343,2,"1,3",1,0,1
chr2,27217240,27217282,2,"2,3",0,1,1
chr2,27217282,27217690,3,"1,2,3",1,1,1
chr2,27217690,27217786,2,"1,3",1,0,1
chr2,27322811,27323261,2,"2,3",0,1,1
chr2,27356311,27356567,2,"2,3",0,1,1
chr2,27356567,27356761,3,"1,2,3",1,1,1
chr2,27356761,27357071,2,"1,3",1,0,1
chr2,27370235,27370274,2,"1,3",1,0,1
chr2,27370274,27370724,3,"1,2,3",1,1,1
chr2,27370724,27370739,2,"1,3",1,0,1
chr2,27371178,27371557,2,"2,3",0,1,1
chr2,27429055,27429479,2,"2,3",0,1,1
chr2,27489501,27489908,2,"2,3",0,1,1
chr2,27628684,27628711,2,"1,3",1,0,1
chr2,27628711,27629161,3,"1,2,3",1,1,1
chr2,27629161,27629188,2,"1,3",1,0,1
chr2,27663285,27663440,2,"2,3",0,1,1
chr2,27663877,27664381,2,"1,3",1,0,1
chr2,27890182,27890212,2,"1,3",1,0,1
chr2,27890212,27890662,3,"1,2,3",1,1,1
chr2,27890662,27890686,2,"1,3",1,0,1
chr2,27891025,27891318,2,"2,3",0,1,1
chr2,30146326,30146370,2,"1,3",1,0,1
chr2,30146370,30146820,3,"1,2,3",1,1,1
chr2,30146820,30146828,2,"1,3",1,0,1
chr2,30147763,30147990,2,"2,3",0,1,1
chr2,30231304,30231808,2,"1,3",1,0,1
chr2,30232056,30232415,2,"1,3",1,0,1
chr2,30232415,30232560,3,"1,2,3",1,1,1
chr2,30232560,30232842,2,"2,3",0,1,1
chr2,30447034,30447197,2,"1,3",1,0,1
chr2,30447197,30447324,3,"1,2,3",1,1,1
chr2,30447324,30447538,2,"1,3",1,0,1
chr2,32010828,32011332,2,"1,3",1,0,1
chr2,32063307,32063843,2,"2,3",0,1,1
chr2,32357219,32357669,2,"2,3",0,1,1
chr2,32628022,32628050,2,"2,3",0,1,1
chr2,32628050,32628314,3,"1,2,3",1,1,1
chr2,32628314,32628573,2,"2,3",0,1,1
chr2,33599357,33599784,2,"2,3",0,1,1
chr2,37084113,37084797,2,"2,3",0,1,1
chr2,37231337,37231622,2,"2,3",0,1,1
chr2,37231622,37232032,3,"1,2,3",1,1,1
chr2,37232032,37232078,2,"1,3",1,0,1
chr2,37324993,37325435,2,"2,3",0,1,1
chr2,38602665,38603115,2,"2,3",0,1,1
chr2,38603240,38603376,2,"1,3",1,0,1
chr2,38603477,38603725,2,"1,3",1,0,1
chr2,38750990,38751038,2,"1,3",1,0,1
chr2,38751038,38751488,3,"1,2,3",1,1,1
chr2,38751488,38751494,2,"1,3",1,0,1
chr2,38778026,38778696,2,"2,3",0,1,1
chr2,38875714,38875790,2,"1,3",1,0,1
chr2,38875790,38876218,3,"1,2,3",1,1,1
chr2,38876218,38876240,2,"2,3",0,1,1
chr2,43219445,43219673,3,"1,2,3",1,1,1
chr2,43219673,43220047,2,"1,3",1,0,1
chr2,43225863,43225991,3,"1,2,3",1,1,1
chr2,43225991,43226184,2,"2,3",0,1,1
chr2,43226649,43226967,2,"2,3",0,1,1
chr2,43227128,43227301,2,"2,3",0,1,1
chr2,43773931,43774435,2,"1,3",1,0,1
chr2,44361626,44362076,2,"2,3",0,1,1
chr2,45650857,45650886,2,"2,3",0,1,1
chr2,45650886,45651307,3,"1,2,3",1,1,1
chr2,45651307,45651602,2,"1,3",1,0,1
chr2,46535415,46535783,2,"2,3",0,1,1
chr2,46541902,46542254,2,"1,3",1,0,1
chr2,46543985,46544081,2,"1,3",1,0,1
chr2,46616751,46617201,2,"2,3",0,1,1
chr2,46915738,46915830,2,"1,3",1,0,1
chr2,46915830,46916242,3,"1,2,3",1,1,1
chr2,46916242,46916280,2,"2,3",0,1,1
chr2,47402799,47403142,2,"2,3",0,1,1
chr2,47783008,47783341,2,"2,3",0,1,1
chr2,47783341,47783658,3,"1,2,3",1,1,1
chr2,47783658,47783845,2,"1,3",1,0,1
chr2,47906087,47906537,2,"2,3",0,1,1
chr2,48314160,48314854,2,"2,3",0,1,1
chr2,48440218,48440668,2,"2,3",0,1,1
chr2,48440871,48441255,2,"1,3",1,0,1
chr2,53786745,53786806,2,"2,3",0,1,1
chr2,53786806,53787195,3,"1,2,3",1,1,1
chr2,53787195,53787310,2,"1,3",1,0,1
chr2,53970066,53970328,2,"2,3",0,1,1
chr2,53970948,53971044,2,"1,3",1,0,1
chr2,53971044,53971408,3,"1,2,3",1,1,1
chr2,54570981,54571419,2,"2,3",0,1,1
chr2,54723288,54723738,2,"2,3",0,1,1
chr2,55232363,55232813,2,"2,3",0,1,1
chr2,55232844,55232958,2,"1,3",1,0,1
chr2,55519452,55519792,2,"2,3",0,1,1
chr2,55519792,55519902,3,"1,2,3",1,1,1
chr2,55519902,55520296,2,"1,3",1,0,1
chr2,55617499,55617622,2,"1,3",1,0,1
chr2,55617622,55618042,3,"1,2,3",1,1,1
chr2,55618627,55618723,2,"1,3",1,0,1
chr2,55618723,55619012,3,"1,2,3",1,1,1
chr2,60756096,60756546,2,"2,3",0,1,1
chr2,60881354,60881357,2,"1,3",1,0,1
chr2,60881357,60881858,3,"1,2,3",1,1,1
chr2,60881858,60881923,2,"2,3",0,1,1
chr2,61017049,61017794,3,"1,2,3",1,1,1
chr2,61017794,61017943,2,"1,3",1,0,1
chr2,61144673,61145100,2,"2,3",0,1,1
chr2,61177573,61177612,2,"2,3",0,1,1
chr2,61177612,61178023,3,"1,2,3",1,1,1
chr2,61178023,61178142,2,"1,3",1,0,1
chr2,61470481,61470594,2,"1,3",1,0,1
chr2,61471281,61471785,2,"1,3",1,0,1
chr2,61854037,61854043,2,"1,3",1,0,1
chr2,61854043,61854296,3,"1,2,3",1,1,1
chr2,61888332,61888347,2,"2,3",0,1,1
chr2,61888347,61888985,3,"1,2,3",1,1,1
chr2,61888985,61889027,2,"1,3",1,0,1
chr2,62195952,62196402,2,"2,3",0,1,1
chr2,63588228,63588249,2,"2,3",0,1,1
chr2,63588249,63588678,3,"1,2,3",1,1,1
chr2,63588678,63589255,2,"1,3",1,0,1
chr2,63840604,63841243,2,"1,3",1,0,1
chr2,63841243,63841334,3,"1,2,3",1,1,1
chr2,63841334,63841917,2,"2,3",0,1,1
chr2,64144092,64144788,2,"2,3",0,1,1
chr2,64325960,64326410,2,"2,3",0,1,1
chr2,64524013,64524379,2,"2,3",0,1,1
chr2,64524794,64525102,2,"2,3",0,1,1
chr2,64643288,64643569,2,"2,3",0,1,1
chr2,64644243,64644496,2,"1,3",1,0,1
chr2,64644496,64644898,3,"1,2,3",1,1,1
chr2,64653684,64653928,2,"2,3",0,1,1
chr2,64914846,64915296,2,"2,3",0,1,1
chr2,65055808,65056150,3,"1,2,3",1,1,1
chr2,65056150,65056233,2,"1,3",1,0,1
chr2,65056243,65056693,2,"2,3",0,1,1
chr2,65227242,65227351,2,"1,3",1,0,1
chr2,65227351,65227801,3,"1,2,3",1,1,1
chr2,65227801,65228150,2,"1,3",1,0,1
chr2,65228259,65228534,2,"1,3",1,0,1
chr2,65430536,65431410,2,"1,3",1,0,1
chr2,68157067,68157353,2,"1,3",1,0,1
chr2,68157353,68157803,3,"1,2,3",1,1,1
chr2,68157803,68157840,2,"1,3",1,0,1
chr2,68157840,68158234,3,"1,2,3",1,1,1
chr2,68251078,68251362,2,"2,3",0,1,1
chr2,68252693,68253143,2,"2,3",0,1,1
chr2,68466990,68467386,2,"2,3",0,1,1
chr2,69386770,69386887,2,"1,3",1,0,1
chr2,69386887,69387274,3,"1,2,3",1,1,1
chr2,69387274,69387559,2,"2,3",0,1,1
chr2,69643521,69643971,2,"2,3",0,1,1
chr2,69829481,69829559,2,"2,3",0,1,1
chr2,69829559,69829931,3,"1,2,3",1,1,1
chr2,69829931,69830063,2,"1,3",1,0,1
chr2,70068942,70068955,2,"1,3",1,0,1
chr2,70068955,70069405,3,"1,2,3",1,1,1
chr2,70069405,70069484,2,"1,3",1,0,1
chr2,70086863,70087178,2,"1,3",1,0,1
chr2,70087287,70087367,2,"1,3",1,0,1
chr2,70142611,70143059,2,"2,3",0,1,1
chr2,70293191,70293612,2,"1,3",1,0,1
chr2,71068284,71068385,2,"1,3",1,0,1
chr2,71068385,71068788,3,"1,2,3",1,1,1
chr2,71068788,71068835,2,"2,3",0,1,1
chr2,71130305,71130377,2,"1,3",1,0,1
chr2,71130377,71130809,3,"1,2,3",1,1,1
chr2,71130809,71130827,2,"2,3",0,1,1
chr2,71276778,71277165,2,"2,3",0,1,1
chr2,73214062,73214076,2,"1,3",1,0,1
chr2,73214076,73214526,3,"1,2,3",1,1,1
chr2,73214526,73214724,2,"1,3",1,0,1
chr2,73233070,73233723,3,"1,2,3",1,1,1
chr2,73233723,73233814,2,"1,3",1,0,1
chr2,73284300,73284304,2,"1,3",1,0,1
chr2,73284304,73284754,3,"1,2,3",1,1,1
chr2,73284754,73284804,2,"1,3",1,0,1
chr2,73385486,73385634,2,"1,3",1,0,1
chr2,73385634,73385795,3,"1,2,3",1,1,1
chr2,73385795,73385804,2,"1,3",1,0,1
chr2,73385804,73385948,3,"1,2,3",1,1,1
chr2,73385948,73386502,2,"2,3",0,1,1
chr2,73737095,73737112,2,"2,3",0,1,1
chr2,73737112,73737545,3,"1,2,3",1,1,1
chr2,73737545,73737616,2,"1,3",1,0,1
chr2,73926665,73926723,2,"2,3",0,1,1
chr2,73926723,73927227,3,"1,2,3",1,1,1
chr2,73927227,73927247,2,"2,3",0,1,1
chr2,74147427,74147877,2,"2,3",0,1,1
chr2,74198372,74198465,2,"1,3",1,0,1
chr2,74198465,74198876,3,"1,2,3",1,1,1
chr2,74198876,74199040,2,"2,3",0,1,1
chr2,74199040,74199396,3,"1,2,3",1,1,1
chr2,74421360,74421391,2,"2,3",0,1,1
chr2,74421391,74421895,3,"1,2,3",1,1,1
chr2,74421895,74422028,2,"2,3",0,1,1
chr2,74454811,74454873,2,"1,3",1,0,1
chr2,74454873,74455192,3,"1,2,3",1,1,1
chr2,74472080,74472492,2,"2,3",0,1,1
chr2,74482980,74483430,2,"2,3",0,1,1
chr2,74529383,74529552,2,"2,3",0,1,1
chr2,74530672,74530726,2,"1,3",1,0,1
chr2,74530726,74531139,3,"1,2,3",1,1,1
chr2,74555049,74555502,2,"1,3",1,0,1
chr2,74834785,74834798,2,"1,3",1,0,1
chr2,74834798,74835248,3,"1,2,3",1,1,1
chr2,74835248,74835289,2,"1,3",1,0,1
chr2,84905428,84905932,2,"1,3",1,0,1
chr2,84971547,84971749,2,"2,3",0,1,1
chr2,84971749,84971997,3,"1,2,3",1,1,1
chr2,84971997,84972172,2,"1,3",1,0,1
chr2,85327494,85327684,2,"1,3",1,0,1
chr2,85327838,85327962,2,"1,3",1,0,1
chr2,85327962,85328020,3,"1,2,3",1,1,1
chr2,85354330,85354834,2,"1,3",1,0,1
chr2,85418338,85418755,2,"2,3",0,1,1
chr2,85538661,85539015,2,"1,3",1,0,1
chr2,85539015,85539465,3,"1,2,3",1,1,1
chr2,85539465,85539479,2,"1,3",1,0,1
chr2,85595298,85595588,2,"1,3",1,0,1
chr2,85595588,85595802,3,"1,2,3",1,1,1
chr2,85595802,85596038,2,"2,3",0,1,1
chr2,85602575,85602653,2,"1,3",1,0,1
chr2,85602653,85603079,3,"1,2,3",1,1,1
chr2,85603079,85603103,2,"2,3",0,1,1
chr2,85888955,85889515,2,"2,3",0,1,1
chr2,86106034,86106538,2,"1,3",1,0,1
chr2,86194856,86195295,2,"1,3",1,0,1
chr2,86195414,86195753,2,"2,3",0,1,1
chr2,86199340,86199757,2,"2,3",0,1,1
chr2,86440848,86441232,2,"1,3",1,0,1
chr2,86441232,86441629,3,"1,2,3",1,1,1
chr2,86441629,86441650,2,"2,3",0,1,1
chr2,86562932,86563382,2,"2,3",0,1,1
chr2,88627041,88627171,2,"1,3",1,0,1
chr2,88627171,88627691,3,"1,2,3",1,1,1
chr2,88627691,88628300,2,"2,3",0,1,1
chr2,88691352,88691627,2,"2,3",0,1,1
chr2,88691627,88692054,3,"1,2,3",1,1,1
chr2,88692054,88692125,2,"1,3",1,0,1
chr2,95165249,95165412,2,"1,3",1,0,1
chr2,95165412,95165753,3,"1,2,3",1,1,1
chr2,95165753,95165862,2,"2,3",0,1,1
chr2,95207286,95207736,2,"2,3",0,1,1
chr2,95402477,95402494,2,"1,3",1,0,1
chr2,95402494,95402944,3,"1,2,3",1,1,1
chr2,95402944,95402981,2,"1,3",1,0,1
chr2,95526395,95526831,2,"2,3",0,1,1
chr2,96145145,96145206,2,"1,3",1,0,1
chr2,96145206,96145649,3,"1,2,3",1,1,1
chr2,96145649,96145656,2,"2,3",0,1,1
chr2,96208187,96208691,2,"1,3",1,0,1
chr2,96265670,96265686,2,"1,3",1,0,1
chr2,96305259,96305709,2,"2,3",0,1,1
chr2,96335713,96335729,2,"1,3",1,0,1
chr2,96335729,96335996,3,"1,2,3",1,1,1
chr2,96335996,96335999,2,"1,3",1,0,1
chr2,96342148,96342460,2,"2,3",0,1,1
chr2,96537190,96537473,2,"2,3",0,1,1
chr2,96638087,96638148,2,"1,3",1,0,1
chr2,96638148,96638591,3,"1,2,3",1,1,1
chr2,96638591,96638598,2,"2,3",0,1,1
chr2,96815916,96816070,2,"2,3",0,1,1
chr2,96857783,96858287,2,"1,3",1,0,1
chr2,97645892,97646342,2,"2,3",0,1,1
chr2,97663427,97663729,2,"1,3",1,0,1
chr2,98454562,98454854,2,"2,3",0,1,1
chr2,98608342,98608349,2,"1,3",1,0,1
chr2,98608349,98608846,3,"1,2,3",1,1,1
chr2,98608846,98608935,2,"2,3",0,1,1
chr2,99140883,99141004,2,"2,3",0,1,1
chr2,99141004,99141333,3,"1,2,3",1,1,1
chr2,99141333,99141508,2,"1,3",1,0,1
chr2,99154812,99155577,2,"2,3",0,1,1
chr2,99180907,99181411,2,"1,3",1,0,1
chr2,99336051,99336066,2,"1,3",1,0,1
chr2,99336066,99336726,3,"1,2,3",1,1,1
chr2,99337087,99337535,2,"2,3",0,1,1
chr2,99337800,99338017,2,"2,3",0,1,1
chr2,100563139,100563607,2,"2,3",0,1,1
chr2,101152781,101153083,2,"2,3",0,1,1
chr2,101252684,101253188,2,"1,3",1,0,1
chr2,101306824,101307237,2,"2,3",0,1,1
chr2,102736497,102736947,2,"2,3",0,1,1
chr2,105037598,105037903,2,"2,3",0,1,1
chr2,105337137,105337512,2,"2,3",0,1,1
chr2,108448871,108448894,2,"1,3",1,0,1
chr2,108448894,108449344,3,"1,2,3",1,1,1
chr2,108449344,108449375,2,"1,3",1,0,1
chr2,108533937,108534387,2,"2,3",0,1,1
chr2,108719263,108719316,2,"2,3",0,1,1
chr2,108719316,108719617,3,"1,2,3",1,1,1
chr2,108719617,108719820,2,"1,3",1,0,1
chr2,108786519,108787023,2,"1,3",1,0,1
chr2,110204763,110205213,2,"2,3",0,1,1
chr2,110212268,110212718,2,"2,3",0,1,1
chr2,111122385,111122765,2,"2,3",0,1,1
chr2,111883859,111884054,2,"1,3",1,0,1
chr2,111884054,111884192,3,"1,2,3",1,1,1
chr2,111884192,111884363,2,"1,3",1,0,1
chr2,112055111,112055651,2,"2,3",0,1,1
chr2,112275233,112275584,2,"2,3",0,1,1
chr2,112481669,112482396,2,"1,3",1,0,1
chr2,112542214,112542334,2,"2,3",0,1,1
chr2,112542334,112542838,3,"1,2,3",1,1,1
chr2,112542838,112542876,2,"2,3",0,1,1
chr2,112645357,112645861,2,"1,3",1,0,1
chr2,112725947,112726910,2,"1,3",1,0,1
chr2,112764504,112764742,3,"1,2,3",1,1,1
chr2,112764742,112764772,2,"2,3",0,1,1
chr2,113174356,113174806,2,"2,3",0,1,1
chr2,113175152,113175570,2,"1,3",1,0,1
chr2,113235250,113235700,2,"2,3",0,1,1
chr2,113627019,113627188,2,"1,3",1,0,1
chr2,113627188,113627348,3,"1,2,3",1,1,1
chr2,113627348,113627523,2,"1,3",1,0,1
chr2,113886446,113886640,2,"1,3",1,0,1
chr2,113886640,113886950,3,"1,2,3",1,1,1
chr2,113886950,113887090,2,"2,3",0,1,1
chr2,113889651,113890101,2,"2,3",0,1,1
chr2,113890738,113891155,2,"2,3",0,1,1
chr2,118088080,118088746,2,"2,3",0,1,1
chr2,119366636,119367309,2,"2,3",0,1,1
chr2,119759676,119759718,2,"2,3",0,1,1
chr2,119759718,119760328,3,"1,2,3",1,1,1
chr2,119760328,119760421,2,"1,3",1,0,1
chr2,120012780,120013284,2,"1,3",1,0,1
chr2,120222916,120223560,2,"2,3",0,1,1
chr2,121530836,121531340,2,"1,3",1,0,1
chr2,121648287,121648656,3,"1,2,3",1,1,1
chr2,121648656,121648935,2,"1,3",1,0,1
chr2,121649041,121649491,2,"2,3",0,1,1
chr2,121649622,121649632,2,"1,3",1,0,1
chr2,121649632,121649766,3,"1,2,3",1,1,1
chr2,121649877,121650082,3,"1,2,3",1,1,1
chr2,121650082,121650126,2,"1,3",1,0,1
chr2,121736592,121737021,3,"1,2,3",1,1,1
chr2,121737021,121737131,2,"1,3",1,0,1
chr2,121755336,121755387,2,"1,3",1,0,1
chr2,121755387,121755837,3,"1,2,3",1,1,1
chr2,121755837,121755840,2,"1,3",1,0,1
chr2,127293942,127294392,2,"2,3",0,1,1
chr2,127526715,127527219,2,"1,3",1,0,1
chr2,127700541,127700933,2,"2,3",0,1,1
chr2,127701775,127701826,2,"1,3",1,0,1
chr2,127701826,127702415,3,"1,2,3",1,1,1
chr2,127857840,127858290,2,"2,3",0,1,1
chr2,128091005,128091031,2,"2,3",0,1,1
chr2,128091031,128091535,3,"1,2,3",1,1,1
chr2,128091535,128091654,2,"2,3",0,1,1
chr2,130181397,130182124,2,"2,3",0,1,1
chr2,130342016,130342417,2,"1,3",1,0,1
chr2,130342703,130342778,2,"1,3",1,0,1
chr2,130342778,130343207,3,"1,2,3",1,1,1
chr2,130343207,130343228,2,"2,3",0,1,1
chr2,130355929,130356433,2,"1,3",1,0,1
chr2,131105018,131105061,2,"1,3",1,0,1
chr2,131105061,131105522,3,"1,2,3",1,1,1
chr2,131105522,131105720,2,"2,3",0,1,1
chr2,131106149,131106595,2,"2,3",0,1,1
chr2,134119772,134120260,2,"1,3",1,0,1
chr2,134918097,134918756,2,"2,3",0,1,1
chr2,134918756,134918814,3,"1,2,3",1,1,1
chr2,134918814,134919148,2,"1,3",1,0,1
chr2,135053195,135053524,2,"2,3",0,1,1
chr2,135530463,135530779,2,"2,3",0,1,1
chr2,135741426,135741753,2,"1,3",1,0,1
chr2,135984985,135985489,2,"1,3",1,0,1
chr2,136116786,136117195,3,"1,2,3",1,1,1
chr2,136117195,136117211,2,"1,3",1,0,1
chr2,136117460,136117552,2,"1,3",1,0,1
chr2,136117649,136117866,2,"1,3",1,0,1
chr2,136117866,136118316,3,"1,2,3",1,1,1
chr2,136118316,136118322,2,"1,3",1,0,1
chr2,148021254,148021611,2,"2,3",0,1,1
chr2,148646057,148646302,2,"2,3",0,1,1
chr2,151261246,151262002,2,"2,3",0,1,1
chr2,151409639,151410464,2,"1,3",1,0,1
chr2,151410464,151410763,3,"1,2,3",1,1,1
chr2,152335992,152336061,2,"2,3",0,1,1
chr2,152718431,152718525,2,"2,3",0,1,1
chr2,152718525,152718881,3,"1,2,3",1,1,1
chr2,152718881,152718918,2,"1,3",1,0,1
chr2,157440941,157441303,3,"1,2,3",1,1,1
chr2,157443875,157444216,2,"2,3",0,1,1
chr2,159615781,159616231,2,"2,3",0,1,1
chr2,159712012,159712462,2,"2,3",0,1,1
chr2,159712484,159712988,2,"1,3",1,0,1
chr2,161244513,161245164,2,"2,3",0,1,1
chr2,161308323,161308854,2,"2,3",0,1,1
chr2,162318515,162318965,2,"2,3",0,1,1
chr2,169479312,169479762,2,"2,3",0,1,1
chr2,169584214,169584230,2,"2,3",0,1,1
chr2,169584230,169584734,3,"1,2,3",1,1,1
chr2,169584734,169584863,2,"2,3",0,1,1
chr2,169694129,169694154,2,"1,3",1,0,1
chr2,169694154,169694604,3,"1,2,3",1,1,1
chr2,169694604,169694867,2,"1,3",1,0,1
chr2,169798739,169798845,2,"2,3",0,1,1
chr2,169798845,169799189,3,"1,2,3",1,1,1
chr2,169799189,169799349,2,"1,3",1,0,1
chr2,169827348,169827798,2,"2,3",0,1,1
chr2,170928984,170929434,2,"2,3",0,1,1
chr2,170929624,170929922,2,"2,3",0,1,1
chr2,171434068,171434185,2,"2,3",0,1,1
chr2,171434185,171434518,3,"1,2,3",1,1,1
chr2,171434518,171434689,2,"1,3",1,0,1
chr2,171687619,171688342,2,"1,3",1,0,1
chr2,171922198,171922912,2,"1,3",1,0,1
chr2,171999759,171999880,2,"1,3",1,0,1
chr2,171999880,172000100,3,"1,2,3",1,1,1
chr2,172000100,172000263,2,"1,3",1,0,1
chr2,172102740,172102877,2,"1,3",1,0,1
chr2,172102877,172103200,3,"1,2,3",1,1,1
chr2,172556353,172556354,2,"2,3",0,1,1
chr2,172556354,172556726,3,"1,2,3",1,1,1
chr2,173963701,173964337,2,"2,3",0,1,1
chr2,173965357,173965861,2,"1,3",1,0,1
chr2,174395485,174395935,2,"2,3",0,1,1
chr2,175167825,175167870,2,"1,3",1,0,1
chr2,175167870,175168320,3,"1,2,3",1,1,1
chr2,175168320,175168329,2,"1,3",1,0,1
chr2,177212346,177212850,2,"1,3",1,0,1
chr2,177213105,177213444,2,"2,3",0,1,1
chr2,177263454,177263875,3,"1,2,3",1,1,1
chr2,177263875,177264002,2,"2,3",0,1,1
chr2,177264535,177265287,2,"1,3",1,0,1
chr2,177552588,177553092,2,"1,3",1,0,1
chr2,177618475,177618504,2,"1,3",1,0,1
chr2,177618504,177618954,3,"1,2,3",1,1,1
chr2,177618954,177618979,2,"1,3",1,0,1
chr2,178112225,178112690,3,"1,2,3",1,1,1
chr2,178112690,178112971,2,"2,3",0,1,1
chr2,178413371,178413500,2,"2,3",0,1,1
chr2,178414641,178415018,2,"2,3",0,1,1
chr2,178450855,178451476,2,"2,3",0,1,1
chr2,178478495,178478654,2,"2,3",0,1,1
chr2,178479046,178479273,2,"2,3",0,1,1
chr2,178480287,178480737,2,"2,3",0,1,1
chr2,178530807,178531257,2,"2,3",0,1,1
chr2,179263831,179264035,2,"2,3",0,1,1
chr2,181456867,181457905,2,"2,3",0,1,1
chr2,181891853,181892671,2,"1,3",1,0,1
chr2,183124244,183124248,2,"2,3",0,1,1
chr2,183124248,183124894,3,"1,2,3",1,1,1
chr2,183124894,183124962,2,"1,3",1,0,1
chr2,186485878,186486013,2,"2,3",0,1,1
chr2,186486013,186486328,3,"1,2,3",1,1,1
chr2,186486328,186486517,2,"1,3",1,0,1
chr2,189440772,189441200,2,"2,3",0,1,1
chr2,189441423,189441873,2,"2,3",0,1,1
chr2,189762602,189762670,2,"1,3",1,0,1
chr2,189762670,189762970,3,"1,2,3",1,1,1
chr2,189763091,189763120,3,"1,2,3",1,1,1
chr2,189763120,189763361,2,"1,3",1,0,1
chr2,190534542,190535146,2,"2,3",0,1,1
chr2,190649298,190649675,2,"2,3",0,1,1
chr2,190880445,190880616,2,"1,3",1,0,1
chr2,190880616,190880949,3,"1,2,3",1,1,1
chr2,190880949,190881066,2,"2,3",0,1,1
chr2,191014019,191014077,2,"1,3",1,0,1
chr2,191014077,191014736,3,"1,2,3",1,1,1
chr2,191014736,191014742,2,"1,3",1,0,1
chr2,191020218,191020228,2,"1,3",1,0,1
chr2,191020228,191020471,3,"1,2,3",1,1,1
chr2,191020471,191020474,2,"1,3",1,0,1
chr2,191678279,191678635,2,"1,3",1,0,1
chr2,196068308,196068452,2,"1,3",1,0,1
chr2,196068452,196068580,3,"1,2,3",1,1,1
chr2,196068580,196068585,2,"1,3",1,0,1
chr2,196068585,196069035,3,"1,2,3",1,1,1
chr2,196069035,196069052,2,"1,3",1,0,1
chr2,196639476,196639592,2,"1,3",1,0,1
chr2,196639592,196639819,3,"1,2,3",1,1,1
chr2,196639819,196639980,2,"1,3",1,0,1
chr2,197198878,197198884,2,"1,3",1,0,1
chr2,197198884,197199334,3,"1,2,3",1,1,1
chr2,197199334,197199382,2,"1,3",1,0,1
chr2,197205901,197206169,2,"2,3",0,1,1
chr2,197255252,197255898,2,"2,3",0,1,1
chr2,197310680,197311130,2,"2,3",0,1,1
chr2,197452931,197453415,3,"1,2,3",1,1,1
chr2,197453415,197454060,2,"2,3",0,1,1
chr2,197499239,197499515,3,"1,2,3",1,1,1
chr2,197499515,197499575,2,"2,3",0,1,1
chr2,197500489,197500707,2,"1,3",1,0,1
chr2,197515749,197516199,2,"2,3",0,1,1
chr2,197705221,197705671,2,"2,3",0,1,1
chr2,197804334,197804877,2,"2,3",0,1,1
chr2,199911023,199911070,2,"2,3",0,1,1
chr2,199911070,199911216,3,"1,2,3",1,1,1
chr2,199911216,199911266,2,"2,3",0,1,1
chr2,199955348,199955852,2,"1,3",1,0,1
chr2,200509793,200509853,2,"1,3",1,0,1
