chrom,start,end,num,list,ENCFF033OLJ_RAD21_sorted.bed,ENCFF708PXY_RAD21_sorted.bed,ENCFF717LNZ_RAD21_sorted.bed,ENCFF856BXY_RAD21_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr2,68251353,68251364,3,"2,3,5",0,1,1,0,1
chr2,68251364,68251374,2,"3,5",0,0,1,0,1
chr2,68282880,68282898,2,"2,5",0,1,0,0,1
chr2,68282898,68282935,3,"2,4,5",0,1,0,1,1
chr2,68282935,68282965,4,"1,2,4,5",1,1,0,1,1
chr2,68282965,68283055,5,"1,2,3,4,5",1,1,1,1,1
chr2,68283055,68283066,4,"2,3,4,5",0,1,1,1,1
chr2,68283066,68283114,3,"2,4,5",0,1,0,1,1
chr2,68357952,68358045,2,"1,5",1,0,0,0,1
chr2,68358045,68358060,3,"1,3,5",1,0,1,0,1
chr2,68358060,68358062,4,"1,2,3,5",1,1,1,0,1
chr2,68358062,68358160,5,"1,2,3,4,5",1,1,1,1,1
chr2,68358160,68358169,4,"1,2,3,5",1,1,1,0,1
chr2,68358169,68358191,3,"1,2,5",1,1,0,0,1
chr2,68358191,68358319,2,"1,5",1,0,0,0,1
chr2,68362037,68362049,2,"1,5",1,0,0,0,1
chr2,68362049,68362111,3,"1,4,5",1,0,0,1,1
chr2,68362111,68362132,4,"1,2,4,5",1,1,0,1,1
chr2,68362132,68362205,5,"1,2,3,4,5",1,1,1,1,1
chr2,68362205,68362247,4,"1,2,4,5",1,1,0,1,1
chr2,68362247,68362279,3,"1,4,5",1,0,0,1,1
chr2,68362279,68362330,2,"1,5",1,0,0,0,1
chr2,68441815,68441845,2,"3,5",0,0,1,0,1
chr2,68441845,68441851,3,"1,3,5",1,0,1,0,1
chr2,68441851,68441890,4,"1,2,3,5",1,1,1,0,1
chr2,68441890,68441970,5,"1,2,3,4,5",1,1,1,1,1
chr2,68441970,68441971,4,"1,3,4,5",1,0,1,1,1
chr2,68441971,68441987,3,"1,3,5",1,0,1,0,1
chr2,68441987,68441991,2,"1,5",1,0,0,0,1
chr2,68837249,68837314,2,"1,5",1,0,0,0,1
chr2,68837314,68837333,3,"1,3,5",1,0,1,0,1
chr2,68837333,68837352,4,"1,2,3,5",1,1,1,0,1
chr2,68837352,68837566,5,"1,2,3,4,5",1,1,1,1,1
chr2,68943470,68943535,2,"1,5",1,0,0,0,1
chr2,68943535,68943541,3,"1,3,5",1,0,1,0,1
chr2,68943541,68943801,4,"1,2,3,5",1,1,1,0,1
chr2,68943801,68943819,3,"1,3,5",1,0,1,0,1
chr2,68943819,68943894,2,"1,5",1,0,0,0,1
chr2,70070911,70070913,2,"1,5",1,0,0,0,1
chr2,70070913,70070939,3,"1,3,5",1,0,1,0,1
chr2,70070939,70070944,4,"1,3,4,5",1,0,1,1,1
chr2,70070944,70071067,5,"1,2,3,4,5",1,1,1,1,1
chr2,70071067,70071080,4,"1,2,3,5",1,1,1,0,1
chr2,70071080,70071083,3,"1,3,5",1,0,1,0,1
chr2,70071083,70071121,2,"1,5",1,0,0,0,1
chr2,70086647,70086907,2,"2,5",0,1,0,0,1
chr2,70087694,70087978,2,"3,5",0,0,1,0,1
chr2,70088107,70088148,2,"3,5",0,0,1,0,1
chr2,70088148,70088190,3,"2,3,5",0,1,1,0,1
chr2,70088190,70088391,4,"2,3,4,5",0,1,1,1,1
chr2,70088391,70088408,3,"2,4,5",0,1,0,1,1
chr2,70088408,70088420,2,"4,5",0,0,0,1,1
chr2,70124179,70124439,2,"2,5",0,1,0,0,1
chr2,70141126,70141129,2,"2,5",0,1,0,0,1
chr2,70141129,70141239,3,"1,2,5",1,1,0,0,1
chr2,70141239,70141469,4,"1,2,4,5",1,1,0,1,1
chr2,70141469,70141503,3,"1,2,5",1,1,0,0,1
chr2,70141503,70141553,2,"1,5",1,0,0,0,1
chr2,70142093,70142353,2,"2,5",0,1,0,0,1
chr2,70142700,70142729,2,"1,5",1,0,0,0,1
chr2,70142729,70142745,3,"1,3,5",1,0,1,0,1
chr2,70142745,70142753,4,"1,3,4,5",1,0,1,1,1
chr2,70142753,70142917,5,"1,2,3,4,5",1,1,1,1,1
chr2,70142917,70142928,4,"1,2,3,5",1,1,1,0,1
chr2,70142928,70142947,3,"1,3,5",1,0,1,0,1
chr2,70142947,70142984,2,"1,5",1,0,0,0,1
chr2,70143618,70143792,2,"2,5",0,1,0,0,1
chr2,70302007,70302022,2,"2,5",0,1,0,0,1
chr2,70302022,70302252,3,"2,4,5",0,1,0,1,1
chr2,70302252,70302267,2,"2,5",0,1,0,0,1
chr2,70303976,70303999,2,"1,5",1,0,0,0,1
chr2,70303999,70304017,3,"1,3,5",1,0,1,0,1
chr2,70304017,70304021,4,"1,2,3,5",1,1,1,0,1
chr2,70304021,70304163,5,"1,2,3,4,5",1,1,1,1,1
chr2,70304163,70304173,4,"1,3,4,5",1,0,1,1,1
chr2,70304173,70304176,3,"1,3,5",1,0,1,0,1
chr2,70304176,70304207,2,"1,5",1,0,0,0,1
chr2,70616225,70616327,2,"4,5",0,0,0,1,1
chr2,70616327,70616455,3,"2,4,5",0,1,0,1,1
chr2,70616455,70616760,2,"2,5",0,1,0,0,1
chr2,70686791,70686858,2,"1,5",1,0,0,0,1
chr2,70686858,70687118,3,"1,2,5",1,1,0,0,1
chr2,70687118,70687215,2,"1,5",1,0,0,0,1
chr2,70785378,70785427,3,"1,4,5",1,0,0,1,1
chr2,70785427,70785449,4,"1,3,4,5",1,0,1,1,1
chr2,70785449,70785520,5,"1,2,3,4,5",1,1,1,1,1
chr2,70785520,70785534,4,"1,3,4,5",1,0,1,1,1
chr2,70785534,70785607,3,"1,4,5",1,0,0,1,1
chr2,70785607,70785638,2,"1,5",1,0,0,0,1
chr2,70948429,70948453,2,"1,5",1,0,0,0,1
chr2,70948453,70948487,3,"1,3,5",1,0,1,0,1
chr2,70948487,70948515,4,"1,2,3,5",1,1,1,0,1
chr2,70948515,70948737,5,"1,2,3,4,5",1,1,1,1,1
chr2,70948737,70948745,4,"1,2,4,5",1,1,0,1,1
chr2,70948745,70948747,3,"1,2,5",1,1,0,0,1
chr2,70948747,70948853,2,"1,5",1,0,0,0,1
chr2,70977341,70977415,2,"1,5",1,0,0,0,1
chr2,70977415,70977440,3,"1,3,5",1,0,1,0,1
chr2,70977440,70977489,4,"1,3,4,5",1,0,1,1,1
chr2,70977489,70977605,5,"1,2,3,4,5",1,1,1,1,1
chr2,70977605,70977670,4,"1,3,4,5",1,0,1,1,1
chr2,70977670,70977671,3,"1,3,5",1,0,1,0,1
chr2,70995507,70995691,2,"2,5",0,1,0,0,1
chr2,71001145,71001405,2,"2,5",0,1,0,0,1
chr2,71100508,71100525,2,"3,5",0,0,1,0,1
chr2,71100525,71100597,3,"2,3,5",0,1,1,0,1
chr2,71100597,71100603,4,"2,3,4,5",0,1,1,1,1
chr2,71100603,71100701,5,"1,2,3,4,5",1,1,1,1,1
chr2,71100701,71100709,4,"1,2,3,5",1,1,1,0,1
chr2,71100709,71100774,3,"2,3,5",0,1,1,0,1
chr2,71129743,71130003,2,"2,5",0,1,0,0,1
chr2,71130179,71130439,2,"2,5",0,1,0,0,1
chr2,71130486,71130746,2,"2,5",0,1,0,0,1
chr2,71276945,71277156,2,"2,5",0,1,0,0,1
chr2,71282533,71282564,2,"3,5",0,0,1,0,1
chr2,71282564,71282590,3,"3,4,5",0,0,1,1,1
chr2,71282590,71282659,4,"1,3,4,5",1,0,1,1,1
chr2,71282659,71282733,5,"1,2,3,4,5",1,1,1,1,1
chr2,71282733,71282765,4,"1,3,4,5",1,0,1,1,1
chr2,71282765,71282794,3,"3,4,5",0,0,1,1,1
chr2,71282794,71282817,2,"3,5",0,0,1,0,1
chr2,72137453,72137508,2,"1,5",1,0,0,0,1
chr2,72137508,72137539,3,"1,3,5",1,0,1,0,1
chr2,72137539,72137551,4,"1,2,3,5",1,1,1,0,1
chr2,72137551,72137781,5,"1,2,3,4,5",1,1,1,1,1
chr2,72137781,72137792,4,"1,2,3,5",1,1,1,0,1
chr2,72137792,72137799,3,"1,2,5",1,1,0,0,1
chr2,72137799,72137877,2,"1,5",1,0,0,0,1
chr2,72887802,72887883,2,"1,5",1,0,0,0,1
chr2,72887883,72887904,3,"1,2,5",1,1,0,0,1
chr2,72887904,72888134,4,"1,2,4,5",1,1,0,1,1
chr2,72888134,72888143,3,"1,2,5",1,1,0,0,1
chr2,72888143,72888160,2,"1,5",1,0,0,0,1
chr2,72892763,72892788,2,"1,5",1,0,0,0,1
chr2,72892788,72892830,3,"1,4,5",1,0,0,1,1
chr2,72892830,72892839,4,"1,3,4,5",1,0,1,1,1
chr2,72892839,72892956,5,"1,2,3,4,5",1,1,1,1,1
chr2,72892956,72892972,4,"1,3,4,5",1,0,1,1,1
chr2,72892972,72893018,3,"1,4,5",1,0,0,1,1
chr2,72893018,72893059,2,"1,5",1,0,0,0,1
chr2,72893601,72893692,2,"1,5",1,0,0,0,1
chr2,72893692,72893737,3,"1,2,5",1,1,0,0,1
chr2,72893737,72893746,4,"1,2,3,5",1,1,1,0,1
chr2,72893746,72893885,5,"1,2,3,4,5",1,1,1,1,1
chr2,72893885,72893893,4,"1,2,3,5",1,1,1,0,1
chr2,72893893,72893952,3,"1,2,5",1,1,0,0,1
chr2,72893952,72894025,2,"1,5",1,0,0,0,1
chr2,72935077,72935084,2,"2,5",0,1,0,0,1
chr2,72935084,72935086,3,"2,3,5",0,1,1,0,1
chr2,72935086,72935087,4,"1,2,3,5",1,1,1,0,1
chr2,72935087,72935190,5,"1,2,3,4,5",1,1,1,1,1
chr2,72935190,72935192,4,"1,2,3,5",1,1,1,0,1
chr2,72935192,72935222,3,"2,3,5",0,1,1,0,1
chr2,72935222,72935234,2,"3,5",0,0,1,0,1
chr2,73212544,73212639,4,"1,2,4,5",1,1,0,1,1
chr2,73212639,73212710,5,"1,2,3,4,5",1,1,1,1,1
chr2,73212710,73212768,4,"1,2,4,5",1,1,0,1,1
chr2,73212768,73212795,3,"1,2,5",1,1,0,0,1
chr2,73212795,73212815,2,"1,5",1,0,0,0,1
chr2,73260279,73260349,2,"1,5",1,0,0,0,1
chr2,73260349,73260435,3,"1,2,5",1,1,0,0,1
chr2,73260435,73260437,4,"1,2,3,5",1,1,1,0,1
chr2,73260437,73260510,5,"1,2,3,4,5",1,1,1,1,1
chr2,73260510,73260545,4,"1,2,3,5",1,1,1,0,1
chr2,73260545,73260609,3,"1,2,5",1,1,0,0,1
chr2,73260609,73260703,2,"1,5",1,0,0,0,1
chr2,73630832,73630969,3,"1,2,5",1,1,0,0,1
chr2,73630969,73631158,2,"1,5",1,0,0,0,1
chr2,73690711,73690758,2,"1,5",1,0,0,0,1
chr2,73690758,73691018,3,"1,2,5",1,1,0,0,1
chr2,73691018,73691025,2,"1,5",1,0,0,0,1
chr2,73779989,73780027,2,"1,5",1,0,0,0,1
chr2,73780027,73780059,3,"1,3,5",1,0,1,0,1
chr2,73780059,73780079,4,"1,2,3,5",1,1,1,0,1
chr2,73780079,73780309,5,"1,2,3,4,5",1,1,1,1,1
chr2,73780309,73780311,4,"1,2,3,5",1,1,1,0,1
chr2,73780311,73780319,3,"1,2,5",1,1,0,0,1
chr2,73780319,73780413,2,"1,5",1,0,0,0,1
chr2,73939475,73939497,2,"1,5",1,0,0,0,1
chr2,73939497,73939539,3,"1,2,5",1,1,0,0,1
chr2,73939539,73939757,4,"1,2,4,5",1,1,0,1,1
chr2,73939757,73939769,3,"1,4,5",1,0,0,1,1
chr2,73939769,73939782,2,"1,5",1,0,0,0,1
chr2,73983546,73983582,2,"1,5",1,0,0,0,1
chr2,73983582,73983673,3,"1,3,5",1,0,1,0,1
chr2,73983673,73983741,4,"1,2,3,5",1,1,1,0,1
chr2,73983741,73983866,5,"1,2,3,4,5",1,1,1,1,1
chr2,73983866,73983933,4,"1,2,4,5",1,1,0,1,1
chr2,73983933,73983970,3,"1,4,5",1,0,0,1,1
chr2,73983970,73983971,2,"4,5",0,0,0,1,1
chr2,73987511,73987515,2,"3,5",0,0,1,0,1
chr2,73987515,73987531,3,"2,3,5",0,1,1,0,1
chr2,73987531,73987572,4,"2,3,4,5",0,1,1,1,1
chr2,73987572,73987738,5,"1,2,3,4,5",1,1,1,1,1
chr2,74199074,74199334,2,"2,5",0,1,0,0,1
chr2,74391948,74391978,2,"1,5",1,0,0,0,1
chr2,74391978,74392023,3,"1,3,5",1,0,1,0,1
chr2,74392023,74392253,4,"1,3,4,5",1,0,1,1,1
chr2,74392253,74392262,3,"1,3,5",1,0,1,0,1
chr2,74392262,74392270,2,"1,5",1,0,0,0,1
chr2,74454807,74455196,2,"3,5",0,0,1,0,1
chr2,74483143,74483215,2,"1,5",1,0,0,0,1
chr2,74483215,74483256,3,"1,2,5",1,1,0,0,1
chr2,74483256,74483284,4,"1,2,4,5",1,1,0,1,1
chr2,74483284,74483434,5,"1,2,3,4,5",1,1,1,1,1
chr2,74483434,74483475,4,"1,2,4,5",1,1,0,1,1
chr2,74483475,74483486,3,"1,4,5",1,0,0,1,1
chr2,74483486,74483567,2,"1,5",1,0,0,0,1
chr2,74762795,74762839,2,"2,5",0,1,0,0,1
chr2,74762839,74762840,3,"1,2,5",1,1,0,0,1
chr2,74762840,74762898,4,"1,2,3,5",1,1,1,0,1
chr2,74762898,74762956,5,"1,2,3,4,5",1,1,1,1,1
chr2,74762956,74762980,4,"1,2,3,5",1,1,1,0,1
chr2,74762980,74763035,3,"1,2,5",1,1,0,0,1
chr2,74763035,74763050,2,"2,5",0,1,0,0,1
chr2,74917834,74918094,2,"2,5",0,1,0,0,1
chr2,75053579,75053599,2,"3,5",0,0,1,0,1
chr2,75053599,75053601,3,"2,3,5",0,1,1,0,1
chr2,75053601,75053831,4,"2,3,4,5",0,1,1,1,1
chr2,75053831,75053851,3,"2,3,5",0,1,1,0,1
chr2,75154022,75154033,2,"4,5",0,0,0,1,1
chr2,75154033,75154252,3,"1,4,5",1,0,0,1,1
chr2,75154252,75154457,2,"1,5",1,0,0,0,1
chr2,75157529,75157569,2,"2,5",0,1,0,0,1
chr2,75157569,75157606,3,"1,2,5",1,1,0,0,1
chr2,75157606,75157645,4,"1,2,3,5",1,1,1,0,1
chr2,75157645,75157725,5,"1,2,3,4,5",1,1,1,1,1
chr2,75157725,75157727,4,"1,2,4,5",1,1,0,1,1
chr2,75157727,75157731,3,"1,2,5",1,1,0,0,1
chr2,75464654,75464676,2,"1,5",1,0,0,0,1
chr2,75464676,75464685,3,"1,3,5",1,0,1,0,1
chr2,75464685,75464716,4,"1,3,4,5",1,0,1,1,1
chr2,75464716,75464781,5,"1,2,3,4,5",1,1,1,1,1
chr2,75464781,75464810,4,"1,3,4,5",1,0,1,1,1
chr2,75464810,75464847,3,"1,3,5",1,0,1,0,1
chr2,75464847,75464868,2,"1,5",1,0,0,0,1
chr2,75466758,75466760,2,"3,5",0,0,1,0,1
chr2,75466760,75466777,3,"3,4,5",0,0,1,1,1
chr2,75466777,75466990,4,"2,3,4,5",0,1,1,1,1
chr2,75466990,75467028,3,"2,3,5",0,1,1,0,1
chr2,75467028,75467037,2,"2,5",0,1,0,0,1
chr2,75640595,75640627,2,"1,5",1,0,0,0,1
chr2,75640627,75640642,3,"1,3,5",1,0,1,0,1
chr2,75640642,75640643,4,"1,2,3,5",1,1,1,0,1
chr2,75640643,75640759,5,"1,2,3,4,5",1,1,1,1,1
chr2,75640759,75640807,4,"1,3,4,5",1,0,1,1,1
chr2,75640807,75640815,3,"1,3,5",1,0,1,0,1
chr2,75640815,75640826,2,"1,5",1,0,0,0,1
chr2,75677306,75677375,2,"1,5",1,0,0,0,1
chr2,75677375,75677379,3,"1,2,5",1,1,0,0,1
chr2,75677379,75677455,4,"1,2,4,5",1,1,0,1,1
chr2,75677455,75677537,5,"1,2,3,4,5",1,1,1,1,1
chr2,75677537,75677609,4,"1,2,4,5",1,1,0,1,1
chr2,75677609,75677635,3,"1,2,5",1,1,0,0,1
chr2,75677635,75677666,2,"1,5",1,0,0,0,1
chr2,76256719,76256774,2,"2,5",0,1,0,0,1
chr2,76256774,76256979,3,"2,4,5",0,1,0,1,1
chr2,76256979,76257004,2,"4,5",0,0,0,1,1
chr2,76270397,76270657,2,"2,5",0,1,0,0,1
chr2,76599816,76599830,2,"3,5",0,0,1,0,1
chr2,76599830,76599833,3,"1,3,5",1,0,1,0,1
chr2,76599833,76599882,4,"1,3,4,5",1,0,1,1,1
chr2,76599882,76599988,5,"1,2,3,4,5",1,1,1,1,1
chr2,76599988,76600029,4,"1,3,4,5",1,0,1,1,1
chr2,76600029,76600038,3,"1,3,5",1,0,1,0,1
chr2,76600038,76600041,2,"1,5",1,0,0,0,1
chr2,84314888,84314889,2,"3,5",0,0,1,0,1
chr2,84314889,84314902,3,"1,3,5",1,0,1,0,1
chr2,84314902,84314923,4,"1,3,4,5",1,0,1,1,1
chr2,84314923,84315059,5,"1,2,3,4,5",1,1,1,1,1
chr2,84315059,84315077,4,"1,3,4,5",1,0,1,1,1
chr2,84315077,84315094,3,"1,3,5",1,0,1,0,1
chr2,84315094,84315098,2,"1,5",1,0,0,0,1
chr2,84741453,84741522,2,"1,5",1,0,0,0,1
chr2,84741522,84741531,3,"1,3,5",1,0,1,0,1
chr2,84741531,84741791,4,"1,2,3,5",1,1,1,0,1
chr2,84741791,84741806,3,"1,3,5",1,0,1,0,1
chr2,84741806,84741877,2,"1,5",1,0,0,0,1
chr2,84882091,84882169,2,"1,5",1,0,0,0,1
chr2,84882169,84882183,3,"1,2,5",1,1,0,0,1
chr2,84882183,84882229,4,"1,2,4,5",1,1,0,1,1
chr2,84882229,84882333,5,"1,2,3,4,5",1,1,1,1,1
chr2,84882333,84882413,4,"1,2,4,5",1,1,0,1,1
chr2,84882413,84882429,3,"1,2,5",1,1,0,0,1
chr2,84882429,84882515,2,"1,5",1,0,0,0,1
chr2,84894248,84894478,2,"4,5",0,0,0,1,1
chr2,84907559,84907718,2,"1,5",1,0,0,0,1
chr2,84907718,84907895,3,"1,4,5",1,0,0,1,1
chr2,84925726,84925780,2,"1,5",1,0,0,0,1
chr2,84925780,84925801,3,"1,3,5",1,0,1,0,1
chr2,84925801,84925808,4,"1,3,4,5",1,0,1,1,1
chr2,84925808,84925868,5,"1,2,3,4,5",1,1,1,1,1
chr2,85054108,85054154,2,"2,5",0,1,0,0,1
chr2,85066883,85066886,2,"3,5",0,0,1,0,1
chr2,85066886,85066899,3,"1,3,5",1,0,1,0,1
chr2,85066899,85066913,4,"1,3,4,5",1,0,1,1,1
chr2,85066913,85067038,5,"1,2,3,4,5",1,1,1,1,1
chr2,85067038,85067077,4,"1,3,4,5",1,0,1,1,1
chr2,85067077,85067122,3,"1,3,5",1,0,1,0,1
chr2,85067122,85067431,2,"1,5",1,0,0,0,1
chr2,85106727,85106852,2,"1,5",1,0,0,0,1
chr2,85106852,85107136,3,"1,3,5",1,0,1,0,1
chr2,85107136,85107151,2,"1,5",1,0,0,0,1
chr2,85132843,85132878,2,"1,5",1,0,0,0,1
chr2,85132878,85132883,3,"1,3,5",1,0,1,0,1
chr2,85132883,85132902,4,"1,2,3,5",1,1,1,0,1
chr2,85132902,85133132,5,"1,2,3,4,5",1,1,1,1,1
chr2,85133132,85133162,4,"1,2,3,5",1,1,1,0,1
chr2,85133162,85133249,3,"1,2,5",1,1,0,0,1
chr2,85133249,85133347,2,"2,5",0,1,0,0,1
chr2,85259236,85259332,2,"1,5",1,0,0,0,1
chr2,85259332,85259616,3,"1,3,5",1,0,1,0,1
chr2,85259616,85259660,2,"1,5",1,0,0,0,1
chr2,85298826,85298868,2,"1,5",1,0,0,0,1
chr2,85298868,85298870,3,"1,2,5",1,1,0,0,1
chr2,85298870,85298889,4,"1,2,3,5",1,1,1,0,1
chr2,85298889,85299013,5,"1,2,3,4,5",1,1,1,1,1
chr2,85299013,85299028,4,"1,3,4,5",1,0,1,1,1
chr2,85299028,85299042,3,"1,3,5",1,0,1,0,1
chr2,85299042,85299050,2,"1,5",1,0,0,0,1
chr2,85300406,85300633,5,"1,2,3,4,5",1,1,1,1,1
chr2,85300633,85300643,4,"1,2,3,5",1,1,1,0,1
chr2,85354568,85354828,2,"2,5",0,1,0,0,1
chr2,85391319,85391334,2,"1,5",1,0,0,0,1
chr2,85391334,85391347,3,"1,3,5",1,0,1,0,1
chr2,85391347,85391355,4,"1,3,4,5",1,0,1,1,1
chr2,85391355,85391490,5,"1,2,3,4,5",1,1,1,1,1
chr2,85391490,85391509,4,"1,3,4,5",1,0,1,1,1
chr2,85391509,85391536,3,"1,3,5",1,0,1,0,1
chr2,85391536,85391545,2,"1,5",1,0,0,0,1
chr2,85396581,85397044,2,"2,5",0,1,0,0,1
chr2,85420698,85420726,2,"1,5",1,0,0,0,1
chr2,85420726,85420735,3,"1,3,5",1,0,1,0,1
chr2,85420735,85420752,4,"1,2,3,5",1,1,1,0,1
chr2,85420752,85420922,5,"1,2,3,4,5",1,1,1,1,1
chr2,85420922,85420930,4,"1,2,3,5",1,1,1,0,1
chr2,85420930,85420953,3,"1,3,5",1,0,1,0,1
chr2,85420953,85420986,2,"1,5",1,0,0,0,1
chr2,85421349,85421609,2,"2,5",0,1,0,0,1
chr2,85538566,85538677,2,"1,5",1,0,0,0,1
chr2,85538677,85538907,3,"1,4,5",1,0,0,1,1
chr2,85538907,85538973,2,"1,5",1,0,0,0,1
chr2,85552092,85552145,2,"1,5",1,0,0,0,1
chr2,85552145,85552153,3,"1,3,5",1,0,1,0,1
chr2,85552153,85552185,4,"1,3,4,5",1,0,1,1,1
chr2,85552185,85552333,5,"1,2,3,4,5",1,1,1,1,1
chr2,85552333,85552338,4,"1,2,3,5",1,1,1,0,1
chr2,85552338,85552347,3,"1,3,5",1,0,1,0,1
chr2,85552347,85552373,2,"1,5",1,0,0,0,1
chr2,85577508,85578135,2,"1,5",1,0,0,0,1
chr2,85585012,85585272,2,"2,5",0,1,0,0,1
chr2,85602522,85602698,2,"2,5",0,1,0,0,1
chr2,85602698,85602782,3,"1,2,5",1,1,0,0,1
chr2,85602782,85603122,2,"1,5",1,0,0,0,1
chr2,85648678,85648919,3,"1,2,5",1,1,0,0,1
chr2,85648919,85648961,2,"1,5",1,0,0,0,1
chr2,85679257,85679290,2,"4,5",0,0,0,1,1
chr2,85679290,85679306,3,"3,4,5",0,0,1,1,1
chr2,85679306,85679332,4,"2,3,4,5",0,1,1,1,1
chr2,85679332,85679430,5,"1,2,3,4,5",1,1,1,1,1
chr2,85679430,85679438,4,"1,3,4,5",1,0,1,1,1
chr2,85679438,85679443,3,"3,4,5",0,0,1,1,1
chr2,85679443,85679487,2,"4,5",0,0,0,1,1
chr2,85729022,85729034,2,"1,5",1,0,0,0,1
chr2,85729034,85729054,3,"1,3,5",1,0,1,0,1
chr2,85729054,85729063,4,"1,3,4,5",1,0,1,1,1
chr2,85729063,85729227,5,"1,2,3,4,5",1,1,1,1,1
chr2,85729227,85729239,4,"1,2,3,5",1,1,1,0,1
chr2,85729239,85729257,3,"1,3,5",1,0,1,0,1
chr2,85729257,85729268,2,"1,5",1,0,0,0,1
chr2,85742627,85742884,2,"2,5",0,1,0,0,1
chr2,85750593,85750598,2,"3,5",0,0,1,0,1
chr2,85750598,85750633,3,"1,3,5",1,0,1,0,1
chr2,85750633,85750753,5,"1,2,3,4,5",1,1,1,1,1
chr2,85750753,85750767,4,"1,2,3,5",1,1,1,0,1
chr2,85750767,85750770,3,"1,2,5",1,1,0,0,1
chr2,85750770,85750803,2,"1,5",1,0,0,0,1
chr2,85753788,85754048,2,"2,5",0,1,0,0,1
chr2,85814235,85814273,2,"1,5",1,0,0,0,1
chr2,85814273,85814282,3,"1,3,5",1,0,1,0,1
chr2,85814282,85814287,4,"1,3,4,5",1,0,1,1,1
chr2,85814287,85814457,5,"1,2,3,4,5",1,1,1,1,1
chr2,85814457,85814474,4,"1,2,3,5",1,1,1,0,1
chr2,85814474,85814481,3,"1,3,5",1,0,1,0,1
chr2,85814481,85814498,2,"1,5",1,0,0,0,1
chr2,85818027,85818165,2,"2,5",0,1,0,0,1
chr2,85827491,85827496,2,"1,5",1,0,0,0,1
chr2,85827496,85827497,3,"1,2,5",1,1,0,0,1
chr2,85827497,85827515,4,"1,2,3,5",1,1,1,0,1
chr2,85827515,85827656,5,"1,2,3,4,5",1,1,1,1,1
chr2,85827656,85827661,4,"1,3,4,5",1,0,1,1,1
chr2,85827661,85827679,3,"1,3,5",1,0,1,0,1
chr2,85827679,85827695,2,"1,5",1,0,0,0,1
chr2,85888708,85888958,2,"2,5",0,1,0,0,1
chr2,85888958,85888968,3,"1,2,5",1,1,0,0,1
chr2,85888968,85889063,2,"1,5",1,0,0,0,1
chr2,85889063,85889078,3,"1,2,5",1,1,0,0,1
chr2,85889078,85889308,4,"1,2,4,5",1,1,0,1,1
chr2,85889308,85889323,3,"1,2,5",1,1,0,0,1
chr2,85889323,85889382,2,"1,5",1,0,0,0,1
chr2,86025295,86025527,2,"2,5",0,1,0,0,1
chr2,86221139,86221184,2,"4,5",0,0,0,1,1
chr2,86221184,86221232,3,"1,4,5",1,0,0,1,1
chr2,86221232,86221242,4,"1,2,4,5",1,1,0,1,1
chr2,86221242,86221321,5,"1,2,3,4,5",1,1,1,1,1
chr2,86221321,86221346,4,"1,2,4,5",1,1,0,1,1
chr2,86221346,86221369,3,"1,4,5",1,0,0,1,1
chr2,86221369,86221381,2,"1,5",1,0,0,0,1
chr2,86372857,86372916,2,"1,5",1,0,0,0,1
chr2,86372916,86372937,3,"1,3,5",1,0,1,0,1
chr2,86372937,86372963,4,"1,2,3,5",1,1,1,0,1
chr2,86372963,86373193,5,"1,2,3,4,5",1,1,1,1,1
chr2,86373193,86373197,4,"1,2,3,5",1,1,1,0,1
chr2,86373197,86373200,3,"1,3,5",1,0,1,0,1
chr2,86373200,86373281,2,"1,5",1,0,0,0,1
chr2,86807397,86807577,2,"1,5",1,0,0,0,1
chr2,86807577,86807729,3,"1,2,5",1,1,0,0,1
chr2,86807729,86807837,2,"2,5",0,1,0,0,1
chr2,86808413,86808431,2,"1,5",1,0,0,0,1
chr2,86808431,86808458,3,"1,3,5",1,0,1,0,1
chr2,86808458,86808462,4,"1,3,4,5",1,0,1,1,1
chr2,86808462,86808605,5,"1,2,3,4,5",1,1,1,1,1
chr2,86808605,86808634,4,"1,3,4,5",1,0,1,1,1
chr2,86808634,86808661,3,"1,3,5",1,0,1,0,1
chr2,86808661,86808677,2,"1,5",1,0,0,0,1
chr2,87041668,87041669,2,"4,5",0,0,0,1,1
chr2,87041669,87041815,3,"2,4,5",0,1,0,1,1
chr2,87229186,87229207,2,"4,5",0,0,0,1,1
chr2,87229207,87229219,3,"1,4,5",1,0,0,1,1
chr2,87229219,87229416,4,"1,2,4,5",1,1,0,1,1
chr2,87229416,87229479,3,"1,2,5",1,1,0,0,1
chr2,87229479,87229631,2,"1,5",1,0,0,0,1
chr2,87660264,87660524,2,"2,5",0,1,0,0,1
chr2,88060438,88060455,2,"2,5",0,1,0,0,1
chr2,88060455,88060478,3,"1,2,5",1,1,0,0,1
chr2,88060478,88060508,4,"1,2,3,5",1,1,1,0,1
chr2,88060508,88060630,5,"1,2,3,4,5",1,1,1,1,1
chr2,88060630,88060666,4,"1,2,3,5",1,1,1,0,1
chr2,88060666,88060669,3,"1,2,5",1,1,0,0,1
chr2,88060669,88060677,2,"2,5",0,1,0,0,1
chr2,88549532,88549790,2,"3,5",0,0,1,0,1
chr2,88627906,88627979,2,"1,5",1,0,0,0,1
chr2,88627979,88628013,3,"1,4,5",1,0,0,1,1
chr2,88628013,88628209,4,"1,2,4,5",1,1,0,1,1
