chrom,start,end,num,list,ENCFF184VLV_ESRRA_sorted.bed,ENCFF701CIO_ESRRA_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr19,48624063,48624433,2,"1,3",1,0,1
chr19,48637459,48637829,2,"1,3",1,0,1
chr19,48747147,48747408,2,"1,3",1,0,1
chr19,48795180,48795482,3,"1,2,3",1,1,1
chr19,48795482,48795565,2,"2,3",0,1,1
chr19,48810868,48811220,2,"1,3",1,0,1
chr19,48835776,48835781,2,"1,3",1,0,1
chr19,48835781,48836044,3,"1,2,3",1,1,1
chr19,48872204,48872465,2,"1,3",1,0,1
chr19,48873500,48873547,2,"2,3",0,1,1
chr19,48873547,48873842,3,"1,2,3",1,1,1
chr19,48878704,48879061,2,"1,3",1,0,1
chr19,48900142,48900156,2,"2,3",0,1,1
chr19,48900156,48900435,3,"1,2,3",1,1,1
chr19,48933497,48933764,2,"1,3",1,0,1
chr19,48954613,48954983,2,"1,3",1,0,1
chr19,48965120,48965490,2,"1,3",1,0,1
chr19,48993197,48993551,2,"1,3",1,0,1
chr19,49019604,49019859,2,"1,3",1,0,1
chr19,49031665,49032026,2,"1,3",1,0,1
chr19,49073893,49074241,2,"1,3",1,0,1
chr19,49085230,49085768,2,"1,3",1,0,1
chr19,49142909,49143219,2,"1,3",1,0,1
chr19,49363567,49364103,2,"1,3",1,0,1
chr19,49422406,49422418,2,"1,3",1,0,1
chr19,49422418,49422728,3,"1,2,3",1,1,1
chr19,49422728,49422745,2,"2,3",0,1,1
chr19,49443642,49444012,2,"1,3",1,0,1
chr19,49451765,49452101,2,"1,3",1,0,1
chr19,49487273,49487643,2,"1,3",1,0,1
chr19,49495896,49496183,2,"1,3",1,0,1
chr19,49527714,49528037,2,"1,3",1,0,1
chr19,49534167,49534479,2,"1,3",1,0,1
chr19,49580432,49580785,2,"1,3",1,0,1
chr19,49590273,49590530,2,"1,3",1,0,1
chr19,49640503,49640854,2,"1,3",1,0,1
chr19,49641801,49642171,2,"1,3",1,0,1
chr19,49665802,49666107,2,"1,3",1,0,1
chr19,49677220,49677305,2,"1,3",1,0,1
chr19,49712434,49712749,2,"1,3",1,0,1
chr19,49717551,49717815,2,"1,3",1,0,1
chr19,49746151,49746692,2,"1,3",1,0,1
chr19,49818175,49818406,2,"1,3",1,0,1
chr19,49850850,49851220,2,"1,3",1,0,1
chr19,49867286,49867343,2,"2,3",0,1,1
chr19,49867343,49867706,3,"1,2,3",1,1,1
chr19,49867706,49867723,2,"1,3",1,0,1
chr19,49869552,49869898,2,"1,3",1,0,1
chr19,49890031,49890137,2,"1,3",1,0,1
chr19,49890137,49890401,3,"1,2,3",1,1,1
chr19,49890401,49890557,2,"2,3",0,1,1
chr19,49929094,49929431,2,"1,3",1,0,1
chr19,50025787,50025789,2,"1,3",1,0,1
chr19,50025835,50026124,2,"1,3",1,0,1
chr19,50330693,50330945,3,"1,2,3",1,1,1
chr19,50330945,50330976,2,"2,3",0,1,1
chr19,50333476,50333643,2,"1,3",1,0,1
chr19,50361547,50361636,2,"2,3",0,1,1
chr19,50376233,50376439,2,"1,3",1,0,1
chr19,50376439,50376526,3,"1,2,3",1,1,1
chr19,50376682,50376859,2,"2,3",0,1,1
chr19,50383921,50384291,2,"1,3",1,0,1
chr19,50414743,50415069,2,"1,3",1,0,1
chr19,50476278,50476505,2,"1,3",1,0,1
chr19,50511313,50511454,2,"2,3",0,1,1
chr19,50511454,50511632,3,"1,2,3",1,1,1
chr19,50511632,50511677,2,"2,3",0,1,1
chr19,50658301,50658602,2,"1,3",1,0,1
chr19,50658929,50659185,2,"1,3",1,0,1
chr19,50724433,50724511,2,"1,3",1,0,1
chr19,50724511,50724803,3,"1,2,3",1,1,1
chr19,50724803,50724931,2,"2,3",0,1,1
chr19,50725035,50725268,2,"1,3",1,0,1
chr19,50728361,50728725,2,"1,3",1,0,1
chr19,50804525,50804687,2,"1,3",1,0,1
chr19,50804687,50805107,3,"1,2,3",1,1,1
chr19,50805107,50805118,2,"1,3",1,0,1
chr19,50818307,50818618,2,"1,3",1,0,1
chr19,50836086,50836243,2,"1,3",1,0,1
chr19,50836243,50836326,3,"1,2,3",1,1,1
chr19,50870594,50870692,2,"1,3",1,0,1
chr19,50909320,50909615,2,"1,3",1,0,1
chr19,51339979,51340270,2,"1,3",1,0,1
chr19,51350702,51351072,2,"1,3",1,0,1
chr19,51366283,51366369,2,"1,3",1,0,1
chr19,51570965,51571073,2,"2,3",0,1,1
chr19,51571073,51571243,3,"1,2,3",1,1,1
chr19,51571243,51571271,2,"2,3",0,1,1
chr19,51594332,51594640,2,"1,3",1,0,1
chr19,52048574,52048590,2,"2,3",0,1,1
chr19,52048590,52048882,3,"1,2,3",1,1,1
chr19,52048882,52048984,2,"2,3",0,1,1
chr19,52139264,52139513,2,"1,3",1,0,1
chr19,52189822,52190168,2,"1,3",1,0,1
chr19,52269348,52269655,2,"1,3",1,0,1
chr19,52527564,52527627,2,"1,3",1,0,1
chr19,52527627,52527784,3,"1,2,3",1,1,1
chr19,52570184,52570623,2,"1,3",1,0,1
chr19,53867476,53867828,2,"1,3",1,0,1
chr19,53869379,53869749,2,"1,3",1,0,1
chr19,53879360,53879638,2,"1,3",1,0,1
chr19,54102574,54102700,2,"2,3",0,1,1
chr19,54102823,54102894,2,"2,3",0,1,1
chr19,54102894,54103011,3,"1,2,3",1,1,1
chr19,54115307,54115439,2,"2,3",0,1,1
chr19,54115439,54115727,3,"1,2,3",1,1,1
chr19,54115727,54115809,2,"1,3",1,0,1
chr19,54159862,54160146,2,"2,3",0,1,1
chr19,54189300,54189518,2,"1,3",1,0,1
chr19,54189811,54190181,2,"1,3",1,0,1
chr19,54200639,54200640,2,"1,3",1,0,1
chr19,54200640,54201009,3,"1,2,3",1,1,1
chr19,54201009,54201060,2,"2,3",0,1,1
chr19,54208214,54208219,2,"1,3",1,0,1
chr19,54208219,54208512,3,"1,2,3",1,1,1
chr19,54449002,54449172,2,"1,3",1,0,1
chr19,54449172,54449372,3,"1,2,3",1,1,1
chr19,54449372,54449592,2,"2,3",0,1,1
chr19,54464693,54464960,2,"1,3",1,0,1
chr19,55006031,55006221,2,"1,3",1,0,1
chr19,55038397,55038631,2,"1,3",1,0,1
chr19,55062960,55063053,3,"1,2,3",1,1,1
chr19,55063053,55063072,2,"2,3",0,1,1
chr19,55081168,55081499,2,"1,3",1,0,1
chr19,55117633,55117991,2,"1,3",1,0,1
chr19,55166555,55166916,2,"1,3",1,0,1
chr19,55207111,55207154,2,"2,3",0,1,1
chr19,55207154,55207448,3,"1,2,3",1,1,1
chr19,55216466,55216524,2,"1,3",1,0,1
chr19,55216524,55216661,3,"1,2,3",1,1,1
chr19,55216661,55216817,2,"2,3",0,1,1
chr19,55216936,55217168,2,"2,3",0,1,1
chr19,55259051,55259108,2,"1,3",1,0,1
chr19,55259108,55259421,3,"1,2,3",1,1,1
chr19,55259421,55259528,2,"2,3",0,1,1
chr19,55279873,55280025,2,"2,3",0,1,1
chr19,55280025,55280189,3,"1,2,3",1,1,1
chr19,55280189,55280269,2,"2,3",0,1,1
chr19,55339138,55339425,2,"1,3",1,0,1
chr19,55339661,55339967,2,"1,3",1,0,1
chr19,55385730,55386034,2,"1,3",1,0,1
chr19,55408152,55408500,2,"1,3",1,0,1
chr19,55461534,55461745,3,"1,2,3",1,1,1
chr19,55461745,55461859,2,"1,3",1,0,1
chr19,55467787,55467794,3,"1,2,3",1,1,1
chr19,55467794,55468086,2,"1,3",1,0,1
chr19,55476268,55476638,2,"1,3",1,0,1
chr19,55587273,55587606,2,"1,3",1,0,1
chr19,55599342,55599356,2,"1,3",1,0,1
chr19,55599395,55599712,2,"1,3",1,0,1
chr19,55632442,55632707,2,"1,3",1,0,1
chr19,55634827,55635137,2,"1,3",1,0,1
chr19,55653667,55653714,2,"1,3",1,0,1
chr19,55653714,55653835,3,"1,2,3",1,1,1
chr19,55653835,55653926,2,"1,3",1,0,1
chr19,55675084,55675359,2,"1,3",1,0,1
chr19,56121249,56121307,2,"2,3",0,1,1
chr19,56121307,56121511,3,"1,2,3",1,1,1
chr19,56121511,56121669,2,"2,3",0,1,1
chr19,56140832,56141202,2,"1,3",1,0,1
chr19,56314449,56314559,3,"1,2,3",1,1,1
chr19,56314559,56314647,2,"1,3",1,0,1
chr19,56393352,56393773,2,"1,3",1,0,1
chr19,56404076,56404446,2,"1,3",1,0,1
chr19,57240509,57240589,2,"1,3",1,0,1
chr19,57240589,57240877,3,"1,2,3",1,1,1
chr19,57240877,57240891,2,"1,3",1,0,1
chr19,57279876,57280008,2,"1,3",1,0,1
chr19,57280296,57280610,2,"1,3",1,0,1
chr19,57320343,57320634,2,"1,3",1,0,1
chr19,57363206,57363576,2,"1,3",1,0,1
chr19,57389742,57390112,2,"1,3",1,0,1
chr19,57435082,57435451,2,"1,3",1,0,1
chr19,57633031,57633401,2,"1,3",1,0,1
chr19,57681737,57682067,2,"1,3",1,0,1
chr19,57819585,57819893,2,"1,3",1,0,1
chr19,57916518,57916888,2,"1,3",1,0,1
chr19,58182804,58182835,3,"1,2,3",1,1,1
chr19,58182835,58182925,2,"2,3",0,1,1
chr19,58183090,58183460,2,"1,3",1,0,1
chr19,58278674,58279044,2,"1,3",1,0,1
chr19,58305273,58305643,2,"1,3",1,0,1
chr19,58326817,58327046,2,"1,3",1,0,1
chr19,58327046,58327172,3,"1,2,3",1,1,1
chr19,58327172,58327466,2,"2,3",0,1,1
chr19,58380619,58380702,2,"1,3",1,0,1
chr19,58380702,58380959,3,"1,2,3",1,1,1
chr19,58380959,58381122,2,"2,3",0,1,1
chr19,58381150,58381437,2,"1,3",1,0,1
chr19,58386655,58386846,2,"1,3",1,0,1
chr19,58387130,58387371,2,"1,3",1,0,1
chr19,58401289,58401642,2,"1,3",1,0,1
chr19,58408223,58408937,2,"2,3",0,1,1
chr19,58475780,58475852,2,"2,3",0,1,1
chr19,58475852,58476200,3,"1,2,3",1,1,1
chr19,58476200,58476222,2,"1,3",1,0,1
chr19,58499424,58499474,2,"2,3",0,1,1
chr19,58499474,58499671,3,"1,2,3",1,1,1
chr19,58499671,58499848,2,"2,3",0,1,1
chr19,58513986,58514149,2,"1,3",1,0,1
chr19,58519657,58519740,2,"2,3",0,1,1
chr19,58519740,58520077,3,"1,2,3",1,1,1
chr19,58520077,58520242,2,"1,3",1,0,1
chr19,58543890,58544260,2,"1,3",1,0,1
chr19,58554943,58555230,3,"1,2,3",1,1,1
chr19,58555230,58555299,2,"2,3",0,1,1
chr19,58559504,58559758,2,"1,3",1,0,1
chr19,58573370,58573611,2,"1,3",1,0,1
chr19,58581171,58581515,2,"1,3",1,0,1
chr2,677138,677141,2,"1,3",1,0,1
chr2,677141,677508,3,"1,2,3",1,1,1
chr2,677508,677690,2,"2,3",0,1,1
chr2,3303619,3303928,2,"1,3",1,0,1
chr2,3377713,3377807,2,"2,3",0,1,1
chr2,3377807,3378043,3,"1,2,3",1,1,1
chr2,3378043,3378168,2,"1,3",1,0,1
chr2,3558570,3558597,2,"2,3",0,1,1
chr2,3558597,3558747,3,"1,2,3",1,1,1
chr2,3558747,3558772,2,"2,3",0,1,1
chr2,3575013,3575025,2,"2,3",0,1,1
chr2,3575025,3575395,3,"1,2,3",1,1,1
chr2,3575395,3575410,2,"2,3",0,1,1
chr2,3594878,3595241,2,"1,3",1,0,1
chr2,6865788,6866158,2,"1,3",1,0,1
chr2,6909806,6910068,2,"1,3",1,0,1
chr2,8598272,8598600,2,"1,3",1,0,1
chr2,8678738,8679041,2,"1,3",1,0,1
chr2,9142716,9143086,2,"1,3",1,0,1
chr2,9206225,9206572,2,"1,3",1,0,1
chr2,9423262,9423282,2,"2,3",0,1,1
chr2,9423282,9423652,3,"1,2,3",1,1,1
chr2,9423652,9423682,2,"2,3",0,1,1
chr2,9555616,9556036,2,"2,3",0,1,1
chr2,9630956,9631326,2,"1,3",1,0,1
chr2,9843398,9843768,2,"1,3",1,0,1
chr2,10120203,10120334,3,"1,2,3",1,1,1
chr2,10120334,10120345,2,"2,3",0,1,1
chr2,10434937,10435229,2,"1,3",1,0,1
chr2,10447956,10448286,2,"1,3",1,0,1
chr2,11344797,11345167,2,"1,3",1,0,1
chr2,11688515,11688646,2,"1,3",1,0,1
chr2,11744065,11744293,3,"1,2,3",1,1,1
chr2,11744293,11744405,2,"2,3",0,1,1
chr2,11830335,11830522,2,"1,3",1,0,1
chr2,15591632,15591742,2,"1,3",1,0,1
chr2,15591742,15592002,3,"1,2,3",1,1,1
chr2,15592002,15592364,2,"2,3",0,1,1
chr2,19348244,19348249,2,"2,3",0,1,1
chr2,19348249,19348492,3,"1,2,3",1,1,1
chr2,19901651,19901726,2,"2,3",0,1,1
chr2,19901726,19902071,3,"1,2,3",1,1,1
chr2,19902071,19902235,2,"1,3",1,0,1
chr2,20051668,20051773,2,"2,3",0,1,1
chr2,20051773,20052088,3,"1,2,3",1,1,1
chr2,20052088,20052143,2,"1,3",1,0,1
chr2,20182637,20182692,2,"2,3",0,1,1
chr2,20182692,20182861,3,"1,2,3",1,1,1
chr2,23927137,23927393,2,"1,3",1,0,1
chr2,23940266,23940636,2,"1,3",1,0,1
chr2,24011382,24011611,2,"1,3",1,0,1
chr2,24047459,24047715,2,"1,3",1,0,1
chr2,24076228,24076229,2,"2,3",0,1,1
chr2,24076229,24076483,3,"1,2,3",1,1,1
chr2,24076483,24076599,2,"1,3",1,0,1
chr2,24084697,24084946,2,"1,3",1,0,1
chr2,24123222,24123528,2,"1,3",1,0,1
chr2,24792890,24793532,2,"1,3",1,0,1
chr2,24971616,24971663,3,"1,2,3",1,1,1
chr2,24971663,24971832,2,"1,3",1,0,1
chr2,25376843,25377117,3,"1,2,3",1,1,1
chr2,25878532,25878634,2,"1,3",1,0,1
chr2,26018208,26018427,2,"2,3",0,1,1
chr2,26033881,26034116,2,"1,3",1,0,1
chr2,26034116,26034210,3,"1,2,3",1,1,1
chr2,26184725,26184970,2,"1,3",1,0,1
chr2,26244523,26244581,2,"1,3",1,0,1
chr2,26244581,26245001,3,"1,2,3",1,1,1
chr2,26245001,26245011,2,"1,3",1,0,1
chr2,26757929,26758004,2,"2,3",0,1,1
chr2,26758004,26758284,3,"1,2,3",1,1,1
chr2,26764120,26764381,2,"1,3",1,0,1
chr2,26769031,26769133,2,"1,3",1,0,1
chr2,26769133,26769377,3,"1,2,3",1,1,1
chr2,27032814,27033077,2,"1,3",1,0,1
chr2,27050726,27050998,2,"1,3",1,0,1
chr2,27071643,27071905,2,"1,3",1,0,1
chr2,27081274,27081526,2,"1,3",1,0,1
chr2,27086472,27086842,2,"1,3",1,0,1
chr2,27134689,27134799,2,"1,3",1,0,1
chr2,27134799,27134950,3,"1,2,3",1,1,1
chr2,27134950,27134967,2,"1,3",1,0,1
chr2,27212040,27212091,2,"2,3",0,1,1
chr2,27212091,27212460,3,"1,2,3",1,1,1
chr2,27212460,27212461,2,"1,3",1,0,1
chr2,27250197,27250519,2,"1,3",1,0,1
chr2,27356656,27357026,2,"1,3",1,0,1
chr2,27370211,27370334,2,"2,3",0,1,1
chr2,27370334,27370631,3,"1,2,3",1,1,1
chr2,27370631,27370708,2,"1,3",1,0,1
chr2,27489605,27489650,2,"2,3",0,1,1
chr2,27489650,27489902,3,"1,2,3",1,1,1
chr2,27489902,27489993,2,"2,3",0,1,1
chr2,27582841,27582911,2,"1,3",1,0,1
chr2,27582911,27583211,3,"1,2,3",1,1,1
chr2,27583211,27583253,2,"2,3",0,1,1
chr2,27628849,27629145,2,"1,3",1,0,1
chr2,27771598,27771968,2,"1,3",1,0,1
chr2,27890123,27890317,2,"2,3",0,1,1
chr2,27890317,27890511,3,"1,2,3",1,1,1
chr2,27890511,27890893,2,"1,3",1,0,1
chr2,28751406,28751775,2,"1,3",1,0,1
chr2,28894339,28894709,2,"1,3",1,0,1
chr2,30146455,30146809,2,"1,3",1,0,1
chr2,32010758,32011250,2,"1,3",1,0,1
chr2,32063312,32063592,2,"1,3",1,0,1
chr2,32165667,32165681,2,"2,3",0,1,1
chr2,32165681,32166051,3,"1,2,3",1,1,1
chr2,32166051,32166087,2,"2,3",0,1,1
chr2,32356611,32356649,2,"2,3",0,1,1
chr2,32356649,32356969,3,"1,2,3",1,1,1
chr2,32356969,32357323,2,"1,3",1,0,1
chr2,32627842,32628163,2,"1,3",1,0,1
chr2,33599220,33599793,2,"1,3",1,0,1
chr2,36966412,36966782,2,"1,3",1,0,1
chr2,37084176,37084386,2,"1,3",1,0,1
chr2,37231335,37231412,2,"2,3",0,1,1
chr2,37231412,37231755,3,"1,2,3",1,1,1
chr2,37231755,37231782,2,"1,3",1,0,1
chr2,37925302,37925672,2,"1,3",1,0,1
chr2,38602840,38603210,2,"1,3",1,0,1
chr2,38603223,38603309,2,"2,3",0,1,1
chr2,38603490,38603674,2,"2,3",0,1,1
chr2,38751131,38751501,2,"1,3",1,0,1
chr2,38875739,38876082,2,"1,3",1,0,1
chr2,39436953,39437517,2,"1,3",1,0,1
chr2,42169073,42169372,2,"1,3",1,0,1
chr2,43042111,43042279,2,"1,3",1,0,1
chr2,43219630,43219912,2,"1,3",1,0,1
chr2,43773881,43774161,2,"1,3",1,0,1
chr2,44168027,44168071,2,"1,3",1,0,1
chr2,44168071,44168247,3,"1,2,3",1,1,1
chr2,44168291,44168392,3,"1,2,3",1,1,1
chr2,44168392,44168404,2,"2,3",0,1,1
chr2,44361401,44361742,2,"1,3",1,0,1
chr2,45650975,45651345,2,"1,3",1,0,1
chr2,46297062,46297201,3,"1,2,3",1,1,1
chr2,46297201,46297323,2,"1,3",1,0,1
chr2,46500151,46500477,2,"1,3",1,0,1
chr2,46616886,46617335,2,"1,3",1,0,1
chr2,46915900,46916216,2,"1,3",1,0,1
chr2,47906773,47907140,2,"1,3",1,0,1
chr2,48314137,48314647,2,"1,3",1,0,1
chr2,48440335,48440646,2,"2,3",0,1,1
chr2,48440646,48440681,3,"1,2,3",1,1,1
chr2,48440681,48440784,2,"1,3",1,0,1
chr2,53786761,53787131,2,"1,3",1,0,1
chr2,54723244,54723535,3,"1,2,3",1,1,1
chr2,54723535,54723811,2,"1,3",1,0,1
chr2,55232444,55232457,2,"1,3",1,0,1
chr2,55232507,55232764,2,"1,3",1,0,1
chr2,55282234,55282273,2,"1,3",1,0,1
chr2,55282273,55282604,3,"1,2,3",1,1,1
chr2,55282604,55282683,2,"2,3",0,1,1
chr2,55519424,55519794,2,"1,3",1,0,1
chr2,55617517,55617874,2,"1,3",1,0,1
chr2,58241246,58241574,2,"1,3",1,0,1
chr2,61017075,61017445,2,"1,3",1,0,1
chr2,61065592,61065923,2,"1,3",1,0,1
chr2,61176857,61176899,2,"1,3",1,0,1
chr2,61176899,61177146,3,"1,2,3",1,1,1
chr2,61177146,61177319,2,"2,3",0,1,1
chr2,61471292,61471500,2,"2,3",0,1,1
chr2,61888440,61888520,2,"2,3",0,1,1
chr2,61888520,61888860,3,"1,2,3",1,1,1
chr2,61888860,61888890,2,"1,3",1,0,1
chr2,62195884,62195904,2,"1,3",1,0,1
chr2,62196148,62196488,2,"1,3",1,0,1
chr2,62456984,62457354,2,"1,3",1,0,1
chr2,62505664,62506034,2,"1,3",1,0,1
chr2,63588753,63588792,2,"1,3",1,0,1
chr2,63588792,63589042,3,"1,2,3",1,1,1
chr2,63840841,63841105,2,"1,3",1,0,1
chr2,64144045,64144415,2,"1,3",1,0,1
chr2,64524047,64524417,2,"1,3",1,0,1
chr2,64607058,64607300,2,"1,3",1,0,1
chr2,64654144,64654392,2,"1,3",1,0,1
chr2,65056094,65056163,2,"2,3",0,1,1
chr2,65056393,65056485,2,"1,3",1,0,1
chr2,65227532,65227902,2,"1,3",1,0,1
chr2,65432542,65432552,2,"2,3",0,1,1
chr2,65432552,65432913,3,"1,2,3",1,1,1
chr2,65435735,65436056,2,"1,3",1,0,1
chr2,65436299,65436457,2,"2,3",0,1,1
chr2,65436529,65436719,2,"2,3",0,1,1
chr2,68121062,68121432,2,"1,3",1,0,1
chr2,68252419,68252686,2,"1,3",1,0,1
chr2,69178314,69178648,2,"1,3",1,0,1
chr2,69387180,69387243,2,"1,3",1,0,1
chr2,69387243,69387550,3,"1,2,3",1,1,1
chr2,69387550,69387577,2,"2,3",0,1,1
chr2,69829331,69829701,2,"1,3",1,0,1
chr2,70086232,70086322,2,"1,3",1,0,1
chr2,70086322,70086742,3,"1,2,3",1,1,1
chr2,70086742,70087061,2,"1,3",1,0,1
chr2,70108845,70109190,2,"1,3",1,0,1
chr2,70124177,70124292,2,"1,3",1,0,1
chr2,70142122,70142492,2,"1,3",1,0,1
chr2,70142672,70143024,2,"1,3",1,0,1
chr2,70248336,70248550,2,"1,3",1,0,1
chr2,70257895,70258428,2,"2,3",0,1,1
chr2,70293304,70293323,2,"1,3",1,0,1
chr2,70293323,70293638,3,"1,2,3",1,1,1
chr2,70293638,70293943,2,"2,3",0,1,1
chr2,70301939,70302261,3,"1,2,3",1,1,1
chr2,70686855,70686945,2,"1,3",1,0,1
chr2,70686945,70687210,3,"1,2,3",1,1,1
chr2,70687210,70687259,2,"2,3",0,1,1
chr2,70994735,70994889,2,"1,3",1,0,1
chr2,70994889,70995105,3,"1,2,3",1,1,1
chr2,70995105,70995148,2,"2,3",0,1,1
chr2,71068430,71068510,2,"2,3",0,1,1
chr2,71068510,71068880,3,"1,2,3",1,1,1
chr2,71068880,71068995,2,"2,3",0,1,1
chr2,71130502,71130648,2,"1,3",1,0,1
chr2,73071199,73071512,2,"1,3",1,0,1
chr2,73071645,73071917,2,"1,3",1,0,1
chr2,73233110,73233226,3,"1,2,3",1,1,1
chr2,73233226,73233249,2,"1,3",1,0,1
chr2,73737206,73737562,2,"1,3",1,0,1
chr2,73780047,73780106,2,"2,3",0,1,1
chr2,73780106,73780258,3,"1,2,3",1,1,1
chr2,73780258,73780335,2,"2,3",0,1,1
chr2,73828888,73829050,2,"2,3",0,1,1
chr2,73926671,73927041,2,"1,3",1,0,1
chr2,74120204,74120257,2,"1,3",1,0,1
chr2,74120257,74120574,3,"1,2,3",1,1,1
chr2,74120574,74120677,2,"2,3",0,1,1
chr2,74147726,74148026,3,"1,2,3",1,1,1
chr2,74148026,74148078,2,"1,3",1,0,1
chr2,74185945,74185971,2,"2,3",0,1,1
chr2,74185971,74186253,3,"1,2,3",1,1,1
chr2,74186253,74186313,2,"2,3",0,1,1
chr2,74198417,74198734,2,"1,3",1,0,1
chr2,74198959,74199036,2,"2,3",0,1,1
chr2,74199036,74199349,3,"1,2,3",1,1,1
chr2,74391903,74392270,2,"1,3",1,0,1
chr2,74454785,74455155,2,"1,3",1,0,1
chr2,74472336,74472553,2,"2,3",0,1,1
chr2,74472553,74472756,3,"1,2,3",1,1,1
chr2,74472756,74472892,2,"1,3",1,0,1
chr2,74482889,74483450,2,"1,3",1,0,1
chr2,74507461,74507547,2,"1,3",1,0,1
chr2,74507579,74507831,2,"1,3",1,0,1
chr2,74529640,74530010,2,"1,3",1,0,1
chr2,74530540,74530761,2,"1,3",1,0,1
chr2,74554194,74554205,2,"1,3",1,0,1
chr2,74554205,74554564,3,"1,2,3",1,1,1
chr2,74554564,74554625,2,"2,3",0,1,1
chr2,74958522,74958942,2,"2,3",0,1,1
chr2,75710777,75710993,2,"1,3",1,0,1
chr2,84905204,84905502,2,"1,3",1,0,1
chr2,84905596,84905964,2,"1,3",1,0,1
chr2,84925767,84925868,2,"2,3",0,1,1
chr2,85327964,85328020,2,"1,3",1,0,1
chr2,85354422,85354792,2,"1,3",1,0,1
chr2,85420697,85420973,2,"1,3",1,0,1
chr2,85538690,85538840,2,"1,3",1,0,1
chr2,85561372,85561742,2,"1,3",1,0,1
chr2,85587619,85587638,2,"2,3",0,1,1
chr2,85587638,85587821,3,"1,2,3",1,1,1
chr2,85587821,85587905,2,"2,3",0,1,1
chr2,85602537,85602744,2,"2,3",0,1,1
chr2,85611926,85612202,2,"1,3",1,0,1
chr2,85615938,85616295,2,"1,3",1,0,1
chr2,85827461,85827689,2,"1,3",1,0,1
chr2,86105470,86105774,2,"1,3",1,0,1
chr2,86106072,86106126,2,"2,3",0,1,1
chr2,86106126,86106312,3,"1,2,3",1,1,1
chr2,86106312,86106332,2,"2,3",0,1,1
chr2,86194887,86195379,3,"1,2,3",1,1,1
chr2,86195379,86195383,2,"1,3",1,0,1
chr2,86440665,86440673,2,"2,3",0,1,1
chr2,86440673,86440995,3,"1,2,3",1,1,1
chr2,86440995,86441022,2,"2,3",0,1,1
chr2,88022072,88022348,2,"1,3",1,0,1
chr2,88627778,88627895,2,"2,3",0,1,1
chr2,88627895,88628265,3,"1,2,3",1,1,1
chr2,88628265,88628290,2,"2,3",0,1,1
chr2,88691353,88691574,2,"2,3",0,1,1
chr2,88691574,88691810,3,"1,2,3",1,1,1
chr2,88691810,88691944,2,"1,3",1,0,1
chr2,95165417,95165787,2,"1,3",1,0,1
chr2,95207159,95207529,2,"1,3",1,0,1
chr2,95402652,95402861,2,"1,3",1,0,1
chr2,96208728,96208769,2,"2,3",0,1,1
chr2,96208769,96209122,3,"1,2,3",1,1,1
chr2,96209122,96209147,2,"1,3",1,0,1
chr2,96265966,96266063,2,"1,3",1,0,1
chr2,96266063,96266334,3,"1,2,3",1,1,1
chr2,96305409,96305582,2,"1,3",1,0,1
chr2,96305582,96305779,3,"1,2,3",1,1,1
chr2,96305779,96305958,2,"2,3",0,1,1
chr2,96335609,96335804,2,"2,3",0,1,1
chr2,96637837,96638107,3,"1,2,3",1,1,1
chr2,96638107,96638163,2,"2,3",0,1,1
chr2,96638257,96638515,2,"1,3",1,0,1
chr2,96760984,96761354,2,"1,3",1,0,1
chr2,96816117,96816487,2,"1,3",1,0,1
chr2,96857954,96858324,2,"1,3",1,0,1
chr2,97645982,97646037,2,"2,3",0,1,1
chr2,97646037,97646126,3,"1,2,3",1,1,1
chr2,97664021,97664391,2,"1,3",1,0,1
chr2,98608317,98608375,2,"1,3",1,0,1
chr2,98608375,98608795,3,"1,2,3",1,1,1
chr2,98608795,98608821,2,"1,3",1,0,1
chr2,99154643,99154863,2,"2,3",0,1,1
chr2,99154863,99155060,3,"1,2,3",1,1,1
chr2,99155060,99155233,2,"1,3",1,0,1
chr2,99180929,99181299,2,"1,3",1,0,1
chr2,101002104,101002394,2,"2,3",0,1,1
chr2,101308444,101308670,2,"2,3",0,1,1
chr2,101308670,101309040,2,"1,3",1,0,1
chr2,102064232,102064533,2,"1,3",1,0,1
chr2,102240852,102241117,3,"1,2,3",1,1,1
chr2,102241117,102241121,2,"2,3",0,1,1
chr2,102736778,102737049,2,"1,3",1,0,1
chr2,105037965,105038183,2,"1,3",1,0,1
chr2,105329762,105330132,2,"1,3",1,0,1
chr2,108448986,108449425,2,"1,3",1,0,1
chr2,108533787,108534106,2,"1,3",1,0,1
chr2,108719333,108719470,2,"1,3",1,0,1
chr2,108786563,108787125,2,"1,3",1,0,1
chr2,110212317,110212339,2,"2,3",0,1,1
chr2,110212339,110212669,3,"1,2,3",1,1,1
chr2,111120514,111120884,2,"1,3",1,0,1
chr2,112275318,112275400,2,"2,3",0,1,1
chr2,112275400,112275611,3,"1,2,3",1,1,1
chr2,112275611,112275734,2,"2,3",0,1,1
chr2,112481870,112482107,2,"1,3",1,0,1
chr2,112542232,112542235,2,"1,3",1,0,1
chr2,112542235,112542552,3,"1,2,3",1,1,1
chr2,112584246,112584382,2,"1,3",1,0,1
chr2,112584382,112584589,3,"1,2,3",1,1,1
chr2,112584589,112584802,2,"2,3",0,1,1
chr2,112645474,112645844,2,"1,3",1,0,1
chr2,112764600,112764855,2,"1,3",1,0,1
chr2,113173717,113174087,2,"1,3",1,0,1
