chrom,start,end,num,list,ENCFF043BDQ_ELK1_sorted.bed,ENCFF161GMM_ELK1_sorted.bed,ENCFF246GYO_ELK1_sorted.bed,ENCFF687ZYR_ELK1_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr13,102845641,102845921,2,"1,5",1,0,0,0,1
chr13,110712363,110712575,2,"4,5",0,0,0,1,1
chr13,110712882,110712885,2,"4,5",0,0,0,1,1
chr13,110712885,110713209,3,"1,4,5",1,0,0,1,1
chr13,110713209,110713212,2,"4,5",0,0,0,1,1
chr13,111153479,111153498,2,"4,5",0,0,0,1,1
chr13,111153498,111153767,3,"1,4,5",1,0,0,1,1
chr13,114314160,114314473,2,"4,5",0,0,0,1,1
chr14,22829700,22829736,2,"4,5",0,0,0,1,1
chr14,22829736,22830029,3,"1,4,5",1,0,0,1,1
chr14,22830029,22830060,2,"1,5",1,0,0,0,1
chr14,23095310,23095356,2,"4,5",0,0,0,1,1
chr14,23095356,23095604,3,"1,4,5",1,0,0,1,1
chr14,24188725,24188733,2,"4,5",0,0,0,1,1
chr14,24188733,24189055,3,"1,4,5",1,0,0,1,1
chr14,24189055,24189057,2,"1,5",1,0,0,0,1
chr14,24242444,24242768,2,"1,5",1,0,0,0,1
chr14,24271466,24271729,2,"4,5",0,0,0,1,1
chr14,34539492,34539822,2,"4,5",0,0,0,1,1
chr14,39170289,39170566,3,"1,4,5",1,0,0,1,1
chr14,39174940,39175264,3,"1,4,5",1,0,0,1,1
chr14,39175264,39175270,2,"4,5",0,0,0,1,1
chr14,49620662,49620992,2,"4,5",0,0,0,1,1
chr14,49767928,49768258,2,"4,5",0,0,0,1,1
chr14,55051510,55051826,2,"1,5",1,0,0,0,1
chr14,57268747,57268776,2,"4,5",0,0,0,1,1
chr14,57268776,57269100,3,"1,4,5",1,0,0,1,1
chr14,57269100,57269277,2,"4,5",0,0,0,1,1
chr14,58297761,58297978,2,"4,5",0,0,0,1,1
chr14,58298040,58298091,2,"4,5",0,0,0,1,1
chr14,60980882,60981357,2,"4,5",0,0,0,1,1
chr14,67359709,67359712,2,"4,5",0,0,0,1,1
chr14,67359712,67359997,3,"1,4,5",1,0,0,1,1
chr14,67359997,67360036,2,"1,5",1,0,0,0,1
chr14,69398233,69398264,2,"4,5",0,0,0,1,1
chr14,69398264,69398563,3,"1,4,5",1,0,0,1,1
chr14,69398563,69398789,2,"1,5",1,0,0,0,1
chr14,69766905,69767229,2,"1,5",1,0,0,0,1
chr14,73760137,73760252,2,"2,5",0,1,0,0,1
chr14,73760252,73760258,3,"2,4,5",0,1,0,1,1
chr14,73760258,73760425,4,"1,2,4,5",1,1,0,1,1
chr14,73760425,73760460,3,"2,4,5",0,1,0,1,1
chr14,73760460,73760493,2,"2,5",0,1,0,0,1
chr14,75002537,75002867,2,"4,5",0,0,0,1,1
chr14,75278407,75278490,2,"2,5",0,1,0,0,1
chr14,75278490,75278492,3,"2,4,5",0,1,0,1,1
chr14,75278492,75278609,4,"1,2,4,5",1,1,0,1,1
chr14,75294093,75294122,2,"3,5",0,0,1,0,1
chr14,75294122,75294132,3,"1,3,5",1,0,1,0,1
chr14,75294132,75294185,4,"1,3,4,5",1,0,1,1,1
chr14,75294185,75294399,5,"1,2,3,4,5",1,1,1,1,1
chr14,75294399,75294428,4,"1,3,4,5",1,0,1,1,1
chr14,77097938,77098262,2,"1,5",1,0,0,0,1
chr14,81221237,81221561,2,"1,5",1,0,0,0,1
chr14,91417928,91417986,2,"2,5",0,1,0,0,1
chr14,91418089,91418277,2,"2,5",0,1,0,0,1
chr14,93184840,93185170,2,"4,5",0,0,0,1,1
chr14,93206928,93207244,2,"4,5",0,0,0,1,1
chr14,103385380,103385585,2,"2,5",0,1,0,0,1
chr14,104815932,104815950,2,"4,5",0,0,0,1,1
chr14,104815950,104816254,3,"1,4,5",1,0,0,1,1
chr15,22838452,22838782,2,"4,5",0,0,0,1,1
chr15,23565395,23565530,2,"2,5",0,1,0,0,1
chr15,23565530,23565545,3,"2,4,5",0,1,0,1,1
chr15,23565545,23565663,4,"1,2,4,5",1,1,0,1,1
chr15,23565663,23565706,3,"2,4,5",0,1,0,1,1
chr15,23565706,23565875,2,"2,5",0,1,0,0,1
chr15,34101817,34101835,2,"4,5",0,0,0,1,1
chr15,34101835,34102147,3,"1,4,5",1,0,0,1,1
chr15,34102147,34102159,2,"1,5",1,0,0,0,1
chr15,34224803,34225127,2,"1,5",1,0,0,0,1
chr15,34342972,34343296,2,"1,5",1,0,0,0,1
chr15,34969607,34969610,2,"4,5",0,0,0,1,1
chr15,34969610,34969934,3,"1,4,5",1,0,0,1,1
chr15,34969934,34969937,2,"4,5",0,0,0,1,1
chr15,38453997,38454000,2,"4,5",0,0,0,1,1
chr15,38454000,38454278,3,"1,4,5",1,0,0,1,1
chr15,38454278,38454324,2,"1,5",1,0,0,0,1
chr15,39782722,39783002,2,"4,5",0,0,0,1,1
chr15,40039020,40039344,2,"1,5",1,0,0,0,1
chr15,40045116,40045427,2,"4,5",0,0,0,1,1
chr15,40323379,40323401,2,"1,5",1,0,0,0,1
chr15,40323401,40323703,3,"1,4,5",1,0,0,1,1
chr15,40323703,40323731,2,"4,5",0,0,0,1,1
chr15,40382752,40383050,2,"1,5",1,0,0,0,1
chr15,41230944,41231268,2,"1,5",1,0,0,0,1
chr15,42273233,42273291,2,"1,5",1,0,0,0,1
chr15,42273291,42273557,3,"1,4,5",1,0,0,1,1
chr15,42273557,42273621,2,"4,5",0,0,0,1,1
chr15,42548584,42548914,2,"4,5",0,0,0,1,1
chr15,43185245,43185268,2,"1,5",1,0,0,0,1
chr15,43185268,43185569,3,"1,4,5",1,0,0,1,1
chr15,43185569,43185598,2,"4,5",0,0,0,1,1
chr15,43824537,43824861,2,"1,5",1,0,0,0,1
chr15,44663507,44663818,4,"1,2,4,5",1,1,0,1,1
chr15,44663818,44663822,3,"2,4,5",0,1,0,1,1
chr15,44663822,44663879,2,"2,5",0,1,0,0,1
chr15,45198620,45199151,2,"4,5",0,0,0,1,1
chr15,45402562,45402836,2,"2,5",0,1,0,0,1
chr15,48331443,48331827,2,"3,5",0,0,1,0,1
chr15,50908479,50908508,2,"4,5",0,0,0,1,1
chr15,50908508,50908809,3,"1,4,5",1,0,0,1,1
chr15,50908809,50908813,2,"1,5",1,0,0,0,1
chr15,55196830,55197122,3,"1,4,5",1,0,0,1,1
chr15,55197122,55197153,2,"1,5",1,0,0,0,1
chr15,56887118,56887675,2,"4,5",0,0,0,1,1
chr15,58770865,58771128,3,"1,4,5",1,0,0,1,1
chr15,58771128,58771173,2,"4,5",0,0,0,1,1
chr15,60479062,60479392,2,"4,5",0,0,0,1,1
chr15,62390260,62390618,2,"4,5",0,0,0,1,1
chr15,63048236,63048237,2,"4,5",0,0,0,1,1
chr15,63048237,63048561,3,"1,4,5",1,0,0,1,1
chr15,63048561,63048566,2,"4,5",0,0,0,1,1
chr15,64095836,64096106,2,"4,5",0,0,0,1,1
chr15,64387574,64387898,2,"4,5",0,0,0,1,1
chr15,64460378,64460708,2,"4,5",0,0,0,1,1
chr15,65185475,65185794,2,"4,5",0,0,0,1,1
chr15,65296242,65296566,2,"1,5",1,0,0,0,1
chr15,65304973,65305297,2,"1,5",1,0,0,0,1
chr15,66497663,66497668,2,"1,5",1,0,0,0,1
chr15,66497668,66497987,3,"1,4,5",1,0,0,1,1
chr15,66497987,66497998,2,"4,5",0,0,0,1,1
chr15,67254575,67254905,2,"4,5",0,0,0,1,1
chr15,68277670,68278150,2,"2,5",0,1,0,0,1
chr15,69414119,69414393,3,"1,4,5",1,0,0,1,1
chr15,69414393,69414590,2,"1,5",1,0,0,0,1
chr15,72375962,72375965,2,"1,5",1,0,0,0,1
chr15,72375965,72376286,3,"1,4,5",1,0,0,1,1
chr15,72376286,72376295,2,"4,5",0,0,0,1,1
chr15,72686028,72686358,2,"4,5",0,0,0,1,1
chr15,72783585,72783915,2,"4,5",0,0,0,1,1
chr15,74461054,74461056,2,"4,5",0,0,0,1,1
chr15,74461056,74461380,3,"1,4,5",1,0,0,1,1
chr15,74461380,74461384,2,"4,5",0,0,0,1,1
chr15,74540870,74541200,2,"4,5",0,0,0,1,1
chr15,74615684,74615848,2,"4,5",0,0,0,1,1
chr15,74615848,74615935,3,"1,4,5",1,0,0,1,1
chr15,74843065,74843395,2,"4,5",0,0,0,1,1
chr15,75367894,75368224,2,"4,5",0,0,0,1,1
chr15,75368482,75368756,2,"4,5",0,0,0,1,1
chr15,75453921,75454117,2,"4,5",0,0,0,1,1
chr15,75903706,75904016,2,"4,5",0,0,0,1,1
chr15,78131376,78131706,2,"4,5",0,0,0,1,1
chr15,79923886,79924135,2,"1,5",1,0,0,0,1
chr15,82262606,82262936,2,"4,5",0,0,0,1,1
chr15,82540355,82540685,2,"4,5",0,0,0,1,1
chr15,82709371,82709665,2,"4,5",0,0,0,1,1
chr15,83011495,83011825,2,"4,5",0,0,0,1,1
chr15,83067082,83067412,2,"4,5",0,0,0,1,1
chr15,89243648,89243753,2,"2,5",0,1,0,0,1
chr15,89243753,89243793,3,"2,4,5",0,1,0,1,1
chr15,89243793,89243985,4,"1,2,4,5",1,1,0,1,1
chr15,89243985,89244083,3,"1,4,5",1,0,0,1,1
chr15,89244083,89244117,2,"1,5",1,0,0,0,1
chr15,89335023,89335447,2,"1,5",1,0,0,0,1
chr15,90265518,90265814,2,"4,5",0,0,0,1,1
chr15,90400876,90401202,2,"4,5",0,0,0,1,1
chr15,90648632,90648645,2,"4,5",0,0,0,1,1
chr15,90648645,90648843,3,"1,4,5",1,0,0,1,1
chr15,90648843,90648844,2,"4,5",0,0,0,1,1
chr15,90930055,90930267,2,"1,5",1,0,0,0,1
chr15,92809178,92809179,2,"2,5",0,1,0,0,1
chr15,92809179,92809267,3,"1,2,5",1,1,0,0,1
chr15,92809267,92809349,4,"1,2,4,5",1,1,0,1,1
chr15,92809349,92809503,3,"1,2,5",1,1,0,0,1
chr15,92809503,92809690,2,"2,5",0,1,0,0,1
chr15,92904604,92904639,2,"1,5",1,0,0,0,1
chr15,99565785,99566073,3,"1,4,5",1,0,0,1,1
chr15,99566073,99566096,2,"4,5",0,0,0,1,1
chr15,101277347,101277677,2,"4,5",0,0,0,1,1
chr15,101295161,101295166,2,"1,5",1,0,0,0,1
chr15,101295166,101295485,3,"1,4,5",1,0,0,1,1
chr15,101295485,101295496,2,"4,5",0,0,0,1,1
chr15,101652277,101652602,2,"4,5",0,0,0,1,1
chr16,180491,180602,2,"2,5",0,1,0,0,1
chr16,370471,370764,2,"4,5",0,0,0,1,1
chr16,527122,527376,2,"2,5",0,1,0,0,1
chr16,667883,668213,2,"4,5",0,0,0,1,1
chr16,680233,680500,2,"4,5",0,0,0,1,1
chr16,720988,721490,2,"1,5",1,0,0,0,1
chr16,807782,808057,2,"4,5",0,0,0,1,1
chr16,1351736,1351743,2,"4,5",0,0,0,1,1
chr16,1351743,1352066,3,"1,4,5",1,0,0,1,1
chr16,1352066,1352067,2,"1,5",1,0,0,0,1
chr16,1420634,1420941,3,"1,4,5",1,0,0,1,1
chr16,1420941,1420945,2,"1,5",1,0,0,0,1
chr16,1705974,1705981,2,"4,5",0,0,0,1,1
chr16,1705981,1706304,3,"1,4,5",1,0,0,1,1
chr16,1706304,1706305,2,"1,5",1,0,0,0,1
chr16,1773044,1773309,3,"1,4,5",1,0,0,1,1
chr16,1971838,1971846,2,"1,5",1,0,0,0,1
chr16,1971846,1972162,3,"1,4,5",1,0,0,1,1
chr16,1972162,1972176,2,"4,5",0,0,0,1,1
chr16,2023169,2023493,2,"1,5",1,0,0,0,1
chr16,2047784,2047812,2,"4,5",0,0,0,1,1
chr16,2047812,2048096,3,"1,4,5",1,0,0,1,1
chr16,2155265,2155366,2,"1,5",1,0,0,0,1
chr16,2155508,2155533,2,"1,5",1,0,0,0,1
chr16,2155533,2155832,3,"1,4,5",1,0,0,1,1
chr16,2155832,2155863,2,"4,5",0,0,0,1,1
chr16,2459729,2460220,2,"4,5",0,0,0,1,1
chr16,2603189,2603513,2,"1,5",1,0,0,0,1
chr16,2682277,2682321,2,"4,5",0,0,0,1,1
chr16,2682321,2682606,3,"1,4,5",1,0,0,1,1
chr16,2682606,2682645,2,"1,5",1,0,0,0,1
chr16,2752248,2752578,2,"4,5",0,0,0,1,1
chr16,2868056,2868112,2,"4,5",0,0,0,1,1
chr16,2868112,2868354,3,"1,4,5",1,0,0,1,1
chr16,2868406,2868640,2,"1,5",1,0,0,0,1
chr16,2905278,2905775,2,"4,5",0,0,0,1,1
chr16,3106379,3106709,2,"4,5",0,0,0,1,1
chr16,3124494,3124824,2,"4,5",0,0,0,1,1
chr16,3150606,3150930,2,"1,5",1,0,0,0,1
chr16,3283319,3283611,2,"4,5",0,0,0,1,1
chr16,3400823,3401153,2,"4,5",0,0,0,1,1
chr16,3611529,3611567,2,"4,5",0,0,0,1,1
chr16,3611567,3611859,3,"1,4,5",1,0,0,1,1
chr16,3611859,3611860,2,"1,5",1,0,0,0,1
chr16,4307550,4308079,2,"4,5",0,0,0,1,1
chr16,4616117,4616401,2,"4,5",0,0,0,1,1
chr16,4616401,4616447,3,"1,4,5",1,0,0,1,1
chr16,4616447,4616725,2,"1,5",1,0,0,0,1
chr16,4768640,4768959,2,"4,5",0,0,0,1,1
chr16,11915971,11916002,2,"1,5",1,0,0,0,1
chr16,11916002,11916295,3,"1,4,5",1,0,0,1,1
chr16,11916295,11916332,2,"4,5",0,0,0,1,1
chr16,14630106,14630113,2,"4,5",0,0,0,1,1
chr16,14630113,14630436,3,"1,4,5",1,0,0,1,1
chr16,14630436,14630437,2,"1,5",1,0,0,0,1
chr16,14632790,14633024,2,"4,5",0,0,0,1,1
chr16,15056032,15056362,2,"4,5",0,0,0,1,1
chr16,15643033,15643357,2,"1,5",1,0,0,0,1
chr16,19523712,19524004,3,"1,4,5",1,0,0,1,1
chr16,19524004,19524022,2,"4,5",0,0,0,1,1
chr16,20806341,20806345,2,"1,5",1,0,0,0,1
chr16,20806345,20806665,3,"1,4,5",1,0,0,1,1
chr16,20806665,20806782,2,"4,5",0,0,0,1,1
chr16,20900264,20900462,2,"4,5",0,0,0,1,1
chr16,20900462,20900588,3,"1,4,5",1,0,0,1,1
chr16,20900588,20900619,2,"1,5",1,0,0,0,1
chr16,20900686,20900786,2,"1,5",1,0,0,0,1
chr16,22205944,22206208,3,"1,4,5",1,0,0,1,1
chr16,22206208,22206371,2,"1,5",1,0,0,0,1
chr16,23557189,23557353,2,"4,5",0,0,0,1,1
chr16,23557353,23557519,3,"1,4,5",1,0,0,1,1
chr16,23557519,23557677,2,"1,5",1,0,0,0,1
chr16,23596189,23596477,2,"1,5",1,0,0,0,1
chr16,23641265,23641274,2,"1,5",1,0,0,0,1
chr16,23641274,23641589,3,"1,4,5",1,0,0,1,1
chr16,23641589,23641604,2,"4,5",0,0,0,1,1
chr16,25107002,25107066,2,"1,5",1,0,0,0,1
chr16,25107066,25107227,3,"1,4,5",1,0,0,1,1
chr16,25107227,25107326,2,"1,5",1,0,0,0,1
chr16,25257410,25257729,2,"4,5",0,0,0,1,1
chr16,27549992,27550251,2,"4,5",0,0,0,1,1
chr16,28846207,28846228,2,"4,5",0,0,0,1,1
chr16,28846228,28846516,3,"1,4,5",1,0,0,1,1
chr16,28846516,28846552,2,"1,5",1,0,0,0,1
chr16,29805392,29805716,2,"1,5",1,0,0,0,1
chr16,29996074,29996345,2,"4,5",0,0,0,1,1
chr16,30065608,30065859,2,"4,5",0,0,0,1,1
chr16,30355192,30355463,3,"1,4,5",1,0,0,1,1
chr16,30355463,30355614,2,"1,5",1,0,0,0,1
chr16,30650435,30650595,3,"1,4,5",1,0,0,1,1
chr16,30650595,30650650,2,"1,5",1,0,0,0,1
chr16,30875209,30875210,2,"4,5",0,0,0,1,1
chr16,30875210,30875534,3,"1,4,5",1,0,0,1,1
chr16,30875534,30875539,2,"4,5",0,0,0,1,1
chr16,30922469,30922480,2,"4,5",0,0,0,1,1
chr16,30922480,30922799,3,"1,4,5",1,0,0,1,1
chr16,30922799,30922804,2,"1,5",1,0,0,0,1
chr16,31074170,31074500,2,"4,5",0,0,0,1,1
chr16,31179961,31180291,2,"4,5",0,0,0,1,1
chr16,31180522,31180846,2,"1,5",1,0,0,0,1
chr16,31508278,31508283,2,"4,5",0,0,0,1,1
chr16,31508283,31508584,3,"1,4,5",1,0,0,1,1
chr16,48244125,48244440,2,"4,5",0,0,0,1,1
chr16,48610100,48610176,2,"1,5",1,0,0,0,1
chr16,48610319,48610424,2,"1,5",1,0,0,0,1
chr16,56451234,56451643,2,"4,5",0,0,0,1,1
chr16,58129424,58129754,2,"4,5",0,0,0,1,1
chr16,58392275,58392535,2,"4,5",0,0,0,1,1
chr16,66516849,66517179,2,"4,5",0,0,0,1,1
chr16,66934304,66934571,2,"4,5",0,0,0,1,1
chr16,67191962,67192419,2,"4,5",0,0,0,1,1
chr16,67226929,67226939,2,"4,5",0,0,0,1,1
chr16,67226939,67227233,3,"1,4,5",1,0,0,1,1
chr16,67481116,67481446,2,"4,5",0,0,0,1,1
chr16,67563029,67563172,2,"2,5",0,1,0,0,1
chr16,67893337,67893381,2,"3,5",0,0,1,0,1
chr16,69339454,69339784,2,"4,5",0,0,0,1,1
chr16,69565734,69566070,2,"4,5",0,0,0,1,1
chr16,69566140,69566272,2,"4,5",0,0,0,1,1
chr16,69726351,69726384,2,"1,5",1,0,0,0,1
chr16,69726384,69726675,3,"1,4,5",1,0,0,1,1
chr16,69726675,69726714,2,"4,5",0,0,0,1,1
chr16,70523420,70523427,2,"4,5",0,0,0,1,1
chr16,70523427,70523620,3,"1,4,5",1,0,0,1,1
chr16,70523737,70523751,3,"1,4,5",1,0,0,1,1
chr16,70523751,70523926,2,"4,5",0,0,0,1,1
chr16,72093518,72093565,2,"4,5",0,0,0,1,1
chr16,72093565,72093848,3,"1,4,5",1,0,0,1,1
chr16,72093848,72094091,2,"1,5",1,0,0,0,1
chr16,72664961,72665018,2,"1,5",1,0,0,0,1
chr16,72665018,72665257,3,"1,4,5",1,0,0,1,1
chr16,74296639,74297163,2,"4,5",0,0,0,1,1
chr16,74666762,74667064,3,"1,4,5",1,0,0,1,1
chr16,74667064,74667076,2,"1,5",1,0,0,0,1
chr16,75433369,75433658,2,"4,5",0,0,0,1,1
chr16,77190948,77190983,2,"4,5",0,0,0,1,1
chr16,77190983,77191278,3,"1,4,5",1,0,0,1,1
chr16,77191278,77191290,2,"1,5",1,0,0,0,1
chr16,81035633,81035962,2,"4,5",0,0,0,1,1
chr16,81077031,81077392,2,"4,5",0,0,0,1,1
chr16,81314702,81315088,2,"4,5",0,0,0,1,1
chr16,84186911,84186943,2,"1,5",1,0,0,0,1
chr16,84186943,84187235,3,"1,4,5",1,0,0,1,1
chr16,84187235,84187271,2,"4,5",0,0,0,1,1
chr16,85275668,85275693,2,"1,5",1,0,0,0,1
chr16,85275693,85275917,3,"1,4,5",1,0,0,1,1
chr16,85799569,85799850,2,"4,5",0,0,0,1,1
chr16,86575752,86576063,2,"4,5",0,0,0,1,1
chr16,87383953,87383956,2,"4,5",0,0,0,1,1
chr16,87383956,87384279,3,"1,4,5",1,0,0,1,1
chr16,87388584,87388784,2,"4,5",0,0,0,1,1
chr16,87950827,87951134,2,"1,5",1,0,0,0,1
chr16,88570167,88570497,2,"4,5",0,0,0,1,1
chr16,88706284,88706614,2,"4,5",0,0,0,1,1
chr16,88979059,88979287,2,"4,5",0,0,0,1,1
chr16,89657549,89657550,2,"1,5",1,0,0,0,1
chr16,89657550,89657873,3,"1,4,5",1,0,0,1,1
chr16,89657873,89657880,2,"4,5",0,0,0,1,1
chr16,90022469,90022749,2,"4,5",0,0,0,1,1
chr17,2041844,2041874,2,"1,5",1,0,0,0,1
chr17,2041874,2042119,3,"1,4,5",1,0,0,1,1
chr17,2042201,2042204,3,"1,4,5",1,0,0,1,1
chr17,2042204,2042233,2,"1,5",1,0,0,0,1
chr17,2050235,2050662,2,"4,5",0,0,0,1,1
chr17,2392606,2392930,2,"1,5",1,0,0,0,1
chr17,4731220,4731537,2,"1,5",1,0,0,0,1
chr17,4789952,4790282,2,"4,5",0,0,0,1,1
chr17,5191843,5192167,2,"1,5",1,0,0,0,1
chr17,5439051,5439375,2,"1,5",1,0,0,0,1
chr17,6640660,6640870,3,"1,4,5",1,0,0,1,1
chr17,6640870,6640891,2,"1,5",1,0,0,0,1
chr17,7239637,7239946,2,"1,5",1,0,0,0,1
chr17,7572425,7572755,2,"4,5",0,0,0,1,1
chr17,8156359,8156383,2,"4,5",0,0,0,1,1
chr17,8156383,8156689,3,"1,4,5",1,0,0,1,1
chr17,8156689,8156707,2,"1,5",1,0,0,0,1
chr17,8226572,8226835,2,"1,5",1,0,0,0,1
chr17,8226867,8226918,2,"1,5",1,0,0,0,1
chr17,14069318,14069602,2,"4,5",0,0,0,1,1
chr17,15999637,16000117,2,"2,5",0,1,0,0,1
chr17,16285989,16286003,2,"1,5",1,0,0,0,1
chr17,16286003,16286313,3,"1,4,5",1,0,0,1,1
chr17,16286313,16286333,2,"4,5",0,0,0,1,1
chr17,18087712,18088021,2,"4,5",0,0,0,1,1
chr17,18183149,18183473,2,"1,5",1,0,0,0,1
chr17,28357413,28357461,2,"4,5",0,0,0,1,1
chr17,28357461,28357743,3,"1,4,5",1,0,0,1,1
chr17,28357743,28357746,2,"1,5",1,0,0,0,1
chr17,28661991,28662037,2,"1,5",1,0,0,0,1
chr17,28662093,28662339,3,"1,4,5",1,0,0,1,1
chr17,28728640,28728841,2,"4,5",0,0,0,1,1
chr17,28728897,28729103,2,"4,5",0,0,0,1,1
chr17,30824560,30824890,2,"4,5",0,0,0,1,1
chr17,30906122,30906125,2,"4,5",0,0,0,1,1
chr17,30906125,30906432,3,"1,4,5",1,0,0,1,1
chr17,31094794,31094807,2,"1,5",1,0,0,0,1
chr17,31094807,31095069,3,"1,4,5",1,0,0,1,1
chr17,32444254,32444584,2,"4,5",0,0,0,1,1
chr17,35578451,35578781,2,"4,5",0,0,0,1,1
chr17,36535327,36535641,2,"4,5",0,0,0,1,1
chr17,36948794,36948805,2,"1,5",1,0,0,0,1
chr17,36948805,36949110,3,"1,4,5",1,0,0,1,1
chr17,37609272,37609572,3,"1,4,5",1,0,0,1,1
chr17,37609572,37609586,2,"4,5",0,0,0,1,1
chr17,38351693,38352023,2,"4,5",0,0,0,1,1
chr17,38752414,38752744,2,"4,5",0,0,0,1,1
chr17,38825206,38825491,3,"1,4,5",1,0,0,1,1
chr17,38825491,38825524,2,"4,5",0,0,0,1,1
chr17,38869406,38869647,2,"4,5",0,0,0,1,1
chr17,38869771,38869975,2,"4,5",0,0,0,1,1
chr17,40099040,40099364,2,"1,5",1,0,0,0,1
chr17,41689236,41689537,2,"4,5",0,0,0,1,1
chr17,41930430,41930456,2,"4,5",0,0,0,1,1
chr17,41930456,41930678,3,"1,4,5",1,0,0,1,1
chr17,42017339,42017627,3,"1,4,5",1,0,0,1,1
chr17,42017627,42017665,2,"4,5",0,0,0,1,1
chr17,42154891,42155161,2,"4,5",0,0,0,1,1
chr17,42833122,42833452,2,"4,5",0,0,0,1,1
chr17,42998090,42998414,2,"1,5",1,0,0,0,1
chr17,43170957,43171184,2,"4,5",0,0,0,1,1
chr17,44014850,44014857,2,"4,5",0,0,0,1,1
chr17,44014857,44015178,3,"1,4,5",1,0,0,1,1
chr17,45148427,45148714,2,"4,5",0,0,0,1,1
chr17,45317366,45317394,5,"1,2,3,4,5",1,1,1,1,1
chr17,45317394,45317449,4,"1,3,4,5",1,0,1,1,1
chr17,45317449,45317470,3,"1,3,5",1,0,1,0,1
chr17,45317470,45317494,2,"3,5",0,0,1,0,1
chr17,46922931,46923253,2,"4,5",0,0,0,1,1
chr17,49192791,49192792,2,"1,5",1,0,0,0,1
chr17,49707958,49708506,2,"4,5",0,0,0,1,1
chr17,49788451,49788468,2,"1,5",1,0,0,0,1
chr17,49788468,49788775,3,"1,4,5",1,0,0,1,1
chr17,49788775,49788790,2,"4,5",0,0,0,1,1
chr17,50372981,50373079,2,"1,5",1,0,0,0,1
chr17,50373079,50373305,3,"1,4,5",1,0,0,1,1
chr17,50373305,50373320,2,"4,5",0,0,0,1,1
chr17,51153383,51153659,2,"1,5",1,0,0,0,1
chr17,51166816,51166932,2,"1,5",1,0,0,0,1
chr17,51167080,51167140,2,"1,5",1,0,0,0,1
chr17,58338061,58338345,2,"1,5",1,0,0,0,1
chr17,58352079,58352395,3,"1,4,5",1,0,0,1,1
chr17,58352395,58352396,2,"4,5",0,0,0,1,1
chr17,58518070,58518075,2,"1,5",1,0,0,0,1
chr17,58518075,58518394,3,"1,4,5",1,0,0,1,1
chr17,58518394,58518405,2,"4,5",0,0,0,1,1
chr17,58658974,58659022,2,"4,5",0,0,0,1,1
chr17,58659022,58659304,3,"1,4,5",1,0,0,1,1
chr17,58659304,58659346,2,"1,5",1,0,0,0,1
chr17,58679355,58679679,2,"1,5",1,0,0,0,1
chr17,58692427,58692654,2,"1,5",1,0,0,0,1
chr17,59707474,59707743,2,"4,5",0,0,0,1,1
chr17,60392269,60392271,2,"4,5",0,0,0,1,1
chr17,60392271,60392595,3,"1,4,5",1,0,0,1,1
chr17,60392595,60392599,2,"4,5",0,0,0,1,1
chr17,63446221,63446489,2,"4,5",0,0,0,1,1
chr17,63600716,63601023,2,"4,5",0,0,0,1,1
chr17,63773674,63773918,2,"1,5",1,0,0,0,1
chr17,63773992,63774225,2,"1,5",1,0,0,0,1
chr17,63842589,63842623,2,"4,5",0,0,0,1,1
chr17,63842623,63842919,3,"1,4,5",1,0,0,1,1
chr17,63842919,63842947,2,"1,5",1,0,0,0,1
chr17,64506586,64506618,2,"4,5",0,0,0,1,1
chr17,64506618,64506916,3,"1,4,5",1,0,0,1,1
chr17,64506916,64506942,2,"1,5",1,0,0,0,1
chr17,67717644,67717974,2,"4,5",0,0,0,1,1
chr17,68512223,68512296,2,"4,5",0,0,0,1,1
chr17,68512296,68512620,3,"1,4,5",1,0,0,1,1
chr17,68512620,68512765,2,"4,5",0,0,0,1,1
chr17,73232118,73232448,2,"4,5",0,0,0,1,1
chr17,74203490,74203796,2,"1,5",1,0,0,0,1
chr17,74873088,74873552,2,"1,5",1,0,0,0,1
chr17,74982188,74982518,2,"4,5",0,0,0,1,1
chr17,75034948,75035148,2,"1,5",1,0,0,0,1
chr17,75035148,75035272,3,"1,4,5",1,0,0,1,1
chr17,75035272,75035464,2,"4,5",0,0,0,1,1
chr17,75046854,75046880,2,"1,5",1,0,0,0,1
chr17,75046880,75047178,3,"1,4,5",1,0,0,1,1
chr17,75047178,75047322,2,"4,5",0,0,0,1,1
chr17,75516247,75516283,2,"4,5",0,0,0,1,1
chr17,75516332,75516577,2,"4,5",0,0,0,1,1
chr17,75667152,75667180,2,"1,5",1,0,0,0,1
chr17,75667180,75667442,3,"1,4,5",1,0,0,1,1
chr17,75904901,75905231,2,"4,5",0,0,0,1,1
chr17,76601657,76601661,2,"4,5",0,0,0,1,1
chr17,76601661,76601985,3,"1,4,5",1,0,0,1,1
chr17,76601985,76601987,2,"4,5",0,0,0,1,1
chr17,76726701,76726976,2,"4,5",0,0,0,1,1
chr17,76737242,76737770,2,"1,5",1,0,0,0,1
chr17,77088460,77088498,2,"4,5",0,0,0,1,1
chr17,77088498,77088785,3,"1,4,5",1,0,0,1,1
chr17,77088785,77088822,2,"1,5",1,0,0,0,1
chr17,79797239,79797533,2,"1,5",1,0,0,0,1
chr17,80415040,80415223,2,"4,5",0,0,0,1,1
chr17,80415223,80415547,3,"1,4,5",1,0,0,1,1
chr17,80415547,80415579,2,"4,5",0,0,0,1,1
