chrom,start,end,num,list,ENCFF701USE_SIN3A_sorted.bed,ENCFF940QMI_SIN3A_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr17,34980930,34980972,2,"1,3",1,0,1
chr17,34980972,34981226,3,"1,2,3",1,1,1
chr17,34981226,34981371,2,"1,3",1,0,1
chr17,35022563,35022711,2,"2,3",0,1,1
chr17,35022711,35023036,3,"1,2,3",1,1,1
chr17,35023036,35023099,2,"1,3",1,0,1
chr17,35063831,35063926,2,"1,3",1,0,1
chr17,35088232,35088477,2,"2,3",0,1,1
chr17,35088477,35088753,3,"1,2,3",1,1,1
chr17,35088753,35088878,2,"1,3",1,0,1
chr17,35088878,35089144,3,"1,2,3",1,1,1
chr17,35089144,35089347,2,"1,3",1,0,1
chr17,35089512,35090042,2,"2,3",0,1,1
chr17,35119429,35119560,2,"1,3",1,0,1
chr17,35119560,35119987,3,"1,2,3",1,1,1
chr17,35119987,35120096,2,"2,3",0,1,1
chr17,35142001,35142021,2,"2,3",0,1,1
chr17,35142021,35142474,3,"1,2,3",1,1,1
chr17,35142474,35142501,2,"2,3",0,1,1
chr17,35242411,35242626,2,"2,3",0,1,1
chr17,35242922,35242985,2,"1,3",1,0,1
chr17,35242985,35243260,3,"1,2,3",1,1,1
chr17,35243260,35243466,2,"1,3",1,0,1
chr17,35567771,35568319,2,"1,3",1,0,1
chr17,35578310,35578311,2,"1,3",1,0,1
chr17,35578311,35578788,3,"1,2,3",1,1,1
chr17,35578788,35578875,2,"2,3",0,1,1
chr17,35587275,35587341,2,"2,3",0,1,1
chr17,35587341,35587722,3,"1,2,3",1,1,1
chr17,35587722,35587929,2,"2,3",0,1,1
chr17,35764143,35764182,2,"2,3",0,1,1
chr17,35764182,35764598,3,"1,2,3",1,1,1
chr17,35764598,35764669,2,"1,3",1,0,1
chr17,35764669,35764842,3,"1,2,3",1,1,1
chr17,35764842,35764898,2,"2,3",0,1,1
chr17,35804758,35805075,2,"2,3",0,1,1
chr17,35809393,35809453,2,"2,3",0,1,1
chr17,35809453,35809734,3,"1,2,3",1,1,1
chr17,35809734,35809739,2,"2,3",0,1,1
chr17,35930566,35930572,2,"2,3",0,1,1
chr17,35930572,35931032,3,"1,2,3",1,1,1
chr17,35931032,35931063,2,"2,3",0,1,1
chr17,36486504,36486518,2,"2,3",0,1,1
chr17,36486518,36486633,3,"1,2,3",1,1,1
chr17,36486633,36486638,2,"2,3",0,1,1
chr17,36534134,36534606,2,"2,3",0,1,1
chr17,36534983,36535198,2,"2,3",0,1,1
chr17,36535198,36535542,3,"1,2,3",1,1,1
chr17,36535542,36535559,2,"2,3",0,1,1
chr17,36544071,36544186,2,"2,3",0,1,1
chr17,36544186,36544228,3,"1,2,3",1,1,1
chr17,36544372,36544643,3,"1,2,3",1,1,1
chr17,36544643,36544646,2,"1,3",1,0,1
chr17,36544926,36545132,2,"1,3",1,0,1
chr17,36545510,36546014,3,"1,2,3",1,1,1
chr17,36591624,36591749,2,"2,3",0,1,1
chr17,36591749,36592209,3,"1,2,3",1,1,1
chr17,36592209,36592343,2,"2,3",0,1,1
chr17,36601410,36601437,2,"1,3",1,0,1
chr17,36601437,36601992,3,"1,2,3",1,1,1
chr17,36601992,36601994,2,"2,3",0,1,1
chr17,36934574,36934681,2,"2,3",0,1,1
chr17,36934681,36935340,3,"1,2,3",1,1,1
chr17,36935340,36935344,2,"1,3",1,0,1
chr17,36935699,36935958,2,"1,3",1,0,1
chr17,36948833,36948899,2,"1,3",1,0,1
chr17,36948899,36949342,3,"1,2,3",1,1,1
chr17,36949342,36949484,2,"2,3",0,1,1
chr17,37373572,37374021,2,"2,3",0,1,1
chr17,37406350,37406601,2,"2,3",0,1,1
chr17,37406601,37406746,3,"1,2,3",1,1,1
chr17,37406746,37406880,2,"2,3",0,1,1
chr17,37407132,37407296,2,"1,3",1,0,1
chr17,37407296,37407432,3,"1,2,3",1,1,1
chr17,37407432,37407532,2,"1,3",1,0,1
chr17,37488267,37488302,2,"1,3",1,0,1
chr17,37488302,37488439,3,"1,2,3",1,1,1
chr17,37488439,37488549,2,"1,3",1,0,1
chr17,37488856,37488908,2,"2,3",0,1,1
chr17,37488908,37489141,3,"1,2,3",1,1,1
chr17,37489212,37489476,2,"2,3",0,1,1
chr17,37489476,37489679,3,"1,2,3",1,1,1
chr17,37489679,37489686,2,"2,3",0,1,1
chr17,37491340,37491514,3,"1,2,3",1,1,1
chr17,37491514,37491535,2,"1,3",1,0,1
chr17,37609090,37609149,2,"2,3",0,1,1
chr17,37609149,37609710,3,"1,2,3",1,1,1
chr17,37609710,37609745,2,"2,3",0,1,1
chr17,37643132,37643598,2,"2,3",0,1,1
chr17,38349170,38349437,2,"2,3",0,1,1
chr17,38351470,38351516,2,"2,3",0,1,1
chr17,38351516,38351711,3,"1,2,3",1,1,1
chr17,38351711,38352063,2,"1,3",1,0,1
chr17,38352297,38352427,2,"2,3",0,1,1
chr17,38428935,38429109,2,"1,3",1,0,1
chr17,38444164,38444515,2,"2,3",0,1,1
chr17,38454620,38454746,2,"2,3",0,1,1
chr17,38454746,38454824,3,"1,2,3",1,1,1
chr17,38674564,38674900,2,"2,3",0,1,1
chr17,38674900,38675187,3,"1,2,3",1,1,1
chr17,38702223,38702251,2,"2,3",0,1,1
chr17,38702251,38702561,3,"1,2,3",1,1,1
chr17,38702561,38702748,2,"1,3",1,0,1
chr17,38730007,38730069,2,"1,3",1,0,1
chr17,38730069,38730221,3,"1,2,3",1,1,1
chr17,38730221,38730293,2,"1,3",1,0,1
chr17,38730526,38730633,2,"1,3",1,0,1
chr17,38730633,38730752,3,"1,2,3",1,1,1
chr17,38752376,38752838,3,"1,2,3",1,1,1
chr17,38798904,38799548,3,"1,2,3",1,1,1
chr17,38799548,38799579,2,"2,3",0,1,1
chr17,38799777,38799806,2,"1,3",1,0,1
chr17,38799806,38799988,3,"1,2,3",1,1,1
chr17,38799988,38800356,2,"2,3",0,1,1
chr17,38825136,38825563,3,"1,2,3",1,1,1
chr17,38825563,38825581,2,"2,3",0,1,1
chr17,38853407,38853501,2,"2,3",0,1,1
chr17,38853501,38853964,3,"1,2,3",1,1,1
chr17,38853964,38854028,2,"2,3",0,1,1
chr17,38869306,38869536,3,"1,2,3",1,1,1
chr17,38869536,38869560,2,"2,3",0,1,1
chr17,38869952,38869977,2,"2,3",0,1,1
chr17,38869977,38870336,3,"1,2,3",1,1,1
chr17,38870336,38870552,2,"2,3",0,1,1
chr17,38900834,38901301,2,"2,3",0,1,1
chr17,39152929,39152953,2,"1,3",1,0,1
chr17,39152953,39153122,3,"1,2,3",1,1,1
chr17,39153122,39153165,2,"2,3",0,1,1
chr17,39153602,39154132,2,"2,3",0,1,1
chr17,39154155,39154322,2,"1,3",1,0,1
chr17,39154322,39154615,3,"1,2,3",1,1,1
chr17,39154615,39154633,2,"2,3",0,1,1
chr17,39197384,39197408,2,"2,3",0,1,1
chr17,39197408,39197736,3,"1,2,3",1,1,1
chr17,39197736,39197868,2,"1,3",1,0,1
chr17,39401287,39401672,2,"2,3",0,1,1
chr17,39401672,39402217,3,"1,2,3",1,1,1
chr17,39402217,39402264,2,"2,3",0,1,1
chr17,39402500,39402516,2,"2,3",0,1,1
chr17,39402516,39402743,3,"1,2,3",1,1,1
chr17,39461396,39461456,2,"2,3",0,1,1
chr17,39461456,39461714,3,"1,2,3",1,1,1
chr17,39461714,39461736,2,"2,3",0,1,1
chr17,39461736,39461852,3,"1,2,3",1,1,1
chr17,39461852,39461897,2,"2,3",0,1,1
chr17,39462098,39462198,2,"1,3",1,0,1
chr17,39462198,39462253,3,"1,2,3",1,1,1
chr17,39485675,39485928,2,"1,3",1,0,1
chr17,39573627,39573721,2,"2,3",0,1,1
chr17,39573721,39573855,3,"1,2,3",1,1,1
chr17,39573855,39574163,2,"2,3",0,1,1
chr17,39621974,39622621,3,"1,2,3",1,1,1
chr17,39622621,39622629,2,"1,3",1,0,1
chr17,39637111,39637184,2,"2,3",0,1,1
chr17,39637184,39637417,3,"1,2,3",1,1,1
chr17,39663686,39664067,3,"1,2,3",1,1,1
chr17,39664067,39664084,2,"2,3",0,1,1
chr17,39687874,39687952,2,"2,3",0,1,1
chr17,39687952,39688403,3,"1,2,3",1,1,1
chr17,39730377,39730386,2,"2,3",0,1,1
chr17,39730386,39730927,3,"1,2,3",1,1,1
chr17,39737793,39737985,2,"2,3",0,1,1
chr17,39738037,39738113,2,"2,3",0,1,1
chr17,39738113,39738573,3,"1,2,3",1,1,1
chr17,39738573,39738689,2,"2,3",0,1,1
chr17,39753959,39754138,2,"1,3",1,0,1
chr17,39754138,39754419,3,"1,2,3",1,1,1
chr17,39754419,39754668,2,"2,3",0,1,1
chr17,39927486,39927548,2,"2,3",0,1,1
chr17,39927548,39927686,3,"1,2,3",1,1,1
chr17,39927686,39927843,2,"2,3",0,1,1
chr17,39980589,39980668,2,"2,3",0,1,1
chr17,39980668,39981079,3,"1,2,3",1,1,1
chr17,40013723,40014043,2,"2,3",0,1,1
chr17,40054300,40054458,2,"2,3",0,1,1
chr17,40054458,40054621,3,"1,2,3",1,1,1
chr17,40054621,40054830,2,"1,3",1,0,1
chr17,40062954,40063015,2,"2,3",0,1,1
chr17,40063015,40063171,3,"1,2,3",1,1,1
chr17,40063225,40063475,3,"1,2,3",1,1,1
chr17,40063475,40063484,2,"2,3",0,1,1
chr17,40099191,40099205,2,"1,3",1,0,1
chr17,40099205,40099587,3,"1,2,3",1,1,1
chr17,40100239,40100676,2,"1,3",1,0,1
chr17,40100805,40100806,2,"2,3",0,1,1
chr17,40100806,40101266,3,"1,2,3",1,1,1
chr17,40101266,40101397,2,"2,3",0,1,1
chr17,40111682,40111797,3,"1,2,3",1,1,1
chr17,40111797,40111983,2,"2,3",0,1,1
chr17,40113186,40113609,3,"1,2,3",1,1,1
chr17,40113609,40113630,2,"2,3",0,1,1
chr17,40121312,40121731,2,"1,3",1,0,1
chr17,40121731,40121772,3,"1,2,3",1,1,1
chr17,40121772,40122018,2,"2,3",0,1,1
chr17,40122018,40122133,3,"1,2,3",1,1,1
chr17,40122133,40122261,2,"2,3",0,1,1
chr17,40122461,40122525,2,"1,3",1,0,1
chr17,40122525,40122817,3,"1,2,3",1,1,1
chr17,40139792,40140034,3,"1,2,3",1,1,1
chr17,40140034,40140235,2,"1,3",1,0,1
chr17,40140360,40140532,2,"2,3",0,1,1
chr17,40140532,40140770,3,"1,2,3",1,1,1
chr17,40140770,40140779,2,"2,3",0,1,1
chr17,40190493,40190725,2,"2,3",0,1,1
chr17,40191448,40191497,2,"2,3",0,1,1
chr17,40191497,40191957,3,"1,2,3",1,1,1
chr17,40191957,40191978,2,"2,3",0,1,1
chr17,40219104,40219621,2,"2,3",0,1,1
chr17,40219811,40219983,2,"1,3",1,0,1
chr17,40287658,40287716,2,"2,3",0,1,1
chr17,40287716,40288250,3,"1,2,3",1,1,1
chr17,40288250,40288264,2,"2,3",0,1,1
chr17,40309037,40309258,3,"1,2,3",1,1,1
chr17,40314623,40314974,3,"1,2,3",1,1,1
chr17,40317508,40317657,2,"1,3",1,0,1
chr17,40317820,40317968,2,"1,3",1,0,1
chr17,40318206,40318245,2,"2,3",0,1,1
chr17,40318245,40318390,3,"1,2,3",1,1,1
chr17,40341208,40341227,2,"2,3",0,1,1
chr17,40341227,40341369,3,"1,2,3",1,1,1
chr17,40341369,40341687,2,"2,3",0,1,1
chr17,40362582,40362710,2,"2,3",0,1,1
chr17,40362710,40363040,3,"1,2,3",1,1,1
chr17,40442727,40443178,3,"1,2,3",1,1,1
chr17,40443178,40443194,2,"2,3",0,1,1
chr17,40443432,40443553,2,"1,3",1,0,1
chr17,40443553,40443575,3,"1,2,3",1,1,1
chr17,40443713,40443961,3,"1,2,3",1,1,1
chr17,40448607,40448726,2,"2,3",0,1,1
chr17,40448726,40449098,3,"1,2,3",1,1,1
chr17,40449098,40449247,2,"1,3",1,0,1
chr17,40510210,40510644,2,"2,3",0,1,1
chr17,40521427,40521850,2,"2,3",0,1,1
chr17,40551204,40551219,2,"1,3",1,0,1
chr17,40551219,40551607,3,"1,2,3",1,1,1
chr17,40551607,40551749,2,"2,3",0,1,1
chr17,40551993,40552320,2,"2,3",0,1,1
chr17,40552320,40552464,3,"1,2,3",1,1,1
chr17,40552464,40552560,2,"2,3",0,1,1
chr17,40560085,40560142,2,"1,3",1,0,1
chr17,40560142,40560757,3,"1,2,3",1,1,1
chr17,40560757,40560768,2,"2,3",0,1,1
chr17,40647516,40647899,2,"1,3",1,0,1
chr17,40648022,40648659,2,"2,3",0,1,1
chr17,40818763,40818845,2,"2,3",0,1,1
chr17,40818845,40818997,3,"1,2,3",1,1,1
chr17,40818997,40819254,2,"1,3",1,0,1
chr17,41548047,41548407,2,"1,3",1,0,1
chr17,41548506,41548507,2,"1,3",1,0,1
chr17,41548827,41549486,2,"1,3",1,0,1
chr17,41665846,41666575,2,"2,3",0,1,1
chr17,41666866,41667284,2,"1,3",1,0,1
chr17,41688352,41688579,2,"2,3",0,1,1
chr17,41689300,41689326,2,"2,3",0,1,1
chr17,41689326,41689678,3,"1,2,3",1,1,1
chr17,41734453,41734534,2,"1,3",1,0,1
chr17,41734534,41734747,3,"1,2,3",1,1,1
chr17,41734844,41735064,3,"1,2,3",1,1,1
chr17,41735064,41735113,2,"1,3",1,0,1
chr17,41738066,41738361,2,"2,3",0,1,1
chr17,41793134,41793154,2,"2,3",0,1,1
chr17,41793154,41793614,3,"1,2,3",1,1,1
chr17,41793614,41793664,2,"2,3",0,1,1
chr17,41800662,41801049,2,"2,3",0,1,1
chr17,41801498,41801897,2,"2,3",0,1,1
chr17,41811586,41811600,2,"2,3",0,1,1
chr17,41811600,41812055,3,"1,2,3",1,1,1
chr17,41812055,41812075,2,"2,3",0,1,1
chr17,41812363,41812496,2,"1,3",1,0,1
chr17,41812496,41812646,3,"1,2,3",1,1,1
chr17,41812646,41812767,2,"2,3",0,1,1
chr17,41835693,41835845,2,"2,3",0,1,1
chr17,41835845,41836305,3,"1,2,3",1,1,1
chr17,41836305,41836422,2,"2,3",0,1,1
chr17,41864950,41865155,2,"2,3",0,1,1
chr17,41865155,41865505,3,"1,2,3",1,1,1
chr17,41865505,41865779,2,"1,3",1,0,1
chr17,41930227,41930294,2,"1,3",1,0,1
chr17,41930294,41930908,3,"1,2,3",1,1,1
chr17,41930908,41930926,2,"2,3",0,1,1
chr17,41966636,41966723,2,"1,3",1,0,1
chr17,41966723,41966969,3,"1,2,3",1,1,1
chr17,41966969,41967096,2,"1,3",1,0,1
chr17,42017267,42017348,2,"2,3",0,1,1
chr17,42017348,42017743,3,"1,2,3",1,1,1
chr17,42017743,42017823,2,"2,3",0,1,1
chr17,42019944,42019977,2,"1,3",1,0,1
chr17,42019977,42020109,3,"1,2,3",1,1,1
chr17,42020109,42020187,2,"2,3",0,1,1
chr17,42024828,42024872,2,"2,3",0,1,1
chr17,42024872,42025250,3,"1,2,3",1,1,1
chr17,42050200,42050713,2,"1,3",1,0,1
chr17,42116778,42117025,3,"1,2,3",1,1,1
chr17,42121144,42121160,2,"2,3",0,1,1
chr17,42121160,42121538,3,"1,2,3",1,1,1
chr17,42154795,42155292,2,"1,3",1,0,1
chr17,42194230,42194633,3,"1,2,3",1,1,1
chr17,42194633,42194667,2,"2,3",0,1,1
chr17,42266879,42266913,2,"2,3",0,1,1
chr17,42266913,42267236,3,"1,2,3",1,1,1
chr17,42276524,42276696,2,"1,3",1,0,1
chr17,42288194,42288547,3,"1,2,3",1,1,1
chr17,42288547,42288746,2,"2,3",0,1,1
chr17,42322817,42322825,2,"2,3",0,1,1
chr17,42322825,42323285,3,"1,2,3",1,1,1
chr17,42323285,42323288,2,"2,3",0,1,1
chr17,42389009,42389131,3,"1,2,3",1,1,1
chr17,42389131,42389192,2,"2,3",0,1,1
chr17,42409434,42409572,2,"1,3",1,0,1
chr17,42409572,42409881,3,"1,2,3",1,1,1
chr17,42409881,42410018,2,"2,3",0,1,1
chr17,42517589,42517839,3,"1,2,3",1,1,1
chr17,42518527,42518702,2,"1,3",1,0,1
chr17,42518702,42518833,3,"1,2,3",1,1,1
chr17,42527307,42527664,2,"2,3",0,1,1
chr17,42531967,42532198,3,"1,2,3",1,1,1
chr17,42536169,42536170,2,"1,3",1,0,1
chr17,42536170,42536346,3,"1,2,3",1,1,1
chr17,42536496,42536837,3,"1,2,3",1,1,1
chr17,42536837,42536862,2,"2,3",0,1,1
chr17,42536941,42536960,2,"2,3",0,1,1
chr17,42548049,42548565,2,"2,3",0,1,1
chr17,42554464,42554524,2,"2,3",0,1,1
chr17,42554524,42554994,3,"1,2,3",1,1,1
chr17,42554994,42555111,2,"1,3",1,0,1
chr17,42577324,42577396,2,"2,3",0,1,1
chr17,42577396,42577953,3,"1,2,3",1,1,1
chr17,42577953,42577957,2,"2,3",0,1,1
chr17,42578386,42578595,2,"2,3",0,1,1
chr17,42609037,42609096,2,"2,3",0,1,1
chr17,42609096,42609389,3,"1,2,3",1,1,1
chr17,42609389,42609430,2,"2,3",0,1,1
chr17,42609672,42609674,2,"2,3",0,1,1
chr17,42609674,42609810,3,"1,2,3",1,1,1
chr17,42609810,42610134,2,"1,3",1,0,1
chr17,42659180,42659189,2,"2,3",0,1,1
chr17,42659189,42659649,3,"1,2,3",1,1,1
chr17,42659649,42659710,2,"2,3",0,1,1
chr17,42667418,42667477,2,"2,3",0,1,1
chr17,42667477,42667937,3,"1,2,3",1,1,1
chr17,42667937,42667948,2,"2,3",0,1,1
chr17,42676731,42676800,2,"1,3",1,0,1
chr17,42676800,42677006,3,"1,2,3",1,1,1
chr17,42677006,42677056,2,"1,3",1,0,1
chr17,42677291,42677383,2,"2,3",0,1,1
chr17,42677987,42678351,2,"1,3",1,0,1
chr17,42678351,42678389,3,"1,2,3",1,1,1
chr17,42678389,42678747,2,"2,3",0,1,1
chr17,42679594,42679827,2,"1,3",1,0,1
chr17,42679827,42679964,3,"1,2,3",1,1,1
chr17,42679964,42680036,2,"1,3",1,0,1
chr17,42744185,42744257,2,"1,3",1,0,1
chr17,42744313,42744645,2,"1,3",1,0,1
chr17,42744710,42744903,2,"1,3",1,0,1
chr17,42744903,42745047,3,"1,2,3",1,1,1
chr17,42745047,42745170,2,"1,3",1,0,1
chr17,42773319,42773359,2,"1,3",1,0,1
chr17,42773359,42773692,3,"1,2,3",1,1,1
chr17,42773692,42773924,2,"1,3",1,0,1
chr17,42798431,42798459,2,"2,3",0,1,1
chr17,42798459,42798802,3,"1,2,3",1,1,1
chr17,42798802,42798925,2,"2,3",0,1,1
chr17,42824035,42824052,2,"2,3",0,1,1
chr17,42824052,42824281,3,"1,2,3",1,1,1
chr17,42824281,42824394,2,"2,3",0,1,1
chr17,42833005,42833675,3,"1,2,3",1,1,1
chr17,42833675,42833728,2,"2,3",0,1,1
chr17,42964142,42964209,2,"2,3",0,1,1
chr17,42964209,42964584,3,"1,2,3",1,1,1
chr17,42964584,42964877,2,"2,3",0,1,1
chr17,42980326,42980352,2,"2,3",0,1,1
chr17,42980352,42980908,3,"1,2,3",1,1,1
chr17,42980908,42981094,2,"2,3",0,1,1
chr17,42998046,42998157,2,"2,3",0,1,1
chr17,42998157,42998678,3,"1,2,3",1,1,1
chr17,42998678,42998702,2,"2,3",0,1,1
chr17,42998702,42998825,3,"1,2,3",1,1,1
chr17,42998825,42998929,2,"1,3",1,0,1
chr17,43006561,43006719,2,"2,3",0,1,1
chr17,43006719,43007179,3,"1,2,3",1,1,1
chr17,43007179,43007261,2,"2,3",0,1,1
chr17,43021118,43021476,3,"1,2,3",1,1,1
chr17,43021476,43021506,2,"2,3",0,1,1
chr17,43021721,43021767,2,"1,3",1,0,1
chr17,43021767,43022244,3,"1,2,3",1,1,1
chr17,43022295,43022510,3,"1,2,3",1,1,1
chr17,43022510,43022518,2,"2,3",0,1,1
chr17,43024467,43024523,2,"1,3",1,0,1
chr17,43024523,43024803,3,"1,2,3",1,1,1
chr17,43024803,43024920,2,"1,3",1,0,1
chr17,43125053,43125124,2,"2,3",0,1,1
chr17,43125124,43125713,3,"1,2,3",1,1,1
chr17,43169967,43169984,2,"2,3",0,1,1
chr17,43169984,43170386,3,"1,2,3",1,1,1
chr17,43170386,43170508,2,"2,3",0,1,1
chr17,43171111,43171192,2,"1,3",1,0,1
chr17,43171192,43171402,3,"1,2,3",1,1,1
chr17,43211871,43212401,2,"2,3",0,1,1
chr17,43360373,43360401,2,"2,3",0,1,1
chr17,43360401,43360772,3,"1,2,3",1,1,1
chr17,43360772,43360807,2,"2,3",0,1,1
chr17,43360807,43360980,3,"1,2,3",1,1,1
chr17,43360980,43361101,2,"2,3",0,1,1
chr17,43361101,43361289,3,"1,2,3",1,1,1
chr17,43361289,43361370,2,"2,3",0,1,1
chr17,43367739,43367789,2,"1,3",1,0,1
chr17,43367789,43368132,3,"1,2,3",1,1,1
chr17,43368248,43368319,2,"2,3",0,1,1
chr17,43368727,43368994,2,"1,3",1,0,1
chr17,43369268,43369359,2,"2,3",0,1,1
chr17,43388380,43388623,2,"2,3",0,1,1
chr17,43388623,43388802,3,"1,2,3",1,1,1
chr17,43388802,43388910,2,"2,3",0,1,1
chr17,43389233,43389291,2,"2,3",0,1,1
chr17,43389291,43389684,3,"1,2,3",1,1,1
chr17,43398829,43399182,2,"1,3",1,0,1
chr17,43418785,43418894,2,"2,3",0,1,1
chr17,43418894,43419315,3,"1,2,3",1,1,1
chr17,43419315,43419354,2,"1,3",1,0,1
chr17,43483710,43483743,2,"2,3",0,1,1
chr17,43483743,43484196,3,"1,2,3",1,1,1
chr17,43484196,43484266,2,"2,3",0,1,1
chr17,43545675,43545820,2,"1,3",1,0,1
chr17,43545820,43545999,3,"1,2,3",1,1,1
chr17,43545999,43546135,2,"1,3",1,0,1
chr17,43720404,43721032,2,"1,3",1,0,1
chr17,43760438,43760814,2,"1,3",1,0,1
chr17,43778315,43778744,2,"2,3",0,1,1
chr17,43778802,43779429,2,"1,3",1,0,1
chr17,43878582,43878913,2,"1,3",1,0,1
chr17,44006458,44006983,2,"1,3",1,0,1
chr17,44006983,44007118,3,"1,2,3",1,1,1
chr17,44007118,44007439,2,"2,3",0,1,1
chr17,44014832,44015132,3,"1,2,3",1,1,1
chr17,44015132,44015152,2,"2,3",0,1,1
chr17,44066322,44066397,2,"1,3",1,0,1
chr17,44066397,44066648,3,"1,2,3",1,1,1
chr17,44066648,44066852,2,"1,3",1,0,1
chr17,44070530,44070547,2,"2,3",0,1,1
chr17,44070547,44071328,3,"1,2,3",1,1,1
chr17,44108743,44109021,2,"1,3",1,0,1
chr17,44123412,44123639,2,"1,3",1,0,1
chr17,44123639,44123716,3,"1,2,3",1,1,1
chr17,44123716,44123828,2,"2,3",0,1,1
chr17,44123828,44124288,3,"1,2,3",1,1,1
chr17,44124288,44124328,2,"2,3",0,1,1
chr17,44138089,44138106,2,"2,3",0,1,1
chr17,44138106,44138566,3,"1,2,3",1,1,1
chr17,44138566,44138578,2,"2,3",0,1,1
chr17,44141700,44141791,2,"2,3",0,1,1
chr17,44141791,44142228,3,"1,2,3",1,1,1
chr17,44186455,44186549,2,"1,3",1,0,1
chr17,44186549,44186693,3,"1,2,3",1,1,1
chr17,44186693,44186978,2,"2,3",0,1,1
chr17,44198940,44198966,3,"1,2,3",1,1,1
chr17,44198966,44199047,2,"1,3",1,0,1
chr17,44200372,44200431,2,"1,3",1,0,1
chr17,44200431,44200603,3,"1,2,3",1,1,1
chr17,44210412,44210503,2,"2,3",0,1,1
chr17,44210503,44210687,3,"1,2,3",1,1,1
chr17,44308396,44308586,2,"1,3",1,0,1
chr17,44308586,44308726,3,"1,2,3",1,1,1
chr17,44308726,44308849,2,"1,3",1,0,1
chr17,44324671,44325068,3,"1,2,3",1,1,1
chr17,44326735,44326894,2,"2,3",0,1,1
chr17,44326894,44327089,3,"1,2,3",1,1,1
chr17,44327089,44327139,2,"2,3",0,1,1
chr17,44344957,44345279,3,"1,2,3",1,1,1
chr17,44345279,44345365,2,"2,3",0,1,1
chr17,44345590,44346036,2,"1,3",1,0,1
chr17,44363524,44363645,2,"1,3",1,0,1
chr17,44363645,44363782,3,"1,2,3",1,1,1
chr17,44363782,44363984,2,"1,3",1,0,1
chr17,44556954,44557479,3,"1,2,3",1,1,1
chr17,44557479,44557692,2,"1,3",1,0,1
chr17,44587244,44587343,2,"2,3",0,1,1
chr17,44587343,44587741,3,"1,2,3",1,1,1
chr17,44587741,44587803,2,"1,3",1,0,1
chr17,44655978,44656017,2,"2,3",0,1,1
chr17,44656017,44656477,3,"1,2,3",1,1,1
chr17,44656477,44656508,2,"2,3",0,1,1
chr17,44689497,44689558,2,"2,3",0,1,1
chr17,44689558,44690118,3,"1,2,3",1,1,1
chr17,44690118,44690126,2,"2,3",0,1,1
chr17,44708441,44708480,2,"2,3",0,1,1
chr17,44708480,44708954,3,"1,2,3",1,1,1
chr17,44708954,44708986,2,"1,3",1,0,1
chr17,44794885,44795185,3,"1,2,3",1,1,1
chr17,44795185,44795236,2,"2,3",0,1,1
chr17,44899311,44899789,3,"1,2,3",1,1,1
chr17,44899789,44899821,2,"2,3",0,1,1
chr17,44947247,44947268,2,"1,3",1,0,1
chr17,44947268,44948010,3,"1,2,3",1,1,1
chr17,44948010,44948025,2,"2,3",0,1,1
chr17,44981313,44981520,2,"2,3",0,1,1
chr17,44981520,44981777,3,"1,2,3",1,1,1
chr17,44981777,44981980,2,"1,3",1,0,1
chr17,45019292,45019436,3,"1,2,3",1,1,1
chr17,45019436,45019448,2,"2,3",0,1,1
chr17,45021851,45022241,3,"1,2,3",1,1,1
chr17,45051312,45051348,2,"1,3",1,0,1
chr17,45051348,45051484,3,"1,2,3",1,1,1
chr17,45051484,45051596,2,"2,3",0,1,1
chr17,45060657,45061006,2,"1,3",1,0,1
chr17,45061089,45061273,2,"2,3",0,1,1
chr17,45061273,45061323,3,"1,2,3",1,1,1
chr17,45061323,45061534,2,"1,3",1,0,1
chr17,45099058,45099453,2,"2,3",0,1,1
chr17,45124036,45124566,2,"2,3",0,1,1
chr17,45132419,45132537,2,"2,3",0,1,1
chr17,45132936,45132957,2,"1,3",1,0,1
chr17,45132957,45133058,3,"1,2,3",1,1,1
chr17,45133058,45133110,2,"2,3",0,1,1
chr17,45133110,45133382,3,"1,2,3",1,1,1
chr17,45133382,45133450,2,"2,3",0,1,1
chr17,45135315,45135366,2,"2,3",0,1,1
chr17,45135366,45135760,3,"1,2,3",1,1,1
chr17,45135760,45135931,2,"1,3",1,0,1
chr17,45148128,45148148,2,"2,3",0,1,1
chr17,45148451,45148512,2,"2,3",0,1,1
chr17,45148512,45149036,3,"1,2,3",1,1,1
chr17,45149036,45149037,2,"2,3",0,1,1
chr17,45149199,45149230,2,"2,3",0,1,1
chr17,45149230,45149446,3,"1,2,3",1,1,1
chr17,45160861,45161122,2,"1,3",1,0,1
chr17,45161292,45161312,2,"2,3",0,1,1
chr17,45161312,45161890,3,"1,2,3",1,1,1
chr17,45161890,45162037,2,"2,3",0,1,1
chr17,45170950,45171341,2,"2,3",0,1,1
chr17,45171881,45172341,2,"1,3",1,0,1
chr17,45172694,45172807,2,"1,3",1,0,1
chr17,45172807,45172941,3,"1,2,3",1,1,1
chr17,45172941,45173154,2,"1,3",1,0,1
chr17,45197679,45197864,2,"1,3",1,0,1
chr17,45197864,45198139,3,"1,2,3",1,1,1
chr17,45198139,45198207,2,"2,3",0,1,1
chr17,45229120,45229285,2,"1,3",1,0,1
chr17,45229285,45229441,3,"1,2,3",1,1,1
chr17,45229441,45229555,2,"1,3",1,0,1
chr17,45247282,45247423,2,"2,3",0,1,1
chr17,45247423,45247683,3,"1,2,3",1,1,1
