chrom,start,end,num,list,ENCFF447PYN_MAFK_sorted.bed,ENCFF774ZGC_MAFK_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr19,38899781,38899993,3,"1,2,3",1,1,1
chr19,38899993,38900020,2,"2,3",0,1,1
chr19,38930589,38930939,2,"1,3",1,0,1
chr19,39073913,39074051,2,"2,3",0,1,1
chr19,39078649,39078660,2,"2,3",0,1,1
chr19,39078660,39078832,3,"1,2,3",1,1,1
chr19,39078832,39079157,2,"2,3",0,1,1
chr19,39341861,39342092,3,"1,2,3",1,1,1
chr19,39342092,39342102,2,"1,3",1,0,1
chr19,39391157,39391541,2,"2,3",0,1,1
chr19,39401470,39401689,2,"2,3",0,1,1
chr19,39403496,39403824,3,"1,2,3",1,1,1
chr19,39403824,39403895,2,"2,3",0,1,1
chr19,39430718,39430797,2,"2,3",0,1,1
chr19,39430797,39431183,3,"1,2,3",1,1,1
chr19,39431183,39431221,2,"2,3",0,1,1
chr19,39445417,39445452,2,"2,3",0,1,1
chr19,39445452,39445800,3,"1,2,3",1,1,1
chr19,39834183,39834567,2,"2,3",0,1,1
chr19,39970875,39971259,2,"2,3",0,1,1
chr19,40219848,40220001,2,"1,3",1,0,1
chr19,40220001,40220099,3,"1,2,3",1,1,1
chr19,40220099,40220198,2,"1,3",1,0,1
chr19,40421146,40421530,2,"2,3",0,1,1
chr19,40464423,40464426,2,"2,3",0,1,1
chr19,40464426,40464765,3,"1,2,3",1,1,1
chr19,40464765,40464796,2,"2,3",0,1,1
chr19,40666480,40666724,3,"1,2,3",1,1,1
chr19,40690804,40690849,2,"2,3",0,1,1
chr19,40690849,40691228,3,"1,2,3",1,1,1
chr19,40691228,40691268,2,"2,3",0,1,1
chr19,40714992,40715102,2,"1,3",1,0,1
chr19,40715102,40715198,3,"1,2,3",1,1,1
chr19,40715198,40715284,2,"1,3",1,0,1
chr19,40715576,40715586,2,"2,3",0,1,1
chr19,40715586,40716003,3,"1,2,3",1,1,1
chr19,40716003,40716020,2,"2,3",0,1,1
chr19,40716216,40716527,2,"2,3",0,1,1
chr19,40798679,40799063,2,"2,3",0,1,1
chr19,40920908,40920939,2,"2,3",0,1,1
chr19,40920939,40921607,3,"1,2,3",1,1,1
chr19,40921607,40921622,2,"2,3",0,1,1
chr19,41176180,41176530,3,"1,2,3",1,1,1
chr19,41176530,41176564,2,"2,3",0,1,1
chr19,41225573,41225641,2,"2,3",0,1,1
chr19,41225641,41225957,3,"1,2,3",1,1,1
chr19,41225957,41225991,2,"1,3",1,0,1
chr19,41263671,41264256,2,"2,3",0,1,1
chr19,41501364,41501395,2,"2,3",0,1,1
chr19,41501395,41501745,3,"1,2,3",1,1,1
chr19,41501745,41501861,2,"2,3",0,1,1
chr19,42217545,42217694,2,"1,3",1,0,1
chr19,42217694,42217895,3,"1,2,3",1,1,1
chr19,42217895,42218078,2,"2,3",0,1,1
chr19,42242976,42243360,2,"2,3",0,1,1
chr19,42244713,42245043,2,"2,3",0,1,1
chr19,42433608,42433968,2,"2,3",0,1,1
chr19,43533058,43533420,2,"2,3",0,1,1
chr19,43765132,43765516,2,"2,3",0,1,1
chr19,44025128,44025512,2,"2,3",0,1,1
chr19,44112902,44113123,2,"1,3",1,0,1
chr19,44259727,44259910,3,"1,2,3",1,1,1
chr19,44259910,44260029,2,"2,3",0,1,1
chr19,44654414,44654452,2,"2,3",0,1,1
chr19,44654452,44654709,3,"1,2,3",1,1,1
chr19,44654709,44654727,2,"2,3",0,1,1
chr19,44737705,44737940,2,"2,3",0,1,1
chr19,44741353,44741360,2,"2,3",0,1,1
chr19,44741360,44741710,3,"1,2,3",1,1,1
chr19,44741710,44741711,2,"2,3",0,1,1
chr19,44741920,44741954,2,"1,3",1,0,1
chr19,44741954,44742142,3,"1,2,3",1,1,1
chr19,44742142,44742270,2,"1,3",1,0,1
chr19,44747457,44748052,2,"2,3",0,1,1
chr19,44890340,44890681,2,"2,3",0,1,1
chr19,44915228,44915248,2,"2,3",0,1,1
chr19,44915248,44915283,3,"1,2,3",1,1,1
chr19,44927176,44927190,2,"2,3",0,1,1
chr19,44927190,44927450,3,"1,2,3",1,1,1
chr19,44927450,44927451,2,"2,3",0,1,1
chr19,45376504,45376600,2,"1,3",1,0,1
chr19,45478888,45478893,2,"1,3",1,0,1
chr19,45478893,45479051,3,"1,2,3",1,1,1
chr19,45479051,45479079,2,"2,3",0,1,1
chr19,45485821,45485825,2,"2,3",0,1,1
chr19,45485825,45486021,3,"1,2,3",1,1,1
chr19,45486021,45486039,2,"2,3",0,1,1
chr19,45584658,45584694,2,"2,3",0,1,1
chr19,45584694,45585087,3,"1,2,3",1,1,1
chr19,45585087,45585114,2,"2,3",0,1,1
chr19,45769325,45769709,2,"2,3",0,1,1
chr19,46221932,46222182,3,"1,2,3",1,1,1
chr19,46222182,46222238,2,"1,3",1,0,1
chr19,46271870,46271871,2,"2,3",0,1,1
chr19,46271871,46272192,3,"1,2,3",1,1,1
chr19,46373417,46373801,2,"2,3",0,1,1
chr19,46661158,46661542,2,"2,3",0,1,1
chr19,46924980,46925163,2,"2,3",0,1,1
chr19,47113142,47113152,2,"2,3",0,1,1
chr19,47113152,47113502,3,"1,2,3",1,1,1
chr19,47113502,47113526,2,"2,3",0,1,1
chr19,47256979,47257363,2,"2,3",0,1,1
chr19,47273180,47273296,2,"1,3",1,0,1
chr19,47273296,47273530,3,"1,2,3",1,1,1
chr19,47273530,47273755,2,"2,3",0,1,1
chr19,47289561,47289945,2,"2,3",0,1,1
chr19,48255587,48255606,2,"2,3",0,1,1
chr19,48255606,48255956,3,"1,2,3",1,1,1
chr19,48255956,48256063,2,"2,3",0,1,1
chr19,48291391,48291409,2,"2,3",0,1,1
chr19,48291409,48291557,3,"1,2,3",1,1,1
chr19,48333028,48333131,2,"2,3",0,1,1
chr19,48333131,48333233,3,"1,2,3",1,1,1
chr19,48333233,48333300,2,"2,3",0,1,1
chr19,48354552,48354573,2,"2,3",0,1,1
chr19,48354573,48354900,3,"1,2,3",1,1,1
chr19,48354900,48354922,2,"2,3",0,1,1
chr19,48363033,48363053,2,"1,3",1,0,1
chr19,48363053,48363233,3,"1,2,3",1,1,1
chr19,48363233,48363258,2,"1,3",1,0,1
chr19,48364096,48364130,2,"1,3",1,0,1
chr19,48364130,48364399,3,"1,2,3",1,1,1
chr19,48364399,48364446,2,"1,3",1,0,1
chr19,48487902,48488286,2,"2,3",0,1,1
chr19,48513465,48513474,2,"1,3",1,0,1
chr19,48513474,48513815,3,"1,2,3",1,1,1
chr19,48513815,48513831,2,"2,3",0,1,1
chr19,48819378,48819656,3,"1,2,3",1,1,1
chr19,48819656,48819696,2,"2,3",0,1,1
chr19,48872128,48872160,2,"2,3",0,1,1
chr19,48872160,48872430,3,"1,2,3",1,1,1
chr19,48872430,48872445,2,"2,3",0,1,1
chr19,49106576,49106640,2,"2,3",0,1,1
chr19,49106640,49106836,3,"1,2,3",1,1,1
chr19,49106836,49106855,2,"2,3",0,1,1
chr19,49127843,49127955,2,"1,3",1,0,1
chr19,49127955,49128142,3,"1,2,3",1,1,1
chr19,49128142,49128193,2,"1,3",1,0,1
chr19,49451709,49451714,2,"2,3",0,1,1
chr19,49496067,49496079,2,"2,3",0,1,1
chr19,49496079,49496429,3,"1,2,3",1,1,1
chr19,49496429,49496451,2,"2,3",0,1,1
chr19,49640244,49640266,2,"2,3",0,1,1
chr19,49640266,49640616,3,"1,2,3",1,1,1
chr19,49640616,49640628,2,"2,3",0,1,1
chr19,49676736,49676801,2,"1,3",1,0,1
chr19,49676801,49677086,3,"1,2,3",1,1,1
chr19,49677086,49677185,2,"2,3",0,1,1
chr19,49813504,49813578,2,"2,3",0,1,1
chr19,49869351,49869402,2,"1,3",1,0,1
chr19,49869402,49869701,3,"1,2,3",1,1,1
chr19,49869701,49869786,2,"2,3",0,1,1
chr19,49877494,49877624,2,"2,3",0,1,1
chr19,49877624,49877878,3,"1,2,3",1,1,1
chr19,49877878,49877974,2,"1,3",1,0,1
chr19,50301097,50301176,2,"2,3",0,1,1
chr19,50301176,50301338,3,"1,2,3",1,1,1
chr19,50461429,50461531,2,"1,3",1,0,1
chr19,50476286,50476299,2,"2,3",0,1,1
chr19,50476299,50476449,3,"1,2,3",1,1,1
chr19,50476449,50476522,2,"2,3",0,1,1
chr19,50511137,50511155,2,"2,3",0,1,1
chr19,50511155,50511290,3,"1,2,3",1,1,1
chr19,50511290,50511314,2,"2,3",0,1,1
chr19,50804739,50805123,2,"2,3",0,1,1
chr19,51394372,51394500,2,"1,3",1,0,1
chr19,51394500,51394621,3,"1,2,3",1,1,1
chr19,51394621,51394722,2,"1,3",1,0,1
chr19,51704144,51704528,2,"2,3",0,1,1
chr19,53852839,53852911,2,"2,3",0,1,1
chr19,53852911,53853033,3,"1,2,3",1,1,1
chr19,53853033,53853059,2,"1,3",1,0,1
chr19,54023904,54023972,2,"2,3",0,1,1
chr19,54159414,54159482,2,"1,3",1,0,1
chr19,54159482,54159681,3,"1,2,3",1,1,1
chr19,54159681,54159764,2,"1,3",1,0,1
chr19,54200817,54201201,2,"2,3",0,1,1
chr19,55189395,55189440,2,"2,3",0,1,1
chr19,55189440,55189779,3,"1,2,3",1,1,1
chr19,55189779,55189790,2,"1,3",1,0,1
chr19,55216505,55216514,2,"2,3",0,1,1
chr19,55216514,55216798,3,"1,2,3",1,1,1
chr19,55216798,55216812,2,"2,3",0,1,1
chr19,55447637,55448021,2,"2,3",0,1,1
chr19,55461701,55461743,2,"1,3",1,0,1
chr19,55461743,55462007,3,"1,2,3",1,1,1
chr19,55462007,55462051,2,"1,3",1,0,1
chr19,55476107,55476431,2,"2,3",0,1,1
chr19,55526409,55526793,2,"2,3",0,1,1
chr19,55634866,55635250,2,"2,3",0,1,1
chr19,55653727,55654111,2,"2,3",0,1,1
chr19,57320082,57320248,3,"1,2,3",1,1,1
chr19,57320248,57320297,2,"2,3",0,1,1
chr19,58278379,58278715,2,"2,3",0,1,1
chr19,58387049,58387399,2,"1,3",1,0,1
chr19,58394921,58395081,3,"1,2,3",1,1,1
chr19,58395081,58395100,2,"2,3",0,1,1
chr19,58519704,58519847,2,"1,3",1,0,1
chr19,58519847,58520054,3,"1,2,3",1,1,1
chr19,58520054,58520231,2,"2,3",0,1,1
chr19,58543739,58544123,2,"2,3",0,1,1
chr19,58581146,58581205,2,"2,3",0,1,1
chr19,58581205,58581422,3,"1,2,3",1,1,1
chr19,58581422,58581442,2,"2,3",0,1,1
chr2,676059,676232,3,"1,2,3",1,1,1
chr2,676232,676247,2,"1,3",1,0,1
chr2,3377776,3377780,2,"1,3",1,0,1
chr2,3377780,3378001,3,"1,2,3",1,1,1
chr2,3378001,3378005,2,"1,3",1,0,1
chr2,3519859,3519861,2,"2,3",0,1,1
chr2,3536139,3536523,2,"2,3",0,1,1
chr2,3558152,3558536,2,"2,3",0,1,1
chr2,3558855,3559024,2,"1,3",1,0,1
chr2,8598322,8598392,2,"2,3",0,1,1
chr2,8598392,8598583,3,"1,2,3",1,1,1
chr2,8662617,8662640,2,"2,3",0,1,1
chr2,8662640,8662736,3,"1,2,3",1,1,1
chr2,8662736,8662763,2,"2,3",0,1,1
chr2,8678728,8679076,2,"2,3",0,1,1
chr2,9112099,9112108,2,"2,3",0,1,1
chr2,9112108,9112439,3,"1,2,3",1,1,1
chr2,9112439,9112454,2,"2,3",0,1,1
chr2,9142596,9142967,2,"2,3",0,1,1
chr2,9554925,9555046,3,"1,2,3",1,1,1
chr2,9555046,9555065,2,"2,3",0,1,1
chr2,9753127,9753139,2,"2,3",0,1,1
chr2,9753139,9753489,3,"1,2,3",1,1,1
chr2,9753489,9753511,2,"2,3",0,1,1
chr2,10036104,10036139,2,"2,3",0,1,1
chr2,10036139,10036567,3,"1,2,3",1,1,1
chr2,10036567,10036598,2,"2,3",0,1,1
chr2,10120645,10120899,2,"2,3",0,1,1
chr2,10285506,10285556,2,"2,3",0,1,1
chr2,10285556,10285847,3,"1,2,3",1,1,1
chr2,10285847,10285894,2,"2,3",0,1,1
chr2,10447666,10447688,3,"1,2,3",1,1,1
chr2,10447688,10447698,2,"1,3",1,0,1
chr2,10584867,10585365,2,"2,3",0,1,1
chr2,11344860,11344895,2,"2,3",0,1,1
chr2,11344895,11345244,3,"1,2,3",1,1,1
chr2,11345244,11345245,2,"1,3",1,0,1
chr2,11389854,11389918,2,"2,3",0,1,1
chr2,11389918,11390166,3,"1,2,3",1,1,1
chr2,11390166,11390212,2,"2,3",0,1,1
chr2,11688345,11688707,2,"2,3",0,1,1
chr2,11744035,11744163,2,"1,3",1,0,1
chr2,11744163,11744338,3,"1,2,3",1,1,1
chr2,11744338,11744385,2,"1,3",1,0,1
chr2,19358787,19358897,2,"1,3",1,0,1
chr2,20066485,20066598,2,"1,3",1,0,1
chr2,20071420,20071770,2,"1,3",1,0,1
chr2,20166700,20166714,2,"1,3",1,0,1
chr2,20166714,20166902,3,"1,2,3",1,1,1
chr2,20166902,20166943,2,"1,3",1,0,1
chr2,20182553,20182594,2,"1,3",1,0,1
chr2,20182594,20182837,3,"1,2,3",1,1,1
chr2,20182837,20182844,2,"1,3",1,0,1
chr2,20579281,20579309,2,"2,3",0,1,1
chr2,20579309,20579573,3,"1,2,3",1,1,1
chr2,20584249,20584353,2,"2,3",0,1,1
chr2,20584353,20584496,3,"1,2,3",1,1,1
chr2,20584496,20584621,2,"2,3",0,1,1
chr2,20593537,20593576,2,"1,3",1,0,1
chr2,20593576,20593712,3,"1,2,3",1,1,1
chr2,20593712,20593786,2,"1,3",1,0,1
chr2,23927033,23927417,2,"2,3",0,1,1
chr2,24076202,24076324,2,"2,3",0,1,1
chr2,24076324,24076422,3,"1,2,3",1,1,1
chr2,24076422,24076586,2,"2,3",0,1,1
chr2,24111575,24111831,3,"1,2,3",1,1,1
chr2,24111831,24111832,2,"2,3",0,1,1
chr2,24971929,24972279,2,"1,3",1,0,1
chr2,25078502,25079052,2,"1,3",1,0,1
chr2,25362014,25362022,2,"1,3",1,0,1
chr2,25362022,25362308,3,"1,2,3",1,1,1
chr2,25362308,25362319,2,"2,3",0,1,1
chr2,25878541,25878592,2,"2,3",0,1,1
chr2,25878592,25878869,3,"1,2,3",1,1,1
chr2,25997678,25997718,2,"2,3",0,1,1
chr2,25997718,25998074,3,"1,2,3",1,1,1
chr2,25998074,25998109,2,"2,3",0,1,1
chr2,26018208,26018447,3,"1,2,3",1,1,1
chr2,26018447,26018478,2,"2,3",0,1,1
chr2,26846392,26846628,2,"2,3",0,1,1
chr2,27050763,27051113,2,"1,3",1,0,1
chr2,27085607,27085639,2,"2,3",0,1,1
chr2,27085639,27085865,3,"1,2,3",1,1,1
chr2,27085865,27085872,2,"2,3",0,1,1
chr2,27134474,27134858,2,"2,3",0,1,1
chr2,27706239,27706287,2,"2,3",0,1,1
chr2,27706287,27706459,3,"1,2,3",1,1,1
chr2,27706459,27706513,2,"2,3",0,1,1
chr2,27891082,27891136,2,"2,3",0,1,1
chr2,27891136,27891335,3,"1,2,3",1,1,1
chr2,28711711,28711970,2,"2,3",0,1,1
chr2,30146399,30146451,2,"1,3",1,0,1
chr2,30146451,30146708,3,"1,2,3",1,1,1
chr2,30146708,30146749,2,"1,3",1,0,1
chr2,31233832,31234216,2,"2,3",0,1,1
chr2,31812183,31812482,2,"2,3",0,1,1
chr2,32165712,32166096,2,"2,3",0,1,1
chr2,32357015,32357399,2,"2,3",0,1,1
chr2,33275769,33275796,2,"2,3",0,1,1
chr2,33275796,33276094,3,"1,2,3",1,1,1
chr2,36966369,36966753,2,"2,3",0,1,1
chr2,38077177,38077208,2,"2,3",0,1,1
chr2,38077208,38077302,3,"1,2,3",1,1,1
chr2,38146905,38146942,2,"1,3",1,0,1
chr2,38146942,38147167,3,"1,2,3",1,1,1
chr2,38147167,38147174,2,"1,3",1,0,1
chr2,38997810,38998123,3,"1,2,3",1,1,1
chr2,38998123,38998140,2,"2,3",0,1,1
chr2,39436749,39436778,2,"2,3",0,1,1
chr2,39436778,39437128,3,"1,2,3",1,1,1
chr2,39437128,39437133,2,"2,3",0,1,1
chr2,41840754,41841138,2,"2,3",0,1,1
chr2,41933888,41934282,3,"1,2,3",1,1,1
chr2,41934282,41934294,2,"2,3",0,1,1
chr2,42133238,42133331,3,"1,2,3",1,1,1
chr2,42133331,42133433,2,"2,3",0,1,1
chr2,42141662,42141669,2,"2,3",0,1,1
chr2,42141669,42141976,3,"1,2,3",1,1,1
chr2,42141976,42142004,2,"2,3",0,1,1
chr2,45009987,45010119,2,"2,3",0,1,1
chr2,46073421,46073451,2,"1,3",1,0,1
chr2,46073451,46073771,3,"1,2,3",1,1,1
chr2,46073771,46073835,2,"2,3",0,1,1
chr2,46543001,46543369,2,"2,3",0,1,1
chr2,46855233,46855332,2,"1,3",1,0,1
chr2,46855332,46855551,3,"1,2,3",1,1,1
chr2,46855551,46855784,2,"1,3",1,0,1
chr2,46909659,46910251,2,"2,3",0,1,1
chr2,46955059,46955074,2,"2,3",0,1,1
chr2,46955074,46955424,3,"1,2,3",1,1,1
chr2,46955424,46955443,2,"2,3",0,1,1
chr2,47034065,47034355,2,"2,3",0,1,1
chr2,47191544,47191667,3,"1,2,3",1,1,1
chr2,47191667,47191681,2,"2,3",0,1,1
chr2,47192377,47192727,2,"1,3",1,0,1
chr2,47193161,47193183,2,"2,3",0,1,1
chr2,47193183,47193399,3,"1,2,3",1,1,1
chr2,47345087,47345471,2,"2,3",0,1,1
chr2,54533008,54533373,2,"2,3",0,1,1
chr2,54570980,54571168,2,"2,3",0,1,1
chr2,54572371,54572591,2,"2,3",0,1,1
chr2,55111814,55111824,2,"1,3",1,0,1
chr2,55111824,55111996,3,"1,2,3",1,1,1
chr2,55111996,55111998,2,"1,3",1,0,1
chr2,55425372,55425439,2,"1,3",1,0,1
chr2,55425439,55425722,3,"1,2,3",1,1,1
chr2,55425722,55425823,2,"2,3",0,1,1
chr2,55862747,55862803,2,"2,3",0,1,1
chr2,55862803,55863052,3,"1,2,3",1,1,1
chr2,56741536,56741920,2,"2,3",0,1,1
chr2,61144867,61145244,2,"2,3",0,1,1
chr2,61854488,61854872,2,"2,3",0,1,1
chr2,61888564,61888944,2,"2,3",0,1,1
chr2,62456670,62457051,2,"2,3",0,1,1
chr2,63888766,63888965,3,"1,2,3",1,1,1
chr2,63888965,63888992,2,"2,3",0,1,1
chr2,64453196,64453558,2,"2,3",0,1,1
chr2,64644341,64644366,2,"2,3",0,1,1
chr2,64644366,64644632,3,"1,2,3",1,1,1
chr2,64644632,64644668,2,"2,3",0,1,1
chr2,65065053,65065090,2,"2,3",0,1,1
chr2,65065090,65065437,3,"1,2,3",1,1,1
chr2,65065437,65065440,2,"1,3",1,0,1
chr2,67561537,67561565,2,"2,3",0,1,1
chr2,67561565,67561915,3,"1,2,3",1,1,1
chr2,67561915,67561921,2,"2,3",0,1,1
chr2,68943545,68943838,2,"2,3",0,1,1
chr2,68971830,68972214,2,"2,3",0,1,1
chr2,69012886,69012947,2,"1,3",1,0,1
chr2,69253710,69253997,2,"1,3",1,0,1
chr2,69254007,69254391,2,"2,3",0,1,1
chr2,70142343,70142345,2,"1,3",1,0,1
chr2,70142345,70142529,3,"1,2,3",1,1,1
chr2,70142529,70142562,2,"2,3",0,1,1
chr2,70686933,70686935,2,"2,3",0,1,1
chr2,70686935,70687140,3,"1,2,3",1,1,1
chr2,70687140,70687141,2,"2,3",0,1,1
chr2,70767798,70767865,2,"2,3",0,1,1
chr2,70767917,70768182,2,"2,3",0,1,1
chr2,73063900,73064259,3,"1,2,3",1,1,1
chr2,73064259,73064273,2,"2,3",0,1,1
chr2,73070756,73070805,2,"2,3",0,1,1
chr2,73070805,73071090,3,"1,2,3",1,1,1
chr2,73071181,73071203,2,"2,3",0,1,1
chr2,73926659,73926882,3,"1,2,3",1,1,1
chr2,73926882,73926907,2,"2,3",0,1,1
chr2,74454813,74454935,2,"1,3",1,0,1
chr2,74454935,74455112,3,"1,2,3",1,1,1
chr2,74455112,74455163,2,"1,3",1,0,1
chr2,74472650,74473034,2,"2,3",0,1,1
chr2,85437627,85437698,2,"2,3",0,1,1
chr2,85437698,85437820,3,"1,2,3",1,1,1
chr2,85437820,85437924,2,"2,3",0,1,1
chr2,85729095,85729445,2,"1,3",1,0,1
chr2,86563367,86563396,2,"2,3",0,1,1
chr2,86563396,86563625,3,"1,2,3",1,1,1
chr2,86563625,86563664,2,"1,3",1,0,1
chr2,88628135,88628351,2,"2,3",0,1,1
chr2,97664432,97664555,2,"2,3",0,1,1
chr2,97664555,97664616,3,"1,2,3",1,1,1
chr2,99336167,99336551,2,"2,3",0,1,1
chr2,101517356,101517451,2,"2,3",0,1,1
chr2,101517451,101517583,3,"1,2,3",1,1,1
chr2,101517583,101517732,2,"2,3",0,1,1
chr2,102064204,102064223,2,"2,3",0,1,1
chr2,102064223,102064553,3,"1,2,3",1,1,1
chr2,102065802,102066075,3,"1,2,3",1,1,1
chr2,102066075,102066093,2,"1,3",1,0,1
chr2,108362496,108362754,2,"2,3",0,1,1
chr2,108385560,108385944,2,"2,3",0,1,1
chr2,108719252,108719323,2,"2,3",0,1,1
chr2,108719323,108719636,3,"1,2,3",1,1,1
chr2,108719636,108719673,2,"1,3",1,0,1
chr2,108786968,108786996,2,"2,3",0,1,1
chr2,108786996,108787193,3,"1,2,3",1,1,1
chr2,109604639,109604651,2,"2,3",0,1,1
chr2,109604651,109605009,3,"1,2,3",1,1,1
chr2,111321100,111321149,2,"2,3",0,1,1
chr2,111321149,111321331,3,"1,2,3",1,1,1
chr2,112275233,112275236,2,"2,3",0,1,1
chr2,113211202,113211297,2,"1,3",1,0,1
chr2,113211297,113211426,3,"1,2,3",1,1,1
chr2,113211426,113211503,2,"1,3",1,0,1
chr2,113225906,113225919,2,"2,3",0,1,1
chr2,113225919,113225997,3,"1,2,3",1,1,1
chr2,113240159,113240163,2,"2,3",0,1,1
chr2,113240163,113240455,3,"1,2,3",1,1,1
chr2,113240455,113240546,2,"2,3",0,1,1
chr2,113240855,113240870,2,"2,3",0,1,1
chr2,113240870,113241161,3,"1,2,3",1,1,1
chr2,113241161,113241230,2,"2,3",0,1,1
chr2,117856420,117856478,2,"1,3",1,0,1
chr2,117856478,117856616,3,"1,2,3",1,1,1
chr2,117856616,117856915,2,"2,3",0,1,1
chr2,118088112,118088159,2,"2,3",0,1,1
chr2,118088159,118088414,3,"1,2,3",1,1,1
chr2,118088414,118088464,2,"2,3",0,1,1
chr2,119366369,119366553,2,"1,3",1,0,1
chr2,119431441,119431501,2,"2,3",0,1,1
chr2,119431501,119431805,3,"1,2,3",1,1,1
chr2,119431805,119431829,2,"2,3",0,1,1
chr2,121531036,121531055,2,"2,3",0,1,1
chr2,121531055,121531361,3,"1,2,3",1,1,1
chr2,127025670,127025730,2,"2,3",0,1,1
chr2,127025730,127026039,3,"1,2,3",1,1,1
chr2,130241083,130241467,2,"2,3",0,1,1
chr2,130727942,130728326,2,"2,3",0,1,1
chr2,132416394,132416472,2,"2,3",0,1,1
chr2,132416472,132416619,3,"1,2,3",1,1,1
chr2,132416619,132416648,2,"1,3",1,0,1
chr2,133265322,133265405,3,"1,2,3",1,1,1
chr2,133265405,133265443,2,"2,3",0,1,1
chr2,133435273,133435414,2,"1,3",1,0,1
chr2,133435414,133435526,3,"1,2,3",1,1,1
chr2,133435526,133435623,2,"1,3",1,0,1
chr2,135742463,135742467,2,"2,3",0,1,1
chr2,135742467,135742518,3,"1,2,3",1,1,1
chr2,142868217,142868446,2,"1,3",1,0,1
chr2,142874375,142874379,2,"1,3",1,0,1
chr2,142874379,142874725,3,"1,2,3",1,1,1
chr2,142874725,142874763,2,"2,3",0,1,1
chr2,150166399,150166415,2,"2,3",0,1,1
chr2,150166415,150166752,3,"1,2,3",1,1,1
chr2,157173933,157173972,2,"2,3",0,1,1
chr2,157173972,157174251,3,"1,2,3",1,1,1
chr2,157174251,157174252,2,"1,3",1,0,1
chr2,161308281,161308665,2,"2,3",0,1,1
chr2,166411439,166411440,2,"1,3",1,0,1
chr2,166411440,166411443,3,"1,2,3",1,1,1
chr2,169584673,169584914,3,"1,2,3",1,1,1
chr2,173159885,173160269,2,"2,3",0,1,1
chr2,175167952,175168336,2,"2,3",0,1,1
chr2,177263851,177263940,2,"1,3",1,0,1
chr2,177263940,177264184,3,"1,2,3",1,1,1
chr2,177264184,177264201,2,"1,3",1,0,1
chr2,178025628,178025641,2,"1,3",1,0,1
chr2,178025641,178025955,3,"1,2,3",1,1,1
chr2,178025955,178026025,2,"2,3",0,1,1
chr2,178522980,178523322,2,"2,3",0,1,1
chr2,180980434,180980486,2,"1,3",1,0,1
chr2,180980486,180980719,3,"1,2,3",1,1,1
chr2,180980719,180980784,2,"1,3",1,0,1
chr2,186641778,186641916,2,"2,3",0,1,1
chr2,186641916,186642039,3,"1,2,3",1,1,1
chr2,186642039,186642055,2,"2,3",0,1,1
chr2,189661109,189661122,2,"2,3",0,1,1
chr2,189661122,189661472,3,"1,2,3",1,1,1
chr2,189661472,189661493,2,"2,3",0,1,1
chr2,189674887,189674888,2,"1,3",1,0,1
chr2,189674888,189675009,3,"1,2,3",1,1,1
chr2,189934000,189934349,2,"1,3",1,0,1
chr2,190880309,190880617,2,"1,3",1,0,1
chr2,191020875,191020962,2,"1,3",1,0,1
chr2,191020962,191021153,3,"1,2,3",1,1,1
chr2,191021153,191021225,2,"1,3",1,0,1
chr2,191171700,191172050,2,"1,3",1,0,1
chr2,191219444,191219828,2,"2,3",0,1,1
chr2,191247794,191247866,2,"1,3",1,0,1
chr2,191247866,191247971,3,"1,2,3",1,1,1
chr2,191247971,191248070,2,"1,3",1,0,1
chr2,191677894,191678278,2,"2,3",0,1,1
chr2,196069125,196069180,2,"2,3",0,1,1
chr2,197499941,197500325,2,"2,3",0,1,1
chr2,197576206,197576368,3,"1,2,3",1,1,1
chr2,197576368,197576384,2,"2,3",0,1,1
chr2,197704892,197705030,3,"1,2,3",1,1,1
chr2,197705030,197705041,2,"1,3",1,0,1
chr2,199459743,199459840,2,"1,3",1,0,1
chr2,200306337,200306461,2,"2,3",0,1,1
chr2,200713037,200713421,2,"2,3",0,1,1
chr2,200864525,200864909,2,"2,3",0,1,1
chr2,201116356,201116706,2,"1,3",1,0,1
chr2,201182955,201182963,2,"1,3",1,0,1
chr2,201182963,201183196,3,"1,2,3",1,1,1
chr2,201780994,201780997,2,"2,3",0,1,1
chr2,201780997,201781216,3,"1,2,3",1,1,1
chr2,201781216,201781220,2,"2,3",0,1,1
chr2,203014438,203014450,2,"2,3",0,1,1
chr2,203014450,203014745,3,"1,2,3",1,1,1
chr2,203014745,203014748,2,"2,3",0,1,1
chr2,207163624,207163838,2,"2,3",0,1,1
chr2,207258532,207258582,2,"1,3",1,0,1
chr2,207258582,207258882,3,"1,2,3",1,1,1
chr2,207258882,207258966,2,"2,3",0,1,1
chr2,207684353,207684415,2,"2,3",0,1,1
chr2,207684415,207684585,3,"1,2,3",1,1,1
chr2,207684585,207684598,2,"2,3",0,1,1
chr2,207869879,207869908,2,"2,3",0,1,1
chr2,207869908,207870188,3,"1,2,3",1,1,1
chr2,208025257,208025461,2,"2,3",0,1,1
chr2,216412269,216412619,2,"1,3",1,0,1
chr2,216498591,216498599,2,"1,3",1,0,1
chr2,217902714,217903098,2,"2,3",0,1,1
chr2,218356664,218356936,2,"2,3",0,1,1
chr2,218963237,218963250,2,"2,3",0,1,1
chr2,218963250,218963483,3,"1,2,3",1,1,1
chr2,218963483,218963525,2,"2,3",0,1,1
chr2,219217888,219218123,3,"1,2,3",1,1,1
chr2,219218123,219218143,2,"2,3",0,1,1
