chrom,start,end,num,list,ENCFF238OMP_MAZ_sorted.bed,ENCFF509HNG_MAZ_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr17,45431530,45431820,3,"1,2,3",1,1,1
chr17,45431820,45431894,2,"2,3",0,1,1
chr17,45440121,45440127,2,"1,3",1,0,1
chr17,45440127,45440465,3,"1,2,3",1,1,1
chr17,45440465,45440491,2,"2,3",0,1,1
chr17,45894164,45894337,2,"1,3",1,0,1
chr17,45894337,45894435,3,"1,2,3",1,1,1
chr17,45894435,45894508,2,"1,3",1,0,1
chr17,46193210,46193574,2,"2,3",0,1,1
chr17,46193843,46194299,2,"2,3",0,1,1
chr17,46922877,46922926,2,"2,3",0,1,1
chr17,46922926,46923241,3,"1,2,3",1,1,1
chr17,46923241,46923270,2,"1,3",1,0,1
chr17,46944940,46945284,2,"1,3",1,0,1
chr17,47323721,47324085,2,"2,3",0,1,1
chr17,47649676,47649743,2,"2,3",0,1,1
chr17,47649743,47650081,3,"1,2,3",1,1,1
chr17,47650578,47650845,2,"2,3",0,1,1
chr17,47693713,47693935,2,"2,3",0,1,1
chr17,47810359,47810723,2,"2,3",0,1,1
chr17,47821608,47821617,2,"2,3",0,1,1
chr17,47821617,47821972,3,"1,2,3",1,1,1
chr17,47821972,47822040,2,"1,3",1,0,1
chr17,47831389,47831431,2,"1,3",1,0,1
chr17,47831431,47831733,3,"1,2,3",1,1,1
chr17,47831733,47831795,2,"2,3",0,1,1
chr17,47850852,47850880,2,"2,3",0,1,1
chr17,47850880,47851216,3,"1,2,3",1,1,1
chr17,47851216,47851224,2,"1,3",1,0,1
chr17,47884188,47884752,2,"2,3",0,1,1
chr17,47895776,47895791,2,"2,3",0,1,1
chr17,47895791,47896135,3,"1,2,3",1,1,1
chr17,47896135,47896140,2,"2,3",0,1,1
chr17,47896347,47896422,2,"2,3",0,1,1
chr17,47896422,47896639,3,"1,2,3",1,1,1
chr17,47896639,47896714,2,"2,3",0,1,1
chr17,47941612,47941956,2,"1,3",1,0,1
chr17,47957644,47958008,2,"2,3",0,1,1
chr17,47970719,47970778,2,"1,3",1,0,1
chr17,47970778,47970979,3,"1,2,3",1,1,1
chr17,47970979,47971063,2,"1,3",1,0,1
chr17,48023785,48023863,2,"1,3",1,0,1
chr17,48023863,48024227,3,"1,2,3",1,1,1
chr17,48024227,48024295,2,"1,3",1,0,1
chr17,48025071,48025676,2,"2,3",0,1,1
chr17,48026490,48026818,2,"2,3",0,1,1
chr17,48048127,48048491,2,"2,3",0,1,1
chr17,48054146,48054443,2,"2,3",0,1,1
chr17,48101206,48101295,2,"1,3",1,0,1
chr17,48101295,48101550,3,"1,2,3",1,1,1
chr17,48101550,48101659,2,"2,3",0,1,1
chr17,48107495,48107737,2,"2,3",0,1,1
chr17,48107737,48107859,3,"1,2,3",1,1,1
chr17,48107859,48108039,2,"1,3",1,0,1
chr17,48160595,48160959,2,"2,3",0,1,1
chr17,48457231,48457596,2,"2,3",0,1,1
chr17,48522097,48522660,2,"2,3",0,1,1
chr17,48610483,48610871,2,"2,3",0,1,1
chr17,48610974,48611145,2,"2,3",0,1,1
chr17,48830900,48830922,2,"2,3",0,1,1
chr17,48830922,48831264,3,"1,2,3",1,1,1
chr17,48831264,48831266,2,"1,3",1,0,1
chr17,48892124,48892228,2,"1,3",1,0,1
chr17,48892228,48892468,3,"1,2,3",1,1,1
chr17,48892468,48892592,2,"2,3",0,1,1
chr17,48908133,48908135,2,"1,3",1,0,1
chr17,48908135,48908477,3,"1,2,3",1,1,1
chr17,48908477,48908699,2,"2,3",0,1,1
chr17,48944728,48945072,2,"1,3",1,0,1
chr17,49192791,49192851,2,"1,3",1,0,1
chr17,49192851,49193215,3,"1,2,3",1,1,1
chr17,49193215,49193246,2,"1,3",1,0,1
chr17,49362042,49362184,2,"2,3",0,1,1
chr17,49362330,49362347,2,"1,3",1,0,1
chr17,49362347,49362674,3,"1,2,3",1,1,1
chr17,49362674,49362675,2,"2,3",0,1,1
chr17,49408053,49408397,2,"1,3",1,0,1
chr17,49414733,49414776,2,"2,3",0,1,1
chr17,49414776,49415097,3,"1,2,3",1,1,1
chr17,49415097,49415120,2,"1,3",1,0,1
chr17,49495312,49495676,2,"2,3",0,1,1
chr17,49508355,49508418,2,"2,3",0,1,1
chr17,49508418,49508719,3,"1,2,3",1,1,1
chr17,49508719,49508762,2,"1,3",1,0,1
chr17,49567876,49568191,2,"2,3",0,1,1
chr17,49570011,49570375,2,"2,3",0,1,1
chr17,49575615,49575979,2,"2,3",0,1,1
chr17,49707899,49707958,2,"2,3",0,1,1
chr17,49707958,49708302,3,"1,2,3",1,1,1
chr17,49708302,49708468,2,"2,3",0,1,1
chr17,49788994,49789358,2,"2,3",0,1,1
chr17,49887136,49887280,2,"1,3",1,0,1
chr17,49887280,49887480,3,"1,2,3",1,1,1
chr17,49887480,49887847,2,"2,3",0,1,1
chr17,49996631,49996936,2,"2,3",0,1,1
chr17,50055787,50055801,2,"1,3",1,0,1
chr17,50055801,50056131,3,"1,2,3",1,1,1
chr17,50056131,50056165,2,"2,3",0,1,1
chr17,50095079,50095125,2,"1,3",1,0,1
chr17,50095125,50095423,3,"1,2,3",1,1,1
chr17,50095423,50095489,2,"2,3",0,1,1
chr17,50151072,50151089,2,"2,3",0,1,1
chr17,50151089,50151291,3,"1,2,3",1,1,1
chr17,50152072,50152088,2,"2,3",0,1,1
chr17,50152088,50152432,3,"1,2,3",1,1,1
chr17,50152432,50152436,2,"2,3",0,1,1
chr17,50161436,50161800,2,"2,3",0,1,1
chr17,50178248,50178612,2,"2,3",0,1,1
chr17,50200531,50200895,2,"2,3",0,1,1
chr17,50372796,50373359,2,"2,3",0,1,1
chr17,50397384,50397420,2,"2,3",0,1,1
chr17,50397420,50397748,3,"1,2,3",1,1,1
chr17,50397748,50397908,2,"1,3",1,0,1
chr17,50478667,50479212,2,"2,3",0,1,1
chr17,50532375,50532437,2,"2,3",0,1,1
chr17,50532437,50532739,3,"1,2,3",1,1,1
chr17,50532739,50532781,2,"1,3",1,0,1
chr17,50534302,50534666,2,"2,3",0,1,1
chr17,50719274,50719638,2,"2,3",0,1,1
chr17,50845411,50845775,2,"2,3",0,1,1
chr17,50865508,50865568,2,"1,3",1,0,1
chr17,50865568,50865727,3,"1,2,3",1,1,1
chr17,50865895,50865932,2,"2,3",0,1,1
chr17,50866129,50866473,2,"1,3",1,0,1
chr17,50866521,50866964,2,"2,3",0,1,1
chr17,50867521,50867885,2,"2,3",0,1,1
chr17,50904508,50904583,2,"1,3",1,0,1
chr17,50904583,50904947,3,"1,2,3",1,1,1
chr17,50904947,50905051,2,"1,3",1,0,1
chr17,50915168,50915394,2,"2,3",0,1,1
chr17,50944518,50944598,2,"2,3",0,1,1
chr17,50944598,50944882,3,"1,2,3",1,1,1
chr17,50944882,50944942,2,"1,3",1,0,1
chr17,50948283,50948500,2,"2,3",0,1,1
chr17,50950115,50950479,2,"2,3",0,1,1
chr17,50950793,50951157,2,"2,3",0,1,1
chr17,51153329,51153356,2,"2,3",0,1,1
chr17,51153356,51153693,3,"1,2,3",1,1,1
chr17,51153693,51153700,2,"1,3",1,0,1
chr17,51167070,51167356,2,"2,3",0,1,1
chr17,51260209,51260302,2,"2,3",0,1,1
chr17,51260302,51260489,3,"1,2,3",1,1,1
chr17,51260489,51260587,2,"2,3",0,1,1
chr17,54900548,54900912,2,"2,3",0,1,1
chr17,54968870,54969234,2,"2,3",0,1,1
chr17,55264740,55265104,2,"2,3",0,1,1
chr17,55750822,55750926,2,"1,3",1,0,1
chr17,55750926,55751068,3,"1,2,3",1,1,1
chr17,55751068,55751166,2,"1,3",1,0,1
chr17,56592538,56592848,2,"2,3",0,1,1
chr17,56593761,56593875,2,"1,3",1,0,1
chr17,56593875,56594105,3,"1,2,3",1,1,1
chr17,56594105,56594239,2,"2,3",0,1,1
chr17,56833975,56834548,2,"2,3",0,1,1
chr17,56913943,56913993,2,"1,3",1,0,1
chr17,56913993,56914287,3,"1,2,3",1,1,1
chr17,56914287,56914357,2,"2,3",0,1,1
chr17,56960882,56960972,2,"1,3",1,0,1
chr17,56960972,56961192,3,"1,2,3",1,1,1
chr17,56961192,56961226,2,"1,3",1,0,1
chr17,56977717,56977987,2,"2,3",0,1,1
chr17,57084703,57085002,2,"1,3",1,0,1
chr17,57085075,57085274,2,"2,3",0,1,1
chr17,57085475,57085819,2,"1,3",1,0,1
chr17,57255791,57256135,2,"1,3",1,0,1
chr17,57256225,57256430,2,"2,3",0,1,1
chr17,57256878,57257106,2,"2,3",0,1,1
chr17,57440607,57440951,2,"1,3",1,0,1
chr17,57441054,57441493,2,"2,3",0,1,1
chr17,57480896,57481199,2,"1,3",1,0,1
chr17,57783281,57783311,2,"2,3",0,1,1
chr17,57783311,57783645,3,"1,2,3",1,1,1
chr17,57783645,57783655,2,"1,3",1,0,1
chr17,57833964,57834390,2,"2,3",0,1,1
chr17,57868148,57868220,2,"2,3",0,1,1
chr17,57868220,57868512,3,"1,2,3",1,1,1
chr17,57868512,57868672,2,"1,3",1,0,1
chr17,57954523,57954867,2,"1,3",1,0,1
chr17,57955401,57955765,2,"2,3",0,1,1
chr17,57995429,57995773,2,"1,3",1,0,1
chr17,58007170,58007311,2,"2,3",0,1,1
chr17,58007311,58007698,3,"1,2,3",1,1,1
chr17,58007698,58007762,2,"1,3",1,0,1
chr17,58083494,58083651,2,"1,3",1,0,1
chr17,58083651,58083838,3,"1,2,3",1,1,1
chr17,58083838,58084015,2,"2,3",0,1,1
chr17,58084624,58084965,2,"1,3",1,0,1
chr17,58218948,58219312,2,"2,3",0,1,1
chr17,58352210,58352215,2,"2,3",0,1,1
chr17,58352215,58352559,3,"1,2,3",1,1,1
chr17,58352559,58352574,2,"2,3",0,1,1
chr17,58417523,58417595,2,"2,3",0,1,1
chr17,58417595,58417827,3,"1,2,3",1,1,1
chr17,58417827,58417852,2,"2,3",0,1,1
chr17,58514470,58514566,2,"2,3",0,1,1
chr17,58514566,58514758,3,"1,2,3",1,1,1
chr17,58514758,58514789,2,"1,3",1,0,1
chr17,58517630,58517931,2,"1,3",1,0,1
chr17,58517931,58517974,3,"1,2,3",1,1,1
chr17,58517974,58518135,2,"2,3",0,1,1
chr17,58518147,58518161,2,"1,3",1,0,1
chr17,58518161,58518325,3,"1,2,3",1,1,1
chr17,58518325,58518491,2,"1,3",1,0,1
chr17,58531818,58532182,2,"2,3",0,1,1
chr17,59155181,59155261,2,"1,3",1,0,1
chr17,59155261,59155423,3,"1,2,3",1,1,1
chr17,59155423,59155525,2,"1,3",1,0,1
chr17,59209755,59209764,2,"2,3",0,1,1
chr17,59209764,59210119,3,"1,2,3",1,1,1
chr17,59210119,59210307,2,"1,3",1,0,1
chr17,59220276,59220298,2,"2,3",0,1,1
chr17,59220298,59220640,3,"1,2,3",1,1,1
chr17,59220640,59220642,2,"1,3",1,0,1
chr17,59331464,59331522,2,"1,3",1,0,1
chr17,59331522,59331808,3,"1,2,3",1,1,1
chr17,59331808,59332085,2,"2,3",0,1,1
chr17,59372402,59372766,2,"2,3",0,1,1
chr17,59406965,59407309,2,"1,3",1,0,1
chr17,59440831,59440869,2,"2,3",0,1,1
chr17,59565310,59565372,2,"2,3",0,1,1
chr17,59565372,59565782,3,"1,2,3",1,1,1
chr17,59565782,59565817,2,"2,3",0,1,1
chr17,59619246,59619547,2,"2,3",0,1,1
chr17,59619631,59619659,2,"2,3",0,1,1
chr17,59619659,59619892,3,"1,2,3",1,1,1
chr17,59619892,59619908,2,"2,3",0,1,1
chr17,59707384,59707560,2,"1,3",1,0,1
chr17,59707560,59707654,3,"1,2,3",1,1,1
chr17,59707654,59707930,2,"1,3",1,0,1
chr17,59786415,59786554,2,"2,3",0,1,1
chr17,59786554,59786898,3,"1,2,3",1,1,1
chr17,59786898,59786984,2,"2,3",0,1,1
chr17,62423609,62423973,2,"2,3",0,1,1
chr17,62627016,62627342,2,"1,3",1,0,1
chr17,62627620,62627984,2,"2,3",0,1,1
chr17,62671602,62671770,2,"2,3",0,1,1
chr17,62671770,62671966,3,"1,2,3",1,1,1
chr17,62671966,62672114,2,"1,3",1,0,1
chr17,62703055,62703057,2,"1,3",1,0,1
chr17,62703057,62703421,3,"1,2,3",1,1,1
chr17,62703421,62703634,2,"1,3",1,0,1
chr17,62703946,62704310,2,"2,3",0,1,1
chr17,62704562,62704807,2,"2,3",0,1,1
chr17,62800596,62800960,2,"2,3",0,1,1
chr17,62808182,62808183,2,"1,3",1,0,1
chr17,62808183,62808526,3,"1,2,3",1,1,1
chr17,62808526,62808726,2,"2,3",0,1,1
chr17,63433257,63433517,2,"1,3",1,0,1
chr17,63435363,63435387,2,"1,3",1,0,1
chr17,63435387,63435707,3,"1,2,3",1,1,1
chr17,63435707,63435751,2,"2,3",0,1,1
chr17,63445619,63445639,2,"1,3",1,0,1
chr17,63445639,63445963,3,"1,2,3",1,1,1
chr17,63445963,63446003,2,"2,3",0,1,1
chr17,63446625,63446786,2,"1,3",1,0,1
chr17,63446786,63447001,3,"1,2,3",1,1,1
chr17,63447001,63447135,2,"1,3",1,0,1
chr17,63460772,63460776,2,"2,3",0,1,1
chr17,63460776,63461065,3,"1,2,3",1,1,1
chr17,63461065,63461120,2,"1,3",1,0,1
chr17,63478880,63478882,2,"1,3",1,0,1
chr17,63478882,63479224,3,"1,2,3",1,1,1
chr17,63479224,63479246,2,"2,3",0,1,1
chr17,63523013,63523046,2,"2,3",0,1,1
chr17,63523046,63523377,3,"1,2,3",1,1,1
chr17,63523377,63523390,2,"1,3",1,0,1
chr17,63550125,63550164,2,"2,3",0,1,1
chr17,63550164,63550298,3,"1,2,3",1,1,1
chr17,63550298,63550696,2,"2,3",0,1,1
chr17,63600662,63600722,2,"2,3",0,1,1
chr17,63600722,63601026,3,"1,2,3",1,1,1
chr17,63601026,63601066,2,"1,3",1,0,1
chr17,63621889,63621997,2,"2,3",0,1,1
chr17,63621997,63622342,3,"1,2,3",1,1,1
chr17,63622342,63622401,2,"1,3",1,0,1
chr17,63623090,63623128,2,"2,3",0,1,1
chr17,63697978,63698232,2,"2,3",0,1,1
chr17,63741745,63741866,2,"2,3",0,1,1
chr17,63741866,63742010,3,"1,2,3",1,1,1
chr17,63742010,63742252,2,"2,3",0,1,1
chr17,63773532,63773618,2,"2,3",0,1,1
chr17,63773618,63773896,3,"1,2,3",1,1,1
chr17,63773896,63773962,2,"1,3",1,0,1
chr17,63774246,63774393,2,"2,3",0,1,1
chr17,63774393,63774610,3,"1,2,3",1,1,1
chr17,63774610,63774724,2,"1,3",1,0,1
chr17,63827177,63827190,2,"1,3",1,0,1
chr17,63827190,63827521,3,"1,2,3",1,1,1
chr17,63827521,63827754,2,"2,3",0,1,1
chr17,63834876,63834878,2,"1,3",1,0,1
chr17,63834878,63835196,3,"1,2,3",1,1,1
chr17,63838585,63838861,3,"1,2,3",1,1,1
chr17,63838861,63838872,2,"1,3",1,0,1
chr17,63842606,63842821,2,"2,3",0,1,1
chr17,63842821,63842937,3,"1,2,3",1,1,1
chr17,63842937,63842939,2,"2,3",0,1,1
chr17,63842939,63842987,3,"1,2,3",1,1,1
chr17,63842987,63843283,2,"1,3",1,0,1
chr17,63857021,63857385,2,"2,3",0,1,1
chr17,63974224,63974588,2,"2,3",0,1,1
chr17,63987506,63987751,2,"2,3",0,1,1
chr17,63998138,63998502,2,"2,3",0,1,1
chr17,64145940,64146304,2,"2,3",0,1,1
chr17,64496958,64497012,2,"1,3",1,0,1
chr17,64497012,64497302,3,"1,2,3",1,1,1
chr17,64497302,64497376,2,"2,3",0,1,1
chr17,64505374,64505416,2,"2,3",0,1,1
chr17,64505416,64505675,3,"1,2,3",1,1,1
chr17,64506250,64506276,2,"2,3",0,1,1
chr17,64506276,64506543,3,"1,2,3",1,1,1
chr17,64506543,64506562,2,"2,3",0,1,1
chr17,64507468,64507713,2,"2,3",0,1,1
chr17,64661180,64661768,2,"1,3",1,0,1
chr17,64661986,64662350,2,"2,3",0,1,1
chr17,64662532,64662548,2,"1,3",1,0,1
chr17,64662548,64662876,3,"1,2,3",1,1,1
chr17,64662876,64662912,2,"2,3",0,1,1
chr17,64774055,64774259,2,"1,3",1,0,1
chr17,64774259,64774399,3,"1,2,3",1,1,1
chr17,64774399,64774623,2,"2,3",0,1,1
chr17,64776866,64777142,3,"1,2,3",1,1,1
chr17,64837386,64837405,2,"2,3",0,1,1
chr17,64918839,64919203,2,"2,3",0,1,1
chr17,64919418,64919782,2,"2,3",0,1,1
chr17,64975435,64975649,2,"1,3",1,0,1
chr17,64975649,64975779,3,"1,2,3",1,1,1
chr17,64975779,64976214,2,"2,3",0,1,1
chr17,65055678,65055802,2,"2,3",0,1,1
chr17,65055802,65056042,3,"1,2,3",1,1,1
chr17,65056042,65056146,2,"1,3",1,0,1
chr17,65056364,65056728,2,"2,3",0,1,1
chr17,65056801,65056901,2,"2,3",0,1,1
chr17,65056901,65057165,3,"1,2,3",1,1,1
chr17,65057165,65057245,2,"1,3",1,0,1
chr17,65100481,65100483,2,"2,3",0,1,1
chr17,65100483,65100827,3,"1,2,3",1,1,1
chr17,65100827,65100845,2,"2,3",0,1,1
chr17,65137004,65137052,2,"1,3",1,0,1
chr17,65137052,65137348,3,"1,2,3",1,1,1
chr17,65137348,65137416,2,"2,3",0,1,1
chr17,65531431,65531795,2,"2,3",0,1,1
chr17,66191920,66192284,2,"2,3",0,1,1
chr17,66673925,66674289,2,"2,3",0,1,1
chr17,66676402,66676429,2,"2,3",0,1,1
chr17,66676429,66676766,3,"1,2,3",1,1,1
chr17,66676766,66676773,2,"1,3",1,0,1
chr17,66964893,66965508,2,"2,3",0,1,1
chr17,66966064,66966408,2,"1,3",1,0,1
chr17,67244731,67245033,2,"2,3",0,1,1
chr17,67245711,67246075,2,"2,3",0,1,1
chr17,67246641,67246673,2,"2,3",0,1,1
chr17,67246673,67247005,3,"1,2,3",1,1,1
chr17,67247005,67247017,2,"1,3",1,0,1
chr17,67374690,67374940,2,"2,3",0,1,1
chr17,67377006,67377247,2,"1,3",1,0,1
chr17,67377247,67377349,3,"1,2,3",1,1,1
chr17,67377349,67377350,2,"1,3",1,0,1
chr17,67377880,67378244,2,"2,3",0,1,1
chr17,67378770,67379204,2,"2,3",0,1,1
chr17,67717658,67717692,2,"2,3",0,1,1
chr17,67717692,67718022,3,"1,2,3",1,1,1
chr17,67718022,67718036,2,"1,3",1,0,1
chr17,67779124,67779488,2,"2,3",0,1,1
chr17,67824715,67824932,2,"2,3",0,1,1
chr17,67825169,67825228,2,"1,3",1,0,1
chr17,67825228,67825513,3,"1,2,3",1,1,1
chr17,67825513,67825592,2,"2,3",0,1,1
chr17,67826036,67826059,2,"1,3",1,0,1
chr17,67826059,67826380,3,"1,2,3",1,1,1
chr17,67826380,67826423,2,"2,3",0,1,1
chr17,67993178,67993542,2,"2,3",0,1,1
chr17,67993806,67994170,2,"2,3",0,1,1
chr17,68035502,68035548,2,"2,3",0,1,1
chr17,68035548,68035676,3,"1,2,3",1,1,1
chr17,68035676,68035728,2,"2,3",0,1,1
chr17,68101492,68101549,2,"1,3",1,0,1
chr17,68101549,68101836,3,"1,2,3",1,1,1
chr17,68101836,68101913,2,"2,3",0,1,1
chr17,68205246,68205363,2,"2,3",0,1,1
chr17,68205363,68205707,3,"1,2,3",1,1,1
chr17,68205707,68205810,2,"2,3",0,1,1
chr17,68247819,68247888,2,"1,3",1,0,1
chr17,68247888,68248163,3,"1,2,3",1,1,1
chr17,68248163,68248252,2,"2,3",0,1,1
chr17,68511795,68511892,2,"2,3",0,1,1
chr17,68511892,68512175,3,"1,2,3",1,1,1
chr17,68512175,68512236,2,"1,3",1,0,1
chr17,68512445,68512769,2,"1,3",1,0,1
chr17,68512769,68512789,3,"1,2,3",1,1,1
chr17,68512789,68513089,2,"2,3",0,1,1
chr17,69235457,69235475,2,"2,3",0,1,1
chr17,69235475,69235819,3,"1,2,3",1,1,1
chr17,69235819,69235821,2,"2,3",0,1,1
chr17,69327081,69327138,2,"2,3",0,1,1
chr17,69327138,69327482,3,"1,2,3",1,1,1
chr17,69327482,69327621,2,"2,3",0,1,1
chr17,72120904,72121268,2,"2,3",0,1,1
chr17,73192948,73193312,2,"2,3",0,1,1
chr17,73288609,73288973,2,"2,3",0,1,1
chr17,73643140,73643704,2,"2,3",0,1,1
chr17,74203514,74203878,2,"2,3",0,1,1
chr17,74430571,74430702,2,"1,3",1,0,1
chr17,74430702,74431066,3,"1,2,3",1,1,1
chr17,74431066,74431174,2,"1,3",1,0,1
chr17,74758102,74758466,2,"2,3",0,1,1
chr17,74776151,74776245,2,"1,3",1,0,1
chr17,74776245,74776609,3,"1,2,3",1,1,1
chr17,74776609,74776694,2,"1,3",1,0,1
chr17,74873187,74873188,2,"1,3",1,0,1
chr17,74873188,74873531,3,"1,2,3",1,1,1
chr17,74873531,74873552,2,"2,3",0,1,1
chr17,74950214,74950578,2,"2,3",0,1,1
chr17,74961632,74961861,2,"2,3",0,1,1
chr17,74968420,74968674,2,"2,3",0,1,1
chr17,74982218,74982582,2,"2,3",0,1,1
chr17,75033616,75033980,2,"2,3",0,1,1
chr17,75035024,75035368,2,"1,3",1,0,1
chr17,75046914,75046992,2,"1,3",1,0,1
chr17,75046992,75047185,3,"1,2,3",1,1,1
chr17,75047185,75047258,2,"1,3",1,0,1
chr17,75109751,75110103,2,"2,3",0,1,1
chr17,75114056,75114420,2,"2,3",0,1,1
chr17,75124252,75124318,2,"2,3",0,1,1
chr17,75124318,75124475,3,"1,2,3",1,1,1
chr17,75124475,75124755,2,"2,3",0,1,1
chr17,75154330,75154694,2,"2,3",0,1,1
chr17,75205313,75205379,2,"1,3",1,0,1
chr17,75205379,75205515,3,"1,2,3",1,1,1
chr17,75205515,75205657,2,"1,3",1,0,1
chr17,75261662,75262026,2,"2,3",0,1,1
chr17,75309227,75309591,2,"2,3",0,1,1
chr17,75393772,75393824,2,"2,3",0,1,1
chr17,75393824,75394055,3,"1,2,3",1,1,1
chr17,75394055,75394302,2,"2,3",0,1,1
chr17,75404227,75404447,2,"2,3",0,1,1
chr17,75405618,75405703,2,"1,3",1,0,1
chr17,75405703,75406067,3,"1,2,3",1,1,1
chr17,75406067,75406172,2,"1,3",1,0,1
chr17,75504322,75504686,2,"2,3",0,1,1
chr17,75514409,75514609,3,"1,2,3",1,1,1
chr17,75515603,75515862,2,"1,3",1,0,1
chr17,75515862,75515947,3,"1,2,3",1,1,1
chr17,75515947,75516042,2,"2,3",0,1,1
chr17,75516042,75516056,3,"1,2,3",1,1,1
chr17,75516056,75516242,2,"1,3",1,0,1
chr17,75516242,75516386,3,"1,2,3",1,1,1
chr17,75516386,75516472,2,"2,3",0,1,1
chr17,75524892,75525236,2,"1,3",1,0,1
chr17,75525289,75525791,2,"2,3",0,1,1
chr17,75588984,75589348,2,"2,3",0,1,1
chr17,75625859,75626223,2,"2,3",0,1,1
chr17,75633725,75634291,2,"2,3",0,1,1
chr17,75639885,75639956,2,"2,3",0,1,1
chr17,75639956,75640249,3,"1,2,3",1,1,1
chr17,75640249,75640300,2,"1,3",1,0,1
chr17,75645515,75645879,2,"2,3",0,1,1
chr17,75666976,75667131,2,"1,3",1,0,1
chr17,75667131,75667320,3,"1,2,3",1,1,1
chr17,75667320,75667495,2,"2,3",0,1,1
chr17,75720918,75721024,2,"1,3",1,0,1
chr17,75721024,75721262,3,"1,2,3",1,1,1
chr17,75721262,75721388,2,"2,3",0,1,1
chr17,75723255,75723316,2,"2,3",0,1,1
chr17,75723316,75723660,3,"1,2,3",1,1,1
chr17,75723660,75723693,2,"2,3",0,1,1
chr17,75747886,75748171,2,"2,3",0,1,1
chr17,75779529,75779726,2,"2,3",0,1,1
chr17,75779726,75779848,3,"1,2,3",1,1,1
chr17,75779848,75779939,2,"2,3",0,1,1
chr17,75784779,75784799,2,"2,3",0,1,1
chr17,75784799,75785328,3,"1,2,3",1,1,1
chr17,75809289,75809653,2,"2,3",0,1,1
chr17,75844682,75845046,2,"2,3",0,1,1
chr17,75845235,75845599,2,"2,3",0,1,1
chr17,75855508,75855699,2,"1,3",1,0,1
chr17,75896438,75896802,2,"2,3",0,1,1
chr17,75904943,75904952,2,"1,3",1,0,1
chr17,75904952,75905287,3,"1,2,3",1,1,1
chr17,75905287,75905316,2,"2,3",0,1,1
chr17,75940913,75941277,2,"2,3",0,1,1
chr17,75979384,75979748,2,"2,3",0,1,1
chr17,76264903,76264915,2,"1,3",1,0,1
chr17,76264915,76265247,3,"1,2,3",1,1,1
chr17,76265247,76265279,2,"2,3",0,1,1
chr17,76452933,76453297,2,"2,3",0,1,1
chr17,76540773,76541137,2,"2,3",0,1,1
chr17,76557471,76557835,2,"2,3",0,1,1
chr17,76585866,76585961,2,"2,3",0,1,1
chr17,76585961,76586230,3,"1,2,3",1,1,1
chr17,76586230,76586305,2,"1,3",1,0,1
chr17,76736411,76736682,3,"1,2,3",1,1,1
chr17,76736682,76736751,2,"2,3",0,1,1
chr17,76737447,76737508,2,"2,3",0,1,1
chr17,76737508,76737750,3,"1,2,3",1,1,1
chr17,76737750,76737792,2,"2,3",0,1,1
chr17,76868222,76868541,2,"2,3",0,1,1
chr17,77255117,77255685,2,"2,3",0,1,1
chr17,77286622,77287169,2,"1,3",1,0,1
chr17,77288804,77289049,3,"1,2,3",1,1,1
chr17,78137911,78138234,2,"2,3",0,1,1
chr17,78140328,78140620,2,"2,3",0,1,1
chr17,78144753,78145110,2,"2,3",0,1,1
chr17,78168407,78168771,2,"2,3",0,1,1
chr17,78250943,78251307,2,"2,3",0,1,1
chr17,78254306,78254361,2,"2,3",0,1,1
chr17,78254361,78254619,3,"1,2,3",1,1,1
chr17,78254619,78254705,2,"1,3",1,0,1
chr17,78314074,78314438,2,"2,3",0,1,1
chr17,78360173,78360537,2,"2,3",0,1,1
chr17,78360587,78360785,2,"1,3",1,0,1
chr17,78360785,78360931,3,"1,2,3",1,1,1
chr17,78360931,78361097,2,"2,3",0,1,1
chr17,78378479,78378843,2,"2,3",0,1,1
chr17,78421993,78422342,2,"2,3",0,1,1
chr17,78840868,78840871,2,"2,3",0,1,1
chr17,78840871,78841215,3,"1,2,3",1,1,1
chr17,78841215,78841232,2,"2,3",0,1,1
chr17,78862198,78862685,2,"2,3",0,1,1
chr17,79009826,79009860,2,"1,3",1,0,1
chr17,79009860,79010106,3,"1,2,3",1,1,1
chr17,79607967,79608032,2,"2,3",0,1,1
chr17,79797068,79797114,2,"1,3",1,0,1
chr17,79797114,79797398,3,"1,2,3",1,1,1
chr17,79797398,79797460,2,"2,3",0,1,1
chr17,79800523,79800993,2,"2,3",0,1,1
chr17,79810276,79810407,2,"1,3",1,0,1
chr17,79836008,79836465,2,"2,3",0,1,1
chr17,79839705,79839748,2,"2,3",0,1,1
chr17,79839748,79840069,3,"1,2,3",1,1,1
chr17,79840069,79840092,2,"1,3",1,0,1
chr17,79916009,79916373,2,"2,3",0,1,1
chr17,79919109,79919473,2,"2,3",0,1,1
chr17,80036436,80036451,2,"2,3",0,1,1
chr17,80036451,80036795,3,"1,2,3",1,1,1
chr17,80036795,80037001,2,"2,3",0,1,1
chr17,80101158,80101727,2,"2,3",0,1,1
chr17,80147075,80147151,2,"2,3",0,1,1
chr17,80147151,80147495,3,"1,2,3",1,1,1
chr17,80147495,80147641,2,"2,3",0,1,1
chr17,80169847,80170211,2,"2,3",0,1,1
chr17,80260152,80260513,2,"2,3",0,1,1
chr17,80260829,80261193,2,"2,3",0,1,1
chr17,80415062,80415118,2,"2,3",0,1,1
chr17,80415118,80415426,3,"1,2,3",1,1,1
chr17,80415426,80415462,2,"1,3",1,0,1
