chrom,start,end,num,list,ENCFF033EDJ_CEBPB_sorted.bed,ENCFF189ZQR_CEBPB_sorted.bed,ENCFF569UZW_CEBPB_sorted.bed,ENCFF787GDS_CEBPB_sorted.bed,ENCFF838RSB_CEBPB_sorted.bed,ENCFF993SCW_CEBPB_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr19,43534046,43534051,5,"2,3,4,5,7",0,1,1,1,1,0,1
chr19,43534051,43534081,4,"2,4,5,7",0,1,0,1,1,0,1
chr19,43534081,43534224,3,"2,5,7",0,1,0,0,1,0,1
chr19,43534224,43534341,2,"2,7",0,1,0,0,0,0,1
chr19,43596351,43596695,2,"3,7",0,0,1,0,0,0,1
chr19,43619562,43619574,2,"5,7",0,0,0,0,1,0,1
chr19,43619574,43619838,3,"2,5,7",0,1,0,0,1,0,1
chr19,43619838,43620062,4,"1,2,5,7",1,1,0,0,1,0,1
chr19,43620062,43620088,3,"1,2,7",1,1,0,0,0,0,1
chr19,43620088,43620112,2,"2,7",0,1,0,0,0,0,1
chr19,43652436,43652532,2,"2,7",0,1,0,0,0,0,1
chr19,43652532,43652596,3,"2,6,7",0,1,0,0,0,1,1
chr19,43774521,43774835,2,"3,7",0,0,1,0,0,0,1
chr19,44002845,44002853,2,"4,7",0,0,0,1,0,0,1
chr19,44002853,44002867,3,"2,4,7",0,1,0,1,0,0,1
chr19,44002867,44002873,4,"2,4,6,7",0,1,0,1,0,1,1
chr19,44002873,44002891,5,"1,2,4,6,7",1,1,0,1,0,1,1
chr19,44002891,44002896,6,"1,2,4,5,6,7",1,1,0,1,1,1,1
chr19,44002896,44003016,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr19,44003016,44003035,6,"1,2,4,5,6,7",1,1,0,1,1,1,1
chr19,44500649,44500707,2,"5,7",0,0,0,0,1,0,1
chr19,44500707,44500755,3,"3,5,7",0,0,1,0,1,0,1
chr19,44500755,44500759,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,44500759,44500764,5,"1,2,3,5,7",1,1,1,0,1,0,1
chr19,44500764,44500901,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,44695798,44695801,2,"5,7",0,0,0,0,1,0,1
chr19,44695801,44695880,3,"2,5,7",0,1,0,0,1,0,1
chr19,44695880,44695888,4,"2,5,6,7",0,1,0,0,1,1,1
chr19,44695888,44695931,5,"1,2,5,6,7",1,1,0,0,1,1,1
chr19,44741870,44741888,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,44741888,44742065,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr19,44742065,44742107,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,44742107,44742121,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr19,44742121,44742139,4,"2,5,6,7",0,1,0,0,1,1,1
chr19,44742139,44742298,3,"2,5,7",0,1,0,0,1,0,1
chr19,44753333,44753680,2,"3,7",0,0,1,0,0,0,1
chr19,44915018,44915217,4,"1,2,5,7",1,1,0,0,1,0,1
chr19,44915217,44915316,3,"2,5,7",0,1,0,0,1,0,1
chr19,44915316,44915467,2,"5,7",0,0,0,0,1,0,1
chr19,44954875,44955070,3,"1,3,7",1,0,1,0,0,0,1
chr19,44955148,44955157,2,"3,7",0,0,1,0,0,0,1
chr19,45076573,45076644,2,"5,7",0,0,0,0,1,0,1
chr19,45178152,45178202,2,"2,7",0,1,0,0,0,0,1
chr19,45178202,45178203,3,"2,5,7",0,1,0,0,1,0,1
chr19,45178203,45178226,4,"2,5,6,7",0,1,0,0,1,1,1
chr19,45178226,45178298,5,"1,2,5,6,7",1,1,0,0,1,1,1
chr19,45178298,45178313,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,45178313,45178521,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr19,45178521,45178526,6,"1,2,4,5,6,7",1,1,0,1,1,1,1
chr19,45178526,45178537,5,"2,4,5,6,7",0,1,0,1,1,1,1
chr19,45178537,45178553,4,"2,4,5,7",0,1,0,1,1,0,1
chr19,45178553,45178597,3,"2,5,7",0,1,0,0,1,0,1
chr19,45178597,45178625,2,"2,7",0,1,0,0,0,0,1
chr19,45443484,45443535,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,45443535,45443543,5,"2,3,4,5,7",0,1,1,1,1,0,1
chr19,45443543,45443591,6,"2,3,4,5,6,7",0,1,1,1,1,1,1
chr19,45443591,45443715,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr19,45443715,45443738,6,"2,3,4,5,6,7",0,1,1,1,1,1,1
chr19,45443738,45443775,5,"2,3,4,5,7",0,1,1,1,1,0,1
chr19,45443775,45443787,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,45478974,45479280,2,"3,7",0,0,1,0,0,0,1
chr19,45691819,45691892,2,"5,7",0,0,0,0,1,0,1
chr19,45691892,45692059,3,"2,5,7",0,1,0,0,1,0,1
chr19,45692059,45692078,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,45692078,45692084,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr19,45692084,45692118,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,45692178,45692334,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,45692334,45692378,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr19,45692378,45692403,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,45692403,45692472,3,"2,5,7",0,1,0,0,1,0,1
chr19,45692472,45692521,4,"1,2,5,7",1,1,0,0,1,0,1
chr19,45692521,45692610,3,"1,2,7",1,1,0,0,0,0,1
chr19,45692610,45692722,2,"1,7",1,0,0,0,0,0,1
chr19,45717285,45717419,2,"5,7",0,0,0,0,1,0,1
chr19,45717419,45717476,3,"3,5,7",0,0,1,0,1,0,1
chr19,45717476,45717514,4,"3,5,6,7",0,0,1,0,1,1,1
chr19,45717514,45717763,5,"1,3,5,6,7",1,0,1,0,1,1,1
chr19,45717763,45717764,4,"1,5,6,7",1,0,0,0,1,1,1
chr19,45717764,45717776,3,"5,6,7",0,0,0,0,1,1,1
chr19,45717776,45717785,2,"5,7",0,0,0,0,1,0,1
chr19,45731119,45731130,2,"2,7",0,1,0,0,0,0,1
chr19,45731130,45731225,3,"2,5,7",0,1,0,0,1,0,1
chr19,45739657,45739690,2,"2,7",0,1,0,0,0,0,1
chr19,45739690,45739709,3,"2,3,7",0,1,1,0,0,0,1
chr19,45739709,45739747,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,45739747,45739760,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr19,45769260,45769261,2,"6,7",0,0,0,0,0,1,1
chr19,45769261,45769511,3,"1,6,7",1,0,0,0,0,1,1
chr19,45769511,45769552,2,"6,7",0,0,0,0,0,1,1
chr19,45817186,45817530,2,"3,7",0,0,1,0,0,0,1
chr19,45886029,45886064,2,"2,7",0,1,0,0,0,0,1
chr19,45886064,45886067,3,"2,3,7",0,1,1,0,0,0,1
chr19,45886067,45886069,4,"2,3,4,7",0,1,1,1,0,0,1
chr19,45886069,45886080,5,"2,3,4,5,7",0,1,1,1,1,0,1
chr19,45886080,45886090,6,"2,3,4,5,6,7",0,1,1,1,1,1,1
chr19,45886090,45886267,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr19,45886267,45886281,6,"2,3,4,5,6,7",0,1,1,1,1,1,1
chr19,45886281,45886286,5,"2,4,5,6,7",0,1,0,1,1,1,1
chr19,45886286,45886307,4,"2,4,5,7",0,1,0,1,1,0,1
chr19,45886307,45886339,3,"2,5,7",0,1,0,0,1,0,1
chr19,46193213,46193381,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr19,46193381,46193421,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,46193421,46193445,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr19,46193445,46193454,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,46346809,46346920,3,"2,5,7",0,1,0,0,1,0,1
chr19,46346920,46346956,2,"5,7",0,0,0,0,1,0,1
chr19,46661196,46661446,2,"1,7",1,0,0,0,0,0,1
chr19,46697555,46697563,2,"2,7",0,1,0,0,0,0,1
chr19,46697563,46697627,3,"2,5,7",0,1,0,0,1,0,1
chr19,46697627,46697740,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,46697740,46697741,5,"1,2,3,5,7",1,1,1,0,1,0,1
chr19,46697741,46697837,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,46697837,46697847,5,"1,2,3,5,7",1,1,1,0,1,0,1
chr19,46784794,46784803,4,"2,4,5,7",0,1,0,1,1,0,1
chr19,46784803,46784818,5,"1,2,4,5,7",1,1,0,1,1,0,1
chr19,46784818,46784826,6,"1,2,4,5,6,7",1,1,0,1,1,1,1
chr19,46784826,46784972,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr19,46784972,46784999,6,"1,3,4,5,6,7",1,0,1,1,1,1,1
chr19,46784999,46785010,5,"1,4,5,6,7",1,0,0,1,1,1,1
chr19,46785010,46785019,4,"1,4,5,7",1,0,0,1,1,0,1
chr19,46785019,46785033,3,"4,5,7",0,0,0,1,1,0,1
chr19,46785033,46785086,2,"5,7",0,0,0,0,1,0,1
chr19,47035907,47035999,3,"1,6,7",1,0,0,0,0,1,1
chr19,47035999,47036005,2,"6,7",0,0,0,0,0,1,1
chr19,47047826,47047932,4,"1,2,6,7",1,1,0,0,0,1,1
chr19,47047932,47047972,3,"2,6,7",0,1,0,0,0,1,1
chr19,47047972,47048078,2,"2,7",0,1,0,0,0,0,1
chr19,47113695,47113768,4,"1,2,5,7",1,1,0,0,1,0,1
chr19,47113768,47113843,5,"1,2,5,6,7",1,1,0,0,1,1,1
chr19,47113843,47113925,4,"1,2,5,7",1,1,0,0,1,0,1
chr19,47113925,47113946,3,"2,5,7",0,1,0,0,1,0,1
chr19,47256388,47256517,3,"2,5,7",0,1,0,0,1,0,1
chr19,47256517,47256527,2,"2,7",0,1,0,0,0,0,1
chr19,47257073,47257086,2,"5,7",0,0,0,0,1,0,1
chr19,47257086,47257092,3,"4,5,7",0,0,0,1,1,0,1
chr19,47257092,47257094,4,"3,4,5,7",0,0,1,1,1,0,1
chr19,47257094,47257096,5,"3,4,5,6,7",0,0,1,1,1,1,1
chr19,47257096,47257107,6,"1,3,4,5,6,7",1,0,1,1,1,1,1
chr19,47257107,47257250,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr19,47257250,47257290,6,"1,2,4,5,6,7",1,1,0,1,1,1,1
chr19,47257290,47257294,5,"1,2,4,6,7",1,1,0,1,0,1,1
chr19,47257294,47257297,4,"2,4,6,7",0,1,0,1,0,1,1
chr19,47257297,47257314,3,"4,6,7",0,0,0,1,0,1,1
chr19,47257314,47257326,2,"4,7",0,0,0,1,0,0,1
chr19,47273543,47273781,2,"3,7",0,0,1,0,0,0,1
chr19,47335793,47335847,2,"3,7",0,0,1,0,0,0,1
chr19,47335847,47336016,3,"1,3,7",1,0,1,0,0,0,1
chr19,47349148,47349448,2,"6,7",0,0,0,0,0,1,1
chr19,47484124,47484424,2,"6,7",0,0,0,0,0,1,1
chr19,47515295,47515306,2,"2,7",0,1,0,0,0,0,1
chr19,47515306,47515363,3,"2,5,7",0,1,0,0,1,0,1
chr19,47515363,47515438,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,47515438,47515688,5,"1,2,3,5,7",1,1,1,0,1,0,1
chr19,47515688,47515701,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,47707503,47707528,2,"2,7",0,1,0,0,0,0,1
chr19,47707528,47707636,3,"2,5,7",0,1,0,0,1,0,1
chr19,47743599,47743624,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,47743624,47743679,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr19,47743679,47743698,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,47743698,47743767,3,"2,5,7",0,1,0,0,1,0,1
chr19,47743767,47743783,2,"5,7",0,0,0,0,1,0,1
chr19,47891908,47892034,2,"3,7",0,0,1,0,0,0,1
chr19,47892034,47892252,3,"1,3,7",1,0,1,0,0,0,1
chr19,47892252,47892284,2,"1,7",1,0,0,0,0,0,1
chr19,48107416,48107426,2,"2,7",0,1,0,0,0,0,1
chr19,48107426,48107461,3,"2,5,7",0,1,0,0,1,0,1
chr19,48107461,48107489,4,"2,4,5,7",0,1,0,1,1,0,1
chr19,48107489,48107492,6,"1,2,4,5,6,7",1,1,0,1,1,1,1
chr19,48107492,48107603,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr19,48107603,48107660,6,"1,2,3,4,5,7",1,1,1,1,1,0,1
chr19,48107660,48107664,5,"2,3,4,5,7",0,1,1,1,1,0,1
chr19,48107664,48107701,4,"2,4,5,7",0,1,0,1,1,0,1
chr19,48107701,48107715,3,"2,5,7",0,1,0,0,1,0,1
chr19,48107715,48107743,2,"2,7",0,1,0,0,0,0,1
chr19,48321795,48322186,2,"3,7",0,0,1,0,0,0,1
chr19,48332865,48333321,2,"3,7",0,0,1,0,0,0,1
chr19,48445642,48445762,3,"2,5,7",0,1,0,0,1,0,1
chr19,48445762,48445765,2,"5,7",0,0,0,0,1,0,1
chr19,48619133,48619433,2,"6,7",0,0,0,0,0,1,1
chr19,48624058,48624116,3,"1,2,7",1,1,0,0,0,0,1
chr19,48624116,48624225,2,"2,7",0,1,0,0,0,0,1
chr19,48637341,48637387,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,48637387,48637452,5,"1,3,5,6,7",1,0,1,0,1,1,1
chr19,48637452,48637458,4,"3,5,6,7",0,0,1,0,1,1,1
chr19,48637458,48637476,3,"3,5,7",0,0,1,0,1,0,1
chr19,48637476,48637538,2,"5,7",0,0,0,0,1,0,1
chr19,48637713,48637882,2,"3,7",0,0,1,0,0,0,1
chr19,48725091,48725210,2,"3,7",0,0,1,0,0,0,1
chr19,48741510,48741535,3,"2,5,7",0,1,0,0,1,0,1
chr19,48741535,48741581,2,"2,7",0,1,0,0,0,0,1
chr19,48795180,48795184,4,"1,3,6,7",1,0,1,0,0,1,1
chr19,48795184,48795190,5,"1,2,3,6,7",1,1,1,0,0,1,1
chr19,48795190,48795397,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,48795397,48795442,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr19,48795442,48795460,4,"3,5,6,7",0,0,1,0,1,1,1
chr19,48795460,48795480,3,"3,5,7",0,0,1,0,1,0,1
chr19,48795480,48795732,2,"5,7",0,0,0,0,1,0,1
chr19,48812226,48812320,2,"2,7",0,1,0,0,0,0,1
chr19,48872324,48872346,2,"5,7",0,0,0,0,1,0,1
chr19,48872346,48872385,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,48872385,48872396,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr19,48872396,48872540,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,48872540,48872544,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr19,48872544,48872545,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,48873519,48873535,2,"6,7",0,0,0,0,0,1,1
chr19,48873535,48873537,3,"4,6,7",0,0,0,1,0,1,1
chr19,48873537,48873606,4,"3,4,6,7",0,0,1,1,0,1,1
chr19,48873606,48873775,5,"1,3,4,6,7",1,0,1,1,0,1,1
chr19,48873775,48873819,4,"1,3,6,7",1,0,1,0,0,1,1
chr19,48873819,48873842,3,"1,3,7",1,0,1,0,0,0,1
chr19,48878562,48878616,2,"2,7",0,1,0,0,0,0,1
chr19,48878616,48878695,3,"2,5,7",0,1,0,0,1,0,1
chr19,48878695,48878705,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,48878705,48878724,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr19,48878724,48878751,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,48878751,48878952,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr19,48878952,48878992,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,48878992,48879002,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr19,48879002,48879053,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,48879053,48879061,3,"2,5,7",0,1,0,0,1,0,1
chr19,48899950,48899951,5,"1,2,3,5,7",1,1,1,0,1,0,1
chr19,48899951,48900005,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,48900005,48900071,3,"3,5,7",0,0,1,0,1,0,1
chr19,48900071,48900167,2,"5,7",0,0,0,0,1,0,1
chr19,48965089,48965118,6,"1,3,4,5,6,7",1,0,1,1,1,1,1
chr19,48965118,48965227,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr19,48965227,48965231,6,"1,2,4,5,6,7",1,1,0,1,1,1,1
chr19,48965231,48965244,5,"2,4,5,6,7",0,1,0,1,1,1,1
chr19,48965244,48965305,3,"2,5,7",0,1,0,0,1,0,1
chr19,48965305,48965320,2,"5,7",0,0,0,0,1,0,1
chr19,48993296,48993388,2,"5,7",0,0,0,0,1,0,1
chr19,48993388,48993472,3,"2,5,7",0,1,0,0,1,0,1
chr19,48993472,48993495,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,48993495,48993496,5,"1,2,3,5,7",1,1,1,0,1,0,1
chr19,48993496,48993745,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,48993745,48993796,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr19,48993796,48993816,3,"2,3,7",0,1,1,0,0,0,1
chr19,48993816,48993904,2,"2,7",0,1,0,0,0,0,1
chr19,49085040,49085221,2,"3,7",0,0,1,0,0,0,1
chr19,49114199,49114223,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr19,49114223,49114258,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,49114258,49114335,3,"2,5,7",0,1,0,0,1,0,1
chr19,49114335,49114541,2,"2,7",0,1,0,0,0,0,1
chr19,49118882,49118894,2,"3,7",0,0,1,0,0,0,1
chr19,49118969,49118996,3,"3,6,7",0,0,1,0,0,1,1
chr19,49118996,49119226,4,"1,3,6,7",1,0,1,0,0,1,1
chr19,49119226,49119246,3,"1,6,7",1,0,0,0,0,1,1
chr19,49119246,49119262,2,"6,7",0,0,0,0,0,1,1
chr19,49363466,49363716,2,"1,7",1,0,0,0,0,0,1
chr19,49363988,49363994,2,"3,7",0,0,1,0,0,0,1
chr19,49363994,49364009,3,"2,3,7",0,1,1,0,0,0,1
chr19,49364009,49364021,4,"2,3,6,7",0,1,1,0,0,1,1
chr19,49364021,49364065,5,"1,2,3,6,7",1,1,1,0,0,1,1
chr19,49364065,49364103,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,49451952,49452101,2,"1,7",1,0,0,0,0,0,1
chr19,49487259,49487272,2,"2,7",0,1,0,0,0,0,1
chr19,49487272,49487386,3,"2,5,7",0,1,0,0,1,0,1
chr19,49487386,49487420,4,"2,5,6,7",0,1,0,0,1,1,1
chr19,49487420,49487430,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr19,49487430,49487493,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,49487493,49487600,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr19,49487600,49487653,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,49487653,49487663,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr19,49487663,49487666,4,"2,5,6,7",0,1,0,0,1,1,1
chr19,49487666,49487716,3,"2,5,7",0,1,0,0,1,0,1
chr19,49496216,49496247,2,"3,7",0,0,1,0,0,0,1
chr19,49496247,49496299,3,"3,6,7",0,0,1,0,0,1,1
chr19,49496299,49496494,4,"1,3,6,7",1,0,1,0,0,1,1
chr19,49580510,49580560,2,"6,7",0,0,0,0,0,1,1
chr19,49580560,49580785,3,"1,6,7",1,0,0,0,0,1,1
chr19,49640512,49640854,2,"3,7",0,0,1,0,0,0,1
chr19,49641787,49641837,5,"1,2,3,5,7",1,1,1,0,1,0,1
chr19,49641837,49641953,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,49641953,49642013,5,"1,2,3,5,7",1,1,1,0,1,0,1
chr19,49642013,49642079,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,49642079,49642122,3,"2,5,7",0,1,0,0,1,0,1
chr19,49642122,49642135,2,"5,7",0,0,0,0,1,0,1
chr19,49676794,49676827,2,"2,7",0,1,0,0,0,0,1
chr19,49676827,49676904,3,"2,5,7",0,1,0,0,1,0,1
chr19,49676904,49676978,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,49676978,49677012,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr19,49677012,49677074,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,49677074,49677084,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr19,49677084,49677248,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,49677248,49677305,3,"2,5,7",0,1,0,0,1,0,1
chr19,49766279,49766494,2,"1,7",1,0,0,0,0,0,1
chr19,49766501,49766588,2,"5,7",0,0,0,0,1,0,1
chr19,49766588,49766608,3,"5,6,7",0,0,0,0,1,1,1
chr19,49766608,49766858,4,"1,5,6,7",1,0,0,0,1,1,1
chr19,49766858,49766888,3,"5,6,7",0,0,0,0,1,1,1
chr19,49766888,49767001,2,"5,7",0,0,0,0,1,0,1
chr19,49817436,49817439,2,"2,7",0,1,0,0,0,0,1
chr19,49817439,49817668,3,"2,5,7",0,1,0,0,1,0,1
chr19,49867210,49867226,2,"1,7",1,0,0,0,0,0,1
chr19,49867226,49867451,3,"1,3,7",1,0,1,0,0,0,1
chr19,49867451,49867570,2,"3,7",0,0,1,0,0,0,1
chr19,49876542,49876556,3,"2,5,7",0,1,0,0,1,0,1
chr19,49876556,49876591,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,49876591,49876593,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr19,49876593,49876754,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,49876754,49876761,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr19,49876761,49876900,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,49876900,49876918,3,"2,5,7",0,1,0,0,1,0,1
chr19,49890011,49890312,2,"3,7",0,0,1,0,0,0,1
chr19,50025503,50025789,2,"6,7",0,0,0,0,0,1,1
chr19,50025835,50026039,2,"6,7",0,0,0,0,0,1,1
chr19,50330693,50330837,3,"1,6,7",1,0,0,0,0,1,1
chr19,50330837,50330904,2,"6,7",0,0,0,0,0,1,1
chr19,50361472,50361636,2,"2,7",0,1,0,0,0,0,1
chr19,50376233,50376264,2,"5,7",0,0,0,0,1,0,1
chr19,50376264,50376323,3,"3,5,7",0,0,1,0,1,0,1
chr19,50376323,50376412,4,"1,3,5,7",1,0,1,0,1,0,1
chr19,50376412,50376510,5,"1,3,5,6,7",1,0,1,0,1,1,1
chr19,50376510,50376526,4,"1,3,5,7",1,0,1,0,1,0,1
chr19,50476278,50476656,2,"1,7",1,0,0,0,0,0,1
chr19,50804494,50804795,2,"3,7",0,0,1,0,0,0,1
chr19,50804976,50804993,2,"2,7",0,1,0,0,0,0,1
chr19,50804993,50805001,3,"2,6,7",0,1,0,0,0,1,1
chr19,50805001,50805015,4,"2,5,6,7",0,1,0,0,1,1,1
chr19,50805015,50805043,5,"1,2,5,6,7",1,1,0,0,1,1,1
chr19,50805043,50805155,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,50805155,50805199,5,"1,2,5,6,7",1,1,0,0,1,1,1
chr19,50805199,50805201,4,"1,2,5,7",1,1,0,0,1,0,1
chr19,50870485,50870771,2,"3,7",0,0,1,0,0,0,1
chr19,50922349,50922562,2,"1,7",1,0,0,0,0,0,1
chr19,51350628,51350641,4,"2,5,6,7",0,1,0,0,1,1,1
chr19,51350641,51350684,5,"1,2,5,6,7",1,1,0,0,1,1,1
chr19,51350684,51350833,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,51350833,51350871,5,"1,2,3,6,7",1,1,1,0,0,1,1
chr19,51350871,51350872,4,"1,3,6,7",1,0,1,0,0,1,1
chr19,51350872,51350891,3,"1,6,7",1,0,0,0,0,1,1
chr19,51350891,51350911,2,"6,7",0,0,0,0,0,1,1
chr19,51366391,51366641,2,"1,7",1,0,0,0,0,0,1
chr19,51570965,51571262,2,"3,7",0,0,1,0,0,0,1
chr19,52139819,52140032,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,52140032,52140047,5,"1,2,5,6,7",1,1,0,0,1,1,1
chr19,52140047,52140059,4,"2,5,6,7",0,1,0,0,1,1,1
chr19,52140059,52140149,3,"2,5,7",0,1,0,0,1,0,1
chr19,52140149,52140187,2,"2,7",0,1,0,0,0,0,1
chr19,52269348,52269453,3,"2,5,7",0,1,0,0,1,0,1
chr19,52269453,52269484,4,"2,5,6,7",0,1,0,0,1,1,1
chr19,52269484,52269488,5,"2,4,5,6,7",0,1,0,1,1,1,1
chr19,52269488,52269492,6,"1,2,4,5,6,7",1,1,0,1,1,1,1
chr19,52269492,52269682,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr19,52962789,52962997,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,52962997,52963032,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr19,52963032,52963049,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,52963049,52963074,3,"2,5,7",0,1,0,0,1,0,1
chr19,52963074,52963121,2,"5,7",0,0,0,0,1,0,1
chr19,54159403,54159407,2,"2,7",0,1,0,0,0,0,1
chr19,54159407,54159888,3,"2,5,7",0,1,0,0,1,0,1
chr19,54159888,54159907,4,"1,2,5,7",1,1,0,0,1,0,1
chr19,54159907,54160078,3,"1,2,7",1,1,0,0,0,0,1
chr19,54160078,54160138,2,"1,7",1,0,0,0,0,0,1
chr19,54200728,54201072,2,"3,7",0,0,1,0,0,0,1
chr19,54208096,54208129,3,"2,5,7",0,1,0,0,1,0,1
chr19,54208129,54208174,4,"2,5,6,7",0,1,0,0,1,1,1
chr19,54208174,54208200,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr19,54208200,54208228,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,54208228,54208442,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr19,54208442,54208466,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr19,54208466,54208487,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr19,54208487,54208511,4,"2,3,5,7",0,1,1,0,1,0,1
chr19,54208511,54208512,3,"2,5,7",0,1,0,0,1,0,1
chr19,55005968,55006009,3,"3,6,7",0,0,1,0,0,1,1
chr19,55006009,55006259,4,"1,3,6,7",1,0,1,0,0,1,1
chr19,55006259,55006261,3,"3,6,7",0,0,1,0,0,1,1
chr19,55006261,55006268,2,"3,7",0,0,1,0,0,0,1
chr19,55038209,55038319,2,"2,7",0,1,0,0,0,0,1
chr19,55038319,55038328,3,"1,2,7",1,1,0,0,0,0,1
chr19,55038328,55038425,4,"1,2,6,7",1,1,0,0,0,1,1
chr19,55038425,55038516,5,"1,2,3,6,7",1,1,1,0,0,1,1
chr19,55038516,55038569,4,"1,2,6,7",1,1,0,0,0,1,1
chr19,55038569,55038628,3,"2,6,7",0,1,0,0,0,1,1
chr19,55038628,55038636,2,"2,7",0,1,0,0,0,0,1
chr19,55063204,55063430,2,"1,7",1,0,0,0,0,0,1
chr19,55158935,55158966,3,"3,6,7",0,0,1,0,0,1,1
chr19,55158966,55159191,4,"1,3,6,7",1,0,1,0,0,1,1
chr19,55159191,55159216,3,"1,3,7",1,0,1,0,0,0,1
