chrom,start,end,num,list,ENCFF042YRF_RAD21_sorted.bed,ENCFF128EFJ_RAD21_sorted.bed,ENCFF144YNR_RAD21_sorted.bed,ENCFF265WWW_RAD21_sorted.bed,ENCFF407MXA_RAD21_sorted.bed,ENCFF710DZU_RAD21_sorted.bed,ENCFF758ASL_RAD21_sorted.bed,ENCFF961ADY_RAD21_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr16,2868625,2868649,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr16,2868649,2868664,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr16,2868664,2868667,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,2868667,2868674,2,"2,9",0,1,0,0,0,0,0,0,1
chr16,2874875,2874909,2,"1,9",1,0,0,0,0,0,0,0,1
chr16,2874909,2874921,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr16,2874921,2874943,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr16,2874943,2874955,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr16,2874955,2874973,6,"1,2,5,6,7,9",1,1,0,0,1,1,1,0,1
chr16,2874973,2875129,7,"1,2,4,5,6,7,9",1,1,0,1,1,1,1,0,1
chr16,2875129,2875132,6,"1,2,5,6,7,9",1,1,0,0,1,1,1,0,1
chr16,2875132,2875142,5,"1,2,5,6,9",1,1,0,0,1,1,0,0,1
chr16,2875142,2875165,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr16,2875165,2875191,2,"1,9",1,0,0,0,0,0,0,0,1
chr16,2904204,2904259,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr16,2904259,2904268,4,"1,2,7,9",1,1,0,0,0,0,1,0,1
chr16,2904268,2904283,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr16,2904283,2904365,6,"1,2,5,6,7,9",1,1,0,0,1,1,1,0,1
chr16,2904365,2904404,5,"1,5,6,7,9",1,0,0,0,1,1,1,0,1
chr16,2904404,2904476,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr16,2970099,2970106,2,"7,9",0,0,0,0,0,0,1,0,1
chr16,2970106,2970178,3,"6,7,9",0,0,0,0,0,1,1,0,1
chr16,2970178,2970187,4,"5,6,7,9",0,0,0,0,1,1,1,0,1
chr16,2970187,2970207,5,"4,5,6,7,9",0,0,0,1,1,1,1,0,1
chr16,2970207,2970298,6,"2,4,5,6,7,9",0,1,0,1,1,1,1,0,1
chr16,2970298,2970339,5,"4,5,6,7,9",0,0,0,1,1,1,1,0,1
chr16,2970339,2970343,4,"4,6,7,9",0,0,0,1,0,1,1,0,1
chr16,2970343,2970415,3,"6,7,9",0,0,0,0,0,1,1,0,1
chr16,2983695,2983699,2,"6,9",0,0,0,0,0,1,0,0,1
chr16,2983699,2983705,3,"6,8,9",0,0,0,0,0,1,0,1,1
chr16,2983705,2983706,4,"2,6,8,9",0,1,0,0,0,1,0,1,1
chr16,2983706,2983715,5,"2,6,7,8,9",0,1,0,0,0,1,1,1,1
chr16,2983715,2983718,6,"2,5,6,7,8,9",0,1,0,0,1,1,1,1,1
chr16,2983718,2983744,7,"1,2,5,6,7,8,9",1,1,0,0,1,1,1,1,1
chr16,2983744,2983900,8,"1,2,4,5,6,7,8,9",1,1,0,1,1,1,1,1,1
chr16,2983900,2983905,7,"1,2,5,6,7,8,9",1,1,0,0,1,1,1,1,1
chr16,2983905,2983910,6,"2,5,6,7,8,9",0,1,0,0,1,1,1,1,1
chr16,2983910,2983919,5,"2,6,7,8,9",0,1,0,0,0,1,1,1,1
chr16,2983919,2983920,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr16,2983920,2983949,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,2983949,2983953,2,"2,9",0,1,0,0,0,0,0,0,1
chr16,3003791,3003926,7,"1,2,4,5,6,7,9",1,1,0,1,1,1,1,0,1
chr16,3003926,3003973,6,"1,2,5,6,7,9",1,1,0,0,1,1,1,0,1
chr16,3003973,3003988,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr16,3003988,3004010,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr16,3004010,3004012,2,"2,9",0,1,0,0,0,0,0,0,1
chr16,3024191,3024436,2,"6,9",0,0,0,0,0,1,0,0,1
chr16,3028178,3028282,2,"1,9",1,0,0,0,0,0,0,0,1
chr16,3028282,3028291,3,"1,6,9",1,0,0,0,0,1,0,0,1
chr16,3028291,3028303,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr16,3028303,3028306,5,"1,2,5,6,9",1,1,0,0,1,1,0,0,1
chr16,3028306,3028328,6,"1,2,4,5,6,9",1,1,0,1,1,1,0,0,1
chr16,3028328,3028454,7,"1,2,4,5,6,7,9",1,1,0,1,1,1,1,0,1
chr16,3028454,3028456,6,"1,2,4,5,6,9",1,1,0,1,1,1,0,0,1
chr16,3028456,3028461,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr16,3028461,3028462,4,"1,2,4,9",1,1,0,1,0,0,0,0,1
chr16,3028462,3028470,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr16,3028470,3028536,2,"1,9",1,0,0,0,0,0,0,0,1
chr16,3059283,3059287,2,"6,9",0,0,0,0,0,1,0,0,1
chr16,3059287,3059291,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,3059291,3059296,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr16,3059296,3059313,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr16,3059313,3059324,6,"1,2,5,6,7,9",1,1,0,0,1,1,1,0,1
chr16,3059324,3059507,7,"1,2,4,5,6,7,9",1,1,0,1,1,1,1,0,1
chr16,3059507,3059518,6,"1,2,5,6,7,9",1,1,0,0,1,1,1,0,1
chr16,3059518,3059530,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr16,3059530,3059542,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr16,3059542,3059551,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,3059551,3059558,2,"6,9",0,0,0,0,0,1,0,0,1
chr16,3124659,3124667,2,"7,9",0,0,0,0,0,0,1,0,1
chr16,3124667,3124692,3,"2,7,9",0,1,0,0,0,0,1,0,1
chr16,3124692,3124717,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr16,3124717,3124899,5,"2,5,6,7,9",0,1,0,0,1,1,1,0,1
chr16,3264136,3264175,2,"1,9",1,0,0,0,0,0,0,0,1
chr16,3264175,3264233,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr16,3264233,3264244,4,"1,5,7,9",1,0,0,0,1,0,1,0,1
chr16,3264244,3264275,5,"1,4,5,7,9",1,0,0,1,1,0,1,0,1
chr16,3264275,3264287,6,"1,4,5,6,7,9",1,0,0,1,1,1,1,0,1
chr16,3264287,3264400,7,"1,2,4,5,6,7,9",1,1,0,1,1,1,1,0,1
chr16,3264400,3264413,6,"1,2,5,6,7,9",1,1,0,0,1,1,1,0,1
chr16,3264413,3264417,5,"1,5,6,7,9",1,0,0,0,1,1,1,0,1
chr16,3264417,3264450,4,"1,6,7,9",1,0,0,0,0,1,1,0,1
chr16,3264450,3264539,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr16,3264539,3264704,2,"1,9",1,0,0,0,0,0,0,0,1
chr16,3305513,3305823,2,"2,9",0,1,0,0,0,0,0,0,1
chr16,3401219,3401258,2,"6,9",0,0,0,0,0,1,0,0,1
chr16,3401258,3401513,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,3457808,3457889,2,"7,9",0,0,0,0,0,0,1,0,1
chr16,3457889,3457896,3,"6,7,9",0,0,0,0,0,1,1,0,1
chr16,3457896,3457911,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr16,3457911,3457993,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr16,3457993,3458001,6,"1,2,4,6,7,9",1,1,0,1,0,1,1,0,1
chr16,3458001,3458081,7,"1,2,4,5,6,7,9",1,1,0,1,1,1,1,0,1
chr16,3458081,3458149,6,"1,2,4,6,7,9",1,1,0,1,0,1,1,0,1
chr16,3458149,3458196,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr16,4183579,4183797,2,"2,9",0,1,0,0,0,0,0,0,1
chr16,4253394,4253701,2,"6,9",0,0,0,0,0,1,0,0,1
chr16,4253991,4253995,2,"2,9",0,1,0,0,0,0,0,0,1
chr16,4253995,4254001,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,4254001,4254014,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr16,4254014,4254025,5,"2,6,7,8,9",0,1,0,0,0,1,1,1,1
chr16,4254025,4254043,6,"2,3,6,7,8,9",0,1,1,0,0,1,1,1,1
chr16,4254043,4254048,7,"1,2,3,6,7,8,9",1,1,1,0,0,1,1,1,1
chr16,4254048,4254049,8,"1,2,3,5,6,7,8,9",1,1,1,0,1,1,1,1,1
chr16,4254049,4254193,9,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1
chr16,4254193,4254225,8,"1,2,3,5,6,7,8,9",1,1,1,0,1,1,1,1,1
chr16,4254225,4254234,7,"1,2,3,6,7,8,9",1,1,1,0,0,1,1,1,1
chr16,4254234,4254243,6,"1,2,3,6,7,9",1,1,1,0,0,1,1,0,1
chr16,4254243,4254245,5,"1,2,3,6,9",1,1,1,0,0,1,0,0,1
chr16,4254245,4254247,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr16,4263648,4263791,6,"1,2,4,5,6,9",1,1,0,1,1,1,0,0,1
chr16,4263791,4263829,5,"1,2,5,6,9",1,1,0,0,1,1,0,0,1
chr16,4263829,4263861,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr16,4263861,4263869,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr16,4263869,4264028,2,"1,9",1,0,0,0,0,0,0,0,1
chr16,4476232,4476280,2,"2,9",0,1,0,0,0,0,0,0,1
chr16,4476280,4476545,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,4616464,4616471,2,"6,9",0,0,0,0,0,1,0,0,1
chr16,4616471,4616480,3,"5,6,9",0,0,0,0,1,1,0,0,1
chr16,4616480,4616501,4,"2,5,6,9",0,1,0,0,1,1,0,0,1
chr16,4616501,4616655,5,"2,4,5,6,9",0,1,0,1,1,1,0,0,1
chr16,4616655,4616657,4,"2,4,6,9",0,1,0,1,0,1,0,0,1
chr16,4616657,4616735,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,4624280,4624305,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr16,4624305,4624306,4,"1,5,7,9",1,0,0,0,1,0,1,0,1
chr16,4624306,4624318,5,"1,5,6,7,9",1,0,0,0,1,1,1,0,1
chr16,4624318,4624322,6,"1,4,5,6,7,9",1,0,0,1,1,1,1,0,1
chr16,4624322,4624427,7,"1,2,4,5,6,7,9",1,1,0,1,1,1,1,0,1
chr16,4624427,4624470,6,"1,2,4,6,7,9",1,1,0,1,0,1,1,0,1
chr16,4624470,4624474,5,"1,4,6,7,9",1,0,0,1,0,1,1,0,1
chr16,4624474,4624483,4,"1,6,7,9",1,0,0,0,0,1,1,0,1
chr16,4624483,4624588,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr16,4624588,4624636,2,"7,9",0,0,0,0,0,0,1,0,1
chr16,5097692,5097856,2,"2,9",0,1,0,0,0,0,0,0,1
chr16,9068363,9068687,2,"6,9",0,0,0,0,0,1,0,0,1
chr16,10918891,10919003,9,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1
chr16,10919003,10919007,8,"1,2,3,5,6,7,8,9",1,1,1,0,1,1,1,1,1
chr16,10919007,10919013,7,"1,2,3,5,6,8,9",1,1,1,0,1,1,0,1,1
chr16,10919013,10919038,6,"1,2,3,6,8,9",1,1,1,0,0,1,0,1,1
chr16,10919038,10919040,5,"1,3,6,8,9",1,0,1,0,0,1,0,1,1
chr16,10919040,10919056,4,"1,6,8,9",1,0,0,0,0,1,0,1,1
chr16,10919056,10919069,2,"1,9",1,0,0,0,0,0,0,0,1
chr16,11233144,11233166,2,"1,9",1,0,0,0,0,0,0,0,1
chr16,11233166,11233183,3,"1,6,9",1,0,0,0,0,1,0,0,1
chr16,11233183,11233250,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr16,11233250,11233265,5,"1,2,5,6,9",1,1,0,0,1,1,0,0,1
chr16,11233265,11233421,6,"1,2,4,5,6,9",1,1,0,1,1,1,0,0,1
chr16,11233421,11233434,5,"1,2,5,6,9",1,1,0,0,1,1,0,0,1
chr16,11233434,11233489,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr16,11255693,11255702,2,"2,9",0,1,0,0,0,0,0,0,1
chr16,11255702,11255724,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,11255724,11255734,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr16,11255734,11255748,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr16,11255748,11255853,6,"1,2,5,6,7,9",1,1,0,0,1,1,1,0,1
chr16,11255853,11255912,7,"1,2,4,5,6,7,9",1,1,0,1,1,1,1,0,1
chr16,11255912,11255927,6,"1,2,5,6,7,9",1,1,0,0,1,1,1,0,1
chr16,11255927,11255952,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr16,11255952,11255965,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr16,11255965,11255978,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,11255978,11255993,2,"2,9",0,1,0,0,0,0,0,0,1
chr16,11797158,11797337,2,"5,9",0,0,0,0,1,0,0,0,1
chr16,13919719,13919766,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr16,13919766,13919771,5,"2,4,6,7,9",0,1,0,1,0,1,1,0,1
chr16,13919771,13919851,6,"2,4,5,6,7,9",0,1,0,1,1,1,1,0,1
chr16,13919851,13919922,5,"2,4,5,6,9",0,1,0,1,1,1,0,0,1
chr16,13919922,13919955,4,"2,5,6,9",0,1,0,0,1,1,0,0,1
chr16,13919955,13920016,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,13920016,13920020,2,"6,9",0,0,0,0,0,1,0,0,1
chr16,15041696,15041728,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,15041728,15041739,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr16,15041739,15041771,5,"2,4,6,7,9",0,1,0,1,0,1,1,0,1
chr16,15041771,15041895,6,"2,4,5,6,7,9",0,1,0,1,1,1,1,0,1
chr16,15041895,15041955,5,"2,5,6,7,9",0,1,0,0,1,1,1,0,1
chr16,15041955,15041976,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr16,15590868,15590910,2,"1,9",1,0,0,0,0,0,0,0,1
chr16,15590910,15590944,3,"1,6,9",1,0,0,0,0,1,0,0,1
chr16,15590944,15591003,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr16,15591003,15591252,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr16,15591252,15591280,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr16,15591280,15591308,3,"6,7,9",0,0,0,0,0,1,1,0,1
chr16,15642587,15642597,2,"1,9",1,0,0,0,0,0,0,0,1
chr16,15642597,15642679,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr16,15642679,15642683,4,"1,2,7,9",1,1,0,0,0,0,1,0,1
chr16,15642683,15642690,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr16,15642690,15642734,6,"1,2,4,6,7,9",1,1,0,1,0,1,1,0,1
chr16,15642734,15642846,7,"1,2,4,5,6,7,9",1,1,0,1,1,1,1,0,1
chr16,15642846,15642857,6,"1,2,5,6,7,9",1,1,0,0,1,1,1,0,1
chr16,15642857,15642870,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr16,15642870,15642882,4,"1,2,7,9",1,1,0,0,0,0,1,0,1
chr16,15642882,15642961,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr16,15642961,15642971,2,"1,9",1,0,0,0,0,0,0,0,1
chr16,15643192,15643382,2,"7,9",0,0,0,0,0,0,1,0,1
chr16,18801674,18801723,2,"7,9",0,0,0,0,0,0,1,0,1
chr16,18801723,18801738,3,"2,7,9",0,1,0,0,0,0,1,0,1
chr16,18801738,18801746,4,"2,5,7,9",0,1,0,0,1,0,1,0,1
chr16,18801746,18801751,5,"2,5,6,7,9",0,1,0,0,1,1,1,0,1
chr16,18801751,18801839,6,"2,4,5,6,7,9",0,1,0,1,1,1,1,0,1
chr16,18801839,18801892,5,"2,4,5,7,9",0,1,0,1,1,0,1,0,1
chr16,18801892,18801907,4,"4,5,7,9",0,0,0,1,1,0,1,0,1
chr16,18801907,18801922,3,"5,7,9",0,0,0,0,1,0,1,0,1
chr16,18801922,18802024,2,"7,9",0,0,0,0,0,0,1,0,1
chr16,19086513,19086518,2,"1,9",1,0,0,0,0,0,0,0,1
chr16,19086518,19086527,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr16,19086527,19086536,4,"1,2,7,9",1,1,0,0,0,0,1,0,1
chr16,19086536,19086554,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr16,19086554,19086568,6,"1,2,3,6,7,9",1,1,1,0,0,1,1,0,1
chr16,19086568,19086574,7,"1,2,3,5,6,7,9",1,1,1,0,1,1,1,0,1
chr16,19086574,19086584,8,"1,2,3,4,5,6,7,9",1,1,1,1,1,1,1,0,1
chr16,19086584,19086762,9,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1
chr16,19086762,19086765,8,"1,2,3,5,6,7,8,9",1,1,1,0,1,1,1,1,1
chr16,19086765,19086774,7,"1,2,3,6,7,8,9",1,1,1,0,0,1,1,1,1
chr16,19086774,19086782,6,"1,2,6,7,8,9",1,1,0,0,0,1,1,1,1
chr16,19086782,19086788,5,"1,2,6,8,9",1,1,0,0,0,1,0,1,1
chr16,19086788,19086797,4,"2,6,8,9",0,1,0,0,0,1,0,1,1
chr16,19086797,19086800,3,"6,8,9",0,0,0,0,0,1,0,1,1
chr16,19086800,19086804,2,"8,9",0,0,0,0,0,0,0,1,1
chr16,19521897,19522233,2,"2,9",0,1,0,0,0,0,0,0,1
chr16,19555213,19555479,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,19555479,19555489,2,"2,9",0,1,0,0,0,0,0,0,1
chr16,20741775,20741834,2,"2,9",0,1,0,0,0,0,0,0,1
chr16,20741834,20741884,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,20741884,20741918,4,"2,5,6,9",0,1,0,0,1,1,0,0,1
chr16,20741918,20742051,5,"2,4,5,6,9",0,1,0,1,1,1,0,0,1
chr16,20747046,20747240,2,"2,9",0,1,0,0,0,0,0,0,1
chr16,20747240,20747320,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,20747320,20747500,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr16,20806500,20806646,2,"6,9",0,0,0,0,0,1,0,0,1
chr16,20806646,20806782,3,"6,7,9",0,0,0,0,0,1,1,0,1
chr16,21188729,21188738,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,21188738,21188763,4,"2,6,8,9",0,1,0,0,0,1,0,1,1
chr16,21188763,21188766,5,"2,5,6,8,9",0,1,0,0,1,1,0,1,1
chr16,21188766,21188773,6,"2,3,5,6,8,9",0,1,1,0,1,1,0,1,1
chr16,21188773,21188774,7,"2,3,4,5,6,8,9",0,1,1,1,1,1,0,1,1
chr16,21188774,21188778,8,"1,2,3,4,5,6,8,9",1,1,1,1,1,1,0,1,1
chr16,21188778,21188958,9,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1
chr16,21188958,21188961,8,"1,2,3,4,5,6,7,9",1,1,1,1,1,1,1,0,1
chr16,21188961,21188967,7,"1,2,3,4,6,7,9",1,1,1,1,0,1,1,0,1
chr16,21188967,21188973,6,"1,2,3,6,7,9",1,1,1,0,0,1,1,0,1
chr16,21188973,21188977,5,"2,3,6,7,9",0,1,1,0,0,1,1,0,1
chr16,21188977,21188984,4,"2,3,6,9",0,1,1,0,0,1,0,0,1
chr16,21300548,21300559,2,"2,9",0,1,0,0,0,0,0,0,1
chr16,21300559,21300563,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,21300563,21300575,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr16,21300575,21300603,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr16,21300603,21300623,6,"1,2,3,6,7,9",1,1,1,0,0,1,1,0,1
chr16,21300623,21300640,7,"1,2,3,6,7,8,9",1,1,1,0,0,1,1,1,1
chr16,21300640,21300652,8,"1,2,3,5,6,7,8,9",1,1,1,0,1,1,1,1,1
chr16,21300652,21300782,9,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1
chr16,21300782,21300803,8,"1,2,3,5,6,7,8,9",1,1,1,0,1,1,1,1,1
chr16,21300803,21300810,7,"1,2,3,6,7,8,9",1,1,1,0,0,1,1,1,1
chr16,21300810,21300820,6,"2,3,6,7,8,9",0,1,1,0,0,1,1,1,1
chr16,21300820,21300823,5,"2,3,6,8,9",0,1,1,0,0,1,0,1,1
chr16,21300823,21300843,4,"2,6,8,9",0,1,0,0,0,1,0,1,1
chr16,21300843,21300847,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,21300847,21300856,2,"2,9",0,1,0,0,0,0,0,0,1
chr16,21502118,21502442,2,"6,9",0,0,0,0,0,1,0,0,1
chr16,22206003,22206004,2,"6,9",0,0,0,0,0,1,0,0,1
chr16,22206004,22206043,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,22206043,22206086,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr16,22206086,22206089,5,"1,2,4,6,9",1,1,0,1,0,1,0,0,1
chr16,22206089,22206122,6,"1,2,4,6,7,9",1,1,0,1,0,1,1,0,1
chr16,22206122,22206158,7,"1,2,4,5,6,7,9",1,1,0,1,1,1,1,0,1
chr16,22206158,22206239,6,"2,4,5,6,7,9",0,1,0,1,1,1,1,0,1
chr16,22206239,22206242,5,"2,4,5,6,9",0,1,0,1,1,1,0,0,1
chr16,22206242,22206269,4,"2,5,6,9",0,1,0,0,1,1,0,0,1
chr16,22206269,22206317,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,22206317,22206320,2,"6,9",0,0,0,0,0,1,0,0,1
chr16,22297086,22297097,2,"2,9",0,1,0,0,0,0,0,0,1
chr16,22297097,22297101,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr16,22297101,22297103,4,"1,2,7,9",1,1,0,0,0,0,1,0,1
chr16,22297103,22297144,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr16,22297144,22297159,6,"1,2,3,6,7,9",1,1,1,0,0,1,1,0,1
chr16,22297159,22297182,7,"1,2,3,6,7,8,9",1,1,1,0,0,1,1,1,1
chr16,22297182,22297201,8,"1,2,3,5,6,7,8,9",1,1,1,0,1,1,1,1,1
chr16,22297201,22297364,9,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1
chr16,22297364,22297373,8,"1,2,4,5,6,7,8,9",1,1,0,1,1,1,1,1,1
chr16,22297373,22297378,7,"1,2,5,6,7,8,9",1,1,0,0,1,1,1,1,1
chr16,22297378,22297379,6,"1,2,6,7,8,9",1,1,0,0,0,1,1,1,1
chr16,22297379,22297407,5,"1,2,6,7,9",1,1,0,0,0,1,1,0,1
chr16,22297407,22297411,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr16,22297411,22297423,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,22297423,22297426,2,"2,9",0,1,0,0,0,0,0,0,1
chr16,23557245,23557301,2,"1,9",1,0,0,0,0,0,0,0,1
chr16,23557301,23557344,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr16,23557344,23557422,4,"1,2,7,9",1,1,0,0,0,0,1,0,1
chr16,23557422,23557440,5,"1,2,5,7,9",1,1,0,0,1,0,1,0,1
chr16,23557440,23557457,6,"1,2,5,6,7,9",1,1,0,0,1,1,1,0,1
chr16,23557457,23557547,7,"1,2,4,5,6,7,9",1,1,0,1,1,1,1,0,1
chr16,23557547,23557606,6,"1,2,4,5,7,9",1,1,0,1,1,0,1,0,1
chr16,23557606,23557613,5,"1,2,4,7,9",1,1,0,1,0,0,1,0,1
chr16,23557613,23557637,4,"1,2,7,9",1,1,0,0,0,0,1,0,1
chr16,23557637,23557708,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr16,23557708,23557840,2,"1,9",1,0,0,0,0,0,0,0,1
chr16,23596222,23596236,2,"2,9",0,1,0,0,0,0,0,0,1
chr16,23596236,23596304,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,23596304,23596488,4,"2,5,6,9",0,1,0,0,1,1,0,0,1
chr16,23596488,23596536,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,23597042,23597071,2,"2,9",0,1,0,0,0,0,0,0,1
chr16,23597071,23597119,3,"2,7,9",0,1,0,0,0,0,1,0,1
chr16,23597119,23597123,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr16,23597123,23597133,5,"2,4,6,7,9",0,1,0,1,0,1,1,0,1
chr16,23597133,23597225,6,"2,4,5,6,7,9",0,1,0,1,1,1,1,0,1
chr16,23597225,23597242,5,"2,4,6,7,9",0,1,0,1,0,1,1,0,1
chr16,23597242,23597252,4,"2,4,7,9",0,1,0,1,0,0,1,0,1
chr16,23597252,23597279,5,"1,2,4,7,9",1,1,0,1,0,0,1,0,1
chr16,23597279,23597369,4,"1,2,7,9",1,1,0,0,0,0,1,0,1
chr16,23597369,23597398,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr16,23641492,23641621,2,"7,9",0,0,0,0,0,0,1,0,1
chr16,24539518,24539702,2,"5,9",0,0,0,0,1,0,0,0,1
chr16,24838743,24839079,2,"2,9",0,1,0,0,0,0,0,0,1
chr16,25031740,25031857,2,"2,9",0,1,0,0,0,0,0,0,1
chr16,27229114,27229148,2,"7,9",0,0,0,0,0,0,1,0,1
chr16,27229148,27229330,3,"2,7,9",0,1,0,0,0,0,1,0,1
chr16,27229330,27229415,4,"2,6,7,9",0,1,0,0,0,1,1,0,1
chr16,27229415,27229467,3,"2,7,9",0,1,0,0,0,0,1,0,1
chr16,27867580,27867583,2,"6,9",0,0,0,0,0,1,0,0,1
chr16,27867583,27867612,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,27867612,27867640,4,"2,4,6,9",0,1,0,1,0,1,0,0,1
chr16,27867640,27867767,5,"2,4,5,6,9",0,1,0,1,1,1,0,0,1
chr16,27867767,27867768,4,"4,5,6,9",0,0,0,1,1,1,0,0,1
chr16,27867768,27867769,3,"5,6,9",0,0,0,0,1,1,0,0,1
chr16,27867769,27867790,2,"6,9",0,0,0,0,0,1,0,0,1
chr16,28277753,28277758,2,"6,9",0,0,0,0,0,1,0,0,1
chr16,28277758,28277760,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr16,28277760,28277767,4,"2,3,6,9",0,1,1,0,0,1,0,0,1
chr16,28277767,28277774,5,"2,3,6,8,9",0,1,1,0,0,1,0,1,1
chr16,28277774,28277789,6,"2,3,6,7,8,9",0,1,1,0,0,1,1,1,1
chr16,28277789,28277792,7,"1,2,3,6,7,8,9",1,1,1,0,0,1,1,1,1
chr16,28277792,28277798,8,"1,2,3,5,6,7,8,9",1,1,1,0,1,1,1,1,1
chr16,28277798,28277956,9,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1
