chrom,start,end,num,list,ENCFF395ESB_HDAC2_sorted.bed,ENCFF419CZB_HDAC2_sorted.bed,ENCFF465QDK_HDAC2_sorted.bed,ENCFF496MRB_HDAC2_sorted.bed,ENCFF595GCJ_HDAC2_sorted.bed,ENCFF663JQM_HDAC2_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr2,3575231,3575317,3,"2,3,7",0,1,1,0,0,0,1
chr2,3575317,3575344,2,"2,7",0,1,0,0,0,0,1
chr2,3585672,3585691,2,"3,7",0,0,1,0,0,0,1
chr2,3585691,3585706,3,"2,3,7",0,1,1,0,0,0,1
chr2,3585706,3585743,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,3585743,3585963,5,"1,2,3,4,7",1,1,1,1,0,0,1
chr2,3585963,3586036,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,3586036,3586101,3,"2,3,7",0,1,1,0,0,0,1
chr2,3586101,3586151,2,"3,7",0,0,1,0,0,0,1
chr2,3651037,3651328,2,"1,7",1,0,0,0,0,0,1
chr2,3651701,3652026,2,"3,7",0,0,1,0,0,0,1
chr2,3652026,3652413,3,"2,3,7",0,1,1,0,0,0,1
chr2,3659481,3659483,2,"3,7",0,0,1,0,0,0,1
chr2,3659483,3659893,3,"2,3,7",0,1,1,0,0,0,1
chr2,3659893,3659914,2,"3,7",0,0,1,0,0,0,1
chr2,6865544,6866024,2,"3,7",0,0,1,0,0,0,1
chr2,6921400,6921474,2,"3,7",0,0,1,0,0,0,1
chr2,6921474,6921506,3,"1,3,7",1,0,1,0,0,0,1
chr2,6921506,6921522,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,6921522,6921742,5,"1,2,3,4,7",1,1,1,1,0,0,1
chr2,6921742,6921762,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,6921762,6921804,3,"1,3,7",1,0,1,0,0,0,1
chr2,6921804,6921867,2,"3,7",0,0,1,0,0,0,1
chr2,6922221,6922326,2,"2,7",0,1,0,0,0,0,1
chr2,6922326,6922619,3,"1,2,7",1,1,0,0,0,0,1
chr2,6922619,6922623,2,"1,7",1,0,0,0,0,0,1
chr2,8139021,8139139,2,"5,7",0,0,0,0,1,0,1
chr2,8139139,8139141,3,"4,5,7",0,0,0,1,1,0,1
chr2,8139141,8139212,4,"3,4,5,7",0,0,1,1,1,0,1
chr2,8139212,8139221,3,"3,4,7",0,0,1,1,0,0,1
chr2,8139221,8139359,4,"2,3,4,7",0,1,1,1,0,0,1
chr2,8139359,8139519,3,"2,3,7",0,1,1,0,0,0,1
chr2,8139519,8139621,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,8139621,8139750,3,"1,2,7",1,1,0,0,0,0,1
chr2,8139750,8139755,2,"1,7",1,0,0,0,0,0,1
chr2,8535035,8535096,2,"3,7",0,0,1,0,0,0,1
chr2,8535096,8535179,3,"2,3,7",0,1,1,0,0,0,1
chr2,8535179,8535509,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,8535509,8535515,3,"2,3,7",0,1,1,0,0,0,1
chr2,8535515,8535707,2,"2,7",0,1,0,0,0,0,1
chr2,8599633,8599642,2,"3,7",0,0,1,0,0,0,1
chr2,8599642,8600209,3,"2,3,7",0,1,1,0,0,0,1
chr2,8609500,8609522,4,"1,2,5,7",1,1,0,0,1,0,1
chr2,8609522,8609544,5,"1,2,4,5,7",1,1,0,1,1,0,1
chr2,8609544,8609742,6,"1,2,3,4,5,7",1,1,1,1,1,0,1
chr2,8609742,8609780,5,"1,2,3,5,7",1,1,1,0,1,0,1
chr2,8609780,8609803,4,"1,3,5,7",1,0,1,0,1,0,1
chr2,8611761,8611776,3,"2,3,7",0,1,1,0,0,0,1
chr2,8611776,8612106,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,8612106,8612110,3,"2,3,7",0,1,1,0,0,0,1
chr2,8612110,8612180,2,"3,7",0,0,1,0,0,0,1
chr2,8612764,8612802,2,"3,7",0,0,1,0,0,0,1
chr2,8612802,8612916,3,"1,3,7",1,0,1,0,0,0,1
chr2,8612916,8613050,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,8613050,8613082,3,"1,3,7",1,0,1,0,0,0,1
chr2,8659102,8659191,2,"1,7",1,0,0,0,0,0,1
chr2,8659191,8659620,3,"1,3,7",1,0,1,0,0,0,1
chr2,8659620,8659671,2,"3,7",0,0,1,0,0,0,1
chr2,8678720,8679027,2,"2,7",0,1,0,0,0,0,1
chr2,8679027,8679302,3,"1,2,7",1,1,0,0,0,0,1
chr2,8679302,8679459,2,"1,7",1,0,0,0,0,0,1
chr2,8681911,8681928,2,"2,7",0,1,0,0,0,0,1
chr2,8681928,8681950,3,"2,3,7",0,1,1,0,0,0,1
chr2,8681950,8682212,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,8684876,8684919,2,"1,7",1,0,0,0,0,0,1
chr2,8684919,8685009,3,"1,3,7",1,0,1,0,0,0,1
chr2,8685009,8685017,4,"1,3,4,7",1,0,1,1,0,0,1
chr2,8685017,8685208,5,"1,2,3,4,7",1,1,1,1,0,0,1
chr2,8685208,8685229,4,"2,3,4,7",0,1,1,1,0,0,1
chr2,8685229,8685399,3,"2,3,7",0,1,1,0,0,0,1
chr2,8685399,8685427,2,"2,7",0,1,0,0,0,0,1
chr2,8685736,8686063,2,"1,7",1,0,0,0,0,0,1
chr2,9137457,9137750,3,"2,3,7",0,1,1,0,0,0,1
chr2,9142729,9143059,2,"1,7",1,0,0,0,0,0,1
chr2,9206283,9206613,2,"1,7",1,0,0,0,0,0,1
chr2,9207013,9207423,2,"2,7",0,1,0,0,0,0,1
chr2,9422404,9422418,2,"3,7",0,0,1,0,0,0,1
chr2,9422418,9422775,3,"2,3,7",0,1,1,0,0,0,1
chr2,9422775,9422828,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,9422828,9422884,3,"1,3,7",1,0,1,0,0,0,1
chr2,9422884,9423206,2,"1,7",1,0,0,0,0,0,1
chr2,9423206,9423295,3,"1,3,7",1,0,1,0,0,0,1
chr2,9423295,9423316,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,9423316,9423591,5,"1,2,3,5,7",1,1,1,0,1,0,1
chr2,9423591,9423652,4,"2,3,5,7",0,1,1,0,1,0,1
chr2,9423652,9423686,3,"2,3,7",0,1,1,0,0,0,1
chr2,9423686,9423705,2,"2,7",0,1,0,0,0,0,1
chr2,9490835,9491184,3,"2,3,7",0,1,1,0,0,0,1
chr2,9491184,9491216,2,"3,7",0,0,1,0,0,0,1
chr2,9555716,9555755,2,"2,7",0,1,0,0,0,0,1
chr2,9555755,9556205,3,"1,2,7",1,1,0,0,0,0,1
chr2,9556205,9556284,2,"1,7",1,0,0,0,0,0,1
chr2,9578866,9579209,2,"2,7",0,1,0,0,0,0,1
chr2,9630359,9630588,2,"3,7",0,0,1,0,0,0,1
chr2,9630935,9630936,2,"2,7",0,1,0,0,0,0,1
chr2,9630936,9631266,3,"1,2,7",1,1,0,0,0,0,1
chr2,9631266,9631345,2,"2,7",0,1,0,0,0,0,1
chr2,9843244,9843260,2,"2,7",0,1,0,0,0,0,1
chr2,9843260,9843504,3,"2,3,7",0,1,1,0,0,0,1
chr2,9843504,9843654,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,9843654,9843834,3,"1,3,7",1,0,1,0,0,0,1
chr2,9843834,9843948,2,"3,7",0,0,1,0,0,0,1
chr2,9951905,9952166,2,"1,7",1,0,0,0,0,0,1
chr2,10042840,10043214,2,"3,7",0,0,1,0,0,0,1
chr2,10043288,10043646,2,"3,7",0,0,1,0,0,0,1
chr2,10120335,10120366,2,"1,7",1,0,0,0,0,0,1
chr2,10120366,10120441,3,"1,3,7",1,0,1,0,0,0,1
chr2,10120441,10120789,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,10122468,10122538,2,"1,7",1,0,0,0,0,0,1
chr2,10122538,10122590,3,"1,3,7",1,0,1,0,0,0,1
chr2,10122590,10122604,4,"1,3,5,7",1,0,1,0,1,0,1
chr2,10122604,10122704,5,"1,3,5,6,7",1,0,1,0,1,1,1
chr2,10122704,10122798,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr2,10122798,10122908,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr2,10122908,10122926,4,"3,5,6,7",0,0,1,0,1,1,1
chr2,10122926,10122944,3,"3,6,7",0,0,1,0,0,1,1
chr2,10122944,10122959,2,"3,7",0,0,1,0,0,0,1
chr2,10188190,10188577,2,"2,7",0,1,0,0,0,0,1
chr2,10270628,10271147,2,"2,7",0,1,0,0,0,0,1
chr2,10278128,10278187,2,"4,7",0,0,0,1,0,0,1
chr2,10278187,10278348,3,"1,4,7",1,0,0,1,0,0,1
chr2,10278348,10278415,2,"1,7",1,0,0,0,0,0,1
chr2,10278415,10278716,3,"1,2,7",1,1,0,0,0,0,1
chr2,10278716,10278825,2,"2,7",0,1,0,0,0,0,1
chr2,10285630,10286110,2,"3,7",0,0,1,0,0,0,1
chr2,10301213,10301264,3,"1,3,7",1,0,1,0,0,0,1
chr2,10301264,10301273,4,"1,3,4,7",1,0,1,1,0,0,1
chr2,10301273,10301434,5,"1,2,3,4,7",1,1,1,1,0,0,1
chr2,10302371,10302427,2,"3,7",0,0,1,0,0,0,1
chr2,10302427,10302461,3,"1,3,7",1,0,1,0,0,0,1
chr2,10302461,10302712,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,10302712,10302757,3,"1,2,7",1,1,0,0,0,0,1
chr2,10302757,10302871,2,"2,7",0,1,0,0,0,0,1
chr2,10434947,10435188,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,10435188,10435229,3,"2,3,7",0,1,1,0,0,0,1
chr2,10447836,10448166,2,"1,7",1,0,0,0,0,0,1
chr2,10448346,10448610,2,"1,7",1,0,0,0,0,0,1
chr2,10448610,10448741,3,"1,2,7",1,1,0,0,0,0,1
chr2,10448741,10448903,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,10448903,10448932,3,"1,2,7",1,1,0,0,0,0,1
chr2,10448932,10448989,2,"2,7",0,1,0,0,0,0,1
chr2,10450039,10450110,3,"1,3,7",1,0,1,0,0,0,1
chr2,10450110,10450280,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,10450280,10450317,3,"1,3,7",1,0,1,0,0,0,1
chr2,10584420,10584422,2,"2,7",0,1,0,0,0,0,1
chr2,10584422,10584564,3,"2,3,7",0,1,1,0,0,0,1
chr2,10584564,10584574,4,"2,3,4,7",0,1,1,1,0,0,1
chr2,10584574,10584784,5,"1,2,3,4,7",1,1,1,1,0,0,1
chr2,10584784,10584830,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,10584830,10584902,3,"1,3,7",1,0,1,0,0,0,1
chr2,10584902,10584997,2,"1,7",1,0,0,0,0,0,1
chr2,10813087,10813264,2,"2,7",0,1,0,0,0,0,1
chr2,10846565,10846883,2,"1,7",1,0,0,0,0,0,1
chr2,11129871,11130149,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,11130149,11130214,3,"2,3,7",0,1,1,0,0,0,1
chr2,11130214,11130288,2,"3,7",0,0,1,0,0,0,1
chr2,11132645,11132731,2,"2,7",0,1,0,0,0,0,1
chr2,11132731,11132843,3,"1,2,7",1,1,0,0,0,0,1
chr2,11132843,11132896,4,"1,2,6,7",1,1,0,0,0,1,1
chr2,11132896,11132995,5,"1,2,5,6,7",1,1,0,0,1,1,1
chr2,11132995,11133183,4,"1,5,6,7",1,0,0,0,1,1,1
chr2,11133183,11133232,3,"1,5,7",1,0,0,0,1,0,1
chr2,11133232,11133261,2,"1,7",1,0,0,0,0,0,1
chr2,11155400,11155730,2,"1,7",1,0,0,0,0,0,1
chr2,11343660,11343693,2,"2,7",0,1,0,0,0,0,1
chr2,11343693,11344070,3,"2,3,7",0,1,1,0,0,0,1
chr2,11344070,11344173,2,"3,7",0,0,1,0,0,0,1
chr2,11344700,11344841,2,"4,7",0,0,0,1,0,0,1
chr2,11344841,11344920,3,"1,4,7",1,0,0,1,0,0,1
chr2,11344920,11345171,2,"1,7",1,0,0,0,0,0,1
chr2,11345213,11345435,2,"2,7",0,1,0,0,0,0,1
chr2,11354349,11354360,2,"6,7",0,0,0,0,0,1,1
chr2,11354360,11354368,3,"2,6,7",0,1,0,0,0,1,1
chr2,11354368,11354380,4,"2,5,6,7",0,1,0,0,1,1,1
chr2,11354380,11354394,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr2,11354394,11354411,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr2,11354411,11354600,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr2,11354600,11354631,6,"2,3,4,5,6,7",0,1,1,1,1,1,1
chr2,11354631,11354689,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr2,11354689,11354704,4,"2,3,5,7",0,1,1,0,1,0,1
chr2,11354704,11354733,3,"2,3,7",0,1,1,0,0,0,1
chr2,11354733,11354941,2,"3,7",0,0,1,0,0,0,1
chr2,11357382,11357420,3,"2,3,7",0,1,1,0,0,0,1
chr2,11357420,11357422,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,11357422,11357446,5,"1,2,3,5,7",1,1,1,0,1,0,1
chr2,11357446,11357468,6,"1,2,3,4,5,7",1,1,1,1,1,0,1
chr2,11357468,11357666,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr2,11357666,11357716,6,"1,2,3,5,6,7",1,1,1,0,1,1,1
chr2,11357716,11357758,5,"2,3,5,6,7",0,1,1,0,1,1,1
chr2,11357758,11357768,4,"2,3,6,7",0,1,1,0,0,1,1
chr2,11357768,11357792,3,"2,6,7",0,1,0,0,0,1,1
chr2,11357792,11357808,2,"6,7",0,0,0,0,0,1,1
chr2,11365334,11365494,2,"3,7",0,0,1,0,0,0,1
chr2,11365494,11365648,3,"2,3,7",0,1,1,0,0,0,1
chr2,11365648,11365814,2,"3,7",0,0,1,0,0,0,1
chr2,11389707,11390037,2,"1,7",1,0,0,0,0,0,1
chr2,11403788,11403981,2,"2,7",0,1,0,0,0,0,1
chr2,11533312,11533321,3,"1,4,7",1,0,0,1,0,0,1
chr2,11533321,11533340,4,"1,2,4,7",1,1,0,1,0,0,1
chr2,11533340,11533482,5,"1,2,3,4,7",1,1,1,1,0,0,1
chr2,11533482,11533499,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,11533499,11533548,3,"1,2,7",1,1,0,0,0,0,1
chr2,11533548,11533576,2,"1,7",1,0,0,0,0,0,1
chr2,11539350,11539403,2,"3,7",0,0,1,0,0,0,1
chr2,11539403,11539407,3,"2,3,7",0,1,1,0,0,0,1
chr2,11539407,11539472,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,11539472,11539657,5,"1,2,3,4,7",1,1,1,1,0,0,1
chr2,11539657,11539692,4,"1,3,4,7",1,0,1,1,0,0,1
chr2,11539692,11539737,3,"1,3,7",1,0,1,0,0,0,1
chr2,11539737,11539863,2,"3,7",0,0,1,0,0,0,1
chr2,11539863,11539973,3,"1,3,7",1,0,1,0,0,0,1
chr2,11539973,11539989,2,"1,7",1,0,0,0,0,0,1
chr2,11539989,11540251,3,"1,2,7",1,1,0,0,0,0,1
chr2,11669802,11669883,2,"1,7",1,0,0,0,0,0,1
chr2,11669883,11669902,3,"1,2,7",1,1,0,0,0,0,1
chr2,11669902,11670094,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,11670094,11670107,3,"1,2,7",1,1,0,0,0,0,1
chr2,11670107,11670132,2,"1,7",1,0,0,0,0,0,1
chr2,11680363,11680374,2,"2,7",0,1,0,0,0,0,1
chr2,11680374,11680452,3,"1,2,7",1,1,0,0,0,0,1
chr2,11680452,11680704,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,11680704,11680773,3,"2,3,7",0,1,1,0,0,0,1
chr2,11680773,11680868,2,"3,7",0,0,1,0,0,0,1
chr2,11738541,11738853,3,"1,2,7",1,1,0,0,0,0,1
chr2,11738853,11738929,2,"2,7",0,1,0,0,0,0,1
chr2,11744106,11744119,2,"2,7",0,1,0,0,0,0,1
chr2,11744119,11744449,3,"1,2,7",1,1,0,0,0,0,1
chr2,11744449,11744458,2,"2,7",0,1,0,0,0,0,1
chr2,11746491,11746821,2,"1,7",1,0,0,0,0,0,1
chr2,11746997,11747009,2,"2,7",0,1,0,0,0,0,1
chr2,11747009,11747339,3,"1,2,7",1,1,0,0,0,0,1
chr2,11747339,11747361,2,"2,7",0,1,0,0,0,0,1
chr2,11829354,11829574,2,"4,7",0,0,0,1,0,0,1
chr2,11830153,11830200,2,"2,7",0,1,0,0,0,0,1
chr2,11830200,11830563,3,"1,2,7",1,1,0,0,0,0,1
chr2,11830563,11830638,2,"1,7",1,0,0,0,0,0,1
chr2,15172739,15172846,2,"3,7",0,0,1,0,0,0,1
chr2,15172846,15172908,3,"1,3,7",1,0,1,0,0,0,1
chr2,15172908,15172926,4,"1,3,4,7",1,0,1,1,0,0,1
chr2,15172926,15173064,5,"1,2,3,4,7",1,1,1,1,0,0,1
chr2,15173064,15173128,4,"1,3,4,7",1,0,1,1,0,0,1
chr2,15173128,15173172,3,"1,3,7",1,0,1,0,0,0,1
chr2,15561144,15561189,2,"3,7",0,0,1,0,0,0,1
chr2,15561189,15561285,3,"1,3,7",1,0,1,0,0,0,1
chr2,15561285,15561420,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,15561420,15561519,3,"1,3,7",1,0,1,0,0,0,1
chr2,15561519,15561522,2,"3,7",0,0,1,0,0,0,1
chr2,15591611,15591654,2,"6,7",0,0,0,0,0,1,1
chr2,15591654,15591704,3,"1,6,7",1,0,0,0,0,1,1
chr2,15591704,15591715,4,"1,2,6,7",1,1,0,0,0,1,1
chr2,15591715,15591909,5,"1,2,3,6,7",1,1,1,0,0,1,1
chr2,15591909,15591919,4,"1,3,6,7",1,0,1,0,0,1,1
chr2,15591919,15591951,3,"1,6,7",1,0,0,0,0,1,1
chr2,15591951,15591984,2,"1,7",1,0,0,0,0,0,1
chr2,16051005,16051559,2,"3,7",0,0,1,0,0,0,1
chr2,16094038,16094407,2,"3,7",0,0,1,0,0,0,1
chr2,16196793,16196843,2,"1,7",1,0,0,0,0,0,1
chr2,16196843,16197038,3,"1,2,7",1,1,0,0,0,0,1
chr2,16197038,16197123,2,"1,7",1,0,0,0,0,0,1
chr2,17538873,17538975,2,"1,7",1,0,0,0,0,0,1
chr2,17538975,17539132,3,"1,3,7",1,0,1,0,0,0,1
chr2,17539132,17539203,2,"1,7",1,0,0,0,0,0,1
chr2,17540163,17540255,2,"3,7",0,0,1,0,0,0,1
chr2,17540255,17540283,3,"2,3,7",0,1,1,0,0,0,1
chr2,17540283,17540643,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,17540643,17540665,3,"1,2,7",1,1,0,0,0,0,1
chr2,17540665,17540801,2,"1,7",1,0,0,0,0,0,1
chr2,17753240,17753650,2,"2,7",0,1,0,0,0,0,1
chr2,17753915,17753989,2,"3,7",0,0,1,0,0,0,1
chr2,17753989,17754329,3,"3,6,7",0,0,1,0,0,1,1
chr2,17754329,17754395,2,"3,7",0,0,1,0,0,0,1
chr2,18559903,18560291,2,"2,7",0,1,0,0,0,0,1
chr2,18560467,18560877,2,"2,7",0,1,0,0,0,0,1
chr2,18777203,18777264,2,"1,7",1,0,0,0,0,0,1
chr2,18777264,18777339,3,"1,2,7",1,1,0,0,0,0,1
chr2,18777339,18777533,4,"1,2,4,7",1,1,0,1,0,0,1
chr2,18777533,18777559,3,"2,4,7",0,1,0,1,0,0,1
chr2,18777559,18777603,2,"2,7",0,1,0,0,0,0,1
chr2,19347714,19347780,2,"3,7",0,0,1,0,0,0,1
chr2,19347780,19348190,3,"2,3,7",0,1,1,0,0,0,1
chr2,19348190,19348393,2,"3,7",0,0,1,0,0,0,1
chr2,19357924,19358404,2,"3,7",0,0,1,0,0,0,1
chr2,19901948,19902061,2,"2,7",0,1,0,0,0,0,1
chr2,19989950,19989980,2,"3,7",0,0,1,0,0,0,1
chr2,19989980,19990054,3,"1,3,7",1,0,1,0,0,0,1
chr2,19990054,19990310,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,19990310,19990430,3,"2,3,7",0,1,1,0,0,0,1
chr2,19990430,19990464,2,"2,7",0,1,0,0,0,0,1
chr2,20027213,20027229,2,"3,7",0,0,1,0,0,0,1
chr2,20027229,20027267,3,"2,3,7",0,1,1,0,0,0,1
chr2,20027267,20027597,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,20027597,20027639,3,"2,3,7",0,1,1,0,0,0,1
chr2,20027639,20027661,2,"3,7",0,0,1,0,0,0,1
chr2,20051639,20051789,2,"3,7",0,0,1,0,0,0,1
chr2,20051789,20051820,3,"2,3,7",0,1,1,0,0,0,1
chr2,20051820,20052156,4,"2,3,5,7",0,1,1,0,1,0,1
chr2,20052156,20052254,3,"2,3,7",0,1,1,0,0,0,1
chr2,20065916,20065946,3,"2,3,7",0,1,1,0,0,0,1
chr2,20065946,20066276,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,20066276,20066310,3,"2,3,7",0,1,1,0,0,0,1
chr2,20066310,20066357,2,"3,7",0,0,1,0,0,0,1
chr2,20071709,20072012,2,"3,7",0,0,1,0,0,0,1
chr2,20072012,20072189,3,"2,3,7",0,1,1,0,0,0,1
chr2,20072189,20072195,2,"2,7",0,1,0,0,0,0,1
chr2,20072195,20072357,3,"2,4,7",0,1,0,1,0,0,1
chr2,20179698,20180595,2,"2,7",0,1,0,0,0,0,1
chr2,20196085,20196111,2,"3,7",0,0,1,0,0,0,1
chr2,20196111,20196120,3,"1,3,7",1,0,1,0,0,0,1
chr2,20196120,20196154,4,"1,3,6,7",1,0,1,0,0,1,1
chr2,20196154,20196165,5,"1,3,5,6,7",1,0,1,0,1,1,1
chr2,20196165,20196196,6,"1,3,4,5,6,7",1,0,1,1,1,1,1
chr2,20196196,20196368,7,"1,2,3,4,5,6,7",1,1,1,1,1,1,1
chr2,20378972,20379035,2,"3,7",0,0,1,0,0,0,1
chr2,20379035,20379365,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,20379365,20379445,3,"2,3,7",0,1,1,0,0,0,1
chr2,20379445,20379536,2,"3,7",0,0,1,0,0,0,1
chr2,20396043,20396355,2,"2,7",0,1,0,0,0,0,1
chr2,20411427,20411627,2,"2,7",0,1,0,0,0,0,1
chr2,20446879,20447289,2,"2,7",0,1,0,0,0,0,1
chr2,20447693,20447805,2,"2,7",0,1,0,0,0,0,1
chr2,20492031,20492361,2,"1,7",1,0,0,0,0,0,1
chr2,20525108,20525276,2,"3,7",0,0,1,0,0,0,1
chr2,20525276,20525334,3,"1,3,7",1,0,1,0,0,0,1
chr2,20525334,20525451,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,20525451,20525588,3,"1,3,7",1,0,1,0,0,0,1
chr2,20525588,20525820,2,"1,7",1,0,0,0,0,0,1
chr2,20538024,20538473,2,"1,7",1,0,0,0,0,0,1
chr2,20538692,20538706,2,"3,7",0,0,1,0,0,0,1
chr2,20538706,20538731,3,"1,3,7",1,0,1,0,0,0,1
chr2,20538731,20538799,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,20538799,20538984,5,"1,2,3,4,7",1,1,1,1,0,0,1
chr2,20538984,20539019,4,"1,3,4,7",1,0,1,1,0,0,1
chr2,20539019,20539036,3,"1,3,7",1,0,1,0,0,0,1
chr2,20539036,20539143,2,"3,7",0,0,1,0,0,0,1
chr2,20579192,20579214,2,"6,7",0,0,0,0,0,1,1
chr2,20579214,20579226,3,"2,6,7",0,1,0,0,0,1,1
chr2,20579226,20579476,4,"2,3,6,7",0,1,1,0,0,1,1
chr2,20579476,20579532,5,"1,2,3,6,7",1,1,1,0,0,1,1
chr2,20579532,20579558,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,20579558,20579563,3,"2,3,7",0,1,1,0,0,0,1
chr2,20579563,20579766,2,"2,7",0,1,0,0,0,0,1
chr2,20584503,20584617,2,"1,7",1,0,0,0,0,0,1
chr2,20584617,20584824,3,"1,2,7",1,1,0,0,0,0,1
chr2,20584824,20584833,2,"1,7",1,0,0,0,0,0,1
chr2,20585273,20585445,2,"3,7",0,0,1,0,0,0,1
chr2,20585445,20585490,3,"1,3,7",1,0,1,0,0,0,1
chr2,20585490,20585775,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,20585775,20585797,3,"2,3,7",0,1,1,0,0,0,1
chr2,20593154,20593216,2,"6,7",0,0,0,0,0,1,1
chr2,20593216,20593300,3,"2,6,7",0,1,0,0,0,1,1
chr2,20593300,20593435,4,"2,3,6,7",0,1,1,0,0,1,1
chr2,20593435,20593494,5,"1,2,3,6,7",1,1,1,0,0,1,1
chr2,20593494,20593495,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,20593495,20593715,5,"1,2,3,4,7",1,1,1,1,0,0,1
chr2,20593715,20593867,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,20593867,20593870,3,"1,2,7",1,1,0,0,0,0,1
chr2,20593870,20593876,2,"2,7",0,1,0,0,0,0,1
chr2,20597066,20597095,2,"2,7",0,1,0,0,0,0,1
chr2,20597095,20597101,3,"2,4,7",0,1,0,1,0,0,1
chr2,20597101,20597114,4,"1,2,4,7",1,1,0,1,0,0,1
chr2,20597114,20597301,5,"1,2,3,4,7",1,1,1,1,0,0,1
chr2,20597301,20597315,4,"1,2,4,7",1,1,0,1,0,0,1
chr2,20597315,20597334,3,"1,2,7",1,1,0,0,0,0,1
chr2,20597334,20597394,2,"1,7",1,0,0,0,0,0,1
chr2,20611344,20611371,2,"1,7",1,0,0,0,0,0,1
chr2,20611371,20611376,3,"1,2,7",1,1,0,0,0,0,1
chr2,20611376,20611405,4,"1,2,4,7",1,1,0,1,0,0,1
chr2,20611405,20611596,5,"1,2,3,4,7",1,1,1,1,0,0,1
chr2,20611596,20611623,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,20611623,20611674,3,"1,3,7",1,0,1,0,0,0,1
chr2,20611674,20611892,2,"3,7",0,0,1,0,0,0,1
chr2,20666794,20667124,2,"1,7",1,0,0,0,0,0,1
chr2,20668055,20668371,2,"2,7",0,1,0,0,0,0,1
chr2,20675791,20676085,2,"1,7",1,0,0,0,0,0,1
chr2,20676310,20676373,2,"1,7",1,0,0,0,0,0,1
chr2,20676373,20676593,3,"1,2,7",1,1,0,0,0,0,1
chr2,20676593,20676640,2,"1,7",1,0,0,0,0,0,1
chr2,20684552,20684566,2,"3,7",0,0,1,0,0,0,1
chr2,20684566,20684645,3,"2,3,7",0,1,1,0,0,0,1
chr2,20684645,20684812,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,20684812,20684975,3,"1,2,7",1,1,0,0,0,0,1
chr2,20684975,20685117,2,"2,7",0,1,0,0,0,0,1
chr2,23926175,23926966,2,"3,7",0,0,1,0,0,0,1
chr2,23927047,23927079,2,"2,7",0,1,0,0,0,0,1
chr2,23927079,23927080,3,"2,3,7",0,1,1,0,0,0,1
chr2,23927080,23927410,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,23927410,23927457,3,"2,3,7",0,1,1,0,0,0,1
chr2,23927457,23927559,2,"3,7",0,0,1,0,0,0,1
chr2,23940802,23941076,2,"1,7",1,0,0,0,0,0,1
chr2,23944588,23944821,3,"1,2,7",1,1,0,0,0,0,1
chr2,23944821,23944863,2,"2,7",0,1,0,0,0,0,1
chr2,24015597,24015639,2,"3,7",0,0,1,0,0,0,1
chr2,24015639,24015665,3,"1,3,7",1,0,1,0,0,0,1
chr2,24015665,24015969,4,"1,2,3,7",1,1,1,0,0,0,1
chr2,24015969,24016075,3,"2,3,7",0,1,1,0,0,0,1
