chrom,start,end,num,list,ENCFF091VGF_MYC_sorted.bed,ENCFF283AYZ_MYC_sorted.bed,ENCFF592VGA_MYC_sorted.bed,ENCFF669YPX_MYC_sorted.bed,ENCFF777UUX_MYC_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr2,111897881,111898353,3,"2,3,6",0,1,1,0,0,1
chr2,111898353,111898450,2,"3,6",0,0,1,0,0,1
chr2,111898590,111898661,2,"3,6",0,0,1,0,0,1
chr2,111898661,111898994,3,"2,3,6",0,1,1,0,0,1
chr2,111898994,111899092,2,"2,6",0,1,0,0,0,1
chr2,111920175,111920602,2,"2,6",0,1,0,0,0,1
chr2,112055138,112055212,2,"2,6",0,1,0,0,0,1
chr2,112055212,112055725,3,"2,3,6",0,1,1,0,0,1
chr2,112275231,112275311,2,"2,6",0,1,0,0,0,1
chr2,112275311,112275338,3,"1,2,6",1,1,0,0,0,1
chr2,112275338,112275476,4,"1,2,3,6",1,1,1,0,0,1
chr2,112275476,112275656,5,"1,2,3,5,6",1,1,1,0,1,1
chr2,112275656,112275742,4,"1,2,3,6",1,1,1,0,0,1
chr2,112275742,112275750,3,"1,2,6",1,1,0,0,0,1
chr2,112275750,112275850,2,"2,6",0,1,0,0,0,1
chr2,112276134,112276191,2,"1,6",1,0,0,0,0,1
chr2,112276191,112276207,3,"1,5,6",1,0,0,0,1,1
chr2,112276207,112276371,4,"1,2,5,6",1,1,0,0,1,1
chr2,112276371,112276374,3,"1,2,6",1,1,0,0,0,1
chr2,112276374,112276415,2,"2,6",0,1,0,0,0,1
chr2,112481047,112481070,2,"3,6",0,0,1,0,0,1
chr2,112481070,112481344,3,"2,3,6",0,1,1,0,0,1
chr2,112481344,112481458,2,"3,6",0,0,1,0,0,1
chr2,112481570,112481710,2,"3,6",0,0,1,0,0,1
chr2,112481730,112482266,2,"2,6",0,1,0,0,0,1
chr2,112542160,112542353,2,"2,6",0,1,0,0,0,1
chr2,112542353,112542363,3,"2,5,6",0,1,0,0,1,1
chr2,112542363,112542496,4,"1,2,5,6",1,1,0,0,1,1
chr2,112542496,112542533,5,"1,2,3,5,6",1,1,1,0,1,1
chr2,112542533,112542603,4,"1,2,3,6",1,1,1,0,0,1
chr2,112542603,112542673,3,"2,3,6",0,1,1,0,0,1
chr2,112542673,112542843,2,"2,6",0,1,0,0,0,1
chr2,112584194,112584565,2,"2,6",0,1,0,0,0,1
chr2,112584592,112584773,2,"2,6",0,1,0,0,0,1
chr2,112600119,112600339,2,"2,6",0,1,0,0,0,1
chr2,112614355,112614816,2,"2,6",0,1,0,0,0,1
chr2,112645245,112645302,2,"2,6",0,1,0,0,0,1
chr2,112645302,112645919,3,"2,3,6",0,1,1,0,0,1
chr2,112645919,112645944,2,"3,6",0,0,1,0,0,1
chr2,112646202,112646327,2,"3,6",0,0,1,0,0,1
chr2,112646327,112646432,3,"2,3,6",0,1,1,0,0,1
chr2,112725923,112726399,2,"2,6",0,1,0,0,0,1
chr2,112726626,112727046,2,"2,6",0,1,0,0,0,1
chr2,112764472,112765006,2,"2,6",0,1,0,0,0,1
chr2,112941765,112942056,2,"2,6",0,1,0,0,0,1
chr2,113157330,113157866,2,"2,6",0,1,0,0,0,1
chr2,113167245,113167385,2,"2,6",0,1,0,0,0,1
chr2,113167385,113167478,3,"2,3,6",0,1,1,0,0,1
chr2,113167478,113167702,4,"2,3,4,6",0,1,1,1,0,1
chr2,113167702,113167789,3,"2,3,6",0,1,1,0,0,1
chr2,113167789,113167825,2,"2,6",0,1,0,0,0,1
chr2,113180202,113180454,2,"3,6",0,0,1,0,0,1
chr2,113180510,113180648,2,"2,6",0,1,0,0,0,1
chr2,113203963,113204337,2,"2,6",0,1,0,0,0,1
chr2,113217683,113218222,2,"2,6",0,1,0,0,0,1
chr2,113219940,113220290,2,"2,6",0,1,0,0,0,1
chr2,113626887,113627291,2,"3,6",0,0,1,0,0,1
chr2,113889710,113889752,2,"3,6",0,0,1,0,0,1
chr2,113889752,113890114,3,"2,3,6",0,1,1,0,0,1
chr2,113890114,113890520,2,"2,6",0,1,0,0,0,1
chr2,113977979,113978017,2,"3,6",0,0,1,0,0,1
chr2,113978017,113978038,3,"3,5,6",0,0,1,0,1,1
chr2,113978038,113978197,4,"2,3,5,6",0,1,1,0,1,1
chr2,113978197,113978383,3,"2,3,6",0,1,1,0,0,1
chr2,113978383,113978522,2,"2,6",0,1,0,0,0,1
chr2,117814459,117814502,2,"2,6",0,1,0,0,0,1
chr2,117814502,117814906,3,"2,3,6",0,1,1,0,0,1
chr2,117814906,117814939,2,"2,6",0,1,0,0,0,1
chr2,118013571,118013630,2,"2,6",0,1,0,0,0,1
chr2,118013630,118013743,3,"2,3,6",0,1,1,0,0,1
chr2,118013743,118014244,2,"3,6",0,0,1,0,0,1
chr2,118088040,118088710,2,"2,6",0,1,0,0,0,1
chr2,119223800,119223821,2,"2,6",0,1,0,0,0,1
chr2,119223821,119224225,3,"2,3,6",0,1,1,0,0,1
chr2,119224225,119224246,2,"2,6",0,1,0,0,0,1
chr2,119366635,119366649,2,"3,6",0,0,1,0,0,1
chr2,119366649,119367039,3,"2,3,6",0,1,1,0,0,1
chr2,119367039,119367114,2,"2,6",0,1,0,0,0,1
chr2,119431609,119432149,2,"2,6",0,1,0,0,0,1
chr2,119438203,119438477,3,"2,3,6",0,1,1,0,0,1
chr2,119438477,119438497,2,"2,6",0,1,0,0,0,1
chr2,119476255,119476734,2,"2,6",0,1,0,0,0,1
chr2,119544358,119544894,2,"2,6",0,1,0,0,0,1
chr2,119678670,119678678,2,"2,6",0,1,0,0,0,1
chr2,119679007,119679086,2,"2,6",0,1,0,0,0,1
chr2,119679086,119679126,3,"1,2,6",1,1,0,0,0,1
chr2,119679126,119679312,4,"1,2,3,6",1,1,1,0,0,1
chr2,119679312,119679326,3,"1,2,6",1,1,0,0,0,1
chr2,119679326,119679495,2,"2,6",0,1,0,0,0,1
chr2,119702869,119703326,2,"2,6",0,1,0,0,0,1
chr2,119759472,119760164,3,"2,3,6",0,1,1,0,0,1
chr2,119760164,119760230,2,"2,6",0,1,0,0,0,1
chr2,120013219,120013522,2,"2,6",0,1,0,0,0,1
chr2,120238717,120239007,2,"2,6",0,1,0,0,0,1
chr2,120239007,120239411,3,"2,3,6",0,1,1,0,0,1
chr2,120239411,120239478,2,"2,6",0,1,0,0,0,1
chr2,120312907,120313652,2,"2,6",0,1,0,0,0,1
chr2,120343324,120343716,2,"2,6",0,1,0,0,0,1
chr2,120465991,120466093,2,"2,6",0,1,0,0,0,1
chr2,120466093,120466552,3,"2,3,6",0,1,1,0,0,1
chr2,120466552,120466737,2,"3,6",0,0,1,0,0,1
chr2,120470307,120470341,2,"3,6",0,0,1,0,0,1
chr2,120470341,120470573,3,"2,3,6",0,1,1,0,0,1
chr2,120470573,120470634,2,"3,6",0,0,1,0,0,1
chr2,120540284,120540461,2,"2,6",0,1,0,0,0,1
chr2,120540461,120540610,3,"2,3,6",0,1,1,0,0,1
chr2,120540610,120540802,2,"3,6",0,0,1,0,0,1
chr2,120546133,120546134,2,"2,6",0,1,0,0,0,1
chr2,120546134,120546473,3,"2,3,6",0,1,1,0,0,1
chr2,120546473,120546538,2,"3,6",0,0,1,0,0,1
chr2,120550843,120551172,2,"2,6",0,1,0,0,0,1
chr2,120552935,120553210,2,"2,6",0,1,0,0,0,1
chr2,121334751,121335287,2,"2,6",0,1,0,0,0,1
chr2,121530237,121530361,2,"3,6",0,0,1,0,0,1
chr2,121530361,121530512,3,"2,3,6",0,1,1,0,0,1
chr2,121530512,121530641,2,"3,6",0,0,1,0,0,1
chr2,121531085,121531466,2,"2,6",0,1,0,0,0,1
chr2,121649023,121649843,2,"2,6",0,1,0,0,0,1
chr2,121649843,121649987,3,"2,3,6",0,1,1,0,0,1
chr2,121649987,121650167,4,"2,3,5,6",0,1,1,0,1,1
chr2,121650167,121650400,3,"2,3,6",0,1,1,0,0,1
chr2,121699912,121700362,2,"2,6",0,1,0,0,0,1
chr2,121736592,121736672,2,"2,6",0,1,0,0,0,1
chr2,121736672,121736760,3,"2,3,6",0,1,1,0,0,1
chr2,121736760,121736781,4,"1,2,3,6",1,1,1,0,0,1
chr2,121736781,121736961,5,"1,2,3,5,6",1,1,1,0,1,1
chr2,121736961,121737000,4,"1,2,3,6",1,1,1,0,0,1
chr2,121737000,121737076,3,"2,3,6",0,1,1,0,0,1
chr2,121737076,121737266,2,"2,6",0,1,0,0,0,1
chr2,121755318,121755428,2,"2,6",0,1,0,0,0,1
chr2,121755428,121755508,3,"2,3,6",0,1,1,0,0,1
chr2,121755508,121755510,4,"1,2,3,6",1,1,1,0,0,1
chr2,121755510,121755552,5,"1,2,3,4,6",1,1,1,1,0,1
chr2,121755552,121755732,6,"1,2,3,4,5,6",1,1,1,1,1,1
chr2,121755732,121755734,5,"1,2,3,4,6",1,1,1,1,0,1
chr2,121755734,121755748,4,"1,2,3,6",1,1,1,0,0,1
chr2,121755748,121755832,3,"2,3,6",0,1,1,0,0,1
chr2,121755832,121755904,2,"2,6",0,1,0,0,0,1
chr2,127050061,127050649,2,"2,6",0,1,0,0,0,1
chr2,127293953,127293972,2,"2,6",0,1,0,0,0,1
chr2,127293972,127294282,3,"2,3,6",0,1,1,0,0,1
chr2,127294282,127294376,2,"3,6",0,0,1,0,0,1
chr2,127387185,127388023,2,"2,6",0,1,0,0,0,1
chr2,127388139,127388361,2,"2,6",0,1,0,0,0,1
chr2,127408473,127408959,2,"2,6",0,1,0,0,0,1
chr2,127414945,127415312,2,"2,6",0,1,0,0,0,1
chr2,127418302,127418474,2,"2,6",0,1,0,0,0,1
chr2,127418474,127418567,3,"2,3,6",0,1,1,0,0,1
chr2,127418567,127418747,4,"2,3,5,6",0,1,1,0,1,1
chr2,127418747,127418758,3,"2,3,6",0,1,1,0,0,1
chr2,127418758,127418822,4,"1,2,3,6",1,1,1,0,0,1
chr2,127418822,127418878,5,"1,2,3,5,6",1,1,1,0,1,1
chr2,127418878,127418998,4,"1,2,5,6",1,1,0,0,1,1
chr2,127418998,127419002,3,"2,5,6",0,1,0,0,1,1
chr2,127419002,127419109,2,"2,6",0,1,0,0,0,1
chr2,127438029,127438250,2,"3,6",0,0,1,0,0,1
chr2,127438250,127438433,3,"2,3,6",0,1,1,0,0,1
chr2,127438433,127438636,2,"2,6",0,1,0,0,0,1
chr2,127453642,127453922,2,"2,6",0,1,0,0,0,1
chr2,127455110,127455181,2,"3,6",0,0,1,0,0,1
chr2,127455181,127455486,3,"2,3,6",0,1,1,0,0,1
chr2,127455486,127455514,2,"3,6",0,0,1,0,0,1
chr2,127526176,127526181,2,"3,6",0,0,1,0,0,1
chr2,127526181,127526580,3,"2,3,6",0,1,1,0,0,1
chr2,127526580,127526595,2,"2,6",0,1,0,0,0,1
chr2,127640159,127640711,2,"2,6",0,1,0,0,0,1
chr2,127701182,127701335,2,"2,6",0,1,0,0,0,1
chr2,127701335,127701632,3,"2,3,6",0,1,1,0,0,1
chr2,127701632,127701731,2,"3,6",0,0,1,0,0,1
chr2,127701731,127701739,3,"2,3,6",0,1,1,0,0,1
chr2,127701739,127701935,2,"2,6",0,1,0,0,0,1
chr2,127702018,127702087,2,"3,6",0,0,1,0,0,1
chr2,127702087,127702399,3,"2,3,6",0,1,1,0,0,1
chr2,127702399,127702400,2,"3,6",0,0,1,0,0,1
chr2,127857775,127857897,2,"2,6",0,1,0,0,0,1
chr2,127857897,127857982,3,"2,3,6",0,1,1,0,0,1
chr2,127857982,127858222,4,"1,2,3,6",1,1,1,0,0,1
chr2,127858222,127858459,3,"2,3,6",0,1,1,0,0,1
chr2,127858459,127858500,2,"3,6",0,0,1,0,0,1
chr2,127886327,127886387,2,"3,6",0,0,1,0,0,1
chr2,127886387,127886731,3,"2,3,6",0,1,1,0,0,1
chr2,127886731,127886852,2,"2,6",0,1,0,0,0,1
chr2,128091025,128091197,2,"2,6",0,1,0,0,0,1
chr2,128091197,128091474,3,"2,3,6",0,1,1,0,0,1
chr2,128091474,128091501,2,"3,6",0,0,1,0,0,1
chr2,128233547,128233559,2,"2,6",0,1,0,0,0,1
chr2,128233559,128233865,3,"2,3,6",0,1,1,0,0,1
chr2,130129245,130129383,2,"2,6",0,1,0,0,0,1
chr2,130181395,130181399,2,"3,6",0,0,1,0,0,1
chr2,130181399,130181509,3,"2,3,6",0,1,1,0,0,1
chr2,130181509,130181749,4,"1,2,3,6",1,1,1,0,0,1
chr2,130181749,130181799,3,"2,3,6",0,1,1,0,0,1
chr2,130181799,130181820,2,"2,6",0,1,0,0,0,1
chr2,130181912,130182053,2,"2,6",0,1,0,0,0,1
chr2,130182053,130182140,3,"2,3,6",0,1,1,0,0,1
chr2,130182140,130182380,4,"1,2,3,6",1,1,1,0,0,1
chr2,130182380,130182383,3,"2,3,6",0,1,1,0,0,1
chr2,130182383,130182457,2,"3,6",0,0,1,0,0,1
chr2,130337481,130337673,2,"2,6",0,1,0,0,0,1
chr2,130342710,130342765,2,"2,6",0,1,0,0,0,1
chr2,130342765,130342784,3,"2,5,6",0,1,0,0,1,1
chr2,130342784,130342941,4,"1,2,5,6",1,1,0,0,1,1
chr2,130342941,130342945,5,"1,2,3,5,6",1,1,1,0,1,1
chr2,130342945,130343024,4,"1,2,3,6",1,1,1,0,0,1
chr2,130343024,130343251,3,"2,3,6",0,1,1,0,0,1
chr2,130355724,130355906,2,"2,6",0,1,0,0,0,1
chr2,130355906,130356310,3,"2,3,6",0,1,1,0,0,1
chr2,130356310,130356611,2,"2,6",0,1,0,0,0,1
chr2,130744473,130745009,2,"2,6",0,1,0,0,0,1
chr2,131105187,131105445,2,"2,6",0,1,0,0,0,1
chr2,131492944,131492956,2,"2,6",0,1,0,0,0,1
chr2,131492956,131493202,3,"2,3,6",0,1,1,0,0,1
chr2,131493202,131493360,2,"3,6",0,0,1,0,0,1
chr2,132416233,132416769,2,"2,6",0,1,0,0,0,1
chr2,134119774,134120011,2,"2,6",0,1,0,0,0,1
chr2,134120980,134121555,2,"2,6",0,1,0,0,0,1
chr2,134918572,134918910,2,"3,6",0,0,1,0,0,1
chr2,134918910,134919176,3,"2,3,6",0,1,1,0,0,1
chr2,134919176,134919366,2,"2,6",0,1,0,0,0,1
chr2,135052291,135052389,2,"2,6",0,1,0,0,0,1
chr2,135052461,135052782,2,"2,6",0,1,0,0,0,1
chr2,135530479,135530792,2,"2,6",0,1,0,0,0,1
chr2,135530792,135531063,3,"2,3,6",0,1,1,0,0,1
chr2,135531063,135531403,2,"3,6",0,0,1,0,0,1
chr2,135531660,135531767,2,"3,6",0,0,1,0,0,1
chr2,135531767,135532063,3,"2,3,6",0,1,1,0,0,1
chr2,135532063,135532064,2,"3,6",0,0,1,0,0,1
chr2,135741684,135741761,2,"2,6",0,1,0,0,0,1
chr2,135741761,135742375,3,"2,3,6",0,1,1,0,0,1
chr2,135742375,135742466,2,"2,6",0,1,0,0,0,1
chr2,135797560,135797801,2,"2,6",0,1,0,0,0,1
chr2,135985004,135985343,2,"2,6",0,1,0,0,0,1
chr2,135985343,135985415,3,"2,3,6",0,1,1,0,0,1
chr2,135985415,135985472,4,"2,3,4,6",0,1,1,1,0,1
chr2,135985472,135985639,5,"1,2,3,4,6",1,1,1,1,0,1
chr2,135985639,135985712,4,"1,2,3,6",1,1,1,0,0,1
chr2,135985712,135985747,3,"2,3,6",0,1,1,0,0,1
chr2,135985747,135985832,2,"2,6",0,1,0,0,0,1
chr2,137964416,137964431,2,"3,6",0,0,1,0,0,1
chr2,137964431,137964820,3,"2,3,6",0,1,1,0,0,1
chr2,137964820,137964868,2,"2,6",0,1,0,0,0,1
chr2,138501420,138501439,2,"3,6",0,0,1,0,0,1
chr2,138501439,138501563,3,"2,3,6",0,1,1,0,0,1
chr2,138501563,138501743,4,"2,3,5,6",0,1,1,0,1,1
chr2,138501743,138501804,3,"2,3,6",0,1,1,0,0,1
chr2,138501804,138501824,2,"3,6",0,0,1,0,0,1
chr2,142130357,142130893,2,"2,6",0,1,0,0,0,1
chr2,142877326,142877721,2,"3,6",0,0,1,0,0,1
chr2,147844114,147844134,2,"2,6",0,1,0,0,0,1
chr2,147844134,147844327,3,"2,3,6",0,1,1,0,0,1
chr2,147844327,147844538,2,"3,6",0,0,1,0,0,1
chr2,148020525,148020591,2,"3,6",0,0,1,0,0,1
chr2,148020591,148020814,3,"2,3,6",0,1,1,0,0,1
chr2,148020814,148020929,2,"3,6",0,0,1,0,0,1
chr2,148644354,148644810,2,"3,6",0,0,1,0,0,1
chr2,148644810,148645027,3,"2,3,6",0,1,1,0,0,1
chr2,148645027,148645424,2,"2,6",0,1,0,0,0,1
chr2,148645665,148645928,2,"3,6",0,0,1,0,0,1
chr2,149587245,149587381,2,"2,6",0,1,0,0,0,1
chr2,149587628,149587859,2,"2,6",0,1,0,0,0,1
chr2,151261762,151262014,2,"2,6",0,1,0,0,0,1
chr2,151409729,151409733,2,"2,6",0,1,0,0,0,1
chr2,151409733,151410137,3,"2,3,6",0,1,1,0,0,1
chr2,151410137,151410450,2,"2,6",0,1,0,0,0,1
chr2,151828233,151828261,2,"2,6",0,1,0,0,0,1
chr2,151828261,151828656,3,"2,3,6",0,1,1,0,0,1
chr2,151828656,151828665,2,"3,6",0,0,1,0,0,1
chr2,152334972,152335031,2,"2,6",0,1,0,0,0,1
chr2,152335031,152335430,3,"2,3,6",0,1,1,0,0,1
chr2,152335430,152335648,2,"3,6",0,0,1,0,0,1
chr2,152717259,152717288,3,"2,3,6",0,1,1,0,0,1
chr2,152717288,152717528,4,"1,2,3,6",1,1,1,0,0,1
chr2,152717528,152717558,3,"2,3,6",0,1,1,0,0,1
chr2,152717558,152717605,2,"2,6",0,1,0,0,0,1
chr2,152718110,152718351,2,"2,6",0,1,0,0,0,1
chr2,158132050,158132128,2,"2,6",0,1,0,0,0,1
chr2,158132128,158132426,3,"2,3,6",0,1,1,0,0,1
chr2,158457230,158457256,2,"3,6",0,0,1,0,0,1
chr2,158457256,158457622,3,"2,3,6",0,1,1,0,0,1
chr2,158457622,158457645,2,"2,6",0,1,0,0,0,1
chr2,158457889,158458008,2,"2,6",0,1,0,0,0,1
chr2,158458008,158458412,3,"2,3,6",0,1,1,0,0,1
chr2,158458412,158458417,2,"2,6",0,1,0,0,0,1
chr2,158695823,158696092,2,"2,6",0,1,0,0,0,1
chr2,158967838,158968039,2,"2,6",0,1,0,0,0,1
chr2,158968275,158969063,2,"2,6",0,1,0,0,0,1
chr2,159615308,159615851,2,"2,6",0,1,0,0,0,1
chr2,159615851,159616219,3,"2,3,6",0,1,1,0,0,1
chr2,159712175,159712176,2,"3,6",0,0,1,0,0,1
chr2,159712176,159712821,3,"2,3,6",0,1,1,0,0,1
chr2,159712821,159712842,2,"2,6",0,1,0,0,0,1
chr2,159797801,159797974,2,"3,6",0,0,1,0,0,1
chr2,159797974,159798138,3,"2,3,6",0,1,1,0,0,1
chr2,159798138,159798205,2,"3,6",0,0,1,0,0,1
chr2,159922006,159922205,2,"2,6",0,1,0,0,0,1
chr2,160269671,160269871,2,"2,6",0,1,0,0,0,1
chr2,160269871,160270275,3,"2,3,6",0,1,1,0,0,1
chr2,160270275,160270435,2,"2,6",0,1,0,0,0,1
chr2,160407138,160407515,2,"2,6",0,1,0,0,0,1
chr2,160407515,160407919,3,"2,3,6",0,1,1,0,0,1
chr2,160407919,160408237,2,"2,6",0,1,0,0,0,1
chr2,161244723,161245259,2,"2,6",0,1,0,0,0,1
chr2,161308266,161308449,2,"2,6",0,1,0,0,0,1
chr2,161308449,161308810,3,"2,3,6",0,1,1,0,0,1
chr2,161308810,161308853,2,"3,6",0,0,1,0,0,1
chr2,162074007,162074411,2,"3,6",0,0,1,0,0,1
chr2,164840436,164841305,2,"2,6",0,1,0,0,0,1
chr2,164841994,164842095,2,"3,6",0,0,1,0,0,1
chr2,164842095,164842329,3,"2,3,6",0,1,1,0,0,1
chr2,165953810,165954079,2,"3,6",0,0,1,0,0,1
chr2,165954079,165954290,3,"2,3,6",0,1,1,0,0,1
chr2,168455848,168455951,2,"2,6",0,1,0,0,0,1
chr2,168455951,168456355,3,"2,3,6",0,1,1,0,0,1
chr2,168456355,168456374,2,"2,6",0,1,0,0,0,1
chr2,168456642,168456660,2,"2,6",0,1,0,0,0,1
chr2,168456660,168457064,3,"2,3,6",0,1,1,0,0,1
chr2,168457064,168457140,2,"2,6",0,1,0,0,0,1
chr2,168773744,168774148,2,"2,6",0,1,0,0,0,1
chr2,169479530,169479613,2,"3,6",0,0,1,0,0,1
chr2,169479613,169479818,3,"2,3,6",0,1,1,0,0,1
chr2,169479818,169479934,2,"3,6",0,0,1,0,0,1
chr2,169573630,169573716,2,"3,6",0,0,1,0,0,1
chr2,169573716,169573774,3,"2,3,6",0,1,1,0,0,1
chr2,169573774,169573954,4,"2,3,5,6",0,1,1,0,1,1
chr2,169573954,169574034,3,"2,3,6",0,1,1,0,0,1
chr2,169574034,169574054,2,"2,6",0,1,0,0,0,1
chr2,169584204,169584222,2,"3,6",0,0,1,0,0,1
chr2,169584222,169584237,3,"2,3,6",0,1,1,0,0,1
chr2,169584237,169584477,4,"1,2,3,6",1,1,1,0,0,1
chr2,169584477,169584501,3,"2,3,6",0,1,1,0,0,1
chr2,169584501,169584639,2,"3,6",0,0,1,0,0,1
chr2,169584639,169584894,3,"2,3,6",0,1,1,0,0,1
chr2,169584894,169585003,2,"3,6",0,0,1,0,0,1
chr2,169694321,169694366,2,"3,6",0,0,1,0,0,1
chr2,169694366,169694725,3,"2,3,6",0,1,1,0,0,1
chr2,169694725,169694855,2,"2,6",0,1,0,0,0,1
chr2,169789780,169790257,2,"2,6",0,1,0,0,0,1
chr2,169798741,169798893,2,"2,6",0,1,0,0,0,1
chr2,169798893,169799297,3,"2,3,6",0,1,1,0,0,1
chr2,169799297,169799316,2,"2,6",0,1,0,0,0,1
chr2,169824690,169824719,2,"2,6",0,1,0,0,0,1
chr2,169824719,169824850,3,"2,3,6",0,1,1,0,0,1
chr2,169824850,169825030,4,"2,3,5,6",0,1,1,0,1,1
chr2,169825030,169825123,3,"2,3,6",0,1,1,0,0,1
chr2,169825123,169825150,2,"2,6",0,1,0,0,0,1
chr2,169827287,169827902,2,"2,6",0,1,0,0,0,1
chr2,170712051,170712121,2,"2,6",0,1,0,0,0,1
chr2,170712121,170712413,3,"2,3,6",0,1,1,0,0,1
chr2,170714536,170714571,2,"3,6",0,0,1,0,0,1
chr2,170714571,170714912,3,"2,3,6",0,1,1,0,0,1
chr2,170714912,170714940,2,"3,6",0,0,1,0,0,1
chr2,170715224,170715255,2,"3,6",0,0,1,0,0,1
chr2,170715255,170715830,3,"2,3,6",0,1,1,0,0,1
chr2,170715830,170715992,2,"2,6",0,1,0,0,0,1
chr2,170770463,170770502,2,"2,6",0,1,0,0,0,1
chr2,170770595,170771534,2,"2,6",0,1,0,0,0,1
chr2,170928848,170929049,2,"2,6",0,1,0,0,0,1
chr2,170929049,170929118,3,"2,3,6",0,1,1,0,0,1
chr2,170929118,170929150,4,"1,2,3,6",1,1,1,0,0,1
chr2,170929150,170929330,5,"1,2,3,5,6",1,1,1,0,1,1
chr2,170929330,170929358,4,"1,2,3,6",1,1,1,0,0,1
chr2,170929358,170929453,3,"2,3,6",0,1,1,0,0,1
chr2,170929453,170929462,2,"2,6",0,1,0,0,0,1
chr2,171433387,171433398,5,"1,2,4,5,6",1,1,0,1,1,1
chr2,171433398,171433527,6,"1,2,3,4,5,6",1,1,1,1,1,1
chr2,171433527,171433547,5,"1,2,4,5,6",1,1,0,1,1,1
chr2,171433547,171433553,4,"1,2,4,6",1,1,0,1,0,1
chr2,171433768,171433776,2,"2,6",0,1,0,0,0,1
chr2,171433776,171433788,3,"2,3,6",0,1,1,0,0,1
chr2,171433788,171433968,4,"2,3,5,6",0,1,1,0,1,1
chr2,171433968,171434100,3,"2,3,6",0,1,1,0,0,1
chr2,171434100,171434180,4,"1,2,3,6",1,1,1,0,0,1
chr2,171434180,171434287,3,"1,2,6",1,1,0,0,0,1
chr2,171434287,171434340,4,"1,2,3,6",1,1,1,0,0,1
chr2,171434340,171434691,3,"2,3,6",0,1,1,0,0,1
chr2,171434691,171434791,2,"2,6",0,1,0,0,0,1
chr2,171687345,171688003,2,"2,6",0,1,0,0,0,1
chr2,171922283,171923011,2,"2,6",0,1,0,0,0,1
chr2,171999706,171999867,2,"2,6",0,1,0,0,0,1
chr2,171999867,171999908,3,"2,3,6",0,1,1,0,0,1
chr2,171999908,171999913,4,"2,3,4,6",0,1,1,1,0,1
chr2,171999913,171999948,5,"2,3,4,5,6",0,1,1,1,1,1
chr2,171999948,172000019,6,"1,2,3,4,5,6",1,1,1,1,1,1
chr2,172000019,172000093,5,"2,3,4,5,6",0,1,1,1,1,1
chr2,172000093,172000132,4,"2,3,4,6",0,1,1,1,0,1
chr2,172000132,172000152,3,"2,3,6",0,1,1,0,0,1
chr2,172000152,172000338,2,"2,6",0,1,0,0,0,1
chr2,172084817,172085353,2,"2,6",0,1,0,0,0,1
chr2,172085565,172085967,2,"2,6",0,1,0,0,0,1
chr2,172098845,172099349,2,"2,6",0,1,0,0,0,1
chr2,172102159,172102192,3,"2,3,6",0,1,1,0,0,1
chr2,172102192,172102262,2,"2,6",0,1,0,0,0,1
chr2,172102892,172102901,2,"3,6",0,0,1,0,0,1
chr2,172102901,172103174,3,"2,3,6",0,1,1,0,0,1
chr2,172427208,172427514,2,"3,6",0,0,1,0,0,1
chr2,172427514,172427612,3,"2,3,6",0,1,1,0,0,1
chr2,172427612,172427788,2,"2,6",0,1,0,0,0,1
chr2,172428117,172428189,2,"3,6",0,0,1,0,0,1
chr2,172428189,172428446,3,"2,3,6",0,1,1,0,0,1
chr2,172462235,172462355,2,"2,6",0,1,0,0,0,1
chr2,172465529,172465710,2,"2,6",0,1,0,0,0,1
chr2,172465769,172466009,2,"1,6",1,0,0,0,0,1
chr2,172480349,172480808,2,"2,6",0,1,0,0,0,1
chr2,172555573,172556249,2,"2,6",0,1,0,0,0,1
chr2,172556367,172556416,2,"2,6",0,1,0,0,0,1
chr2,172556416,172556706,3,"2,3,6",0,1,1,0,0,1
chr2,173075678,173076105,2,"2,6",0,1,0,0,0,1
chr2,173354703,173354797,2,"2,6",0,1,0,0,0,1
chr2,173354797,173355037,3,"1,2,6",1,1,0,0,0,1
chr2,173355037,173355051,2,"2,6",0,1,0,0,0,1
chr2,173355051,173355455,3,"2,3,6",0,1,1,0,0,1
chr2,173355455,173355506,2,"2,6",0,1,0,0,0,1
chr2,173963981,173963996,2,"3,6",0,0,1,0,0,1
chr2,173963996,173964307,3,"2,3,6",0,1,1,0,0,1
chr2,173964307,173964385,2,"3,6",0,0,1,0,0,1
chr2,173965403,173965995,2,"2,6",0,1,0,0,0,1
chr2,174003648,174004032,2,"2,6",0,1,0,0,0,1
chr2,174023616,174024270,2,"2,6",0,1,0,0,0,1
chr2,174032694,174033034,2,"3,6",0,0,1,0,0,1
chr2,174039619,174039633,2,"2,6",0,1,0,0,0,1
chr2,174039633,174039962,3,"2,3,6",0,1,1,0,0,1
chr2,174039962,174040037,2,"3,6",0,0,1,0,0,1
chr2,174248613,174248628,2,"2,6",0,1,0,0,0,1
chr2,174248628,174248692,3,"2,3,6",0,1,1,0,0,1
chr2,174248692,174248932,4,"1,2,3,6",1,1,1,0,0,1
chr2,174248932,174249032,3,"2,3,6",0,1,1,0,0,1
chr2,174249032,174249062,2,"2,6",0,1,0,0,0,1
chr2,174336746,174337222,2,"2,6",0,1,0,0,0,1
chr2,174395660,174395681,2,"5,6",0,0,0,0,1,1
chr2,174395681,174395840,3,"2,5,6",0,1,0,0,1,1
