chrom,start,end,num,list,ENCFF168GFU_MAFK_sorted.bed,ENCFF231CNR_MAFK_sorted.bed,ENCFF239XOI_MAFK_sorted.bed,ENCFF355ALI_MAFK_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr17,76737371,76737388,2,"1,5",1,0,0,0,1
chr17,76737388,76737402,3,"1,3,5",1,0,1,0,1
chr17,76737402,76737404,4,"1,3,4,5",1,0,1,1,1
chr17,76737404,76737612,5,"1,2,3,4,5",1,1,1,1,1
chr17,76737612,76737638,4,"1,2,4,5",1,1,0,1,1
chr17,76737638,76737647,3,"1,2,5",1,1,0,0,1
chr17,76737647,76737654,2,"2,5",0,1,0,0,1
chr17,77088521,77088533,2,"1,5",1,0,0,0,1
chr17,77088533,77088537,3,"1,4,5",1,0,0,1,1
chr17,77088537,77088550,4,"1,2,4,5",1,1,0,1,1
chr17,77088550,77088769,5,"1,2,3,4,5",1,1,1,1,1
chr17,77088769,77088774,4,"1,2,3,5",1,1,1,0,1
chr17,77088774,77088787,3,"1,2,5",1,1,0,0,1
chr17,77088787,77088797,2,"1,5",1,0,0,0,1
chr17,77392459,77392478,2,"1,5",1,0,0,0,1
chr17,77392478,77392702,3,"1,3,5",1,0,1,0,1
chr17,77392702,77392735,2,"1,5",1,0,0,0,1
chr17,77394711,77394969,2,"1,5",1,0,0,0,1
chr17,78187044,78187280,2,"4,5",0,0,0,1,1
chr17,78979804,78980040,2,"4,5",0,0,0,1,1
chr17,79026843,79027093,2,"2,5",0,1,0,0,1
chr17,79832143,79832154,2,"1,5",1,0,0,0,1
chr17,79832154,79832161,3,"1,4,5",1,0,0,1,1
chr17,79832161,79832168,4,"1,2,4,5",1,1,0,1,1
chr17,79832168,79832390,5,"1,2,3,4,5",1,1,1,1,1
chr17,79832390,79832392,4,"1,2,3,5",1,1,1,0,1
chr17,79832392,79832411,3,"1,2,5",1,1,0,0,1
chr17,79832411,79832419,2,"1,5",1,0,0,0,1
chr17,79938783,79939059,2,"1,5",1,0,0,0,1
chr17,80147953,80147956,2,"1,5",1,0,0,0,1
chr17,80147956,80147974,3,"1,4,5",1,0,0,1,1
chr17,80147974,80147977,4,"1,2,4,5",1,1,0,1,1
chr17,80147977,80148028,5,"1,2,3,4,5",1,1,1,1,1
chr17,80544675,80544951,2,"1,5",1,0,0,0,1
chr17,81466877,81467063,5,"1,2,3,4,5",1,1,1,1,1
chr17,81467063,81467075,4,"1,2,3,5",1,1,1,0,1
chr17,81467075,81467078,3,"1,3,5",1,0,1,0,1
chr17,81467078,81467102,2,"1,5",1,0,0,0,1
chr17,81636827,81637051,2,"3,5",0,0,1,0,1
chr17,81684055,81684262,2,"3,5",0,0,1,0,1
chr17,81926446,81926696,2,"2,5",0,1,0,0,1
chr17,81926868,81926880,2,"4,5",0,0,0,1,1
chr17,81926880,81926908,3,"2,4,5",0,1,0,1,1
chr17,81926908,81926961,4,"1,2,4,5",1,1,0,1,1
chr17,81926961,81927010,5,"1,2,3,4,5",1,1,1,1,1
chr17,82057357,82057372,3,"3,4,5",0,0,1,1,1
chr17,82057372,82057581,4,"2,3,4,5",0,1,1,1,1
chr17,82057581,82057593,3,"2,4,5",0,1,0,1,1
chr17,82057593,82057622,2,"2,5",0,1,0,0,1
chr17,82205925,82206117,5,"1,2,3,4,5",1,1,1,1,1
chr17,82206117,82206137,4,"1,2,4,5",1,1,0,1,1
chr17,82206137,82206145,3,"1,2,5",1,1,0,0,1
chr17,82206145,82206147,2,"1,5",1,0,0,0,1
chr17,82217700,82217702,2,"2,5",0,1,0,0,1
chr17,82217702,82217709,4,"1,2,3,5",1,1,1,0,1
chr17,82217709,82217926,5,"1,2,3,4,5",1,1,1,1,1
chr17,82217926,82217945,4,"1,2,4,5",1,1,0,1,1
chr17,82217945,82217950,3,"1,2,5",1,1,0,0,1
chr17,82217950,82217978,2,"1,5",1,0,0,0,1
chr17,82230941,82230944,2,"2,5",0,1,0,0,1
chr17,82230944,82231180,3,"2,4,5",0,1,0,1,1
chr17,82231180,82231191,2,"2,5",0,1,0,0,1
chr17,82418486,82418710,2,"3,5",0,0,1,0,1
chr17,82568986,82569002,2,"2,5",0,1,0,0,1
chr17,82569002,82569011,3,"1,2,5",1,1,0,0,1
chr17,82569011,82569041,4,"1,2,4,5",1,1,0,1,1
chr17,82704457,82704681,2,"3,5",0,0,1,0,1
chr17,82738363,82738587,2,"3,5",0,0,1,0,1
chr17,82741525,82741531,2,"3,5",0,0,1,0,1
chr17,82741531,82741552,3,"2,3,5",0,1,1,0,1
chr17,82741552,82741565,4,"1,2,3,5",1,1,1,0,1
chr17,82741565,82741749,5,"1,2,3,4,5",1,1,1,1,1
chr17,82741749,82741756,4,"1,2,4,5",1,1,0,1,1
chr18,848502,848567,2,"1,5",1,0,0,0,1
chr18,848567,848571,3,"1,3,5",1,0,1,0,1
chr18,848571,848778,4,"1,3,4,5",1,0,1,1,1
chr18,848778,848791,3,"3,4,5",0,0,1,1,1
chr18,848791,848804,2,"4,5",0,0,0,1,1
chr18,3652910,3652915,2,"1,5",1,0,0,0,1
chr18,3652915,3652923,3,"1,2,5",1,1,0,0,1
chr18,3652923,3652937,4,"1,2,4,5",1,1,0,1,1
chr18,3652937,3653159,5,"1,2,3,4,5",1,1,1,1,1
chr18,3653159,3653161,4,"1,2,3,5",1,1,1,0,1
chr18,3653161,3653163,3,"1,2,5",1,1,0,0,1
chr18,8792958,8793208,2,"2,5",0,1,0,0,1
chr18,9017144,9017146,2,"4,5",0,0,0,1,1
chr18,9017146,9017163,3,"1,4,5",1,0,0,1,1
chr18,9017163,9017171,4,"1,2,4,5",1,1,0,1,1
chr18,9017171,9017380,5,"1,2,3,4,5",1,1,1,1,1
chr18,9017380,9017395,4,"1,2,3,5",1,1,1,0,1
chr18,9017395,9017413,3,"1,2,5",1,1,0,0,1
chr18,9017413,9017422,2,"1,5",1,0,0,0,1
chr18,11689034,11689039,2,"4,5",0,0,0,1,1
chr18,11689039,11689270,3,"2,4,5",0,1,0,1,1
chr18,11689270,11689289,2,"2,5",0,1,0,0,1
chr18,21686408,21686416,2,"1,5",1,0,0,0,1
chr18,21686416,21686666,3,"1,2,5",1,1,0,0,1
chr18,21686666,21686684,2,"1,5",1,0,0,0,1
chr18,23141382,23141415,2,"2,5",0,1,0,0,1
chr18,23141415,23141428,3,"1,2,5",1,1,0,0,1
chr18,23141428,23141623,4,"1,2,4,5",1,1,0,1,1
chr18,23141623,23141664,3,"1,4,5",1,0,0,1,1
chr18,23141664,23141691,2,"1,5",1,0,0,0,1
chr18,24113168,24113175,2,"2,5",0,1,0,0,1
chr18,24113175,24113188,3,"1,2,5",1,1,0,0,1
chr18,24113188,24113412,4,"1,2,3,5",1,1,1,0,1
chr18,24113412,24113418,3,"1,2,5",1,1,0,0,1
chr18,24113418,24113451,2,"1,5",1,0,0,0,1
chr18,34979166,34979182,2,"2,5",0,1,0,0,1
chr18,34979182,34979184,3,"2,4,5",0,1,0,1,1
chr18,34979184,34979239,4,"1,2,4,5",1,1,0,1,1
chr18,34979239,34979416,5,"1,2,3,4,5",1,1,1,1,1
chr18,34979416,34979418,4,"1,3,4,5",1,0,1,1,1
chr18,34979418,34979460,3,"1,3,5",1,0,1,0,1
chr18,34979460,34979463,2,"3,5",0,0,1,0,1
chr18,36188186,36188246,2,"1,5",1,0,0,0,1
chr18,41954953,41955129,2,"3,5",0,0,1,0,1
chr18,44679681,44679725,2,"4,5",0,0,0,1,1
chr18,46098461,46098711,2,"2,5",0,1,0,0,1
chr18,50819564,50819571,3,"2,4,5",0,1,0,1,1
chr18,50819571,50819597,4,"1,2,4,5",1,1,0,1,1
chr18,50819597,50819725,5,"1,2,3,4,5",1,1,1,1,1
chr18,50973362,50973377,2,"1,5",1,0,0,0,1
chr18,50973377,50973605,3,"1,4,5",1,0,0,1,1
chr18,50973605,50973613,2,"4,5",0,0,0,1,1
chr18,51038077,51038139,2,"1,5",1,0,0,0,1
chr18,51038139,51038353,3,"1,3,5",1,0,1,0,1
chr18,51038353,51038363,2,"3,5",0,0,1,0,1
chr18,57586877,57586884,2,"2,5",0,1,0,0,1
chr18,57586884,57586887,3,"2,4,5",0,1,0,1,1
chr18,57586887,57586905,4,"1,2,4,5",1,1,0,1,1
chr18,57586905,57587018,5,"1,2,3,4,5",1,1,1,1,1
chr18,58013866,58014116,2,"2,5",0,1,0,0,1
chr18,58407772,58408022,2,"2,5",0,1,0,0,1
chr18,58414110,58414334,2,"3,5",0,0,1,0,1
chr18,59141863,59141876,2,"1,5",1,0,0,0,1
chr18,59141876,59141958,3,"1,3,5",1,0,1,0,1
chr18,59141958,59141959,4,"1,3,4,5",1,0,1,1,1
chr18,59141959,59142042,5,"1,2,3,4,5",1,1,1,1,1
chr18,59142042,59142052,4,"1,3,4,5",1,0,1,1,1
chr18,59142052,59142067,3,"1,3,5",1,0,1,0,1
chr18,67145917,67145924,2,"1,5",1,0,0,0,1
chr18,67145924,67146148,3,"1,3,5",1,0,1,0,1
chr18,67146148,67146193,2,"1,5",1,0,0,0,1
chr18,68714863,68714892,2,"1,5",1,0,0,0,1
chr18,68714892,68714902,3,"1,2,5",1,1,0,0,1
chr18,68714902,68714917,4,"1,2,3,5",1,1,1,0,1
chr18,68714917,68715126,5,"1,2,3,4,5",1,1,1,1,1
chr18,68715126,68715139,4,"1,2,4,5",1,1,0,1,1
chr18,68715139,68715142,3,"2,4,5",0,1,0,1,1
chr18,68715142,68715153,2,"4,5",0,0,0,1,1
chr18,70335055,70335263,2,"2,5",0,1,0,0,1
chr18,74234390,74234397,2,"2,5",0,1,0,0,1
chr18,74234397,74234404,3,"1,2,5",1,1,0,0,1
chr18,74234404,74234640,4,"1,2,4,5",1,1,0,1,1
chr18,74234640,74234673,2,"1,5",1,0,0,0,1
chr18,74249239,74249293,2,"2,5",0,1,0,0,1
chr18,74249293,74249489,3,"2,4,5",0,1,0,1,1
chr18,74249489,74249529,2,"4,5",0,0,0,1,1
chr18,74542021,74542257,2,"4,5",0,0,0,1,1
chr18,76495387,76495476,2,"1,5",1,0,0,0,1
chr18,76495476,76495488,3,"1,4,5",1,0,0,1,1
chr18,76495488,76495492,4,"1,2,4,5",1,1,0,1,1
chr18,76495492,76495573,5,"1,2,3,4,5",1,1,1,1,1
chr18,76495573,76495581,4,"1,2,4,5",1,1,0,1,1
chr18,76495581,76495589,3,"1,2,5",1,1,0,0,1
chr18,76495589,76495653,2,"1,5",1,0,0,0,1
chr18,77114484,77114760,2,"1,5",1,0,0,0,1
chr18,77114937,77115161,2,"3,5",0,0,1,0,1
chr19,1438031,1438255,2,"3,5",0,0,1,0,1
chr19,1438330,1438554,2,"3,5",0,0,1,0,1
chr19,2212648,2212687,4,"1,2,3,5",1,1,1,0,1
chr19,2212687,2212747,5,"1,2,3,4,5",1,1,1,1,1
chr19,2212747,2212855,4,"1,2,3,5",1,1,1,0,1
chr19,2212855,2212875,3,"1,2,5",1,1,0,0,1
chr19,2212875,2212895,2,"1,5",1,0,0,0,1
chr19,2427773,2428023,2,"2,5",0,1,0,0,1
chr19,3185432,3185585,3,"2,4,5",0,1,0,1,1
chr19,3185585,3185785,2,"2,5",0,1,0,0,1
chr19,3500776,3500792,2,"1,5",1,0,0,0,1
chr19,3500792,3500802,3,"1,2,5",1,1,0,0,1
chr19,3500802,3500811,4,"1,2,4,5",1,1,0,1,1
chr19,3500811,3501035,5,"1,2,3,4,5",1,1,1,1,1
chr19,3501035,3501038,4,"1,2,4,5",1,1,0,1,1
chr19,3501038,3501042,3,"1,2,5",1,1,0,0,1
chr19,3501042,3501052,2,"1,5",1,0,0,0,1
chr19,3968690,3968748,3,"3,4,5",0,0,1,1,1
chr19,3968748,3968753,2,"4,5",0,0,0,1,1
chr19,3971220,3971247,2,"1,5",1,0,0,0,1
chr19,3971247,3971249,3,"1,4,5",1,0,0,1,1
chr19,3971249,3971286,4,"1,2,4,5",1,1,0,1,1
chr19,3971286,3971483,5,"1,2,3,4,5",1,1,1,1,1
chr19,3971483,3971496,4,"1,2,3,5",1,1,1,0,1
chr19,3971496,3971499,3,"2,3,5",0,1,1,0,1
chr19,3971499,3971510,2,"3,5",0,0,1,0,1
chr19,4058039,4058116,2,"3,5",0,0,1,0,1
chr19,8208855,8209079,2,"3,5",0,0,1,0,1
chr19,8362006,8362011,2,"2,5",0,1,0,0,1
chr19,8362011,8362050,3,"2,4,5",0,1,0,1,1
chr19,8362050,8362247,4,"2,3,4,5",0,1,1,1,1
chr19,8362247,8362256,3,"2,3,5",0,1,1,0,1
chr19,8362256,8362274,2,"3,5",0,0,1,0,1
chr19,10502742,10502900,5,"1,2,3,4,5",1,1,1,1,1
chr19,10502900,10502927,4,"1,2,3,5",1,1,1,0,1
chr19,10502927,10502928,3,"1,3,5",1,0,1,0,1
chr19,10502928,10502960,2,"1,5",1,0,0,0,1
chr19,10835523,10835723,2,"1,5",1,0,0,0,1
chr19,11155745,11155769,2,"1,5",1,0,0,0,1
chr19,11155769,11155993,3,"1,3,5",1,0,1,0,1
chr19,11155993,11156021,2,"1,5",1,0,0,0,1
chr19,11243598,11243631,2,"1,5",1,0,0,0,1
chr19,11243631,11243639,3,"1,2,5",1,1,0,0,1
chr19,11243639,11243648,4,"1,2,3,5",1,1,1,0,1
chr19,11243648,11243816,5,"1,2,3,4,5",1,1,1,1,1
chr19,11344532,11344724,5,"1,2,3,4,5",1,1,1,1,1
chr19,11344724,11344752,4,"1,2,4,5",1,1,0,1,1
chr19,11344752,11344758,3,"1,2,5",1,1,0,0,1
chr19,11344758,11344782,2,"1,5",1,0,0,0,1
chr19,11490792,11490796,2,"3,5",0,0,1,0,1
chr19,11490796,11490810,3,"1,3,5",1,0,1,0,1
chr19,11490810,11490899,4,"1,3,4,5",1,0,1,1,1
chr19,11490899,11490973,5,"1,2,3,4,5",1,1,1,1,1
chr19,11490973,11491016,4,"1,3,4,5",1,0,1,1,1
chr19,11491016,11491046,3,"1,4,5",1,0,0,1,1
chr19,11491046,11491072,2,"1,5",1,0,0,0,1
chr19,12401315,12401551,2,"4,5",0,0,0,1,1
chr19,12441144,12441380,2,"4,5",0,0,0,1,1
chr19,12495227,12495503,2,"1,5",1,0,0,0,1
chr19,12551585,12551600,2,"2,5",0,1,0,0,1
chr19,12551600,12551626,3,"1,2,5",1,1,0,0,1
chr19,12551626,12551835,4,"1,2,3,5",1,1,1,0,1
chr19,12551835,12551850,3,"1,3,5",1,0,1,0,1
chr19,12551850,12551994,2,"1,5",1,0,0,0,1
chr19,12610627,12610685,2,"1,5",1,0,0,0,1
chr19,12610685,12610903,3,"1,4,5",1,0,0,1,1
chr19,12610903,12610921,2,"4,5",0,0,0,1,1
chr19,12681737,12681961,2,"3,5",0,0,1,0,1
chr19,13880256,13880641,2,"1,5",1,0,0,0,1
chr19,13899421,13899671,2,"2,5",0,1,0,0,1
chr19,14081266,14081276,2,"4,5",0,0,0,1,1
chr19,14081276,14081502,3,"2,4,5",0,1,0,1,1
chr19,14081502,14081526,2,"2,5",0,1,0,0,1
chr19,14520066,14520323,2,"1,5",1,0,0,0,1
chr19,14529440,14529664,2,"3,5",0,0,1,0,1
chr19,14529790,14529801,2,"1,5",1,0,0,0,1
chr19,14529801,14530037,3,"1,4,5",1,0,0,1,1
chr19,14530037,14530066,2,"1,5",1,0,0,0,1
chr19,15836775,15836795,2,"1,5",1,0,0,0,1
chr19,15836795,15836823,4,"1,2,4,5",1,1,0,1,1
chr19,15836823,15837031,5,"1,2,3,4,5",1,1,1,1,1
chr19,15837031,15837045,4,"1,2,3,5",1,1,1,0,1
chr19,15837045,15837047,3,"1,3,5",1,0,1,0,1
chr19,15837047,15837051,2,"1,5",1,0,0,0,1
chr19,17097676,17097683,3,"1,4,5",1,0,0,1,1
chr19,17097683,17097699,4,"1,2,4,5",1,1,0,1,1
chr19,17097699,17097858,5,"1,2,3,4,5",1,1,1,1,1
chr19,17097858,17097864,4,"1,2,4,5",1,1,0,1,1
chr19,17097864,17097866,3,"2,4,5",0,1,0,1,1
chr19,17097866,17097867,2,"4,5",0,0,0,1,1
chr19,17200822,17201098,2,"1,5",1,0,0,0,1
chr19,17419669,17419919,2,"2,5",0,1,0,0,1
chr19,17859574,17859824,2,"2,5",0,1,0,0,1
chr19,18328459,18328586,5,"1,2,3,4,5",1,1,1,1,1
chr19,18328586,18328610,4,"1,2,4,5",1,1,0,1,1
chr19,18328610,18328624,3,"1,4,5",1,0,0,1,1
chr19,18328624,18328626,2,"1,5",1,0,0,0,1
chr19,18374450,18374459,2,"1,5",1,0,0,0,1
chr19,18374459,18374469,3,"1,4,5",1,0,0,1,1
chr19,18374469,18374695,4,"1,2,4,5",1,1,0,1,1
chr19,18374695,18374719,3,"1,2,5",1,1,0,0,1
chr19,18374719,18374726,2,"1,5",1,0,0,0,1
chr19,18380042,18380233,2,"3,5",0,0,1,0,1
chr19,18522285,18522302,2,"1,5",1,0,0,0,1
chr19,18522302,18522312,3,"1,3,5",1,0,1,0,1
chr19,18522312,18522326,4,"1,3,4,5",1,0,1,1,1
chr19,18522326,18522526,5,"1,2,3,4,5",1,1,1,1,1
chr19,18522526,18522548,4,"1,2,4,5",1,1,0,1,1
chr19,18522548,18522561,3,"1,2,5",1,1,0,0,1
chr19,18522561,18522576,2,"2,5",0,1,0,0,1
chr19,32373787,32373818,2,"2,5",0,1,0,0,1
chr19,32373818,32373823,3,"1,2,5",1,1,0,0,1
chr19,32373823,32374037,4,"1,2,4,5",1,1,0,1,1
chr19,32374037,32374059,3,"1,4,5",1,0,0,1,1
chr19,32374059,32374094,2,"1,5",1,0,0,0,1
chr19,33041515,33041679,2,"1,5",1,0,0,0,1
chr19,33293360,33293564,4,"1,3,4,5",1,0,1,1,1
chr19,33293564,33293571,3,"1,4,5",1,0,0,1,1
chr19,33293571,33293576,2,"1,5",1,0,0,0,1
chr19,33804395,33804402,2,"2,5",0,1,0,0,1
chr19,33804402,33804406,3,"1,2,5",1,1,0,0,1
chr19,33804406,33804416,4,"1,2,3,5",1,1,1,0,1
chr19,33804416,33804630,5,"1,2,3,4,5",1,1,1,1,1
chr19,33804630,33804645,4,"1,2,4,5",1,1,0,1,1
chr19,33804645,33804652,3,"1,4,5",1,0,0,1,1
chr19,33804652,33804678,2,"1,5",1,0,0,0,1
chr19,34359503,34359506,2,"3,5",0,0,1,0,1
chr19,34359506,34359509,3,"1,3,5",1,0,1,0,1
chr19,34359509,34359522,4,"1,3,4,5",1,0,1,1,1
chr19,34359522,34359653,5,"1,2,3,4,5",1,1,1,1,1
chr19,34359653,34359657,4,"2,3,4,5",0,1,1,1,1
chr19,34359657,34359659,3,"3,4,5",0,0,1,1,1
chr19,34359659,34359670,2,"3,5",0,0,1,0,1
chr19,35628893,35629169,2,"1,5",1,0,0,0,1
chr19,36054091,36054121,2,"1,5",1,0,0,0,1
chr19,36054121,36054367,3,"1,2,5",1,1,0,0,1
chr19,36054367,36054371,2,"2,5",0,1,0,0,1
chr19,36528301,36528551,2,"2,5",0,1,0,0,1
chr19,38335578,38335801,2,"1,5",1,0,0,0,1
chr19,38683671,38683921,2,"2,5",0,1,0,0,1
chr19,38899777,38900053,2,"1,5",1,0,0,0,1
chr19,39401394,39401477,2,"2,5",0,1,0,0,1
chr19,39401477,39401488,3,"2,3,5",0,1,1,0,1
chr19,39401488,39401644,4,"2,3,4,5",0,1,1,1,1
chr19,39401644,39401701,3,"3,4,5",0,0,1,1,1
chr19,39401701,39401724,2,"4,5",0,0,0,1,1
chr19,39401798,39401813,2,"4,5",0,0,0,1,1
chr19,39401813,39401892,3,"3,4,5",0,0,1,1,1
chr19,39677989,39677993,2,"2,5",0,1,0,0,1
chr19,39677993,39677995,3,"2,4,5",0,1,0,1,1
chr19,39677995,39678009,4,"1,2,4,5",1,1,0,1,1
chr19,39678009,39678229,5,"1,2,3,4,5",1,1,1,1,1
chr19,39678229,39678233,4,"1,2,3,5",1,1,1,0,1
chr19,39678233,39678239,3,"1,2,5",1,1,0,0,1
chr19,39678239,39678249,2,"1,5",1,0,0,0,1
chr19,40777886,40777968,2,"1,5",1,0,0,0,1
chr19,40777968,40778162,3,"1,3,5",1,0,1,0,1
chr19,40778162,40778192,2,"3,5",0,0,1,0,1
chr19,40778455,40778679,2,"3,5",0,0,1,0,1
chr19,40921046,40921059,2,"4,5",0,0,0,1,1
chr19,40921059,40921481,3,"1,4,5",1,0,0,1,1
chr19,40921481,40921539,2,"1,5",1,0,0,0,1
chr19,42243105,42243381,2,"1,5",1,0,0,0,1
chr19,43499155,43499167,2,"1,5",1,0,0,0,1
chr19,43499167,43499191,3,"1,2,5",1,1,0,0,1
chr19,43499191,43499201,4,"1,2,4,5",1,1,0,1,1
chr19,43499201,43499397,5,"1,2,3,4,5",1,1,1,1,1
chr19,44164728,44165004,2,"1,5",1,0,0,0,1
chr19,44694721,44694754,2,"1,5",1,0,0,0,1
chr19,44694754,44694779,3,"1,4,5",1,0,0,1,1
chr19,44694779,44694787,4,"1,2,4,5",1,1,0,1,1
chr19,44694787,44694990,5,"1,2,3,4,5",1,1,1,1,1
chr19,44694990,44694997,4,"1,2,3,5",1,1,1,0,1
chr19,44694997,44695011,3,"2,3,5",0,1,1,0,1
chr19,44695011,44695029,2,"2,5",0,1,0,0,1
chr19,44741874,44741884,2,"1,5",1,0,0,0,1
chr19,44741884,44741885,3,"1,3,5",1,0,1,0,1
chr19,44741885,44742108,4,"1,3,4,5",1,0,1,1,1
chr19,44742108,44742121,3,"1,4,5",1,0,0,1,1
chr19,44742121,44742150,2,"1,5",1,0,0,0,1
chr19,44915132,44915269,2,"2,5",0,1,0,0,1
chr19,44924239,44924489,2,"2,5",0,1,0,0,1
chr19,44927195,44927196,2,"1,5",1,0,0,0,1
chr19,44927196,44927213,3,"1,2,5",1,1,0,0,1
chr19,44927213,44927217,4,"1,2,3,5",1,1,1,0,1
chr19,44927217,44927394,5,"1,2,3,4,5",1,1,1,1,1
chr19,45478837,45478854,2,"2,5",0,1,0,0,1
chr19,45478854,45478897,3,"2,4,5",0,1,0,1,1
chr19,45478897,45479087,4,"2,3,4,5",0,1,1,1,1
chr19,45479087,45479090,3,"3,4,5",0,0,1,1,1
chr19,45479090,45479121,2,"3,5",0,0,1,0,1
chr19,45485792,45485806,2,"1,5",1,0,0,0,1
chr19,45485806,45485821,3,"1,2,5",1,1,0,0,1
chr19,45485821,45485831,4,"1,2,3,5",1,1,1,0,1
chr19,45485831,45486045,5,"1,2,3,4,5",1,1,1,1,1
chr19,45486045,45486046,4,"1,2,4,5",1,1,0,1,1
chr19,45584769,45584794,2,"2,5",0,1,0,0,1
chr19,45584794,45584836,3,"1,2,5",1,1,0,0,1
chr19,45584836,45585019,4,"1,2,3,5",1,1,1,0,1
chr19,45585019,45585060,3,"1,3,5",1,0,1,0,1
chr19,45585060,45585070,2,"1,5",1,0,0,0,1
chr19,47107383,47107620,2,"2,5",0,1,0,0,1
chr19,47891967,47891970,3,"2,4,5",0,1,0,1,1
chr19,47891970,47891985,4,"1,2,4,5",1,1,0,1,1
chr19,47891985,47892147,5,"1,2,3,4,5",1,1,1,1,1
chr19,47892147,47892172,4,"1,2,4,5",1,1,0,1,1
chr19,47892172,47892175,3,"1,4,5",1,0,0,1,1
chr19,47892175,47892179,2,"4,5",0,0,0,1,1
chr19,48332992,48333078,2,"1,5",1,0,0,0,1
chr19,48333078,48333268,3,"1,3,5",1,0,1,0,1
chr19,48333268,48333302,2,"3,5",0,0,1,0,1
chr19,48354637,48354640,2,"2,5",0,1,0,0,1
chr19,48354640,48354647,3,"1,2,5",1,1,0,0,1
chr19,48354647,48354703,4,"1,2,4,5",1,1,0,1,1
chr19,48354703,48354738,5,"1,2,3,4,5",1,1,1,1,1
chr19,48354738,48354787,4,"2,3,4,5",0,1,1,1,1
chr19,48354787,48354800,2,"2,5",0,1,0,0,1
chr19,48364177,48364397,2,"3,5",0,0,1,0,1
chr19,48493123,48493347,2,"3,5",0,0,1,0,1
chr19,48738458,48738575,2,"4,5",0,0,0,1,1
chr19,48807156,48807177,2,"2,5",0,1,0,0,1
chr19,48807177,48807183,3,"1,2,5",1,1,0,0,1
chr19,48807183,48807200,4,"1,2,4,5",1,1,0,1,1
chr19,48807200,48807379,5,"1,2,3,4,5",1,1,1,1,1
chr19,48807379,48807400,4,"1,2,4,5",1,1,0,1,1
chr19,48807400,48807401,3,"1,2,5",1,1,0,0,1
chr19,48807401,48807404,2,"2,5",0,1,0,0,1
chr19,48872169,48872238,2,"2,5",0,1,0,0,1
chr19,48872238,48872375,3,"1,2,5",1,1,0,0,1
chr19,48872375,48872514,2,"1,5",1,0,0,0,1
chr19,48907779,48907780,2,"4,5",0,0,0,1,1
chr19,48907780,48907786,3,"2,4,5",0,1,0,1,1
chr19,48907786,48907797,4,"1,2,4,5",1,1,0,1,1
chr19,48907797,48907932,5,"1,2,3,4,5",1,1,1,1,1
chr19,48907932,48907935,4,"2,3,4,5",0,1,1,1,1
chr19,48907935,48907958,3,"2,4,5",0,1,0,1,1
chr19,48907958,48907959,2,"4,5",0,0,0,1,1
chr19,48963888,48964017,5,"1,2,3,4,5",1,1,1,1,1
chr19,48964017,48964023,4,"1,3,4,5",1,0,1,1,1
chr19,48964023,48964026,3,"1,4,5",1,0,0,1,1
chr19,48964026,48964036,2,"1,5",1,0,0,0,1
chr19,49127962,49128186,2,"3,5",0,0,1,0,1
chr19,49877547,49877783,2,"4,5",0,0,0,1,1
chr19,52139868,52140104,2,"4,5",0,0,0,1,1
chr19,52397703,52397927,2,"3,5",0,0,1,0,1
chr19,53864489,53864530,2,"4,5",0,0,0,1,1
chr19,53864530,53864725,3,"2,4,5",0,1,0,1,1
chr19,53864725,53864767,2,"2,5",0,1,0,0,1
chr19,54115635,54115859,2,"3,5",0,0,1,0,1
chr19,55216504,55216523,2,"1,5",1,0,0,0,1
chr19,55216523,55216525,3,"1,4,5",1,0,0,1,1
chr19,55216525,55216546,4,"1,2,4,5",1,1,0,1,1
chr19,55216546,55216759,5,"1,2,3,4,5",1,1,1,1,1
chr19,55216759,55216770,4,"1,2,3,5",1,1,1,0,1
chr19,55216770,55216775,3,"1,2,5",1,1,0,0,1
chr19,55216775,55216780,2,"1,5",1,0,0,0,1
chr19,55461775,55461777,2,"2,5",0,1,0,0,1
chr19,55461777,55462013,3,"2,4,5",0,1,0,1,1
chr19,55462013,55462025,2,"2,5",0,1,0,0,1
chr19,55653758,55653994,2,"4,5",0,0,0,1,1
chr19,56140889,56141139,2,"2,5",0,1,0,0,1
chr19,56170406,56170423,2,"1,5",1,0,0,0,1
chr19,56170423,56170425,3,"1,4,5",1,0,0,1,1
chr19,56170425,56170442,4,"1,2,4,5",1,1,0,1,1
chr19,56170442,56170593,5,"1,2,3,4,5",1,1,1,1,1
chr19,56170593,56170604,4,"1,2,4,5",1,1,0,1,1
chr19,56170604,56170608,3,"1,2,5",1,1,0,0,1
chr19,56170608,56170616,2,"1,5",1,0,0,0,1
chr19,57320178,57320184,4,"1,2,3,5",1,1,1,0,1
chr19,57320184,57320188,3,"1,2,5",1,1,0,0,1
chr19,57320188,57320193,2,"2,5",0,1,0,0,1
chr19,58387106,58387342,2,"4,5",0,0,0,1,1
chr2,260710,260775,2,"1,5",1,0,0,0,1
chr2,260775,260788,3,"1,2,5",1,1,0,0,1
chr2,260788,260800,4,"1,2,3,5",1,1,1,0,1
chr2,260800,260986,5,"1,2,3,4,5",1,1,1,1,1
chr2,260986,261012,4,"2,3,4,5",0,1,1,1,1
chr2,261012,261036,3,"2,4,5",0,1,0,1,1
chr2,261036,261226,2,"2,5",0,1,0,0,1
chr2,676158,676210,4,"1,2,4,5",1,1,0,1,1
