chrom,start,end,num,list,ENCFF479IYY_MAX_sorted.bed,ENCFF586AUN_MAX_sorted.bed,ENCFF631IHP_MAX_sorted.bed,ENCFF714XUB_MAX_sorted.bed,ENCFF776CUK_MAX_sorted.bed,ENCFF833YNQ_MAX_sorted.bed,ENCFF922DMX_MAX_sorted.bed,ENCFF947ANW_MAX_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr17,4790237,4790281,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr17,4790281,4790456,2,"3,9",0,0,1,0,0,0,0,0,1
chr17,4790456,4790551,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr17,4790551,4790627,2,"5,9",0,0,0,0,1,0,0,0,1
chr17,4795948,4795978,3,"6,7,9",0,0,0,0,0,1,1,0,1
chr17,4795978,4796161,4,"5,6,7,9",0,0,0,0,1,1,1,0,1
chr17,4796161,4796248,3,"6,7,9",0,0,0,0,0,1,1,0,1
chr17,4796248,4796283,2,"7,9",0,0,0,0,0,0,1,0,1
chr17,4806960,4807238,2,"5,9",0,0,0,0,1,0,0,0,1
chr17,4833105,4833381,3,"6,7,9",0,0,0,0,0,1,1,0,1
chr17,4833381,4833387,2,"6,9",0,0,0,0,0,1,0,0,1
chr17,4833428,4833693,2,"2,9",0,1,0,0,0,0,0,0,1
chr17,4833693,4833696,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr17,4909099,4909393,3,"5,7,9",0,0,0,0,1,0,1,0,1
chr17,4909393,4909394,2,"5,9",0,0,0,0,1,0,0,0,1
chr17,4939866,4939942,5,"2,3,5,7,9",0,1,1,0,1,0,1,0,1
chr17,4939942,4940164,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr17,4940164,4940195,5,"2,3,6,7,9",0,1,1,0,0,1,1,0,1
chr17,4940195,4940242,4,"2,3,6,9",0,1,1,0,0,1,0,0,1
chr17,4940242,4940246,3,"2,6,9",0,1,0,0,0,1,0,0,1
chr17,4940246,4940286,2,"2,9",0,1,0,0,0,0,0,0,1
chr17,4948455,4948633,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr17,4948633,4948635,5,"3,5,6,7,9",0,0,1,0,1,1,1,0,1
chr17,4948635,4948653,4,"3,6,7,9",0,0,1,0,0,1,1,0,1
chr17,4948653,4948655,3,"3,7,9",0,0,1,0,0,0,1,0,1
chr17,4948655,4948702,2,"3,9",0,0,1,0,0,0,0,0,1
chr17,4967151,4967266,5,"2,3,5,7,9",0,1,1,0,1,0,1,0,1
chr17,4967266,4967323,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr17,4967323,4967329,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr17,4967329,4967439,2,"3,9",0,0,1,0,0,0,0,0,1
chr17,4967735,4967769,2,"7,9",0,0,0,0,0,0,1,0,1
chr17,4967769,4967886,3,"5,7,9",0,0,0,0,1,0,1,0,1
chr17,4967886,4968025,4,"5,6,7,9",0,0,0,0,1,1,1,0,1
chr17,4968025,4968060,3,"5,7,9",0,0,0,0,1,0,1,0,1
chr17,4987326,4987421,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr17,4987421,4987509,5,"2,3,5,7,9",0,1,1,0,1,0,1,0,1
chr17,4987509,4987514,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr17,4987514,4987675,5,"2,3,5,7,9",0,1,1,0,1,0,1,0,1
chr17,4987675,4987827,4,"3,5,7,9",0,0,1,0,1,0,1,0,1
chr17,4997370,4997400,2,"3,9",0,0,1,0,0,0,0,0,1
chr17,4997400,4997527,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr17,4997527,4997648,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr17,4997648,4997991,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr17,4997991,4998043,2,"3,9",0,0,1,0,0,0,0,0,1
chr17,5111675,5111875,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr17,5111875,5111900,4,"3,5,6,9",0,0,1,0,1,1,0,0,1
chr17,5111900,5112013,5,"3,5,6,7,9",0,0,1,0,1,1,1,0,1
chr17,5112013,5112077,4,"3,5,6,9",0,0,1,0,1,1,0,0,1
chr17,5112077,5112138,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr17,5112138,5112180,2,"3,9",0,0,1,0,0,0,0,0,1
chr17,5191873,5191966,2,"6,9",0,0,0,0,0,1,0,0,1
chr17,5191966,5192167,3,"5,6,9",0,0,0,0,1,1,0,0,1
chr17,5192167,5192177,2,"6,9",0,0,0,0,0,1,0,0,1
chr17,5419572,5419879,2,"5,9",0,0,0,0,1,0,0,0,1
chr17,5419879,5419935,3,"5,8,9",0,0,0,0,1,0,0,1,1
chr17,5419935,5419946,4,"3,5,8,9",0,0,1,0,1,0,0,1,1
chr17,5419946,5419947,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr17,5419947,5419970,6,"2,3,5,6,8,9",0,1,1,0,1,1,0,1,1
chr17,5419970,5420147,7,"2,3,5,6,7,8,9",0,1,1,0,1,1,1,1,1
chr17,5420147,5420187,6,"3,5,6,7,8,9",0,0,1,0,1,1,1,1,1
chr17,5420187,5420195,5,"5,6,7,8,9",0,0,0,0,1,1,1,1,1
chr17,5420195,5420226,4,"5,6,8,9",0,0,0,0,1,1,0,1,1
chr17,5420226,5420232,3,"5,8,9",0,0,0,0,1,0,0,1,1
chr17,5438843,5438917,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr17,5438917,5438977,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr17,5438977,5438980,6,"2,3,5,6,8,9",0,1,1,0,1,1,0,1,1
chr17,5438980,5439196,7,"2,3,5,6,7,8,9",0,1,1,0,1,1,1,1,1
chr17,5439196,5439229,6,"2,3,5,6,8,9",0,1,1,0,1,1,0,1,1
chr17,5439229,5439252,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr17,5439252,5439273,4,"2,3,8,9",0,1,1,0,0,0,0,1,1
chr17,5439273,5439303,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr17,5439303,5439413,2,"3,9",0,0,1,0,0,0,0,0,1
chr17,5468728,5468814,2,"5,9",0,0,0,0,1,0,0,0,1
chr17,5468814,5468822,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr17,5468822,5468827,4,"1,5,7,9",1,0,0,0,1,0,1,0,1
chr17,5468827,5468836,5,"1,5,6,7,9",1,0,0,0,1,1,1,0,1
chr17,5468836,5468840,6,"1,3,5,6,7,9",1,0,1,0,1,1,1,0,1
chr17,5468840,5468856,7,"1,3,5,6,7,8,9",1,0,1,0,1,1,1,1,1
chr17,5468856,5469074,8,"1,2,3,5,6,7,8,9",1,1,1,0,1,1,1,1,1
chr17,5469074,5469075,7,"2,3,5,6,7,8,9",0,1,1,0,1,1,1,1,1
chr17,5469075,5469097,6,"3,5,6,7,8,9",0,0,1,0,1,1,1,1,1
chr17,5469097,5469098,5,"3,5,6,7,9",0,0,1,0,1,1,1,0,1
chr17,5469098,5469104,4,"3,5,6,9",0,0,1,0,1,1,0,0,1
chr17,5469104,5469128,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr17,5469128,5469145,2,"5,9",0,0,0,0,1,0,0,0,1
chr17,5486377,5486405,2,"3,9",0,0,1,0,0,0,0,0,1
chr17,5486405,5486409,3,"3,7,9",0,0,1,0,0,0,1,0,1
chr17,5486409,5486411,4,"3,5,7,9",0,0,1,0,1,0,1,0,1
chr17,5486411,5486469,5,"2,3,5,7,9",0,1,1,0,1,0,1,0,1
chr17,5486469,5486619,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr17,5486619,5486676,7,"2,3,5,6,7,8,9",0,1,1,0,1,1,1,1,1
chr17,6444078,6444084,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr17,6444084,6444112,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr17,6444112,6444122,5,"2,3,5,6,9",0,1,1,0,1,1,0,0,1
chr17,6444122,6444177,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr17,6444177,6444289,7,"2,3,5,6,7,8,9",0,1,1,0,1,1,1,1,1
chr17,6444289,6444343,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr17,6444343,6444344,5,"2,5,6,7,9",0,1,0,0,1,1,1,0,1
chr17,6444344,6444346,4,"2,5,7,9",0,1,0,0,1,0,1,0,1
chr17,6444346,6444396,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr17,6444396,6444449,2,"2,9",0,1,0,0,0,0,0,0,1
chr17,6640822,6640863,2,"7,9",0,0,0,0,0,0,1,0,1
chr17,6640863,6640895,3,"7,8,9",0,0,0,0,0,0,1,1,1
chr17,6640895,6640990,4,"5,7,8,9",0,0,0,0,1,0,1,1,1
chr17,6640990,6641095,5,"5,6,7,8,9",0,0,0,0,1,1,1,1,1
chr17,6641095,6641134,4,"5,7,8,9",0,0,0,0,1,0,1,1,1
chr17,6651580,6651650,2,"6,9",0,0,0,0,0,1,0,0,1
chr17,6651650,6651819,3,"5,6,9",0,0,0,0,1,1,0,0,1
chr17,7014552,7014590,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr17,7014590,7014699,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr17,7014699,7014746,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr17,7014746,7014861,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr17,7014861,7014966,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr17,7014966,7015182,2,"3,9",0,0,1,0,0,0,0,0,1
chr17,7023967,7024025,2,"3,9",0,0,1,0,0,0,0,0,1
chr17,7024025,7024095,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr17,7024095,7024164,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr17,7024164,7024187,5,"2,3,5,6,9",0,1,1,0,1,1,0,0,1
chr17,7024187,7024293,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr17,7035676,7035680,4,"2,3,6,9",0,1,1,0,0,1,0,0,1
chr17,7035680,7035726,5,"2,3,5,6,9",0,1,1,0,1,1,0,0,1
chr17,7035726,7035740,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr17,7035740,7035801,7,"1,2,3,5,6,7,9",1,1,1,0,1,1,1,0,1
chr17,7035801,7035923,8,"1,2,3,5,6,7,8,9",1,1,1,0,1,1,1,1,1
chr17,7035923,7035941,7,"1,2,3,5,6,7,9",1,1,1,0,1,1,1,0,1
chr17,7035941,7035946,6,"1,2,3,5,6,9",1,1,1,0,1,1,0,0,1
chr17,7035946,7035962,5,"1,2,3,5,9",1,1,1,0,1,0,0,0,1
chr17,7035962,7036000,4,"1,2,3,9",1,1,1,0,0,0,0,0,1
chr17,7036000,7036059,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr17,7036059,7036313,2,"3,9",0,0,1,0,0,0,0,0,1
chr17,7214314,7214327,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr17,7214327,7214520,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr17,7214520,7214732,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr17,7214732,7214787,2,"3,9",0,0,1,0,0,0,0,0,1
chr17,7214915,7214938,3,"6,7,9",0,0,0,0,0,1,1,0,1
chr17,7214938,7215112,4,"5,6,7,9",0,0,0,0,1,1,1,0,1
chr17,7215112,7215219,3,"6,7,9",0,0,0,0,0,1,1,0,1
chr17,7215219,7215224,2,"7,9",0,0,0,0,0,0,1,0,1
chr17,7239441,7239648,3,"5,6,9",0,0,0,0,1,1,0,0,1
chr17,7239648,7239721,2,"6,9",0,0,0,0,0,1,0,0,1
chr17,7251889,7252022,2,"7,9",0,0,0,0,0,0,1,0,1
chr17,7252022,7252195,3,"5,7,9",0,0,0,0,1,0,1,0,1
chr17,7252195,7252280,2,"5,9",0,0,0,0,1,0,0,0,1
chr17,7252280,7252339,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr17,7252339,7252382,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr17,7252382,7252458,5,"2,3,5,6,9",0,1,1,0,1,1,0,0,1
chr17,7252458,7252633,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr17,7252633,7252647,5,"2,3,6,7,9",0,1,1,0,0,1,1,0,1
chr17,7281305,7281338,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr17,7281338,7281354,4,"3,5,6,9",0,0,1,0,1,1,0,0,1
chr17,7281354,7281356,5,"2,3,5,6,9",0,1,1,0,1,1,0,0,1
chr17,7281356,7281375,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr17,7281375,7281415,7,"1,2,3,5,6,7,9",1,1,1,0,1,1,1,0,1
chr17,7281415,7281544,8,"1,2,3,5,6,7,8,9",1,1,1,0,1,1,1,1,1
chr17,7281544,7281635,7,"1,2,3,5,6,7,9",1,1,1,0,1,1,1,0,1
chr17,7281635,7281638,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr17,7281638,7281662,5,"2,3,5,7,9",0,1,1,0,1,0,1,0,1
chr17,7281662,7281698,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr17,7281698,7281745,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr17,7281745,7281751,2,"2,9",0,1,0,0,0,0,0,0,1
chr17,7306937,7306961,2,"3,9",0,0,1,0,0,0,0,0,1
chr17,7306961,7306964,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr17,7306964,7306985,4,"2,3,7,9",0,1,1,0,0,0,1,0,1
chr17,7306985,7307141,5,"2,3,5,7,9",0,1,1,0,1,0,1,0,1
chr17,7307141,7307256,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr17,7307256,7307308,5,"2,3,5,7,9",0,1,1,0,1,0,1,0,1
chr17,7307308,7307340,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr17,7307340,7307425,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr17,7307425,7307521,2,"3,9",0,0,1,0,0,0,0,0,1
chr17,7315212,7315266,2,"3,9",0,0,1,0,0,0,0,0,1
chr17,7315266,7315289,3,"3,7,9",0,0,1,0,0,0,1,0,1
chr17,7315289,7315314,4,"3,6,7,9",0,0,1,0,0,1,1,0,1
chr17,7315314,7315511,5,"3,5,6,7,9",0,0,1,0,1,1,1,0,1
chr17,7329034,7329315,2,"5,9",0,0,0,0,1,0,0,0,1
chr17,7329315,7329345,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr17,7329345,7329779,2,"2,9",0,1,0,0,0,0,0,0,1
chr17,7329960,7329971,2,"6,9",0,0,0,0,0,1,0,0,1
chr17,7351402,7351530,4,"3,5,7,9",0,0,1,0,1,0,1,0,1
chr17,7351530,7351739,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr17,7351739,7351893,2,"5,9",0,0,0,0,1,0,0,0,1
chr17,7394736,7394753,2,"5,9",0,0,0,0,1,0,0,0,1
chr17,7394753,7394805,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr17,7394805,7394874,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr17,7394874,7394963,5,"2,3,5,7,9",0,1,1,0,1,0,1,0,1
chr17,7394963,7395153,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr17,7404664,7404969,2,"5,9",0,0,0,0,1,0,0,0,1
chr17,7435242,7435543,2,"7,9",0,0,0,0,0,0,1,0,1
chr17,7484161,7484381,4,"3,5,6,9",0,0,1,0,1,1,0,0,1
chr17,7484381,7484431,3,"3,6,9",0,0,1,0,0,1,0,0,1
chr17,7484431,7484553,2,"3,9",0,0,1,0,0,0,0,0,1
chr17,7484553,7484671,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr17,7484671,7484683,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr17,7484683,7484695,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr17,7484695,7484730,4,"2,5,8,9",0,1,0,0,1,0,0,1,1
chr17,7484730,7484731,5,"2,5,7,8,9",0,1,0,0,1,0,1,1,1
chr17,7484731,7484857,6,"2,5,6,7,8,9",0,1,0,0,1,1,1,1,1
chr17,7484857,7485017,5,"2,5,7,8,9",0,1,0,0,1,0,1,1,1
chr17,7485017,7485036,4,"5,7,8,9",0,0,0,0,1,0,1,1,1
chr17,7561654,7561728,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr17,7561728,7561742,5,"2,3,5,7,9",0,1,1,0,1,0,1,0,1
chr17,7561742,7561860,6,"2,3,5,7,8,9",0,1,1,0,1,0,1,1,1
chr17,7561860,7561963,7,"2,3,5,6,7,8,9",0,1,1,0,1,1,1,1,1
chr17,7561963,7561982,6,"2,3,5,7,8,9",0,1,1,0,1,0,1,1,1
chr17,7561982,7562009,5,"2,5,7,8,9",0,1,0,0,1,0,1,1,1
chr17,7562009,7562032,4,"2,7,8,9",0,1,0,0,0,0,1,1,1
chr17,7572363,7572386,2,"5,9",0,0,0,0,1,0,0,0,1
chr17,7572386,7572396,3,"4,5,9",0,0,0,1,1,0,0,0,1
chr17,7572396,7572406,4,"4,5,7,9",0,0,0,1,1,0,1,0,1
chr17,7572406,7572409,5,"1,4,5,7,9",1,0,0,1,1,0,1,0,1
chr17,7572409,7572411,6,"1,4,5,6,7,9",1,0,0,1,1,1,1,0,1
chr17,7572411,7572429,7,"1,3,4,5,6,7,9",1,0,1,1,1,1,1,0,1
chr17,7572429,7572445,8,"1,3,4,5,6,7,8,9",1,0,1,1,1,1,1,1,1
chr17,7572445,7572637,9,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1
chr17,7572637,7572662,8,"1,3,4,5,6,7,8,9",1,0,1,1,1,1,1,1,1
chr17,7572662,7572666,7,"1,3,5,6,7,8,9",1,0,1,0,1,1,1,1,1
chr17,7572666,7572668,6,"3,5,6,7,8,9",0,0,1,0,1,1,1,1,1
chr17,7572668,7572670,5,"3,5,6,7,9",0,0,1,0,1,1,1,0,1
chr17,7572670,7572686,4,"3,5,7,9",0,0,1,0,1,0,1,0,1
chr17,7572686,7572707,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr17,7572707,7572872,2,"3,9",0,0,1,0,0,0,0,0,1
chr17,7583499,7583511,5,"2,3,5,6,9",0,1,1,0,1,1,0,0,1
chr17,7583511,7583536,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr17,7583536,7583546,7,"1,2,3,5,6,7,9",1,1,1,0,1,1,1,0,1
chr17,7583546,7583550,8,"1,2,3,5,6,7,8,9",1,1,1,0,1,1,1,1,1
chr17,7583550,7583738,9,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1
chr17,7583738,7583791,8,"1,2,3,4,5,6,7,9",1,1,1,1,1,1,1,0,1
chr17,7583791,7583796,7,"1,2,3,4,5,6,9",1,1,1,1,1,1,0,0,1
chr17,7583796,7583820,6,"2,3,4,5,6,9",0,1,1,1,1,1,0,0,1
chr17,7583820,7583826,5,"3,4,5,6,9",0,0,1,1,1,1,0,0,1
chr17,7583826,7583853,4,"3,5,6,9",0,0,1,0,1,1,0,0,1
chr17,7583853,7583859,3,"5,6,9",0,0,0,0,1,1,0,0,1
chr17,7583859,7583906,2,"5,9",0,0,0,0,1,0,0,0,1
chr17,7614939,7614998,2,"7,9",0,0,0,0,0,0,1,0,1
chr17,7614998,7615056,3,"3,7,9",0,0,1,0,0,0,1,0,1
chr17,7615056,7615283,4,"2,3,7,9",0,1,1,0,0,0,1,0,1
chr17,7615283,7615402,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr17,7650690,7651009,2,"7,9",0,0,0,0,0,0,1,0,1
chr17,7688064,7688101,2,"7,9",0,0,0,0,0,0,1,0,1
chr17,7688101,7688152,3,"6,7,9",0,0,0,0,0,1,1,0,1
chr17,7688152,7688368,4,"5,6,7,9",0,0,0,0,1,1,1,0,1
chr17,7688368,7688381,3,"5,6,9",0,0,0,0,1,1,0,0,1
chr17,7688381,7688405,2,"6,9",0,0,0,0,0,1,0,0,1
chr17,7841627,7841711,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr17,7841711,7841734,5,"2,3,5,6,9",0,1,1,0,1,1,0,0,1
chr17,7841734,7841795,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr17,7841795,7841809,5,"2,3,6,7,9",0,1,1,0,0,1,1,0,1
chr17,7841809,7841858,6,"2,3,5,6,7,9",0,1,1,0,1,1,1,0,1
chr17,7841858,7841859,5,"2,3,5,7,9",0,1,1,0,1,0,1,0,1
chr17,7841859,7841934,4,"2,5,7,9",0,1,0,0,1,0,1,0,1
chr17,7841934,7841950,3,"5,7,9",0,0,0,0,1,0,1,0,1
chr17,7841950,7842078,4,"5,6,7,9",0,0,0,0,1,1,1,0,1
chr17,7842078,7842152,3,"5,6,9",0,0,0,0,1,1,0,0,1
chr17,7842152,7842192,4,"3,5,6,9",0,0,1,0,1,1,0,0,1
chr17,7842192,7842194,3,"3,6,9",0,0,1,0,0,1,0,0,1
chr17,7842194,7842254,4,"2,3,6,9",0,1,1,0,0,1,0,0,1
chr17,7842254,7842352,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr17,7856989,7857022,2,"8,9",0,0,0,0,0,0,0,1,1
chr17,7857022,7857274,3,"5,8,9",0,0,0,0,1,0,0,1,1
chr17,7857274,7857307,2,"8,9",0,0,0,0,0,0,0,1,1
chr17,7857673,7857737,2,"3,9",0,0,1,0,0,0,0,0,1
chr17,7857737,7857761,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr17,7857761,7857774,4,"2,3,8,9",0,1,1,0,0,0,0,1,1
chr17,7857774,7857780,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr17,7887569,7887887,2,"5,9",0,0,0,0,1,0,0,0,1
chr17,7915626,7915785,2,"5,9",0,0,0,0,1,0,0,0,1
chr17,7915785,7915787,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr17,7915787,7915800,4,"2,5,6,9",0,1,0,0,1,1,0,0,1
chr17,7915800,7915811,5,"2,5,6,7,9",0,1,0,0,1,1,1,0,1
chr17,7915811,7915818,6,"2,5,6,7,8,9",0,1,0,0,1,1,1,1,1
chr17,7915818,7916000,7,"1,2,5,6,7,8,9",1,1,0,0,1,1,1,1,1
chr17,7916000,7916007,6,"1,5,6,7,8,9",1,0,0,0,1,1,1,1,1
chr17,7916007,7916038,6,"1,3,5,6,7,9",1,0,1,0,1,1,1,0,1
chr17,7916038,7916052,7,"1,2,3,5,6,7,9",1,1,1,0,1,1,1,0,1
chr17,7916052,7916069,8,"1,2,3,5,6,7,8,9",1,1,1,0,1,1,1,1,1
chr17,7916069,7916078,7,"1,2,3,5,7,8,9",1,1,1,0,1,0,1,1,1
chr17,7916078,7916125,6,"2,3,5,7,8,9",0,1,1,0,1,0,1,1,1
chr17,7916125,7916151,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr17,7931865,7932025,2,"2,9",0,1,0,0,0,0,0,0,1
chr17,7932025,7932289,3,"2,7,9",0,1,0,0,0,0,1,0,1
chr17,8118840,8118854,2,"2,9",0,1,0,0,0,0,0,0,1
chr17,8118954,8119019,2,"7,9",0,0,0,0,0,0,1,0,1
chr17,8119128,8119292,2,"7,9",0,0,0,0,0,0,1,0,1
chr17,8138761,8138834,2,"3,9",0,0,1,0,0,0,0,0,1
chr17,8138834,8138860,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr17,8138860,8138905,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr17,8138905,8139007,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr17,8139007,8139162,6,"2,3,5,7,8,9",0,1,1,0,1,0,1,1,1
chr17,8139162,8139212,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr17,8156294,8156306,2,"5,9",0,0,0,0,1,0,0,0,1
chr17,8156306,8156323,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr17,8156323,8156340,4,"3,5,8,9",0,0,1,0,1,0,0,1,1
chr17,8156340,8156566,5,"2,3,5,8,9",0,1,1,0,1,0,0,1,1
chr17,8156566,8156580,4,"2,3,5,9",0,1,1,0,1,0,0,0,1
chr17,8156580,8156590,5,"2,3,4,5,9",0,1,1,1,1,0,0,0,1
chr17,8156590,8156605,6,"1,2,3,4,5,9",1,1,1,1,1,0,0,0,1
chr17,8156605,8156606,7,"1,2,3,4,5,6,9",1,1,1,1,1,1,0,0,1
chr17,8156606,8156660,8,"1,2,3,4,5,6,7,9",1,1,1,1,1,1,1,0,1
chr17,8156660,8156749,9,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,1,1,1
chr17,8156749,8156807,8,"1,2,4,5,6,7,8,9",1,1,0,1,1,1,1,1,1
chr17,8156807,8156831,7,"1,2,4,5,6,7,9",1,1,0,1,1,1,1,0,1
chr17,8156831,8156850,6,"1,2,4,5,6,9",1,1,0,1,1,1,0,0,1
chr17,8156850,8156856,5,"2,4,5,6,9",0,1,0,1,1,1,0,0,1
chr17,8156856,8156861,4,"2,5,6,9",0,1,0,0,1,1,0,0,1
chr17,8156861,8156936,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr17,8164303,8164322,2,"5,9",0,0,0,0,1,0,0,0,1
chr17,8164322,8164323,3,"5,6,9",0,0,0,0,1,1,0,0,1
chr17,8164323,8164626,4,"5,6,7,9",0,0,0,0,1,1,1,0,1
chr17,8164626,8164633,3,"5,7,9",0,0,0,0,1,0,1,0,1
chr17,8186714,8186808,2,"5,9",0,0,0,0,1,0,0,0,1
chr17,8186834,8186942,2,"5,9",0,0,0,0,1,0,0,0,1
chr17,8187539,8187613,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr17,8187613,8187701,2,"3,9",0,0,1,0,0,0,0,0,1
chr17,8187701,8187753,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr17,8187753,8187781,4,"2,3,7,9",0,1,1,0,0,0,1,0,1
chr17,8187781,8187820,5,"2,3,5,7,9",0,1,1,0,1,0,1,0,1
chr17,8187820,8187835,6,"1,2,3,5,7,9",1,1,1,0,1,0,1,0,1
chr17,8187835,8187970,7,"1,2,3,5,6,7,9",1,1,1,0,1,1,1,0,1
chr17,8190118,8190187,2,"3,9",0,0,1,0,0,0,0,0,1
chr17,8190187,8190260,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr17,8190260,8190298,4,"3,5,7,9",0,0,1,0,1,0,1,0,1
chr17,8190298,8190374,5,"3,5,6,7,9",0,0,1,0,1,1,1,0,1
chr17,8190374,8190389,4,"3,5,7,9",0,0,1,0,1,0,1,0,1
chr17,8190389,8190439,3,"3,5,9",0,0,1,0,1,0,0,0,1
chr17,8192241,8192260,6,"1,2,5,6,7,9",1,1,0,0,1,1,1,0,1
chr17,8192260,8192394,7,"1,2,5,6,7,8,9",1,1,0,0,1,1,1,1,1
chr17,8192394,8192421,6,"1,2,5,6,7,9",1,1,0,0,1,1,1,0,1
chr17,8192421,8192459,5,"1,2,5,6,9",1,1,0,0,1,1,0,0,1
chr17,8192459,8192461,4,"1,5,6,9",1,0,0,0,1,1,0,0,1
chr17,8200067,8200135,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr17,8200135,8200179,4,"2,3,6,9",0,1,1,0,0,1,0,0,1
chr17,8200179,8200435,5,"2,3,5,6,9",0,1,1,0,1,1,0,0,1
chr17,8200435,8200439,4,"2,3,6,9",0,1,1,0,0,1,0,0,1
chr17,8200439,8200448,3,"2,3,9",0,1,1,0,0,0,0,0,1
chr17,8222976,8223138,2,"2,9",0,1,0,0,0,0,0,0,1
