chrom,start,end,num,list,ENCFF099EFN_CEBPB_sorted.bed,ENCFF342QGM_CEBPB_sorted.bed,ENCFF757UIC_CEBPB_sorted.bed,ENCFF824TMR_CEBPB_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr2,173058713,173058778,2,"4,5",0,0,0,1,1
chr2,173058778,173058933,3,"3,4,5",0,0,1,1,1
chr2,173058933,173059008,2,"3,5",0,0,1,0,1
chr2,174004127,174004347,2,"4,5",0,0,0,1,1
chr2,174051760,174051980,2,"4,5",0,0,0,1,1
chr2,174396208,174396432,2,"2,5",0,1,0,0,1
chr2,175030566,175030596,2,"2,5",0,1,0,0,1
chr2,175030596,175030602,3,"1,2,5",1,1,0,0,1
chr2,175030602,175030767,4,"1,2,4,5",1,1,0,1,1
chr2,175030767,175030772,3,"1,2,5",1,1,0,0,1
chr2,175030772,175030790,2,"2,5",0,1,0,0,1
chr2,175181731,175181776,2,"4,5",0,0,0,1,1
chr2,175181776,175181951,4,"1,2,4,5",1,1,0,1,1
chr2,175181951,175181952,3,"1,2,5",1,1,0,0,1
chr2,175181952,175182000,2,"2,5",0,1,0,0,1
chr2,176373190,176373410,2,"4,5",0,0,0,1,1
chr2,177187683,177187695,2,"4,5",0,0,0,1,1
chr2,177188942,177189108,2,"4,5",0,0,0,1,1
chr2,177213183,177213196,2,"3,5",0,0,1,0,1
chr2,177213196,177213200,3,"2,3,5",0,1,1,0,1
chr2,177213200,177213208,4,"1,2,3,5",1,1,1,0,1
chr2,177213208,177213351,5,"1,2,3,4,5",1,1,1,1,1
chr2,177213351,177213360,4,"2,3,4,5",0,1,1,1,1
chr2,177213360,177213413,3,"2,3,5",0,1,1,0,1
chr2,177213413,177213420,2,"2,5",0,1,0,0,1
chr2,177263454,177263591,5,"1,2,3,4,5",1,1,1,1,1
chr2,177263591,177263601,4,"1,3,4,5",1,0,1,1,1
chr2,177263601,177263610,3,"1,4,5",1,0,0,1,1
chr2,177263610,177263627,2,"4,5",0,0,0,1,1
chr2,177264746,177264753,2,"2,5",0,1,0,0,1
chr2,177264753,177264776,3,"2,3,5",0,1,1,0,1
chr2,177264776,177264781,4,"2,3,4,5",0,1,1,1,1
chr2,177264781,177264925,5,"1,2,3,4,5",1,1,1,1,1
chr2,177264925,177264950,4,"1,2,3,5",1,1,1,0,1
chr2,177264950,177264970,3,"2,3,5",0,1,1,0,1
chr2,177264970,177264983,2,"3,5",0,0,1,0,1
chr2,177397883,177397908,2,"3,5",0,0,1,0,1
chr2,177397908,177397913,3,"3,4,5",0,0,1,1,1
chr2,177397913,177397924,4,"1,3,4,5",1,0,1,1,1
chr2,177397924,177398050,5,"1,2,3,4,5",1,1,1,1,1
chr2,177398050,177398073,4,"2,3,4,5",0,1,1,1,1
chr2,177398073,177398113,3,"2,3,5",0,1,1,0,1
chr2,177398113,177398148,2,"2,5",0,1,0,0,1
chr2,178112192,178112196,2,"4,5",0,0,0,1,1
chr2,178112196,178112235,3,"1,4,5",1,0,0,1,1
chr2,178112235,178112258,4,"1,2,4,5",1,1,0,1,1
chr2,178112258,178112325,5,"1,2,3,4,5",1,1,1,1,1
chr2,178112325,178112347,4,"1,2,4,5",1,1,0,1,1
chr2,178112347,178112370,3,"1,4,5",1,0,0,1,1
chr2,178112370,178112395,2,"4,5",0,0,0,1,1
chr2,178193516,178193523,2,"4,5",0,0,0,1,1
chr2,178193523,178193719,3,"2,4,5",0,1,0,1,1
chr2,178193719,178193747,2,"2,5",0,1,0,0,1
chr2,178414870,178414916,2,"3,5",0,0,1,0,1
chr2,178414916,178414994,3,"3,4,5",0,0,1,1,1
chr2,178414994,178415018,2,"3,5",0,0,1,0,1
chr2,178428532,178428542,2,"1,5",1,0,0,0,1
chr2,178428542,178428708,3,"1,4,5",1,0,0,1,1
chr2,178428708,178428762,2,"4,5",0,0,0,1,1
chr2,178451050,178451280,2,"3,5",0,0,1,0,1
chr2,178523034,178523254,2,"4,5",0,0,0,1,1
chr2,179263995,179264000,2,"3,5",0,0,1,0,1
chr2,179264000,179264220,3,"3,4,5",0,0,1,1,1
chr2,179264220,179264225,2,"3,5",0,0,1,0,1
chr2,179936736,179936956,2,"4,5",0,0,0,1,1
chr2,180607573,180607793,2,"4,5",0,0,0,1,1
chr2,181305643,181305711,2,"3,5",0,0,1,0,1
chr2,181305711,181305873,3,"3,4,5",0,0,1,1,1
chr2,181305873,181305931,2,"4,5",0,0,0,1,1
chr2,183124245,183124266,2,"4,5",0,0,0,1,1
chr2,183124266,183124271,3,"1,4,5",1,0,0,1,1
chr2,183124271,183124277,4,"1,3,4,5",1,0,1,1,1
chr2,183124277,183124379,5,"1,2,3,4,5",1,1,1,1,1
chr2,183124379,183124429,4,"1,3,4,5",1,0,1,1,1
chr2,183124429,183124430,3,"1,4,5",1,0,0,1,1
chr2,183124430,183124464,2,"4,5",0,0,0,1,1
chr2,184598884,184598900,2,"4,5",0,0,0,1,1
chr2,184598900,184599051,3,"3,4,5",0,0,1,1,1
chr2,186486134,186486169,2,"4,5",0,0,0,1,1
chr2,186486169,186486345,3,"1,4,5",1,0,0,1,1
chr2,186486345,186486354,2,"4,5",0,0,0,1,1
chr2,189661165,189661166,2,"2,5",0,1,0,0,1
chr2,189661166,189661181,3,"2,3,5",0,1,1,0,1
chr2,189661181,189661239,4,"2,3,4,5",0,1,1,1,1
chr2,189661239,189661328,5,"1,2,3,4,5",1,1,1,1,1
chr2,189661328,189661389,4,"2,3,4,5",0,1,1,1,1
chr2,189661389,189661396,3,"3,4,5",0,0,1,1,1
chr2,189661396,189661397,2,"4,5",0,0,0,1,1
chr2,189784278,189784498,2,"4,5",0,0,0,1,1
chr2,190180972,190181192,2,"4,5",0,0,0,1,1
chr2,190334514,190334734,2,"4,5",0,0,0,1,1
chr2,190352895,190352897,2,"1,5",1,0,0,0,1
chr2,190352897,190352934,3,"1,2,5",1,1,0,0,1
chr2,190352934,190353071,4,"1,2,4,5",1,1,0,1,1
chr2,190353071,190353121,3,"2,4,5",0,1,0,1,1
chr2,190353121,190353154,2,"4,5",0,0,0,1,1
chr2,190500270,190500490,2,"4,5",0,0,0,1,1
chr2,190648807,190649027,2,"4,5",0,0,0,1,1
chr2,190882122,190882131,2,"4,5",0,0,0,1,1
chr2,191020972,191021192,2,"4,5",0,0,0,1,1
chr2,191247820,191247853,2,"3,5",0,0,1,0,1
chr2,191247853,191247860,3,"2,3,5",0,1,1,0,1
chr2,191247860,191247864,4,"2,3,4,5",0,1,1,1,1
chr2,191247864,191248022,5,"1,2,3,4,5",1,1,1,1,1
chr2,191248022,191248040,4,"1,2,3,5",1,1,1,0,1
chr2,191248040,191248050,3,"2,3,5",0,1,1,0,1
chr2,191248050,191248076,2,"2,5",0,1,0,0,1
chr2,191377371,191377547,2,"1,5",1,0,0,0,1
chr2,191882372,191882379,2,"2,5",0,1,0,0,1
chr2,191882379,191882390,3,"2,3,5",0,1,1,0,1
chr2,191882390,191882418,4,"2,3,4,5",0,1,1,1,1
chr2,191882418,191882549,5,"1,2,3,4,5",1,1,1,1,1
chr2,191882549,191882583,4,"2,3,4,5",0,1,1,1,1
chr2,191882583,191882596,3,"2,3,5",0,1,1,0,1
chr2,191882596,191882609,2,"3,5",0,0,1,0,1
chr2,192773109,192773329,2,"4,5",0,0,0,1,1
chr2,196799588,196799764,2,"1,5",1,0,0,0,1
chr2,197453145,197453158,2,"2,5",0,1,0,0,1
chr2,197453158,197453174,3,"2,4,5",0,1,0,1,1
chr2,197453174,197453178,4,"2,3,4,5",0,1,1,1,1
chr2,197453178,197453326,5,"1,2,3,4,5",1,1,1,1,1
chr2,197453326,197453369,4,"2,3,4,5",0,1,1,1,1
chr2,197453369,197453402,3,"3,4,5",0,0,1,1,1
chr2,197453402,197453404,2,"3,5",0,0,1,0,1
chr2,197481074,197481107,2,"4,5",0,0,0,1,1
chr2,197481107,197481294,3,"2,4,5",0,1,0,1,1
chr2,197481294,197481331,2,"2,5",0,1,0,0,1
chr2,197481371,197481411,2,"2,5",0,1,0,0,1
chr2,197481411,197481595,3,"2,4,5",0,1,0,1,1
chr2,197481595,197481631,2,"4,5",0,0,0,1,1
chr2,197499856,197500032,2,"1,5",1,0,0,0,1
chr2,197515655,197515879,2,"2,5",0,1,0,0,1
chr2,199455680,199455820,4,"1,2,4,5",1,1,0,1,1
chr2,199455820,199455844,3,"1,4,5",1,0,0,1,1
chr2,199455844,199455865,2,"4,5",0,0,0,1,1
chr2,200302951,200302961,2,"3,5",0,0,1,0,1
chr2,200302961,200302966,3,"1,3,5",1,0,1,0,1
chr2,200302966,200303137,4,"1,3,4,5",1,0,1,1,1
chr2,200303137,200303162,3,"3,4,5",0,0,1,1,1
chr2,200303162,200303181,2,"3,5",0,0,1,0,1
chr2,200306190,200306215,2,"3,5",0,0,1,0,1
chr2,200306215,200306220,3,"3,4,5",0,0,1,1,1
chr2,200306220,200306396,4,"1,3,4,5",1,0,1,1,1
chr2,200306396,200306420,3,"3,4,5",0,0,1,1,1
chr2,200306420,200306435,2,"4,5",0,0,0,1,1
chr2,200481506,200481726,2,"4,5",0,0,0,1,1
chr2,200483787,200483813,2,"3,5",0,0,1,0,1
chr2,200483813,200483868,3,"3,4,5",0,0,1,1,1
chr2,200483868,200484017,2,"3,5",0,0,1,0,1
chr2,200578943,200579078,2,"4,5",0,0,0,1,1
chr2,201057876,201057906,2,"2,5",0,1,0,0,1
chr2,201057906,201057917,3,"2,3,5",0,1,1,0,1
chr2,201057917,201057945,4,"1,2,3,5",1,1,1,0,1
chr2,201057945,201058074,5,"1,2,3,4,5",1,1,1,1,1
chr2,201058074,201058093,4,"1,2,3,5",1,1,1,0,1
chr2,201058093,201058100,3,"2,3,5",0,1,1,0,1
chr2,201058100,201058136,2,"3,5",0,0,1,0,1
chr2,201116107,201116269,2,"4,5",0,0,0,1,1
chr2,201117001,201117008,2,"2,5",0,1,0,0,1
chr2,201117008,201117034,3,"2,3,5",0,1,1,0,1
chr2,201117034,201117096,4,"2,3,4,5",0,1,1,1,1
chr2,201117096,201117175,5,"1,2,3,4,5",1,1,1,1,1
chr2,201118607,201118783,2,"1,5",1,0,0,0,1
chr2,201123917,201123932,3,"1,4,5",1,0,0,1,1
chr2,201123932,201123953,4,"1,3,4,5",1,0,1,1,1
chr2,201123953,201124034,3,"3,4,5",0,0,1,1,1
chr2,201124034,201124162,2,"3,5",0,0,1,0,1
chr2,201124245,201124303,2,"2,5",0,1,0,0,1
chr2,201124303,201124317,3,"2,3,5",0,1,1,0,1
chr2,201124317,201124351,4,"1,2,3,5",1,1,1,0,1
chr2,201124351,201124416,5,"1,2,3,4,5",1,1,1,1,1
chr2,201124416,201124469,4,"1,2,3,5",1,1,1,0,1
chr2,201124469,201124493,3,"1,3,5",1,0,1,0,1
chr2,201124493,201124533,2,"3,5",0,0,1,0,1
chr2,201149151,201149371,2,"4,5",0,0,0,1,1
chr2,201182982,201183196,2,"4,5",0,0,0,1,1
chr2,201205217,201205226,2,"2,5",0,1,0,0,1
chr2,201205226,201205238,3,"2,4,5",0,1,0,1,1
chr2,201205238,201205414,4,"1,2,4,5",1,1,0,1,1
chr2,201205414,201205441,3,"2,4,5",0,1,0,1,1
chr2,201205441,201205446,2,"4,5",0,0,0,1,1
chr2,201232304,201232480,2,"1,5",1,0,0,0,1
chr2,201781277,201781339,2,"4,5",0,0,0,1,1
chr2,201936795,201937015,2,"4,5",0,0,0,1,1
chr2,202265851,202265892,2,"4,5",0,0,0,1,1
chr2,202265892,202266068,3,"1,4,5",1,0,0,1,1
chr2,202266068,202266071,2,"4,5",0,0,0,1,1
chr2,202634646,202634822,2,"1,5",1,0,0,0,1
chr2,203014446,203014663,2,"4,5",0,0,0,1,1
chr2,203783532,203783568,2,"2,5",0,1,0,0,1
chr2,203783568,203783587,3,"2,4,5",0,1,0,1,1
chr2,203783587,203783756,4,"1,2,4,5",1,1,0,1,1
chr2,203783756,203783763,3,"1,4,5",1,0,0,1,1
chr2,203783763,203783788,2,"4,5",0,0,0,1,1
chr2,203783899,203783930,2,"2,5",0,1,0,0,1
chr2,203783930,203783932,3,"2,4,5",0,1,0,1,1
chr2,203783932,203784123,4,"2,3,4,5",0,1,1,1,1
chr2,203784123,203784150,3,"3,4,5",0,0,1,1,1
chr2,203784150,203784162,2,"3,5",0,0,1,0,1
chr2,205944781,205944798,2,"2,5",0,1,0,0,1
chr2,205944798,205944819,3,"2,3,5",0,1,1,0,1
chr2,205944819,205944826,4,"2,3,4,5",0,1,1,1,1
chr2,205944826,205944972,5,"1,2,3,4,5",1,1,1,1,1
chr2,206154271,206154276,2,"4,5",0,0,0,1,1
chr2,206154276,206154452,3,"1,4,5",1,0,0,1,1
chr2,206154452,206154491,2,"4,5",0,0,0,1,1
chr2,206275406,206275520,2,"4,5",0,0,0,1,1
chr2,206765103,206765323,2,"4,5",0,0,0,1,1
chr2,207770122,207770298,2,"1,5",1,0,0,0,1
chr2,207870268,207870399,2,"4,5",0,0,0,1,1
chr2,207870399,207870467,3,"2,4,5",0,1,0,1,1
chr2,207870467,207870495,4,"1,2,4,5",1,1,0,1,1
chr2,207870495,207870582,5,"1,2,3,4,5",1,1,1,1,1
chr2,207870582,207870623,4,"1,2,4,5",1,1,0,1,1
chr2,207870623,207870643,3,"1,4,5",1,0,0,1,1
chr2,208025461,208025503,2,"2,5",0,1,0,0,1
chr2,208025503,208025679,3,"1,2,5",1,1,0,0,1
chr2,208025679,208025685,2,"2,5",0,1,0,0,1
chr2,208254129,208254139,2,"2,5",0,1,0,0,1
chr2,208254139,208254148,3,"2,3,5",0,1,1,0,1
chr2,208254148,208254196,4,"2,3,4,5",0,1,1,1,1
chr2,208254196,208254335,5,"1,2,3,4,5",1,1,1,1,1
chr2,208254335,208254341,4,"2,3,4,5",0,1,1,1,1
chr2,208254341,208254353,3,"2,3,5",0,1,1,0,1
chr2,208254353,208254369,2,"3,5",0,0,1,0,1
chr2,210170629,210170648,2,"2,5",0,1,0,0,1
chr2,210170648,210170685,3,"2,3,5",0,1,1,0,1
chr2,210170685,210170739,4,"2,3,4,5",0,1,1,1,1
chr2,210170739,210170817,5,"1,2,3,4,5",1,1,1,1,1
chr2,210170817,210170848,4,"2,3,4,5",0,1,1,1,1
chr2,210170848,210170853,3,"2,3,5",0,1,1,0,1
chr2,210170853,210170878,2,"3,5",0,0,1,0,1
chr2,210476525,210476570,2,"4,5",0,0,0,1,1
chr2,210476570,210476745,3,"1,4,5",1,0,0,1,1
chr2,210476745,210476746,2,"1,5",1,0,0,0,1
chr2,215436373,215436389,2,"2,5",0,1,0,0,1
chr2,215436389,215436437,3,"2,3,5",0,1,1,0,1
chr2,215436437,215436559,4,"2,3,4,5",0,1,1,1,1
chr2,215436559,215436597,3,"2,3,5",0,1,1,0,1
chr2,215436597,215436619,2,"3,5",0,0,1,0,1
chr2,215529357,215529362,2,"2,5",0,1,0,0,1
chr2,215529362,215529404,3,"2,3,5",0,1,1,0,1
chr2,215529404,215529405,4,"2,3,4,5",0,1,1,1,1
chr2,215529405,215529554,5,"1,2,3,4,5",1,1,1,1,1
chr2,215529554,215529581,4,"1,2,3,5",1,1,1,0,1
chr2,215529581,215529592,2,"3,5",0,0,1,0,1
chr2,216109262,216109273,2,"3,5",0,0,1,0,1
chr2,216109273,216109303,3,"3,4,5",0,0,1,1,1
chr2,216109303,216109358,4,"1,3,4,5",1,0,1,1,1
chr2,216109358,216109445,5,"1,2,3,4,5",1,1,1,1,1
chr2,216109445,216109464,4,"1,3,4,5",1,0,1,1,1
chr2,216109464,216109480,3,"3,4,5",0,0,1,1,1
chr2,216109480,216109492,2,"3,5",0,0,1,0,1
chr2,216412216,216412225,2,"4,5",0,0,0,1,1
chr2,216412225,216412401,3,"1,4,5",1,0,0,1,1
chr2,216412401,216412436,2,"4,5",0,0,0,1,1
chr2,216498592,216498812,2,"4,5",0,0,0,1,1
chr2,216871580,216871588,2,"2,5",0,1,0,0,1
chr2,216871588,216871622,3,"2,3,5",0,1,1,0,1
chr2,216871622,216871653,4,"1,2,3,5",1,1,1,0,1
chr2,216871653,216871762,5,"1,2,3,4,5",1,1,1,1,1
chr2,216871762,216871798,4,"1,2,3,5",1,1,1,0,1
chr2,216871798,216871804,3,"2,3,5",0,1,1,0,1
chr2,216871804,216871818,2,"3,5",0,0,1,0,1
chr2,217685301,217685310,2,"2,5",0,1,0,0,1
chr2,217685310,217685323,3,"2,3,5",0,1,1,0,1
chr2,217685323,217685331,4,"1,2,3,5",1,1,1,0,1
chr2,217685331,217685488,5,"1,2,3,4,5",1,1,1,1,1
chr2,217685488,217685499,4,"1,2,3,5",1,1,1,0,1
chr2,217685499,217685525,3,"2,3,5",0,1,1,0,1
chr2,217685525,217685540,2,"3,5",0,0,1,0,1
chr2,217902454,217902467,2,"3,5",0,0,1,0,1
chr2,217902467,217902485,3,"3,4,5",0,0,1,1,1
chr2,217902485,217902497,4,"2,3,4,5",0,1,1,1,1
chr2,217902497,217902673,5,"1,2,3,4,5",1,1,1,1,1
chr2,217902673,217902684,4,"2,3,4,5",0,1,1,1,1
chr2,217902684,217902687,3,"2,4,5",0,1,0,1,1
chr2,217902687,217902709,2,"2,5",0,1,0,0,1
chr2,217988611,217988707,2,"4,5",0,0,0,1,1
chr2,218216986,218217162,2,"1,5",1,0,0,0,1
chr2,218264924,218264932,2,"4,5",0,0,0,1,1
chr2,218264932,218265108,3,"1,4,5",1,0,0,1,1
chr2,218265108,218265144,2,"4,5",0,0,0,1,1
chr2,218270371,218270379,2,"1,5",1,0,0,0,1
chr2,218270379,218270547,3,"1,4,5",1,0,0,1,1
chr2,218270547,218270599,2,"4,5",0,0,0,1,1
chr2,218272752,218272784,2,"4,5",0,0,0,1,1
chr2,218272784,218272960,3,"1,4,5",1,0,0,1,1
chr2,218272960,218272966,2,"4,5",0,0,0,1,1
chr2,218322602,218322826,2,"2,5",0,1,0,0,1
chr2,218389599,218389785,2,"4,5",0,0,0,1,1
chr2,218399680,218399875,2,"4,5",0,0,0,1,1
chr2,218406447,218406487,2,"2,5",0,1,0,0,1
chr2,218406487,218406499,3,"2,4,5",0,1,0,1,1
chr2,218406499,218406671,4,"1,2,4,5",1,1,0,1,1
chr2,218406671,218406675,3,"1,4,5",1,0,0,1,1
chr2,218406675,218406707,2,"4,5",0,0,0,1,1
chr2,218568446,218568459,2,"2,5",0,1,0,0,1
chr2,218568459,218568488,3,"2,3,5",0,1,1,0,1
chr2,218568488,218568525,4,"1,2,3,5",1,1,1,0,1
chr2,218568525,218568580,5,"1,2,3,4,5",1,1,1,1,1
chr2,218568580,218568664,4,"1,2,3,5",1,1,1,0,1
chr2,218568664,218568670,3,"2,3,5",0,1,1,0,1
chr2,218568670,218568689,2,"3,5",0,0,1,0,1
chr2,219177784,219177952,3,"1,4,5",1,0,0,1,1
chr2,219177952,219178001,2,"4,5",0,0,0,1,1
chr2,219208536,219208541,2,"4,5",0,0,0,1,1
chr2,219208541,219208680,3,"1,4,5",1,0,0,1,1
chr2,219229726,219229738,2,"2,5",0,1,0,0,1
chr2,219229738,219229752,3,"2,4,5",0,1,0,1,1
chr2,219229752,219229928,4,"1,2,4,5",1,1,0,1,1
chr2,219229928,219229950,3,"2,4,5",0,1,0,1,1
chr2,219229950,219229958,2,"4,5",0,0,0,1,1
chr2,219576903,219577127,2,"2,5",0,1,0,0,1
chr2,219598058,219598234,2,"1,5",1,0,0,0,1
chr2,219638181,219638212,2,"3,5",0,0,1,0,1
chr2,219642514,219642574,4,"2,3,4,5",0,1,1,1,1
chr2,219642574,219642633,5,"1,2,3,4,5",1,1,1,1,1
chr2,219642633,219642636,4,"1,2,4,5",1,1,0,1,1
chr2,219642636,219642674,3,"2,4,5",0,1,0,1,1
chr2,219642674,219642694,2,"2,5",0,1,0,0,1
chr2,222573008,222573228,2,"4,5",0,0,0,1,1
chr2,222733936,222733953,2,"2,5",0,1,0,0,1
chr2,222733953,222734160,3,"2,4,5",0,1,0,1,1
chr2,222734160,222734173,2,"4,5",0,0,0,1,1
chr2,223853537,223853757,2,"4,5",0,0,0,1,1
chr2,223861421,223861432,2,"3,5",0,0,1,0,1
chr2,223861432,223861651,3,"3,4,5",0,0,1,1,1
chr2,223861651,223861652,2,"4,5",0,0,0,1,1
chr2,223957092,223957210,2,"4,5",0,0,0,1,1
chr2,223957210,223957273,3,"1,4,5",1,0,0,1,1
chr2,223957273,223957312,4,"1,2,4,5",1,1,0,1,1
chr2,223957312,223957386,3,"1,2,5",1,1,0,0,1
chr2,223957386,223957497,2,"2,5",0,1,0,0,1
chr2,223972612,223972619,2,"4,5",0,0,0,1,1
chr2,223972619,223972795,3,"1,4,5",1,0,0,1,1
chr2,223972795,223972832,2,"4,5",0,0,0,1,1
chr2,226650240,226650460,2,"4,5",0,0,0,1,1
chr2,226657451,226657482,2,"4,5",0,0,0,1,1
chr2,226657482,226657658,3,"1,4,5",1,0,0,1,1
chr2,226657658,226657671,2,"4,5",0,0,0,1,1
chr2,226733284,226733297,2,"1,5",1,0,0,0,1
chr2,226733297,226733329,3,"1,3,5",1,0,1,0,1
chr2,226733329,226733417,4,"1,3,4,5",1,0,1,1,1
chr2,226733417,226733460,3,"1,3,5",1,0,1,0,1
chr2,226733460,226733527,2,"3,5",0,0,1,0,1
chr2,226800596,226800649,2,"1,5",1,0,0,0,1
chr2,226800649,226800772,3,"1,2,5",1,1,0,0,1
chr2,226800772,226800873,2,"2,5",0,1,0,0,1
chr2,226836330,226836550,2,"4,5",0,0,0,1,1
chr2,227813659,227813667,2,"2,5",0,1,0,0,1
chr2,227813667,227813674,3,"2,3,5",0,1,1,0,1
chr2,227813674,227813683,4,"1,2,3,5",1,1,1,0,1
chr2,227813683,227813850,5,"1,2,3,4,5",1,1,1,1,1
chr2,227813850,227813862,4,"2,3,4,5",0,1,1,1,1
chr2,227813862,227813883,3,"2,3,5",0,1,1,0,1
chr2,227813883,227813897,2,"3,5",0,0,1,0,1
chr2,227818744,227818813,2,"4,5",0,0,0,1,1
chr2,227818813,227818814,3,"2,4,5",0,1,0,1,1
chr2,227818814,227818849,4,"1,2,4,5",1,1,0,1,1
chr2,227818849,227818926,5,"1,2,3,4,5",1,1,1,1,1
chr2,227818926,227818999,4,"1,2,4,5",1,1,0,1,1
chr2,227818999,227819006,3,"2,4,5",0,1,0,1,1
chr2,227819006,227819013,2,"4,5",0,0,0,1,1
chr2,227821607,227821650,2,"2,5",0,1,0,0,1
chr2,227821650,227821831,3,"2,4,5",0,1,0,1,1
chr2,227821831,227821834,2,"4,5",0,0,0,1,1
chr2,229921646,229921866,2,"4,5",0,0,0,1,1
chr2,230326862,230327014,4,"1,3,4,5",1,0,1,1,1
chr2,230327014,230327017,3,"3,4,5",0,0,1,1,1
chr2,230327017,230327036,2,"4,5",0,0,0,1,1
chr2,230412461,230412467,2,"4,5",0,0,0,1,1
chr2,230416037,230416054,2,"4,5",0,0,0,1,1
chr2,230424153,230424373,2,"4,5",0,0,0,1,1
chr2,230712679,230712718,2,"4,5",0,0,0,1,1
chr2,230712718,230712894,3,"1,4,5",1,0,0,1,1
chr2,230712894,230712899,2,"4,5",0,0,0,1,1
chr2,231050478,231050484,2,"3,5",0,0,1,0,1
chr2,231050484,231050518,3,"3,4,5",0,0,1,1,1
chr2,231050518,231050538,4,"1,3,4,5",1,0,1,1,1
chr2,231050538,231050604,5,"1,2,3,4,5",1,1,1,1,1
chr2,231050604,231050608,4,"1,3,4,5",1,0,1,1,1
chr2,231050608,231050679,3,"3,4,5",0,0,1,1,1
chr2,231050679,231050708,2,"3,5",0,0,1,0,1
chr2,231192537,231192538,2,"4,5",0,0,0,1,1
chr2,231192538,231192714,3,"1,4,5",1,0,0,1,1
chr2,231192714,231192755,2,"4,5",0,0,0,1,1
chr2,231701961,231701983,2,"3,5",0,0,1,0,1
chr2,231701983,231702009,3,"2,3,5",0,1,1,0,1
chr2,231702009,231702016,4,"1,2,3,5",1,1,1,0,1
chr2,231702016,231702149,5,"1,2,3,4,5",1,1,1,1,1
chr2,231702149,231702185,4,"1,2,3,5",1,1,1,0,1
chr2,231702185,231702191,3,"2,3,5",0,1,1,0,1
chr2,231702191,231702207,2,"2,5",0,1,0,0,1
chr2,232550579,232550638,2,"4,5",0,0,0,1,1
chr2,232550638,232550799,3,"1,4,5",1,0,0,1,1
chr2,232550799,232550814,2,"1,5",1,0,0,0,1
chr2,232574680,232574900,2,"4,5",0,0,0,1,1
chr2,232605819,232605981,3,"2,4,5",0,1,0,1,1
chr2,232605981,232606002,2,"2,5",0,1,0,0,1
chr2,232857233,232857303,2,"4,5",0,0,0,1,1
chr2,232857303,232857311,3,"1,4,5",1,0,0,1,1
chr2,232857311,232857342,4,"1,2,4,5",1,1,0,1,1
chr2,232857342,232857462,5,"1,2,3,4,5",1,1,1,1,1
chr2,232857462,232857470,4,"1,3,4,5",1,0,1,1,1
chr2,232857470,232857497,3,"1,4,5",1,0,0,1,1
chr2,232857497,232857524,2,"4,5",0,0,0,1,1
chr2,232860940,232861129,2,"4,5",0,0,0,1,1
chr2,233013185,233013405,2,"4,5",0,0,0,1,1
chr2,233061708,233061916,2,"4,5",0,0,0,1,1
chr2,233745340,233745418,2,"4,5",0,0,0,1,1
chr2,233745418,233745484,3,"3,4,5",0,0,1,1,1
chr2,233745484,233745560,4,"2,3,4,5",0,1,1,1,1
chr2,233745560,233745648,3,"2,3,5",0,1,1,0,1
chr2,233745648,233745708,2,"2,5",0,1,0,0,1
chr2,233756785,233756810,2,"4,5",0,0,0,1,1
chr2,233756810,233756846,3,"1,4,5",1,0,0,1,1
chr2,233756846,233756848,4,"1,2,4,5",1,1,0,1,1
chr2,233756848,233756986,3,"1,2,5",1,1,0,0,1
chr2,233756986,233757070,2,"2,5",0,1,0,0,1
chr2,235493808,235493829,2,"4,5",0,0,0,1,1
chr2,235493829,235494005,3,"1,4,5",1,0,0,1,1
chr2,235494005,235494028,2,"4,5",0,0,0,1,1
chr2,235514736,235514831,2,"3,5",0,0,1,0,1
chr2,235514831,235514933,3,"3,4,5",0,0,1,1,1
chr2,235514933,235514966,2,"3,5",0,0,1,0,1
chr2,235577597,235577817,2,"4,5",0,0,0,1,1
chr2,235888939,235888976,2,"2,5",0,1,0,0,1
chr2,235888976,235888978,3,"2,3,5",0,1,1,0,1
chr2,235888978,235888994,4,"2,3,4,5",0,1,1,1,1
chr2,235888994,235889080,5,"1,2,3,4,5",1,1,1,1,1
chr2,235889080,235889083,4,"2,3,4,5",0,1,1,1,1
chr2,235889083,235889163,3,"2,3,5",0,1,1,0,1
chr2,235889163,235889206,2,"3,5",0,0,1,0,1
chr2,237315946,237316166,2,"4,5",0,0,0,1,1
chr2,237614140,237614157,2,"3,5",0,0,1,0,1
chr2,237614157,237614173,4,"2,3,4,5",0,1,1,1,1
chr2,237614173,237614321,5,"1,2,3,4,5",1,1,1,1,1
chr2,237614321,237614361,4,"2,3,4,5",0,1,1,1,1
chr2,237614361,237614370,3,"2,3,5",0,1,1,0,1
chr2,237614370,237614381,2,"2,5",0,1,0,0,1
chr2,237966696,237966728,2,"4,5",0,0,0,1,1
chr2,237966728,237966751,3,"1,4,5",1,0,0,1,1
chr2,237966751,237966758,4,"1,3,4,5",1,0,1,1,1
chr2,237966758,237966872,5,"1,2,3,4,5",1,1,1,1,1
chr2,237966872,237966895,4,"1,3,4,5",1,0,1,1,1
chr2,237966895,237966898,3,"1,4,5",1,0,0,1,1
chr2,237966898,237966921,2,"4,5",0,0,0,1,1
chr2,238137246,238137288,2,"4,5",0,0,0,1,1
chr2,238137288,238137296,3,"2,4,5",0,1,0,1,1
chr2,238137296,238137307,4,"2,3,4,5",0,1,1,1,1
